[14.881] 霧月むげつ: こんばんは お疲れ様です
[18.209] tsubame5204: umeSalute
[1563.583] (S)しすてむえらー: うめちゃんジブリ作品では何が好き？
[1568.498] hal0302: 教養って結局経験値みたいなもんだし
[1569.083] (S)りゅうぅ_: 深く考えたら負け
[1569.857] (S)FilthyOjiChan: こんばんは、梅原さん、今日は赤いTシャツを着ていますね
[1571.217] 憂う者の弟子: Daigo]！
[1571.303] Jeakfreet: wwww
[1572.825] v_harumi_v: トトロとかは、自分の息子を喜ばせたいとかあったから、良かったのかもですね。
[1573.665] kasasagi7: 年取るとエンタメから遠ざかるのは仕方ないのかな
[1574.470] ちぇんぷる: w
[1574.552] battyo76: ww
[1578.125] akira_s_: みんなで観ようビーストウォーズ
[1580.330] (S)tabibitox: えいたはどう生きるのか
[1581.339] chinkalahoi: スト6やってみたい勢、まずは純正パッドがいいです
[1584.221] gajonaori: 知ってる人いたら教えてほしいんやけど、原作の「君たちはどう生きるか」ってあんな作品なん？ゲド戦記みたいに原作のカケラもないシリーズなのかなと・・・
[1589.600] daizin0716: えいたくんはCAGと共に生きる
[1592.853] ミスターポポ: 正直過大評価の部分かなりあると思う
[1593.813] moppu_gake: あれは良かったって言わないとダメな雰囲気
[1594.073] mashe1748: EVOは前入りとか入れてどれくらい滞在予定ですか？
[1594.819] (S)りゅうぅ_: 深く考えて感じられず楽しめないのはもったいないね
[1597.134] ラリぶべぼ: 原画の枚数は相変わらず多い
[1597.434] mifune1046: 荒木先生も板垣先生も、50歳過ぎると皆わけわかんない作風になる
[1599.859] (S)bikibiki999: クリエイター系に刺さるってやつは大衆に受けずらい
[1601.407] prosciu: タイトルは借りただけ
[1601.426] (S)天之麻グロロ: おばんです
[1603.653] vaio_95: 普通に楽しんで見てきたのに、ぼろくそに言われてて悲しいな
[1605.948] nyahahahoi: 小説の方はもうちょっと分かりやすかったぞ
[1611.261] 雑煮: 本からﾀｲﾄﾙもってきただけ
[1612.340] moppu_gake: 原作は説教される本
[1613.892] シミズム: 原作はガキに叔父さんが生き方教える感じ
[1614.368] underground0714: 野田はどうイキるか
[1615.873] umetyaahan: えいたがパナして死ぬとこで「君はどう生きるか」ってタイトル出てほしい
[1615.885] kakutora_no_o: いや刃牙はギャグ漫画だからあれでいい
[1624.547] horohoro123: 原作漫画化されてるよそっち読んでみれば
[1629.167] ミスターポポ: えいたはどう生きるかなんて考えてたらあんな昇竜うてないよ
[1629.671] (S)echizen2000: おもろいおもろくないの前に理解できないってハードルあるのキツわな
[1631.213] deus_ex_machina88: 普通に面白い作風に飽きちゃうのか作れなくなるのか
[1631.837] (S)Sgt_Rudolf: mikeliveGadgetHmm
[1632.621] latenight000: ジブリはだいたい原作はそんなに投影はされない
[1634.131] hal0302: 刃牙はグルメスピンオフ出して
[1642.940] gajonaori: ホォーウ。漫画読んでみようかな
[1643.537] yudhiryu: Is it true that sf6 input a bit weird which make input command more difficult than usual?
[1643.857] v_harumi_v: あらら
[1644.353] moppu_gake: 理解できないのは作り手が悪い
[1645.207] Aatyu: 言うほど難解でも意識高くも無かった、不必要に観る側が構えすぎ
[1646.199] kaigaizei: 言うて駿はもうここ何作も教養まみれの映画しか撮ってないのにな
[1649.603] nyahahahoi: 刃牙を読んで生き方を学ぼう
[1651.160] umetyaahan: 昨日一昨日と長かったもんね
[1653.907] みょんみょんあかみ: ロート子供ソフトしなきゃ
[1654.814] (S)echizen2000: 夏は目が開かなくなるよね
[1657.159] kakutora_no_o: ホットアイマスクが目にめっちゃいい
[1657.562] chinkalahoi: 金ローでナウシカとラピュタが一生擦られてる現実をちゃんと見てほしいね、監督にはさ
[1658.670] domontyan: 無理しないでくさいね
[1659.665] necomuraneco: ラシードに備えるけえ
[1660.028] ミスターポポ: ぶっちゃけかなり見る側の解釈次第って感じあるよ
[1662.161] v_harumi_v: 何時までって先に決めた方がいいかもですね。つい頑張っちゃいそうですし。
[1662.511] chanmipoin: go1のサングラス買おう
[1665.519] makibisi8787: たしかにそんな感じしますね
[1672.035] moppu_gake: 金曜ロードショーでいいよねって感じやった
[1672.719] シミズム: 同日に公開されたマッドハイジが気になる
[1677.716] (S)esutark: 原作は途中 蝕みたいな無力感に苛まれる
[1680.060] NekkyOne: 目薬とか使わないタイプ？
[1681.929] (S)tabibitox: まぁ明日仕様変わるしな
[1683.301] (S)echizen2000: 瞑想昇竜
[1684.790] domontyan: ｗｗ
[1684.975] (S)りゅうぅ_: 寝てる
[1685.490] underground0714: マッドハイジヤバそうだよね
[1692.298] umetyaahan: 斜視は目が疲れやすいからそろそろ治さない？
[1692.387] moppu_gake: おきてる？w
[1693.640] v_harumi_v: 明日楽しみ
[1696.616] (S)monpiipop: 瞳を閉じて
[1697.586] (S)天之麻グロロ: おきて？Ｗ
[1698.005] Jeakfreet: (-_-)zzz
[1700.392] mifune1046: 競うな！持ち味を生かせ！は人生の指標になってる
[1701.267] レム__: 首おれてる
[1703.169] もひさん: こんばんわー
[1704.787] (S)Ai_Ingu: umeBlocking
[1706.541] (S)Sgt_Rudolf: input training cool
[1707.407] (S)ましゅダヨ: 明日出かけるなら尚更、ゆっくりしてー！目休めてー！
[1708.853] ahrzou: ResidentSleeper
[1710.309] hal0302: 昇竜拳の声が子守唄
[1711.295] ミスターポポ: 瞳を開いて
[1712.838] (S)echizen2000: 実際リュウとかは瞑想しながら昇竜の練習とかしてそうで草なんだよなw
[1714.268] セツリ: 睡眠導入
[1715.797] manasvin13: 寝てても昇竜余裕でした
[1715.937] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[1717.788] battyo76: JPも付き合うのに疲れ始めてる
[1718.169] ねっかちゃん: この練習は効果実感してますか？
[1718.228] Aatyu: umeHotoke
[1718.615] (S)Sgt_Rudolf: shoud try it myself
[1720.036] (S)esutark: 三太郎さんもGO1グラサンつければいい
[1722.294] domontyan: umeHotoke
[1729.333] Youhei6251: 激レアのレッパ
[1730.145] towai8: 借金３億の男に「君たちはどう生きるか」って一番考えさせられる
[1730.203] もひさん: 小１の子にSF
[1731.683] korekitwitch: 寝れてないの？
[1733.567] ddb365: こんばんは
[1734.238] ちぇんぷる: jpの首疲れてそうだ
[1740.283] kasasagi7: わかる
[1740.620] レム__: 実感大
[1742.395] moppu_gake: 見てわかるほど出てる
[1742.510] 新ころりん: 昇龍拳は凄く出るようになった
[1743.698] v_harumi_v: めっちゃ出るようになりましたね
[1748.887] あり0221: 実際、ウメちゃんの対空出るようなったよね。最初心配だったもん
[1750.126] (S)箸くれ: シャツがいつもと違うだけでかっこよく見えるな
[1756.326] たかちゃん06: たかちゃん06 subscribed with Prime. They've subscribed for 17 months, currently on a 3 month streak! 
[1758.305] matsu_zalem: 一応、JPが目で追ってるとこがおもろい。
[1759.724] ミスターポポ: えいたのお株うばわれちゃう
[1759.982] ebismine47: ※当社比
[1760.092] hal0302: これを見つめてるJPの心情やいかに
[1768.481] thraximundaru: 真似したらマジで出るようになった
[1769.855] いからし: ウメちゃんの「昇龍は相手の膝を殴る技」って説、じわじわ来る。
[1769.986] ねっかちゃん: そうなんだ、やってみよう
[1770.655] シミズム: 何百万本と打ってきた昇龍拳だ
[1771.424] saketyazu: 明日出発！？荷造りおわりましたか？
[1772.730] latenight000: 昇竜キャラは向いてないからやらない
[1773.604] (S)ましゅダヨ: うんうん
[1773.731] moppu_gake: レバーが強いとか言われてるのを履がしてくれるウメちゃん
[1774.605] kakutora_no_o: 元気もらえる上達度よね
[1777.440] あり0221: これを見て言えるってわけ
[1779.194] 新ころりん: 地道な練習の積み重ねの結果
[1780.738] ミスターポポ: 異様な練習量って、大半の人ができないよ
[1780.778] もひさん: 小１の子にSf教えだしたんですが何から教えたら良いですかモダンで教えてます。
[1784.767] itinitizaku: 今来たけどコレ何の練習？
[1784.887] NekkyOne: 意識外インパクトはマジで返せないらしい・・・
[1785.348] (S)gularain: gularain subscribed with Prime. 
[1785.956] umetyaahan: ドグラ聞いとるかー
[1791.624] シミズム: サボらせてよー楽させてよー
[1794.329] レム__: これができる人ならもうそれが才能なのよ
[1794.359] manasvin13: いまだにこういう練習できるのがウメちゃんの強み
[1794.371] battyo76: ヒトボ初期は昇竜真空が一生出なかったしね
[1795.657] (S)箸くれ: ミスらないだけじゃなくて速度上がってて怖い
[1796.262] (S)tabibitox: どぐらは昇竜出るぞめっちゃ
[1806.881] mifune1046: 私もトレモでは…トレモでは出るのに…😭
[1808.585] nihonsyu_: ウメちゃん最近ベース弾いてる？
[1809.428] potocki1810: 配信うれしー
[1814.727] jhkkhfdathvd: 努力も才能か
[1814.876] gajonaori: 今のどぐらはﾍｲﾍｲﾍｰｲだから溜め技だぞｗ
[1815.173] みょんみょんあかみ: まぁ最初からやらない人はなんか好きになれない
[1817.959] yomogi0610: 2万回練習するって話しを前にウメさん言ってましたね
[1818.812] ミスターポポ: ほとんどワンボタンレベルになってないか
[1819.478] Youhei6251: 体感、今の成功率何%くらいですか？
[1821.370] latenight000: 練習してるのに出来ないんですぅ
[1826.274] v_harumi_v: 今日もベースの練習されたそうですよ
[1836.142] (S)天之麻グロロ: しょうゆ系に聞こえてきた
[1837.340] セツリ: ホウギョクテス
[1837.644] ミスターポポ: ケンの曲は弾けそう？
[1838.293] nihonsyu_: やってるんや
[1845.473] ~MISSING_COMMENTER_INFO~: ｼｮｳﾘｭｳｹﾝ
[1846.445] omochi09: こんばんはー
[1848.213] 憂う者の弟子: DinoDance
[1859.619] (S)monpiipop: けんしょうりゅうけんしょうりゅう
[1860.635] (S)ましゅダヨ: できるようになるまで練習(何ヶ月かかるん)はある
[1862.583] レム__: ｽﾔｧ
[1867.125] (S)echizen2000: 染みわたる昇竜
[1867.630] TB2117: 昇竜拳を練習してた自分の子供時代を思い出す
[1870.926] gajonaori: 今回のケンのテーマって２のリュウのテーマの雰囲気ちょっと混ざってないすか
[1883.467] battyo76: そうゆう系
[1887.795] ミスターポポ: ケンの声の幻聴が
[1895.055] (S)bushman0913: これ見たら、自分の努力不足を痛感すする。
[1895.490] Hiraki16133: 感謝の昇竜拳
[1899.671] (S)monpiipop: 目使っちゃうぅ
[1901.486] (S)echizen2000: ミッションインポッシブル公開されましたよ
[1907.042] mujina627: 来週から
[1907.844] senoby8: 剛拳がこんなに昇竜出してる弟子を見たらなんと思うか
[1909.858] (S)bushman0913: いっぱい負けたけど、また頑張ろうと思える。
[1910.841] saketyazu: インディージョーンズ見てきましたよ
[1912.091] twitchyarutch: 映画館で見るとまた違いますよね
[1917.413] tankbba146: 映画見ながらヒットボックスで練習？
[1917.418] mujina627: クレしんが始まります
[1917.946] あり0221: 部活やってた人なら異常な反復経験は誰しも経験してるんやない
[1918.851] Justinfun456321987: マリオ見ますか
[1919.631] mifune1046: アマプラはいかがですか？
[1919.878] gajonaori: トップガンマーヴェリックが良すぎたからMIP見に行こうかなー
[1922.997] (S)mm2351: 何も考えずに見れるね
[1925.712] (S)monpiipop: インディージョーンズ見に行きたい…！
[1926.878] (S)haicro_zm: トム頑張ってたよ
[1927.473] (S)jusankokuki: ヴァチカンのエクソシスト 面白かったですよ
[1929.154] (S)箸くれ: トムクルーズ61歳だよすごいよね
[1930.129] kenbunroku: 面白かったよ
[1930.623] (M)(S)gameinntwitch: ミッションインポッシブルいこうよ4DX楽しいよ
[1935.667] シミズム: 映画館ならアレ系ハズレないよね
[1936.399] (S)ましゅダヨ: うめちゃんその色似合うね
[1936.928] tsukikage_saga: ウメちゃんスパイファミリーってアニメしってる？１２月に劇場版が公開するんだよ
[1938.568] yomogi0610: 最近はスラダンしか見てないや
