[32.079] れいとろん: にちは〜
[2063.575] (S)港区ザンギエフ: パイプ椅子思いっきり地面に叩きつけてそれがバウンドしながら飛んでいく感じで
[2082.410] ポップマンです: レインボーミカみたいなw
[2086.824] risa_rice: つんよ
[2088.269] unimel1x: ネカリのVS1みたいなんならザンギ出せるやろ
[2088.686] kusarin3: スラへ実装してみてからダブラリ確定に
[2091.901] kaeruseijin1008: スカルガールズのレスラーがパイプ椅子投げてくるな
[2099.396] (S)港区ザンギエフ: SA1をヘブンリーポチョムキンバスターにしろ！
[2102.285] 蒼い人: ザンギも相手に磁力つけて引き寄せて ハンマーウォールしろ
[2112.173] (S)musi_namazu: レスラーといえば栓抜き
[2114.202] dejiru: なんかいたと思ったらベオウルフや！！！
[2118.680] (S)sysysysy: ポチョムキンからスライドヘッドとガイガンダーもらってこよう
[2132.757] unimel1x: ポチョギエフやめてね
[2136.765] (S)やぎう氏: プロレスラーといえばスレッジハンマーっしょ
[2138.267] (S)港区ザンギエフ: 各作品の代表投げキャラから主力技を頂戴して最強のザンギエフを作ろう！
[2141.736] tkgnotamago: ザンギのダブラリとりあえず昇竜拳に変えようぜ
[2142.445] (S)mukubado2: ハンマーフォールも忘れずに
[2146.023] (S)アンコモンたこやき: プロレスラーなら蛍光灯とか鉄階段で殴りつけていい
[2148.539] dejiru: もうザンギ成分いらなくない？
[2150.890] unimel1x: キングから何貰う？
[2151.483] 蒼い人: ガジェットフィンガー！
[2152.718] kakeru4100: スラヘくらいはいいんじゃね
[2164.721] beachsandal: たまねえ一人で大分技うまるやろ
[2170.873] risa_rice: デデデの投げループ実装しよう
[2171.669] kusarin3: ヘイト管理用ザンギ
[2185.687] (S)鉄板: 完二のバスタみたいにスクリューに追加で追っかける技付けよう
[2202.973] tkgnotamago: ツンドラ強化したら案外強くなるかなそうでもないか
[2205.178] gifter0: ずんだもんだあ
[2207.299] puyobe: うっそだろ～
[2218.770] (S)港区ザンギエフ: 3Dキャラと2Dキャラだと強さの性質違うからキングからは衣装を剥ぎ取ろう
[2234.316] (S)0パン2大佐: もし22日にver豪鬼のままアプデ実装されたら一番tier高そうなキャラ誰ですか？
[2237.017] 三パチ: 投げを取れる当身くらい持っててもいいと思うんよねキャラクター性的に
[2240.127] unimel1x: 豪華なザンギエフになるなぁ
[2242.276] (S)13Nemesis: 13Nemesis subscribed at Tier 1. They've subscribed for 16 months, currently on a 11 month streak! 
[2242.475] puyobe: もう２溜まってる
[2250.518] neon00143: キングのアリキック貰おうぜ
[2251.673] gugwgm: なんでエドメインにしようと思ったんですか？
[2253.340] Biruron: ほぐれてきたぜ
[2254.815] (S)港区ザンギエフ: 投げ取れる当て身はあってもいいだろと思う ずっと思ってる
[2256.763] unimel1x: 大阪そんな暑いん
[2266.508] (S)港区ザンギエフ: ほぐれてきたぜ ほぐほぐ
[2267.360] zackz_fair: ノーザンライトボムを使うザンギみたいな
[2276.654] tkgnotamago: ほくほくしてきたな
[2287.354] (S)ノーススター: 関西は雨ふったせいでちょっと湿気あるのがしんどいですね
[2291.078] risa_rice: ｱｲﾑﾚﾃﾞｨ
[2291.893] maru087: 4月の暑さではないまじで
[2299.639] 地球最弱を継ぐもの: 冷房つけてるよ
[2300.532] (S)港区ザンギエフ: なんとも贅沢にODゲージを使うキャミィ
[2306.637] neon00143: もう5月ですよ
[2311.764] (S)sysysysy: もう五月やねんで
[2317.994] (S)yamaasira: 結局子の部屋に防音室いれるんか？ただでさえ暑い部屋に防音室なんておいたら死ぬで
[2324.096] ポップマンです: どいてなぁ！(どいてる)
[2324.154] unimel1x: 5月のGWがもう終わるんやで
[2325.416] (S)13Nemesis: もっかいGWほしい
[2330.047] puyobe: 雨の後の蒸し暑さえぐい
[2334.118] 鶏めし: 暑いですか？こっちは22℃です
[2339.389] kaeruseijin1008: GWなのに4月で止まってるニキ
[2340.922] (S)港区ザンギエフ: でもたま〜に寒い時間帯とか日があるんよなぁ 落ち落ち半袖着れない
[2341.700] absolute093: エドの「楽しいねぇ」は個人的にめっちゃ好き
[2343.813] unimel1x: 鶏めしさんもいます
[2348.731] ポップマンです: GW追加してスーパーGWにしようぜ
[2353.715] kusarin3: もう7月まで祝日なしやで
[2355.778] (S)ノーススター: 天下のカプコン様が５/22はまだ春だと言ってるんですよ！
[2359.480] (S)港区ザンギエフ: 鶏めしさんだぁ
[2363.362] puyobe: あ
[2364.805] (S)さとチャ: e?
[2365.388] unimel1x: 現実見せるのやめてください
[2366.970] ポップマンです: あ
[2367.930] dejiru: ？？？
[2368.701] (S)鉄板: 怖いこと言わないで…
[2368.753] hhjhjjkiyf: やめろ
[2369.548] siba1ken: はぁ？
[2369.649] (S)港区ザンギエフ: キレそう
[2370.076] (S)13Nemesis: イヤッ
[2375.482] atoz428: リーサルすぎる
[2375.978] (M)(S)まめスパ: 祝日ってなに？
[2376.347] (S)さとチャ: うそやん
[2377.077] kaeruseijin1008: そ、そんなわけ
[2377.505] (S)mukubado2: やめてください…
[2377.898] toto3210119: かなりショック
[2378.031] フウさんです: やめてください
[2379.054] tkgnotamago: え、6月って祝日ないっけ？
[2379.809] (S)さかじょん: そういえばそうか
[2381.717] unimel1x: 社畜もいました
[2382.103] 蒼い人: やめろ
[2383.408] カンラク: 祝日=休みじゃないのが社会人
[2385.120] puyobe: BAＮだろ
[2385.246] ポップマンです: まめす 
[2385.700] toto3210119: まめ…
[2386.909] (S)aegis32006: 黙れ
[2387.111] siba1ken: ふふっ７月まで祝日なし
[2388.088] ishiya007: ワタクシ！有給を使わせていただきます！
[2388.319] (S)港区ザンギエフ: 6月、なし！w
[2388.540] (S)13Nemesis: 六月は無い！
[2394.349] (S)sysysysy: 東北はさすがにまだ涼しいのか
[2397.606] tkgnotamago: そんなぁ
[2398.865] (S)港区ザンギエフ: まめスパいつもほんとにありがとう
[2398.877] 蒼い人: 祝日は稼ぎ時やな！
[2401.520] (S)さとチャ: ６月まじクソやん
[2402.447] ラス爺: みんな働け、働け、
[2407.095] zackz_fair: 6月も何か祝日を作ろうぜよ〜
[2407.745] (S)港区ザンギエフ: 空耳アワーの動画も待ってるよ
[2414.718] dejiru: でも豪鬼でるから22は休み
[2419.271] (S)アンコモンたこやき: 有休使えばええやん？
[2422.980] (S)港区ザンギエフ: 6月、雨の日作ろう
[2425.238] shang_high67: 6月は1年の中で最弱
[2425.898] unimel1x: 7月半ばまで耐えきれば学生の特権が発動できる
[2431.395] tkgnotamago: 世の中の学校は6月に学校を建てるべきだ
[2431.496] 地球最弱を継ぐもの: ほんとにダルいときは祝日なくても休むようにしてる
[2432.733] puyobe: 今年のゴールデンウィークまじでブロンズウィークレベルの雑魚
[2443.148] (S)港区ザンギエフ: 学生はいいよなぁ……
[2447.173] ポップマンです: 6月は休みがないから半年頑張ったで賞の祝日をですね...
[2448.322] risa_rice: ちなみに引越し先の事務所は大阪のどのへんになったんです？
[2450.697] tkgnotamago: 創立記念で休みになってくれる
[2456.790] puyobe: いって
[2461.317] (S)港区ザンギエフ: めちゃくちゃインパクト返す
[2463.037] ishiya007: 学生ははよ夏休みに入ってくれ 電車が空いて助かるんや
[2481.187] 蒼い人: リュウはいいよなぁ仕事してなくて
[2482.343] サケ缶: 俺だって去年まで学生だったんだぜ？
[2485.814] puyobe: Ｙ
[2490.594] ポップマンです: まさか...生駒"インパクト返せる"デビルに成ったか？
[2491.584] shin_true: SA2の入れ替えコンもありますぜ
[2495.111] (S)港区ザンギエフ: リュウは無職
[2497.195] tkgnotamago: 俺は負けねぇ！
[2498.504] siba1ken: 社会人は夏休みなんてないんや！
[2499.399] dejiru: ケンすらはたらいてるのに
[2500.922] unimel1x: 生駒催眠デビル
[2503.421] risa_rice: ラーメン屋だろ
[2505.240] number321: まだ睡眠効いてる？
[2514.460] tkgnotamago: ケンも無職にされたけどなぁ
[2519.283] Biruron: 減りやば
[2519.832] hhjhjjkiyf: ビジネス"インパクト返せない"
[2530.740] (S)mukubado2: インパクトを返すどぐにゃんなんて…どぐにゃんじゃないもん！元の優しいどぐにゃんに戻ってよぉ
[2530.866] 地球最弱を継ぐもの: おれも生駒山のふもとにすんでる
[2532.314] siba1ken: もともと無職もいるけどな
[2532.704] (S)港区ザンギエフ: そういうキャラ
[2534.823] (S)さとチャ: ケンは日雇いやから
[2535.614] unimel1x: まめスパにパワハラ芸するけど裏では優しいしな
[2536.409] saddle_67: ヤニネコはさぁ、カンサイが1番かわいくてさぁ
[2543.405] ポップマンです: あの…どれみど〜のCM流石にキレそうになるのですが...
[2549.501] dejiru: 挿す
[2565.842] (S)mukubado2: いや、刺す
[2567.583] unimel1x: ヤニネコ読んでみよっかな
[2574.019] risa_rice: いや、刺す
[2576.007] saddle_67: どぐにゃんあんた、わかっとら
[2577.728] tkgnotamago: いいや限界だ！挿すね！
[2580.934] 蒼い人: ヤニネコ
[2581.981] (S)musi_namazu: こわい
[2583.800] kakeru4100: 関西って関西が日本の中心って考えてる人多いよね
[2584.975] (S)あしゅりーぬ: 充電させてぇや
[2587.293] (S)港区ザンギエフ: ヤニネコ、ヤニ吸ってないけど読んでもいいのか？
[2587.381] 地球最弱を継ぐもの: ラグそうだ
[2604.875] 蒼い人: ヤニネコってどんな話？
[2609.425] siba1ken: ふふっゴールデンウィーく最終日...
[2610.673] (S)港区ザンギエフ: ブランカのジャスパボイス何言うてんのコイツ
[2619.484] kaeruseijin1008: ヤニネコはヤニの大切さをおしえてくれる
[2620.961] (S)mukubado2: だって日本列島の中心にあるやん、関西
[2623.454] ポップマンです: 空ジャンの下段どうしても食らっちゃうんですけどなんかいい方法ありませんか？
[2623.525] ishiya007: 久々にザンギのパワハラで人が増えた？
[2624.652] (S)鉄板: 獣人のヤニカスの話
[2624.868] (S)yamaasira: エペまつり
[2626.385] puyobe: きまずｗ
[2630.061] tkgnotamago: HAHAHA
[2632.355] unimel1x: わら
[2633.541] aba0704: アルねこが好きです。。
[2633.914] cstp__: 目と目があう～
[2635.524] risa_rice: ﾊｰﾊﾊｰ(DJ投げ
[2639.114] (S)港区ザンギエフ: やはり返せないのか…ん
[2639.931] siba1ken: 内なるDJが
[2649.694] saddle_67: 読めばわかる。内容なんてねぇ、クズがヤニ吸ってたまに脱ぐだけや
[2650.187] カンラク: CRでどぐら笑い袋販売しようよ
[2655.318] 地球最弱を継ぐもの: ローリングの跳ね返りインパクトすら空振りするのだるい
[2662.199] (S)sysysysy: 仮に関西が日本から分離されても関西のほうが日本でそれ以外が外日本とかになると思ってるよ
[2666.534] risa_rice: どぐら袋売ろうと
[2672.385] rikuro1127: ヴィヴィアンの服
[2695.141] acis012: 生ブランカ
[2702.063] 地球最弱を継ぐもの: 背景のガイルむかつくな
[2704.930] 蒼い人: 豪鬼も無職なん？
[2713.726] (S)港区ザンギエフ: ベガ立ちガイル
[2717.024] risa_rice: SA2減りすんぎ
[2719.528] tkgnotamago: 豪鬼は果物売ってる
[2719.664] zackz_fair: 豪鬼は露天商でしたっけ？
[2722.045] acis012: 青果売
[2724.444] unimel1x: マジでSA2から端詐欺飛び安定ルートほしい
[2729.988] (S)港区ザンギエフ: 豪鬼は果物の露天商やってるから個人事業主だよ
[2736.225] 蒼い人: 履歴書の資格に殺意の波動とか書くんかと思った
[2737.604] unimel1x: 豪鬼はくだもの屋さん、可愛いやろ？
[2738.997] (M)(S)まめスパ: どぐらさんの笑い方たまにジョーカーかよって思うからジョーカー見たほうがいいですよ
[2745.525] 三パチ: 納税とかしてんのかな？
[2747.184] siba1ken: 豪鬼はいつも主婦の味方だよ
[2747.319] dejiru: あんな怖い島にいる人が果物売ってることあるか？
[2747.977] (S)ノーススター: 豪鬼って確定申告とかちゃんとしてるのかな…
