[4.124] (S)sakusannyo: きたーー
[88.200] kanonnnnnnnnn: radaoHi
[88.218] aka_4950: わこらだ！
[88.253] momijichaan: ふつー
[88.256] rio_102: わこらだー
[88.266] 濃香めろん: radaoHi
[88.282] (S)いのりょ: わこらだ
[88.303] シロップ3366: ふつう
[88.349] taida_4040: radaoHi
[88.441] (S)sushita1120: radaoHi
[88.452] しょうろんぽウ: わこらだ
[88.550] はちみつ666: radaoHi
[88.711] mashiro1204: わこらだ
[88.715] フローさん: 猫アレルギー……あ……（察し）
[88.720] oyoy_c: わこらだ
[88.868] ふーじのっ: radaoHi
[88.933] 莉田: ふつう
[88.934] (S)えりさ_: 普通かな
[89.133] ロクでなし: わこらだ
[89.138] momonozerii: 大丈夫
[89.166] marubatsuneko: わこらだ
[89.325] yamugon09: radaoHi
[89.348] mo_coa: !uptime
[89.375] (S)おとぎ0: わこらだ
[89.473] ねねねい: わこらだ 
[89.577] am4kumo: radaoHi
[89.679] (M)Nightbot: らっだぁ が配信を始めてから 1 minute 36 seconds 経過しています。
[89.840] yukiko1116: radaoOtu2
[89.847] ﾆｺﾏﾒ: わかんない
[89.915] yukky88: radaoHi
[91.234] (S)tc_core: radaoHi
[91.993] (S)mimimi710: くらーい
[92.013] ariakun25: わーいこんばんわらっだぁ
[92.040] 29108931: もう少し
[92.067] lnoazu: わこらだ
[92.083] miyaonn: radaoKun
[92.109] (S)ゆりりん_: ゆりりん_ subscribed at Tier 1. They've subscribed for 10 months! 
[92.162] akamasu4: radaoHi
[92.247] yuu_spaceof: わこらだー！
[92.250] タス乗り初心者: へーき
[92.250] maromaro10: わこらだー
[92.255] 濃香めろん: できるようになったん？
[92.514] (S)00kurosuke: わこらだ！ 
[92.623] sooaaa_1013: ふつー
[92.623] (S)candymix2010: radaoHi
[92.726] meimei_15: radaoHi
[92.771] (S)ぽちにゃさん: radaoHi
[92.784] ちくわぶちゃんｯ: radaoHi
[92.818] mashunarodainagon: らっだぁが眩しいから十分だよ
[92.962] ドミノくん: 大丈夫だと思う
[93.000] ふぁにーな: わこらだ
[93.151] 蛾ちゃん: ふつー
[93.205] bluepanda0603: radaoHi
[93.213] (S)asagi51: わこらだ
[93.253] gyuru22: 大丈夫よ
[93.360] hendaizard: radaoHi
[93.390] zusshin_sushi: radaoHi
[93.407] mono_3126: 普通
[93.431] loy_qun_o: わこらだ
[93.584] ujimach: 猫かわいい
[93.758] SR_VZKK: わこらー
[93.793] balon_al: わこらだ
[93.858] suirai_: わこらだー 
[93.934] 卵太郎: ネコきちゃー
[95.052] haruneko1203: わこらだ
[95.307] midori_pk: radaoHi
[95.315] (S)rosemary0920: たぶんこんなもん
[95.325] ピーナッツ0328: いいかんじー
[95.330] motizunnda: 普通
[95.353] mijinko_12: ちょうどいいよ
[95.369] るかるかお: きたーまってた
[95.460] mirina017: わこらだ〜 
[95.541] karupisu2525252: わこらだー
[95.554] syachill: radaoHi
[95.592] chocolatezuki: radaoHi
[95.615] kuromame516: radaoHi
[95.703] あげあしとり: ねこらだ
[95.760] センライ: 普通じゃない？
[95.793] kaede_1206: radaoHi
[95.807] Maron_1129: かわいーん
[95.834] (S)utugi3: わこらだー
[95.878] (S)mimimi710: かわいーん
[96.053] (S)えをん: わこらだ！
[96.054] 莉田: 猫かわいーん
[96.070] arasin2157: radaoHi
[96.186] 酢醤油: わこらだ
[96.225] rosi5656: 普通なんじゃね
[96.289] ナス忍者: わこらだ 
[96.356] 中原きょうか: わーいこんにちはらっだぁ
[96.421] mikan_san: わこらだ
[96.626] (S)ko_ze_ni: 普通
[96.705] meimei_15: radaoOtu2
[96.931] simesuginonekutai: わこらだ
[97.050] lemoncheesesource: radaoHi
[97.140] カイヨ0820: わこらだ
[97.182] ayunosioyaki0223: radaoKawaiin
[97.228] ichigomilk_252: わこらだ
[97.269] akatuki_1203: ふつー
[97.270] (S)sky_moon3: radaoHi
[97.273] ぷらのん: radaoHi
[97.319] ﾆｺﾏﾒ: これじゃまだわからん
[97.455] yurika412: radaoHi
[97.558] アーユン: わこらだ
[97.623] kawaharaya: radaoHi
[97.678] kou_tsuru: radaoKun
[97.687] 限界オタク23号: わこらだー
[97.840] tsuyuki77: かわよ
[97.855] henpei_mint: radaoHi
[97.866] mikuru_minto75: radaoHi
[97.868] Ichigo_Strawberry15: わこらだ
[97.928] (S)明日花ちゃん: 今はちょい暗
[98.102] (S)かなでだよん: ふつう
[98.120] sho0331: 泣いてないです
[98.193] (S)まなっちゃぬ: radaoOme
[98.452] nasu_nonasu: radaoHi
[98.698] るちのー: radaoHi
[98.918] さぎゃんとすぅ: わこらだ！
[99.122] shirota1224: shirota1224 subscribed at Tier 1. They've subscribed for 35 months, currently on a 35 month streak! わこらだ
[99.174] kibunyasan: わこらだ
[99.227] tanbochann: ふつう
[99.238] itigo_1226: だいじょふ！！
[99.307] yatayatakomayan: radaoKun
[99.348] uni_uni__: radaoHi
[99.392] pohmeya21: デバフの申し子キタコレ
[99.436] りずり: わこらだ
[99.438] midori_pk: radaoHi
[99.442] (S)tsuM6G1_: わこらだ
[99.465] sisyou3326: きちゃー
[99.480] (S)kedama_10: radaoHi
[99.484] ちゃのすけ: radaoHi
[99.536] chimineko: 普通
[99.853] huku_mm: 猫かわいーん
[99.930] bunbaboon_ra: うわーこれやってみたいやつ
[100.067] yuzulemon_0528: radaoHi
[100.072] nokinoko2335: radaoHi
[100.110] ドミノくん: みてるー
[100.275] あしゅ_1127_: わこらだ
[100.342] れんこんまん: わこらだ
[100.386] 弥紅: わこらだ
[100.425] おいでやす: ネコ好き?
[100.488] ｿﾙﾄ: にゃーん
[100.732] dainanasoo: ふつう
[100.777] siguruuuto: わこらだ！
[100.963] huuuyooo: ふつー
[100.965] (S)higannbanayarou: radaoKitya
[100.969] totoaidesu: radaoHi
[101.037] お豚様: ノアさんがやってたやつやん！
[101.169] kano091203: 普通
[101.202] yomogi415: わこらだ
[101.206] kamereon1122: わこらだ 
[101.248] yakko_sann: わこらだ
[101.358] konyachan: konyachan subscribed with Prime. They've subscribed for 12 months, currently on a 12 month streak! 
[101.398] o_satou: ふつう
[101.566] shame_daia0130: わこらだ
[101.707] de4451: 普通
[101.741] o__mi_o: ふつー
[101.786] tomatina550: わこらだ
[101.880] (S)ｵﾝ: ふつう
[101.883] neko_iti222: ネコチャン
[101.896] いももちの幼馴染: わこらだあああ
[101.914] (S)time_is_god84: かわぃーん
[101.920] (S)rimirimi1205: radaoHi
[102.108] ruchi_13: radaoHi
[102.115] suko_1170: わこらだ
[102.240] やちよ172: ふつうー
[102.317] ねここねる: radaoHi
[102.433] (S)sirowo_17: ふつう
[102.582] (S)gakuto1007: にゃーん
[102.637] Ichigo_Strawberry15: radaoHi
[102.749] 昼迄ねむる: わこらだ
[102.826] adpiyoko: 普通
[102.868] シーチキ: わーい！猫だ
[102.877] chitose0917: わこらだ
[102.974] hs_xx_: ふつう
[102.976] midori_pk: radaoHi
[103.035] rioapr03: かわいいねこ
[103.056] 莉田: ホラゲですか？
[103.075] おるかす: わこらだ
[103.076] かーりんご: わこらだ
[103.205] (S)ぐるうむ: 初めてから気になったら変えよ
[103.268] にゃご崎: 大丈夫そう
[103.298] morimori556: radaoKun
[103.470] (S)きょむきょむぷりん: にゃーん
[103.551] start0738: Jack0738 subscribed at Tier 1. They've subscribed for 20 months! 
[103.754] ぴっち: radaoHi
[103.885] ujimach: ねこーー
[103.888] yubaharu: ふつう
[103.905] nasu_nonasu: 待ってた
[105.209] えんそ: わこらだ
[105.264] さたさた: radaoHi
[105.335] アーユン: 猫きちゃあああああああ
[105.396] (S)o0kurage0o: やったーーーーーわこらだ！
[105.413] midori_pk: radaoHi
[105.435] yukky88: にゃーーーーーーん！！！
[105.554] shirororororo08: それ買おうかと思ったやつ
[105.589] miya07016: radaoHi
[105.591] たぬぽんず: radaoHi
[105.647] ディグダぁぁぁぁ: KappaPride
[105.673] queenae86: テンションは暗い
[105.766] nananananaananatttya: 結構いいと思う
[105.842] meimei_15: radaoKun
[105.997] nokinoko2335: radaoHi
[106.216] (S)あむみ: radaoHi
[106.419] kannaxxxxx: 大丈夫よー
[106.468] kaede_1206: radaoHi
[106.470] nakanaka1256: わこらだ
[106.653] suzuro_02: わこらだ
[106.658] べぇーコン: わこらだ
[106.685] みーいら: わこらだ
[106.686] ryuseiandryu: わこらだ
[106.729] ra1212o: MercyWing1
[106.752] chamo_chako: かわいーん
[106.898] key_wtnb: いける
[106.936] kawaharaya: 待ってた！
[106.946] midori_pk: radaoHi
[106.998] aonagi_08: わこらだー待ってた
[107.100] なななこな: わこらだー
[107.164] chitose0917: radaoHi
[107.234] ~MISSING_COMMENTER_INFO~: お肉どうだった？
[107.457] yuzutya_86: yuzutya_86 subscribed at Tier 1. They've subscribed for 28 months! わこらだ
[107.585] suiha_7: radaoHi
[107.602] 人生100年時代: わこらだ
[107.763] (S)nari_0602: radaoHi
[107.811] karupisu2525252: radaoKun
[108.313] mn_carrotc0d: うわ
[108.527] てくてん: 普通
[108.598] mkk14514: 大丈夫
[108.758] (S)ごじしん: わこラダー
[108.791] tobineko22: かわいーん
[108.835] 下腹部痛: 俺がもう猫になったら死ぬぞｗ
[108.839] hihihikaruru: ふっつー
[108.945] 片栗粉栗: ねこらだ
[108.946] edamamesan_dayo_: わこらだー
[108.982] (S)peng1130: わこらだ
[108.994] ピーナッツ0328: いい感じー
[109.012] みさお婆ちゃん: radaoHi
[109.099] ri_1826: わこらだ
[109.128] らこまる: わこらだ
[109.483] bintroll_0907: わこらだ
[109.588] marin_1512: わこらだー！
[109.649] うどんぱん: ホラゲ？
[109.724] vx_xv2: わこらだー
[109.820] ぷらのん: にゃんかわいい
[109.863] nokinoko2335: radaoHi
[109.883] (S)たこわささん: 結構SAN値高いぞこのゲーム
[110.012] (S)satou_taso: わこらだ
[110.080] hatsuna_m: ホラゲー？
[110.310] プラず: わこらだ
[110.491] mimizu_ikoi: こy
[110.729] fuyu_dayooooo: radaoHi
[110.867] clavis0222: radaoHi
[110.937] するめいかのきれはし: わこらだー
[110.982] (S)おとぎ0: radaoHi
[111.093] midori_pk: きちゃー
[111.117] gyuru22: ホラー？
[111.287] akatuki_1203: radaoHi
[111.333] katamari9_9: radaoOtu2
[111.339] fukumomotaisyo: わこらだ
[111.385] yutora_: radaoHi
[111.554] アストモ: わこらだ
[111.555] nokinoko2335: radaoKun
[111.576] nicochan_25: radaoKun
[111.610] nananananaananatttya: にゃーん！
[111.658] lkalto: ps4買ったん？
[111.961] まる_1110: かわいーん
[112.220] harii_raaa: え？これ怖いやつ？
[112.252] (S)tukky1208: わこらだ
[112.306] nemulimuli: 今日から夏休みだから毎日配信よろです
[112.323] karupisu2525252: おっさんやん
[112.443] note_TIOH: radaoHi
[112.459] edamamesan_dayo_: radaoKun
[112.541] lewis_craine: わこらだ
[112.543] gaugau110: いいくらい
[112.554] taikiti0704: これホラゲですか？
[112.672] wttk3514: radaoKun
[112.918] shiiirokuma: 見えます
[112.946] とりーーも: わこらだ
[113.172] yutiy_25: にゃーん
[113.176] (S)peng1130: radaoHi
[113.208] aonori_1111: 待ってたーーーー
[113.422] tsukiha_10: radaoHi
[113.463] chimineko: かわいーん
[113.533] (S)chito246: radaoHi
[113.704] kingpengin02: わこらだ
[114.149] 29108931: はいやー
[114.370] (S)てぃやんでい: わこらだ
[114.386] 8億歳児: わこらだ
[114.664] クリーンバー: 良き良き
[114.732] えびすん: ﾁｸｼｮｲ
[114.788] hayaran_: ホラー？
[114.883] (S)mingo__sk: radaoHi
[114.915] uta_0713: radaoHi
[114.945] aomi_ro: これ気になってたから嬉しい
[115.211] nokinoko2335: radaoHi
[115.241] (S)hanadango823: radaoHi
[115.267] 榊原とーげ: radaoHi
[115.458] key_wtnb: ホラー？
[115.553] (S)asagi51: たすかる
[115.578] たこせ: らっだぁは暗いよ
[115.675] (S)どっかのパン: radaoHi
[115.688] iwashi0803: radaoKun
[115.828] karupisu2525252: radaoHi
[115.871] mijyu2525: radaoHi
[115.967] edamamesan_dayo_: radaoHi
[116.025] tsu147: ホラゲー？
[116.467] misaki0221: にゃーん
[116.566] karakaraku: にゃんちゅー
[116.601] kanon_nnn: わこらだ 
[116.602] 莉田: ちくしょい
[116.664] るかるかお: radaoHi
[116.707] nananananaananatttya: わこらだ！
[116.983] rinta8181: わこらだ〜
[117.058] yitati21: 普通に文字ははっきりみえるで
[117.260] やちよ172: あ、猫だ
[117.266] (S)norato041197: ホラゲー？
[117.473] (S)ごじしん: radaoKun
[117.535] 中原きょうか: 問題ない
[117.741] wttk3514: radaoHi
[117.838] あらんえむかーびぃ: あらんえむかーびぃ subscribed at Tier 3. They've subscribed for 26 months, currently on a 26 month streak! 
[117.865] SR_VZKK: わこらきちゃー
[118.433] toremoro_san: わこらだ
[118.474] アリーガちゃん: 猫がかわいいことしか分からん
[118.518] kara4ge: ほらげー？
[118.591] midori_pk: かわいーん
[118.679] exia_182: radaoHi
[118.690] (S)おとぎ0: radaoIQ2000
[118.962] rgwn27: radaoHi
[119.014] 唐突ならっと: おまえのくしゃみきったね
[119.133] hiiiiiiiiiikr: 昨日らっだぁの配信見てたら寝てた
[119.148] kurenora: radaoHi
[119.380] yuu_spaceof: にゃんこかわいい
[119.397] ozokunchan: radaoHi
[119.401] myamu0403: radaoHi
[119.481] tob_1222: わこらだ
[119.590] yuu08162525: 大丈夫
[119.632] miruki_tyoko: にゃー
[119.681] にゃご崎: 猫ちゃん可愛いだろうが
[119.814] ここさんです: これホラゲー？？？
[119.978] yuuka_kizuki: 大丈夫ー！
[120.074] nokinoko2335: radaoKun
[120.222] アメンボ5: radaoHi
[120.228] banira0719: わこらだ
[120.287] ayunosioyaki0223: radaoKitya
[120.335] karupisu2525252: radaoKun
[120.484] いる1023: 最近エコーなくない？
[120.911] るかるかお: 暗い
[120.915] (S)tsuM6G1_: radaoHi
[120.928] itigo_1226: 猫アレルギー一緒や
[121.133] tamagoyaki_635: radaoHi
[121.160] murasakineko6262: わこらだ
[121.267] sabakuina: radaoHi
[121.300] habatakuhane: radaoHi
[121.788] egeowp: ホラゲー？
[122.001] (S)peng1130: PS4直ったんか
[122.020] tanaka_0015: radaoHi
[122.028] hina022: radaoHi
[122.190] 275_y: わこらだ
[122.371] sooaaa_1013: radaoHi
[122.571] 午後の紅茶ミルクティー: いいね！
[122.615] katsukichi09: CoolCat
[122.624] ruu_ha: わこらだ
[122.708] 莉田: ps4かったの？
[123.092] (S)ごじしん: radaoKun
[123.334] ももえ_: radaoHi
[123.345] sr__rdo: ホラーっぽ
[123.583] tonn_donnnnn: 吾輩は猫である.
[125.076] にゃん_ごろう: radaoHi
[125.231] gyuru22: 画面越しの猫アレルギー
[125.303] aisunomi_09: ねこしゃん
[125.458] 19sheeps: わこらだ
[125.468] kend56562: わこらだ
[125.526] (S)mumei_0527: radaoHi
[125.860] choke0930: わこつ
[125.942] haruneko_bikkuri: らっだぁがこれやるのまってた！！
[126.097] ピーナッツ0328: どっこい
[126.192] banira0719: radaoHi
[126.656] (S)haineozZ2: radaoHi
[126.771] nananananaananatttya: wullowThinkingneko
[126.775] mikannjuice: わこらだ
[126.904] alrukun: わこらだー
[126.980] siragiku_nobaka: ホラゲー？
[126.982] sunege_ff14: わこらだ
[127.178] siunano: radaoHi
[127.186] ruchi_13: ホラー？
[127.217] (S)harusuke__: radaoHi
[127.307] nokinoko2335: radaoHi
[127.320] ミルクこぼした: わこらだ
[127.420] ryuseiandryu: このゲーム気になってたから助かる
[127.479] sutofuri615: らでぃは元から暗い
[127.567] (S)inuyo: わこらだ 
[127.602] (S)あ表示名これでいいじゃん: はーい
[127.699] waraashi: radaoHi
[127.824] after098: radaoKun
[128.127] nagi513: わこらだ〜‼︎
[128.162] huku_mm: どういうゲームなん？
[128.277] nekota_125: コメに買おうか悩んでる人いたけど買った方がいい可愛かった
[128.381] クリーンバー: ホラゲーか？
[128.919] tenshii_dao: わこらだ
[128.957] カナバ: SAN値直送って聞いた
[129.016] (S)ame_ume: ame_ume subscribed at Tier 1. They've subscribed for 4 months! 
[129.100] maple__1019: わこらだ
[129.173] 中原きょうか: ちくしょいや
[129.651] bunchaan: れい
[129.709] teki_to: radaoOtu2
[129.773] unaaaon: 何ゲーる
[129.796] Ponchika_: ストレイ
[129.801] yukky88: やってくれると信じてた
[129.866] wttk3514: わこらだ
[129.912] ﾆｺﾏﾒ: らだおがやらないとがちでゲームなんもわからん
[130.026] paper_and_paper: radaoKun
[130.143] するめいかのきれはし: にゃー
[130.371] karupisu2525252: radaoKun
[130.594] (S)ソラ1936: radaoHi
[130.875] よっぴいてて: わこらだ
[130.917] unitaroo_1117: わこらだー
[130.967] まぴた: ねこ
[131.277] (S)ame_ume: radaoHi
[131.480] (S)ごじしん: radaoHi
[131.498] nonsugar017: radaoHi
[131.735] nemulimuli: にゃーん
[131.783] 4kichan: わこらだ！ 
[132.455] 莉田: すと
[132.635] kisuke01010101: radaoHi
[132.704] miruki_tyoko: きゃっつ
[132.737] 0701sy: 夏目漱石さん！？
[132.854] monsta_niji: radaoHi
[133.082] paper_and_paper: radaoHi
[133.138] (S)Linjiu_4869: わこらだ 
[133.148] 弥紅: radaoHi
[133.575] ぽろろ3: radaoCry1
[133.788] rad1104: ほらげー？
[134.274] (S)peng1130: 迷子って意味ね
[134.631] gumi21021: イェーイ
[134.893] unaaaon: 何ゲー？
[135.053] あけくれ: 探索ゲーです。
[135.122] 卵太郎: どんなやつ
[135.288] 4kichan: 楽しみ！！
[135.309] munyamalru: すとらい
[135.577] nananananaananatttya: radaoKun
[135.815] mom_0222: わこらだ！
[136.394] ピーナッツ0328: よいしょー
[136.948] s_i_i_a: ホラーじゃないやつだね
[137.072] よっぴいてて: radaoHi
[137.297] nicochan_25: radaoHi
[137.432] sooaaa_1013: 猫アレルギーおつ
[137.515] ujimach: ええ？
[137.540] なっしー0812: ストレイドッグス
[137.626] oborozuki_tyan: わこらだ
[138.257] 虎名: いけー
[138.345] SR_VZKK: radaoHi
[138.485] 莉田: きちゃーーーー
[138.581] omohi_: radaoKun
[138.697] ぴーよよよ: ぴーよよよ subscribed at Tier 1. They've subscribed for 29 months! radaoHi radaoKun
[138.881] (S)あ表示名これでいいじゃん: たのみまーす
[139.149] (S)きょむきょむぷりん: ストレイ
[139.374] yutyan_0618: らい？
[139.388] 唐突ならっと: ねこアレルギー一緒
[139.510] (S)tonatona21: tonatona21 subscribed at Tier 1. They've subscribed for 2 months! わこらだ！
[139.931] ume_cha188: わこらだ！！
[139.994] Ichigo_Strawberry15: 知ってる
[140.042] YodoRa: すとれいやね
[140.044] 鬼味らんぐ: ホラー
[140.118] kara4ge: こわそう
[140.144] ruu_ha: 知ってる
[140.455] komekami107: すとらい
[140.519] (S)ごじしん: radaoKun
[140.752] つぶ納豆: radaoKun
[140.834] Nyapappu: わこらだ
[140.834] yomogi415: かわいそう
[141.045] tonn_donnnnn: radaoKun
[141.272] きのここ: 知ってる
[141.410] nananananaananatttya: ストレイ
[141.546] さぎゃんとすぅ: へーー
[141.682] bintroll_0907: にゃーって言え！
[141.725] ruchi_13: radaoCry1
