[16.618] tsukikage_saga: ウメちゃんおはよう
[852.006] 猫飯油: 今までの作品と違うＤＪだもんな知らないと難しいな
[852.281] (S)cha_ske: ウメハラはどこにいるの？w
[855.090] masamumune: 王寝不足で顔険しいのかと思った
[855.909] たかちゃん06: ウメちゃん顔濃くね？
[856.384] akiaki0612: ウメちゃん風呂上がったら一緒にリプレイ見たら？
[859.385] icyblue1985: ウメハラは風呂
[859.553] (M)(S)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[859.999] (S)kogejirou: いい意味で硬派？
[860.475] aranami0: ｗｗｗ
[861.083] 401401401: ササドーナ
[861.278] (S)2youyou2: ウメちゃん若くなったな
[861.577] 霧月むげつ: 風呂は草
[863.788] りあ仮称: ウメちゃん映ってるよ
[864.350] (S)johndoe6523rp: 受けようとしてる？
[864.390] foo_twitch: 体洗うからね
[864.465] Giichigi11109: ｈ
[866.703] genocidekis: ササモ
[866.836] 19ze: 自由だなw
[866.959] one596: 格ゲー界の新たなゲームうま男枠やんねささもくん
[867.257] ナベさん: えっど
[867.802] m1s4m0: 配信初めて風呂
[868.031] フラスク: フリーダム
[868.311] (S)latenight000: 先、風呂入ってこいよ！
[869.189] kkshkk: フロハラだね
[869.427] Devil_Reapers: Hello this is amazing !
[869.746] Nagare765: ウメ風呂
[870.228] (S)箸くれ: ササモきゅんありがとぉ
[870.285] オヤス: ウメちゃん雰囲気変わったな。
[871.021] yukasan08: お風呂か
[871.610] aru_0928: てか。こんないい話してくれてるのにお風呂かよ！
[872.181] (S)blueplanet96: 背中流さなくて大丈夫か？
[873.050] kreva_999: ウメちゃん風呂
[873.776] mangoarmy009: 体洗いすぎてない？
[874.098] kasutadonshirokuma: ウメちゃんは二時間体洗う
[874.209] MaydayMayday084: かせんさんのプレイ見てる？
[874.218] sukosukodaisuko: ササちゃん
[874.450] 19ze: じゃあ遅刻だね
[874.977] chin_56_: 先シャワー浴びてる
[875.896] omegazwalt: ひぐちを太らせたというあのササモ！？
[875.990] (M)(S)gameinntwitch: 投げ抜けがちと多く見えるね
[876.015] らぐず: 身体を洗いすぎてるってマジ？
[876.438] ACL_myon: 先にお風呂！？
[877.882] (S)haicro_zm: きれいな体に
[877.969] 霧月むげつ: 風呂ってこれ2時間待たされるんじゃね？
[878.427] のぞみくん: 「風呂にいった」
[878.671] あすくーる: コーチの方ですか
[879.457] tanikiyo: 自己紹介よろ
[879.684] seirosu: 背中流しにいこ
[879.735] yhkd: ササくん
[880.087] yudedako: 王の禊
[880.353] kaomoji3: まずはDJを知るとこからやね
[880.974] nnmdfs: 呼び出してー配信つけてー即風呂
[881.144] aranami0: ササモtheビースト
[883.752] bokaaan: そこは おれがウメハラだ！！！ でいいよ
[884.741] tabibitox: はやいｗ
[886.108] りあ仮称: 背中流してこよう
[886.537] (S)箸くれ: まだ早い
[887.145] yukasan08: w
[887.197] tanikou0928: wwwwww
[887.392] 戸愚呂妹: レッドブルのコップで水飲もうぜ
[887.756] pyamaaaa: ササモくん！
[888.485] john117_s: www
[890.305] nyata1234: 小技振らないね
[890.622] foo_twitch: 足立っ子は風呂がすき
[890.862] seirosu: はやいwww
[891.806] Wiibal: ディエゴウマハラさんこんにちは
[892.984] domontyan: ｗｗｗ
[893.114] うらうら: 交換日記からはじめよ
[894.312] prisira: この前７先してた
[894.470] rxz_2017: 段階を踏んでからね
[894.674] (S)moyashi117: はやいとかあるんだ
[895.342] くね君: いずれね
[896.142] pinkdark01: 今のはスクリム
[897.256] gorilla_osaka: 世代交代じゃい
[897.446] shomarusan: 前に７先してたよ
[897.849] sogena: 誰
[898.703] WhiteShoreDrive: いずれは？
[898.784] bajjio1976: だいごさんこんにちは
[899.945] john117_s: いずれねw
[900.364] Devil_Reapers: Is that dogura the deejay player ?
[901.202] ahiruchanng: 早い遅いの問題だったか
[901.303] valhalla5555: ウメさんワイルドになったね
[901.333] (S)perfecttakahashi: ウメちゃんがんばれええ
[901.915] 霧月むげつ: 二時間シャワーあるぞ
[905.173] えーひろ: CRのスクリムすね
[906.846] foo_twitch: まめスパとあそんでる
[907.071] (S)aiueooo0123: 昨日は2先ですね
[907.447] nanakusan793: キャラの知識がないんだわな 格ゲー筋で戦ってる
[908.693] hatolog: ウメちゃん転生したん？
[908.872] tesukinz: すいませんこちらの方はどちら様ですか？
[909.091] jigokunonekomatu: 頭洗ってる時にお化け出ないか見張る係やらなきゃ
[910.971] mentp: ぷげらともやってたよね
[912.920] akiaki0612: ぷげと結構やってない？
[914.417] sukosukodaisuko: まめスパいたぁ
[915.248] (S)箸くれ: hutoi but handsome
[916.004] kaigaizei: 二人で湯船に入ればお湯の節約になるな
[917.274] tonogura530: ウメちゃんが帰ってくるまでにDJマスターに上げときな
[917.417] (M)(S)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[917.649] m1s4m0: いぶし銀との交流戦の話聞かせてください、課題は見えましたか
[917.731] morikawa0208: ささもにぃ～！
[917.736] 猫飯油: どぐらさんとはスクリム二本だけだね
[919.541] りあ仮称: ＤＪ使いのササモさん
[920.621] naginagi99: ！？
[921.183] aru_0928: ぷげらともやってるよー
[921.395] sho01: umeCossack
[922.873] (S)きしー: ささもさまです
[922.898] ikaika071: ほんとだ。ウメハラさんワイルドになった
[926.307] あふろでぃーてー: うめちゃんおはよー
[929.041] (S)cha_ske: これはディエゴ
[930.249] foo_twitch: ササモは熊本のSFLリーガーで元バイソン使い
[931.569] kusatarooo: こんにちは ササモうめちゃん
[932.799] redpotato: Daigo?
[934.586] iori_jj: うめさん太った？
[934.737] kreva_999: beast mode
[936.091] Devil_Reapers: hashikura what does that mean ?
[938.128] naginagi99: これはディエゴ・ウマハラ！？
[939.587] prisira: いぶし銀いま強いよね
[940.531] のぞみくん: wwwwww
[943.247] jigokunonekomatu: いぶし銀強すぎでしょ
[946.057] (S)箸くれ: がんばれ！
[947.680] toki0823: 動画勢ですが、ディージェイのどういった攻めに注目したら楽しめますか？
[947.814] Devil_Reapers: hashikure what does that mean ?
[947.906] (S)gyu_nyuu_pann: いぶし銀つええ
[952.129] otometootemoto: ささもにぃ～！！！
[952.362] suzu_mushi: ササモTVになってる
[953.485] valhalla5555: うめさんかっこよくなったね
[954.766] bokaaan: かべさんまじ強かった
[954.775] one596: ネモさんが折られたと噂の
[954.959] sussy_int: 雰囲気変わったな
[956.504] TUBE_MAN: ウメちゃん太ったねぇ
[957.760] (S)Arcaster42: ウメハラさんレッドブル飲みすぎたじゃない？
[958.398] xvedll: Daigo on vacations, this temporary substitution  
[960.072] peperon17: いぶし銀であり再春館でもあるササーモ
[961.122] babaVulcan: いぶし銀元年
[961.191] (S)latenight000: diego umahara
[963.768] pyamaaaa: 2日で間に合ってほしい
[964.455] ﾃﾄﾗﾝ: いぶし銀の圧すごすぎる
[964.590] kozeni05: ウメさんイメチェンしたね
[965.952] izumih71128: ウメさんかと思ったらササモくんだったｗ
[969.536] Giichigi11109: 首折れながら走るところだよ
[969.780] esutark: ウメちゃんカワイイ
[972.381] りあ仮称: いぶし銀のスパイしよう
[972.483] (S)成吉大: ウメちゃん髪伸びた？
[972.775] (S)sir2944: ウメさん？
[977.290] john117_s: ササモthebeastv
[981.479] katsuo73: あれ、梅ちゃん急にハーフになった？
[981.742] seirosu: いぶし銀大会で結果残しまくってるからなぁ。熊本内の後半の生き残り争いも熱そう
[983.247] (S)496shikuro: ウメちゃんのレッドブルは一杯飲んでもいい素材でできてる
[984.686] 19ze: 気づかない人いそう
[985.978] あででみ: あれうめちゃん！？
[986.321] (S)箸くれ: "hutoi" is sasamo's currently player name
[987.166] Devil_Reapers: Is Deejay your favorite character right now ?
[994.920] (S)right_8: 太ましい
[997.019] Devil_Reapers: hashikure ahhh ok , arigato gozoimasu !
[997.964] あででみ: うめちゃんイメチェンした？
[998.016] iwaisi: ささもにいじゃんｗ
[998.855] mamamamatsu: ウメ！？
[1000.798] (S)johndoe6523rp: なるほど
[1001.196] onxttv: daigos lookin different these days
[1001.218] (S)~MISSING_COMMENTER_INFO~: ほうほう
[1001.584] no_name__yet: 対戦の前にリプレイを二人でみるとよいかも。ウメちゃんにガンガン意見言ってくれ－
[1001.591] kusatarooo: リニアあるやん
[1007.242] ACL_myon: ササモの説明わかりやすい
[1008.820] katsuo73: ウメちゃんなんか顔濃くなった？
[1009.574] m1s4m0: リニアある
[1010.927] (S)おかもこ: ささもにぃいたああ
[1015.237] icyblue1985: リニア
[1017.442] naginagi99: リニアとまらんｗ
[1018.601] あででみ: うめちゃんわかりやすい
[1019.418] (S)gorogorogorn: リニア間合い
[1019.419] (S)haicro_zm: 説明がうまい
[1020.877] (S)moyashi117: はやい
[1021.162] akiaki0612: ビーストササモ
[1021.553] kobetaf: ３Ｆ奇麗に出てる
[1021.586] ~MISSING_COMMENTER_INFO~: ウメハラ顔かわったな
[1021.629] kuroinanika521: 今来たけどウメちゃん雰囲気変わった？
[1022.822] john117_s: リニアことラッシュ
[1023.390] (S)buretan555: 梅さんホリ深くなったね
[1024.396] (S)gyu_nyuu_pann: リニアだぁ
[1028.733] jagajaga1943: リニアｗ
[1028.999] seirosu: ササもさんもリニア派なのか
[1033.194] izumih71128: ササモさんってお話じょうずですよね
[1033.398] nenmatu: 右下気づいて吹いた
[1033.945] iwaisi: リニアｗ
[1035.373] walala4869: Daigo had some great meals these days
[1036.193] (S)gyu_nyuu_pann: リニア使っていく
[1036.376] ~MISSING_COMMENTER_INFO~: 最速3F上手いね
[1036.979] フﾄ: リニアはじわじわくる
[1037.328] (S)きしー: リニアー
[1038.293] pu_neko3: あれ？ウメちゃん今日雰囲気違うね？
[1038.622] nanakusan793: ラッシュはやすぎンコ
[1039.431] prisira: これＳＦＬでもリニア言われるぞｗ
[1039.973] (S)usamaru_noir: Beast is taking a bath.
[1041.327] gazi4913: リニア浸透してて草
[1041.405] omegazwalt: リニアはええわ
[1042.343] sussy_int: リニアの輪が広まっている
[1042.370] syokak: なんかダンディーになったね
[1043.878] (S)maya_g01: リニア浸透してる説
[1044.050] ウィルスミスビンタレベル8: New Daigo looks like younger.
[1044.346] (S)moyashi117: リニアでいいんだｗ
[1044.421] (S)おかもこ: バッタ派おらず
[1044.422] b00wy: リニアなんだよなぁ～
[1045.089] Nagare765: リニアって共通用語なん？ｗ
[1045.442] えーひろ: なんでささもにぃリニア知ってんだw
[1045.989] aiueo213: ウメハラさんこんちゃ
[1046.029] 503_win: もうリニアで浸透した
[1046.886] momomomon11: ササモリニア
[1047.420] one596: リニアが共通語になってしまった...
[1048.177] donpapa3425: ウメちゃんこんちゃ 今日の作画は濃いめだね
[1048.512] foo_twitch: ゲーム上手い話し方
[1049.539] tabibitox: ワープやな
[1051.377] (S)buretan555: リニア、バッタ、茶
[1053.060] izumih71128: リニアって技なの？
[1053.695] merkava_mk2: もうリニアは共通用語になってるんやw
[1053.880] naginagi99: 弱体化されるまではリニアでいいよ
[1055.556] (S)gyu_nyuu_pann: リニアより早い？
[1056.350] ~MISSING_COMMENTER_INFO~: リニアってだれが言い出したんだｗ
[1056.774] 霧月むげつ: もうリニアなんだなあれは
[1057.323] seirosu: ケンには昆虫は有効なんだろうか
[1057.682] kusatarooo: バッタもあるやん
[1060.844] (S)latenight000: こだま、ひかり、のぞみ
[1061.504] lun__01: お、DJ対策ですか
[1061.660] esutark: まちゃぼーと並んで欲しい
[1062.935] m1s4m0: リニア、バッタ、もやし
[1063.266] hato_pizza: おっささもさん
[1064.186] thefrozensun_: ウメちゃん今日はいつもよりむくんでるなあ
[1065.282] omegazwalt: リニアナーフされたら新幹線になるのかな
[1068.122] katsuo73: このウメちゃんスト5でバイソン使ってそうな顔してるな
[1068.256] ゆにるユニ: GL 
[1069.155] (S)moyashi117: おぎゃあもあります
[1072.185] (S)成吉大: ｵｷﾞｬｱもあるね
[1072.195] aru_0928: 大須さんだっけ？
[1073.645] kreva_999: 得意な距離なの
[1075.848] akiaki0612: ササモくんはレバレス？
[1076.219] takahashiseigi: DJ同キャラ戦は、かなり自信ありますか？
[1076.362] るーびんりき: 梅ちゃんフォーム変えた？
[1076.872] けいけいツイッチ: ん、ささも？？
[1077.661] (S)gorogorogorn: お茶タイム
[1079.873] rabbitstep: ウメチャン風呂で配信見てるか？
[1080.804] (S)cha_ske: ササモさんって生まれと育ちってどこなんですか？
[1083.749] nobotty2007: ビーストさんこんにちは
[1084.408] nappamatei: ウメちゃん痩せた？
[1089.485] m1s4m0: 岐阜県
[1089.552] (S)usamaru_noir: うめちゃんはお風呂入ってます。Beast is taking a bath
[1091.046] vhaynner: Wtf?
[1091.926] プリズムパワー: 通常ジョスクール見えたら確定入れたいよね
[1092.021] walala4869: Did Daigo shaved his beard? Good outlook, keep it on
[1092.495] CARNO_JPN: 勉強になります！！
[1093.271] のぞみくん: ビースト殿は今せっけんを丁寧に泡立てている
[1095.920] domontyan: まじか
[1097.252] kasutadonshirokuma: ウメちゃん、見てるか？
[1098.310] ぢょごぢゃん: 好きな料理教えてください
[1099.930] sussy_int: リニア、あつよる、ｵｷﾞｬｱ
[1099.968] lun__01: 岐阜なの？
[1100.133] (S)ポケサラ: ササモくん解説分かりやすい
[1100.757] (S)yut7xot8: DJがKENきついところってどこですか？
