[5.260] (S)さいこりてぃ: こん塩～
[175.334] humokiti: こんばんわ
[178.179] (S)rebecca_76star: みかじめ楽しみ！
[178.417] (S)オレティンコスモール: レオ？
[179.726] tank_ank: 剣、拳、券
[179.994] (S)ネオノアン: あれ？レオ？
[180.608] darurururui: 拳剣券
[181.308] (S)らる_: らる_ subscribed at Tier 1. They've subscribed for 10 months! 
[181.609] (S)craxton7: ｵﾊﾖｵﾊﾖ
[182.770] (S)かぐらんチャン: 地域貢献アツすぎるよな正直
[183.264] iuiuiuiuiiuu: ｵﾊﾖｵﾊﾖ
[183.495] (S)スキン: 明日了解！
[184.266] (S)tackey8120: おいすおいす
[184.283] えだまめ侍: ノーリミのFA探すの大変
[185.259] (S)ぺんた326: すごいね
[185.264] (S)bakubaku52: ファスお
[185.362] (S)れすポン: すきま風すご
[185.444] yuchan_05: お？
[185.950] tkshan: 風かw
[186.125] (S)陽気なカメムシ: おはよ
[186.157] (S)気難しいパンティ: こん
[186.208] (S)べべ3: マジで天気やばい
[186.776] (S)もーーーたん: ｵﾊﾖｵﾊﾖ
[187.490] (S)nana43: 地上つよつよ班が早番
[187.571] (S)じょみちゃん: レオ…？
[187.659] (S)ガチャオ: ガチャオ subscribed at Tier 1. They've subscribed for 2 months! おはよおはよ
[187.824] (S)こあちあん: ｵﾊﾖｵﾊﾖ^^
[188.223] (S)kasutera_9646: 今日やばい
[188.403] (S)まれい: ｵﾊﾖｵﾊﾖ
[188.649] (S)ky1124boc: おはよ
[188.682] (S)Soukaiseki: お
[189.150] (S)しゅぺたろ: ｵﾊﾖｵﾊﾖ
[190.335] (S)ゆずきち00: おいす
[190.965] yuchan_05: お！
[190.991] hermit000005: オハヨオハヨ
[191.082] (S)4tsu_03: お
[191.186] (S)アジ7864: お
[191.217] (S)nana43: お
[191.652] (S)arusa_02: ｵﾊﾖ、ｵﾊﾖ
[192.770] (S)元気なデブ: おー
[193.037] iuiuiuiuiiuu: おお
[193.284] (S)ネオノアン: お
[193.290] (S)ender_ear: コンビニかい！
[193.501] (S)revy_765: ｗｗｗｗｗｗｗ
[194.034] yuchan_05: 良いねぇ！
[194.285] (S)takenokokoooo: お
[194.326] (S)ishibashikun: こんばんは
[194.429] (S)hi9hlv: グラセフタグ付いてないよ
[194.499] 虚無サン: ルーティンコンビニ
[194.732] (S)sunasuke: ｵﾊﾖｵﾊﾖ
[195.228] (S)きゅむぉ: 衣替えかあ
[195.418] (S)4tsu_03: おもろそう！！！
[195.475] tkshan: 戦闘服かな
[195.618] manamoze: 良いねぇ
[196.174] (S)らる_: おはよー
[196.207] おスズメ: ｵﾊﾖｵﾊﾖ
[196.353] (S)ぴかり0425: ｵﾊﾖｵﾊﾖ
[196.646] (S)buju: オハヨ
[196.864] ふふふんまる: あがる
[197.295] (S)shacomongo: 作ったっていい
[197.923] (S)oka_aki: jaiker3Yametene
[198.182] (S)ばむるく: でもフナだよ？
[198.276] nachume1212: 鼻で笑ったろｗ
[198.366] (S)sijimi40: おはよおはよ！
[198.475] (S)chinpanmansan: おはよおはよ
[198.686] kyoka190314: 任せるwww
[199.414] (S)kasutera_9646: 選手権か
[199.700] (S)sakae_gumi: こだわりがないシャンクズ
[199.913] (S)しろうと: かわいい
[201.263] えむけー珈琲: ｵﾊﾖｵﾊﾖ
[201.397] (S)もふーお: 選手権か
[201.498] (S)kawataro_: ｵﾊﾖｵﾊﾖ
[201.705] (S)ひるお: ファッションの勉強してる？w
[201.749] takenokopaipai: 適当わろたw
[203.065] けんちんんんん: フナは……
[203.269] (S)bakubaku52: 夏服いいね
[203.507] ダカク: フナが？
[203.659] (S)チキンガチ勢: お疲れっす
[204.299] (S)ライハ0514: ｵﾊﾖｵﾊﾖ
[204.341] (S)のるんくん: wwwwww
[204.366] howl_0624: つるぎってこと！？
[204.496] (S)xyz_3931: シャンクズはずっと同じ格好だもんな
[204.751] (S)tofu_mint: 選手権やろw
[205.383] (S)ryhac191: フナ・・・大丈夫か・・・？
[205.957] (S)alohapon: ｵﾊﾖｵﾊﾖ
[206.043] (S)chaapieee: フナのセンスで大丈夫か？
[206.553] (S)森中あいと: 作ったっていい
[207.479] (S)senbei_kun: ｵﾊﾖｵﾊﾖ
[207.832] (S)bastet22: ふなで大丈夫かなw
[208.670] (S)Soukaiseki: 衣替えシーズンか
[208.779] (S)カズペタ: それでいいやんw
[208.876] (S)nanachan0617: レオ⁈
[209.028] (S)umi1531: 夏服選手権したいな
[209.117] gusion023: 一
[209.350] (S)がんぎまり: がんぎまり subscribed with Prime. They've subscribed for 10 months! 
[209.701] (S)kyu000chan111: fantas22No1
[209.900] rouhey: タァダイマァー
[210.452] leeresky: ﾌｧﾝﾁｬﾝ ｵﾊﾖ ｵﾊﾖ
[211.276] オオゼキ: ｵﾊﾖｵﾊﾖ
[211.980] (S)alohapon: alohapon subscribed with Prime. They've subscribed for 9 months, currently on a 9 month streak! 
[212.188] (S)okap37: ｵﾊﾖｵﾊﾖ
[212.223] gusion023: 2
[213.097] (S)ポテチです: fantas22Muscle
[214.262] (S)マキシマムなハラミ: 剣か券か
[215.584] (S)クックカレー: ｵﾊﾖ
[217.164] gusion023: 3
[217.792] (S)4tsu_03: ムッツリレオです！
[218.107] (S)あいむはげ: バンダナ何枚つけるんだろう
[218.879] pakadar: バンダナついちゃう
[219.501] (S)ryhac191: 歌える方にしとかない？
[220.479] (S)きゅむぉ: ｗｗｗ
[220.691] (S)mkm_18: ｗｗｗｗｗ
[220.918] (S)kannzaki8: ｗ
[220.969] (S)ender_ear: 服作るならAP叩き起こしてくれ
[221.090] (S)アジ7864: www
[221.136] (S)PINODAY0: www
[221.300] (S)bakubaku52: www
[221.388] (S)べべ3: ｗｗｗ
[222.093] sunny32721: wwww
[222.328] kou5656: ボスはフッションセンスないから
[222.341] (S)じょみちゃん: wwwww
[222.359] (S)バロン67: ｗｗｗｗｗｗ
[222.554] (S)オレティンコスモール: w w w
[222.842] (S)mira_koko: ｗｗｗ
[223.187] jack_ren90014: ｵﾊﾖｵﾊﾖ
[223.252] (S)earl2socks: ｗ
[223.317] オオゼキ: ｗｗｗｗｗｗｗｗｗｗ
[223.353] shavanii3: w
[223.469] gusion023: 4
[224.051] meshi_oji: www
[224.059] 嘘か真か: だるｗ
[224.333] ももけろ: ﾑﾂｷﾚｵﾃﾞｽ!
[224.454] (S)nana43: ｗｗｗ
[224.779] (S)yhnmt: wwww
[224.811] Loar_Mirror: wwww
[224.825] midsm0ke: ｗｗｗ
[224.830] (S)reika_momo: wwwww
[224.896] tkshan: w
[224.948] (S)revy_765: れおｗｗｗｗｗｗｗ
[224.955] (S)永久恋愛01414: ｗｗｗｗ
[225.047] yk_999: www
[225.073] (S)元気なデブ: wwwww
[225.400] ムシャ武者: W
[225.450] (S)rebecca_76star: wwwwwww
[225.990] joru461014: fantas22Kusa
[226.202] ゆっくり竜王竜也: wwwww
[226.407] (S)xyz_3931: wwwwwwwwwwww
[226.413] nahayu0987: wwwwww
[226.449] watawatakunkun: 10秒玉抜けの時は水を取りに行ってます
[226.618] (S)johnpeanuts: www
[226.658] (S)ni5chan: ni5chan subscribed at Tier 1. They've subscribed for 4 months! オハヨオハヨ
[227.114] (S)pasepon: ｗｗｗｗｗｗｗｗｗｗｗ
[227.148] (S)kasutera_9646: www
[227.517] (S)たち_: WWWWWWWWWWW
[227.686] (S)rlrlpo: 今日シマ取りかwwww
[227.868] (S)mkm_18: かわええ部下や
[228.091] (S)nanachan0617: だるいレオもいますw
[228.466] howl_0624: 〜けん〜はつるぎってこと…？
[228.510] (S)4tsu_03: wwwwww
[228.691] (S)darkun_1115: さわさわしそう
[228.725] yume_maro: www
[228.897] (S)ネオノアン: レオwww
[229.083] (S)べねでぃくと: www
[229.188] silorelies: ｗｗｗｗｗ
[229.293] (S)bonehead51: wwwwwwwwww
[229.452] (S)buju: w
[229.926] ゴルーン: レオwww
[230.262] どかわきぃ: www
[230.344] (S)glasses02: wwwww
[230.345] (S)ゆりぃー: wwwww
[230.481] (S)PINODAY0: なんなんwww
[231.000] め_ちゃん: ｗｗｗｗｗｗ
[231.133] (S)マキタ食堂: wwwwwwww
[231.138] (S)glayzone4444: けん
[231.154] (S)アジ7864: fantas22Kusa
[231.336] けんちんんんん: ピラさんハイテンションやなw
[231.914] tamamorisenpai: www
[232.191] (S)alohapon: ｗｗｗｗｗ
[232.412] Holly897: wwww
[232.479] madowakusan: wwww
[232.719] (S)Jewel_meat: wwwwwwww
[233.386] (S)オレティンコスモール: w w w w w w w
[234.510] (S)o_tiii: wwwwww
[234.541] (S)Soukaiseki: ｗｗｗｗｗｗｗｗ
[234.683] (S)skun_wn: wwwww
[234.704] hulkantos: レオよ
[234.747] ごーやちゃんぽ: w
[234.920] (S)takenoko45: wwwww
[234.991] naogons13: だるw
[235.269] (S)glasses02: だるいww
[235.474] humokiti: www
[235.524] ajmdx6: う、そ
[235.707] (S)エンペリ: wwwww
[235.733] でこはむ: wwww
[235.897] (S)八神みや: ｗｗｗｗ
[236.166] (S)sidmojyaa: sidmojyaa subscribed with Prime. They've subscribed for 9 months, currently on a 4 month streak! 
[236.333] (S)べねでぃくと: wwwwww
[236.722] (S)sakae_gumi: う、そ
[236.773] (S)bonehead51: 嘘ですwwww
[236.844] (S)いうた: wwww
[236.925] えんえんトンネル: だりぃww
[237.457] (S)元気なデブ: 今日チンピラどしたw
[237.709] (S)yhnmt: www
[238.558] (S)Jewel_meat: テンション高いなw
[238.751] (S)雪玉オニギリ: 生意気なレオ
[238.787] (S)きゅむぉ: ウソ月レオ
[238.823] (S)じゃがいも揚げ犬: 嘘つきレオです
[239.363] yasutai: 嘘です
[239.561] (S)マキシマムなハラミ: また無月レオまとめに入るな
[239.810] (S)ender_ear: この酔っ払いがよw
[240.512] tkshan: チンw
[240.774] nekomeron2525: www
[241.544] (S)4tsu_03: 嘘です、無月レオです
[241.901] 俊足の迅: 不服です。無月レオでぇす
[242.237] ~MISSING_COMMENTER_INFO~: れおうるさいな
[242.915] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗｗｗｗ
[243.590] (S)takenoko45: 今日ちんかわいいなw
[243.882] ごーやちゃんぽ: 煽り⚪︎
[244.202] 焼きりんごまん: wwwwww
[244.985] hhhhhnni: w
[245.905] naogons13: 酔ってる？w
[247.634] (S)ちゅろにも: www
[247.668] (S)rognuts: ｗｗｗｗｗｗ
[248.202] (S)S0Mth1ngg: fakeです無月レオです
[249.100] (S)yhnmt: 嘘つきレオww
[249.725] (S)らる_: うそ月ｗ
[250.952] (S)げってぃはミートソース: 王！ｵﾊﾖｵﾊﾖ
[251.508] でこはむ: 今日はチン元気いっぱい
[251.762] kou5656: クソガキどもがw
[252.653] ajmdx6: いつもの嘘指摘されちゃった
[252.704] (S)ゆるゆり3326: ww
[253.213] アプリオリ: ※チンは酔っぱらってます
[253.414] xpmgjd: 鈴政レオ
[253.628] (S)Jewel_meat: 酒入れてんのかw
[255.139] (S)earl2socks: ボス大好きだなぁ
[255.647] (S)ずみのけー: 暇なんだなwwww
[257.138] rouhey: チン22時にはスヤスヤやろw
[257.350] (S)kobi3358: レオ態度でかいな
[257.351] (S)kanzu20: 今日酔っ払ってるチン
[258.887] (S)ぺんた326: 夏服選手｢権｣かww
[259.770] (S)banana8929: またやんねーかなみんなで作ったお披露目会
[261.285] (S)chinpanmansan: 嘘つきレオ
[263.095] pakadar: ウソ月レオ作って欲しいw
[263.365] yk_999: レオが変わっちまった…
[263.493] ももけろ: 嘘つきﾚｵﾃﾞｽ
[263.893] hakusennsan: けん？
[264.822] (S)アジ7864: fantas22Kusa
[265.938] (S)ネオノアン: 30秒でした
[266.219] (S)bakubaku52: www
[266.513] (S)元気なデブ: wwwww
[267.297] spinna_1: 嘘月レオです
[268.288] (S)ぺんた326: ww
[268.772] (S)alohapon: ｗｗｗ
[268.972] (S)sheseec: ｵﾊﾖｵﾊﾖ
[269.451] (S)4tsu_03: wwwwww
[269.641] (S)PINODAY0: www
[270.718] (S)mira_koko: ｗｗｗ
[271.173] silorelies: ｗｗｗｗｗ
[271.860] (S)glasses02: wwwww
[273.900] (S)きゅむぉ: ｗｗｗｗｗ
[274.697] (S)ツーブ口パーマ: ｗｗｗｗｗｗ
[274.780] (S)kannzaki8: ｗｗｗｗｗｗｗｗｗｗｗ
[275.763] (S)べべ3: ｗｗｗｗ
[276.544] (S)rebecca_76star: wwww
[276.568] (S)蛙田いぶき: wwww
[276.710] め_ちゃん: ｗｗｗｗｗｗ
[276.816] (S)じょみちゃん: wwwww
[276.905] (S)roi_hi: wwww
[276.934] (S)元気なデブ: かわよ
[277.061] (S)glasses02: wwww
[277.682] (S)gtttjo1: ｗｗｗｗ
[277.786] (S)臣おみ: チン、ボスがいつもより早く起きてるから喜んでるなww
[277.797] ボンジョヴィ: ｗｗｗｗｗ
[277.986] (S)永久恋愛01414: ｗｗｗｗｗ
[277.989] (S)biyarapara: wwwwwwwww
[278.054] (S)もふーお: かわいい
[278.167] (S)_なこ_: ｗｗｗ
[278.650] (S)ネオノアン: 嘘つきwww
[278.667] りょうげーさん: しってたｗ
[278.832] (S)おかず1210: かわよ
[279.193] (S)ぽふぃん: かわいいかｗｗ
[279.407] でこはむ: wwww
[279.516] (S)mira_koko: fantas22Menhera
[279.745] nahayu0987: ｗｗｗｗｗｗ
[279.782] madowakusan: wwwwwww
[280.018] takaneko4311: 彼女かな？w
[280.218] (S)buju: ww
[280.350] (S)もーーーたん: wwwwwwwwww
[280.397] (S)4tsu_03: かわいい
[280.772] (S)senbei_kun: かわいい
[280.871] (S)いうた: www
[280.943] (S)sakae_gumi: そうです
[281.491] naogons13: 彼女？w
[281.571] けんちんんんん: だるいw
[281.704] (S)マキシマムなハラミ: せやった
[282.080] (S)tofu_mint: www
[282.253] green_of_gold: ｵﾊﾖｵﾊﾖ
[282.328] (S)bonehead51: wwwwwwww
[282.440] (S)アジ7864: かわよ
[282.475] もちごめ1134: www
[282.490] (S)_龍角: www
[282.498] sunny32721: 知ってます
[282.664] (S)mkm_18: メンヘラｗ
[282.696] (S)glasses02: fantas22Menhera
[282.974] (S)ボロポス: www
[284.104] (S)landmark1000: wwwwwww
[284.261] (S)ツーブ口パーマ: かわいい
[284.342] (S)マキタ食堂: かわいいいいいいい
[284.357] (S)nvyf6flup11ffpbyzy3k: ｗｗｗｗ
[284.421] (S)しゅりな: かわいい
[284.470] (S)まれい: ｗｗｗｗｗ
[284.585] falco_xyz: 飲んでんなぁ
[284.642] Holly897: ｗｗｗｗｗ
[284.908] (S)gite556: うぜぇｗｗｗｗｗｗ
[285.108] (S)ごはんよりパンがスキ: かわいい
[285.301] (S)ばむるく: かわいいｗｗｗｗｗｗｗｗ
[285.335] (S)イブオ: だるw
[285.430] bananapoop3939: かわよ
[285.799] (S)_なこ_: かわいすぎｗ
[285.829] (S)ハラショー: ｗｗｗｗｗｗｗｗ
[285.833] (S)glasses02: fantas22Syankzu
[286.070] nachume1212: メンヘラです
[286.234] 甘酒014: wwwww
[286.384] (S)元気なデブ: wwww
[286.505] (S)ネオノアン: 可愛いなww
[286.513] cocoamiru: へらｗ
[286.623] (S)earl2socks: ｗｗｗ
[286.800] (S)たつぴーまん: www
[286.934] (S)いうた: 彼女？w
[287.010] kou5656: チンヘラ
[287.042] (S)バロン67: ｗｗｗｗｗｗ
[287.147] (S)sankakubuchishinjukyo: だるw
[287.309] (S)arusa_02: チン、ボス好きすぎぃ！
[287.367] (S)kasutera_9646: fantas22Syankzu
[287.507] hulkantos: wwwww
[287.507] (S)カメモチ: www
[287.586] (S)roi_hi: wwwwww
[287.709] (S)rognuts: fantas22Menhera
[287.717] (S)reika_momo: www
[287.738] midsm0ke: へらちん
[287.776] (S)ゴゴクニ: 何この会話ｗ
[287.917] (S)ken46hoku10: 彼女？ｗ
[287.962] (S)24fuku: fantas22Menhera
[288.009] め_ちゃん: 彼女かｗｗｗｗｗｗ
[288.058] ボンジョヴィ: 乙女なんだからｗ
[288.243] (S)たち_: WWWWWWWWWWW
[288.333] もちごめ1134: 女かよw
[288.653] poteto_sc30: wwwwwwwwwww
[288.662] (S)じゃがいも揚げ犬: fantas22Menhera
[288.795] (S)bonehead51: かわいいwwwww
[288.809] (S)sysuajnsy: www
[288.972] (S)glasses02: fantas22Menhera
[289.047] れぶりみ: ヘラチン
[289.085] (S)kiyomitsu7188: メンヘラの酔っ払い
[289.215] 五月0_0: wwwwwwwwww
[289.248] momo_dada: メンヘラやめて
[289.251] shavanii3: w
[289.430] (S)Jewel_meat: fantas22Menhera
[289.433] (S)かぐらんチャン: うぜぇw
[289.460] (S)4tsu_03: かわいいいいいい
[289.461] (S)じょみちゃん: fantas22Menhera
[289.889] (S)luca_vivi: かわいいw
[290.165] (S)zinnagano: zinnagano subscribed with Prime. They've subscribed for 4 months! 
[290.543] (S)nanachan0617: 壊れちゃった
[290.635] yume_maro: www
[290.662] (S)もーーーたん: チンww
[290.685] silorelies: ヘラッテるｗｗｗ
[290.714] tatsuuu3: へらってる笑笑
[291.016] (S)german_potatoo: wwwwww
[291.287] (S)ツカサ10: へらっとる
[291.532] (S)ippaioppi: メンヘラｗｗｗ
[291.653] naogons13: メンヘラ彼女w
[291.770] xpmgjd: 呑んでるやろw
[291.794] (S)neet_1747: えっぐwww
[292.036] (S)ぽふぃん: fantas22Menhera
[292.244] (S)なぎすけ3131: かわいいww
[292.466] (S)kazumasa85: どうしたんや チンピラwwww
[293.016] (S)ketanketa: かわいいw
[293.139] spinna_1: www
[293.213] (S)glasses02: fantas22Menhera
[293.316] (S)永久恋愛01414: メンヘラ彼女ｗ
[293.357] (S)こしつぶのハーフちゃん: かわいい
[293.439] tkshan: www
[293.671] (S)rebecca_76star: fantas22Menhera
[293.736] れぉん69: 酔っ払い
[293.902] (S)kasutera_9646: メンヘラ
[293.918] (S)ミヤビナリ: かわええ
[294.110] (S)カメモチ: かわいいw
[294.401] (S)rinko626: 王はよ
[294.418] tamamorisenpai: かわいいw
[294.459] hatiware25: きちーｗｗｗｗｗｗｗｗ
[294.778] (S)PINODAY0: チンかわいいなw
[294.948] kwowk2: wwww
[294.949] ありんこ831: かわいい
[295.481] hazime3538: メンヘラ
[295.645] (S)アィスクリーム: だるいw
[295.664] green_of_gold: メンヘラ
[295.710] e_t_o__: wwwwww
[296.436] (S)ネオノアン: なんだメンヘラか？ww
[296.461] (S)bonehead51: fantas22Menhera
[296.733] 焼きりんごまん: wwwwwww
[296.944] ヤーマン8: ヘラってるw
[296.948] いけちゃん893: なにこれ
[297.128] odoru_himanasi: なんこれw
[297.149] (S)taramutsu: fantas22Kusa
[297.520] (S)chinpanmansan: かわいいｗｗ
[297.684] (S)シュウ0307: メンヘラLv1
[298.989] (S)もふーお: fantas22Menhera
[299.129] 7yuki_X: ボスが好きなんだな
[299.472] (S)leonhaltkizuna: fantas22Menhera
[299.992] (S)motipuni00: 彼女じゃん
[300.646] (S)rt340: 今日どうした？w
[300.773] ほそみな: かわい
[300.885] (S)o_tiii: ちんかわ
[300.975] (S)chidoriris: fantas22Menhera
[301.167] nimnim2525: メンヘラレベル上がってるわ。
[301.228] (S)ojioji2525: fantas22Menhera
[301.437] hhhhhnni: w
[301.523] (S)永久恋愛01414: レベル１メンヘラ
[301.676] omaipasut: ｷｯ
[301.721] (S)glasses02: 周りにメンヘラ多いw
[302.433] (S)kasutera_9646: fantas22Menhera
[302.836] (S)まれい: メンヘラ彼女やめてね 
[303.031] (S)元気なデブ: 今日かわいいか
[303.037] (S)Jewel_meat: チンかわ
[303.098] (S)reika_momo: 可愛いwwwww
[304.238] nekomeron2525: w
[304.629] (S)IWM_ND: 好きすぎるだろｗｗ
[304.654] (S)sakae_gumi: Lv99メンヘラ
[305.913] (S)dars9981: メンヘラ彼女
[306.768] (S)テネット23: テネット23 subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak! 
[307.188] kawagawakaburu: へらちん 
[308.776] (S)永遠のダイエッター: チンかわいすぎw
[310.379] (S)ツカサ10: チンかわ
[310.554] (S)ぱと_ぱと: ヘラチン？
[311.183] (S)ネオノアン: コンビニ〜
[311.484] mrrainier: なんだチンヘラか
[313.731] (S)ojioji2525: チンへら
[315.226] kou5656: えっど
[316.041] (S)4tsu_03: 抜く？
[317.248] (S)tarako_0420: ソロリグ
[317.743] (S)なぁちゃむ: メンヘラLv1
[317.826] ビショビショ美少女: ナニを？
[317.919] (S)マキシマムなハラミ: こん、びに
[320.875] zannennako: コンビニマン
[321.346] (S)Jewel_meat: おっぱじめる？
[321.897] (S)glasses02: ヘラチン
[322.066] (S)chinpanmansan: レベル１メンヘラ
[322.091] (S)ひるお: 今日はババアくるかな〜
[322.112] (S)スキン: ボス愛かもすごいw
[322.527] (S)元気なデブ: ぬくか
[324.421] ajarei: 一発だけね
[326.772] (S)kagura0126: kagura0126 subscribed at Tier 1. They've subscribed for 9 months! 
[327.582] (S)ばうむ99: こんばんはー
[327.956] (S)nana43: 今日は面白い警察いるかな？
[329.020] ありんこ831: チンと？
[330.266] tackmail: 一旦ね
[332.045] (S)もふーお: 一発ヤるかぁ
[333.648] (S)イブオ: ソロリグですか
[333.779] (S)じゃがいも揚げ犬: 大人気コンテンツきた
[334.268] koki00525: クリップお願いします
[336.563] れんぴょこ: ｵﾊﾖｵﾊﾖ
[338.273] ~MISSING_COMMENTER_INFO~: 逃げ切れるか！
[339.787] (S)sakae_gumi: スッキリ
[341.778] rinori_ddd: 目覚めの一発
[342.561] (S)PINODAY0: 誰が来るかな
[342.605] sunny32721: いったんぬきね
[342.643] (S)ネオノアン: ヤッたっていい
[342.681] kou5656: 寝起きの1発ね
[343.007] (S)earl2socks: シマあるのに！？
[346.785] (S)chinpanmansan: クリップお願い
[348.247] 瀬戸なるみ: 今日SF6か
[348.923] (S)飛びます飛びます: 気持ちよくね
