[1.846] (S)ひなづき0712: わだこら!!
[84.667] amaria_tuyu: わこらだ！ホラゲー嬉しい
[84.935] _紺碧_: おじいちゃん…
[85.167] kkkk2525: ^^
[85.171] a_ebihurai: またトイレか
[85.270] とまとかれー: radaoHi
[85.650] しじみエキス: 痛いよね
[85.741] えりさ_: radaoToire
[85.826] mxesan: radaoHi
[85.828] 秀香0316: お、おぉ…w
[86.108] みさみさ07: またトイレの話してる
[86.150] かりんりんだよぅ: また話してる
[86.319] rislo_tto: わらこだーーーーだ
[86.516] sirasu224: わこらだー
[86.536] ui_nemutai: 初手汚い話やめて
[86.625] らんね: らんね subscribed at Tier 1. They've subscribed for 24 months! 
[86.744] ぺびふらい: 今切れ痔だわ
[86.748] えそらい: わこらだー
[86.952] kyo_kaaa: またトイレの話かよ
[86.971] (S)あかね0313: ウォシュレット布教活動してるw
[87.148] ichigomilk_252: わこらだ
[87.196] (S)蛍_: radaoHi
[87.200] あやとちん: またウォシュレットの話
[87.323] amakaya_15: またトイレの話...
[87.346] (S)yuuuu_2525: yuuuu_2525 subscribed at Tier 1. They've subscribed for 2 months! 名前呼んでくださいm(_ _)m
[87.418] maosuke_meow: わこらだ
[87.443] せらみるくてぃ: radaoHi
[87.482] ぱんてぃす: 開幕ウォシュレット www
[87.496] (S)レロキャン: radaoToire
[87.511] amenbomame: トイレの話w
[87.530] jeyqrea: radaoHi
[87.755] おぼーん: わこらだ
[87.783] runora_s: わこらだ
[88.157] utoi_hito: 歳やな…。
[88.306] シマウマのケツ: radaoHi
[88.380] bluen2525: radaoHi
[88.384] sonota_1: またトイレの話してるwww
[88.392] (S)hanadango823: radaoToire
[88.597] nonno0427: radaoHi
[88.969] (S)あるみ屋: まーたトイレの話
[89.051] らにてゃ: わこらだ 
[89.068] soku614: わこらだ
[89.177] tonkatsu_0920: わこつ
[89.190] yuhi_k: わこらだ
[89.480] myname0910: radaoHi
[89.551] (S)yuki_maru_26: わこらだ
[89.708] (S)七蝉: またトイレか
[89.716] shiu27: 何の話？？？
[89.739] (S)maimuratyan: 切れ痔の話から始まるのホラー
[89.751] kotetsu_yuzu0108: 開幕トイレやめろや
[89.806] そふぃ3: きょーさん切れ痔マジか
[89.970] maco0524: わこらだ
[90.027] hassaku2417: わこらだ
[90.077] ほのぼの: トイレの話w
[90.177] miteruyotakaoga: わこらだ
[90.195] nekomrnn930: また、トイレの話w
[90.292] rona0525: またトイレの話してる
[90.627] (S)惰性さん: わこらだ
[91.156] (S)emazkirin: バックルームナイス！
[91.413] (S)mtgaoi: radaoToire
[91.433] 黒猫のララ: 今北わこらだー
[91.449] ありま001: わこらだ
[91.659] (S)ちあ25: 初手トイレ笑
[91.900] ﾐﾗ: ウォシュレットの話ですか？
[92.540] (S)ぶろつこり: 会話がおじさんw
[92.596] (S)shistema: radaoScream2
[92.596] roudayo: ww
[92.763] maco0524: radaoHi
[92.801] (S)mtgaoi: radaoBen
[92.977] maguro3874: わこらだー
[93.246] miteruyotakaoga: radaoHi
[93.508] えぬあい: radaoToire
[93.812] つら: 汚い話してない?
[94.528] (S)レロキャン: さすがだな
[94.629] tiritiri1224: らっだぁ助けて
[94.646] youcan1201: 話が辛いww
[94.795] (S)nobume0v0: トイレ老人会...
[95.022] れぢくす: わこらだ!
[95.028] abababa080904: わこらだ 
[95.029] 神崎立夏: wwwwwwwwwwww
[95.050] jeyqrea: わこらだ
[95.125] お値段以上の人間様: けいりゅ subscribed at Tier 1. They've subscribed for 30 months, currently on a 1 month streak! わこらだ
[95.586] 夏目信乃: radaoHi
[95.770] すわずし: またトイレの話？
[95.865] そふぃ3: 先輩は草
[95.961] 愛の林檎: wwwwwwwww
[96.005] runora_s: またウォシュレットの話してるw
[96.180] hanakusochan: radaoHi
[96.234] minto13579: またトイレの話してる…
[96.327] hino725: わこら
[96.478] (S)みおお: radaoBen
[96.552] せらみるくてぃ: 初手からトイレなん
[96.584] oreo_oic101: wwwwww
[96.735] ばなばなな: きたね
[96.971] (S)maimuratyan: radaoRainbow
[97.018] ayunosioyaki0223: またトイレの話だよ
[97.057] あきぬこ: radaoHi
[97.650] なつおよ: 開幕トイレ 
[98.092] (S)シタヤ: わこらだ
[98.174] maaaaaaackie: またトイレの話してる…
[98.215] めるめ: 開幕で何の話してるん？？？
[98.343] erina_0323: わこらだ
[98.737] (S)sora_mameee: こいついつもトイレの話しかしないな
[98.859] ひまびっと: わこらだー
[98.861] (S)水銀体温計おいしい: またトイレの話してる
[99.164] many_mari_: その痛みが癖になるんだよね……
[99.168] mistonnn: おしりお大事にしてください
[99.408] (S)惰性さん: radaoHi
[99.414] (S)わらびもち_11: radaoToire
[99.492] yukamuta: わこらだ
[99.761] はすみゅ: またトイレの話？
[100.342] 愛の林檎: え
[100.349] suiha_7: radaoHi
[100.380] nonno0427: わこらだ
[100.445] rya_ya: わこらだ～ 
[100.858] fuki_5: わこらだ
[100.912] maron_0408: らっでぃ4日も続けて配信してたの？
[100.998] ゆゆま_: 初っ端なトイレの話ワロタ
[101.004] kkkk2525: ^ら^
[101.120] りまゆ: radaoHi
[101.227] (S)あかね0313: 先輩はやだw
[101.384] kokubot_ch: radaoHi
[101.617] sunomon_o: radaoHi
[101.697] itoido: ですらｗ
[102.017] えりさ_: wwwwwwwwwwwwwwwwwwwwwwww
[102.130] 中村おみかん: radaoHi
[102.238] shiu27: え
[102.372] pengin0216: トイレすきじゃんｗｗｗ
[102.466] (S)tikin_no_sanba: Cheer380
[102.589] nyaru_nyarusan: radaoHi
[102.678] suzunoki_712: わこらだ
[102.681] 灰8熊: 開幕から肛門の話かぁ
[103.536] (S)mtgaoi: radaoToire
[103.908] 14_1209: radaoHi
[104.181] きょうちゃん01: ますきょう subscribed at Tier 2. They've subscribed for 15 months, currently on a 10 month streak! わこらだ
[105.077] yuasee: wwwwww
[105.185] miru0707: まぁたトイレかw
[105.186] (S)cogo8: cogo8 is gifting 1 Tier 1 Subs to らっだぁ's community! They've gifted a total of 21 in the channel! 
[105.368] hino725: やこつ
[105.417] (S)hanadango823: wwww
[105.454] (S)cogo8: cogo8 gifted a Tier 1 sub to gariga_rikun! 
[105.514] はくまい_45: はくまい_45 subscribed at Tier 3. They've subscribed for 7 months! わこらだ
[105.640] (S)kinopi25: radaoHi
[105.680] hanakusochan: わこらだ 
[106.042] demekin_0730: またかよww
[106.137] (S)あるみ屋: 何が大先輩やwwwwww
[106.151] ぺびふらい: いまトイレだからそんな話やめろよ
[106.574] あきぬこ: radaoToire
[106.583] abababa080904: radaoHi
[106.855] MORIYA_37: wwww
[107.210] ﾐﾗ: ｿｳﾀﾞｿﾞ
[107.508] ぬぬま: ヒトカラのホラゲー動画見たよ〜!!
[107.634] みとまろ: 開始早々トイレの話か
[107.637] (S)maimuratyan: radaoToire
[107.744] mushigohan: 汚
[107.854] 愛の林檎: まじかよ
[107.871] ちゅるちゅるぅ: トイレ好きやんww
[107.951] gebemax: わこらだ〜
[108.621] すいぺりあ: トイレの話ええてwww
[108.628] rikari_1023: ですらw
[108.838] ewokakou: wwww
[108.887] (S)なゆーた: トイレ大好きやなー
[109.380] (S)mtgaoi: またトイレ
[109.395] amakaya_15: wwwww
[109.499] タクトン: radaoHi
[109.508] えぬあい: え？！？！
[110.225] (S)カイラ_: カイラ_ subscribed at Tier 1. They've subscribed for 2 months! radaoHi
[110.587] hino725: わこらだ
[110.611] みかんかわ: またトイレかあ
[110.697] zeeebtg: radaoHi
[110.856] そー司郎: わこらだ
[110.924] ソラウ: radaoHi
[111.544] yunchan18: radaoHi
[111.693] クマんじゅー: ww
[111.729] soralira: ウォシュレット雑菌がやばいらしいと聞いて使うのやめてる……
[111.809] moshimo00: ｿｳﾀﾞｿﾞ
[111.944] 黒猫のララ: 開幕からトイレか
[112.385] kelutan_1128: radaoHi
[112.702] haru_6810: radaoHi
[113.838] ﾐﾗ: またトイレ...
[114.587] piroyaaan: 昨日の続き？
[114.780] (S)あるみ屋: ｱﾔﾏﾚ
[115.071] (S)misogomadare: 久しぶりの運営
[115.298] (S)よるむちゃん: radaoToire
[115.370] しゅがーみ: radaoHi
[115.555] miu1119: わこらだ 
[115.669] meichinghost: 会話がオッサンw
[115.715] pu_tyan: radaoHi
[116.070] (S)みおお: radaoToire
[116.240] kkkk2525: radaoHi
[116.310] radiomoo: radaoHi
[116.466] ﾐﾗ: radaoToire
[116.707] (S)もあり: radaoHi
[117.411] (S)myura_egg: radaoHi
[117.647] ni4_maru: radaoHi
[117.838] えぬあい: radaoMidori
[117.996] minami1126: radaoHi
[118.161] nekoko28: わこらだ
[118.169] 薔薇愛: 今北わこらだー
[118.825] ayunosioyaki0223: あ
[118.962] ﾐﾗ: radaoBen
[119.190] そふぃ3: みどりくんの事なんだと思ってるんだw
[119.232] nyanko_0222: わこらだ
[119.423] mushigohan: radaoHi
[120.278] (S)みんてぃぁ: ｗｗｗ
[120.442] (S)maimuratyan: 私もない
[120.764] (S)よるむちゃん: wwwwww
[120.865] rislo_tto: トイレはもういいよ
[121.000] (S)SuicaQoo: わこらだ
[121.043] rei_040: まーたトイレの話か
[121.078] さち_: またトイレ
[121.361] 柊ハヤシ: radaoHi
[121.370] さいのめ: わこらだ
[121.482] yossi_0614: 万江
[121.644] やぎめにゃっ豆: あ
[121.690] oisu_ois: おいす
[122.000] らんね: あっ
[122.171] (S)Lazy_d4yo: radaoToire
[122.273] ﾐﾗ: 強さ
[122.321] itoido: 言えよｗｗ
[122.372] きのこなのです: またトイレの話〜笑
[122.442] そふぃ3: あっ
[122.975] 黒猫のララ: radaoHi
[122.998] orio_2005: わこらだー
[123.070] (S)seillane: wwwwwwww
[123.212] nekomrnn930: あ
[123.249] お値段以上の人間様: radaoToire
[123.482] suzuyayaya: え
[123.690] えりさ_: え
[123.710] sulapon58: わこらだ
[123.729] pu_tyan: !uptime
[123.955] agtpdp: Squid1
[123.990] 薔薇愛: あ
[124.086] (M)Nightbot: らっだぁ が配信を始めてから 2 minutes 11 seconds 経過しています。
[124.257] bluen2525: radaoHi
[124.301] (S)Ruria00: あ
[124.440] amakaya_15: あ
[124.487] ewokakou: あ
[124.501] miru0707: あ
[124.533] (S)なゆーた: www
[124.657] sunomono8: www
[124.691] (S)レロキャン: あ
[124.701] pnoniwatori: 入ってきて瞬間お下品爆笑
[124.732] kosei000: radaoH
[124.861] ﾐﾗ: 気持ちよさ
[124.901] (S)かなくまさん: かなくまさん subscribed at Tier 1. They've subscribed for 5 months! 
[125.096] ayunosioyaki0223: wwwwwwwww
[125.112] (S)AoironoMalco: あ
[125.145] (S)konbu_dasi_: あ
[125.370] tunamayo1234: wwww
[125.451] yuu_1010: あ
[125.455] ui_nemutai: あ
[125.486] (S)kuugay0905: あ
[125.759] minami1126: wwwwww
[125.852] ホタテまる: www
[126.062] (S)あるみ屋: あ
[126.067] あしゅ228: あ
[126.137] (S)96猫3: あ
[126.211] rikari_1023: あ
[126.217] そふぃ3: まっずいwwwww
[126.416] 神崎立夏: www
[126.462] 秀香0316: 来てトイレはヤバいwwwwwwww
[126.657] ちゅるちゅるぅ: あ
[126.698] へし切りめめ: わこらだ！
[126.766] えぬあい: ？？？
[126.989] suiha_7: radaoToire
[127.016] youcan1201: 今は言えないwwww
[127.036] yasu_0rd: radaoHi
[127.116] mistonnn: おい
[127.214] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[127.214] ほのぼの: wwwwww
[127.222] さち_: あ
[127.367] (S)hanadango823: あ
[127.449] yuasee: あ
[128.123] ~MISSING_COMMENTER_INFO~: あ
[128.294] mushigohan: え
[128.342] (S)ぶろつこり: wwwww
[128.492] sakiika0w0: あ
[128.551] (S)にゅーん: え
[129.029] (S)sora_mameee: あ
[129.213] suikintikamokudotenkaimei: わこらだー
[129.234] ｺﾄﾐｱ: 汚ぇ
[129.235] カナバ: ビデはね...
[129.249] (S)maimuratyan: radaoMasuo
[129.276] あんまんん: わこらだー
[129.337] (S)あるみ屋: まっずい
[129.460] (S)Ruria00: ？？？？？？？
[129.475] minorinrin_m: あ
[129.744] konnichina: わこらだ
[129.817] (S)レロキャン: wwwwwww
[129.979] (S)しああき: radaoHi
[130.048] miru0707: ちょっと良くない
[130.718] maron_0408: らっでぃ4日も配信続けてたの？
[130.750] (S)にゅーん: あ
[130.844] ゆゆま_: あ
[130.941] akamasu4: radaoHi
[130.952] ｱﾁｬﾓ: あ
[131.488] (S)ryuuunon: radaoToire
[131.523] minami1126: wwwww
[131.703] 愛の林檎: あ
[131.723] takuwan46: あ
[131.777] mayupapepon: radaoKonro
[132.141] あきぬこ: radaoH
[132.621] kotetsu_yuzu0108: あ
[132.640] miteruyotakaoga: radaoToire
[132.907] えぬあい: へー
[132.930] そふぃ3: 男女のねw
[133.132] aonagi_08: わこらだ
[133.247] (S)96猫3: あっ
[133.789] ﾐﾗ: まっずい
[133.892] (S)よるむちゃん: あ
[133.988] raruaaa: わこらだ
[134.025] roudayo: radaoHi
[134.371] MORIYA_37: radaoH
[134.897] 薔薇愛: BCWarrior
[135.500] なぷなつ: うーん
[135.554] odangotiyan: 今来たわこらだ
[135.719] mijyu_711: わこらだ
[136.303] haruru3896: あーあーあ
[136.375] kkikkkk: radaoHi
[136.424] ﾐﾗ: radaoH
[136.458] sunomono8: wwwwwwwww
[136.627] (S)レロキャン: radaoH
[136.890] ayunosioyaki0223: wwwwwwwwwwwwwwwwww
[137.856] (S)seillane: www
[138.012] (S)mrgrtpsr: 運営も毒されてみんなトイレの話好きなん？
[138.139] (S)わらびもち_11: wwwwww
[138.196] えりさ_: radaoW
[138.286] (S)みんてぃぁ: うーわw
[138.302] waruboo619: えちち
[138.307] kurokawa468: わこらだ
[138.318] 愛の林檎: wwwwwwwwwwwwwwwwww
[138.526] kero_ppi1: わこらだ
[138.793] reo106: radaoHi
[138.892] らるとす_99: radaoHi
[139.017] (S)あるみ屋: wwwwww
[139.047] fk3526: radaoHi
[139.138] (S)なゆーた: wwwwwww
[139.394] syuna_9s_: らっだぁの動画を見ながら、らっだぁの配信見てますw
[139.526] nekomrnn930: wwwwwww
[139.529] nail3011: わこらだ
[139.678] Mikage0610: わーいこんばんはらっだぁ
[139.770] haru_6810: wwwwwww
[139.912] show_918: うーん
[139.994] kotetsu_yuzu0108: wwwww
[140.012] (S)にゅーん: まずいなー
[140.281] (S)hanadango823: wwwwwww
[140.288] (S)みえのえ: わこらだ
[140.320] (S)seillane: radaoH
[140.521] rislo_tto: ww
[140.887] (S)96猫3: radaoH
[140.973] めぐを: wwwww
[141.014] (S)kuugay0905: wwwwwwwwww
[141.018] ｺﾄﾐｱ: wwwwww
[141.146] rtz3343dtm: よくないはなししてる
[141.218] karintooooo51: わこらだ
[141.248] izayoi__yoru: わこらだ
[141.375] dafukani_z: わこらだ
[141.905] gomabare_0502: またトイレの話か
[141.982] itoido: ｗｗｗｗｗｗｗ
[142.142] mitarashi0712: わこらだー！
[142.169] goma_satsuki: わこらだ
[142.761] (S)emazkirin: ｗｗｗｗｗｗｗ
[142.894] シイ_ラ: 今来たわこらだ
[143.365] (S)あかね0313: ほんとだねw
[143.500] sui161: www
[143.588] kakyouin0726: radaoHi
[143.739] ｱﾁｬﾓ: wwwwwwwww
[143.802] renkuwa0331: 俺毎回ビデ使ってるんだが
[143.819] samk076mm: かわよぉー
[143.829] みかんかわ: えっちぃ…
[143.840] わさびじる: わこらだ
[144.025] mokupachi88: わこらだ
[144.425] sakuranoomoti: www
[144.583] ﾐﾗ: radaoH
[145.285] izayoi__yoru: radaoHi
[145.421] pami0331: わこらだ
[145.479] suzu6ya: 今北わこらだぁう
[145.663] norara_tw: なに聞かされとん
[145.697] (S)にゅーん: wwwwwwwww
[145.984] yuasee: wwwwww
[146.031] (S)tomo0729w: わこらだ
[146.257] 神崎立夏: 調べたの!?
[146.465] ころちょん: ころちょん subscribed at Tier 1. 
[146.638] (S)nobume0v0: www
[147.112] kkkk2525: にひ
[147.586] suzuyayaya: wwww
[147.643] (S)寝ろさん: 調べたんやwwwww
[147.830] (S)Ruria00: radaoH
[147.848] (S)hiiiiiiiiiikr: わこらだー
[148.071] many_mari_: ビデもおしりに当てれるよ
[148.147] usiuma: 男も使うかもしれんだろ配慮しろ
[148.556] suzunoki_712: wwwwww
[148.656] かふね_: radaoHi
[148.787] kkkk2525: ら
[148.915] mitarashi0712: またその話かwwwww
[149.012] amenbomame: wwww
[149.107] deturututa3: 無知のhか…
[149.357] syaru_28: radaoHi
[149.371] (S)mamokun0537: radaoH
[149.585] byua_0113: わこらだ
[149.599] bluen2525: wwww
[149.926] めるめ: こんつぁん…
[150.215] ぱんてぃす: 調べた www
[150.363] 愛の林檎: あ
[150.406] ca5151: わこらだ
[150.904] utoi_hito: ウォシュレットデビュー！？？？
[150.935] 鳥野郎の蘭: わこらだ
[150.974] えりさ_: そーなんだwww
[151.039] samidare_1222: wwwwww
[151.782] (S)きのここ: wwwwwwwww
[152.289] (S)なゆーた: デビューてwww
[152.424] kkkk2525: やーん
[152.579] na_tuno: わこらだ
[152.647] みなやむら: wwwwww
[152.818] ginger_1202: wwwww
[153.049] ｺﾄﾐｱ: 汚ぇよw
[153.271] soralira: ウォシュレット初めてする時怖かった
[153.440] ｱﾁｬﾓ: wwwwww
[153.490] sakura6323: わこらだ
[154.089] 焼きソーダ: わこらだ
[154.302] (S)あかね0313: 調べたんだwww
[155.525] (S)Ruria00: あーねw
[155.543] depon_0401: わこらだ
[156.146] 薔薇愛: Squid1
[156.163] uta5213os: ウォシュレットうんちついてることあるよね
[156.362] itoido: しょうもない話良いからｗ
[156.460] ayunosioyaki0223: ホラゲの前にする話じゃないよね？？？
[156.721] (S)AoironoMalco: 配信開始にする会話ですか！？？
[157.978] rislo_tto: はよしろ
[158.777] kkkk2525: 🥹🥹🥹
[158.989] nishina___: 紳士だな
[159.179] 愛の林檎: wwwwwwwwwwwwwwwww
[159.278] youcan1201: 使えば分かるよ
[159.797] kkkk2525: 🫶🏻🫶🏻💙
[160.025] kanra1207: わこらだ
[160.047] mimi1111_kuken: わこらだ
[160.306] mistonnn: ほんとだよ
[160.915] pnoniwatori: SMOrc
[161.077] kkkk2525: 💙💙💙
[161.821] miu1119: 何話してんだよw
[162.687] (S)SUZAKU_101: またウォシュレットの話してるw
[163.197] mimi1111_kuken: radaoHi
[163.755] たろたろ02: つかわねぇけどなし
[164.031] わさびじる: radaoToire
[164.033] (S)ryuuunon: radaoOtaku
[164.258] yuinokawa: わこらだ
[164.494] 薔薇愛: はよ
[164.519] kkkk2525: はあーい
[164.717] yuasee: おおおおお
[164.993] ayunosioyaki0223: おおおおおお
[165.043] oreo_oic101: おおお
[165.910] suzu6ya: radaoHi
[165.918] roudayo: radaoYatta
[165.956] nae_051: radaoHi
[166.296] 愛の林檎: うおおおおおおおおおおおお
[166.328] ｺﾄﾐｱ: おー
[166.530] yuu_1010: お
