[13.787] (S)RFKage: umeCossack
[1477.796] (S)ましゅダヨ: パセリと一緒だボゲェって思われてるってことぉー！？wwww
[1479.432] 憂う者の弟子: タイ人（パクチーｗ）
[1481.113] feel2525: ハーブだからね
[1481.967] (S)monpiipop: ミツバてきな？
[1486.375] njpw2017: パセリを貪ってるやつがいたら、何で？になるよな
[1486.471] (S)~MISSING_COMMENTER_INFO~: 手打ち
[1487.764] latenight000: 泳ぎたくないw
[1489.065] neojapan01010: 弱気な王ｗ
[1489.703] dcdryuya404: 有難がってるの日本だけかぁ
[1490.429] raurakd: 安牌m
[1490.593] sn0wf0x3: www
[1491.741] (S)monpiipop: wwww
[1493.008] (S)ましゅダヨ: そうだよね(あんまり美味しくもない)
[1495.929] よもぎです: w
[1498.437] pondenring0930: 広げない！
[1499.508] aranami0: ウメちゃん泳ぐね～
[1500.119] shibaponz: 大葉だけで食うやついねーしな
[1500.687] LGA2011: 必死にバタフライしてる
[1505.011] (S)monpiipop: パクチーに踊らされてるぅ！
[1505.642] erisuk: コーヒーストレートじたいも全然意味がわからず日本人はおかしいと思われてる
[1506.805] goozy009: しそだけ齧ってるぜwちなみにマンデリンの缶コーヒー率結構高い
[1508.287] (S)ましゅダヨ: 日本人はさ、素直なんだよォ……
[1508.620] v_harumi_v: そういうのいっぱいありそう
[1508.793] (S)おしるこ11: ラッセンも日本だけで売れてる的な
[1512.507] zyagamon: ブラック有り難がるのは日本だけ
[1513.250] 無心に: 好きならいいじゃん
[1514.134] sublinear: wwww
[1517.821] poto2panapa: 梅干しサラダみたいなこと？
[1518.591] (S)demonbane_twosword: スーツのしつけ糸残してる人思い出したわ
[1520.111] kahaku91: 自分を守っていく～
[1520.285] erisuk: イヤなやつはもう確定だよ？
[1521.525] 5don: 覚悟！w
[1522.758] (S)~MISSING_COMMENTER_INFO~: 海外の人のワサビとか
[1523.314] latenight000: もうやな奴w
[1524.016] (S)ましゅダヨ: ラッセンマジで日本だけだもんねw
[1527.025] neojapan01010: ミートさんは自覚あるからねｗ
[1529.942] cupopo1110: なんで柔道フランスで流行ったん？
[1532.305] 新ころりん: ミートさんは・・・うんｗ
[1535.880] goozy009: ラッセンは笑った
[1535.904] gokukeshi: 派生の派生
[1537.736] raurakd: やたヤツからスタート
[1538.860] くまリンカ: スケベに
[1546.282] chin_56_: 助平
[1549.681] rias9121: スケベ番付
[1551.411] (S)ponponguripon: にこー
[1553.505] 箸くれ: 珍しい話題ｗ
[1554.532] latenight000: 度合いの話
[1559.227] goozy009: むっつり
[1561.301] (S)ましゅダヨ: 深夜ですねぇ
[1563.866] zyagamon: おう
[1563.893] (S)monpiipop: ？！
[1565.127] erisuk: それむっつりじゃない？
[1568.048] pondenring0930: ムッツリ
[1572.763] chin_56_: ﾃｨｸﾋﾞ？
[1573.539] yusan090: ほぅ
[1573.882] dcdryuya404: こねくり！？
[1574.716] sistersguitarreplica: ストレートはスケベじゃないよね
[1579.236] yusan090: 聞こうか
[1583.024] sh1zuku716: ムッツリとは
[1586.021] ryuken_future: 今の時代だとストレートって意味はなんか違うよねｗ
[1587.181] nikutoyasai: ストレートっていうとまた語弊が出るだろｗ バイとかゲイとか
[1591.933] (S)おしるこ11: それ言い方じゃねｗｗ
[1593.824] (S)~MISSING_COMMENTER_INFO~: 言い方ｗ
[1594.740] (S)ましゅダヨ: wwwwww
[1594.791] (S)とも8はる: 貴重な話
[1595.673] もきち555: いいかたｗ
[1596.445] (S)monpiipop: wwww
[1596.886] (S)demonbane_twosword: ｗｗｗｗｗ
[1596.980] 箸くれ: 悪意
[1597.073] sh1zuku716: 言い方ｗ
[1597.499] ossanmans: ｗｗｗｗ
[1597.631] erisuk: たとえ悪いなｗｗｗ
[1597.841] (S)黒猫くん: w
[1598.451] zyagamon: 見えかた？
[1599.953] fbhjkl: LUL
[1601.450] sn0wf0x3: www
[1601.644] (S)rm_rf__: なにを言うてんねんw
[1602.737] chin_56_: 深いな
[1603.292] 5don: 生命を！？
[1603.386] れい0127: www
[1605.452] (S)ましゅダヨ: これは語弊があるw
[1605.472] (S)noriyuki3: 言い方やなww
[1605.658] (S)イエール: 命かけるw
[1607.561] erisuk: それはわかるがｗ
[1608.043] niwakanoppo187: アズセナおるやん
[1608.322] sistersguitarreplica: いない
[1610.915] 闘劇のアルベルト: まあね
[1610.974] goozy009: カフェイン中毒！
[1611.505] 勤務中: お好きなんですねえ
[1613.080] toshio0224: まあそうかもしれんｗ
[1613.918] ババシャツ: こんなのにかけるなw
[1614.929] pondenring0930: かっこつけてる
[1615.032] yusan090: いるけど
[1616.245] zyagamon: いるやろ
[1616.643] sh1zuku716: そうなん？
[1616.680] gokukeshi: 年齢層じゃんねえ
[1616.800] aranami0: オレンジジュースも子供だけやろｗ
[1616.860] hairi0610: コーヒーお好きなんですねぇ
[1617.101] yuino5810: 居るでしょ
[1618.800] erisuk: たしかにちょっとスカしてるわなｗ
[1619.181] kimanaka28: 命！？
[1620.059] maya_g01: ｗｗｗ
[1620.803] ド森林: ｗｗｗｗ
[1621.940] sh1zuku716: いるっしょ
[1621.982] latenight000: 珈琲・・・お好きなんですねぇ～
[1622.889] (S)sharks_up: 子供が苦手なだけじゃｗ
[1623.184] もきち555: ただの大人と子供ｗ
[1623.845] v_harumi_v: 髭からｗ
[1625.314] sn0wf0x3: 髭wwww
[1626.301] 箸くれ: オレンジジュース大好き！って言ってる人だっていねえよｗｗｗ
[1627.549] dcdryuya404: LUL
[1628.971] 5don: ？？？「お好きなんですねぇ」
[1630.868] (S)とも8はる: 流石にw
[1633.302] 闘劇のアルベルト: 大体タバコ吸ってるし
[1643.201] niwakanoppo187: 洒落たモン好きな人全員そうでしょｗ
[1643.576] zyagamon: オレンジジュース大好きもいないよ笑
[1646.703] sh1zuku716: 中毒ｗ
[1649.630] (S)ましゅダヨ: ん？
[1650.414] shibaponz: 中毒なってて草
[1652.756] aranami0: ウメちゃん…？
[1655.071] adachikufgc: 香りは好き
[1655.766] ryuken_future: カフェイン中毒？
[1657.060] もきち555: 俺はスケベじゃない
[1658.018] (S)とも8はる: 言い訳してる？
[1658.405] yusan090: 元気に俺コーヒーいうわ
[1660.090] njpw2017: あれさっきいった感じの好きって言い方じゃね？
[1664.422] yoshikawa_yo: パクチー好きいるならコーヒー好きいるでしょw
[1665.465] chin_56_: エロそう
[1665.538] (S)ましゅダヨ: 命かけすぎだろ！ww
[1666.125] (S)demonbane_twosword: ｗｗｗｗｗｗｗ
[1667.634] goozy009: それはそう
[1667.859] (S)monpiipop: あーーーー
[1667.900] latenight000: そーゆーことぉ！
[1668.382] (S)rm_rf__: あぁそれは分かるw
[1672.371] pondenring0930: あ
[1674.575] goozy009: ブルースもそう
[1674.749] sistersguitarreplica: いないわ
[1674.871] erisuk: 色々でてくるなｗ
[1676.782] (S)demonbane_twosword: 説得力すげえｗｗｗ
[1677.197] (S)~MISSING_COMMENTER_INFO~: ｗｗｗ
[1678.464] 5don: wwwwww
[1679.534] (S)ましゅダヨ: そうだねww
[1681.199] v_harumi_v: イメージｗ
[1681.523] 闘劇のアルベルト: いいねえ
[1681.553] sn0wf0x3: wwwww
[1681.791] neojapan01010: ｗｗｗｗｗｗ
[1681.959] ミジンコ隊長: wwwwwwwww
[1683.695] もきち555: ジャズはスケベ
[1684.185] (S)~MISSING_COMMENTER_INFO~: じゃじーだよねぇ・・
[1684.368] lucentsnow: ｗｗｗ
[1684.795] raurakd: www
[1685.036] zyangara2: 俺音楽知ってるよ顔
[1685.841] 憂う者の弟子: ジャズだよねー
[1687.092] (S)ましゅダヨ: JAZZ好きはねぇ……
[1688.559] tabibitox: ジャズ界隈やべーな
[1688.562] latenight000: ジャズっていうのはぁ・・・
[1688.762] 5don: ジャズファンのマネいいなwww
[1689.294] (S)rm_rf__: ジャズ好きは妙に分かるなw
[1689.967] (S)ponponguripon: なるほどなあ
[1693.584] 000105: 格ゲーもスケベ側？
[1693.776] (M)(S)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[1696.994] (S)~MISSING_COMMENTER_INFO~: 確実に革！
[1697.092] aranami0: スニーカーではないｗ
[1697.699] sistersguitarreplica: www
[1698.435] pondenring0930: 格式というかなんかあるよなｗ
[1700.729] ミジンコ隊長: 刺さってて草
[1700.732] adachikufgc: 偏見w
[1701.127] 闘劇のアルベルト: クロックスはいないね
[1702.635] fj_honey: 偏見だろ笑
[1702.988] zyagamon: 「理解されないだろうけど」感
[1703.080] erisuk: 思い当たりあったんかｗ
[1703.680] yoshikawa_yo: 顔かw
[1704.856] 5don: HOKAではないw
[1706.194] (S)monpiipop: ジャズがかかってるカフェでコーヒー飲んでたらどすけべなのか
[1706.422] sh1zuku716: 偏見ｗ
[1706.508] jigokunonekomatu: じゃじいさんどうして・・・
[1707.591] ド森林: 偏見の応酬
[1708.415] (S)とも8はる: ジャズとコーヒー好きな奴はスケベなのか勉強になった
[1709.813] fuan4444: まあまあ歩く時でも革靴
[1711.281] ryuken_future: たしかにジャズ最高！って人はいなさそうｗ
[1713.597] (S)y_proto: さっき差別は良くないって言ってたのにどうして
[1720.584] やあああ: karubisNikoniko
[1725.953] pondenring0930: 様式って言ったら良いのかなｗ
[1726.940] niwakanoppo187: その最高！って要素頭悪いだけじゃんｗ
[1727.926] (S)オーカミマン: 雰囲気を嗜む
[1731.554] zyagamon: 好きのなかに自己アピールあるとってこと？
[1731.769] shibaponz: 草
[1735.638] tubuanko__: ど偏見笑笑
[1739.427] erisuk: 純粋なすきではない、見られることによるすき
[1741.906] (S)ましゅダヨ: 音楽界隈の合点が行っちゃってわらっちゃうw
[1743.890] zyangara2: スケベ心要素
[1743.890] goozy009: 難しい文学好きなやつもそんな気がする
[1745.439] (S)demonbane_twosword: アールさんか…？
[1747.587] zyagamon: 自己アピールね
[1748.678] (S)おしるこ11: それはあるなあ
[1748.748] (S)ましゅダヨ: まあまあまあそうね
[1751.229] tetete06: りゅうが好き
[1754.438] (S)イエール: wwww
[1755.271] aranami0: ｗｗｗ
[1756.067] methotrexate_aym: ｗｗｗ
[1756.236] v_harumi_v: ｗｗｗ
[1756.711] megurun: wwww
[1757.419] latenight000: 混入 混入
[1757.528] 闘劇のアルベルト: してんだw
[1758.045] ミジンコ隊長: してるんかいｗ
[1758.284] v_harumi_v: してたーｗｗ
[1758.548] 箸くれ: ｗｗｗｗｗ
[1759.486] diego_ohunabara: umeYay
[1760.253] (S)ましゅダヨ: wwwwwww
[1760.658] 5don: umeYay
[1761.463] chin_56_: スケベじじい
[1762.417] (S)とも8はる: www
[1762.556] (S)monpiipop: してるんかいwwww
[1764.557] クラウ07: ww
[1767.443] (S)おしるこ11: 中毒と言いつつしてた
[1767.949] (S)とも8はる: 自白した笑
[1768.576] (S)ponponguripon: すけべってこと
[1772.599] gokukeshi: （コーヒー好きな俺かっけぇ・・・）
[1772.940] fuan4444: スタートがそうだったら逃れられないな
[1773.266] evimayo88: 自覚はあるのはいいことだｗ
[1774.537] (S)イエール: むくむくとね
[1775.075] chin_56_: ﾑｸﾑｸｯ
[1775.429] pondenring0930: ﾑｸﾑｸﾑｸ
[1777.913] latenight000: はぁ～苦いコーヒー飲んでる俺・・・すげぇ・・・
[1777.939] (S)ましゅダヨ: すけべだなあww
[1778.958] raurakd: わかるよ
[1779.386] sistersguitarreplica: たまにでてくる
[1780.981] dcdryuya404: むくむく！？
[1782.384] ryuken_future: 苦いコーヒーを飲む俺素敵じゃない？って感じかｗ
[1783.838] 箸くれ: タバコもスケベ
[1784.493] v_harumi_v: あーー、そういわれると、ちょっと気持ちわかってきた
[1784.596] (S)monpiipop: さっき苦いの飲んでたよね
[1784.604] shibaponz: それもう相当かわいらしいだろ
[1785.069] niwakanoppo187: 多分オレンジジュースでもニチャアって評論する人いるとおもうよ
[1787.584] (S)rm_rf__: まあ言わんとしてる事は分かる
[1788.599] (S)イエール: エスプレッソとか頂点じゃねえかww
[1790.211] raurakd: にげぇなぁ(ドヤァ
[1790.388] lordofthepit77: エロ体育教師の片りん
[1790.518] lucentsnow: ジャズ聞きながらコーヒー飲んでるやつ死ぬほどいるだろｗ
[1796.090] Justinfun456321987: わぁ恥ずかしい
[1802.234] chin_56_: どこﾑｸﾑｸしてんだよ┌(`Д´)ノ)ﾟ∀ﾟ)
[1802.439] (S)ましゅダヨ: 40代でそれはもうかわいいだよw
[1806.112] pondenring0930: 女子いないやんｗ
[1807.524] zyagamon: 童貞会議か？
[1807.726] shibaponz: かわいい～って言ってるのだいたいそうだろ
[1810.173] ミジンコ隊長: 女性いない；；
[1811.564] njpw2017: サブカル女？
[1811.631] (S)おしるこ11: サロメ来てくれ
[1814.261] (S)ましゅダヨ: 女はなんだろう？
[1819.909] (S)demonbane_twosword: ききてえなあ
[1820.119] (S)noriyuki3: 年取るとコーヒーでカロリー取りたくないってなるんだよなぁ
[1823.069] (S)ましゅダヨ: え？
[1824.838] 箸くれ: でこでこでこりん・・・？
[1825.549] LGA2011: ？？？
[1826.436] (S)monpiipop: 時代っ
[1827.695] (S)~MISSING_COMMENTER_INFO~: なにそれ。。
[1828.336] v_harumi_v: でこでこでこりんってｗ
[1829.076] zyagamon: 女性呼ぼうぜ
[1829.752] tabibitox: でこでこでこりん
[1830.589] njpw2017: ？？？
[1831.339] chin_56_: でこりん♪
[1831.492] (M)(S)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[1831.840] maya_g01: でこでこでこりん
[1832.745] (S)ましゅダヨ: 年齢層……
[1833.839] 000105: 髪の色派手がすけべ
[1834.960] (S)monpiipop: ノンタック
[1836.271] (S)sharks_up: ちょっと危ない話になってきたｗ
[1837.839] くまリンカ: 古代遺産
[1840.055] niwakanoppo187: 女性は流行りの派閥みたいなのがすごいからなぁ
[1840.287] goozy009: 裸足で革靴はスケベ
[1841.159] zyangara2: 自分よりブスな友達を連れてる女はスケべ
[1843.401] koaraa: サロメ呼びましょう
[1843.645] (S)HinaConoKiyo: たぬかな
[1844.802] m6634064: B専
[1845.179] ともぱい: 同棲の友達少ないやつは？
[1848.660] fujimike: 生物的にね
[1848.725] (S)ましゅダヨ: 黒髪を貫いてる人はすけべかな
[1848.742] (S)monpiipop: えー、女はなんだろう
[1851.997] (S)monpiipop: お酒？
[1852.907] chin_56_: でてくる
[1854.574] MERIDA105: 黒髪ぱっつん赤リップ
[1856.303] erisuk: けいこうは絶対女が多いだろね
[1861.740] (S)nakao1976: 港区女子に聞いてみたい
[1863.311] shibaponz: おなつはどうなるんだよ
[1863.960] (S)ましゅダヨ: 逆だと思う
[1864.064] koj100: たぬかないたらおもろそう
[1866.372] bikibiki999: スタバのカップ持ちながら歩く？
[1870.806] m6634064: イケメン好きでない奴
[1870.900] tetete06: ルーク使いに多そう
[1872.478] tabibitox: 思い出すｗ
[1872.519] chin_56_: 低身長
[1874.717] (S)noriyuki3: 女は見栄で生きてる
[1877.134] バーニングチャーハン: 大学で黒髪はそうかもしれん
[1877.447] poto2panapa: アールさん
[1877.677] (S)イエール: グルテンフリーとかww
[1878.492] zyagamon: あーただの童貞会議だよ
[1881.061] (S)ponponguripon: うーん？
[1881.865] (S)yopony: yopony subscribed at Tier 1. They've subscribed for 4 months! 
[1882.040] (S)~MISSING_COMMENTER_INFO~: どこでだんごさんが刀を抜くか
[1883.687] njpw2017: ゲーセンにいるやつ
[1887.326] (S)monpiipop: 全然わかんねー
[1888.544] v_harumi_v: ｗ
[1888.567] (S)ましゅダヨ: え？？？
[1888.821] ミジンコ隊長: え！？
[1889.717] Hitode_noko: スタバのマイカップ持ってるやつはスケベ
[1889.825] zyangara2: 新キャラかｗ
[1889.909] shibaponz: それは本当
[1891.450] latenight000: 新キャラがそうだね
[1891.450] maya_g01: ｗｗｗｗ
[1892.331] yusan090: 太ってるのは欲の制御が下手らしい
[1893.327] LGA2011: アズセナね
[1894.867] lucentsnow: アズセナｗ
