[49.886] えたーなるぶるー: culonyanKonChadoumodoumo
[2711.284] (S)チョコミんト: 四股キャンセルできるんか
[2715.129] ﾔﾐ: ネモさん。もし大会で本田に負けたら、あったまりそう
[2717.236] stomachbb: フェイントの使い方とか、とにかくいやらしい動きがええな
[2725.936] x_abu_xx: コマ投げまでついてるからなー
[2733.088] une3333: 四股キャン百貫は見た目おもしろいｗ
[2734.507] だわさワサワサ: 浅野恵子
[2751.358] 八極盗撮個展: 白髪本田渋くてかっこいい・・・あれ、俺どうしたんだろう・・・？
[2765.025] みっかぼうず: うおお
[2771.982] runtasusu: 一度でも本田を触ると危ないぞ
[2774.440] kibayashi21: 太鼓の音で笑ってしまう
[2775.740] stomachbb: Vスキルの動きも妙に面白い
[2805.204] x_abu_xx: 久保も本田ちょっとやってたね昨日だっけ
[2807.711] kimie_white: 白髪の本田 だんだん剛拳に見えてきた
[2820.532] une3333: キエー
[2822.293] (S)チョコミんト: キエエエエエエエエ
[2824.838] (S)tabibitox: キエエエエエエエ
[2828.751] diego_ohunabara: umeSalute
[2829.888] jangfuran: 豆乳ヨーグルトが
[2833.156] Bossfighterx: キエエエエエエエ
[2834.374] ﾔﾐ: 確認ですか？
[2835.632] stomachbb: やはり頼りになるｷｴ
[2839.295] kibayashi21: しゅんごく強い
[2839.485] (S)のぶ_: 1キエ
[2839.738] zanpei501: りくどうなんちゃら～って言ってんの？
[2840.650] (S)hayama01: ちょっと足先当たっただけじゃんねぇ...
[2843.911] Bossfighterx: ???
[2847.871] Bossfighterx: w w w
[2849.948] runtasusu: りくどうおうさつ
[2854.052] x_abu_xx: 六道殴殺
[2856.842] zanpei501: ありがとー
[2857.637] kimie_white: いくどー じゃなかっｔなおか
[2858.641] une3333: 一瞬竜爪→瞬獄殺がよぎったｗ
[2873.402] (S)tabibitox: 六道殴殺、要約するとみなごろし
[2880.041] (S)多抜深夜: むずかしいことばつかわないでかげくん
[2890.617] だわさワサワサ: のんのん
[2894.134] kibayashi21: 勉強になります
[2897.046] (S)askrsu: みなごろしじゃーい（スーパー頭突き）
[2902.139] kimie_white: 六道って釈迦の世界か
[2910.698] merankori: たまに挑発してるのこれ意味あるの？
[2911.186] bboy_k_handhopper: 鏖←みなごろしはこう書く
[2914.823] zanpei501: 一瞬千激？よりかっこいい
[2920.534] (S)titilrin: 皆殺しは室伏ムーブ
[2920.694] HeadshotToTheDick: PogChamp
[2921.536] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[2923.097] (S)kaigaizei: 鏖殺
[2935.076] ﾔﾐ: caはなんて言ってるんですか？
[2938.014] zanpei501: 撃か
[2942.720] runtasusu: 挑発っぽいけど張り手が超強化される
[2952.644] (S)チョコミんト: 死地と定めよ
[2957.131] ilm0806: 戸部 昇竜拳
[2959.276] (S)Gordstorm: 超なの
[2963.696] ﾔﾐ: ありがとうございます！
[2966.114] (S)ukiyo55: 六道とは、地獄・餓鬼・畜生・阿修羅・人間・天上という境界のことらしい
[2978.986] ﾔﾐ: ちゃんと意味あったんだ…
[2979.385] amagigoe: 聖闘士星矢で知ったやつ
[2987.454] x_abu_xx: 挑発じゃなくてVスキル、張り手強化
[2989.506] トゥーピー神: つまりペインってこと？
[2989.772] tk44444: 一輝がシャカに送られた世界か
[2992.483] kimie_white: やはり聖闘士星矢
[3000.549] akzakr114: めちゃくちゃ厨二っぽくて良い
[3003.289] kibayashi21: 六道仙人いたな
[3005.957] (S)ホナウド: やはり睡眠最強
[3009.510] jangfuran: 飲むヨーグルトにされちゃう
[3012.508] ﾔﾐ: カゲは人間界を皆殺しにできるかすら怪しい
[3015.238] stomachbb: 端攻めえぐい
[3015.757] brutalhits: ??????????????????????
[3020.067] (S)tabibitox: 生まれたばかりのおこちゃまだしなｗ
[3021.583] (S)チョコミんト: 圧倒的
[3022.814] kibayashi21: カッコいい
[3034.599] supersolink: He fell for the same thing again
[3036.442] 黒魔: 六道のどこにも行けなくして生まれ変われなくなっちまう
[3049.340] kimie_white: 餓鬼界だけはやだなぁ
[3049.510] matsu_zalem: 聖闘士星矢は、６月生まれは肩身の狭い思いをする。
[3059.951] runtasusu: ウル４殺意のＥＤは割と殺しまわってたけど カゲくんはこっぱだから・・
[3069.895] jangfuran: ｗｗｗ
[3070.881] kibayashi21: あーーー
[3076.500] zanpei501: カゲのアレコスで腕いっぱい生えてくるの笑っちゃう
[3079.282] x_abu_xx: 蟹座、魚座はね
[3079.477] (S)チョコミんト: 見たいw
[3081.566] gypsy2603: 対戦会再開したら雪山出来ない？
[3081.735] (S)Gordstorm: umeFail
[3083.923] okesama: 棒ガイル
[3086.132] (S)cho_mu: ResidentSleeper
[3088.236] トゥーピー神: ヒットボックス
[3092.259] merankori: 棒でやるガイルも乙でっせ
[3092.857] だわさワサワサ: レバーでも戦えちゃうウメちゃん
[3093.911] kimie_white: キャンサーさん・・・
[3106.335] ﾔﾐ: 生まれ持っての性質💛
[3110.364] ememeume: 生まれ持っての性質…
[3111.821] (S)titilrin: ある意味レアなものを見ている
[3118.052] (S)naginagi99: この前途中までレバーでガイルやってたことに気づかなかったくらいには、慣れてる
[3137.919] matsu_zalem: すご
[3144.559] runtasusu: ヒットボックスを経てレバーが進化してるかもしれない
[3145.655] (S)チョコミんト: 削るなあ
[3150.395] kimie_white: ガードしたらおわり
[3151.109] オシュ: カゲも六道の意味とかネットで調べて考えてんのかな
[3152.589] (S)のぶ_: あれ、ボタンがない
[3158.186] zanpei501: 生後間もなくレバー握ってたすらある？
[3161.022] トゥーピー神: ガフロコン
[3175.737] (S)チョコミんト: 全然戦えてるw
[3177.271] ﾔﾐ: 物心ならありそう
[3186.022] (S)tabibitox: 10年ぶりでも自転車に乗れる感じやろ
[3213.269] (S)naginagi99: いうてヒトボ歴の方が圧倒的に少ないやん
[3218.493] kibayashi21: 余裕
[3223.065] une3333: キャミィのスキル2って結局どうなんでしょうね
[3224.796] ﾔﾐ: なんかいつもと違う気するのが見てて面白い
[3226.766] merankori: “棒” “棒”
[3228.875] (S)titilrin: スト5全体のこと考えると、って何言おうとしたの？
[3237.160] (S)のぶ_: つづけるんだ
[3244.743] zanpei501: ファミコンのパワーグローブみたいなデバイスで格ゲーやる人いないかな
[3246.513] budou0: さっきの話の続き気になる
[3248.354] (S)tar2800: tar2800 subscribed with Twitch Prime. They've subscribed for 4 months! 
[3248.487] (M)Moobot: @TAR2800さん、サブスク登録4ヶ月目！
[3287.837] ﾔﾐ: 小ﾊﾟﾝの置き方が上手すぎる
[3296.357] x_abu_xx: キーボード勢はいたよね、EVOで
[3306.862] (S)tabibitox: をーろーど
[3315.674] (S)ebithunder: 今日もカゲはなしかな？
[3322.626] (S)チョコミんト: ウォーロードでもそんなんだ
[3324.197] une3333: ウメちゃんはたぶん一生覚えないんだろうなウォーロード.....w
[3341.509] zanpei501: 昔ヴァリアブルジオをキーボードで遊んでたけどしんどかった
[3369.167] salifuas: 使い始めの頃 影もヒトボで頑張ってたっけ
[3369.371] x_abu_xx: カゲだよ、今棒だし。間違えてガイル選んだ
[3375.601] _こぺ_: ファミレス店員の格好してるやつか
[3388.964] (S)hayama01: 重ねにはサマソ！
[3417.237] ﾔﾐ: あ
[3419.027] une3333: あらーん
[3422.684] balthazar000: 話聞きそびれた〜
[3430.613] une3333: ｶﾅｼﾐ
[3435.442] ﾔﾐ: いまの続きは聞きたいね
[3470.707] _こぺ_: マイクもうちょい上げて欲しいな
[3472.194] shinhina: ガチ君も野良雪山やってたよ！
[3482.107] (S)titilrin: うん、声がちょっと聞き取りづらいです
[3484.804] renkiko: Daigo i love woman so bad
[3485.419] (S)ホナウド: 可能ならマイクの音声だけもう少し大きくしてほしい
[3495.686] une3333: なるほろ
[3496.253] renkiko: I think about boobs everyday
[3499.969] _こぺ_: 音量というかマイクが下がったままになってる
[3501.048] morisaki1996: 雪山で単独行動やめて迷子にならないのも簡単だよ
[3504.840] (S)naginagi99: マイク位置が少し遠いだけじゃないかな
[3505.938] renkiko: How can i get deliver
[3510.543] ﾔﾐ: このゲームの近距離に答えあるのかな…
[3517.772] renkiko: Bonchan like boobs?
[3527.653] hojihojidx: ウメさんはハイパーXのスタンドマイク使う予定はないのかな？
[3533.580] stomachbb: 近距離で答えがあったらゲームにならんで
[3534.985] kappy_games: 対戦
[3536.690] kappy_games: ありがとうございました。
[3541.808] ぐのたお: ウメちゃん相手がこれしたらこれみたいなの詰めるのうまいもんな
[3543.454] (S)naginagi99: おつかれー
[3546.342] galovan0: いまぐらいの雪山がちょうどいい
[3550.424] renkiko: Daiiiiiigoooooooooooooooooo
[3551.392] mmiiacha: おつかれ～
[3557.765] (S)cho_mu: おつかれー
[3559.693] (S)2youyou2: umeGuile
[3563.157] renkiko: Umeharaaaa gaaaaaaa
[3589.956] une3333: 瞬時に答えだせるのすごい
[3594.862] ﾔﾐ: なんか麻雀の話し思い出す
[3662.393] (S)tabibitox: 麻雀もツモる前に何きたら何捨てるかは決めてるしね
[3663.633] kappy_games: 相手の行動を見て答えを出せるように練習してきます。
[3687.980] pandascal: 択を頭の中で整理しておくと運ゲーだけど運ゲーじゃなくなるんだよね
[3700.781] metalcat9: n_n
[3705.008] ぐのたお: 麻雀は感覚的に打てる部分あるけど、近距離戦は選択肢の理解なのかな
[3706.849] likeaballman: これってレバーですか？
[3717.767] zanpei501: レバーですね
[3767.034] (S)ebithunder: ナウマンもsakoさんと同じく罠師だったね
[3768.199] ﾔﾐ: ぶちこみ
[3772.236] damumeta: ウメさんは割と起き上がりにバックジャンプしてますがリバサではなくファジーですか？
[3775.199] (S)チョコミんト: 失礼
[3782.015] azooz_yeaaa: NotLikeThis
[3793.229] azooz_yeaaa: DAAIGOO UMEHAAARAAAAAAAAA
[3793.456] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[3798.884] azooz_yeaaa: <3
[3802.527] (S)Bakobako1234: 今きた。どっちもウメちゃんカラーだから最初どっちか迷った
[3822.198] une3333: 端の時は上いれっぱやってたりするような
[3824.080] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[3825.968] azooz_yeaaa: umeSmoosh
[3832.940] damumeta: なるほど！あざす！！
[3851.076] (S)naginagi99: ウメちゃんバクステ多用するけど、やっぱバクステ強い防御手段なんだな
[3857.796] kappy_games: すみませんファジージャンプって遅らせてジャンプするということでしょうか？
[3906.374] Verfortiso: PogChamp
[3911.132] (S)Bakobako1234: キエエエエエ
[3913.355] zanpei501: ガイルもったいない
[3917.171] (S)今井康浩: キエエエエエエエエ
[3926.166] (S)Bakobako1234: MercyWing1
[3938.355] niemalsaufgeben: SeemsGood
[3940.208] (S)tabibitox: 打撃重ねにはガード、そのあと遅らせてジャンプかな
[3945.743] honda_no_beiku: NotLikeThis
[3953.583] highspeedwarakia: 一瞬屈ガードしてから投げが来るタイミングに合わせて丁度ジャンプで逃げる感じ
[3959.556] pandascal: 打撃来る（と思う）瞬間だけガード→遅らせてジャンプ、みたいな感じ
[3980.842] kappy_games: なるほど、ありがとうございます。
[3990.582] (S)askrsu: ファジージャンプの練習方法ってあります？
[3998.767] うすおっと: 3rdにもガードジャンプあったな。
[4010.397] naninuneno000: 久しぶりに見たけどウメちゃん痩せすぎー
[4034.069] balthazar000: ヒトボなら！
[4035.341] kappy_games: コントローラーなので頑張ってみます
[4071.487] tyler2k: wowow
[4091.336] (S)titilrin: umeCat
[4092.171] ぐのたお: ガイルって守りで中足振りたくないんですか？
[4096.611] (S)askrsu: なるほど！ありがとうウメちゃん
[4129.206] matsu_zalem: ワウワウかと思ったら、ウォウォウだった。
[4129.401] (S)Candy_yu317: なーるほど
[4132.224] Devil_Reapers: DAIGO
[4135.363] budou0: マイクもうちょい近づけてー
[4135.411] lucyjojo: たちガードでファジー前ジャンプはレバーならきつい
[4154.948] (M)Moobot: That's a tad too many emotes, @azooz_yeaaa (warning)
[4162.601] kimie_white: 結構小さい
[4162.767] different854: you play strictly on PC??
[4163.524] (S)tasukete: 中一から出せてた対空が今日も出る
[4165.526] (S)tabibitox: ほんのすこし小さいかも
[4170.908] lyo0822: ちょっと小さい
[4170.994] (S)~MISSING_COMMENTER_INFO~: ちょい小さめ
[4173.147] S1ngle_Mage: SabaPing
[4174.545] kouzama: wassup
[4174.705] budou0: 小声の時が聞こえづらいですね
[4180.369] 不渡哲也: xsplitの方でゲーム音下げればいいかと
[4181.639] azooz_yeaaa: umeSmoosh
[4183.283] (S)titilrin: 雪山仕様になってる？
[4184.786] (S)Candy_yu317: 省エネでしゃべってるからじゃないっすか
[4186.155] (S)~MISSING_COMMENTER_INFO~: ゲーム音が大きい？
[4187.360] sum_life: 対戦ありがとうございました。
[4189.219] kimie_white: ｗｗｗｗｗ
[4191.361] (S)ssheulnd: umeYay
[4191.707] (S)lesame: 手癖ｗ
[4193.281] (S)Bakobako1234: umeFail
[4193.725] _こぺ_: ヌキぐらい声でたw
[4194.561] げろげろまる: 本能でガイル
[4194.647] (S)ジノジュグ: ｗｗｗｗ
[4196.565] (S)Gordstorm: umeYay
[4199.185] (S)cho_mu: umeYay
[4199.280] (S)naginagi99: 無意識ガイルｗ
[4200.590] (S)ichigyo24: umeYay
[4202.731] (S)itoooo_o: wwwwwwwwww
[4204.782] kj21572: umeBoom
[4204.957] une3333: 帰る時間あるかな？ｗ
[4205.685] ﾔﾐ: ガイルが濁っちまう
[4207.541] (S)hajime_2005: umeYay
[4209.599] balthazar000: 軍人アピール
