[24.304] alyncoo: k4sen5ban
[1609.663] daichaaan12: アナイアレーターなっっっつ
[1609.669] leeedss29: うまくね？
[1610.654] (S)らた茶湯: ブラハウルト
[1612.862] ftchinbk: ウルトラな
[1613.446] kluelessblue: 無難にシージのアッシュあたり来そう
[1614.093] kni_ookame: 火炎放射おもろい
[1614.742] くりここ: グラビティスパイクある？
[1623.161] ダイナミックモーブ: こいつまじできもいｗ
[1635.191] rushhikakinzz: 足音しっかり聞こえる?
[1636.980] ゆぃたむ: EMPでバリアアンチ取れるのもいいよね
[1637.992] kon_prkt: 3300
[1669.624] szvq: 広告 
[1674.253] あんでぃい: 無心でできる感じのゲーム？
[1688.012] (S)らた茶湯: ｗｗｗ
[1691.800] (S)na7o_akr: wwwwww
[1694.250] okakasann_: www
[1699.056] yasutaka_000: こういうゲーム好きなんだな浜ちゃん
[1699.613] キューブってる: ｗｗｗｗｗ
[1700.654] ただのともや: ww
[1712.285] karua_06: これ楽しい〜？？
[1713.147] haya10004: 勝ったわ
[1716.687] 96nowa: ！？
[1716.743] (S)na7o_akr: 今のリアクションが昔のcodの動画思い出したわ
[1717.169] mob_9: はっや
[1718.151] monry_v7: はやw
[1720.662] takadon03: 当然ね
[1721.161] ゆぃたむ: GG
[1721.643] (S)うるふっ: いーじーwin
[1722.055] gavrosu: ペイロードか
[1722.335] decoy_55: はっやww
[1723.395] TY_ul1012: ww
[1725.720] momotqross: これ相手のvc聞こえないのか〜
[1725.834] ごじゃっペ: ルールわかってねえや
[1728.329] 横のタコ: チーデスかと思ってたわｗ
[1729.570] がみちゃそ: 一応ヘッショ倍率とかもある感じなんだね🤔
[1729.795] aburaage789: ルール関与してたのか？w
[1735.032] (S)らた茶湯: vodkav2GG
[1736.242] yasutaka_000: チーデスとかのほうが楽しそうだけどルールってどれくらいあるの？
[1736.912] k_k7854: びあぼー
[1748.136] oppeke0425: 相手のVC聞こえてほしい
[1767.573] ダイナミックモーブ: なんかほんとにちょうどいいゲーム
[1770.175] ~MISSING_COMMENTER_INFO~: SR ワンパン？
[1770.993] leeedss29: エイム勝負だしおもろそうではある
[1776.673] rushhikakinzz: 足音について教えて
[1777.406] zodiqc66: ボド〜スナイパーはあるのー？？
[1779.141] がみちゃそ: 余計キーマウのが強そうだな
[1779.437] 横のタコ: マジやん
[1780.439] shiomaneki95: キャラコン要素控えめ？
[1781.256] シンラくん: Padの感度どんなもんですか？
[1781.502] ~MISSING_COMMENTER_INFO~: SR楽しいよ
[1781.989] ggotsu: これがあの大会のやつ？
[1789.025] sabasuuuuuu: おもろそう
[1791.228] 六花_____: 控えめでいいスキンだな
[1797.157] がみちゃそ: いいね
[1797.337] (S)na7o_akr: バトルパス全部購入する動画出してくれ
[1797.454] takumiti_jpn: でもお高いんでしょ？
[1798.518] nata000109: このゲームヒットボックス小さいとか聞いたけど感じる？
[1800.111] ggotsu: なんかow感
[1812.265] masanori009: おもしろいですか？
[1812.384] mamoru_7924: 新作面白いですか？
[1824.161] NyanNyan: 回復するガス置ける
[1842.912] がみちゃそ: スカーはありますか？？hshs
[1846.791] oppeke0425: これカスタムとか自分で開けるのかな
[1847.183] 桜井景和: ACR強いけど反動うざい
[1849.235] 低音ちゃん: 弾抜けしてそうな時ある
[1850.156] Alter_8: ルールは少ないけどマップはまあまあある
[1851.116] おろちどつぽ1: ジャンプしながらの撃ち合い強くない？
[1859.809] おぷてい: リスポーン早いから結構ストレスフリーでできる
[1861.246] ninjinoishii: m4無反動じゃん
[1866.553] がみちゃそ: 萎えた
[1872.948] (S)新人おじさん: シージっぽい？
[1881.711] ftchinbk: 壁は抜けるのか？
[1886.457] ゆぃたむ: M4火力で多々うちまけるんよなぁ
[1906.932] shiomaneki95: 死体固まるのおもろ
[1908.032] がみちゃそ: いや、普通におもろそうだわこーれやります
[1920.749] おぷてい: ICRやな
[1928.931] gogen_g: 普通にドミネやりたいな
[1947.052] 低音ちゃん: 無料なのが素晴らしい
[1956.702] TY_ul1012: マップおもろいな
[1957.627] 蒼守: 雰囲気いいね
[1958.410] marvolo6: このクオリティで無料なのえぐいな
[1962.622] おぷてい: サーチみたいなモード出してくれないかな
[1972.364] Yozora_27: このマップいいね
[1975.337] gavrosu: ガスの回復早
[1979.008] セブンイレブンバイト: リーンとかありますか？
[1981.955] kni_ookame: 回復つっよｗ
[1989.306] nier12: ロボ押せksみたいな動画思い出すわ
[1990.008] Ara329: 回復するガスの回復速度えぐ
[1991.192] hochi4545: HP多いCODみたいな感じか
[2001.650] がみちゃそ: これリスポーン固定か？？？
[2003.399] gogen_g: グレつよいんで投げた方がいいっすよ
[2011.274] im_reosan: OWとCOD混ぜた感じ？
[2020.474] おぷてい: こんだけ燃えるとBo4のドラゴンブレス思い出すわ
[2021.447] ゆぃたむ: 個人的に同じ場所居座ることないからもう一個のヒールのが好き
[2030.572] ftchinbk: ゲーム内音声が迫真すぎるだろ
[2043.811] しーせ: 焼夷弾きしょいなw
[2044.621] daichaaan12: なんかオモロそうに見えてきた
[2055.757] luvia1234: なかなか炊けそうなゲームや
[2057.123] とらよぴ: 公式同士がブロックしてるらしい
[2058.132] yasutaka_000: 相手の湧きとルートわからないとプリエイムむずいね
[2062.740] yat2244: 開発してる人が元CoDって話だしな
[2062.824] darty18k: 燃やされた時の声が迫真すぎる
[2062.943] Rou49671: BO4ベースのBO3みたいな感じ
[2063.433] ただのともや: 新作って言われたら普通に信じる
[2065.224] mmae132: 操作感がシージに似てるかも
[2065.295] Alter_8: MAPとキャラがUBIのCODです
[2067.352] daddyds0831: BO4まじで好き
[2070.300] daichaaan12: codでも護衛モードあったよね
[2071.598] がみちゃそ: グラビティスパイクとかできるんじゃないか？
[2075.403] marvolo6: キルストリークなくて敵がちょっと堅いCOD
[2080.906] yazu_124: BO４が初めてのFPSやった
[2081.658] おぷてい: Bo4ベースの動きとかはモダンシリーズな気がする
[2085.453] meguru0219: ブラックアウトもくるかな？w
[2086.048] vardanttt: すぐ溶ける割には結構撃ち合うのね
[2086.700] n4rmh: ちょっとおもんない無料のCOD
[2095.066] rerererereeeeeee: まじでCOD
[2102.456] gomikasu_: スペシャリストないんか？
[2104.123] ワム: COD発売したんだ
[2105.905] kuroo0202: おもろそう
[2106.077] (S)na7o_akr: 撃ちあってる感じbo4に似てるよ
[2109.952] 蒼守: ウォーゾーンの影響で今のCODが出せなくなったCOD
[2116.563] darty18k: 燃えた時の声がきつい
[2119.672] rerererereeeeeee: CODの新作であってるよ
[2121.829] ganges456: あ
[2122.506] おぷてい: サーチ出てくれれば完璧なんだよ
[2123.205] がみちゃそ: キルストリークが要らないと思ってた俺には結構好きかも
[2124.460] haya10004: ナイストライw
[2125.599] せんなせな: ナイストライ
[2127.698] marvolo6: ナイストライｗｗｗ
[2127.983] ftchinbk: NT
[2130.652] foot_chicken: nt
[2130.699] darty18k: NT
[2131.275] gavrosu: OTあるんだ
[2131.318] ただのともや: ナイストライ
[2132.006] ninjinoishii: この糞ださフォントいいね
[2132.917] senanajp: こういうスキル系のCODまたでないかな
[2134.433] harryvega: スナイパーどう？
[2136.980] ハミ0221: BloodTrail
[2137.283] (S)na7o_akr: 惜敗
[2137.580] daddyds0831: ランクとかありますか？
[2137.993] Ara329: 煽りw
[2138.222] がみちゃそ: うぜぇw
[2138.789] nier12: 草
[2141.340] TY_ul1012: www
[2141.377] gomikasu_: ソードフィッシュないのか？
[2142.164] ftchinbk: ＾＾
[2142.798] endooomame: 敗者
[2142.946] すしはし: NT 
[2146.646] 雷矛: なんかダサい
[2149.360] nier12: BloodTrail
[2150.199] つかぽんたん: ADS連打するとかに歩き早くなる
[2150.987] keetun50: 内定
[2152.046] marvolo6: 音声は英語にする方がうるさくない気がします
[2153.020] aklife11: 楽しそうやから今ダウンロードしてるー
[2153.046] おぷてい: 誰かストロボライトもってこい
[2154.871] えびふらいんん: ぼどの名前なつい
[2155.930] darty18k: 燃えた時の声どうにかならないのかこれ
[2158.598] jamonigiri: 動力を止めろ
[2158.949] kuroo0202: おもろい？
[2168.537] im_reosan: ダウンロード長い...
[2169.378] kirinamantis: ak強い
[2177.523] otakara00: 解放された砂強いで！ほぼワンパン
[2177.566] ゆぃたむ: MP7撃ってて気持ちいい
[2177.825] るしゅか: 足音聞こえづらいですよねー
[2179.149] tomo__jp: AK強いらしいよ
[2180.759] Yozora_27: せやな
[2188.694] nier12: ランクあるのかこれw
[2189.385] がみちゃそ: でたばっかだしね
[2191.212] daichaaan12: 個人的にキルカメ欲しい
[2192.540] Alter_8: 9000円のCOD買うよりはまあ・・
[2192.572] gogen_g: ヴァロとは違う方向で安っぽい
[2202.598] jecht9898: L9knewなっつ
[2202.624] がみちゃそ: AKあるやん！！！
[2202.866] あすず: 出たばっかだし新鮮で楽しい
[2203.840] yasutaka_000: こういうゲーム性でランクモードって必要なのかな
[2204.707] daichaaan12: AK！！
[2208.430] buriyamaburio: CODの欠点はフルプライスだからな
[2210.226] otakara00: バーストのアサルトぶっ壊れやで
[2212.766] VoL_xll: akつよいお
[2213.283] gogen_g: しかも二年は絶対アプデするってさ
[2213.529] ryo02144649: スコストはないのかな
[2216.716] a8mahman: いいとこを抑えてるよね
[2219.086] nier12: ガバメントすこ
[2222.603] Ara329: みんな大好きAK
[2224.741] jamonigiri: ラインナップすこ
[2247.628] バルサミコ酢: キャラもチャレンジ
[2250.896] グリフォンです: ファークライもいるんだ
[2253.385] kuroo0202: サーチみたいなのあるんかな
[2254.893] ゆぃたむ: 経験値とったら解放されたはず
[2258.921] 六花_____: ストリークあったら嬉しいけど、ない方がいい人もいるんかな
[2259.242] a8mahman: チャレンジかある
[2261.483] marvolo6: キャラはチャレンジか課金
[2270.012] meguru0219: BO4みたいでオモロい
[2270.502] がみちゃそ: モードは選択制？？？
[2273.737] ftchinbk: はてしな
[2278.805] yat2244: 確か世界観的にはDivisionの系譜なんだっけ？あんま関係ないだろうけど
[2281.285] jecht9898: ストリークあったらいよいよまんまCOD
[2281.323] Alter_8: ウィッチドッグス
[2282.024] Nine_Triple: ウォッチドッグス
[2284.067] kuroo0202: おくたん
[2284.763] gogen_g: ないほうがええやろあんなん
[2284.960] foot_chicken: ウォッチドッグス
[2285.438] yasutaka_000: ウォッチどっくす？
[2293.211] yasutaka_000: ハッカーのやつか
[2293.630] tinkerbell_hanako344: 85歳のじいちゃんが友達から貰ったバラで人生初のバラ風呂に入るだけの動画あるから見てくれ！尺もトークも表情も完璧だぞ
[2304.585] (S)na7o_akr: 相変わらずこの毎回マッチ作成中で止まるのゴミすぎておもろい
[2310.503] ゆぃたむ: そのキャラの蜘蛛ドローンだいぶうざいw
[2313.526] kuroo0202: これPR？
[2316.182] a8mahman: ストリークあったら理不尽キルがきつくてしょうもないときあるからな
[2325.124] TY_ul1012: エイム勝負なの良さげ
[2336.645] ninjinoishii: BO4と同じくらいのスキル依存度か
[2337.552] daichaaan12: リロード気になる
[2338.144] yasutaka_000: 武器解説動画待ってます
[2342.386] donguri808: ak強いらしいよ
[2343.311] 肆愛徒: 無料FPSってこれ以上必要なのか
[2344.009] がみちゃそ: おばはんばっかりやないか！
[2348.359] yanineko_cb: スナイパー上げて4X8X可変スコープ手に入れたら世界変わった
[2350.049] Rou49671: βの時強いカスタムマジで最強だった
[2352.984] yat2244: これで超古臭いCoD風動画作ってみようぜ
[2354.512] ゆぃたむ: 特にこのゲームCodよりノンアタきちい
[2362.947] 六花_____: akよすぎるな
[2363.949] camcampop: レベル２は欲しい
[2375.503] chikutaku456: えっど
[2376.259] yat2244: タルコフやん
[2379.372] ninjinoishii: 銃声いいね
[2380.697] nier12: かっこよ
[2381.168] gogen_g: 中国製やん
[2382.377] marvolo6: ハードポイントみたいなルールが普通におもろい
[2382.943] さっささ: スカブが持ってる奴
[2383.107] TY_ul1012: いい
[2384.013] ゆぃたむ: ダストカバーちゃんと被せれるしねw
