[18.253] kiiroiinu88: O
[135.007] ruri_gm: ん？
[135.358] ayaraki15: これしてたらモテるかなぁ？
[135.408] nanohana20: そだよな
[135.517] zekki_zekki_: おい男も大事にしろ
[135.558] ~MISSING_COMMENTER_INFO~: 偉い
[135.567] an_123g: ニヤケたらリアコ消えます
[135.626] yukimiomochi: ポーカーフェイス保てよーwww
[136.233] kuma0_0927: ？
[136.529] ohani_2525: ワイプもっと大きくしてー！
[136.580] かえでつばめ: おにやは大喜びしてた
[136.751] nayunayu_nnn: 右のショートカットの子がタイプなんやろ❓❓なぁ❓❓❓
[136.994] ora_ozen: わくわく
[137.100] chama_live: するわけないよな
[137.207] あゆに: 願望丸出しや
[138.050] tyoushitirou: wwwww
[138.075] tntn_com: 金城、お前の全てを見してくれ
[138.161] (S)yuu_harugami: ねぇわ
[138.366] keeeeeeeeei_13: ん？
[138.990] tohu_1103: ほんとかー？
[139.084] (S)三色おだんご: もうわろてるんよな…
[139.187] mikigese: いいぞ金城❣️
[139.654] なちゃん25: きゃーー
[140.232] ペロペロンオチンチーノ: なんかペラペラ喋ってらぁ
[140.301] satoeee: うるせえジジイはよやれ
[140.415] strongzelo: ボッキはします
[140.449] takitategohann: geroki1Punch
[140.482] ibaranomajyo: ほほう
[140.629] か___: 丁寧なフリ
[140.841] (S)zoba_57: ムクムク
[140.844] tubura3: ？
[140.866] (S)cochan417: ほんまか？
[140.995] (S)コング_: がんばえー
[141.733] Bellechaso: さすがにな
[141.751] (S)ギャ: ワイプ大きくしよう
[141.933] toyunai_2525: そんなわけないよな？
[142.142] aruha_0113: ワイプ大きくしろ！！
[142.248] jjjjjjjtj: にちゃあ
[142.311] mumeichan1201: おっきいおっぱいのおねえさん！！！！！！！！！！
[142.350] (S)mussannnn: カッケー
[142.720] michiwwwwwwwww: 盛大にふってるな
[142.759] hopma_7: ひろきは黄色だよ絶対
[142.797] (S)ramiiiru: ほんと？
[142.937] meimeimiko: ぴろちゃんwww
[143.194] ごーぐる: じゃあワイプでかくしろよ
[143.223] (S)mizore_ame: 大きな振りですねwww
[143.691] あゆに: wwwwww
[143.837] (S)nonoji0113: geroki1Neko
[143.971] (S)poyo_jj: ほんとか？
[144.049] nanohana20: 男らしいわ
[144.073] moe_2514: WWW
[144.240] (S)hirunaruna: ポーカーフェイス配信
[144.735] wy_ws: えーーー
[144.745] 3ゆ: ひろきでっかくなって
[144.876] show15ta: 始まる前から終わってるじゃん笑
[144.949] (S)ten76558: ？
[144.953] (S)omaenoushiroda_0: 金城頼むぞ
[144.957] takitategohann: geroki1Yametene
[144.961] tenpaiobake: ほんと？
[145.080] ochiko115: 伸びてるよ
[145.111] riz0022: 絶対に無理だぞ
[145.156] (S)wanwan_5: ほんとぉ？
[145.171] okashiya: 漢
[145.214] pelican666pp: 女の子に大人気の歌い手ですからね
[145.512] osarutaicho: 女性ファンは年取ったら全員死ぬよ
[145.848] (S)risusiru: 顔大きくして！！！！！！
[145.936] cal10045: がちいく！がちいく！がちいく！
[146.514] solasidolex2: 前フリがひっでぇwww
[146.711] (S)おぎゃわん: そうだよねー
[146.718] (S)mitsuki2525816: ワイプおっきくしてください
[146.718] (S)usagi_taiyo: ほんまかな？ 
[146.923] aruha_0113: いけるだろ？
[147.142] こう123: お願いね！
[147.404] harunyun: フリすぎる
[147.542] miko_x_o: ワイプだけで良いぞ
[148.235] hageyamasanagain: えーーー、秒です。
[148.239] kona_1435: 後のフラグですか？？
[148.300] ~MISSING_COMMENTER_INFO~: 丁寧なフリ
[148.382] (S)saaaawa: へーほー
[148.433] (S)kometsubutsubu: 女性ファンいんたんですか？初耳です
[148.440] cat5c: ワイプ小さくない？
[148.450] shoutan1996: フラグ
[148.455] ace1ace1111: 丁寧にフってる
[148.875] (S)ラストサムライ福田: パンツ見れるぞ
[149.014] (S)anri_kamekame: www
[149.049] simosidesu: もうちょいワイプ大きくして
[149.095] (S)ten76558: geroki1Neko
[149.117] pinjky: geroki1Yametene
[149.518] (S)zoba_57: あ
[149.570] aruha_0113: え？
[149.789] まなぴぃちゃん: ほんとー？
[149.914] tomo_28256: 丁寧にフッていく！
[150.010] meimeimiko: 嘘ばっか
[150.118] marakasu12395755: 無理だろ
[150.121] (S)v_ga8g: ガチで楽しみwww
[150.538] あいきょ: ワイプでかくしろ！
[150.602] sakura_yrsk: むねでけえなあ
[150.619] ayaraki15: www
[150.637] (S)hakudesu117: でっかいフラグ立ててるで
[150.691] npa_a: フラグだーーー！！！！！！！
[150.811] reirei_bottakuri: もう伸びてます
[150.880] ubibibibibibibibibi: えっど
[150.990] (S)makiwoooo: geroki1Neko
[151.160] (S)ren_noze: geroki1Neko
[151.250] yuyu02321: もう少しでかくしよ
[151.385] (S)zoba_57: ひっど
[151.477] (S)とらおさん: ほーん
[151.588] ごーぐる: ショートカットの子可愛ええね
[151.680] ocha72525: wwwwwwwww
[151.799] (S)musshuuuuu: フリが凄いな
[151.817] (S)suzuno_26: ( °ω°)ﾎｩ
[152.008] (S)ギャ: それは謝れ
[152.218] chaco415: お疲れ様です！
[152.309] mumindaniel: 漢を見せてね
[152.955] konpasuta: 見た目どの子がタイプ？
[153.024] nutsbon0527: ホンマに❓
[153.090] mdmdmdmdmdw: え？
[153.154] meimeimiko: www
[153.154] toyunai_2525: フリやん
[153.387] (S)hibari_1104: ワイプでかくしろワイプでかくしろ
[153.585] るーでんすらっと: ｷﾀ━(ﾟ∀ﾟ)━!
[154.133] (S)miena317: もう伸びてない？
[154.352] (S)moscatonouveau: geroki1Neko
[155.368] maruru397: 壮大なフリ
[155.443] (S)umttmm: ワイプ10倍にして
[155.572] (S)piestmaru: 顔面アップにしようか？？？？？？
[155.805] ohyohyoseijin: のびのびです
[156.070] (S)まなみ_____: フラグ、、、、
[156.287] ごーぐる: はいはい
[156.327] 塩レモンティー: お紳士ひろきいけぇぇぇ
[157.032] nanohana20: kp
[157.261] hqrcaaaaa: 草
[157.403] Hiyori__123: www
[157.608] アンメルツ_: ほんとかなぁ
[157.693] riz0022: フラグめっちゃ立てるやん
[157.916] cal10045: ムクムクしてますね
[158.125] kyo_o119: 笑
[158.132] raru_004: geroki1Yametene
[158.360] terii303: ふりやん
[158.456] aruha_0113: 振りすぎだろ？
[158.787] ohani_2525: フリが丁寧すぎる
[158.844] (S)umttmm: いいね
[159.008] takitategohann: geroki1Punch
[159.038] ゆうちゃんっ: ムクムクしたら終了にした方がええぞ
[159.327] ガンク注意報: geroki1Yametene
[159.615] (S)zoba_57: いいね
[159.724] mochi963: どの子が好みかな〜＾＾
[159.934] ななみん0123: geroki1Yametene
[160.148] satomaru__: 歯茎見せないでね
[160.157] yu_u0005: ワイプもうちょいでかく
[160.566] chama_live: 檸檬同いいね
[160.619] wy_ws: wwwwwww
[160.633] しゃけぼ: じゃあそもそもやるなww
[160.789] hentaj_man: ほんとぉ？
[161.048] (S)usagi_taiyo: geroki1Daipan
[161.050] (S)まなみ_____: おお
[161.482] (S)mizore_ame: BANだけ気をつけてね(´・ω・｀)
[161.717] pelican666pp: いいね
[161.733] npa_a: きれーーにふってるな！！
[161.983] (S)omaenoushiroda_0: お酒もいきますと
[162.121] しらたま222: geroki1Yametene
[162.337] andante_mii: 顔ズームしてますね
[162.516] コーラと結婚してる人: 先に裏切るのか、、
[162.537] mikiangels: こんばんは 
[162.627] ~MISSING_COMMENTER_INFO~: ニヤニヤ
[163.206] ごーぐる: フラグフラグ
[163.501] ぽぷぽぷ: これでにやけて終わったらリアコやめます
[163.585] (S)yuu_harugami: ガチ草振りが長いぞらぶりーちゃん
[163.783] kayatohana: 泣いちゃうからねー
[163.842] michiwwwwwwwww: 5秒で終わりそうw
[164.365] いぱれ: 金城終了の御案内
[164.449] hageyamasanagain: ワイプ大きくしてくれ！！！！
[164.571] 2moji_: ワイプでかくしよ
[164.588] yae_karasu: 一回抜いとこう
[164.771] (S)かん69: KP〜
[164.793] meimeimiko: 30秒後にニヤニヤしとる
[164.820] aruha_0113: 振ってんな！
[165.060] (S)poyo_jj: おぉ
[165.128] (S)hirunaruna: 飲酒最高！！
[165.210] kona_1435: フラグですか？？
[165.260] 桂ポ太郎: geroki1Yametene
[165.435] terii303: むくむくはするの？
[165.575] ruri_gm: wwwwwww
[165.632] ocha72525: うぇーい
[165.661] ujichankuyan: もう笑ってるよ〜
[165.765] こいだま: 多分無理や
[165.871] 侍蟻: 歴戦のアイドル歌い手舐めるなよと
[165.950] (S)三色おだんご: フラグ立てまくってますねえ
[166.185] (S)コング_: 紳士プレイ
[166.421] hitonastu: ワイプと逆にして
[166.536] (S)risusiru: 乾杯
[166.935] moe_2514: フラグな気がするな
[167.022] (S)zoba_57: 乾杯
[167.023] MachineGunBaby_00: 蛇足サイズ
[167.109] 75tan: geroki1Punch
[167.140] nayunayu_nnn: 右のショートの子かわえ〜 
[167.357] か___: もっとワイプ大きくして
[167.592] 3ゆ: ひろきおっきくなって
[167.819] (S)slso18: どうせ青のショートが好きなんだろ
[167.821] aruha_0113: おっけーー！
[167.911] かえでつばめ: フリ完了、っと
[168.366] マキシマス田中: ワイプでかくしてよ！
[168.512] なちゃん25: 既に怪しい
[168.545] chaco415: ニヤニヤしてるGeroさん見たくないですからね？？？www
[168.587] riz0022: けぴー
[168.603] totsugeki_iruka: kp!
[169.063] 塩レモンティー: geroki1Punch
[169.256] marakasu12395755: チュートリアルもできない
[169.285] eenn_25: kp
[169.441] エレクトロ: ｋｐ
[169.679] (S)いけちゃむ: 飲んでるの？
[169.722] まなぴぃちゃん: ほんとかなぁぁぁ？ww
[169.786] (S)risusiru: geroki1Punch
[169.882] あゆに: 歯茎丸出しの未来が見える
[169.885] ocha72525: かんぱーい
[169.923] (S)hayakenta: kp
[170.063] (S)hirunaruna: かんぱい！
[170.327] guriguri777: geroki1Punch
[170.489] (S)VamosNeftali: KP
[170.642] (S)ren_noze: もっとワイプ
[170.861] aruha_0113: カンパーイ！！
[170.878] (S)kometsubutsubu: ワイプ小さくてツッコミづらいぞ
[171.145] mumindaniel: いいね
[171.422] muzoudokozo: kp
[171.538] okashiya: kp
[171.565] (S)nyon_1026: 最高wwwwwwwww
[171.789] terii303: kp
[171.984] (S)ギャ: かんぱーい
[172.208] (S)迷子の社会人: kp
[172.252] こいだま: KP
[172.784] ace1ace1111: kp
[172.979] (S)みほちゃんんん: かんぱい！！
[173.202] (S)mussannnn: かんぱーい！
[173.228] mmmer117: ワイプとゲーム画面比率逆でお願いします
[173.279] tohu_1103: かんぱーい！
[173.400] (S)v_ga8g: KP
[173.410] irumu_twitch: 乾杯〜
[173.934] きのこる大明神: geroki1Yametene
[174.014] か___: KP
[174.154] meimeimiko: スクショ取らなwww
[174.191] ガンク注意報: geroki1Punch
[174.397] たこやきの中身: ここまで丁寧なフリです
[174.444] (S)pon8_k5: らぶりーちゃんかんぱーい
[174.447] (S)saaaawa: KP!
[174.619] (S)musshuuuuu: KP
[174.857] pelican666pp: kp
[175.001] (S)cochan417: kp
[175.073] (S)romshiyo: かんぱーい
[175.250] satomaru__: kp
[175.309] (S)コング_: Kp
[175.555] (S)ten76558: 乾杯🍻🍻🍻🍻
[175.816] (S)mitsuki2525816: ワイプおっきくしてー
[175.909] michiwwwwwwwww: カンパーイ
[176.047] まみむめもみか: 檸檬堂な
[176.266] npa_a: けーぴー
[176.543] nano_gr: KP！
[176.589] (S)yui0407_kl: かんぱい！！！
[176.631] しらたま222: かんぱーい 
[176.751] kagaribi_0000: 保険かけるなよ金城、笑え
[176.752] (S)yuu_harugami: kp
[176.770] (S)チズケキ: かんぱーい！
[176.979] (S)makiwoooo: ニヤニヤしたらどうする 
[177.211] chaco415: KP～!
[177.214] (S)ちゃろまま: かんぱい
[177.442] marakasu12395755: kp
[177.457] maaaatan_: kp
[177.470] ika_poppo_chan: kp
[177.532] takemakichan: がんべいー
[177.685] shoutan1996: 誰がタイプ？
[177.754] yu00u: kp
[177.886] (S)risusiru: ワイプ小さいよ
[177.927] かすたみ: ｋｐ
[178.095] (S)ren_noze: kp
[178.159] ohani_2525: KP
[178.288] (S)suzuno_26: Kp!
[178.289] cat5c: ワイプ小さい逃げるな
[178.396] 75tan: geroki1Yametene
[178.691] りあち__: けぴ
[178.913] (S)wanwan_5: DinoDance
[178.992] (S)kometsubutsubu: kp
[179.131] (S)meauchap: やほー
[179.140] reirei_bottakuri: ルール通りにやったら3分持たない…
[179.208] aruha_0113: ふぅーー！！
[179.214] (S)zoba_57: ｋｐ
[179.348] (S)ymk__jp: ｋｐ
[179.396] まなぴぃちゃん: かんぱい！
[179.440] mochi963: ワイプでかくしろ
[179.473] (S)kohaku_sazanami: 乾杯〜
[179.577] hageyamasanagain: ワイプ大きくしてくれ！！！！！
[179.755] Oreo9_monster: かんぱーい 
[179.780] (S)かん69: ショートカットの子いるのかな？
[179.962] yuyu02321: geroki1Punch
[180.511] ぽぷぽぷ: KP〜
[180.708] mdmdmdmdmdw: 🍻
[180.938] cal10045: ムクムク
[181.696] マソ仔: ワイプとゲーム画面の比率逆でいいぞれ
[182.020] (S)38miyat: かんぱーい
[182.106] (S)エレみょん: Kp
[182.218] きのこる大明神: KP
[182.298] aren_1220: かんぱーい！
[182.478] (S)pon8_k5: おつかれ様ですー
[182.732] atmgmwgs: Gero飲むのめずらし
[182.889] riz0022: 酔ってこうぜー！！
[183.484] ゆうちゃんっ: ニヤニヤムクムクギンギンシコシコ
[183.770] haizi: むほほほ
[183.946] nutsbon0527: もうニヤけてるよ
[183.987] (S)とらおさん: kp
[184.380] (S)hirunaruna: geroki1Dance
[184.509] ガンク注意報: 乾杯🍻
[184.562] (S)zoba_57: ニヤニヤ
[184.603] ハチ1028: 乾杯！
[184.768] (S)cochan417: ワイプ大きくしてくれ
[185.502] (S)meauchap: 飲酒！！
[185.555] yukimiomochi: これで金城の息子育ったらどないすんの
[185.828] (S)どげざぷろ: kjもうちょいでかくなってよ〜
[185.971] andante_mii: 👀
[186.087] ロペぺ: ワイプちっさ
[186.406] ようですよ: KP
[186.877] ocha72525: wwwwwwww
[187.498] aruha_0113: えっど！
[187.579] shoutan1996: 誰がタイプ？？？
[187.671] か___: ワイプでかくしてほしいにょ
[187.731] eenn_25: ワイプでかくして
[188.526] yukkiyoko: ひろききたぞー
[188.625] ika_poppo_chan: ワイプでかくしようぜ！
[188.684] tomyam_kung_: ニコニコ上がり特有の即落ち企画いいね
[188.748] (S)megenai_suzume: やあ！
[189.126] nanohana20: 不埒なゲームね
[189.741] amadeus_0716: もうすぐ40がそーよなあ
[189.792] npa_a: すぐニヤけるやろ
[190.488] meimeimiko: www
[190.636] gaogaoumaizo: geroki1Punch
[190.910] (S)かん69: ワイプ大きくして〜
[191.043] (S)yuu_harugami: 顔にやけてんぞ
[191.531] atnb_: 絶対即おわるやんこれw
[191.735] galm4: VARありますか？
[192.367] (S)lemon_smashmk3: ワイプちっさ
[192.919] toyocasinomu: もう面白い
[193.063] 3ゆ: WWWWWWW
[193.131] こう123: ガチ恋勢なんでお願いします
[193.694] まなぴぃちゃん: ワイプおっきくしてー
[193.893] sekuharatandai4: やあ
[193.932] (S)cochan417: ワイプちっさいぞ
[194.828] pine00111: レギュレーションしっかり決めよう
[194.915] nutsbon0527: ニヤニヤ
[195.056] aruha_0113: ありがとうございます！！
[195.195] (S)omaenoushiroda_0: もっといけるだろ
[195.348] (S)zoba_57: えっど
[195.365] totsugeki_iruka: もうにやけてない？
[195.919] (S)meauchap: にやけないでできるのか？
[196.057] haizi: 有名歌い手がええんか？
[196.277] raru_004: geroki1Yametene
[196.749] yuyu02321: 余裕だと思うからワイプでかくしよ
[196.895] ace1ace1111: もっと
[197.107] mikiangels: 楽しみ(((o(*ﾟ▽ﾟ*)o)))
[197.167] atmgmwgs: ワイプおっきく
[197.541] (S)ちゃろまま: 今日もイケメンさん✨
[197.563] nanohana20: そんなもんで
[197.883] ochiko115: リアコがしぬぞ
[198.615] takowasa_0106: geroki1Punch
[198.848] 3ゆ: もうちょい
[199.091] harunyun: ワイプ大きい方がニヤつきがわかる
[199.614] meimeimiko: 巨乳ちゃん
[199.662] aruha_0113: にやけてない？
[199.703] (S)おばけちゃそ: おいgero！井上尚弥の試合だけは見させてくれないか？？
[199.812] ~MISSING_COMMENTER_INFO~: ニヤニヤ
[200.301] miko_x_o: もっと
[200.442] yukimiomochi: もうちょい
[200.500] alualuaalua: 最高！！
[200.550] yukkiyoko: まーたえっちぃのやってー
[201.575] (S)zoba_57: ムクムク
[201.803] shikaku_square: お股みえちゃうよ
[201.855] (S)omaenoushiroda_0: もっとでかくしろ
[201.968] (S)yuu_harugami: もうにやけとるぞ
[202.512] ガンク注意報: ワイプでかくして
[202.756] (S)tapitapi0114: geroki1Yametene
[202.782] 3ゆ: デカくしろ
[203.322] (S)ten76558: ~MISSING_MESSAGE_INFO~
[203.802] マソ仔: もっと、
[203.931] ujichankuyan: ニヤニヤ〜
[204.012] yae_karasu: 企画破綻してしまうかもなぁ
[204.188] haizi: アイドルがやるゲームちゃうて
[204.210] (S)poyo_jj: ニヤニヤ
