[6.359] (S)peho_okok: PopNemo
[355.780] (S)kiara3_55: レイナはデュエやんww
[359.968] (S)hikabiru: hikabiru subscribed with Prime. 
[367.015] (S)あねむ: gocchaKirakira
[381.395] (S)nemuiyoru: gocchaWakotu
[390.092] (S)mee_54: uni100ふぁいと 
[392.498] (S)癒雨: gocchaWakotu
[393.179] (S)なおみみ: gocchaWakotu
[398.464] violet_cha: わこつ
[403.459] (S)まりん_112: かわち 
[408.362] mao_0265: こんばんは！
[408.450] (S)みゆ5252: (っ ॑꒳ ॑c)ﾜｸﾜｸ
[411.823] (S)ki_bou101: gocchaWakotu
[420.707] (S)エメリ: おもろそだねー
[451.153] (S)野苺: gocchaWakotu
[453.257] shinbas: gocchaKirakira
[461.185] (S)_いぶ: gocchaWakotu
[464.408] (S)gardenia_1024: gocchaWakotu
[466.581] (S)_りお: gocchaWakotu
[470.626] akiaki1109: ないび 
[472.249] (S)738yukapin: Cheer100
[475.133] (S)nanashi3774: gocchaWakotu
[478.478] (S)青崎すみれ: www
[478.606] (S)あいつぉん: えwwww
[478.692] (S)noposan: gocchaWakotu
[479.554] akiaki1109: w w
[480.597] (S)Caaarii_: えw
[481.268] (S)いとあ: Cheer1000
[481.735] (S)__しずか: 花火www
[481.947] (S)_凛_: えｗｗ
[482.814] (S)ゆきぃにゃん: 花火ｗｗ
[482.868] (S)あねむ: ｗｗｗ
[483.138] (S)mee_54: ふぁいと Corgo100
[485.198] (S)bell_88888: www
[485.351] (S)ららるる0206: www
[485.442] (S)pokorugon: gocchaWakotu
[485.919] (S)るえん: gocchaWww
[485.921] ayano72o: gocchaWww
[486.032] (S)tricluster: 花火ｗｗｗ
[486.583] yakkora: w
[486.813] (S)みゆ5252: え！w
[487.126] (S)あいつぉん: wwwwww
[487.544] (S)まりん_112: 花火ww
[488.966] (S)すーさん1111: www
[489.356] (S)_真琴_: wwwww
[490.096] (S)地下飛びぺんぎん: 花火www
[490.378] (S)リイア: なんでwwwww
[490.957] (S)みゃみゅみょん: 花火だw
[491.253] (S)鬼煎ちゃん: gocchaWakotu
[491.491] (S)みほまる_: wwwwwwwwww
[491.575] (S)_とい_: wwww
[491.769] (S)ピン汰: おおおwww
[494.223] 水仙すいせん: WWWW
[494.304] (S)おやつはほねっこ: 🤣🤣🤣
[494.329] (S)勇海_ゆう: gocchaWww
[494.835] (S)かぉちゃん: wwwww
[497.577] (S)nanashi3774: 花火だー
[500.700] (S)ピン汰: gocchaWww
[503.402] akiaki1109: gocchaWww
[504.355] (S)あいつぉん: パーティータイムできるやんwwww
[504.901] (S)りいちゃん8: ｗｗｗｗｗ
[506.853] (S)ららるる0206: gocchaWww￼ 
[507.010] (S)えりンギ: たまやーー
[513.132] (S)かぉちゃん: にいにwww
[514.272] _ねねね_: gocchaWww
[517.472] hachiko0000: 花火結構うるさいから音の邪魔出来そう
[525.007] (S)eaSTARTwind39: えっぐ
[525.017] (S)みゃみゅみょん: えー
[525.023] (S)_いぶ: あ
[526.596] (S)__しずか: Wwwwww
[528.258] (S)kiara3_55: えええ
[528.503] (S)えりンギ: おっと
[530.146] (S)かぉちゃん: え
[531.744] (S)ららるる0206: え
[532.504] (S)_ぴぴまる: え
[532.519] (S)まりん_112: あw
[532.698] (S)さく__12: www
[533.295] 水仙すいせん: あ
[534.243] akiaki1109: w w w
[534.909] (S)mee_54: www
[535.462] (S)のんのん10: Cheer100
[537.936] (S)_凛_: www
[540.986] (S)るえん: ww
[546.228] (S)tricluster: 流れるようなメンバー確認ｗ
[549.760] (S)ピン汰: gocchaWww
[550.875] (S)_いぶ: www
[551.689] akiaki1109: w w
[552.151] (S)みゆ5252: wwwww
[553.150] __とうふ__: ボスと華月以外は平気か
[554.496] (S)わかめ__777: 無言で確認w
[558.441] (S)ららるる0206: w
[563.411] (S)僞髏_ぎる_: gocchaWww
[564.873] (S)toriball1221: gocchaWakotu
[565.657] スヴァル: 心なきは神様
[572.319] (S)もえーな: もえーな subscribed at Tier 1. They've subscribed for 7 months! 
[573.803] (S)tukino_00: www
[579.673] (S)あーさん__: gocchaWakotu
[580.379] (S)ゆきぃにゃん: ちゃりｗ
[580.453] (S)Caaarii_: チャリw
[583.868] (S)mari_atsu_kai: gocchaWakotu
[587.697] ちゃむ05: ごんwwwwwwwwwwwwwwww
[596.525] akiaki1109: w w
[597.234] (S)しののめかなた: おきるｗ
[600.287] (S)ららるる0206: ww
[602.147] 水仙すいせん: WW
[603.273] (S)あーさん__: 𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[603.278] (S)aaaepoeo: wwwww
[604.030] (S)みゃみゅみょん: wwwww
[604.467] (S)mofumofu_uchiko: wwwwww
[608.028] スヴァル: wwww
[610.341] (S)氷崎光輝_こうき_: gocchaWakotu
[611.043] __とうふ__: 煽り運転してるwww
[612.516] 水仙すいせん: WWWWWWW
[615.284] (S)はにちっく: 今日も配信ありがと〜 
[616.589] (S)eaSTARTwind39: まりおｗ
[617.725] (S)みゃみゅみょん: マリオw
[619.549] (S)ひゆみこ: マリオ 
[620.727] anjin8william: Cheer100
[620.978] スヴァル: 煽りw
[621.674] (S)atsumori_pop: マリオのテーマやめて？ｗ
[622.957] (S)jinoelskyo: マリオｗ
[623.241] (S)はくまいこ: マリオwww
[629.194] (S)パチモーノ_ウェスカー: gocchaWakotu
[635.162] (S)時計草: w
[635.399] さんっ: マリオは何故か分かるw
[635.834] (S)しゅまろん: マリオだーw
[637.502] (S)ピン汰: www
[654.034] (S)あいめろち: gocchaWakotu
[656.492] (S)お餅ちゃん0929: gocchaWakotu
[672.517] shiki3588: こんばんは
[675.288] (S)そらまめ25: gocchaWakotu
[677.914] (S)地下飛びぺんぎん: gocchaGanbare
[685.327] (S)Caaarii_: 今日はレッサンなしかw
[686.769] (S)しののめかなた: GoblinJam
[689.475] mini_size5: こんばんはー！
[690.526] (S)名犬ちーず: gocchaWakotu
[693.783] Cypher0410: こんちは！
[702.820] (S)shink1234: これ横取り来たらめんどくさそうｗ
[704.280] (S)えりざべす___: わこ 
[711.423] (S)あにてぃ: gocchaWakotu
[727.657] (S)motok070: えw
[729.821] (S)春雨前線: かみかみwwwwwwwww
[733.855] (S)ららるる0206: ゴンww
[734.183] (S)ひぃ: gocchaWakotu
[738.487] (S)しののめかなた: 横取りきたら横取り一人勝ちなるｗ
[741.401] (S)motok070: もう負けてるw
[748.819] (S)はくまいこ: ハンドガンユニオンれむくん思い出すなぁww
[750.760] (S)レフ1109: gocchaWakotu
[752.998] (S)みゃみゅみょん: wwwww
[753.185] akiaki1109: w w
[754.525] (S)みゆ5252: www
[755.109] ken46_kk: その時はノーリミに助けてもらおう
[755.409] (S)ピン汰: wwwwww
[755.639] (S)しののめかなた: ｗｗｗ
[757.155] (S)kiara3_55: www
[757.695] (S)あいつぉん: アーマーがーww
[758.597] (S)タリ2525: www
[759.518] (S)Caaarii_: 血がww
[761.681] (S)リイア: あwwwww
[764.950] (S)ららるる0206: ww
[765.005] (S)しののめかなた: カジノｗ
[771.790] さなちゃん__: あwww
[771.997] (S)地下飛びぺんぎん: あ
[775.230] (S)はくまいこ: カジノww
[777.089] スヴァル: カジノだ！
[777.313] (S)kino_1103: カジノだー
[777.869] さんっ: はやーw
[780.537] _ねねね_: アーマー 
[786.571] (S)みほまる_: 取られたあ
[786.895] (S)るーさー39: ~MISSING_MESSAGE_INFO~
[790.728] ライアック: そこのれんだ
[795.270] (S)しののめかなた: つよいｗ
[798.976] (S)あいつぉん: こんなとこ登れたのねwww
[801.714] (S)えりンギ: 強そう
[805.441] (S)kiara3_55: 強そう
[805.554] kiri00407: つよw
[812.211] りおい: つよｗｗｗｗ
[812.219] (S)とまだ: 強そうw
[812.768] (S)motok070: 見えないのかな
[814.047] (S)丸かいてちょん: そこ見えないんじゃないっけ？
[814.677] ranmaru43: それ外から見えないはず
[814.910] (S)ピン汰: gocchaKirakira
[815.758] _ねねね_: つよつよ！ 
[824.452] (S)bulu_chan: そこワンウェイのはず
[824.697] (S)motok070: つよm
[827.749] kotobuki8: シャンクズが見つけたとこか
[827.896] みにのあ: 外から見えない気がするw
[830.773] (S)らむれむ: 見えない歪みあるからダメか
[831.419] (S)めるしぃ12: 歪んで見えないやつじゃない？
[832.292] bo_kunn: ワンウェイっぽいな
[833.972] (S)ららるる0206: そこは、ダメかも
[834.181] (S)mukuFPS: それそすさんが言ってた禁忌やね
[835.301] (S)motok070: え
[835.463] どーぷちゃん: わこつです。
[839.519] (S)こよい__: 歪みか
[842.290] (S)しののめかなた: ワンウェイか
[843.199] (S)ohagi_0149: そこは見えない場所
[843.927] (S)bababenzou: ワンウェイやね
[844.155] (S)garakee: gocchaWakotu
[845.283] _ねねね_: みえない？
[849.385] __とうふ__: それ行っちゃいけないとこ
[852.564] kotobuki8: そこゆがみで見えないはず
[856.136] Fumituki0121: 見えない場所だめか
[863.281] (S)丸かいてちょん: 前回も同じことしてたw
[864.412] (S)おーちゃん21: gocchaWakotu
[870.007] (S)Caaarii_: PopNemo
[871.417] _ねねね_: なんで！🤔
[877.215] (S)atsumori_pop: 見えるんかい！
[887.621] crvsp_satou: 下からは見えないの？？
[887.905] (S)atsumori_pop: 見えないんかい！？
[890.879] (S)asahiru21: しょうじがのってたとこ？
[891.644] (S)リイア: 強いねこれ
[896.546] (S)はくまいこ: あぶなwww
[899.885] _ねねね_: 不思議すぎる
[900.005] (S)しののめかなた: しょうじがのってたところかｗ
[901.254] (S)あねむ: ｗｗｗ
[902.569] crvsp_satou: おきる撃ちそうwww
[905.154] kiri00407: 見えないじゃなくて見つけられてないんじゃね?
[911.855] ryu_ki25: 最強か
[917.274] みにのあ: しょうじは一個下だった気がする
[921.524] (S)みるもち: gocchaWakotu
[921.989] (S)しののめかなた: ワンウェイになってるのか
[929.362] (S)野苺: ほぇ〜
[932.151] (S)ゆめちゃび: gocchaWakotu
[935.212] (S)___み___: 見えないんだ
[936.706] (S)える__2: gocchaWakotu
[940.651] (S)いおりさ: 最強
[943.427] (S)wausute: gocchaWakotu
[943.579] _ねねね_: 強くて使えそうだったのに残念 
[946.625] (S)るちっ: るちっ subscribed at Tier 1. They've subscribed for 7 months, currently on a 7 month streak! 
[953.483] (S)しののめかなた: 応援もいますｗ
[958.491] (S)komachi0715: レッサン 
[959.436] (S)Caaarii_: レッサンw
[959.546] uten07: でも最強だな！！使おう！wwwwww
[959.752] (S)おーちゃん21: gocchaWww
[959.948] dattekare_panjyan: またヘリレッサン？？
[966.809] (S)リイア: レッサン！
[969.473] (S)にゃーこ0363: れっさんほんと好き(*´ω｀*)
[975.358] _ねねね_: 安定のレッサン 
[975.865] (S)kurohitsuji0207: gocchaGanbare
[983.712] (S)おーちゃん21: gocchaGanbare
[987.802] (S)とまだ: gocchaGanbare
[993.737] (S)ちゅんんんん: gocchaWakotu
[993.743] (S)_ぴぴまる: gocchaGanbare
[994.752] (S)地下飛びぺんぎん: gocchaGanbare
[996.699] _ねねね_: 頑張れー！ 
[998.397] (S)みゆ5252: gocchaGanbare
[999.396] (S)あいつぉん: gocchaGanbare
[999.493] (S)おやつはほねっこ: gocchaGanbare
[1000.680] (S)ない_: gocchaGanbare
[1003.289] (S)kiara3_55: gocchaGanbare
[1004.611] (S)るえん: gocchaGanbare
[1004.810] (S)そらまめ25: gocchaGanbare
[1005.996] (S)ゆるう: gocchaGanbare
[1007.151] (S)たつみん: gocchaGanbare
[1008.896] (S)このか_024: gocchaWakotu
[1010.387] ライアック: 警察の選抜だれかな
[1010.865] (S)りょうた893: gocchaGanbare
[1010.916] (S)かぉちゃん: gocchaGanbare
[1012.192] (S)さく__12: gocchaGanbare
[1016.735] (S)このか_024: gocchaGanbare
[1019.125] ゲーデすぁん: gocchaGanbare
[1021.803] (S)ゆぅたん00: Cheer1000 
[1023.848] (S)名犬ちーず: gocchaGanbare
[1031.778] (S)kiara3_55: gocchaLove
[1033.201] (S)おやつはほねっこ: gocchaLove
[1035.733] (S)たくぽんぽん: gocchaGanbare
[1037.205] (S)__さち__: ふぁいとー 
[1039.344] akiaki1109: gocchaLove
[1041.575] Taroron: がんばれー！
[1041.800] (S)みゆ5252: gocchaLove
[1041.880] _ねねね_: 楽しんでー 
[1043.168] (S)エメリ: がんばれー 
[1048.190] りおい: エコ頑張れ～
[1048.274] (S)るえん: gocchaLove
[1052.893] (S)たけたけみ: gocchaGanbare
[1059.433] (S)ピン汰: がんばれー 
[1064.091] (S)ありゅべ: gocchaGanbare
[1067.091] (S)りったん28: クッパ食べましたか？
[1068.274] (S)_凛_: gocchaGanbare
[1070.427] (S)黒亜_: gocchaWakotu
[1072.313] akiaki1109: gocchaLove
[1072.787] (S)ゆぅたん00: 頑張れ 
[1081.215] (S)おやつはほねっこ: gocchaLove
[1084.789] (S)勇海_ゆう: gocchaGanbare
[1085.701] (S)ピン汰: おおお 
[1086.094] (S)___み___: おお
[1087.668] (S)あいつぉん: いいねw
[1088.239] (S)motok070: おお
[1088.257] YAMAZAERU: おお
[1088.297] (S)なおなおみん: gocchaWakotu
[1088.480] (S)うしの子: おぉ
[1088.778] (S)ひゆみこ: gocchaGanbare
[1089.051] (S)りったん28: いええええい！
[1089.439] (S)kiara3_55: おお！
[1090.196] (S)るえん: おおお 
[1091.373] (S)みゆ5252: おー！
[1091.445] (S)ゆきぃにゃん: ないす 
[1092.731] どーぷちゃん: おー
[1093.351] (S)_ぴぴまる: おおお
[1093.429] (S)darumario: ナイス！
[1093.454] (S)ららるる0206: おお！
[1093.566] (S)キルア11223344: せせりも？
[1094.006] (S)YOKAZE_1031: gocchaWakotu
[1094.029] (S)蒼依_はるの: gocchaLove
[1094.505] (S)ピン汰: 良かったぁ 
[1095.098] _ねねね_: ないす
[1095.203] (S)地下飛びぺんぎん: おおお！
[1095.311] (S)ゆう_黒: おお 
[1095.743] (S)みゃみゅみょん: よかったでーす！
[1097.020] (S)野苺: よかったです！
[1097.323] こはるぅ: ボスおはようございます
[1097.896] (S)hofura05: ないす！
[1097.951] (S)ららるる0206: よかったです！
[1098.410] (S)motok070: いいなぁ
[1098.992] (S)みゆ5252: よかった 
[1099.461] (S)時計草: gocchaLove
[1099.617] さなちゃん__: せせりも食べた？
[1099.672] 桃饅: なにたべましたか！
[1101.250] (S)_ぴぴまる: 良いね 
[1101.461] さんっ: やったー！
[1101.944] (S)まりん_112: よかったねぇ 
[1104.690] (S)__さち__: よかったです 
[1104.946] (S)kurohitsuji0207: gocchaLove
[1105.034] _ねねね_: よかったです 
[1109.451] (S)エメリ: いいなー
[1110.745] starrysky___: それはよかった
[1111.556] (S)motok070: gocchaLove
[1112.602] 水仙すいせん: よかったねぇ☺️
[1113.479] (S)ユルカ: 良かったですw
[1118.460] (S)ピン汰: gocchaLove
[1119.067] (S)九州しょうゆ: gocchaLove
[1121.231] (S)ねこもふもふん: gocchaLove
[1123.114] (S)kodaigo31: せせり！！！
[1126.455] (S)みゃみゅみょん: ハラミ？
[1127.725] (S)タリ2525: 腹減ってきた
[1128.471] (S)かずな0318: 痰
[1129.064] (S)blau_lira: 上使えたら強いなぁ
[1129.309] _ねねね_: たん最高ー！！！
[1130.261] ayano72o: gocchaKirakira
[1131.485] (S)みゆ5252: いいねー！
[1132.912] ooiothi: ハラミ
[1133.149] (S)motok070: おおー
[1135.363] (S)matsubouzu777: 美味そう
[1136.625] (S)るえん: gocchaKirakira
[1136.808] kiri00407: おー
[1138.580] (S)地下飛びぺんぎん: gocchaLove
[1139.563] さんっ: せせりは！？
[1140.315] _ねねね_: さがり？？🤔
[1143.613] (S)mofumofu_uchiko: お腹すいた 
[1145.590] ooiothi: くり？
[1146.419] _ねねね_: くり？？
[1146.507] (S)わかめ__777: ひとりやきにく？！
[1146.540] (S)うしの子: サガリいいなぁ
[1146.756] (S)けいこ0630: カルビはもう重いかw
[1147.010] (S)あいつぉん: くり？🌰
[1147.025] (S)よだっちょ0115: 栗？
[1147.199] (S)地下飛びぺんぎん: くり？
[1147.726] (S)Caaarii_: くり？
[1147.952] (S)__さち__: くり？
[1149.656] (S)かぉちゃん: くり？
[1153.069] (S)みゆ5252: くりってなに？
[1153.209] (S)キルア11223344: くり？
[1153.753] (S)まりん_112: 栗？w
[1154.748] _ねねね_: くり始めて聞いた
[1154.957] ooiothi: クリ？
[1155.180] (S)颯椛: くり？
[1155.325] (S)はくまいこ: デザート？
[1155.367] (S)しゅまろん: クリ？マロン？
[1155.387] (S)みゃみゅみょん: くり？
[1155.389] kulogane999: センマイきらい？
[1156.359] (S)motok070: くり？
[1160.749] (S)すーさん1111: 🌰
[1162.860] ooiothi: と？
[1163.185] (S)niika_asha_330: 家でカシラとセセリ焼いて食べましたw
[1166.537] kiri00407: くり？
[1167.116] lacoste_st: 栗？
[1167.360] toshi4832: ？
[1167.440] _ねねね_: え、栗ってこと？？w
[1167.593] (S)motok070: へー
[1168.430] きいの: せせりは？
[1170.723] (S)かぉちゃん: デザート？ww
[1170.837] (S)はくまいこ: 部位なんだww
[1171.550] (S)sayu2727: くり？
[1172.441] (S)yabancha: 隠語？
[1174.349] (S)りびりび: 初めて聞いた
[1174.589] (S)みゆ5252: 初めて聞いた！
[1176.391] (S)まりん_112: はじめてきいた
[1177.306] (S)__さち__: 部位なんだ
[1177.590] (S)takeshi5468: ハチノスは？
[1177.605] kiri00407: そんなのあるんだ
[1180.479] chicchiki634: gocchaGanbare
[1180.994] toshi4832: 知らない
[1184.038] akiaki1109: w w
[1184.283] ushiushisan: カタとかに近い部位ですね
[1184.797] (S)Caaarii_: くりどこw
[1185.854] (S)blueblue_blueblue: gocchaWww
[1187.017] ooiothi: クリとせせり？
[1187.110] (S)みゆ5252: www
[1187.614] (S)しゅまろん: 初めて知った
[1188.582] (S)るえん: gocchaWww
[1190.289] (S)ららるる0206: gocchaWww￼ 
[1190.908] gyankokoko: くりは肩！
[1191.808] (S)みじんこベジた: エッチなやつ
[1192.030] (S)まりん_112: gocchaWww
[1192.107] りおい: ｗｗｗw
[1192.489] (S)キルア11223344: gocchaWww
[1192.722] (S)ちゅむりん: あるよねw
[1193.868] (S)かぉちゃん: wwwww
[1195.506] (S)あいつぉん: wwwwwww
[1197.435] ひいらぎるな: セクハラやめてください
[1197.731] (S)旨いからあげ: ほーう
[1199.198] (S)あいめろち: wwww
[1200.225] ooiothi: クリと？
[1201.634] kiri00407: 肩なんだ
[1203.289] (S)mofumofu_uchiko: ほーん
[1204.954] (S)pm255n: gocchaWww
[1205.323] (S)ーてるまー: gocchaWakotu
[1205.434] lacoste_st: 腕のところらしい
[1207.634] (S)わかめ__777: へー肩なんだ
[1208.692] (S)かりん_86: gocchaWakotu
[1208.766] (S)kitchan777: クリ、クリミはウデ肉、肩肉にある部位。 栗や三角の形に似た前脚上部の付け根部分に位置している部位。 よく運動をする部位なのでタンパク質が多く味はとても濃厚。
[1209.350] (S)バブみわかりみありけり: たしかに部位ではあるか
[1211.510] (S)みゆ5252: gocchaWww
[1213.586] (S)ももん縁魅華: ももん縁魅華 subscribed at Tier 1. They've subscribed for 7 months! 
[1215.932] (S)___み___: ｗｗｗ
[1217.305] (S)はくまいこ: 冷麺食べない派？
[1217.456] いかたこ: いや草
[1218.491] taroumaruu: 肩肉のうまいところやね
[1218.643] 2d_g: セセリが1番美味いまである
[1219.864] (S)べるやん: はじめて聞いた！
[1226.904] arcanefoce: クリ食べたはまずい
[1227.943] (S)ももん縁魅華: gocchaWakotu
[1230.366] (S)すーさん1111: へー知らなかった
[1230.547] (S)歩雨: 食事中にいきなり...
[1231.363] (S)kiara3_55: うわ、美味しそう
[1232.037] _ねねね_: へー！クリおいしそー
[1233.309] (S)はくまいこ: そっかwww
[1234.157] (S)Caaarii_: 肩なんだ～
[1235.568] 桃饅: クッパ食べたいって昨日ゆってたねw
[1236.847] ooiothi: えっどい
[1237.147] (S)ベアぁ: www
[1237.325] (S)こよい__: 肩肉なんやね～どんな食感？
[1238.164] (S)まりん_112: 肩の肉なんだー
[1238.214] kiri00407: 新しい知識得たわ
[1240.223] (S)颯椛: www
[1243.264] (S)地下飛びぺんぎん: 前脚の上の部分なんだ。今度食べてみよ！ありがとう！
[1244.181] (S)旨いからあげ: ほーーーーーーーう
