[1.988] 哀れな人の子: radaoTrain
[84.665] asai_kei43: わこらだ
[84.693] shiroinuno_roa: わこらだ
[84.905] ichigomilk_252: わこらだ
[84.906] kittyrxxy: 石川さんの声を合法できけるってまじ？！
[84.996] minibanbi: 石川界人さん！？
[85.054] kanusu_pandaisuki5656: 大会おつかれ
[85.191] しかくのさんかく: よいしょーう
[85.231] kashikii: えぺまつりお疲れ様でした～
[85.390] くまべりー: わこらだ
[85.477] セェナ: わこらだ
[85.605] (S)しのんの: いい声
[85.718] (S)nuiru0710: 石川界人さんと？、？！
[85.951] (S)chisatooo_87: よいしょおお
[86.179] mikage110203: わこらだ
[86.254] 2時半: まさのりさんは…？
[86.310] inakano_tako: いい声だ
[86.732] たこやろうう: わこらだ
[86.941] hukutomii45: わこらだ
[87.041] rimirimi1205: 声がいい
[87.216] gas0303: 石川界人さん…？
[87.494] pinapina1003: 石川さんはボコボコにしたから…
[87.719] (S)えびぽや: おあああああああ……
[87.919] (S)はぐりっと: 二次会 
[88.125] さばあいす: 石川さん！？！？
[88.302] (S)かんこ: わこらだ
[88.317] ねこみゃう: わこらだ
[88.403] SANSEI_3SE: 石川たん！？
[88.543] ponnzu_: いい声
[88.581] hanakusochan: わこらだ！
[88.743] (S)izumi_azarashi: わこらだ
[88.985] mimipaadesu0428: 石川様！？
[88.993] 梨一: まじいい声
[89.166] minippu_haima: 4位おめでとう
[89.367] (S)oni_combo: わこらだ
[89.540] otukisam: 推しと推しやぁ…（）
[89.580] tumetai_kokoa: わこらだきちゃぁ
[89.781] waraashi: わこらだ
[89.814] kanusu_pandaisuki5656: おっつぅ
[89.962] 空おれんじ: 面子すごい！！！
[89.978] (S)Riondam0626: わこらだ！
[90.069] (S)chisatooo_87: 豪華だああ
[90.176] (S)mayu_329: わこらだ
[90.446] sjindoa: すげーメンツ
[90.700] (S)りんごまめ: わこらだ
[90.946] prpr_friedrice2: わこらだ
[91.416] otya_warabi: え
[91.446] 哀れな人の子: 良い声
[91.473] 那良坂: わこらだ！
[91.505] しめざめ: いい声だ
[91.603] (S)はぐりっと: radaoKitya
[91.861] ぴーやぽう: わこらだ
[92.052] ドコサヘキサエン: かっこいいいいいいいいいいいい
[92.137] (S)yukichan2525: www
[92.192] (S)ゆう77: 石川さーん！！！！！
[92.277] 厄介: 良い声だ、、、、
[92.384] (S)nakihai556: いい声だあ
[92.487] Raruruum: いい声
[93.086] prpr_friedrice2: !uptime
[93.301] (S)chisatooo_87: いい声だああああ
[93.309] だだそ: 石川さん声よ
[93.421] (M)Nightbot: らっだぁ が配信を始めてから 1 minute 42 seconds 経過しています。
[93.591] uziro0836: えへへ
[93.833] (S)roro_131: 羨ましい…
[93.882] だも3: ええ声
[93.885] 犬になった颯: わこらだ！
[93.890] マスクさん: いい人だなぁ！！！
[94.142] ひかじろ: 石川さん！！！
[94.559] ドコサヘキサエン: ああああああああ
[94.680] ドらコアら: いえーい、みってる～～？？？
[94.803] karma323r: わこらだ！
[94.828] suibotu_: いい声...
[95.368] (S)るきち: 声が良すぎる
[95.446] kashikii: 石川さん？？！！
[95.554] rena_0730: まって、、、、やばすぎだろ、、、
[95.562] masa0319s: いい声♡
[95.585] もねねん: 石川さん！？
[95.625] dim3820: わこらだ
[96.025] じゃがビぃ: 声がいい
[96.132] (S)たぴおか1267: 声がいい！！！
[96.241] syuria10y09: メンツが…
[96.272] (S)shige__maru: いい声だ
[96.346] honehone_2: 声が良い
[96.351] kekekekegoririri: レシプロバーン
[96.903] (S)chisatooo_87: いい声だあああああ
[97.105] kanna0730: 謝罪しましたか？
[97.177] nattu__: みってるー？
[97.190] (S)ふちてゃん: わこらだ待ってた
[97.529] mimipaadesu0428: いい声だぁ
[97.753] tanuki_pan: めちゃ声が綺麗〜
[97.774] surooooooooo: 豪華メンツ
[97.866] mahiro0323: わこらだ
[97.980] emu__0122: 石川界人さんはやばい、、、
[98.133] みりむ_423: いいこえだ
[98.202] すばるみん: いい声
[98.409] (S)akaneko_2232: みってる～～～！！
[98.570] しかくのさんかく: あ
[98.690] (S)nanamekuji: わこらだ
[98.694] yossy25252: 板倉さんは？？
[98.797] (S)mary611: わこらだ
[98.967] non_tako: わこらだ
[99.187] (S)moris1013: いい声すぎる
[99.409] (S)えびぽや: ｱｱｱｱｱｱｱｱ
[99.414] (S)らむ麦: あの石川界人さんの声が
[99.415] ドコサヘキサエン: きてー
[99.434] gonsuke796: わこらだ
[99.532] (S)roy_rag: 見られてる!?
[99.650] ei_ae: 良い声
[99.655] (S)tono__0214: いい声……
[99.669] マスクさん: www
[100.122] hina_______: 御所じゃねえか
[100.182] (S)domesuke: 大物勢ぞろい
[100.207] (S)howlin_0: みってるー？
[100.284] itoido: いい声
[100.350] (S)nyakku0720: わこらだ！
[100.802] (S)かんくろー: カッケェ声
[100.806] ayunosioyaki0223: いい声すぎる
[100.884] ずーふり: 界人くん！？！？！？！？
[101.208] aru_rujp: わこらだ
[101.372] とおひ: 良い声だぁ...！！
[101.391] (S)ふちてゃん: みってるー？
[101.811] gas0303: 声がいい
[102.023] mamama03: 嬉しい
[102.048] でにぃ: メンツが！？
[102.167] rena_0730: いい声すぎる、、、、
[102.237] staso_1125: みってる〜？
[102.257] sasami_0814: わこらだ
[102.462] (S)ねこすず: いい声…
[102.511] nattu__: あ
[102.734] sumikko_ai: え？すげぇ………
[102.735] emu__0122: 声がよすぎる、、、、、
[102.850] (S)んさく: いい声、、
[102.876] tukky1208: ブサボで壊された耳が癒された
[102.909] (S)kota0513: みってるぅ〜〜？
[103.041] (S)puengin_: らだおなんかすごい人とやってる
[103.062] ikuruuto_: 最高や
[103.207] rimirimi1205: ｗｗｗｗｗｗ
[103.257] (S)nuiru0710: いい声すぎる、、、、、、、、、、
[103.429] (S)犬ﾚ: わこらだ
[103.466] Miriotta: いい声
[103.999] sjindoa: wwwwww
[104.077] (S)はぐりっと: 声が良すぎて死ぬぬぬぬぬ
[104.152] (S)ほのぼの: あ
[104.153] nekousagi_3110: いい声
[104.167] (S)とりーーも: www
[104.219] hinachan_069: わこらだ
[104.226] (S)cham_1112: わこらだ
[104.278] (S)sign_c: あ
[104.579] ちゃむいか: 声が(
[104.716] 湯とうふ: 二次会きちゃああ
[104.717] rena_0730: まって、、
[104.731] イオです: わこらだ
[104.769] (S)venibear3466: わこらだ
[104.782] acha0922: 石川さんだぁ...
[104.790] きのここ: わこらだ
[104.825] uissaaaaan: すげ〜いい声流れてきてびっくりした
[105.096] おろしポン酢: 声が、いい！！
[105.269] tau_tawan3: みってるー
[105.314] cocoron2525: 謝罪したよね
[105.316] (S)puengin_: わこらだ
[105.326] saiki0528: いい声だぁぁぁぁぁ
[105.471] さばあいす: いい声だ...
[105.615] てぃやんでい: 良い声だ…
[105.669] (S)ふむふる: ええ声…
[105.836] am4kumo: いい声...
[105.839] koya_cha: みってるぅー？
[105.865] (S)tommyy_0430: いい声、、、
[106.085] pirokasugg: いい声
[106.157] (S)rinka59: かいとくんの声聞けるのさいこ〜！！
[106.271] (S)chisatooo_87: めちゃくちゃいい声！
[106.271] pinapina1003: みってるー？
[106.321] kuru053: www
[106.579] 夜伽らぁ: 声がいい
[106.605] 嶺羅: わこらだ
[106.688] kanusu_pandaisuki5656: あ
[106.784] iruka_0630: わこらだ
[106.795] (S)nuoaqua7: あれ？
[106.808] rain_12221: わこらだ
[106.836] おむりゃいす: いい声……
[106.945] otya_warabi: みってる…?!
[107.225] さんさんさん: wwwwww
[107.461] ran___iii: ええ声の人がおる！
[107.474] prpr_friedrice2: いい声
[107.484] (S)こんばんは1: いい声すぎてドブが目立つね
[107.597] yuusoccer24: 終わりかと思ったわ
[108.034] yururano_0: 石川界人さん！？
[108.099] (S)t_tomo2058: わこらだ
[108.160] moririnn1103: あ
[108.214] dona_d: いい声やぁ
[108.261] arumajirou126: ドブボとイケボのコラボ
[108.271] pwmjgpwdjgwuj: ええこえやー
[108.294] (S)かりんとう12: かいとくんだ〜
[108.329] dhango0430: わこらだ！
[108.371] akaihi: この後owですか?
[108.405] (S)mimi_fuwa1489: 石川界人だぁぁあ
[108.546] 角角家: いいお声
[108.571] ぱるぱふ: まじ！
[108.581] (S)えん: ええ声…
[108.615] haru_anura: いい声！！
[108.669] re_orange814: わこらだー！
[108.747] wakawka0425: わこらだ
[108.818] tasyysta1019: 板倉さん.....
[108.904] dim3820: 4位乙
[109.305] gaiantufan: すげえ
[109.391] だいそんぬぬぬ: わこらだ
[109.409] (S)peachfrappe_108: いい声
[109.507] 碧威: 声がいい…
[109.516] (S)myugi39: 声が沁みる
[109.673] たか野: いい声
[109.714] (S)海びちゃん: 界人さんだぁ…
[109.910] (S)Kikuya0w0: いい声、、、
[110.078] みさお婆ちゃん: わこらだ 
[110.124] harusame0921: いい声
[110.145] あじさ: みってるー？
[110.147] NaTsuHa2525: きちゃあああああああ
[110.153] yan_25258: うへぇー
[110.178] yamaziso: yamaziso subscribed at Tier 1. They've subscribed for 17 months! 
[110.179] (S)しまおじ: わこらだ
[110.291] アマノジャクだよ: イケボ
[110.294] Miriotta: あ
[110.440] ｳﾐ: わこらだ
[110.603] (S)sorai1o: わこらだ
[110.613] (S)woontion0013: 声がいい
[110.645] 梨一: 見られるとコメントしづらいから見ないで
[110.812] kanusu_pandaisuki5656: いい声
[111.273] koruri_21: わこらだ
[111.400] sunsun_deshi: いい声すぎる、、、
[111.428] ponharu: Twitch‥
[111.627] (S)chisatooo_87: わーい！
[111.679] エイブン: わこらだ
[111.846] iruka_0630: わのらだ
[111.861] yuzkm: わこらだー
[111.863] 素粒子: わこ
[111.975] (S)mikan_san: うおおおおおおおおおおお
[112.044] みとまろ: いい声…
[112.054] (S)myugi39: さいこう
[112.216] m0g018: 声がいい…
[112.228] kuuhaku417: 声が良すぎる
[112.241] (S)endooon: わこらだ
[112.243] kapu_seru: いい子にしなきゃ
[112.245] mizuri_____: わこらだ
[112.260] xx01005994: いしかわかいと！！？
[112.448] tkmof: わこらだ
[112.621] zakuro0609: 盾の勇者だ
[112.656] nekoto01: ええ声やぁ
[112.729] (S)tokita707: いい声や…
[112.820] 湯とうふ: あ
[112.853] honekara: わこらだー
[112.863] kumada111: www
[112.871] (S)しなと: わこらだ
[112.914] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[113.138] enu_xo: わこらだ
[113.216] (S)yukichan2525: いい声♥️
[113.313] pochipo_122922: 声良すぎぃぃぃぃぃぃ
[113.315] ぱるぱふ: まじかよ！！！ー
[113.450] (S)nuiru0710: 耳が、、、、癒される、、
[113.531] ikuruuto_: 最高のメンツ
[113.595] torikera0124: 声が良い
[113.664] nonoha_111: わぁぁぁ！いまきたぁ！
[113.707] せここ: 板倉さんは……？？？？
[113.737] chun_taro2004: きたああああああ
[113.751] barannn1116: わこらだ
[113.786] koorigappo: おー
[113.834] tatuo252: わこらだ
[113.863] ドコサヘキサエン: やったあああああああああああ
[113.942] ーももー: わこらだ
[115.060] しゃしゃかま: わこらだ
[115.085] (S)きっこまん: わこらだ
[115.087] (S)rin12027: w
[115.111] tanuki_pan: わぁーい
[115.280] mikan9400: いい声
[115.386] knock10284203: わこらだ
[115.484] 暗黙の緑茶: やばい見られてる！？！？！？！？しぬ
[115.502] でにぃ: 石川界人さん！？
[115.538] umime: わこらだ
[115.614] poumalu: わこらだ
[115.728] ttaiyaki: わこらだ
[115.762] murasaki_chan: わこらだ
[115.810] (S)ゆんちゃん〇: やば！
[115.823] rena_0730: wwwww
[115.864] kulage0309: わこらだ
[115.962] (S)ファルム: ええ声や、、、
[115.969] (S)marimoko6231: わこらだー
[115.975] SUMAsuuumaaa: いいいいしかわかいとさん？？
[116.027] muutyo_io: わこらだ
[116.037] omulaisu_524: かいとさんはやばい、、、
[116.073] りちゅる: どゆこと
[116.199] aromamoon_: いい声…
[116.242] misa_sea: わこらだ
[116.271] (S)rins1d: おつかれさま
[116.281] (S)ゆきとよ: 待ってました
[116.704] (S)juuuuuun1: わこらだ
[116.709] sunsun_deshi: 安定大好き、、、
[116.830] (S)ameringoame: いい声…
[116.832] (S)鳥野郎の蘭: 界人さんだ！！！！！！
[116.856] namakemono_d: おおおおお
[116.920] (S)しょこら25: わこらだ
[116.934] ちょーみん: いい声でいい人だァ
[118.100] カナバ: わこらだ
[118.125] shooo818: わこらだ
[118.170] chinami_288: えええ！！！！すごい！！
[118.190] まおーん: わこらだ
[118.243] (S)はぐりっと: お疲れ様でした
[118.257] Niwatori005: おつおつお
[118.272] yuiyui_1116: わこらだ
[118.299] nanana1017: わこらだ
[118.311] aruto_33: わこらだ！
[118.363] 6choco2: きちゃぁぁあああ
[118.454] kakko_kari: わこらだ
[118.524] Bachiru66: わこ
[118.581] amo_0723: わこらだ
[118.725] ると_: わこらだ
[118.814] うみいし: わこらだ
[118.926] (S)RBlue_Lyco: らこらだぁ
[118.990] bb_0411_r: わこらだ
[119.010] omoti1208: わこらだ
[119.039] (S)Nanju_Min: わこらだ
[119.059] えんそ: わこらだ
[119.135] dakadaka_kaferate: わこらだ！！！
[119.147] (S)howlin_0: ツイッチwwww
[119.164] NUN_TwT: わこらだ
[119.216] (S)ゆききなこ: わこらだ
[119.243] SaBaKAN007: こんばんは
[119.412] あしゅ_1127_: わこらだ
[119.438] poumalu: うへ
[119.652] (S)ラボア: 推し同士が喋ってる……！
[119.871] yunn_00: わこらだ！？
[119.871] (S)しょこら25: やば！
[119.907] yayame85: すげぇメンツ
[120.891] indigo_1216: indigo_1216 subscribed at Tier 1. They've subscribed for 22 months! わこらだ
[121.086] aonohito0901: わこらだ
[121.332] (S)jima922: わこらだ 
[121.548] gyaradosutv: わこらだー
[121.559] kyurin70: ？！？！？！！！！？？？
[121.573] (S)バナナチ: radaoWakotu
[121.662] nekongu: わらこだ
[121.769] 0330nigakutekataipurin: わこらだ
[121.792] natana_08: わこらだ
[121.804] napipi_0922: わこらだー
[121.875] (S)tukumaro_91: わこらだ
[121.945] 6choco2: うおおおおおおおお
[121.978] (S)chisatooo_87: たのしみ！！！
[122.003] 1205au: わこらだー!!!!!!
[122.329] 518500542240: わらこだ
[122.388] (S)nin__zin202: わこらだ
[122.449] (S)tamakooo__: わこらだ！！
[122.485] おもしろ太郎0: わこらだ
[122.491] atto224: わこらだ
[122.525] nobume0v0: きちゃあ
[122.544] salted_Wani: わこらだ最高
[122.605] shugo1220: わこらだ
[122.701] rikuuuu_0131: わこらだ
[122.740] NaTsuHa2525: 楽しかったよ！あつすぎたー！
[122.744] ameneko64: わこらだ！
[122.757] mamintsu: わこらだ
[122.824] (S)lunatic2525: わこらだ
[122.829] ねねねい: わこらだ界人さん！？
[122.867] (S)RBlue_Lyco: お疲れ様でした！！
[122.899] miichan8111: お疲れ様〜
[123.104] syumawok: きちゃー
[123.131] kukuru07: わこらだ
[123.197] fuuchino: わこらだ
[123.249] じーんず7789: 石川さん!デストレッツァ!!!!!
[123.296] iononrada: わーい
[123.310] nyu1414: わこらだ
[123.344] (S)n_0809: わこらだー
[123.747] (S)nqta_coconut: ええええええええ
[123.754] (S)ぱうち_: ぱうち_ subscribed at Tier 1. They've subscribed for 8 months! 
[123.779] yan_kamo: わこらだ
[123.780] morry1063: わこらだ
[123.822] だだそ: しぬって
[123.891] asaborake0408: うわあああああああい
[123.929] hashigoo: わこらだ
[124.514] umu_1012_: umu_1012_ subscribed at Tier 3. They've subscribed for 12 months, currently on a 12 month streak! わこらだ
[125.016] tukky1208: 板倉さんお仕事か
[125.044] miaki0127: wakorada
[125.065] nola_3141592: わこらだ
[125.091] pi_pokun0110: わこらだ！
[125.104] mimi_o7: わこらだ！
[125.243] moca_aaaaa: え？？？
[125.266] 紗弥0926: わこらだ 
[125.267] (S)yoichimu: じゃあ大丈夫ですww
[125.274] (S)nuoaqua7: のりさん.....
[125.296] (S)marimoko6231: うぉぉぉ
[125.354] hemhem1428: わこらだ
[125.364] 素粒子: 誕生日……
[125.403] todome28: わろらだ
[125.607] 椋榎: わこらだ
[125.614] 7むし: わこらだ
[125.709] しなやかしょうゆ: わこらだ？？？
[125.726] なむーる: わこらだ
[125.735] kalium_s: わこらだ
[125.756] もんじゃ焼きたべたい: わこらだ
[125.810] (S)carun_: わこらだ 
[126.241] gou013110: 最高
[126.268] いよすん: わこらだ
[126.286] ochacha_1212: わこらだ
[126.353] a4filedayo: すご
[126.378] mochiiita: わこらだ！！！！！
[126.469] (S)にゃなと: わこらだ
[126.469] ひょーり: わこらだー！！！
[126.472] uchichan_p: わこらだ
[126.477] gem_555: ？？？！！！！！
[126.599] pan_019: わこらだ
[126.712] alice_1121_97: ？！？！？！
[126.750] (S)ruchi_13: お絵描きー！
[128.054] norika0710: わこらだ
[128.124] nikuo_3: めっちゃいい声
[128.158] (S)ぷちょしずか: わこらだ
