[4.490] Pear10257: O̤̮K̤̮で̤̮ー̤̮す̤̮
[87.857] (S)さおりん_: うっさ
[88.057] (S)karasu57: もういいよ
[88.094] kakusineko: きこえる！
[88.128] suteneko__: うっさ
[88.223] yumenoiatu: 聞こえるー！！
[88.265] 雪狐0143: うっさ
[89.009] (S)ワタメル0324: 今北わこらだ
[89.018] (S)じょぶたみ: うるさいくらい聞こえる
[89.208] (S)もってぃ__: うっさ
[89.211] ユーキ0703: うっさ
[89.243] まき627: うっさ
[89.285] 72_28: だまれ
[89.852] Ichigoore0110: うっさ
[90.061] nemi_zz: うるせぇ
[90.067] (S)lv_0_: うっさ
[90.077] aya_39: うっさ
[90.279] (S)yu__0316: うるさい
[90.324] (S)bearin627: うるさい
[90.458] 琥珀はこ: うっさ
[90.797] murasaki_0204: 臭い
[91.127] oisu_ois: お
[91.361] daidaine: きこえるー
[91.404] (S)zyaga_b: うっさ
[91.511] シャケ権三郎: うっさ
[91.595] ayakun1945: うっさ
[91.769] とまとかれー: うっさ
[91.837] (S)0itimaru: うっさ
[92.057] dosmorita: うるさ
[92.066] (S)7sasuke: 聞こうる
[92.122] renkanokotatu: うっさ
[92.294] (S)shapu_meg: 聞こえるっつってんだろ
[92.477] yakki_san: たでいま
[92.528] りゅい: やめてくれ
[92.917] yumenoiatu: うっさ
[92.945] mirai_kira_: 糸
[93.043] 06_yo_17_ta_12: 聞こえる
[93.059] dauto_622: 鼓膜の生還
[93.119] Remint39: うっさ
[93.338] (S)shimeno_n: うっさ
[93.408] umiriku_umimi: うっさ
[93.541] (S)zabuton5mai: うっせ
[93.685] noga_892: うっさ
[94.341] りゅい: うっさ
[94.492] すいう: うっさ
[94.505] (S)zero_gram77: はこ
[94.582] toma_neko: うっさ
[94.611] (S)yukki0321: うっさ
[94.727] カイトおおおお: もういいからw
[94.735] 椋榎: うるさい
[94.861] sulaimunebaneba: うっさ
[95.231] aimnpp: 聞こえん
[95.405] (S)nana_om: うるさいよw
[95.435] むつくる: え？
[95.656] (S)7sasuke: うっさ
[95.875] 06_yo_17_ta_12: うっさ
[96.725] (S)jasmugi: うっさww
[97.684] しののめ1044: しののめ1044 subscribed at Tier 2. They've subscribed for 4 months, currently on a 4 month streak! わこらだ
[97.797] 夢現: 攻城戦しようず
[97.943] emilu1765: リスナー炎上
[98.187] むつき7777: うるさいぐらい聞こえる
[98.792] yuukichan07: 鼓膜破壊されたから聞こえない
[98.830] daidaine: うっさ
[99.395] masukis: 糸
[100.079] やまちゃん丸: 攻城戦みたい
[100.246] (S)mana_maru: きこえたー
[100.676] harou_momiji: ごっこやりなおしかな
[100.884] (S)みどふぃ: radaoYatta
[102.360] (S)ryo_ngz: おー
[102.443] むつくる: 聞こえない
[103.218] みるくたんく: きこえたー
[104.266] yakki_san: 聞こえた〜
[104.597] bucket_niwatori: 聞こえないのおまかんですか？
[104.780] oli_yo_13: らっだぁの声が入ってる
[104.838] かすてら_0110: お
[105.010] piriodo_1: 聞こえた
[106.255] 琥珀はこ: 豆
[107.260] いのりさん: 隠れいいんじゃない？
[107.353] まき627: 豆
[107.467] na_na24: おかえりww
[108.126] (S)mazirou: わこらだ
[108.595] mirai_1002: 聞こえたー
[108.783] kiminonamo: やたー！
[109.001] (S)をきう: radaoYatta
[109.150] りおりんご: 入る前に何のモードやるか教えてほしいなあ
[109.383] yui_sumomaru: お
[109.434] (S)ぽてって: 聞こえた
[109.661] yume_setu1374: 五月蠅で草
[110.754] (S)みのや: 聞こえたー
[111.806] nemi_zz: まめ
[112.655] kswt10635: 攻城戦
[112.874] (S)kurono1022: わこらだ
[113.101] (S)RITO0117: ﾄｩﾝ
[113.736] piriodo_1: 聞こえない人入り直してみて
[113.960] skammmmmu: わーい
[114.263] dosmorita: 隠
[114.350] (S)みえのえ: radaoYatta
[114.579] asaborake0408: お
[114.848] (S)murasakineko6262: radaoYatta
[115.298] daidaine: 糸
[116.025] kamido__: 豆
[116.287] yakki_san: １回戻ったら聞こえるようになった
[116.783] りゅい: w
[119.342] ユーキ0703: 2やろ
[119.447] nemi_zz: おけ！
[119.548] 雪狐0143: お
[119.626] (S)kotehan31415: そういえばハードも消えたの？
[119.776] namu0418: 糸
[120.169] (S)waraashi: 今度は牢屋大丈夫かな？
[120.499] (S)karasu57: radaoYatta
[120.835] mii_kun1116: 今回は配信者の方じゃないよね(*^^*)
[120.954] 1hiroin: やた
[121.630] かすてら_0110: ま？
[121.645] 06_yo_17_ta_12: 糸
[121.678] pepeyan: 攻城戦
[121.860] (S)RITO0117: ！？
[122.693] namakemono_d: わこらだ
[122.758] (S)akagi111: そだね
[122.840] (S)zabuton5mai: 音ってだいじん
[122.987] (S)urotti: 特殊
[123.158] (S)rioapr03: うん
[123.196] ザコ神: 聞こえる
[123.497] 消しピン: 2がいい
[124.077] 神崎立夏: ふーん
[124.259] (S)rakotann: やった
[124.351] otomatuba: radaoOme
[124.684] (S)pannnakottajp: 箱！
[125.230] 夢現: 豆も！？
[125.414] 1__matsu: 気になる
[126.030] Ayamegumi_: 聞こえた
[126.342] skyhigh_day0: 糸
[126.764] (S)計算式: お聞こえた
[127.049] (S)koukoukoy: おー！
[127.510] (S)れみのあ: BGM小さい？
[127.559] (S)kaito_taise: ほうほう
[127.694] (S)雪華0830: ま？
[128.011] meataso_: お
[128.203] (S)勿忘草: 一回抜けたら聞こえたわ
[128.837] 205_kenmin: おけ
[129.282] 黒い探偵: 2は？
[129.641] ~MISSING_COMMENTER_INFO~: お
[129.938] かすてら_0110: おー！
[130.189] むつくる: 聞こえた！
[130.256] bucket_niwatori: 聞こえたー
[130.378] 4clover0801: ハードモードないの？
[130.446] (S)渚けい1210: お
[130.669] miomio1221: 豆
[131.619] (S)真_クロすけ: 脱しろ証券取引所
[131.717] てちに: お
[131.802] (S)kaito_taise: 見たい
[132.419] (S)NnoP1: わーい
[132.621] (S)_もちもち_: 豆！？！？
[132.868] nemi_zz: <3
[132.967] masukis: 隠れは？
[132.996] (S)rakotann: お
[133.479] 83_2525: やったぜ
[133.709] (S)pannnakottajp: おお！
[133.729] 46_kulo: お
[134.115] 神崎立夏: 豆
[134.323] namu0418: いと
[134.390] (S)rioapr03: おお
[134.535] mirai_kira_: 豆豆豆豆
[134.579] p_e_k_o_: 青糸
[134.804] (S)をきう: radaoYatta
[135.166] applebell: お
[135.369] まき627: おお
[135.437] (S)lv_0_: お
[135.584] (S)saisai_tmc: お
[135.697] suteneko__: お
[135.824] (S)7sasuke: みたい
[136.131] りおりんご: 脱も！？
[136.168] Sironoawa_: お
[136.177] リアナ_1125: お
[136.320] yakki_san: わーい
[136.369] 46_kulo: 豆は？！
[136.589] (S)kaomodi22: 豆もやろう。
[136.714] (S)新君青太: 豆は？
[136.837] 205_kenmin: 豆やろ
[136.841] asaborake0408: おおおお
[136.913] きゃノ: いえい
[136.921] dauto_622: お！
[136.949] suko_1170: お
[137.027] shirataki_11: おお
[137.046] Remint39: こ
[137.143] りゅい: 全部やろうぜ！
[137.626] ふるふれあ: お
[137.649] (S)debuff_o__: お
[137.716] saku_390: 聞こえた良かった…
[137.740] ヴェライス: ごっこ２？？
[137.943] (S)zyaga_b: お
[138.160] (S)RITO0117: えっ豆も変わったんですか？
[138.165] taruto_bi: なんかいたw
[138.336] (S)もってぃ__: お
[138.365] noga_892: へえ
[138.366] piriodo_1: 豆
[138.399] まき627: 豆も！！？！
[138.563] (S)karasu57: 全部やろ
[138.658] Ragu__1878: お
[138.702] まさ2013: やった
[138.838] (S)zabuton5mai: お
[139.067] (S)そまる: お
[139.094] aono_kasisu: お
[139.230] (S)pannnakottajp: radaoYatta
[139.329] irino_0018: 糸
[139.464] 1hiroin: 豆
[139.490] emilu1765: 箱
[139.529] oisu_ois: やった
[139.708] (S)ryo_ngz: おー
[139.720] aya_39: みたい
[139.961] (S)kuuhaku417: ほーん
[140.305] deccslomp: お
[140.510] ppp_911: お
[140.552] p_e_k_o_: いといといと！
[140.606] (S)murasakineko6262: お
[140.690] (S)mizuno0624: おおお
[140.742] skyhigh_day0: 豆かな
[140.807] のら05: 豆？
[140.918] rew_0125: 脱やろ
[141.134] Ichigoore0110: お
[141.330] (S)fuzi_inari: お
[141.356] namu0418: へぇ
[141.415] るっこらら: 青箱いいよね
[141.463] (S)mazirou: 糸好き
[141.464] (S)雪華0830: へー
[141.577] (S)lv_0_: 豆
[141.757] りゅい: 全部やろうって！
[142.181] (S)nana_om: みたい〜！
[142.285] applebell: みたい
[142.306] ヴァリオレッドゼノン: お
[142.386] (S)みどふぃ: お
[142.398] (S)shira_to: お
[142.409] 06_yo_17_ta_12: 箱
[142.461] 雪狐0143: 次は配信者じゃない方だよね
[142.512] 檜山尚人: 糸最高だよね
[142.691] bucket_niwatori: 豆
[142.718] (S)kuuhaku417: おおおお
[142.984] かすてら_0110: まじか
[143.470] (S)akagi111: いといいよね
[143.567] (S)いさお130: みたーーい
[143.945] (S)独炎レイト2525: 豆
[144.177] asaborake0408: いいやん
[144.257] 紅天狗: 豆
[144.423] (S)yukinakomochi: yukinakomochi subscribed at Tier 1. They've subscribed for 11 months! 
[144.700] kswt10635: やったー！
[144.988] (S)もふ_00: みたいー
[145.106] yakki_san: コンパスが
[145.130] 205_kenmin: つー
[145.187] いる1023: やたー
[145.239] (S)7sasuke: radaoYatta
[145.394] piriodo_1: 豆豆豆豆豆豆豆豆豆豆豆豆豆
[145.594] (S)nana_om: やってみてー！
[145.596] (S)kaito_taise: 豆...
[145.615] (S)debuff_o__: おー
[145.626] mg12_0109: 脱もやる？
[145.858] naki_516: 糸
[145.903] (S)salt_w12: 楽しみ
[146.093] (S)rakotann: やった！！
[146.158] (S)まりもころころ: お
[146.383] toma_neko: お
[146.598] にらたそ: 豆は
[146.772] masukis: おいよさんでみた
[146.774] 快特: 豆
[146.881] Remint39: おおお
[146.901] umi_hotaru: やたー！
[147.078] ﾊｲﾌﾝ: おおおおお
[147.114] (S)zyaga_b: やたー！
[147.163] 神崎立夏: リアルに出会えるようになった？
[147.167] chaaaahaan: 豆は？
[147.412] (S)nandemonaimomo: 豆
[147.606] りゅい: おおお
[147.670] (S)_もちもち_: 配信見たすごいよね
[147.818] mikannnohito: お
[147.875] daidaine: 糸糸糸
[147.882] skammmmmu: わーい
[147.888] nekokawaisugiteyabai: おお！
[148.070] suko_1170: やったー
[148.328] (S)ロぜ: わかりやすくなったよね
[148.843] ~MISSING_COMMENTER_INFO~: 青逃げは？
[149.059] (S)jasmugi: お
[149.761] (S)36maru: おおお
[149.838] piriodo_1: おおお
[149.968] (S)moyasi_235: radaoYatta
[149.978] 雪狐0143: やったー
[150.204] dauto_622: やったぁ
[150.731] ノアル: なんで2と逃げないの？
[150.774] 1hiroin: お
[150.968] (S)mameinu_: radaoKitya
[150.995] (S)72みかんさん: ごっこハードモードってどうなってるん？
[151.222] さできら: 糸
[151.246] (S)みどふぃ: 糸好き
[151.427] せなこ2525: 豆は？
[151.455] (S)lv_0_: おお
[151.528] ﾊｲﾌﾝ: 豆豆豆豆
[151.749] (S)ameneko3: お
[151.985] (S)flower_sayasaya: いえーい
[152.309] bucket_niwatori: おおおおお
[152.402] goudaDP: わこらだ
[152.694] kiminonamo: 豆…
[152.920] murasaki_0204: 豆どこいったの
[152.953] 転々粛々: !uptime
[152.953] ryu_moyashi: やったぜ
[153.128] (M)Nightbot: らっだぁ が配信を始めてから 2 minutes 43 seconds 経過しています。
[153.358] mist_3: 豆もな
[153.386] noga_892: ぜんぶやって！
[153.546] りゅい: まじかよ
[153.586] jun08081031: おお
[153.733] (S)さおりん_: おお
[153.846] suteneko__: 豆……
[153.952] (S)babi893: おお
[154.315] emilu1765: お？
[154.359] aya3tori: 動画なる？
[154.425] piriodo_1: 楽しみー
[154.532] yumenoiatu: きょーさん！
[154.646] saku_390: おお？
[155.269] motiusa39: やった
[155.331] (S)kiri_girisu: おお
[155.466] rikorikor: radaoKitya
[155.532] ftfigaro: 特殊は?
[155.539] (S)nana_om: めっちゃみたい！糸が！
[155.715] (S)mawnoko: mawnoko subscribed at Tier 1. They've subscribed for 8 months! 
[156.121] (S)Unsugar_26: 糸は凄かった
[156.573] かすてら_0110: やった
[156.776] (S)urotti: radaoKitya
[156.972] yonku_2512: おお
[157.442] momose_1945: おおお！
[157.597] (S)ワタメル0324: radaoYatta
[157.777] (S)kotehan31415: 小説...
[158.258] (S)雪華0830: 楽しみ
[158.441] (S)kurono1022: わこらだ
[158.486] (S)hibiki_cat: おお
[158.855] (S)てむぽ: 魅せていけ
[159.078] arinnko1001: うきき
[159.343] (S)うゆり: お
[159.492] りゅい: 豆もやろうな
[159.540] (S)akagi111: ハードモードどうなったんですか？
[159.556] boojumgood: 見せてもらおうじゃないの
[159.770] applebell: やったー
[159.957] (S)izumi_0520: おお
[160.184] (S)kuronera_m: わこらだ〜
[160.370] (S)jasmugi: 見た見た
[160.429] (S)murasakineko6262: わーい 
[160.948] (S)真_クロすけ: きょーさんよかった
[161.330] nyoiiinsan: まめぇ…
[161.464] ten5236: 豆....
[161.488] dauto_622: 豆鬼を返せ
[162.014] (S)takenokoooo__: 青い糸見えるみたいなやう？
[162.744] daidaine: おおおー！
[162.765] janp: 豆鬼から逃げるな
[162.795] (S)yukinakomochi: わこらだ
[162.832] (S)zyagaimo__: おおお
[163.051] kurutonya: おお
[163.124] chikinritoru: おお
[163.346] (S)zabuton5mai: radaoKitya
[164.083] kotowari: ほお
[165.213] namu0418: 楽しみー
[165.311] りゅい: 豆豆豆
[165.715] kyara0812: わこらだ
[165.736] 魔法少女その: やろー
[165.956] (S)yakkora: おお
[166.345] (S)pannnakottajp: キーアイテム変わったの？
[166.814] (S)zabuton5mai: おお
[166.877] かすてら_0110: 糸変わりすぎててびびった
[166.983] (S)うゆり: おおおおお
[167.388] bayarins: なんかでるやつだっけ？
[168.391] mirai_kira_: 楽しみ
[168.631] (S)kuuhaku417: わくわく
[169.169] (S)独炎レイト2525: 豆見せてけ〜
[169.348] masukis: ハードモードあるの？
[169.575] (S)takenokoooo__: 豆から逃げるな
[170.302] 205_kenmin: radaoTenohiraDrill
[170.521] 1hiroin: 糸いまだにルールよくわからん
[170.609] saku_390: 見たい
[170.790] 紗弥0926: おお
[171.013] 神崎立夏: ん？
[172.542] まき627: 運命の青い糸
[176.272] himokata: おぉ
[176.529] (S)kinote3: わこらだ
[176.582] yumenoiatu: めっちゃ変わってた！
[176.779] すのっぺ: たのしみ
[176.786] taruto_bi: なんかいたw
[176.845] kurutonya: 楽しみ
[177.984] いのりさん: 知らんやつはワクワクしとけ
[178.202] 哀れな人の子: 運命の青い糸
[179.439] (S)matchamochi117: radaoWdare
[179.693] (S)lugner_510: わこらだ〜
[179.755] (S)rioapr03: あー
[180.814] (S)zabuton5mai: wkwk
[181.721] chaaaahaan: 豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆
[182.509] ジークジーク: わこらだ
[182.640] suteneko__: 楽しみ
[183.635] yumenoiatu: 青い糸
[186.738] ginyu_tokusen: わこらだ
[187.303] harou_momiji: せやね
[188.208] かすてら_0110: へー
[189.834] 神崎立夏: o(^o^)oﾜｸﾜｸ
[189.876] りゅい: そうなのね
[190.432] ral_ralph_: わこらだ
[190.998] yakki_san: おk
[192.258] gaiantufan: へー
[193.207] (S)rakotann: あね
[193.509] mii_kun1116: 次配信者モードしたらブチブチのブチだぞ
[193.748] yume_setu1374: 青逃はどうしたよ？？？
[193.827] (S)ameneko3: ふむ
[193.855] ヴェライス: おｋ
[194.390] Nonba_: わこらだ
[194.414] masukis: りょうかい
[194.418] 無糖サイダー: りょ
[194.526] 伶音: りょーかい
[195.021] 205_kenmin: radaoTenohiraDrill
[195.256] minto13579: ほう
[195.288] (S)かしぱん_: おけ
[195.483] (S)matchamochi117: radaoOk
[196.309] あきぬこ: なるほど
[196.368] Sironoawa_: おk
[196.560] dauto_622: おk
[196.604] 五色椿: ほへー
[196.648] deccslomp: おｋ
[197.076] からたべ: おｋ
[197.504] naki_516: へー
[197.531] りゅい: りょ
[197.669] (S)そまる: はーい
[197.772] 魔法少女その: みたーい
[197.888] (S)akagi111: おｋ
[198.166] 紗弥0926: おｋ
[199.012] (S)てむぽ: おｋ
[199.069] いのりさん: おけ
[199.300] (S)lv_0_: おk
[199.639] (S)rakotann: おk
[199.864] (S)zabuton5mai: おk
[200.059] namu0418: ふむふむ
[200.072] (S)nana_om: なるほど
[200.095] (S)じょぶたみ: おk
[200.196] fintia: おｋ
[200.523] せなせんせー: 不可抗力で落ちた場合もですか？
[200.631] りゅい: なるへそ
[200.707] まき627: おk
[201.205] piriodo_1: りょ
[201.397] ふるふれあ: おｋ
[201.612] (S)flower_sayasaya: radaoOk
[201.857] (S)lara_3o: おk
[202.075] yumenoiatu: おk！
[202.145] (S)urotti: はーい
[202.275] kiminonamo: おk
[202.445] (S)debuff_o__: なるほど
[202.752] umiriku_umimi: はーい
[202.789] (S)fuzi_inari: りょ
[203.000] かすてら_0110: おk
[203.065] sulaimunebaneba: おk
[203.721] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[203.913] zutsuusann: なるほ
[203.968] ral_ralph_: せいし
[204.190] (S)lugner_510: おけ
[204.232] (S)焼畑: おｋ
[204.597] (S)kuuhaku417: おk
[204.857] ayakun1945: おk
[204.920] りゅい: きをつけまうす
[204.972] 檜山尚人: 回線の関係で落ちちゃったらどうしたらいいですか？
[205.225] kuuuuuuuuchan: ほう
[205.332] (S)雪華0830: radaoOk
[205.423] jun08081031: なるほど
[205.425] (S)さおりん_: おk
[205.463] emilu1765: ほーん
[205.520] (S)ゐそやん: ほうほう
[205.578] shiro_bbb: はい！
[205.688] (S)pannnakottajp: おk
[205.905] Remint39: なる
[206.036] applebell: なるへろ
[206.647] (S)matwo_000007: matwo_000007 subscribed at Tier 1. They've subscribed for 8 months! 
[206.694] saku_390: なるほどおk
[206.915] (S)zyaga_b: ほう
[207.671] yamamine3: radaoOk
[207.741] piriodo_1: おk
[207.803] aonatoooon_3939: おk
[208.034] (S)murasakineko6262: なるへそ
[208.205] (S)渚けい1210: なるほろ
[208.659] ジークジーク: 落ちたら終わりかぁ
[208.709] chaaaahaan: 豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆豆
[208.931] ねる汰: おk
[209.502] Ichigoore0110: おk
[210.093] himokata: おk
[210.155] r_040127: O̤̮K̤̮
[210.191] (S)kotehan31415: 回線の問題もあるのに；；
[210.627] (S)jasmugi: なる
[211.916] piriodo_1: 把握
[213.236] suteneko__: おk
[213.241] (S)Ra_0601: おけ
[213.787] かすてら_0110: 人おお
[214.932] (S)Unsugar_26: 回線落ちとかした時はどうすればいいですか？
[216.351] (S)RITO0117: 仕事猫いるやんか
[216.916] (S)yakkora: 落ちても？
[217.165] 205_kenmin: radaoTenohiraDrill
[217.455] (S)kinote3: おk
[217.989] (S)しかくのさんかく: おk
[218.425] zak0zako: 電子レンジは？
[219.253] りゅい: 豆豆豆豆豆豆豆豆豆豆豆豆豆
[219.380] ユーキ0703: おk
[220.353] daidaine: おk
[220.499] aimnpp: おk
[221.479] mikazuki29: おk
[222.248] nemi_zz: 見たいけど寝るね！らっだぁさんおやすみ！
[222.565] 06_yo_17_ta_12: 箱
[222.850] 伶音: お？
[222.909] (S)アカール: 落ちた時は仕方なし？
