[25.270] careful_crab: Oh 
[974.782] t0m0yuki: メシ食わないっすね…
[978.530] akiaki0612: だからkofは技名言わない
[979.375] prisira: 老師は大逆転されたけどｗ
[980.201] (S)SOLAS1D: イウサールが端に行くまで消えないのってあれバグなのかな
[981.882] icyblue1985: やはり日々の鍛錬なのか
[982.754] (S)m1s4m0: ビチェラーｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[985.059] uz46: uz46 subscribed with Prime. 
[990.942] ちぇんぷる: 最初に比べたらめっちゃ出てたねー、まじですごい
[996.888] (S)hiro_chan: ビチェラージャパン
[998.374] 憂う者の弟子: 格ゲーに夕飯など 不要！
[998.568] prisira: バグって言われてるね
[1006.782] (S)yuukida39: 昇竜拳は強烈な膝パンって話すき
[1008.341] ビフィダス: www
[1009.813] une3333: どれだけの人が集まるのか
[1012.660] (S)hiro_chan: ネトフリで見たい
[1015.569] (S)m1s4m0: 誰が嫁に立候補するんだよwwww
[1017.723] lucia_morgan: ビフィ兄の「俺を獲れ」を応援したい
[1020.141] latenight000: 今田役誰にする？
[1021.544] ビフィダス: すごいビチャビチャな感じの響きに
[1022.925] (S)hiro_chan: シーズンワン
[1023.560] domontyan: ｗｗ
[1023.587] feel2525: ｗｗｗ
[1024.592] 我がゴイチ: ビチェラーwwwwww
[1026.728] アヘ丸: w
[1027.702] domontyan: びちぇらーーｗ
[1028.154] (S)m1s4m0: ｗｗｗｗｗｗｗ
[1029.665] ビフィダス: 俺をめとれ
[1030.846] (S)axchuuu: がんばれー！
[1031.306] ledlight9413: ただのサバイバルになるぞ
[1032.730] jigen0104: www
[1033.040] wondau: 男ばっかり来そうw
[1033.593] chin_56_: さて今回のビチェラーは
[1034.148] yomogi0610: 草
[1034.549] t0m0yuki: 音が汚いｗ
[1036.196] (S)hiro_chan: 五島列島
[1037.058] (S)こんぽち: 俺をめとれｗｗ
[1040.487] niemalsaufgeben: 結構需要ありそう
[1043.775] (S)kani7321: 企画爆誕
[1047.572] balthazar000: つまり婿養子希望？
[1048.872] bec118_japan: 女がこねぇだろってうめちゃん言ってたよw
[1049.326] prisira: なぜ上からなのか
[1049.408] underground0714: 逆ゥー！
[1050.153] une3333: ただ女性がキャッキャする番組になりそう
[1053.898] (S)m1s4m0: 婿入りしたいんかい
[1056.163] battyo76: あれは選ぶ側も相当メンタル強者よ
[1059.088] ビフィダス: 女性を見たら既婚と思え・・・
[1059.257] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[1059.482] icyblue1985: 0斧です！
[1060.488] (S)hiro_chan: 薔薇を渡していく
[1076.052] une3333: 斧を争うのかw
[1076.764] (S)hiro_chan: 手斧か
[1081.328] (S)axchuuu: 楽しみだなあ
[1081.765] (S)hiro_chan: ある
[1082.530] prisira: あるんじゃない？
[1082.693] (S)tabibitox: あるっしょ
[1085.744] ちぇんぷる: あるよー
[1087.487] lucia_morgan: 全然ある
[1087.526] ビフィダス: あるの！
[1087.711] (S)m1s4m0: 別れちゃったはず
[1088.413] ledlight9413: 離婚まで行く
[1089.888] (S)pesotaso16: まあまあある
[1090.516] une3333: あるんだー
[1094.337] ビフィダス: すごいなあ
[1094.901] 黒猫くん: まぁ離婚するやろな
[1095.720] bec118_japan: クロちゃんって結婚したん？
[1097.177] 我がゴイチ: 斧を女性に渡すのは無人島ではありです
[1098.064] (S)Nagare765: 離婚までがセット
[1100.129] (S)axchuuu: ここのリスナーに見てる人いるんか？
[1100.277] underground0714: 所詮やらせじゃなかったのかよ
[1103.340] one596: 海外は基本離婚までがストーリー化してない？
[1104.281] jhkkhfdathvd: 一つの出会い
[1105.095] (S)mart_00_: www
[1106.000] atalumier: そもそも斧獲得って英語だとクビって慣用句なんだよなあ
[1106.296] myaaaaaa123: 昔はあいのりとか好きだったなー
[1106.806] (S)hiro_chan: 夢も希望も呪いもある
[1106.873] erisuk: 全部ヤラセじゃねぇの？
[1108.295] ビフィダス: ひでえ
[1120.950] latenight000: 離婚までリアリティーショーはキツすぎんよ～
[1130.311] (S)ラリメモ: 斧を女性に持たせたらバトルロワイヤル始まらない？w
[1132.283] (S)てべす1103: ここのリスナーの最新はあいのり
[1141.092] ちぇんぷる: 離婚もあるし、結婚までいかない場合もある
[1142.383] ビフィダス: ねるとん紅鯨団って昔あったよね
[1142.886] lucia_morgan: 海外のはやらせっぽいのもあるね
[1147.454] 憂う者の弟子: ねるとんだろ！
[1147.847] underground0714: 紅鯨団かもしれん
[1149.122] (S)hiro_chan: ビチェラーSeason1
[1149.286] one596: SNSで離婚しました報告までがコンテンツだよ
[1155.604] t0m0yuki: あくまでショーだから
[1158.753] (S)vivfiw: あくまで番組なんでね
[1162.026] perfecttakahashi: どこかの富豪がマジでバトロワ開くらしいからウメちゃんもあり
[1162.990] ちょうど良いです: リアリティーなshowだからね
[1169.113] chin_56_: 今回のデートはツーショットデートです
[1170.356] (S)yuukida39: ねるとんはアラフィフw
[1173.344] (S)nen_100: 最強武器が盾と斧だと信じることが前提
[1176.031] thraximundaru: 日本もなんかやらせでヒールやらせてたやつあったね
[1183.544] jhkkhfdathvd: 海外セレブの恋愛バライティーおもろいよ
[1183.669] underground0714: ウメさんチェックが入るんや
[1184.447] (S)axchuuu: バトロワって何？斧持ってく？
[1185.044] (S)vivfiw: WutFace
[1186.927] (S)hiro_chan: アーマーバトル
[1188.164] BillHicks5051: evoSrk
[1192.044] ビフィダス: アーマーバトルwww
[1195.543] perfecttakahashi: 斧で殴り会うみたいなゲーム
[1196.452] ちぇんぷる: 斧と盾は持参できる？
[1197.131] t0m0yuki: ブランドン来るじゃんねぇ
[1198.167] myaaaaaa123: バトロワ最強の武器は？
[1206.524] (S)axchuuu: 槍には負けられねぇな
[1209.124] akiaki0612: 投げ
[1209.266] (S)goto888: パンダ参戦希望
[1212.847] (S)vivfiw: EleGiggle
[1214.757] (S)brutal9998: ビチェラーにせよ俺を娶れにせよ大型企画は間違いないな
[1215.302] one596: 現代戦やぞ、銃1択
[1215.844] j_zima: パリィ
[1216.720] (S)hiro_chan: ???「あなた達に今からアーマーバトルをしてもらいます」
[1219.019] johndoe6523rp: 始まりました
[1219.965] (S)てべす1103: ずるいw
[1221.327] HirocoT: ｗ
[1222.921] 新ころりん: エルデンリングだって腐敗と猛毒強いしな！
[1223.572] mohita_3: カレーだ
[1224.036] inchangwww: 毒ですよ！
[1224.684] セツリ: 毒すきねえ
[1225.739] チョコミんト: 毒ですよ〜
[1226.280] mc_cat_and_dj_dog: 屍だ
[1227.271] Raffa1180: Yyhbbbbbvvvvvvvvv.
[1227.555] (S)kani7321: 飯毒ツエー
[1228.777] (S)yuukida39: 斧じゃないw
[1229.933] (S)日本語かな: それは計略です
[1230.505] 157655: 参加者送り込んで斧応援配信するか
[1230.747] ビフィダス: じゃ、じゃあ身体作ってくるわ・・・痩せないと
[1230.765] one596: 毒かー
[1231.912] (S)nen_100: 毒は武器？
[1232.513] くおお: 飯封じられたら厳しいな
[1233.458] tokogonish: それは卑怯なり
[1234.401] perfecttakahashi: 確かに毒だわ
[1234.662] だんごうお: 投石に勝てるの？
[1235.604] TOMATOKANA: 斧より強いの？
[1237.503] (S)如月うづき: 火が最強
[1238.457] latenight000: 飯に毒、水に毒、終わりっす
[1238.875] akira_s_: 毒とAKが一番ころしてる
[1239.382] jitajita: 今日は翻訳ないの？
[1240.052] yomogi0610: 毒レイピア
[1240.457] tmtm84: 科学は世界一ぃぃぃぃ
[1243.770] jhkkhfdathvd: それ戦ってなくないよね？
[1244.549] tyusonmit: 斧なんだよなぁ
[1246.172] 無心に: 今日も武器の話だねえ
[1249.681] もっこすおじさん: ドーピングありのスポーツ大会のやつ？
[1251.689] t0m0yuki: 斧どうして…
[1254.984] ビフィダス: 投げ斧は強い？
[1257.566] (S)EDN3rd: 物語だと毒になった途端カスりもしなくなるじゃんね
[1261.040] himemiya_hotaru: 毒は扱いがむず過ぎる
[1261.528] mohita_3: 定期的に出てくるの斧草
[1261.856] ちょうど良いです: 降龍拳に聞こえる
[1268.368] myaaaaaa123: 一緒にメシを食うという信頼感を得なければ<毒
[1273.893] (S)kani7321: 毒一本獲得です
[1275.399] bec118_japan: ミリダラパンチには翻訳のニーズあるかも
[1276.727] ちぇんぷる: 食べ物なかったら毒仕込めないじゃん
[1286.156] (S)ohyoi2002: バトロワの映画でたしか毒使ってたよね、最強ではなかったけど
[1291.064] perfecttakahashi: バトロワは毒持ってる生き物の血その辺にばらまくだけで勝てそうだよな
[1291.691] 黒猫くん: くないは武器ランキング何位ですか
[1292.119] (S)axchuuu: 何人の中から生き残るんだろう
[1294.152] une3333: 普通に吹矢とか槍の先に塗ればよし
[1295.360] jhkkhfdathvd: 昇竜拳あと何分やろ？
[1304.618] (S)ふぁんつい: トレモのUIも地味に修正入ってるのね
[1306.146] moririka755: ところでウメちゃんなんだアーマーバトルと斧にそこまで執着してるの？
[1309.654] turpon: 昇竜拳ASMR
[1312.528] tanakakakuei3: 毒は裏返るから
[1318.370] (S)hiro_chan: アーマーバトル〜アックスメンvsスピアメン
[1323.321] kireboshibasyato: 刑務作業
[1328.342] potetotetop: おぼから日和りDM来た？
[1339.128] une3333: えw
[1340.864] shokupan_10301220: 鉄の爪は弱い？
[1341.636] akira_s_: コメント読まれチャンスでもある
[1342.797] (S)nen_100: 斧に毒塗れば無敵
[1345.215] (S)axchuuu: ウーバーですか
[1349.761] (S)takoyaki__jp: takoyaki__jp subscribed with Prime. They've subscribed for 4 months! 
[1352.448] ryuken_future: アシストボタンの先行入力きくようになったのありがたい
[1356.756] (S)m1s4m0: チャーシューメン！
[1357.323] jhkkhfdathvd: 梅さんの最近あった面白いことある？
[1357.460] une3333: その晩御飯、毒入ってるかもよ
[1360.570] ビフィダス: ウメちゃんの想定する強い斧って、両側に刃がついてる斧？それとも木こりが持ってそうな片手斧？
[1363.934] (S)hiro_chan: アーマーバトルの勝者はビフィにいをめとれる
[1372.739] akira_s_: 自炊ってまだします？
[1374.107] hirohiropen: 野菜って普段何食べてますか？
[1382.415] ビフィダス: どっちでも大丈夫ww
[1388.058] だんごうお: モーニングスターのほうが斧よりかっこよくない？
[1394.752] bec118_japan: 片方が錐みたいにとんがってる斧もあるよね
[1405.474] (S)bolabola102: ヌンチャクはどうですか？
[1410.968] akira_s_: お手伝いさんは料理はなしですか？
[1411.460] prisira: 野菜は食べよう
[1414.964] 000105: 一度聞いた質問は呪いの対象
[1415.107] (S)m1s4m0: 家政婦さんおかずは作ってくれないんだね
[1419.429] Hillza: How many dp's for practice every day?
[1420.193] oooippp: ナスうまいです
[1420.891] (S)ましゅダヨ: 確かにw
[1421.866] domontyan: 猫ちゃんと遊んだりしますか？
[1421.905] よもぎです: RRR見ましたか？
[1423.226] tenten2156: ブロッコリーは？
[1426.022] hirohiropen: ブロッコリーをお勧めします。
[1426.526] 0208h: 美味しいパスタ教えて
[1429.317] akira_s_: へぇ
[1429.651] jhkkhfdathvd: 自炊は何作ってます？
[1435.852] Enpitsu213: 毒警戒してる？
[1447.521] kaigaizei: RRRの次はバーフバリやな
[1447.526] wondau: ペペロンチーノ？
[1448.120] ビフィダス: 冷凍ブロッコリー便利だよなあ・・
[1450.770] adachikujin: ブロッコリー食べててえらい
[1457.237] jhkkhfdathvd: 何パスタ好き？
[1458.659] aranami0: もう夏野菜うまいよ
[1459.315] (S)hiro_chan: パスタ巻いてる？
[1461.440] 寸止め: ブロッコリー好きなんや🥦
[1461.937] (S)m1s4m0: ニンニクハラ
[1462.573] akiaki0612: ラシードは買ったの？
[1463.169] akira_s_: 一時期と比べて痩せました？
[1466.862] Kanimiso_umaiyo: ケン使ってるけどキャミィくっそキツいっす…
[1466.878] (S)brutal9998: ブロッコリーは栄養豊富で有名
[1472.360] (S)てべす1103: 業スーの冷凍ブロッコリーにコスパヤバい
[1478.250] 憂う者の弟子: えらいってなんだよ！ 野菜はおいしいから食うんだよ(怒)
[1478.471] (S)m1s4m0: ｽﾞｿﾞｿﾞｿﾞｿﾞ
[1479.783] えぬ田: もっといいもん食ったほうが昇竜拳でるよ
[1481.701] (S)ましゅダヨ: 今日はブロッコリーとパスタと
[1482.516] akira_s_: タンパク質も豊富
[1485.504] bakabon14: 食べないダイエットうまくいかない
[1486.480] 新ころりん: 枝豆もいいぞ！
[1496.715] mako_oswald: 一番美味いと思う野菜は？
[1497.091] merkava_mk2: 冷凍ブロッコリーはコストコが最強
[1502.813] (S)オワオワタ: パスタなんて箸でずるずるすすって食うもんだろ
[1503.994] 寸止め: 夏はミョウガじゃね？
[1511.502] kireboshibasyato: カルディでパスタソース買うのおもしろいよ、変なものいっぱいあって
[1512.822] burisuke: 野菜は世間体で食う
[1516.454] jhkkhfdathvd: ブロッコリーが好きで食べてるのか それともダイエットでブロッコリー？
