[8.841] ゆにゆにゆにーく: wakorad
[106.172] sobadesu_: わこらだ
[106.234] (S)argon_piz: radaoHi
[106.483] rinon24: radaoHi
[106.700] (S)雪狐0143: 最近Twitchくん調子悪めか？
[106.944] yakkooo630: radaoHi
[107.281] rannmaru00: radaoHi
[107.512] T4Nik0: マイクラ？
[107.531] kesigom7: PCは変わってるよ
[107.543] tyr_11q: わこらだー
[107.716] takeshi_niki0615: タイトルが昨日のままな気がするぞ
[107.790] nun_1102: radaoHi
[107.796] satchie38: satchie38 subscribed with Prime. They've subscribed for 40 months! 
[108.302] mai_ko0807: radaoHi
[108.459] tonton_0110: radaoHi
[108.712] cocco210228: radaoHi
[109.207] mope716: わこらだ
[109.310] many7575: 昨日がんばってたねー
[109.432] pumpkin_2175: わこらだー
[109.482] ｱﾁｬﾓ: ええで
[109.650] mamama03: いまのマイクラここまでリアルになったんだね
[109.765] lpojievh: radaoMidori
[109.885] さえだ: わこらだ
[110.280] いつも眠いルカ: radaoHi
[110.546] usagicoo: radaoHi
[110.557] 年中頭痛: わこらだー
[110.573] 快眠枕: radaoHi
[110.748] shaoro216: 👍🏻
[111.178] honeyclover_0127: マイクラ見たかった
[111.285] hukushinzuke: わこらだー
[111.294] namatya2810: マイクラすごいリアルになったなーw
[111.322] hakuto_shino: hakuto_shino subscribed with Prime. They've subscribed for 16 months, currently on a 16 month streak! 
[111.500] 三田ｻﾝ: ついに顔面ついたよー〜ーーー
[111.634] paya_na: radaoHi
[111.729] りろ31: radaoHi
[111.873] potetooodayo: わこらだ！
[111.984] Ishio_62113125: 許しちゃる
[112.177] raimu_27: 昨日の衛生外ヘリアタックよかったね
[112.300] 御繰丸: ストグラだー！
[112.490] on_mame: radaoHi
[112.767] あきのね: radaoHi
[113.133] rannmaru00: radaoHi
[113.282] さいのめ: radaoHi
[113.326] Haru_suzume: radaoHi
[113.405] pumpkin_2175: radaoHi
[113.582] ちゃびりん: radaoHi
[113.585] むろ_: radaoHi
[114.382] こんにゃ: わこらだ 
[114.835] miu0516: radaoHi
[115.061] nekoto01: マイクラグラフィックすごくなったね
[115.149] potetooodayo: radaoHi
[115.223] paya_na: radaoHi
[115.420] morning_tea828: マイクラwww
[115.462] Haru_suzume: radaoHi
[115.631] こころおどる: radaoHi
[115.770] 真ぺいんと: radaoHi
[116.267] シンノノ: わこらだ
[116.348] (S)pell_mk2: わこらだ！
[116.399] さち25: わこらだ
[116.578] usagicoo: radaoHi
[116.583] mai161116katatumuri: radaoHi
[116.635] hakujamaru: まいくらは？
[116.914] 黒猫なのだ: わこらだー
[116.954] rannmaru00: radaoHi
[117.149] スタジオ21: radaoHi
[117.446] dokukinoco: 昨日の衛星外おつかれさん
[117.473] zoi2525: radaoHi
[117.605] あまがえる_1597: radaoHi
[117.762] takkiyyy: 元気に！
[117.921] miya_4950: ありがとう〜！
[118.298] (S)たかまちゃ: タイトルちがーう
[118.321] (S)ユキウサギ0425: わこらだ
[118.393] ao0723aoi: わこらだー！
[118.505] rannmaru00: radaoHi
[119.263] Touhokumin_A: radaoHi
[119.616] _ヨシ: radaoHi
[119.831] あかりんご1010: DinoDance
[119.834] nattou2525: マイクラ忍者は？
[119.860] momonoizu: 出勤!
[119.871] ruin0608: radaoHi
[119.925] アメタマ: radaoHi
[120.296] rannmaru00: radaoHi
[120.521] aonagi_08: わこらだ
[121.404] miznohanabana: がんばってい
[121.417] さつまいもおいしい: radaoHi
[121.439] kokosan_1154: radaoHi
[121.453] turitaka0026: radaoHi
[121.614] めっつびたー: やろうか
[121.837] sashiba2525: radaoHi
[122.069] rannmaru00: radaoHi
[122.081] razu_0b: わこらだ
[122.088] uni16inu: radaoHiradaoHi￼￼ 
[122.163] えんそのなみだ: radaoHi
[122.290] happa_2192: わこらだ
[122.589] suidousuiii: イイネ
[122.759] imoyoukanmaru: radaoHi
[122.986] lpojievh: radaoMidori
[123.012] さいのめ: マイクラではない
[123.627] rura_0704: わこらだ
[123.696] yahho_kanaria: わこらだ 
[123.800] usagicoo: radaoHi
[123.849] rannmaru00: radaoHi
[123.923] enwasabi: 結局昨日出勤してたね
[123.992] koyaren: わこらだ
[124.138] あかりんご1010: radaoHi
[124.582] urullowo: 今日も元気にストグラ
[125.037] sjindoa: radaoHi
[125.194] suiha_7: radaoFight
[125.246] らぺん: わこらだー
[125.270] miteruzo3129: radaoHi
[125.273] nissy__24__: 昨日結局出勤してたよね
[125.290] れもねぃど: radaoHi
[125.766] rin1022rin: 今日も元気に！行ってらっしゃい！
[126.255] nekoze1030: わこらだ
[126.407] wotamu_3: radaoHi
[126.548] inuyo: ブレードキルめちゃかっこよかったぞ
[126.648] namekonomisosir: radaoHi
[126.712] rura_0704: radaoHi
[126.787] ガウガウくん: 待ってたぜぇ
[126.843] kuro_0125: ととさんはどうなりましたか❔
[127.353] riolu_77: radaoHi
[127.579] kobu_da: 配信外でかっこいいキルしやがって
[127.638] magaos_753: radaoHi
[127.790] takkiyyy: まいくらは？ 
[127.808] usagicoo: radaoHi
[128.782] Gerugerumanimani: わこらだ
[129.044] saa_o331: radaoHi
[130.578] ayame1017: 昨日のブレードキル見たよー
[130.763] kzmaroq: radaoHi
[130.816] きつね61: 出勤だあ
[130.899] unimusubi: 今日もがんばろー
[131.253] yuinokawa: わこらだ
[131.281] (S)shun_2539: 結局ととみなみどうなったんやろね
[131.365] つきあかり: ね
[131.429] usagicoo: radaoHi
[131.448] rya_ya: ね
[131.523] さーそー: 昨日の衛星外活躍し過ぎ
[131.575] みりぃもち: www
[131.581] mimolyy: radaoHi
[131.664] にわすずめ: wwwwwww
[131.866] mai161116katatumuri: 遅いめゆってた割にはやいやん
[132.110] 96猫3: レリアタックめっちゃ良かった
[132.113] eaSTARTwind39: いいねぇ
[132.213] ぽよぽよピンク: radaoHi
[132.326] あかりんご1010: radaoHi
[132.928] many7575: www
[132.953] つはこよ_: わこらだー
[133.069] ayunosioyaki0223: わかる
[133.108] iroh4s__: マイクラで通知きた
[133.110] ちゃつう: radaoHi
[133.225] (S)sierra2526: radaoHi
[133.467] harou_momiji: わこらだ
[133.967] アメタマ: ね
[134.027] usagicoo: radaoHi
[134.214] necohina: 分かる
[134.227] yuinokawa: radaoHi
[134.247] きつね61: wwwww
[134.577] かんがえるー: ね
[134.602] (S)seillane: wwwwww
[134.613] れなぽんぽん: わかる
[134.661] (S)yogetu: 逆にw
[134.678] yume_1103: www
[134.967] ペネロペ: www
[135.340] happa_2192: radaoHi
[135.637] kururusannano: 昨日いましたよね！！！
[135.642] nissy__24__: www
[135.804] ユナク: 癖か
[135.987] nanashico27: ね
[136.018] miteruzo3129: radaoHi
[136.300] eichan_2470: radaoHi
[136.330] みりぃもち: 癖でね
[136.788] mizuhusen_aq: ね
[136.816] usagicoo: ええね
[136.909] world_kohaku: わかる
[136.910] mbando55: わこらだ
[136.979] baketsu_091: わかる
[137.283] rain_less: 染まってきてる
[137.557] nobume0v0: 今日も元気に街守ってけ〜
[137.729] ゆあたまご: わかる
[137.786] aina___10812: wwww
[137.863] まここま: 昨日の衛星外のブレードキル良かったな
[138.050] 3roooooo: radaoHi
[138.060] 96猫3: ね
[138.282] (S)ちびまるちゃん: radaoHi
[138.291] にわすずめ: ストグラに侵食されてる
[138.435] su1ryu30: マイクラになってる
[138.509] (S)seillane: 染まってる
[138.525] mizusakura0326: 染まってるね
[138.623] すいぺりあ: www
[138.660] 御繰丸: だれだ
[138.860] unimusubi: w
[139.088] namekonomisosir: www
[139.260] あかりんご1010: radaoHi
[139.270] hkr_r: なんか犯罪者みたいのいたな
[139.297] 雨傘ライ: www
[139.511] せきつい: 癖が
[139.522] nibosichan_0403: わかる
[139.540] ゆんふぁ1123: radaoHi
[139.758] urullowo: 定着しちゃった
[139.761] tonton_0110: わかる
[139.833] harou_momiji: わかる
[139.982] きつね61: 逆にね
[139.999] yume_1103: 侵食されてるwww
[140.333] miya_4950: 染まったね
[140.441] merongo_1023: 持ってかれとるwww
[140.570] reon2565: わかる
[140.570] (S)elm095: ね
[140.808] airisu102: radaoHi
[141.004] piisuke_0428: 昨日のヘリ美味かったな
[141.022] はむおくん: 染まってるね
[141.221] ナスのホイル焼き: わかる
[141.494] minippu_haima: minippu_haima subscribed with Prime. They've subscribed for 17 months! 
[141.498] ちり塵: 体験？
[141.509] kyukun1765: わかる
[141.661] suzuyayaya: わかる
[141.752] 鹿紅葉: いいね
[141.806] あかりんご1010: radaoHi
[141.889] koyaren: radaoHi
[141.990] (S)goaraaaaaa: 夜中やってたらしいじゃんー？
[142.175] miteruzo3129: radaoHi
[142.283] (S)ラキ2525: radaoNayami
[142.348] mira_bell5: だれだ
[142.524] dokukinoco: 体験？
[142.863] (S)たかまちゃ: 体験してるね
[142.954] 00kurosuke: radaoHi
[143.056] ayatakay: ww
[143.555] ペネロペ: ？
[143.622] takkiyyy: 衝撃！
[143.798] awahuki_miya: 体験
[144.084] ユナク: 体験？
[144.110] さいのめ: 頭がストグラに染まってる
[144.422] つきあかり: 誰だろう
[144.763] hkr_r: 体験の子かな？
[144.851] あかりんご1010: radaoHi
[144.864] きつね61: だれ？
[144.870] yu_ri1416: 衛星外で鮮やかなプロペラキル決めてたねw
[144.923] ryuryunomi0603: 初コメですー頑張ってください 
[145.135] eipoo: 新人さん？
[145.470] ぱる_071: 体験の人
[145.808] はむおくん: 体験かな
[145.834] sjindoa: 体験？
[146.006] suidousuiii: 新しい人かな？
[146.027] (S)elm095: だれだ？
[146.029] nanashico27: 体験さんかな
[146.247] とーもです: たいけんだね
[146.411] nqrs_3022: しんじん
[146.880] minippu_haima: radaoHi
[147.053] gaiantufan: ？
[147.105] oo1016: 初めましてさん？
[147.172] そふぃ3: こっちの世界にいる時間が長いからな
[147.274] (S)seillane: 新人？
[147.280] unimusubi: 新人？
[147.446] 御繰丸: 新人さん？
[147.482] yuasee: 体験？
[148.007] せきつい: 体験中？
[148.210] usagicoo: また増えた？
[148.269] あげだし丸: そのうち現実とゲームの区別がつかなくなりそう
[148.506] runana_1123: 体験？
[148.666] あかりんご1010: radaoHi
[148.772] すいぺりあ: 体験さん？
[149.016] qrea_rf: 体験かな？
[149.099] peperonn17: また新しい人？
[149.993] 雨傘ライ: 体験さんか？
[150.071] らお3: わこらだ
[150.191] つきあかり: 体験さんかな
[150.208] himanaso_da_517: 体験じゃね？
[150.231] namekonomisosir: 体験？
[150.432] (S)ゆずシフォン: 体験？
[150.538] 所トしヤ: たいけん？
[150.795] rocon775: 体験さん？
[151.066] きつね61: 体験の子？
[151.253] atrand0m: atrand0m subscribed with Prime. 
[151.283] kanio319: radaoHi
[151.576] ainoseeeee1111: 体験？
[151.776] 96猫3: 体験かな？
[151.835] sakuranbo4649: わこらだ
[152.008] morning_tea828: 今体験してる！
[152.014] nyanoco: 体験さん？
[152.396] おっとり刀: 体験多分増えるよ
[152.477] あかりんご1010: radaoHi
[152.628] にわすずめ: かな？
[152.844] kurage__s_: わこらだ
[153.616] らぺん: かもね
[154.408] mai161116katatumuri: ひのくまらんさんかな？
[154.542] syann_0131: 新人か
[154.767] たまごガチアンチ: 初めましてさん？
[154.897] merongo_1023: 体験の人では？？
[154.991] yume_1103: おー
[155.091] many7575: こっちが現実だからねwww
[155.188] きつね61: 挨拶しないと
[155.828] koumakans: わこらだ 
[155.888] jon_thifanii87: ヘリのやつかっこよかたぞ
[155.986] koyaren: 体験じゃない？
[156.490] namekonomisosir: かも
[156.491] suidousuiii: ととさんは？
[156.505] ふらんすパン: 体験さんかな？
[157.237] 昼迄ねむる: ヘリキルすごかったね
[157.315] 湊ソラ: ななしいんくのひと
[157.323] あかりんご1010: radaoHi
[157.418] (S)yu_oooo_ka: わこらだ
[158.361] コア21: 体験かな？
[158.403] takkiyyy: 衝撃！サムネ詐欺するらっだあ
[158.417] スペルタン: vの人？
[158.890] (S)elm095: また 体験？
[159.546] mameko_7: 体験？
[159.814] 二年前かららだ民です: 体験かー
[160.142] harou_momiji: 新しい人増えたのか
[161.065] (S)雪狐0143: 体験かな？
[161.727] sakeoo_0102: わこらだ
[162.132] rafalec2013: radaoHi
[162.247] 御繰丸: 体験さんかな？
[162.403] sato_imoo: 体験かな？
[165.354] yakkooo630: 昨日三人体験してた
[165.677] (S)そら1228: わこらだ
[165.827] (S)Soudako___: かな？
[166.540] ふーみん313: わこらだ
[166.618] toou_rain: radaoHi
[167.233] koumakans: 新人の方？
[168.455] (S)shun_2539: RPしてる人はつい口癖出るらしいね
[168.816] kosei730: 体験や
[169.035] momotayasan: 体験？
[169.387] azaokun1203: 職業病
[170.664] kyarameri_57: ととさんは？
[171.316] fwai_1221: わこらだー
[172.738] kenshin_g2: on
[173.644] rukira7195: radaoHi
[174.427] nanasi091: あれ？マイクラじゃないんだ。詐欺か？
[175.049] samara2352_0919: わこらだ
[175.907] nigopon: わこらだー
[176.736] yayayayajapan: 体験か
[176.797] umekkko: わこらだ
[176.844] eaSTARTwind39: 新人かな？
[176.954] nonsugar017: radaoHi
[178.357] kom_koma_: radaoEhehe
[178.456] (S)たかまちゃ: タイトルかえてないよーん
[179.714] 野次リョウ: 音入ってない
[180.002] (S)海緒: ruito1945 subscribed with Prime. They've subscribed for 3 months! 
[180.040] 御繰丸: 出勤〜
[180.391] シイ_ラ: タイトルおかしいぞ
[181.155] (S)tourou0909: radaoHi
[181.767] kenshin_g2: on duty
[181.775] (S)ばにら0115: radaoHi
[181.956] pokaburu: ブレードキルうまかったねぇw
[182.204] usagicoo: おはよーございまーす
[182.210] kosei730: radaoHi
[182.664] otux2_0205: otux2_0205 subscribed at Tier 1. They've subscribed for 27 months, currently on a 27 month streak! 
[182.759] はるちこ: radaoHi
[183.897] yoko__0702: わこらだ
[183.904] ぽちやまた: radaoHi
[186.007] haruharu4358: わこらだ 
[187.195] ユナク: あれ？
[187.389] sjindoa: あれ
[187.396] takkiyyy: たいと
[188.521] つきあかり: あら
[188.760] corrupt_sjel: Cheer500 ストグラたすかる
[189.459] frogflingpstfst: radaoHi
[189.484] 野次リョウ: 音が
[189.818] dokosou_1019: radaoHi
[189.917] maco0524: radaoHi
[190.905] (S)elm095: ？？
[191.098] きつね61: あれ？
[191.298] eaSTARTwind39: 声が
[191.319] takkiyyy: あれ？
[191.351] mochi_00v: radaoHi
[191.393] rya_ya: あれ？
[192.118] emeraru_: あれ？
[192.181] usagicoo: あれ？
[192.459] mhiiragi42: 昨日すごかったね
[192.701] bundayo: わこらだ
[193.197] (S)ラキ2525: 歪みまくりか…？
[194.047] ~MISSING_COMMENTER_INFO~: うし
[194.206] スフレ2310: radaoHi
[195.212] (S)pikamr: わこらだ
[195.448] reon2565: あれ？
[195.895] yume_1103: ありゃ？
[196.256] nattoniboshi: radaoHi
[196.294] つきあかり: おー
[196.300] (S)ぴぐみぃ: radaoHi
[197.248] (S)雪狐0143: あら？
[198.382] harou_momiji: あれ
[198.628] lkaltoo: !title
[198.830] (M)Nightbot: @lkaltoo -> Current Stream Title: ストグラ 今日も元気に街を守れ警察
[198.878] siroan0506: グラセフシリーズいいね
[199.141] まんばるん: ？
[199.537] ほなの: わこらだー
[199.635] namekonomisosir: あれれ？
[199.955] 野次リョウ: 音
[200.098] nqrs_3022: 無視されてるだけだよ
[200.348] 御繰丸: あら
[200.600] ﾏﾙﾏﾙ: radaoHi
[200.787] judge645: radaoHi
[201.336] ~MISSING_COMMENTER_INFO~: radaoHi
[202.033] rimutarouo: …
[202.635] (S)itoyu_62: radaoHi
[202.804] soramona0915: radaoHi
[203.165] dokukinoco: あら
[203.689] nobume0v0: あれ、
[204.105] 96猫3: あ
[205.363] 御繰丸: お！聞こえたー
[205.818] れもねぃど: あ
[206.474] まんばるん: ええ？
[206.801] merongo_1023: あれ？
[207.485] wwwski11: radaoHi
[207.514] きのお: radaoHi
[207.591] mirina017: あ
[207.716] pizanotare: けんきw
[208.112] tomato2114: 音がww
[208.231] Ishio_62113125: すけるさんだぁ！！
[208.990] フィッシング鶴岡: マイクラになっとるで
[209.047] すいぺりあ: あ
[209.392] (S)crowsuke96: わこらだー！ 
[209.471] rain_less: あれ？
[209.702] たまごガチアンチ: あれ？
[210.028] reon2565: 耳かっぽじったか
[210.190] (S)pikamr: え？
[210.709] many7575: けんきさんwww
[210.849] gaiantufan: あれ？
[210.914] (S)shun_2539: ただのシカトだよ
[210.961] potetooodayo: けんきさんw
[211.071] zoon8629352: あれ
[211.080] まんばるん: あ
[211.203] (S)ゆずシフォン: あ
[211.298] ainoseeeee1111: あれ？
[211.527] メロン_: あ
[212.046] (S)matcha0811: わこらだ〜
[212.110] koyatai117: すけるさんじゃん
[213.291] harou_momiji: 出たひとだすけるさんｗ
[213.504] すいぺりあ: すけるさんww
[213.602] 00kurosuke: みんな歪んでる？
[213.734] namekonomisosir: あ
[214.094] okara25: あ
[214.263] ユナク: あ
[214.337] ui_nemutai: あ
[214.344] pon2929: あれ
[214.793] (S)ラーよ: みんな歪んでる？
[215.092] RBlue_Lyco: タイトルがぁ
[216.423] katsukichi09: けんきさん？
[216.589] つきあかり: すけるさんだ
[216.658] 雨傘ライ: あれ！
[216.804] ちゃずけまる: あれ
[217.620] nemu_1213: あ
[217.719] katagiriharu: すけるさんや
[218.210] (S)waterdragon131: コカンくん...
[218.460] (S)ククリン: あ
[218.540] KAKEO86: あれ
[218.624] eaSTARTwind39: 誰が歪んでるんだw
[219.032] sato_imoo: あれ
[219.139] (S)いぬひよこ: ん？
[219.148] きつね61: 人田すける？
[219.281] nyanoco: あれ
[219.299] 夜終: radaoHi
[219.434] たまごガチアンチ: コカン？
[219.706] snow__forest: radaoHi
[220.547] Rimon_sky: あ
[220.803] nobume0v0: あれれ
[221.390] ペネロペ: www
[221.403] qrea_rf: あれ？
[221.640] にわすずめ: w
[221.642] (S)seillane: すけるさんだ
