[7.203] (S)はくまい_45: 何事？
[92.981] mimizu_ikoi: その日ら民は思い出した
[92.983] らくた: 意味わからん何これ
[92.991] 月衛: わこらだ
[92.997] 冷や茶: なにこれ？
[93.030] ららら0913: www
[93.044] nomalsabu: パンツ？？？？
[93.122] Ichigo_Strawberry15: ？？？？？？？
[93.187] (S)mikone524: 下履いてないって…コト！？
[93.189] noririnmonrou: 当事者...？
[93.452] (S)カサル: radaoMasuo
[93.522] ひかまるしゃん: すでに奇行種な、らだおやのに
[93.563] suiha_7: radaoNayami
[93.599] k00000000ta: k00000000ta subscribed at Tier 3. They've subscribed for 28 months, currently on a 28 month streak! ぼるとるーむコラボめっちゃ待ってたありがとう 
[93.629] (S)ragumaltutyo: 何があった？
[93.651] (S)ツインズ: わこらだ どした
[93.870] (S)ぺぱさん: パンツ被っとるやん
[93.916] しょうろんぽウ: なんでパンツ被ってるの？
[93.943] (S)shinooo_n: パンツ被ってる？
[93.955] who_tawn: なんなんだよこれはw
[94.083] kotatsu_san: は？？？？
[94.123] (S)ぎょろっとみかん: にゅって出てくんのやばかった
[94.170] (S)sunsun_deshi: 変態仮面？？？
[94.197] (S)izayoi_77: え？
[94.204] neu_rose: 一体何が始まるんです？
[94.225] chiaaihc23: 当事者でしょww
[94.239] (S)おるがのる: パンツ星人でしょ？？Ｗ
[94.416] (S)waakari2003: 経緯をーーw
[94.422] トーワ: トーワ subscribed at Tier 1. They've subscribed for 39 months! 
[94.497] aruka15: aruka15 subscribed at Tier 3. They've subscribed for 6 months! わこらだ
[94.650] (S)hiragi_114514: わこらだ
[94.710] mika_2512324493: うん
[94.770] koooohizeri: どゆこと…？
[94.773] soramimi___: え？
[94.774] (S)negishio___: www
[94.790] _ヴォク: 変態仮面みたいやね
[94.808] かれに0521: パンツ被ってる？
[94.809] ゆゆま_: ゆゆま_ subscribed at Tier 1. They've subscribed for 17 months! 
[94.819] (S)焼きジャケ: パンツかぶってるかと思った
[94.837] (S)hanadango823: パンツ被ってる？w
[94.858] (S)momo_2525_: パンツ被ってる？
[94.909] Amam1ya0000: どういうこと！？
[94.923] rinrin0223: なにがどうなった？笑
[94.988] (S)kak1pi: kak1pi subscribed at Tier 1. They've subscribed for 6 months! 
[96.970] siiiiin2525: パッと見友好的
[97.008] みんみんゼミ: わこらだ 
[97.008] hakusei11124: なんでわかんないんだww
[97.031] orio_1024: わこらだwwwwww
[97.048] (S)あかね0313: なにこれ？！笑
[97.076] reno0926: わこらだ〜
[97.166] たこわささん: 関係性というか繋がりが無さすぎて分からん
[97.194] tonduke99: wwwww
[97.289] lobi5656: どういうこと？笑笑
[97.318] drem_chan: どいーらから連絡無しなのw w w w
[97.386] mossan0109: なわけ
[97.398] rinrin0223: ？？？？
[97.419] うもうくん: radaoHi
[97.579] みりむ_423: またパンツ被ってる
[97.651] (S)inuyo: ほんとにどうゆうことwww
[97.712] miri3341: パンツ被ってる？w
[97.742] mikan_015: 分からないんだwww
[97.910] (S)sora_mameee: ええ？？？？
[98.001] あげあしとり: ｗｗｗｗ
[98.003] nekodama2155: 覆面レスラーですか？？？w
[98.028] riku0572: わこらだｗ
[98.062] ぁうる: ？？？？？？？？？？？？
[98.076] おそ: ？？？？
[98.079] hikarigoke_view: ？？？？
[98.140] waaaaahco: 変態仮面にしか見えない
[98.237] maasyuu: お前巨人だったのか
[98.241] タス乗り初心者: 当人が知らないの草
[98.285] kujirai___: なにしてんねん
[98.490] あみこ0408: 本人知らんってどういうこと
[98.651] (S)おるがのる: パンツｗｗｗ
[98.715] pan_dawa_: ？？？？？
[98.776] amuamora: wwww
[98.843] ribi1112831: わこらだ
[98.900] 1341lion: わこらだ
[99.746] kuroneko9_6: kuroneko9_6 subscribed at Tier 1. They've subscribed for 16 months! 
[100.024] (S)mikannn_0117: wwww
[100.038] スカイウリ: スカイウリ subscribed at Tier 3. They've subscribed for 34 months, currently on a 27 month streak! お前ついに巨人になったんか
[100.066] muginkon: 実写のらだおでしぬ
[100.113] ura__5: とんでもないなw
[100.124] tiger_bay: コンビニのビニール袋かブリーフにしかみえんなぁ
[100.191] kyurino_asazuke: いつのまにか？
[100.199] ioo89: ？。？。
[100.212] be_tyan: ほんとになに？？？
[100.223] near_nnn: どんな形のパンツ被ってんだ
[100.224] bururunntya: ？
[100.286] haru_chacha7: パンツかぶった変態……
[100.346] ptsp_1129: 人間をやめとるやん
[100.349] わんここ: どゆこと？ww 
[100.413] えりさ_: パンツ被ってるみたい
[100.747] (S)itijiku_0605: やばww
[100.747] sapichaaan: sapichaaan subscribed with Prime. They've subscribed for 12 months, currently on a 12 month streak! とりあえずおめ
[100.797] (S)mrgrtpsr: 変態仮面さん？
[100.885] (S)benitenngudake: benitenngudake subscribed at Tier 1. They've subscribed for 7 months! 
[100.896] ans1695: ？？？
[100.902] ららら0913: ？？？
[100.914] (S)きのここ: え？？？？？
[101.002] そるとはしお: パンツ被っててアウトじゃん
[101.076] (S)yuuma122: わからんわからん
[101.137] (S)つむじのきもち: 思わずキモすぎて叫んだわwwwwwwwwwwww
[101.175] st_yomogi324: ？？？？
[101.259] (S)井田: これ実写ってマ？
[101.272] 赤月琴音: わこらだ
[101.284] kotatsu_san: パンツかと思ったって
[101.305] (S)みとこんどりあ_: ？？？？
[101.705] (S)レモンちゃ: なわけww
[101.710] azumame123: わーあ
[101.720] 唐辛子ガール: パンツ？
[101.733] rieip: え？誰お前
[101.757] なゆーた: ？？？？？
[101.792] kyasuketto: パンツ被ってるみたい
[101.850] medo_710: 今年で一番意味わからん
[101.899] ほのか1113: どうゆうこと笑笑
[102.105] (S)sky_orange: sky_orange subscribed at Tier 1. They've subscribed for 4 months! パンツ被らんといて
[104.045] (S)ﾏｷﾆｮｺ: 開いてこれはおもろいw
[104.059] Holy_Joester: wwwww
[104.128] juudenki: わこらだ
[104.147] hakusei11124: ??
[104.147] ずうちゃ: 一旦巨人に謝ったほうがいい
[104.154] hima_norita: パンツ出すの？
[104.158] (S)わらびもち_11: え？wwwwww
[104.161] 優依1945: いつの間にかこうなってるは草なんよwwww
[104.181] ぐっあ: いつの間にかは草
[104.215] やろたお: いつの間にか？？
[104.222] nemuneko222: きもい
[104.235] アーユン: パンツにしか見えん
[104.244] めるまろん: このV作る？
[104.526] ねむいねこ: わこらだー
[104.665] (S)セレちゃ: 本人がわかってないのw
[104.749] (S)ちゃモん: パンツ被ってる？
[104.750] nerikondapan: 意味不明すぎるw
[104.766] 風奈: いつのまにかではないだろwww
[104.788] iroirohaha: んなわけねーだろww
[104.799] (S)りぃたろくん: radaoNannann
[104.814] siyu_25: 知らない間に話が進んでた的な？
[104.822] gentou: 変態仮面ら・だお
[104.824] (S)Hinori0228: いつのまにか！？
[104.830] chiiiko1221: ただの変態な
[104.856] acaa1008: 無駄にクオリティめっさ高いん何ww
[106.891] _ちむ_: _ちむ_ subscribed with Prime. They've subscribed for 18 months! 
[107.076] (S)レモンちゃ: 巨人さん？！
[107.224] ねここねる: radaoHi
[107.230] amaikazitu: なにがどうしてそうなった
[107.230] takenokou: 進撃コラボ？
[107.233] hibana102: ？？？？
[107.296] (S)kurari513: radaoOme
[107.307] kotetsu_yuzu0108: パンツやん
[107.326] makaronndayo: 変態？
[107.501] (S)be2shita: エイプリルフール終わったけど
[107.502] (S)yuzukabigon: わこらだあああ！！
[107.547] (S)msz_1114: どうしたら進撃とコラボになんだよwww
[107.552] (S)kuugay0905: 意味わからん
[107.557] mimi_fuwa1489: radaoHi
[107.651] れいるさん: 変態仮面らっだぁ
[107.700] yumuna19: いつの間にてどゆことやねん
[107.732] 数学チャート式: 変態
[107.733] citron__xx: 変態仮面らだお
[107.774] raimugigohan: なにこれ
[107.783] (S)はくまい_45: すごすぎだろ
[107.804] poru1010: やばすぎ
[107.809] Gomichandovuti: 変なコラつくんじゃないよ
[107.824] soramimi___: パンツ被るな
[107.830] mikn10: わこらだ〜
[107.847] ousama_3: こわい
[107.889] nakihai556: なんで？？？
[108.168] (S)koharapi: こはらぴ subscribed at Tier 1. They've subscribed for 5 months! わこらだー！？？？でいっぱいです
[109.300] (S)せいか252: 0sena712 subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak! 
[109.808] すしまる: すしまる subscribed at Tier 3. They've subscribed for 34 months, currently on a 4 month streak! なんじゃこれ
[110.143] チュチュンバー: radaoHi
[110.232] ちくマシュ_0406: わこらだー
[110.307] kisi_00152: いつのまにかwwwwwww
[110.332] (S)ankoro0825: 意味わからんすぎるだろwww
[110.363] shurumu0614: いつ壁壊したん
[110.368] (S)はっる坊: 青色の巨人気持ち悪すぎる
[110.379] ~MISSING_COMMENTER_INFO~: パンツよなこれ
[110.390] やゆ_2223: 変態やんけ
[110.409] hina_yam: 謎か
[110.416] nanairo_714: わこらだ
[110.422] mikan331: 何事？w
[110.464] kiba_1129: シャツを顔面に着けるな
[110.485] nun__00: 謎すぎるwww
[110.597] Mekuzlra: なにが？www
[110.736] pontaaaa000: こんなに情報頭に入ってこない宣伝はじめて
[110.788] エルナ_: radaoHi
[110.856] ららら0913: パンツ被るな
[110.857] aonagi_08: パンツかぶってね
[110.883] しずくてゃん: パンツ被るなて
[110.943] LULU_0501: 何が起こったか説明してwww
[110.976] わさびぬきで: わこらだ
[110.977] syano_a: 頭でも打った？
[110.979] 不思議なたにゆ: ぱんつ？www
[111.015] ゆゆま_: radaoHatena2
[111.043] (S)かなでだよん: なんでブリーフ被った青い巨人が？
[111.148] (S)silkie18: すごいな
[111.170] drem_chan: radaoHatena2
[111.188] (S)misogomadare: 進撃はえぐい
[111.601] koromu_rom: いつのまにかw
[113.248] guraku1: こうはならんやろ
[113.354] mashuuuuuuu22: お前骨あったんか
[113.367] mffim: 今年1訳わかんない
[113.402] sasasakura_39: パンツか、
[113.434] るおはゲーム下手: サイバー攻撃？？
[113.454] (S)ぺぱさん: www
[113.455] chi_chaaan: radaoHatena2
[113.461] しゃくかも: ガチでパンツ被ってるようにしか見えん
[113.467] はるーかす: らだーお買うわ
[113.471] moi__4325: え？？
[113.502] okomemoti: なんで本人がわかんねぇんだよ
[113.551] YodoRa: 無駄にクオリティ高いから余計笑う
[113.591] ももか35: ぱんてぃー
[113.646] naki_516: 最初パンツかと思った
[113.683] たか野: 指噛んで巨人化してくれ
[113.706] kurokawa468: www
[113.768] サブレ965: ？
[113.770] (S)sora_mameee: うん
[113.801] many7575: パンツかぶってる？
[113.860] perseus7000: わこらだw
[113.866] (S)awayuri: どういう？
[113.921] manngetu: 進撃のらだお
[113.929] __あずさ__: わこらだ
[114.074] yanyantsukebo: 何がどうなったらそうなるんだよ
[114.247] (S)ベニマル: よく分からんが超おめでとう
[114.273] dejitari: どういうことよ
[114.300] zusshin_sushi: なにが？
[114.439] ゆちちちち: ？？
[114.457] (S)inuyo: パンツ被るなよ
[114.617] who_tawn: 無許可？w
[114.754] pan_dawa_: え？
[114.779] tarou_83: パンt...
[114.828] ミスターバッファリン: なんで白ブリーフ被ってるの？
[114.882] ひかまるしゃん: どきどき
[114.889] r1ooooooo: 青い変態仮面かと思ったわ
[115.546] (S)りとますし: ~MISSING_MESSAGE_INFO~
[116.285] わらびもち73: いったんね？
[116.299] やえぎ: なにこれ
[116.312] (S)emitsin: なにこれパンティーかぶってるやん
[116.314] なつ1111: えっ？
[116.362] 胡桃柚子: だな
[116.373] (S)toro_0317: 友達がパンツ被ってるように見えたって言ってたよ
[116.391] miri3341: パンツ被ってる？ww
[116.417] yuasee: うん
[116.437] (S)おりび: わこらだ
[116.448] remo_ne: ww
[116.513] (S)noaaaan_5: 変態仮面の間違いでは？
[116.518] ma_tsutake23: お
[116.538] (S)tanakanburitya: うん
[116.587] if_1216: radaoHi
[116.640] しらゆきボーイ: ガチコラボ？
[116.738] Rus8931: え
[116.743] nonsugar017: ？？
[116.759] drem_chan: そうね
[116.784] rowbo2525: radaoHi
[116.835] ねここねる: なんで？
[116.871] いのりさん: うん
[116.872] はるーむ: そやな
[116.879] (S)awayuri: うん
[116.959] なっち: 光栄すぎるなあ
[117.034] ne6mchan: 21日にコラボ商品出るってこと？
[117.130] tirimen_2: え
[117.132] らく___: Cheer100おめ
[117.583] みそギン: どういうことってこっちが聞きたいんじゃ
[117.597] わばぬん: パンツかぶってるようにしか見えん
[117.684] (S)ラムネ味: パンツ被るな
[117.786] 零羅: ^ら^
[117.798] ryoryo_23: どしたん？
[117.843] mamo_tarou: radaoHi
[117.848] tarou_83: 動画？？
[117.871] ura__5: www
[119.234] すだち㌠: すだちｻﾝ subscribed with Prime. They've subscribed for 19 months! 
[119.315] mirumiru_h: 一旦ね
[119.337] itigomiruku0803: おっふ..
[119.337] さく_39: わこらだ
[119.386] きょうちゃん01: 意味わからん
[119.504] kufonn: パンツはいてる、変態らだおだーーー
[119.555] (S)けーつぐ: なんの？
[119.582] あちゅんぬ: いつの間にか変態仮面さんになって…
[119.590] マスクさん: 説明求む
[119.605] こめしろ: うん
[119.613] shrf_pino: 急すぎww
[119.630] (S)yuru_0106: うん
[119.638] ma_tsutake23: きた
[119.654] baceneKo: ね
[119.734] ハナさん: うん
[119.799] そふぃ3: パンツやんwwwww
[119.847] ピース_146: ？？？？？？？
[119.876] waniwa1124: なに？
[119.911] sangatsurabbit1210: とうとう本当の人外になっちゃったね
[119.954] どぎゃ: 動画？
[120.000] ふのん: おう
[120.026] ramen_mattya_0141: どどどういううこと？１
[120.037] aty0_122: まじで？www
[120.066] aoaoto_: びっくりしたまじで
[120.144] (S)natsu_mikan_ame: ほんとどゆことww
[120.152] ponzu_nomitai: 一旦ね
[120.229] エフ_38: 何コラボ？
[120.381] (S)クレチキ1108: おもろすぎた
[120.676] 紗弥0926: う、うん
[122.255] アノン1274: アノン1274 subscribed at Tier 3. They've subscribed for 11 months, currently on a 4 month streak! 
[122.357] すわずし: うん
[122.380] 瑠壱: どゆことなん？コラボよな？
[122.408] (S)らあくちゃん: 動画？
[122.410] やえぎ: wwww
[122.412] peaaaaaaaace: なに！？
[122.498] itoyu_62: radaoHi
[122.576] なつ1111: はえぇ？
[122.589] dadapan_koubow: コラボとかでは無いのか
[122.593] paper_and_paper: ？？？
[122.614] (S)pinok0_: わこらだ
[122.645] yumuna19: え変わった
[122.656] まここま: まここま subscribed with Prime. They've subscribed for 26 months, currently on a 26 month streak! わこらだ
[123.747] rioapr03: あーね
[123.754] runa_1226: 狂人COしてるって
[123.800] いるつ: 何事
[123.831] naninutyan: なにこれ
[125.501] 苺ましゅまろ: ！？
[125.538] ekatensan: 何それ！？
[125.593] (S)なんでもいい: wwww
[125.596] many7575: いまもパンツかぶってるの？
[125.681] Suima2525: w
[125.743] yumuna19: すご
[125.760] (S)nibosichan_0403: www
[125.762] らぅぅ: うん
[125.767] (S)にわすずめ: Cheer500 どういう事ですか？？？？？
[125.873] (S)コヂマだよ: あ
[125.904] ma_tsutake23: wwwwwww
[126.072] 塩漬けアップル: なにこれww
[126.094] tugussiy: パンツ被ってるように見えた
[126.104] kujirai___: wwwwwwwwww
[126.471] crowsuke96: ｗｗｗｗｗｗｗｗ
[126.570] (S)コヤマ: クオリティ高
[126.617] nishina___: ボルトルーム！？
[126.687] (S)rascal_techonol: radaoHi
[126.699] ryuuki_2525: radaoHi
[126.716] big___melon: なにいってんの？？
[126.745] (S)ｻｧｻ: radaoHi
[126.751] あきのね: wwwww
[126.823] taka_0214: ぼるとるーむ！？
[126.826] (S)mugicha_sandesu: せやね
[127.060] dairyu1128: 肌青いのきもいな…
[127.154] cha_ti: 原作の骨格をパンツで表現してる？
[127.222] そるとはしお: そうねそうね
[127.233] 白クマ: wwwwwwwww
[127.256] 銀河ポテト: 変態マスクすぎる
[127.416] (S)レモンちゃ: ぱ、ぱんつ？
[127.465] (S)さつまいもおいしい: さすがにキモイ
[127.478] ozokunchan: すご
[127.614] nekosweet0202: 進撃のらっだぁ
[127.695] (S)きのここ: きめぇwwwwww
[127.737] iambum_210: あおい
[127.768] non_tako: わこらだ！！
[127.835] 紗弥0926: きｍ
[127.850] tomato_san777: おー！
[127.878] n6jttvzox0: シンプルにきしょくて笑った
[129.105] na_naaaaaa: wwwwwww
[129.177] ponzu_nomitai: ぬっ
[129.238] yakki_san: wwwwww
[129.254] yuasee: wwwwwwww
[129.259] rona0525: え、すご！w.
[129.282] マスクさん: パンツ
[129.286] konhamu: えぇ
[129.329] レだん: wwwwwwwwww
[129.343] drem_chan: w w w w
[129.392] (S)yuru_2222_: なにこれ
[129.406] そふぃ3: え？すご
[129.528] ゆかりんりん: ｗｗｗｗｗ
[129.562] (S)あるみ屋: すごwwww
[129.649] (S)toro_0317: きもw
[129.659] (S)おるがのる: 真っ青ｗｗｗ
