[18.565] ゆかりんりん: わこらだ！！！
[132.697] pirokasugg: www
[133.061] もちまるた: 出すなよ
[133.147] chamsx7170: みんな練習したんよ
[133.195] zton7856: きたね
[133.301] taiyaki2020: 諦めww
[134.164] えならん: 集中力めっちゃいる
[134.235] (S)まこくん: わこらだ
[134.430] (S)さめちーず: 日曜の深夜だよ？？？
[134.567] 夢現: げろぺっくすにするぞ
[134.643] remamura: ぽまえもがんばんだよ！
[134.648] hakomira: 出すなや
[134.651] みずい1472: 熱冷まし配信はここですか？
[134.852] yozakura874: 見る専なのは同感だわ あれはできる気しないゲーム
[134.901] 真_クロすけ: いい〜
[134.950] Chico_19_03: 止まって打てないからね
[135.711] mirumiru_h: 色んな人泣いてたもんね
[136.095] miuta_aruru: わかる
[136.160] katagiriharu: エペも大会やってけど
[136.492] mikan_san: ゲロラントやめろ
[136.547] waraashi: 呑み込め
[136.713] いのりさん: プロの見るから無理に思えるだけでfpsはらっでぃ上手いと思うよ
[136.780] (S)sign_c: sign_c subscribed at Tier 1. They've subscribed for 3 months! わこらだ 
[137.187] okasi_tabetai: 早く出せ
[137.475] (M)あずまっくす: そうやってApex上手くなったしヴァロも練習すれば上手くなるよ
[137.542] crow_d27i7: onimaru_96crow subscribed at Tier 1. They've subscribed for 13 months! わこらだー
[137.830] mbnb_999: わこらだ
[138.157] (S)no4_desu: わこらだ
[138.607] 五色椿: お前は出すな
[138.718] (S)nato_nato22: エペブーム終わったらどうすんの
[138.821] tutinoko1011: ヴァイパーな
[139.020] おへそ: ヴァイパーな
[139.256] shinr91: crカップでるの？
[139.420] すいぺりあ: 7時間ぶっどうしだもんね
[140.108] mugicha_sandesu: ほんとね
[140.180] ひかでぇーん: わこらだ
[140.561] karage210: きたつい
[140.617] nokkonk: おー
[140.932] rito1725: わこらだ
[141.622] (S)みそチョコ: わこらだ
[142.380] ばんそうこ: らだおが出しても…
[142.624] oo1016: プレッシャーAPEXの8億倍くらいありそう
[142.852] limetoon: 練習がものを言うんだぞ
[143.431] kmlipi: ヒロントWIN
[143.626] utayori: 別にヴァイパーがゲェしてるわけじゃねえぞ
[144.193] hirasane: 早く寝なよ
[145.214] mira_889: わこらだ 
[145.247] asaborake0408: 出しながらヴァロしよう
[145.618] なぎさん39: 普通に感動した
[146.176] shinr91: crカップ出るの？
[146.262] ryuryu_ryu: おもろすぎた
[146.506] aisathank: きたな
[146.681] aya_0404: imGlitch
[146.734] (S)縮緬雑魚: らっだぁでも出来るよ＾＾
[146.992] (S)uniyann0718: やめとけ
[147.016] KinakoMochi_06: くっさ
[147.159] waraashi: 出すな、飲みこめ
[147.177] itumi434: わこらだ
[147.206] tskedazo: 金を出せ
[147.521] michio0106: キャラ名すら覚えきれてないってまじ？
[147.955] musicart9: どこ応援してましたか？
[150.391] 燕つばめ: マイクラ実況社バロラントやっとったやん
[150.529] むつみい: さすがらだお
[150.604] まるまる〇: わこらだ
[150.612] 天色桜: のざと subscribed with Prime. They've subscribed for 22 months, currently on a 22 month streak! わこらだ
[150.636] PEI_OwO_: エペでもげー出そうって言ってんじゃわん
[151.345] (S)しなと: やめて
[152.074] tutinoko1011: きったね
[152.272] (S)reason_kotori: わこらだ
[152.366] 同窓会ねこねこ: ごめん今来たわ
[152.848] ゆち888: やったらもっとおもろいぞ
[153.504] natubatch: わこらだ〜
[153.799] mikan_san: あ
[154.570] しゃあろっく: 1つのキャラに集中すればね
[155.117] ogi_3: あれの中に入れば買ったときすげー感動すんだろうな
[155.255] のほほん114541: まじでおもしろかった
[155.427] 五色椿: 練習するのが大事なんやぞ
[155.743] スカイウリ: ゆうてらっだぁもうまいよ
[155.774] 朱宇奈: わこらだ
[155.967] もちまるた: どっち応援してたん？
[155.981] みずい1472: 熱冷まし配信
[157.070] はまこ0724: いえーい
[158.664] nokkonk: 下？
[159.555] (S)ぱんだぁぁぁ: 練習だね
[160.462] くらむぼむ: なんなら泣いたし
[160.693] chamsx7170: エペで名前が売れたんやからええやん
[160.933] あおぞら公園: どーも
[162.317] nameko415: jasper7seDekai
[162.812] asaborake0408: 全員見せ場あったな
[163.208] (S)もうねむたくないよ: ほんとに面白い ほかの大会もみてな
[163.290] 0to___: やったらだおのAPEXだ！！！
[163.610] なぎさん39: どっち応援してたん？
[164.273] fuuwata: 世界大会もめっちゃ面白いよ
[164.406] katagiriharu: 見るだけならほんとにね
[164.664] takotaroo: なにしにきたんだおめーw
[165.314] niina_0217: 何事も練習よ
[166.470] SHIROMA_468: 見れば良かった…
[167.874] yakkora: わこらだ
[167.887] 8分19秒: ロケリの大会も見ろ
[167.996] sakana_354: わこらだ
[168.070] jolevre: 配信初見ですわこらだ
[170.265] mutou_satou: わこらだ
[170.393] dhango0430: 今北わこらだ
[170.941] tutinoko1011: なんか今日臭うぞ
[171.611] kmlipi: ヒロントWIN...
[172.224] (S)ryuutenn1: 決勝戦試合数に差ありすぎて可哀想やった
[172.818] usotuki_nkin: 今はもうヴァロよ
[172.954] miuta_aruru: らっだぁも波にのろ
[173.024] みずい1472: この配信で熱冷ますのか…
[173.398] (S)kurono1022: わこらだ
[174.463] なぎさん39: どっち応援してたとかあるん？
[175.116] (S)縮緬雑魚: まぁねぇ？
[175.310] ryuryu_ryu: わかる
[175.725] 0to___: 楽しむのが1番だよ
[176.455] めびい: 見るのいいけどやれんからなぁ
[176.501] haihaichan: わこらだ
[176.792] (S)uniyann0718: 過去のヤツと大違いやから
[176.853] niina_0217: わかる
[177.996] mr_sword893: わこらだ
[178.506] tanuki_pan: はえー
[178.709] ゆじゃちゃ: ほんとおもろかったね
[178.718] (S)shi_n_tou: radaoWakotu
[178.793] ぴーやぽう: それな
[178.989] きのここ: わかる
[179.538] にちゃん: わこらだ
[180.104] (S)netaiyo: 波に乗るか
[180.336] eggfforia: わかる！！
[180.461] あおぞら公園: 深夜配信感謝
[181.212] (S)縮緬雑魚: 小島よしお？
[181.309] fumi_0230: わこらだ
[181.742] taiyaki2020: やれば上手くなるじゃんらっだぁ
[182.659] nanohana20: それぞれチームのドラマがあった
[183.391] んさく: わかる
[183.397] mikan_san: あれすごいよな
[184.131] tyontyon: 見れば見るほどプレイする気削がれてくの草
[184.334] aya3tori: じゃあヴァロやれよ
[184.394] (S)Setiara: Setiara is gifting 1 Tier 1 Subs to らっだぁ's community! They've gifted a total of 3 in the channel! 
[184.781] 0808120112051003: わこらだ
[184.831] meruizu: わかる
[185.641] (S)Setiara: Setiara gifted a Tier 1 sub to yokiyokiyo! 
[186.099] 雪華0830: わかる〜！
[186.186] (S)shige__maru: わかる
[186.229] 五十嵐出雲: わこらだ
[186.727] (S)rykon3007: まじでおもろかった
[187.207] (S)himikokichi_06: あー
[187.429] prpr_friedrice2: 見てなかったけど、誰のチームが優勝したん？
[187.439] (S)ねこすず: わかる
[187.835] もちまるた: どこもドラマがあったね
[187.915] ogi_3: はやくやらないと流行りが終わるよ、ドッチみたいに
[188.564] you_28: わかる
[188.750] (S)しなと: モチベはあるの？
[188.766] sunomono8: わかる
[188.786] syumawok: みよ
[188.871] おへそ: 実況もええよな
[188.949] asaborake0408: ちょっとわかる
[189.077] (S)コモてや: わかるマン
[189.226] yukinakomochi: ドッジボールの大会目指そうな
[189.275] (S)ameringoame: わかる
[189.459] (S)uniyann0718: ドラマあったね
[189.665] すいぺりあ: わかる
[189.730] PEI_OwO_: あれは感動
[189.894] (S)ありな_1118: わこらだ
[190.108] (S)哀れな人の子: ぐっとね
[190.292] (S)銀河ポテト: なった
[190.327] 紗弥0926: わこらだ
[191.601] mego0946: わこらだ
[192.556] さかなのひと: わかる
[192.565] (S)Setiara: わかる
[192.695] (S)まここま: ムカつくけどらっだぁゲーム全般上手いから出来そう
[192.928] (S)ありちっ: ロケリの方見ちゃってた
[193.509] 梅ジャム: わかる
[193.628] (S)negishio___: わこらだ
[193.825] nagisa_0618: わこらだ！
[193.966] ryuryu_ryu: まじやばかった
[194.044] rito1725: でも、今からかぁ
[194.180] しゃあろっく: あそこに立ってるぽまえ見たいなー
[194.246] くらむぼむ: ほぼ何してるか分からんけどもらい泣きした
[194.280] taich35: わかる
[194.371] (S)ぱんだぁぁぁ: 感動
[194.472] (S)ruchi_13: ドラマ生まれてた
[194.689] kas_haru: 分かる
[194.826] (S)peroki0531: 昨日のだるま視点感動して泣いたわ
[194.906] waraashi: 最近ってどの範囲まで？
[195.099] (S)れい03: わこらだ
[195.149] raisiro: マジおもろすぎて作業なんも進まんかったわ
[195.220] なぎさん39: 大会でどっち応援してたとかあるん？？？
[195.944] (S)よっしぃ37: めちゃよかった
[196.626] Chico_19_03: いいね
[196.649] usotuki_nkin: あペの時代終わったのかな🤔🤔🤔
[197.013] dora5555: 僕は泣いたよ
[197.345] saki_036: いかないの？
[197.835] すいぺりあ: ドラマがありすぎる
[198.736] (S)tereringo1202: やこらだ
[198.830] honehone_2: 因みに泣いた
[198.986] taich35: taich35 subscribed at Tier 1. They've subscribed for 12 months! 
[199.021] (S)shiden045: 泣いちまった
[199.525] chamsx7170: だれか泣いてたん？(笑)
[200.074] roune123: 今北わこらだ
[200.311] miuta_aruru: 自分のCRカップは！？ww
[200.314] (S)t4keton: わこらだ
[200.776] おやじちゃん: わこらだ
[200.939] eggfforia: ストーリーがあるね
[201.065] noe_215: わかる
[202.356] えびとまと: そんな言われたら気になるじゃん
[202.387] ガウガウくん: わかるぅ
[202.538] スカイウリ: 前apexのCRカップもそれ言ってなかった?
[202.955] mikan_san: 歳とると涙脆くなるよね
[203.125] kas_haru: なんか青春だよね
[203.756] syotokeeki: アドレナリンびちゃびちゃ
[204.260] こねずみ: わこらだー
[204.785] (S)tereringo1202: わこらだ
[204.847] ぴーやぽう: いいよな
[204.984] katagiriharu: 熱かったよね
[205.020] (S)すすき: わこらだ
[205.431] 贄ﾁｬﾝ: わこらだ
[205.628] さかなのひと: 普通にないた
[205.667] you_28: 釈迦さんのとこやばかった
[205.674] もももとじ_: 青春だね
[205.964] dhango0430: らっでぃのCRも泣いたで
[206.274] OmOtc: 準備運動毎回独特よね
[206.284] きのここ: どこの試合も良かった
[206.921] しなやかしょうゆ: よかったね
[207.430] yakuza_isi894: わこらだ
[207.649] すいぺりあ: 泣いた
[207.698] usotuki_nkin: ヴァロ今から始めても遅くないですか？
[208.113] mo_mose: わこらだ
[208.676] なぎさん39: 大会どっち応援してたとかあるん？？？？
[209.294] ねこミサイル: わこらだ
[209.630] (S)よっしぃ37: 出ないの？
[210.331] おへそ: じじい；；
[210.481] (S)ameringoame: 青春だね
[210.550] left_2_10: 応援してたチーム負けて虚無だった
[210.579] baekntroll: 泣いたよあれは
[211.014] hakomira: 心あるんだぁ
[211.185] (S)uniyann0718: らっだぁとは大違い
[211.669] asaborake0408: いいね
[211.784] yuna012707: らっだぁって泣くんだね
[212.320] mirumiru_h: 泣いたわ
[212.631] nanacW: しろよ
[213.067] syumawok: めっちゃみたくなってきた
[213.075] inugamitann: おじいちゃん！？
[213.085] konnpeitou: ぽまえのマスターで俺らも泣かせてくれよ
[213.303] あだちたろう: ほんとに
[213.500] tutinoko1011: 🍜
[213.993] (S)みそチョコ: すごい成長してて感動した
[214.192] emeru_mai__1122: なんかあった？？
[214.417] みずい1472: それでここで熱冷ますと
[214.592] (S)ごま塩プリン: わこらだ
[214.632] mo_mose: いいね
[214.634] nokkonk: みてないかんなー
[214.648] 鏡神: わこらだ
[214.774] 梅ジャム: 良き
[214.798] miuta_aruru: 今からやろ
[214.840] そ_: がんばって
[214.916] aisathank: ほんとどこのチームもよかった
[215.864] えびぃん: でないの？
[216.380] ruu_ha: であぺと
[216.508] mikan_san: ランク行こうぜ
[216.584] 贄ﾁｬﾝ: おじいちゃんおる
[216.721] (S)tonkatsu_0413: じゃあなんであぺなんだよ
[216.881] (S)ありな_1118: ありな_1118 subscribed with Prime. They've subscribed for 2 months! 
[218.066] chamsx7170: 年取ったから泣けるんやな
[218.101] yukinakomochi: アオハルやな
[218.265] (S)sofutokurimu: わこらだ
[218.820] ykun313_: ヴァロ見たかったけど、ロケリ見ちゃった
[219.377] orange_6003: ヴァロもCRカップ呼んでもらえるようになろう
[219.511] usotuki_nkin: 余韻ってやつか
[219.600] ゆち888: ？？？？？？
[219.862] dloveda: わこらだ
[219.940] たず__: valo上手くなってもえぺ下手になるだけだぞ
[220.022] i_km0818: 憧れるよね
[220.358] cottoncandy_1130: わこらだ
[221.218] tanuki_pan: 大興奮らだお
[221.490] なぎさん39: 青春してたわ
[221.515] (S)nin__zin202: わこらだ
[222.029] 15ais: 8時間ぶっ通し配信とか普通無理よなぁ
[222.912] 雪華0830: どのチームもドラマがあるね
[223.136] you_28: どこのチーム見てた？？
[223.685] mo_mose: もらい泣きした
[223.745] tyontyon: ぽまえにも涙はあったのか
[224.483] (S)もうねむたくないよ: 私はVALORANT
[224.706] venibear3466: 次のCRカップのためにやろ
[225.735] (S)れなぽんぽん: 巨漢とポキ農見てる俺らもそうだったよ
[226.055] (S)uniyann0718: えぺかよ
[226.250] PEI_OwO_: らっだぁも強くなって俺らを泣かしてくれよな
[226.393] ぴーやぽう: ※なおあぺ
[226.478] しお0402: わこらだ
[227.288] jgpmwp: 次出よ
[227.365] shinr91: crカップでるの？
[227.515] いのりさん: 今日は雑談ペクス？
[227.742] sakiika0w0: 語りたいよな
[227.853] (S)サメの子: sameiwakusame subscribed at Tier 1. They've subscribed for 2 months! 
[228.354] stockun18: おっさんじゃん
[228.891] (S)銀河ポテト: まだ配信終わってなかったのに…
[229.058] torafuku59: 友達作んないと…
[229.379] Chico_19_03: ランク？
[229.556] rarami29: 青春っぽいね
[229.598] (S)123frisk: わこらだ
[229.613] mira_889: ぽまえのCRも泣けたぞ
[230.633] あだちたろう: CRカップ全部感動する
[231.666] すいぺりあ: 雑談あぺ？
[231.707] 魔神モマン: 頼むぞ
[232.142] (S)Setiara: あ、なるほどね
[232.490] dloveda: まじでおもろい
[232.670] karage210: じゃあヴァロやろうよ
[232.880] えならん: 出てその感動味わいたいね
[233.190] (S)ぱんだぁぁぁ: 何時までやるの？
[233.847] ryuryu_ryu: ありがたい
[234.014] 五色椿: ほぅ
[234.496] SHIROMA_468: らっでぃもリスナーにもらい泣きさせるくらい上手くなってね
[234.989] shinr91: crカップ出る？
[235.468] 0to___: 明日テストなんですけど
[235.803] mero_dy0: ぽまえもヴァロやってこな
[235.980] hapimoto: ありがとう
[236.552] とりーーも: わこらだ
[236.634] (M)クヲーター: ありがとう
[237.608] chamsx7170: シンデレラタイムは？
[237.707] tanuki_pan: 沼ぺっくす
[238.254] きのここ: なるほどね
[238.271] yuna012707: 興奮すんなて笑
[238.455] おやじちゃん: せやな
[239.645] beat6767: lazさん馬鹿強かった
[239.839] nokkonk: 流石配信者
[240.021] (S)naniha_0728: わこらだ
[240.208] 梅ジャム: らっでぃも出よう
[241.210] (S)さめちーず: 夢見よく終わりたくないの？
[241.222] mina_0607: なる
[241.272] (S)ありな_1118: 寝かせる気ないね
[241.427] pimoon_15: わこらだ
[241.733] rqiny94xyz: 負け確なんだ
[241.924] (S)ameringoame: 沼w
[242.048] くらむぼむ: 3試合くらいでやめるやつや
[242.115] asaborake0408: ありがてぇ
[242.267] マサひく: 人外も感動するんですね
[242.677] (S)コモてや: ありがと
