[13.348] aki_0122: こんちわ
[3290.468] 泣き虫サクラ: ジャワティいいよな
[3291.121] sonic_chop: あ～
[3291.576] (S)a_isana: ジャワティー懐かしい
[3296.479] 箸くれ: ジャワティーなつかしい
[3296.957] one596: リプトンは無かった？
[3298.125] (S)ましゅダヨ: ジャワティーなっつ！！
[3306.777] sindou_ume: オハヨーのルカフェ？
[3310.563] (S)ましゅダヨ: おおおお
[3314.285] akiaki0612: 川村くん最近海老原さんと遊んでなかった？
[3316.536] (S)potesaraudon: 超人気だったのか
[3317.867] sonic_chop: へーーー
[3318.366] sistersguitarreplica: そんなにんきなのにもうないんね
[3320.113] J_Boy: love you diago 
[3323.521] aranami0: 俺エメマンばっかだったから味知らんわー
[3324.054] mirin_melon: そんなに有名なコーヒーだったとは
[3324.069] latenight000: ジョージア「強キャラいたぁ！」
[3337.572] (S)akatoki_mk1: ジョージアファン多いなｗ
[3337.726] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[3341.366] blackcoffee0821: マゴさんいつからBOSSなんだろ
[3343.795] (S)ましゅダヨ: あーーーこれか、なつかしいー！
[3344.312] yasubewe: アンバサみたいなもんかｗ
[3345.214] swm60: ただジュースミックスしてた
[3347.530] (S)dokuyubi: 優雅な楽しみかた
[3354.487] Hikaru_256: 鈍行か、贅沢な時間の使い方だな
[3356.937] (S)おいしいごはん_: コンビニレベル高すぎてなあ
[3361.758] ymd1222: 凱旋門書いてあるやつか
[3361.791] (S)ましゅダヨ: そうだね〜進化し続けてるからなあ
[3368.149] tubaki1128: ウメさんブラック派？
[3370.468] aranami0: 缶飲むならコンビニだわな
[3375.392] Jam10505: 若いころと比べて味覚が変わったりしてるかもしれないしな
[3379.751] market_fujisaki: そもそもコーヒー飲むけど缶コーヒーは無理って人多い
[3379.756] 箸くれ: 紙パックに入ってるコーヒー牛乳はあれはあれで好き
[3380.562] (S)ましゅダヨ: あ、わかるw
[3382.764] akiaki0612: 最初、缶の冷たいお茶出てきた時ありえないと思った
[3386.292] une3333: リアル泥水？
[3387.397] hotsumaowo: ｗ
[3392.643] one596: 本当に苦いだけの水みたいなのあったw
[3398.994] (S)order_xx: order_xx subscribed at Tier 1. 
[3405.653] Jam10505: ＭＡＸコーヒーが好きだった
[3406.555] Hikaru_256: セブンのアイスコーヒー飲んじゃうと全て過去になる
[3410.193] mirin_melon: コーヒーと缶コーヒーは別物らしい
[3421.385] sonic_chop: ブラック美味しくなかったねぇ
[3423.433] (S)ましゅダヨ: 昔は缶コーヒー無理って言う人も、最近は美味しいの増えたっていってたね
[3432.461] うしおとぬこ: マシュマロはまだ当分されない感じですか？
[3433.143] aranami0: あの値段でクオリティ高すぎなんよ
[3437.779] akiaki0612: でもボスってデザインは新鮮だったよね
[3438.772] 157655: 相当な進化が起きたんだな製法に
[3438.862] blackcoffee0821: やらかし
[3439.306] (S)potesaraudon: 値段が安くうまい
[3442.694] sistersguitarreplica: コーヒーの違い全然わからんw
[3451.571] (S)y_proto: MAXコーヒーは関東だけなんだっけ
[3455.384] (S)ましゅダヨ: ？？？
[3460.524] akiaki0612: ん？
[3460.599] 箸くれ: 闇話題マシュマロある！？
[3461.216] tabibitox: つまりしない
[3462.137] (S)akatoki_mk1: どっちｗ
[3463.078] 泣き虫サクラ: 別の形？
[3464.876] おやつハンター: どっちなんだい！？
[3465.072] (S)ponponguripon: どっちなんだい
[3468.919] 箸くれ: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3469.083] kawasak1n: ｗｗｗ
[3475.710] (S)yukikaze083: どっちよ～
[3475.806] うしおとぬこ: あ、そうなんですねｗ
[3476.617] sonic_chop: MAXコーヒーは千葉県ですね
[3477.542] Hikaru_256: 老後の楽しみにマシュマロを貯めるのもアリかな
[3479.771] (S)ましゅダヨ: まあ、するかもしないかもねーってことか……w
[3480.590] じゅーくぼーい: ウメちゃん！こんばんわ！
[3481.222] 箸くれ: する
[3481.373] pishacha1916: 筋肉ルーレット
[3485.921] sonic_chop: するするー
[3488.623] yasubewe: Z～～～～！！！
[3494.462] (S)ましゅダヨ: なんだかんだ目が疲れる、メガネ
[3494.787] (S)ちぇんぷる: 休憩だいじ！
[3494.903] 泣き虫サクラ: 質疑応答はするけどマシュマロの形ではないみたいな
[3499.092] sistersguitarreplica: MAXコーヒーは職人人気高いらしい
[3500.324] (S)ponponguripon: 漫画おもしろかった
[3501.549] mirin_melon: メガネを外すと焦点が変わっちゃう
[3503.530] blackcoffee0821: 相当目悪いんじゃん
[3520.504] 泣き虫サクラ: 名前呼ぶな恥ずかしい
[3527.794] yasubewe: 凌辱がないでしょッ！
[3539.739] hal0087: 勘のいいガキは嫌いですか？
[3541.703] 箸くれ: 呼ばれてうれしいでしょ！ 
[3542.550] market_fujisaki: 昨日の今日だけどメリカマン元気かなｗ
[3545.143] sonic_chop: 勘のいい子がいるねぇ
[3548.955] Hikaru_256: 格ゲーのキャラの名は読んでもらいやすい説
[3551.316] kawasak1n: 今日は日焼け止め、まぶたに塗ってないよね？
[3565.759] (S)ましゅダヨ: 呼ばれてうらやましいひとたくさんいるはず(*´艸`)
[3565.927] ~MISSING_COMMENTER_INFO~: aniki kakoi
[3571.019] swm60: 視力いくらですか？
[3598.166] necoris_necoil: ゲーセンで食うアイス美味しいよね
[3608.480] 泣き虫サクラ: そういや目のトレーニングとかしてんの？
[3633.305] るるぅこ: わかるーw
[3636.920] (S)off_ton: off_ton subscribed with Prime. They've subscribed for 5 months, currently on a 1 month streak! 
[3637.064] まるいとうふ: PopNemo
[3642.827] mirin_melon: そんなに視力が低かったとは
[3643.424] sistersguitarreplica: 友と食うから?
[3644.068] akiaki0612: ミカドで17アイス早食い大会やってたな
[3644.535] market_fujisaki: ホットスナック自販機あると嬉しくなっちゃう
[3645.740] 箸くれ: 0.3ぐらいの視力だと裸眼でも生活はできるから困るｗ
[3650.436] Hikaru_256: 環境が飯を美味くさせるよな
[3651.771] (S)けろろがめ: 本能が欲してるからじゃない？
[3653.457] musashiKAI: 0.3！
[3653.596] banseim011: セブンティーンアイス何食べてた？
[3657.820] diego_ohunabara: umeYay
[3660.222] necoris_necoil: 熱いからか
[3662.145] temp96022061: 裸眼が良い人は老眼がキツいっていますが今どうですか？
[3664.408] sonic_chop: ｗｗｗ
[3667.773] Umipuzzle: ゲーセン 雀荘 三大美味場所あと何？
[3672.427] tabibitox: 基本飯をくう場所じゃないとうまく感じる
[3672.980] じゅーくぼーい: ウメちゃんが嫌いな祭りで食べるもんも美味しいよ
[3674.008] sistersguitarreplica: 歯がいかれそう
[3674.650] (S)けろろがめ: 朝昼夜のご飯はどちらかというと義務
[3687.351] nyapittu: お腹スベスベですか？
[3690.173] swm60: 自分もゲームのやり過ぎで0.3になりました
[3702.731] (S)ましゅダヨ: 老眼はまだ早いさすがにw
[3706.158] Trailkozou: ウメさんが一番行ってたゲーセンはどこですか？
[3710.443] takahashiseigi: ミカドのレイジングストーム大会は狂気
[3716.023] akiaki0612: 外で食うカップラーメンは美味い
[3725.811] Hikaru_256: まさかトイレ食う奴は美味いからなのか
[3730.109] mukimukipanda: 雀荘のペヤング
[3731.255] みししっぴ1: ゲームやってると視力下がるのは仕方ないね
[3732.798] gorogorogorn: スキー場やな
[3733.028] temp96022061: スマホの距離が老眼の閾値っす。
[3737.063] musashiKAI: 電車の中
[3741.558] NapukinBonus69: 名古屋のアーバンスクエア来たことありますか？
[3741.689] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[3754.603] sistersguitarreplica: 部活帰りの17アイス最高
[3756.807] kawasak1n: どこだー？
[3776.076] (M)gameinntwitch: ワールド、bet50、MORE、西スポ、どこかね
[3777.651] (S)イエール: うむうむ
[3795.066] tabibitox: 日数と時間で違ってきそう
[3809.564] blackcoffee0821: 時期によって行く場所変わるんだ
[3813.907] mcm_83: Hi
[3840.092] iranaiko: さふぁりはそんなに？
[3848.946] (S)けろろがめ: アールさんと出会ってしまったのはbet50？
[3871.193] akiaki0612: 印象的だったゲーセンの店員さんとかいますか？
[3875.426] じゅーくぼーい: 全然モアww
[3881.268] blackcoffee0821: メンおじんち
[3889.332] (S)イエール: オアシス
[3890.215] kawasak1n: へー
[3892.791] (M)gameinntwitch: スト4は意外と分散してるからね
[3893.187] うしおとぬこ: ゴンタさんのお店の名前ってゲーセンから取ってるんですか？
[3900.490] (S)イエール: 背中？
[3902.813] (M)gameinntwitch: 二個前のゲーセンだね多分
[3907.106] 蝉時雨: ミカドの周りにミカドって名前のストリップあるのおもろい
[3914.844] (S)daisan777: 馬場にゴンゴンってあったけどそこから？
[3921.210] (S)野原しんのすけのぞうさん: 格ゲーがネトゲとして出来るようになったのいつごろなんだろ
[3922.764] 箸くれ: ゴンゴンｗｗｗ
[3927.373] une3333: なんかこのケン怖くない？こんな顔だったっけ...
[3930.202] (S)イエール: ゴンゴンw
[3933.673] kawasak1n: ｗｗｗ
[3940.653] (S)yukikaze083: ゴンタさんのお店、来月行きます～楽しみ～
[3943.887] (M)gameinntwitch: もう30年ぐらい前か
[3944.478] (S)daisan777: 違うんだ。。
[3946.986] 蝉時雨: この前ミカドいったらスト6置いててアケ初プレイしちまったよ
[3950.322] temp96022061: 老眼判別法。スマホを見て、そっから近づけるっす。ボケけずにどこまで寄せれるか？
[3953.610] Hikaru_256: ゲーセンは全盛期からどのくらい減ったんだろうか
[3959.185] NapukinBonus69: ボンちゃんて雀荘に来た時からストリートファイターかなり強かったんですか？
[3961.664] kiton_taichi: ケンのコスを変える予定あります？
[3967.162] みししっぴ1: 眉が上がりすぎで険しい表情に見える
[3970.514] nyapittu: ときどさんの第一印象どんな感じでした？
[3991.720] kawasak1n: 個人は減ったねぇ
[3993.654] akiaki0612: 高円寺好きですか？
[3996.770] (S)イエール: 駄菓子屋ゲーセン
[4003.965] heijitusan: レンタルビデオ店とかも置いてた
[4005.209] Jam10505: 近所のスーパーにもゲーム置いてあった
[4007.485] necoris_necoil: もうビデオゲームがほぼ置いてないのが悲しい
[4023.026] tabibitox: つまり微妙
[4028.743] akiaki0612: 好きそうは好きそう
[4029.203] sistersguitarreplica: ちょいわかる
[4030.086] じゅーくぼーい: そういえばNHK観たんですけど、昔のストII全盛期の映像流れてて、ウメちゃんの知ってる人とか映ってたんですか？
[4061.847] orihei: 全盛期のゲーセンの経営者は儲け凄かったのかね
[4065.529] takahashiseigi: 2023年でゲーセン店舗数2000切ってますね…
[4070.468] market_fujisaki: ガンダムも今作でゲーセンから撤退するって言ってるからゲーセンは本当にプライズメインになっちまう
[4090.460] aranami0: 終わりじゃん…
[4096.076] pyonpyonstyle: 今からスト6をps4のコントローラーで始めるならどのキャラオススメとかありますか？
[4096.143] Jam10505: ガンダム動物園閉鎖しちゃうのか
[4098.717] (S)potesaraudon: 筐体高いみたいだし
[4099.410] Hikaru_256: 悲しいなぁ・・
[4102.567] prisira: ゲーセン文化最高だったんだが寂しいね
[4119.278] akiaki0612: もうプライズと音ゲーしかないね
[4119.953] (S)近未来バスター: 戦場の絆懐かしいなー
[4123.845] 4bunny: 梅ちゃん論文見てくれた？
[4132.447] prisira: それはちょっとわかる
[4132.592] kawasak1n: おおおお
[4136.318] sistersguitarreplica: まじで
[4143.287] nyapittu: ゲーセンで音ゲーとかってやりました？
[4144.155] Jam10505: ウメゲーセン作るしかないじゃんねぇ
[4144.268] sonic_chop: 実は…
[4150.850] banseim011: 調整とかも頻度減ったりシステムがあまり変わってない新作出してるしあまり運営やる気なきんだろうね
[4157.046] (S)イエール: 論文w
[4157.280] kawasak1n: ｗｗｗ
[4159.097] (S)ましゅダヨ: ww
[4161.335] sonic_chop: ｗｗ
[4162.396] sn0wf0x3: www
[4162.817] kawasak1n: あ
[4164.713] market_fujisaki: ｗｗｗ
[4164.939] mirin_melon: w
[4166.360] prisira: 閉店後皆でだべったりするの最高でした
[4166.644] Trailkozou: ゲーセン時代に一番食べた飯はなんですか？
[4171.662] (S)dokuyubi: ヒット確認ok
[4180.405] (S)yukikaze083: ゲーセンで交友関係増えたから、残してほしい気持ちがある
[4189.076] (S)イエール: 17アイスは？
[4192.931] tora6666: ゲーセンの格ゲー、連勝してもお金入れないといけなくなったけど制限ついたけど
[4195.279] akiaki0612: 仙台のゲーセンいったことありますか？
[4203.208] 箸くれ: 体験版の時のウメゲーセン最高だったなぁ
[4207.043] mirin_melon: 今でもゲーセンにコミュニケーションノートあるのだろうか
[4223.986] みそボン: 友達が働いてたゲーセンで閉店後も入れて楽しかった
[4227.451] kawasak1n: ゲーセン閉まってから
[4230.980] artri4: 仙台に昔あったバベルっていう雀荘知ってます？
[4236.342] kawasak1n: が楽しかった
