[15.553] momouni: わらこだ
[103.653] (S)Miiku__27: わこらだ
[103.724] (S)nobume0v0: radaoWakotu
[103.899] ilis_star: わからだー
[103.914] okomemoti: ホワイトデー返した?
[105.053] きぃりんす: わこらだー！！！
[105.057] shi_n_tou: radaoWakotu
[105.148] daaaa_oo: わこらだ
[105.195] meru410: わこらだ
[105.204] runana_1123: わこらだ
[105.277] saa_o331: わこらだ
[105.329] zeno1725: 今北わこらだ
[105.412] kyo___n: わこらだ
[105.621] s_a4408: ソロ？
[105.653] あーわ: わこらだ
[105.676] jhmiko: わこらだ
[105.697] えふぃら: わこらだ
[105.766] (S)shino0909: radaoWakotu
[105.857] pop_xoal: おつかれ
[105.907] kohq_Loco: わこらだ
[106.136] pasu0517: わこらだ
[106.179] kuratuti: わこらだ
[106.219] れいねこ1: わこらだ
[106.352] 海びちゃん: わこらだ
[106.433] ねこねこお嬢: チョコくれよ
[106.437] cori5698: わこらだ
[106.490] (S)kelutan_1128: わこらだ
[106.564] 777kamikami: わこらだ！
[106.582] me1oxdy: なにするの？
[106.597] 暗黙の緑茶: わこらだ
[106.673] arinkodayo___: わこらだ
[106.722] konomi_0404: わこらだ
[106.748] yuyu554343: だれとするのー??
[106.794] k1444557: わこらだ
[106.953] 筋肉の化身1: ちょっとだけって何？焦らし？
[107.011] gi_1209: ホワイトデーだよ？
[107.042] samekosi: わこらだー
[107.045] yukky88: yukky88 subscribed at Tier 1. They've subscribed for 19 months! わこらだ
[107.051] ぱなぷる: わこらだー
[107.142] ボ口: わこらだ〜 
[107.174] あくろぉ: わこらだ
[107.180] (S)rnm00: わこらだー
[107.278] hondachaan: わこらだー
[107.363] mafuyu256: わらこだ
[107.409] yozora0308: わこらだ！
[107.535] Yakishio_1219: radaoWakotu
[107.719] のののむ: わこらだ
[107.860] kuto0927: わこらだ
[107.868] あらんえむかーびぃ: えら
[108.080] (S)ざこちゃん: わこらだ
[108.138] nana877: わこらだ
[108.324] seiyou_817: ホワイトデーか
[108.329] hatiti88: ジムの人にチョコかえした？
[108.358] kuronekomike: わこらだ！
[108.400] (S)~MISSING_COMMENTER_INFO~: ホワイトデーだぜ
[108.412] yumeneko1106: わこらだ
[108.461] miki_15g: radaoWakotu
[108.534] ぽんかん_: ぽんかん_ subscribed at Tier 1. They've subscribed for 23 months! 
[108.618] (S)naporitann3284: naporitann3284 subscribed at Tier 1. They've subscribed for 7 months, currently on a 2 month streak! 
[108.742] hoppetaaikoukai: ホワイトデーやんか
[109.171] butatyan2525: チョコぐださい
[109.185] リライトパンダ: わこらだ 
[109.195] terabyte__o0: radaoWakotu
[109.297] kirin_n_n: ホワイトデー
[109.337] ttt_1onz: わこら
[109.343] yu_ka_dorimi: チョコいつ？？
[109.381] (S)mg_rafu: radaoWakotu
[109.515] まちち: わこらだー
[109.648] kozakana271: わこらだ
[109.675] syura001: ねたのね
[109.735] とれいら: わこらだ
[109.816] suna0056: わこらだ
[109.879] yuzu_0216: わこらだ
[109.901] (S)crazyhuton: radaoWakotu
[110.062] ukiwaman82: わこらだ
[110.144] lumaguron: radaoWakotu
[110.187] lein2: わこらだ
[110.297] rufuma: ホワイトデー
[110.357] nopiki1018: ホワイトデーちょーだい
[110.399] (S)ポテチの子: ホワイトデーのお返しした？
[110.494] 誤字しまくるマン: わおらだん
[110.513] (S)tsuM6G1_: radaoWakotu
[110.515] yyuuzzuu: 今日は円周率の日だよ
[110.582] chi_kama1026: わこらだー
[110.679] moguse_15: わこらだ
[110.798] (S)covalt_blue: ホライトデーかえした？
[110.810] mizusakura0326: わこらだ
[110.858] warabi0114: わこらだー
[110.895] sanyasans2: radaoCry2
[110.899] 紗弥0926: わこらだ 
[111.276] soma_007: わこらだ
[111.295] ジャガイモの皮: むを
[111.304] (S)ゆりの花: わこらだ
[111.379] pipi_chann: ホワイトデーくだしゃい
[111.432] kalmia39: ホワイトデー返す予定は？
[111.501] いろえんぴつ: わこらだー
[111.503] (S)たゆう_はね: ミナツドのコラボ見たよー！
[111.518] 縮緬雑魚: ジムおつかれ
[111.565] ゐゐは: おつかれ
[111.631] (S)いいだこ: 健康的～
[111.714] riimito: 雑談ですか？
[112.193] ごま塩プリン: わこらだ
[112.219] macchan114514: えら
[112.343] 0701sy: ジムおつかれ
[112.441] ho_piyo: わこらだ
[112.559] 雪狐0143: チョコ返したー？
[112.646] ゆきとよ: わこらだ
[112.658] mamewasa817: radaoWakotu
[112.799] (S)りちゅる: わこらだ、ちょうだい
[112.853] rincho22: ホワイトデー返した？
[113.047] on_mame: わこらだ
[113.069] mayonaka_2: わこらだ
[113.263] s_a4408: ホワイトデー返したか？
[113.283] マシュマロ: わこらだ
[113.293] 誤字しまくるマン: わこらだん
[113.474] nekokomiko: わこらだー
[113.494] chrono_1109: わこらだ
[113.609] ai_ai0304: わこらだーー
[113.660] しゃけやろうﾊーﾄ: わこらだ
[113.837] (S)tsuM6G1_: お疲れ
[113.865] YodoRa: radaoWakotu
[113.890] ato0411: わこらだ
[114.430] 朝食め: ホワイトデーやで
[114.458] (S)ひびき1214: ジムの人じゃかったっけ？
[114.506] (S)lunoyu: わこらだ 
[114.653] ekurea1221: わこらだ
[114.658] sora_033: わこらだ
[114.669] (S)saba_basa_: radaoWakotu
[114.670] ﾓﾁﾓ: お返しあげた？
[114.684] (S)nenemaru_: radaoWakotu
[114.874] manato8181: ソロ？
[114.929] (S)ざこちゃん: ホワイトデーくれ
[115.045] reo_014: わこらだ
[115.064] ayunosioyaki0223: お返しした？？
[115.186] ZeNoN_GAHAHA: わこらだ
[115.269] みわわわわ: 今日ホワイトデーだよ
[115.290] るん1213: ホワイトデーやで
[115.324] rorutipeace22: わこらだ
[115.365] itokunnyaku: わこらだ
[115.427] (S)キラキラボシ: は？チョコ渡してないん？
[115.622] kiisan_: わこらだ
[116.157] donbishari: ホワイトデーは？
[116.196] 左手にきむ: わこらだ
[116.232] rufuma: チョコくれ
[116.284] s_a_t_u_k_i5505: わこらだだ
[116.391] kana5929: わこらだ
[116.413] 柔らかぷりん: おぉ
[116.416] family857: すげえ
[116.426] スカイウリ: わこらだ
[116.445] arisa524: ホワイトデーもらった？
[116.520] kaifumi: わこ
[116.527] aya_o1019: らっだぁエルデンリングやらないの？
[116.583] shushushu0924: わこらだ
[116.597] 雫綺: わこらだ
[117.066] ちゃのすけ: ホワイトデー返したか？
[117.113] hroiiio: わこらだ
[117.151] minoto_0312: わこらだ
[117.290] (S)nana_sasa_: わこらだ
[117.302] yuto020702: 何してたー？
[117.314] katuonituke: ちょっとなにするの？
[117.355] hunhun2525hunhun: おっπ
[117.512] chrono_1109: お返しした？
[117.580] riimito: お疲れ様です
[117.783] chacha_124: わこらだ
[118.035] tuukune: お返しした？
[118.226] るくおにく: ホワイトデーなんかあげた？
[118.251] gxkvutom: わこらだ
[118.268] touki0000: ねてる
[118.275] (S)~MISSING_COMMENTER_INFO~: ホワイトデーお返しした？？
[118.323] (S)ジンコ: わこらだ
[118.333] ソラ1936: お疲れ
[118.346] ふーじのっ: radaoWakotu
[118.408] うにやま: ジムの人にお返しした？
[118.443] (S)tsuM6G1_: お疲れ様
[118.453] aruto_33: いつも通り眠そうな声だね
[118.574] (S)itayui5: 昨日も行動パターン2種類だったね
[118.707] (S)塩ばたー: プロテインチョコ返した？
[119.276] ｳﾙ: わこらだ
[119.323] mag_geheim: わこらだ
[119.651] asuka_061: ニート
[119.685] suibotu_: お疲れ
[119.690] kyanna_0202: わこらだ
[120.203] (S)いいだこ: ホワイトデーやな
[120.206] shinjaco: わこらだ
[120.446] rufuma: ホワイトデー？？
[120.455] nt092016: わこらだ
[120.600] art0417: わこらだ
[120.870] tarosu_0309: 今らだおの動画見てた
[121.052] syamuneb: は？？
[121.094] k_otone: ホワイトデーだよ
[121.099] harukiti0213: わこらだ〜
[121.201] daifuku10: チョコ味？
[121.213] 縮緬雑魚: 先っちょだけ？
[121.312] donarudodark: わこらだ
[121.502] sugar404_: わこらだ
[121.554] hoppetaaikoukai: ジムおつ
[121.735] しがー: お返しのチョコくれーーーー
[121.745] (S)こねずみ: 今日はBGMないね
[121.751] あだちたろう: あだちたろう subscribed at Tier 1. They've subscribed for 22 months! 
[121.800] 暗黙の緑茶: !uptime
[121.845] ほしみあ: わこらだ
[121.922] るん1213: ホワイトデーだよ
[121.976] kocobn11: おつかれー
[122.050] kyassssssss: 今日ホワイトデーだったから返すの大変だったわ〜
[122.120] (S)トマト狩り: 夜は無い感じか
[122.124] (M)Nightbot: らっだぁ が配信を始めてから 2 minutes 7 seconds 経過しています。
[122.172] あくろぉ: ホワイトデー返した？！
[122.292] hito_de: わこらだー
[122.426] 琉凪: ホワイトデーお返しあげた？
[122.487] あーわ: おい
[122.496] raijin__1007: やば
[122.743] aiilo_: ホワイトデーマカロン貰いました( ･´ｰ･｀)
[123.258] (S)Yukimaru__31: おつか
[123.372] inomu__: わこらだ
[123.398] syui415: おつかれ
[123.410] sakura31644: チョコかえして
[123.412] pipi_chann: radaoCry2
[123.413] ankormoch1_38: もらってないから？
[123.593] toyu315: わこらだ
[123.766] (S)ozokunchan: radaoWakotu
[124.267] rururu0678: わこらだ
[124.362] gonnchan: ほわいとでーあげたか？
[124.378] ttt_1onz: おつかれ
[124.392] なぁの: わこらだ!!
[124.473] mizuha12120721: わこらだ
[124.506] rufuma: ホワイトデーだよ
[124.590] (S)s_i_i_a: radaoWakotu
[124.592] ayunosioyaki0223: radaoKasu
[124.596] 柔らかぷりん: おつかれ
[124.665] suna0056: え？
[124.668] 百野ち: わこらだ
[124.677] 砂ザトウ: は？
[124.724] てんたた: わこらだ
[124.749] ルロア: バレンタインのお返しした？
[124.767] nekota_0317: わこらだ！
[124.835] tanakasan_29: ホワイトデー
[124.840] karasu57: お返ししたか？
[124.878] にわすずめ: 返したれよ
[124.890] nchanndayo: わこらだ
[125.036] 売買: わこらだー
[125.042] skysandayo: チョコお返ししたかった
[125.086] (S)reason_kotori: わこらだ
[125.225] mikan_0601: わこらだ
[125.290] mizusan_1022: お疲れ様
[125.353] mary611: radaoWakotu
[125.417] subeteyoki: わこらだ
[125.481] syotagami_0202: わこらだ
[125.781] (S)pao_pink_: うわ
[125.810] (S)tsuM6G1_: え
[125.865] unauna713: おかえり
[126.372] hiiragi_jgsdf: カス
[126.607] touki0000: チョコくれ
[126.626] sakanoooo: えー？
[126.685] (S)sakuramochi0929: わこらだ
[126.708] nirakki: なにが？
[126.883] nemulimuli: は？
[127.333] 1118coco: わこらだ！
[127.359] (S)itayui5: え
[127.493] (S)rosemary0920: ホワイトデーは？
[127.569] rindou117: おつかれ
[127.641] daifuku10: おい
[127.648] ぴなむ: radaoWakotu
[127.659] sanyasans2: radaoAngry2
[127.676] rufuma: ホワイトデー
[127.689] 199_18: ホワイトデーやで
[127.731] cori5698: え
[127.839] okomemoti: チョコは?
[127.885] カナバ: わこらだ 作業用BGMにちょうどいい配信ありがとう
[127.887] アーユン: え
[127.921] radio20051021: 初めてTwitchでコメントしました。新規ですが、皆さん宜しくお願いします。
[128.071] syamuneb: え
[128.094] (S)nattu__: おい
[128.110] f_erick: あ
[128.121] Nyatto_0925: お疲れ様
[128.182] 雪華0830: radaoWakotu
[128.322] たかぎ3: 健康だねわ
[128.561] surprised810: おつ
[128.641] ama_yzk00: らだおは人気者だからホワイトデー沢山チョコあげたんだろうなー
[128.652] midorino0105: ジムのトレーナーさんにホワイトデー渡した？
[128.917] riku0572: ソロでやるん？？
[129.086] paruma_0226: ホワイトデー、お返しあげた？
[129.123] ayunosioyaki0223: え
[129.143] (S)magu1013: もらってないから？？
[129.309] ゐゐは: ちょっとだけ（）
[129.319] alice8629: うわ
[129.333] (S)zassousan: zassousan subscribed at Tier 1. They've subscribed for 9 months! わこらだ
[129.343] Yukimi_015: ホワイトデーください
[129.609] ra_ra_ra_ra_: え
[129.635] suibotu_: は？
[129.713] さやかっぱ: WAO
[129.808] _ずー: _ずー subscribed at Tier 1. They've subscribed for 20 months! こんばんわー
[129.818] makaroni252: ポケモンジム
[129.823] gaiantufan: わこらだ
[129.827] ルイノ: ジム偉すぎワロタ
[129.828] remiiiii_28: え
[129.837] (S)いいだこ: かえして
[129.844] ジャガイモの皮: し+
[130.472] donbishari: え？
[130.529] raijin__1007: かす
[130.547] komugi_1228: わこらだ
[130.599] mope716: え
[130.638] (S)とりーーも: わこらだ
[130.693] などない: ほう
[130.825] yu_ka_dorimi: チョコ食い逃げするな
[130.829] ゆちまるさん: ホワイトデーじゃん
[130.861] (S)サノウラ: え
[130.868] nuoh0195: どうしたの？
[131.052] rena_547r: ジムのトレーナーさんにホワイトデー返した?
[131.096] (S)retomin0901: おつかれ
[131.211] (S)iori0517: え
[131.243] イオです: わこらだ
[131.259] (S)ナラ抹茶: え
[131.293] ロクでなし: あ
[131.299] ひのした: わこらだ
[131.363] (S)58hatsunone: radaoWakotu
[131.366] (S)rigore_napoli: え
[131.387] (S)s_i_i_a: え
[131.487] 夢現: え
[131.741] (S)こねずみ: らっだぁホワイトデーは？
[131.803] rizuki1219: ムキムキ？
[131.895] touki0000: ツンデレ？
[131.923] kocobn11: わーい
[131.932] rufuma: ホワイトデーは？
[132.118] sunagiimo: わこらだ〜
[132.286] 暗黙の緑茶: えー
[132.331] 縮緬雑魚: うそだろ？！
[132.332] (S)ポテチの子: えーーー
[132.363] ~MISSING_COMMENTER_INFO~: あ
[132.432] タキ: 振られたのか…
[132.476] 筋肉の化身1: 焦らし？
[132.527] kaitoon_1212: あ
[132.559] yona_0724: え
[132.668] s_a4408: あげたチョコ返して
[132.794] karasu57: え
[133.587] arisa524: ジムちゃんと行ってるんだ！
[133.626] macchan114514: ホワイトデー
[133.643] がちの天才: らっだぁっていつも眠そうな声してる
[133.668] gonnchan: え？
[133.743] るん1213: え
[133.775] hanadango823: え
[133.853] ゐゐは: え
[133.858] ikachan02: 先っぽだけ？
[133.894] アキレゐト: わこらだ
[133.920] seiyou_817: ちょこっとだけか
[134.106] tuukune: え
[134.135] 誤字しまくるマン: 返せよ
[134.157] mizusan_1022: え？
[134.161] (S)fuu_maru: え
[134.255] nirakki: は？
[134.362] remon_d: わこらだ
[134.386] どぎゃ: わこらだ ホワイトデーもちょうだい
[134.456] 雪狐0143: え
[134.477] sakusaku0113: え
[134.887] ジャガイモの皮: かえして
[134.892] kitakitune_27: めっちゃ寝てる
[134.951] 縮緬雑魚: 泣いた
[134.965] (S)~MISSING_COMMENTER_INFO~: なんの配信？？
[135.104] ｻｧｻ: え
[135.145] mitsuxx00: は?
[135.269] 199_18: お返しあげた？
[135.316] sakura31644: チョコ返してー
[135.381] ayunosioyaki0223: ありゃ
[135.388] aruto_33: え
[135.422] (S)トマト狩り: 嫌がられたんや
[135.433] (S)えりさ_: え
[135.490] k_otone: ホワイトデーだよお返しは？
[135.501] (S)saba_basa_: え
[135.556] (S)きのこの炊き込みご飯: え
[135.801] アストモ: え
[135.864] pokipoki1231: え
[136.499] (S)lewis_craine: るいんれいん subscribed with Prime. They've subscribed for 7 months! わこらだ
[136.641] (S)ヨヒラ: うわ
[136.643] macchan114514: おい
[136.643] me1oxdy: おい
[136.659] (S)うがら: わこらだ
[140.234] あしゅ_1127_: え
[140.257] cori5698: あーあ
[140.390] kokesinn: え？
[140.424] yume_1103: え
[140.451] toyu315: え
[140.468] (S)iori0517: あぁ
[140.477] Reea2: うわ
[140.627] kyanna_0202: え
[140.635] syui415: え
[140.671] さぼりあめ: 変わっちゃったんだ
[140.692] にわすずめ: どんまい
[140.774] マシュマロ: あ
[140.840] tomatotto_: うわ
[140.845] (S)rosemary0920: え
[140.854] piisuke0428: え
[140.889] (S)mai161116katatumuri: radaoWakotu
[140.896] remiiiii_28: かわいそ
[141.050] neu_rose: え
[141.078] raijin__1007: ;;
[141.128] 百野ち: はよ返してあげなよ
[141.133] totoro_1783: あ
[141.136] ayunosioyaki0223: radaoBigcry
[141.211] eitowa_22: わこらだ
[141.363] dokokanotamagoman: ホワイトチョコ味のプロテイン
[141.418] kazh1019: え
[141.682] (S)とりーーも: え
[141.889] caf_coffee: あーあ
[141.955] (S)レだん: え
[142.034] みつおうぎ: わこらだ
[142.072] me1oxdy: え
[142.093] maron_33: え
[142.108] ama_yzk00: ジムの人にチョコ返さんの？
[142.351] 誤字しまくるマン: え
[142.393] f_erick: radaoKuuun
[142.514] ogapaka: 振られてやんのwww
[142.558] gi_1209: あら
[142.563] nyun426: おっ？
[142.573] ゆちまるさん: きまづ
[142.574] (S)かっぴーと: あーあ
[142.633] family857: あーあ
[142.668] YodoRa: あら
[142.730] 縮緬雑魚: 涙流せよ
[142.732] pokipoki1231: あ
[142.898] piisuke0428: あ
[144.127] pasu0517: え
[144.138] tarosu_0309: は
[144.193] (S)よーーひ: わこらだ
[144.214] るん1213: どんまい
[144.217] seiyou_817: かわいそ
[144.349] shizuku_088: まじか
[144.354] (S)urullowo: 変わっちゃったんか
[144.434] mochi082: え
[144.570] 夢現: また別れたんか
[144.587] ﾅﾒｺのな: さいてー
[144.603] yokobou_: え
[144.646] ロクでなし: どんまい
[144.656] (S)ヨヒラ: どんまい
[144.677] tanakakun_110: ホワイトデー返してー
[144.681] YodoRa: 振られたんか…
[144.790] (S)tsuM6G1_: radaoCry2
[144.807] (S)いいだこ: かわいそ;;
[144.813] (S)itayui5: 可哀想…
[144.825] midorino0105: え。
[144.853] (S)naetoru0901: radaoBigcry
[144.999] が_じゅ: 限界だったんだね…
[145.096] meru1216: わこらだ！
[145.117] nasiaisu: え
[145.217] なぁの: え
[145.238] ru_san0720: radaoBigcry
[145.238] 雨祝: BibleThump
[145.440] (S)レだん: radaoBigcry
[145.586] (S)スペルタン: wwwww
