[31.102] reo_821: unkochanYaa
[21389.751] moyac19: 長時間配信ナイスですん〜！
[21396.844] (S)ヒイロジーエム: ガービーの任務はこれ系ばっかりだね
[21411.428] groovelivegroovelive: それは…無理じゃね？
[21420.913] nisuich: ガービーはメインじゃない
[21422.705] 高田天使: ミニッツメンルート
[21426.148] monchan_man: メインは子供さがすことじゃないのー
[21433.663] (S)ヒイロジーエム: それはサブクエ
[21452.735] (S)mimimiumiu1: 子供のこと完璧に忘れてたわ
[21467.444] (S)ヒイロジーエム: クエスト一覧見ればあるよ
[21476.950] groovelivegroovelive: ダイヤモンドシティ行かねえと
[21494.194] manyyao: ただいまー
[21496.169] (S)ヒイロジーエム: マスターやー
[21515.702] (S)ヒイロジーエム: お
[21525.011] (S)mimimiumiu1: がじがじせいっ
[21525.265] (S)ヒイロジーエム: 無理だってw
[21539.465] groovelivegroovelive: 🐶「…」
[21540.779] moyac19: シェパードかわいいじゃん
[21543.275] (S)mimimiumiu1: ジャーキーあげるから
[21549.500] monchan_man: 犬づかいの荒い
[21557.630] monchan_man: えｗｗｗｗ
[21564.493] (S)ヒイロジーエム: 厳しい飼い主
[21578.365] groovelivegroovelive: 脳がレイダーになってる
[21621.403] (S)ヒイロジーエム: falloutの世界ならむしろありありよ
[21628.060] toda0613: 若い頃の田嶋陽子ってこんな感じだったのかな
[21636.895] (S)ヒイロジーエム: クソデカいよw
[21678.008] (S)ヒイロジーエム: やっぱ綺麗なベッドがいいよね
[21712.314] groovelivegroovelive: 大分慣れてきたな
[21728.493] donkoi_t: ボルトボーイのやつはサブ
[21730.813] (S)ヒイロジーエム: ダイヤモンドシティに行くやつ
[21732.993] tonkatsuudj: クエストめっちゃあるやん
[21740.018] monchan_man: お？
[21740.529] groovelivegroovelive: ダイヤモンドシティ行こう
[21750.448] monchan_man: 行こうぜ
[21753.175] toda0613: ダイヤモンドシティ結構遠いんだよね
[21753.385] donkoi_t: ボルトボーイの同じ画像のやつはサブかな
[21759.812] (S)ヒイロジーエム: そこはまだ未発見
[21775.027] (S)ヒイロジーエム: 長旅は危険だから準備して行こう
[21778.618] (S)mimimiumiu1: スカイツリーくらい遠いなー
[21791.311] groovelivegroovelive: コルベガじゃねえか
[21834.707] (S)ヒイロジーエム: 途中に寄り道スポット無限にあるからなw
[21837.313] groovelivegroovelive: 霧が濃いなー
[21840.664] tonkatsuudj: 霧でわからん
[21858.604] (S)ヒイロジーエム: ラジオからもサブクエ増えるからね
[21869.326] groovelivegroovelive: スクライブヘイレンだ
[21903.550] (S)ヒイロジーエム: 警察署来いって言ってるかな
[21905.199] 高田天使: きた
[21908.464] guri_guri_nico: ようはSOSってことじゃない？
[21916.871] groovelivegroovelive: やべえ
[21920.989] 879bu380: あ
[21938.089] (S)ヒイロジーエム: クソ硬いぞ！
[21941.028] manyyao: 顔w
[21943.311] groovelivegroovelive: 逃げろ
[21943.922] moyac19: まずい？
[21946.084] tonkatsuudj: つっよ
[21947.590] gubervstx: おわた
[21949.494] (S)ヒイロジーエム: ヤバイヤバイ
[21951.884] (S)mimimiumiu1: リーチ長い
[21954.363] 高田天使: あ
[21956.714] donkoi_t: 曲がｲｲ
[21957.005] nicopon_213: 虫アップになるのキッつい
[21957.218] toda0613: BGM笑う
[21960.128] monchan_man: 潜ってきたな
[21961.615] tonkatsuudj: BGMが逆にあってる
[21962.289] monchan_man: ｗｗｗｗｗ
[21967.729] 高田天使: 天国ｂｇｍ
[21970.317] monchan_man: ４ぬな～～
[21971.634] gubervstx: ~~~~END~~~~~
[21975.317] groovelivegroovelive: 名曲きた
[21975.404] (S)ヒイロジーエム: BGMとミスマッチしてて草生える
[21983.381] manyyao: フォールアウトだなぁ
[21991.990] monchan_man: ぜひドラマみてくれ
[22013.783] donkoi_t: クリティカルも使えるぞ！
[22025.523] manyyao: いけるか！？
[22026.325] groovelivegroovelive: 犬よくやった！
[22028.468] (S)ヒイロジーエム: 落ち着いた曲の中で撃ち合いしてるのはめっちゃfallout感高いよw
[22034.315] 879bu380: おお
[22041.185] (S)mimimiumiu1: たおせた…
[22043.410] guri_guri_nico: スローバラードとポップ曲をBGMにドンパチやるのがフォールアウト流ギャップ
[22046.365] manyyao: ないすー
[22046.948] groovelivegroovelive: サンキュー犬
[22047.053] moyac19: エイム要らずか
[22050.540] monchan_man: 肉だけかよぉ
[22058.978] (S)mimimiumiu1: 牛さん
[22060.185] gubervstx: 家畜
[22064.283] (S)ヒイロジーエム: バラモンは中立だね
[22065.174] monchan_man: 無害です
[22071.642] (S)ヒイロジーエム: ヤバイ
[22074.529] monchan_man: あ
[22076.981] groovelivegroovelive: あ？やばいかも
[22078.998] (S)mimimiumiu1: ん、
[22081.861] monchan_man: しーーーーらないっ
[22084.914] tonkatsuudj: ハイウェイか
[22093.201] (S)mimimiumiu1: あぶない
[22093.315] gubervstx: ｷｬｲﾝ
[22100.854] (S)ヒイロジーエム: たまに上に敵拠点とかあるから怖いよ
[22106.785] monchan_man: え、ネイルくっろ
[22111.822] 高田天使: きた
[22120.685] tonkatsuudj: BGMがあわせてきてる
[22121.923] monchan_man: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[22121.935] (S)ヒイロジーエム: やばーいw
[22122.469] donkoi_t: あぶねえ
[22128.083] monchan_man: ノリノリ
[22129.315] groovelivegroovelive: 地雷原だ
[22135.173] (S)ヒイロジーエム: BGMめっちゃ合ってるなぁw
[22137.891] (S)mimimiumiu1: めっちゃFalloutしてる
[22139.357] monchan_man: ～♪
[22144.310] manyyao: セーブしたっけ？
[22151.866] (S)ヒイロジーエム: 地雷はゆっくり近づけばパクれるよ
[22182.147] groovelivegroovelive: フェラルとやりあってる？
[22188.319] monchan_man: はっや
[22203.171] (S)ヒイロジーエム: デカい街はゾンビめっちゃいるからヤバイよ
[22213.767] monchan_man: おお
[22221.900] (S)mimimiumiu1: さすがにうまい
[22230.919] monchan_man: グールのくせにええもん持ってるわ
[22232.707] moyac19: シェパード強すぎ
[22233.076] (S)mimimiumiu1: 俺なら死んでいる
[22272.052] gubervstx: 名曲きた
[22272.706] 高田天使: 曲いいね
[22272.934] (S)ヒイロジーエム: あー名曲きた！
[22273.105] tonkatsuudj: いつもの曲きたｗ
[22292.146] (S)ヒイロジーエム: falloutと言っらこの曲
[22293.052] monchan_man: ぜひドラマもみてくれ
[22299.109] oootoaooo: このレトロ感
[22300.470] manyyao: おなじみ
[22313.767] groovelivegroovelive: あーここか
[22318.985] monchan_man: ６０年代ファッションショー
[22324.794] tonkatsuudj: ポケット付き
[22328.798] monchan_man: あいっ
[22335.852] (S)ヒイロジーエム: その入り口の音なるやつやつトラップだよ
[22353.914] groovelivegroovelive: てか雑誌読んでる？
[22371.445] nicopon_213: パイプ銃の弾腐るほどあるからなくならないよ
[22386.523] (S)mimimiumiu1: 鍵気持ちええー
[22394.034] (S)ヒイロジーエム: 草
[22408.753] monchan_man: また？ｗ
[22444.687] groovelivegroovelive: パイプリボルバー？
[22445.266] monchan_man: DLC買ってないってマ？
[22453.679] (S)mimimiumiu1: ドンパチしてるな
[22455.703] (S)ヒイロジーエム: 多分車爆発したなw
[22456.172] monchan_man: お
[22466.447] tonkatsuudj: セーブしないとやばそう
[22487.226] (S)ヒイロジーエム: エキスパートはむずい
[22490.933] moyac19: 鍵多いなw
[22495.110] 高田天使: ラジオがメインだよ
[22511.135] (S)ヒイロジーエム: この曲がfallout感よね
[22518.881] monchan_man: ありがとう、セーブ警察
[22521.333] (S)ヒイロジーエム: そこ警察署だね
[22523.411] groovelivegroovelive: スクライブヘイレンだ
[22534.848] monchan_man: ここあれじゃん
[22537.404] tkkhiro: 緑表示は仲間じゃないか？
[22543.505] groovelivegroovelive: 敵じゃないぞ
[22544.663] (S)ヒイロジーエム: 長押し
[22544.927] tonkatsuudj: 誤射まずいぞ
[22549.783] monchan_man: なんで
[22558.195] moyac19: デカいのがおる
[22558.389] (S)ヒイロジーエム: それ味方やけどなw
[22562.584] groovelivegroovelive: あれ？まずくね？
[22563.460] (S)mimimiumiu1: 草
[22569.265] monchan_man: しらねーー・・
[22570.476] tkkhiro: ｗｗｗ
[22573.119] monchan_man: おれしらねーー・
[22580.647] donkoi_t: ｇｍサイトｗ
[22591.165] (S)ヒイロジーエム: 草
[22605.383] (S)ヒイロジーエム: 死体漁りです
[22609.356] karasukafuka112: ガン無視ｗ
[22614.058] tkkhiro: 無視は草
[22620.253] monchan_man: 潮干狩りです
[22623.558] monchan_man: 無視ｗｗｗｗ
[22631.847] (S)ヒイロジーエム: ワンダーグルーは大事
[22637.167] (S)ヒイロジーエム: 警察署だよ
[22639.549] groovelivegroovelive: ワンダーグルーは大事
[22643.804] monchan_man: ちがいます
[22644.226] tkkhiro: ！？
[22646.497] 1111_kou: wwww
[22649.135] (S)mimimiumiu1: 回転肉片
[22657.455] donkoi_t: 踊ってる
[22658.900] nicopon_213: セーブポイント
[22661.543] (S)ヒイロジーエム: falloutあるあるバグ
[22662.860] (S)mimimiumiu1: 回鍋肉すぎる
[22669.832] toda0613: 回鍋肉
[22672.065] monchan_man: いや、そんなバグはどうでもいいんだけど・・
[22682.512] ちゃも3: ぐっろ
[22686.143] manyyao: こわいよ
[22687.578] groovelivegroovelive: なんてことを…
[22689.798] donkoi_t: やめてね：；
[22690.546] (S)ヒイロジーエム: 解体すなw
[22694.980] monchan_man: 解体ショーｗｗ
[22695.795] moyac19: グロい
[22697.890] (S)mimimiumiu1: 損壊罪
[22698.024] tkkhiro: サイコママ
[22715.134] (S)ヒイロジーエム: もうramuちゃんはすっかりレイダーやな
[22724.691] monchan_man: えｗｗ
[22747.566] groovelivegroovelive: これもうレイダーだよ
[22753.805] akazukin_san: ダイアモンドシティは感動するよ
[22757.696] monchan_man: すごい、、一大勢力を無視
[22810.424] (S)ヒイロジーエム: まあ、メインクエ重視中だしな
[22881.609] moyac19: いたずらっこや
[22897.027] (S)ヒイロジーエム: 危ないw
[22922.752] (S)ヒイロジーエム: なんかやらかした？
[22924.516] 濃厚魚介つけ麺: 教員の淫行事件多いよね
[22930.242] monchan_man: メンチョク？？
[22932.466] toda0613: それもうレイダーだろ
[22937.172] (S)ヒイロジーエム: 淫行教師かよ
[22937.309] monchan_man: レイダー
[22939.903] (S)mimimiumiu1: 3回も！
[22946.606] moyac19: やばすぎる
[22948.482] 濃厚魚介つけ麺: 小粋な音楽
[22954.166] nicopon_213: ダメなことだからより掻き立てられるんだろう
[22972.259] kokoa1238: いい加減にしろよなまじで
[22974.462] (S)ヒイロジーエム: そういうアイテムからサブクエ始まったりする
[22977.885] 高田天使: 保健体育の実習
[22979.998] 濃厚魚介つけ麺: ロリコンだから教員になる人一定数いると思う
[22990.943] groovelivegroovelive: レイダーは現実にいる
[22994.218] あーちすと: 親とグルだったりして、、
[23010.026] (S)ヒイロジーエム: 誘われたら断れよな教師
[23032.858] 濃厚魚介つけ麺: 物理特化にしたのね
[23033.079] (S)mimimiumiu1: つええ
[23037.831] monchan_man: つよｗｗｗ
[23041.703] groovelivegroovelive: 首無くなった
[23049.214] nicopon_213: ウルヴァリン爆誕
[23049.849] monchan_man: どんなパンチ力してんの奥さん
[23057.755] tkkhiro: 未亡人強すぎｗ
[23068.372] (S)ヒイロジーエム: やはりノリノリなBGMでレイダーぶちのめすのは楽しい
[23083.169] (S)mimimiumiu1: 教員の将来もったいねぇ
[23115.349] (S)ヒイロジーエム: 自分のプレイスタイルに合ったやつが良いね
[23134.989] tonkatsuudj: ピッキング次マスターちゃう
[23172.916] (S)ヒイロジーエム: レベル上げないと取れないか
[23175.442] nicopon_213: マスターなら序盤の棚あけれますね
[23176.177] 濃厚魚介つけ麺: ロケット69♪
[23181.058] tonkatsuudj: たりんかったか
[23189.172] 高田天使: カリスマ
[23210.852] (S)ヒイロジーエム: 拠点系はカリスマ
[23223.064] (S)ヒイロジーエム: それやね
[23243.109] (S)ヒイロジーエム: 拠点と拠点を繋げたりお店開いたり出来る
[23270.488] 濃厚魚介つけ麺: グッドロッキントゥナイト♪
[23278.654] (S)ヒイロジーエム: あ、たしかにw
[23284.941] 高田天使: めっちゃ昔の曲
[23316.488] (S)ヒイロジーエム: あー汚染水〜
[23320.761] nicopon_213: デェヤモンドシティにいけば商人いっぱいいる
[23341.406] (S)ヒイロジーエム: 大都会だからねダイヤモンドシティ
[23366.206] 高田天使: あ
[23370.814] (S)ヒイロジーエム: あ
[23373.198] (S)mimimiumiu1: あ
[23373.396] tonkatsuudj: あ
[23373.771] 高田天使: あーあ
[23379.703] groovelivegroovelive: セキュリティだぞ！？
[23381.560] (S)ヒイロジーエム: それダイヤモンドシティの人だよ
[23382.989] 1111_kou: あ
[23383.216] (S)mimimiumiu1: セキュリティ
[23383.646] nicopon_213: それセキュリティだから味方なんじゃよ
[23394.786] moyac19: 手回し式w
[23395.452] groovelivegroovelive: おい撃つな笑笑
[23398.872] 高田天使: 敵対ルート
[23399.127] (S)ヒイロジーエム: ダイヤモンドシティ入れなくなるぞw
[23400.079] (S)mimimiumiu1: レイダーになっちまったか
[23402.142] nicopon_213: ダイヤモンドシティと敵対した
[23410.598] tonkatsuudj: これ敵対したらどうなんのｗ
[23412.292] 1111_kou: 芯までレイダーに
[23413.489] groovelivegroovelive: まて撃つな！！
[23414.286] (S)ヒイロジーエム: もうレイダーじゃん
[23422.390] mutant_dogg: やっちまったｗ
[23429.762] groovelivegroovelive: ダイヤモンドシティのセキュリティだぞ
[23431.561] manyyao: 不本意ならロードも視野？
[23432.277] oootoaooo: 戻らないの？
[23433.656] sy9696: ロード？
[23435.040] 濃厚魚介つけ麺: 一時的な敵対なので離れてしばらくしたら解除される
[23437.962] (S)mimimiumiu1: ほとぼり冷めるまで待つ？
[23438.386] (S)ヒイロジーエム: 撃つ前にVATSで敵かどうか見よう
[23442.835] toda0613: 3日経過だっけ
[23447.086] moyac19: 取り返しつかんの？
[23465.431] nicopon_213: メインだから取り返しつくけどw
[23467.116] (S)ヒイロジーエム: 時間経てば大丈夫なはず
[23470.458] groovelivegroovelive: 寝まくれば大丈夫か？
[23479.621] (S)ヒイロジーエム: 寝よう
[23490.519] groovelivegroovelive: それにしてもいきなり撃つのやめて笑
[23492.046] moyac19: なんだチョロいじゃん
[23498.519] tonkatsuudj: ＧＴＡよりは賢い
[23504.723] (S)ヒイロジーエム: 今のがダイヤモンドシティの警備
[23512.527] nicopon_213: 脊髄反射で銃弾撃ち込んでて草だ
[23523.037] (S)mimimiumiu1: 伝説のレイダーすぎる
[23524.453] manyyao: 寝配信きた
[23548.488] groovelivegroovelive: メタルアーマーきた
[23557.559] 高田天使: ｗ
[23569.647] 濃厚魚介つけ麺: スティムパックだ！
[23572.192] (S)mimimiumiu1: あかんww修羅場や
[23576.602] monchan_man: ここかぁ
[23581.511] groovelivegroovelive: 狂犬すぎてやばい
[23596.179] tonkatsuudj: ベンチだめなんやっけ
[23600.318] akichi21: 狂気のオカン
[23617.735] moyac19: 闇堕ちルートw
[23618.200] 1111_kou: レイダーの拠点しばけばベッドあったりしないかな
[23657.991] tkkhiro: ｗｗｗ
[23661.231] gubervstx: コメディ感
[23667.074] monchan_man: そう思うじゃん？
[23726.044] 濃厚魚介つけ麺: きたあ
[23728.736] (S)mimimiumiu1: 一日
[23729.573] groovelivegroovelive: おーし
[23731.451] moyac19: 汚ねぇw
[23741.643] 濃厚魚介つけ麺: 敵対無くなるまで寝まくれ
[23742.974] tkkhiro: 爆睡サイコパス未亡人
[23743.559] monchan_man: 自堕落
[23743.911] groovelivegroovelive: とりあえずいきなり撃つのやめて！
[23747.331] nicopon_213: その小汚いベッドでｗｗ
[23753.616] (S)mimimiumiu1: 二日
[23760.888] osuman72: ラジオ流してると著作権の問題でアーカイブの音消えると思うけど大丈夫?
[23767.184] monchan_man: 自由すぎるｗｗ
[23768.221] 濃厚魚介つけ麺: 撃たれたら撃とう
[23768.315] groovelivegroovelive: マジ焦るから笑笑
[23784.281] gubervstx: 古い音楽だし大丈夫かと思ってた
[23789.784] potemkin1018: 消えないと思うが
[23790.894] monchan_man: まだ寝るｗｗ
[23796.781] (S)mimimiumiu1: ほとぼり冷めたかな
[23803.212] monchan_man: 消えたことあるの？
[23805.958] tonkatsuudj: 大丈夫でしょ
[23811.459] moyac19: 俺の膝にこい
[23820.075] nicopon_213: ボルトスーツで爆睡してるやつを目撃
[23823.817] monchan_man: なにか実績解除したようだ
[23825.961] (S)mimimiumiu1: ギンギンに切れてたらおもろいな
[23857.580] 濃厚魚介つけ麺: 50時間寝ている
[23882.111] 東方好き1: ramuzuYa
[23882.281] potemkin1018: 作業台で外すか
[23888.191] onesolo52: ゴールデンウイーク終わったぞ
[23894.811] monchan_man: まぁこれから3日寝ないんですけどね
[23901.005] gubervstx: ところがどっこいパターン来い
[23902.643] moyac19: 空き缶くり抜いたみたいなスコープやん
[23909.857] akichi21: 寝すぎて頭痛くなるやつ
[23915.558] nicopon_213: modいれてください
[23919.650] geeron25: 古いゲームだから
[23926.300] groovelivegroovelive: あ、ここだ
[23941.949] (S)mimimiumiu1: しめしめ
[23945.841] monchan_man: やさしいひとなんだね
[23951.422] akichi21: 控えめにメリケンサック
[23954.387] 高田天使: きたああ
[23970.499] akazukin_san: ついたああああ
[23974.427] 濃厚魚介つけ麺: ダイヤモンドシティきちゃあ
[23989.083] gubervstx: 武器しまっておこう
[23989.784] groovelivegroovelive: 攻撃するなよ…するなよ…
[23990.218] monchan_man: えっち
[23992.246] 高田天使: ｓ
[23993.449] 高田天使: あ
[24007.244] gubervstx: ππ
[24007.492] nicopon_213: ダニパイパイ
[24026.401] potemkin1018: パパラッチだからRaMuの敵だな
[24039.747] gubervstx: え
[24043.669] 高田天使: ん
[24051.374] (S)ヒイロジーエム: 文春さんかな
[24073.138] groovelivegroovelive: ドレイダー！？
[24083.646] (S)ヒイロジーエム: パイパー味方にしたいね
[24088.894] monchan_man: やだなぁ、マスゴミって
[24089.455] (S)mimimiumiu1: パイパーﾝ
[24115.455] 濃厚魚介つけ麺: でかい都市だ
[24121.511] nisuich: 野球場です
[24121.715] groovelivegroovelive: 守衛撃ちました…
[24132.366] (S)ヒイロジーエム: 草
[24136.473] potemkin1018: 殴っていいぞ
[24139.366] 高田天使: マクドナルド
[24139.812] nicopon_213: マクド
[24144.498] 高田天使: 夜マナル
[24147.641] monchan_man: 新聞は嫌いだ
[24166.763] monchan_man: え？？ｗ
[24170.433] (S)mimimiumiu1: マクドええな
[24176.263] どんとこい超常現象: ！？
[24177.047] monchan_man: PいPん
[24179.286] 高田天使: パイパンやめてね
[24181.867] moyac19: あれ？
[24182.397] potemkin1018: 日和見はよくない
[24204.625] 東方好き1: ramuzuYa
[24216.922] groovelivegroovelive: カリスマ足りねえ
[24218.990] (S)ヒイロジーエム: 各戦争から200年以上経ってるからね
[24240.095] (S)ヒイロジーエム: スピーチ失敗はfalloutあるある
[24257.358] groovelivegroovelive: 殴るなよ…
[24277.723] nicopon_213: 赤い名前で表示されるアイテムは他人のものだから気を付けてね！！
[24279.388] guri_guri_nico: ちなみにこのゲーム、ところどころ現実にボストンにある建物とか街が出て来ますよ。例えばダイヤモンドシティはレッドソックスのホームグラウンド。
[24289.059] monchan_man: だが手がかりがなさすぎる
[24292.606] daidaidaidesu: メインストーリー忘れがち
[24302.000] (S)ヒイロジーエム: 手がかりは欲しいよね
[24313.151] 濃厚魚介つけ麺: ショーンは何処へ
[24339.115] (S)ヒイロジーエム: 重要ワード、インスティチュート
[24361.074] 高田天使: おい
[24366.034] (S)ヒイロジーエム: 草
[24374.053] こんすたんてぃん: 警備が野球の服きてるのいいよねえ
[24389.914] (S)ヒイロジーエム: いきなり結婚式！？
[24396.409] monchan_man: おつ
[24399.242] toda0613: おつ
[24403.329] こんすたんてぃん: おつ
[24407.436] (S)ヒイロジーエム: なんでダイヤモンドって言われてるかここでわかるのよね
[24407.933] nicopon_213: 球場を町にしてるからダイヤモンドシティなんだよね
[24410.273] monchan_man: 序盤進んだ
[24414.519] manyyao: おつかれさま面白かった
[24419.073] potemkin1018: おつー
[24419.607] (S)ヒイロジーエム: いいね
[24420.275] daidaidaidesu: まだ序盤
[24423.945] (S)ヒイロジーエム: おつらむ
[24424.156] 東方好き1: 乙
[24428.569] guri_guri_nico: おっ！おめでとうございます！らむさんの友人だとは思うんですが😅
[24429.415] moyac19: じゃねー
[24429.542] nicopon_213: おつかれさまでした
[24434.040] donkoi_t: おつ
