[5.367] da1marrrr: うおおおおおおおおおおおお
[107.954] (S)syunchan1119: わこらだー
[108.245] haruruuuuuuuuuuuu: たのしみすぎる、、、、
[108.308] はくまい_45: www
[108.437] (S)つむじのきもち: を埋めるんじゃねぇ
[108.589] (S)壱代目: radaoHi
[109.000] aruto_33: wwwww
[109.291] saketyaduk25: www
[109.335] にわすずめ: おけ
[109.822] 元気田: わこらだ
[109.911] patche0219: つっよ
[110.173] CuRuteru: ww
[110.322] くろざき: wwww
[110.388] (S)あるみ屋: ww
[110.642] (S)ｻｧｻ: あ
[110.876] nanadefo: radaoHi
[110.926] chashibu_310: はい
[111.126] amakaya_15: Wwwwww
[111.199] こらか: こらか subscribed with Prime. They've subscribed for 30 months! 
[111.309] komayyu: つよ
[111.413] (S)いちうら: はい
[111.500] yona_0724: www
[111.654] オレオおおおおおお: つ〜よ
[111.880] yousei010: 足引っ張るなよ
[111.952] あきぬこ: はいー
[112.095] saketyaduk25: つよ
[112.108] remuuuuuuuu: わこらだ
[112.118] 愛の林檎: wwwwwwwwwwwwwwwwww
[112.326] (S)きのここ: おっけーw
[112.585] nasa0614: わこらだ
[112.899] (S)sora_mameee: つよい
[113.172] (S)Ruria00: はい
[113.272] rosemary0920: はい
[113.351] rin5_3: おけー
[113.390] (S)ログリア: wwwww
[113.523] れもんちぃ0: wwwwww
[113.624] スパーズ: はい
[113.626] ホトトギス: はい
[113.684] 柗原: だめだぁ解禁早くねぇか
[113.764] (S)わらびもち_11: wwwwww
[113.795] にぃぃぃ: わこらだ
[113.840] fujieno: wwwww
[114.049] uchichan_p: すげー
[114.275] (S)なんでもいい: つよ
[114.312] いのりさん: つっよ
[114.499] とうふ様: radaoHi
[114.520] mi_tyan562: はいw
[114.709] 愛の林檎: つんよー
[114.737] りふらる: はい
[114.743] buruburu6425: はいー
[114.943] (S)kanon070812: わこらだ
[114.961] むろ_: つよ
[115.139] orio_2005: はい
[115.163] gaiantufan: wwwwww
[115.810] (S)あるみ屋: wwww
[115.878] みさみさ07: わこらだ
[115.880] kurumi_miruku_: つーよ
[115.905] kuromonnn: はい
[115.920] saketyaduk25: はい
[116.117] もあり: radaoHi
[116.235] (S)kagami_10_14_: つよい
[116.370] kagura_kiba: はい
[116.458] ~MISSING_COMMENTER_INFO~: wwwwwwwwwwww
[116.464] にわすずめ: さすがに
[116.773] yume_1103: はいー
[116.964] (S)ドミノくん: つよw
[117.058] ネガエリ: つよ
[117.492] mirumiru_h: つんよー
[117.739] waon_point: はい
[117.904] amakaya_15: wwwwww
[118.143] 春色いろき: 頑張れ〜
[118.568] snow__forest: おっけー！
[118.823] naotoooooooo1031: わこらだ
[118.943] (S)あるみ屋: つよすぎいw
[119.013] (S)inuyo: あれ
[119.028] suiha_7: radaoBigcry
[119.058] waakari2003: はいw
[119.207] miu_u0212: ないす
[119.306] readesu_: わこらだ
[119.345] ikarugabr: わこらだ
[119.432] haruito_222: つっよ
[119.533] natsu_ren: わこらだ
[119.763] スパーズ: つよ
[119.992] (S)mrgrtpsr: アーマーすら割れないえぐい
[120.004] yousei010: 流石にか
[120.176] 腐った羊羹さん: わこつ
[120.392] ﾅﾏﾁｬ: つんよ
[120.854] ちゃずけまる: さすが
[121.076] MIKU_J0311: ww
[121.845] kikiraito: つよー
[122.485] (S)つむじのきもち: wwwwww
[122.560] 0号: radaoHi
[122.584] みーだん: わこらだ
[122.709] ぱる_071: つよ
[122.816] (S)ぽりごんのすけ: わーい
[122.883] アルパラ: わこらだ〜
[123.593] akamasu4: radaoHi
[124.292] むゆま: ~MISSING_MESSAGE_INFO~
[124.515] CuRuteru: さすが
[124.753] mochi_00v: さすがだ
[124.954] tomomo252: tomomo252 subscribed at Tier 3. They've subscribed for 27 months, currently on a 27 month streak! わこらだ！ 
[125.073] soraha00: w
[125.226] (S)ふづきんぐ00: radaoHi
[125.327] uniyann0718: わこらだー
[125.729] が_じゅ: 流石3番手
[125.856] rin5_3: つんよ
[126.666] fujieno: さすがでつ
[126.816] yhyuto: 頑張って👍
[127.675] raimun6: わこらだ
[127.935] タコタコバンビ: タコタコバンビ subscribed at Tier 3. They've subscribed for 34 months! 
[128.409] kuromegane_mendako: わこらだー
[128.627] reaaaaan: めちゃくちゃ当てられてたなぁ
[130.128] ももかんぬ: ももかんぬ subscribed at Tier 1. They've subscribed for 33 months, currently on a 22 month streak! わこらだ radaoHi
[130.140] yakinn8011: radaoHi
[130.177] (S)Ruria00: 流石やな
[130.585] 39_pug: わこらだ
[131.147] 3153108: わこラダ
[132.155] (S)てぃっ: わこらだー
[132.333] momo_2525_: momo_2525_ subscribed with Prime. They've subscribed for 12 months! 
[133.296] ruuga_1113: わこらだ
[133.569] mm_rrrr: わこらだ
[133.951] (S)あるみ屋: wwwwwwwwwwww
[134.372] 愛の林檎: うめ
[135.038] wakakun_02: radaoHi
[135.543] (S)つむじのきもち: wwwwwwww
[136.565] ruuga_1113: radaoHi
[136.696] あらんえむかーびぃ: radaoHi
[136.803] yousei010: おい
[136.998] ossushisama: radaoHi
[137.042] えりさ_: www
[137.194] mo_coa: wwwwww
[137.576] mi_tyan562: wwwwww
[138.291] ちゃだいん: radaoHi
[138.758] ichinomyo_taro: wwww
[138.979] にわすずめ: おっけい
[139.003] fujieno: つよす
[139.110] charlotte0ra: wwwwwwwww
[139.111] 縮緬雑魚: へった
[139.374] ﾐﾗ: ポジティブにいけよ
[139.883] bluepanda0603: わこらだ
[140.031] saketyaduk25: www
[140.094] koyaren: wwwwwww
[140.632] はくまい_45: wwwww
[140.692] konnit: わこらだ
[140.727] ~MISSING_COMMENTER_INFO~: wwwwww
[140.731] fujieno: wwww
[140.771] kuromonnn: うーんｗｗｗ
[141.898] sunomono8: wwwwwww
[141.927] CuRuteru: www
[142.126] (S)なんでもいい: wwwww
[142.305] milky_0_: wwwwww
[142.507] おれおお食べ: wwwwwwww
[142.520] patche0219: 山田くんマジでちゃんと強い
[142.626] もあり: wwwwwwwwwwwww
[142.848] nakihai556: wwwwwwww
[142.869] haruru3896: wwwwww
[143.006] (S)あるみ屋: ないす割り！w
[143.160] 折々: radaoHi
[143.267] oshousantotanbo: wwww
[143.284] あきぬこ: へったぁ
[143.403] torizuki_desu: wwwww
[143.493] sashisashisabi: wwwwww
[143.503] にわすずめ: うーん雑魚
[143.508] kagura_kiba: wwwwww
[143.607] yona_0724: wwwwwwww
[143.617] (S)雪狐0143: wwwwww
[143.622] k_syamako: www
[143.742] 柗原: wwwww
[143.972] rosemary0920: よーし
[144.199] yousei010: うん？
[144.209] (S)mrgrtpsr: よぉーし
[144.230] 愛の林檎: wwwwwwwwwwwwwwwwww
[144.307] もにゅぷぷ: radaoBigcry
[144.350] aokutibairo: わこらだ
[144.415] (S)どるちゃん: radaoHi
[144.440] (S)ｻｧｻ: おっけー
[144.558] (S)わらびもち_11: wwwwww
[144.639] waakari2003: www
[144.840] れもんちぃ0: いったんまずいか
[144.913] 1__rui__: wwwwww
[145.084] rin5_3: wwwww
[145.135] dokukinoco: キャリー頼んどけ
[145.137] (S)kyouka0913: radaoHi
[145.154] スパーズ: 一旦下手か
[145.227] qprz_: wwwwwwww
[145.287] (S)Ruria00: wwwwwww
[145.309] (S)mimitabu_92: wwwww
[145.316] (S)やねかすさん: うーんこの
[145.597] さなもろ: wwwwwwww
[145.645] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗ
[145.666] (S)壱代目: wwww
[145.786] kuruto__: wwwww
[145.832] 暗黙の緑茶: よし3番手ね
[145.860] yoko__0702: わこらだ
[146.327] (S)sora_mameee: wwww
[146.400] (S)nobume0v0: wwwww
[146.538] mxesan: 笑笑笑笑
[146.702] ﾐﾗ: 雰囲気壊すな
[146.737] haruito_222: www
[146.933] MIKU_J0311: たよりねー
[147.063] norato041197: wwwwww
[147.073] (S)ｻｧｻ: wwwwwwwwww
[147.116] fu_rin0617: がんばってくれwww
[147.283] りふらる: バス乗るか
[147.327] ruuga_1113: wwww
[147.402] ららら0913: おい
[147.540] ポテチの子: wwwwwww
[147.544] 甘酒大好き: 差がすごい
[147.575] まなまな__: らーだお？w
[147.615] nanasi___0: www
[147.662] mia_1111r: わこらだ
[147.769] (S)まりぃる: www
[147.794] kosuke25252: 一旦格付けか
[148.220] えぬあい: www
[148.286] とうむ: radaoHi
[148.494] ちゃずけまる: www
[148.604] 社畜丸: 引退
[148.686] キョロちゃん: radaoW
[148.740] ほのぼの: ダメだぁ〜
[148.874] haru_anura: お前car苦手だろ
[148.902] mirumiru_h: キャリーお願いします
[148.982] yousei010: 終わってる
[149.165] (S)redooosannn: ｗｗｗｗｗ
[149.235] nae_051: wwww
[149.378] kikiraito: ww
[149.411] いぶちゃんぶ: わこらだ
[149.499] suipi___: wwww
[149.608] asuka_061: ボコボコやん
[149.989] (S)kanan2525: radaoW
[150.142] ぺぱさん: わこらだ
[150.351] 愛の林檎: キャリーされる気まんまんや
[150.732] mo_coa: さすがにキャリーかwww
[150.910] (S)hunting_nimo: とりま3番手やっとくか
[151.148] えりさ_: 格付け
[151.612] yume_1103: www
[151.770] tadaboshi: radaoHi
[151.780] もえもん: もえもん subscribed at Tier 1. They've subscribed for 17 months! わこらだ
[151.788] waakari2003: だめだぁw
[152.937] tanaiti888: 調子良く
[153.045] sayorin25256: Wwwwww
[153.199] (S)nobume0v0: 3番手だからねwww
[153.303] (S)sora_mameee: よっしゃ三番手
[154.259] yhyuto: radaoHi
[154.324] 卵太郎: わこラダ 
[156.133] (S)つむじのきもち: wwwwwwwwwwwwwwwwwww
[156.240] (S)maroni_kun: radaoHi
[156.362] スパーズ: car苦手やな
[156.594] yousei010: だめだぁ
[156.794] nanau_07: radaoHi
[157.508] Rocks0520: Rocks0520 subscribed at Tier 1. They've subscribed for 41 months! 
[158.201] mm_rrrr: wwwwwww
[158.426] うい0403: わこらだ!!!
[158.435] buruburu6425: 一旦キャリーお願いしとこう
[158.780] れぢくす: わこらだ
[159.033] icenohikari: わこらだ
[159.518] si_nn_me_319: radaoCry1
[160.440] haruru3896: 一旦へたか
[161.208] vattyo1224: わこらだー
[161.251] shi__409: わこらだ
[161.768] つよいこ: さすが3番手
[162.955] himikokichi_06: つっよ
[163.208] むろ_: がんばれー
[163.262] mo_coa: つよくね？
[163.318] (S)蛍_: radaoHi
[163.449] (S)まこし: わこらだ 
[163.551] にわすずめ: つっよ
[163.560] ホトトギス: スクリム2試合あるし
[163.581] れなぽんぽん: radaoHi
[163.719] (S)redooosannn: うっま
[163.860] オレオおおおおおお: wwwwwww
[163.913] あきぬこ: えぐ
[164.084] kaiwaaaaare: わこらあま〜
[164.545] きょぴ: つっよ
[164.664] yousei010: だめそう
[164.676] 愛の林檎: うんま
[164.683] (S)sora_mameee: つっよ
[164.810] baberuboburu3939: radaoHi
[164.885] (S)あるみ屋: wwwwwwwwwwww
[164.886] ama0901: わこらだ
[165.071] negima_052: radaoHi
[165.220] 猫又01: つっよ
[165.421] charlotte0ra: つっっよw
[165.702] suiha_7: 格付け完了
[165.715] 甘酒大好き: つんよ
[165.992] ruminmin: radaoHi
[166.219] vattyo1224: radaoHi
[166.259] miyamiya138: つよ
[166.529] mi_tyan562: つんよ
[166.574] ryo_ngz: radaoHi
[166.768] sachi_0z: わこらだ
[166.772] rosemary0920: うまいか
[167.000] saketyaduk25: つよ
[167.883] にゃんねね: radaoHi
[168.166] (S)なんでもいい: つっよ
[168.450] まだら25: つっよ
[168.536] (S)mrgrtpsr: えぐいて
[168.798] (S)nobume0v0: つんよw
[168.815] (S)kuugay0905: つっよ
[169.053] a__oo22: うんまー
[169.072] (S)わらびもち_11: つんよ
[169.109] (S)あるみ屋: つんよwwwwww
[169.288] flower_sayasaya: つっよ
[169.890] 香茶: 仰いで見てんのうぜぇw
[169.913] (S)雪狐0143: つっよ
[170.087] 愛の林檎: えぐすぎる
[170.130] natsu_aki: つよ
[170.133] suipi___: つんよ
[170.158] (S)inuyo: つよすぎww
[170.207] yamagon_1025: わこらだ
[170.215] fujieno: 強すぎwww
[170.310] kagura_kiba: つんよ
[170.386] sin_pin_: わこらだ
[170.539] CuRuteru: つよ
[170.575] lunoyu: radaoHi
[171.475] みかのたべ: つんよ
[171.526] えりさ_: つんよwww
[172.259] (S)てぃっ: つよ
[172.466] edamame_283: radaoHi
[172.721] しば茶漬け: 一旦まずいか
[172.870] hendaizard: radaoHi
[173.452] Ichigo_Strawberry15: www
[173.464] ruuga_1113: つよ
[173.708] kikuchinochi: こんなつよいの？
[173.855] かぷかぷ5225: 今北ふぁいとー
[174.578] (S)lowsox_ring: radaoHi
[174.725] dokukinoco: ローバの扇子、高みの見物感いいな
[174.732] sayorin25256: つよ
[174.820] (S)やねかすさん: さす釈迦
[174.941] rosemary0920: ちょっと上手すぎるか
[175.235] (S)壱代目: つよw
[175.987] k_syamako: つよ
[176.996] kurumidesunnnn: つんよwww
[177.405] (S)sora_mameee: さすがジャニーズ最強
[177.594] 銀河ポテト: radaoHi
[178.194] fujieno: すげぇww
[178.291] mo_coa: これジャニーズま？
[179.077] mochi_00v: すごい
[179.291] kikiraito: つよ
[180.257] 縮緬雑魚: 釈迦の声ちっさ
[180.475] soraha00: つよぉ
[181.451] ruu_ha: わこらだ
[181.466] ててさーん: radaoHi
[182.311] ぺんぎーん925: ぺんぎーん925 subscribed at Tier 1. They've subscribed for 43 months, currently on a 43 month streak! 
[182.492] (S)hinaaaaad: ほんとにアイドルですか？
[183.581] MIKU_J0311: 年下にキャリーしてもらうの？w
[185.076] みみミみ: 扇子パタパタ
[185.447] smile_826: radaoHi
[185.688] yousei010: これジャニーズかよ
[186.116] たこわささん: さすがプレ踏んでるだけあるわ
[186.298] nananananananase: nananananananase subscribed with Prime. They've subscribed for 35 months! 
[188.681] nuts_kokaha67: やば
[189.400] waroro72: radaoHi
[191.524] poto472772: radaoOtu2
[192.175] rabura_1: rabura_1 subscribed with Prime. They've subscribed for 4 months! 
[192.788] ringo_11_11: radaoHi
[192.865] yousei010: やっべ
[193.064] muutyo_io: プレデターだもんなあ
[193.734] (S)ko_do_1123: わこらだ
[195.386] kerokero_suru: radaoHi
[195.675] むんっっ: わこらだぁー
[197.195] アーラジーン: radaoHi
[197.303] (S)きのここ: wwww
[197.560] (S)つむじのきもち: つっっよ
[197.809] いのりょ: わこらだ
[198.749] Ichigo_Strawberry15: あ
[198.816] haruru3896: あ
[198.927] 愛の林檎: プレ踏むってそういうことなんや
[199.146] にわすずめ: おし
[199.246] yousei010: らっだぁさん 
[199.488] (S)あるみ屋: wwwwww
[199.711] a__oo22: すんご
[199.782] (S)きのここ: はい
[199.786] mi_tyan562: あw
[199.825] (S)s4nshow: s4nshow subscribed at Tier 1. They've subscribed for 9 months, currently on a 9 month streak! がんばえ～～～～～
[200.048] mm_rrrr: wwwww
[200.221] patche0219: マジで強いって
[200.654] ibuki1121: わこらだ頑張れ!!!
[200.674] あきぬこ: はい
[200.686] ichinomyo_taro: wwww
[200.720] にわすずめ: ないす
[200.722] 甘酒大好き: おし
[200.722] オレオおおおおおお: おし
[201.488] miyamiya138: あ
[201.585] (S)あるみ屋: おし
[201.627] ankoro0324: わこらだ
[202.036] れもんちぃ0: wwwwww
[202.270] rosemary0920: へへへ
[202.426] 愛の林檎: wwwwwwwwwwwwwwwwww
[202.460] しまりんご: わこらだ
[202.536] kakoma2016: ワコラダ
[202.671] lightreft1250: よし
[202.821] sunomono8: あ
[202.836] さなもろ: え
[203.065] もあり: おし
[203.066] (S)mrgrtpsr: おし
[203.180] (S)なんでもいい: おし
[203.276] (S)emazkirin: おし
[203.872] (S)なりぷし: はい
[203.934] スパーズ: おし
[203.938] (S)ｻｧｻ: wwwwwwwww
[204.086] yona_0724: はい
[204.105] fujieno: おしー
[204.302] ruuga_1113: おし
[204.318] えりさ_: www
[204.535] yousei010: 草
[204.598] gaiantufan: おし
[204.716] (S)わらびもち_11: おし
[204.766] ひのした: わこらだ
[204.772] nekomrnn930: おし
[204.777] myugi39: おし
[204.787] (S)雪狐0143: おし
[204.804] a__oo22: おし
[204.880] kagura_kiba: あ
[204.935] 奏樹: wwwwwwwww
[204.949] tadaboshi: radaoOtu2
[204.978] charlotte0ra: あw
[205.049] 愛の林檎: つんよwwwwwwwww
[205.199] smile_826: おし
[205.202] omomo67: おし
[205.208] (S)よるの: radaoHi
[205.259] 野生のたんぽぽ: おし
[205.730] (S)Ruria00: おし
[205.752] ちゃずけまる: あ
[205.828] yousei010: おし
[205.850] universal_studio_alice: よし
[206.094] mappa_hi: やっぱそうだよね
[206.228] MIKU_J0311: やば
[206.228] da1marrrr: PADだから
[206.410] しじみエキス: へへ
[206.473] waon_point: やっぱ９９よ
[206.616] まなまな__: おし
[206.635] ~MISSING_COMMENTER_INFO~: www
[206.861] mochi_00v: よーし
[206.904] (S)machiru88: radaoHi
[207.151] ﾅﾏﾁｬ: おし
[207.374] (S)さえだ: おし
[207.620] ネガエリ: おし
[207.775] sarusaru3636_z: www
[208.116] (S)nobume0v0: 強すぎ
[208.232] sayorin25256: w
[208.297] yuuchan219: おし
[208.327] みかのたべ: おし
[208.333] buruburu6425: インファイもできない
[208.561] CuRuteru: おし
[208.928] fujieno: つよwwww
[209.342] suipi___: おし
[209.457] koronn1101: へへ穀
[209.697] (S)inuyo: ないすー
[210.121] sashisashisabi: おっし
[210.382] もぎ: わこらだ
[210.667] karutaru9: しっかり強い
[210.882] fu_rin0617: おしじゃねえよww
[211.767] umekkko: わこらだ
[212.077] tyontyon: tyontyon subscribed with Prime. They've subscribed for 31 months! 
[212.948] (S)あるみ屋: ダメですと
[213.175] yousei010: 格が違うわ
[213.195] Kuq120444: carだめじゃね？w
[213.851] のらごま: わこらだ
[214.371] 露木ロコ: 露木ロコ subscribed at Tier 1. They've subscribed for 21 months! がんば～
[214.932] emeraru_: Carむずいね
[215.385] mo_coa: つんよwww
[215.937] 22dremn: carが当たらなすぎる
[216.087] puk_min: つよすぎ
[216.699] mirumiru_h: インファイにも持ち込めず
[217.079] (S)ゆんふぁ1123: わこらだ
[218.102] peperon_C1no: わこらだ
[218.593] Lami0288: わこらだー
[218.941] (S)masic_master: radaoHi
[219.079] suiha_7: radaoOctane
[219.250] rosemary0920: 扇子優雅だな
[219.749] (S)きのここ: つえ
[220.096] タクトン: radaoHi
[220.858] peperon_C1no: radaoHi
[221.326] nuts_kokaha67: 四天王の中では最弱、、、
[221.600] yasai7374: わこらだ
[221.838] miu_u0212: 頑張れ〜
[222.025] 愛の林檎: えぐい
[222.067] たこわささん: オモロ
[222.237] takoyaki0917: わこらだ
[222.249] yousei010: 強
[222.473] lightreft1250: 荷物枠
[222.731] (S)kagami_10_14_: radaoCry1
[222.921] 2jqtpja: わこらだ
[223.770] しゃくみ: やっぱ99使わん？弾どうにかなるっしょ
[223.920] huninorinosyasin: わこ
[224.963] a__oo22: つんよ
[225.209] びょわ: radaoHi
[225.414] (S)redooosannn: ９９のほうが当たるんじゃ
[226.056] apple1620: わこらだ！がんばえー
[226.099] tm0kn: わこらだ
[226.556] (S)argon_piz: わこらだ
[227.443] (S)kurot0923: radaoHi
[228.827] おりざ: わこらだ
[229.991] hirokun1119: あれ？
[230.393] umekkko: umekkko subscribed with Prime. They've subscribed for 12 months! 
[230.678] (S)飴パン: radaoHi
[230.910] にわすずめ: お
[231.493] oniku12_27: radaoHi
[231.871] (S)きのここ: 流石だぁ
[231.990] fujieno: radaoOtu2
[232.275] ichinomyo_taro: wwww
[232.920] mo_coa: だとしても当てすぎwww
[233.281] (S)あるみ屋: お
[234.068] charlotte0ra: お
[234.590] suiha_7: radaoOctane
[234.943] 愛の林檎: 負け無しすごいな
[235.029] komayyu: ない
[235.200] (S)つむじのきもち: いや
[235.646] (S)masic_master: radaoHi
[235.908] yousei010: ん？
[236.652] にわすずめ: 言い訳挟んでね
[236.782] buruburu6425: 言い訳か？
