[18.310] ねこのけだま: selly55Lurk
[144.157] 白桃639: 生活リズム治さないと
[144.282] merochi_k: お
[144.306] (S)vasukodagama: www
[144.471] hiragi_114514: イサセンかな
[144.496] ai0902: お
[144.672] (S)huuyu_Hy: お
[145.548] warabimoti42: わこらだ
[145.558] 二年前かららだ民です: お
[145.642] nekodama2155: 3人マジかw
[145.652] あるみ屋: え？ってw
[145.797] ここねり: だれ？
[145.850] k1444557: 元気！
[146.036] nyanoco: わこらだ
[146.271] 茅木澪: えwww
[146.371] (S)ゆなべ: わこらだ
[146.549] yakki_san: わこらだ
[147.333] aqua_marin0619: わこらだ〜
[148.387] chun_taro2004: ｿﾞ
[148.628] miruchooo: ほお
[148.866] yuu_1010: だれだ？
[149.048] ~MISSING_COMMENTER_INFO~: 皇帝？
[149.249] ユナク: え
[149.494] 雨傘ライ: え？
[149.947] dokukinoco: ステート誰いる？
[150.095] とーもです: 伊坂さん
[150.226] きのこもち: ~MISSING_MESSAGE_INFO~
[150.907] (S)たかなしはな: www
[151.194] serinaa0104: わこらだー
[151.751] (S)わらびもち_11: え
[151.878] (S)tiroru202: え？
[152.054] すてらいつ: わこらだはえー
[152.272] origin0329: え
[152.286] 雨傘ライ: www
[152.591] Uni_bb0: wwwwww
[152.652] あるみ屋: wwwwwwwwwwww
[152.807] nekomaru927: Www
[152.993] ayunosioyaki0223: www
[153.789] Pyuu_0624: wwww
[153.857] (S)キャ口ﾉﾚ: 神崎か
[153.893] Hana_305: 笑笑
[154.051] (S)らいちょむ: だれ？
[154.113] とーふにこにこ: 誰の声ww
[154.575] (S)minami4869: 警察3人しかおらん
[154.641] tomako_0309: wwwww
[154.648] Ciel4949: wwwwww
[154.761] miruchooo: え
[154.803] miryu_0412: 皇帝とだれ？w
[154.829] roiro_0: wwwwww
[154.875] l_okayu_l: わこらだ
[155.011] nekodama2155: え？w
[155.328] すかあと: wwwww
[155.693] ruterute_016: wwwwww
[156.366] wanmaru0410: wwwww
[156.370] yume_1103: www
[156.599] Miriotta: radaoHi
[156.646] aska0623: 治さんか
[157.664] aonagi_08: わこらだ
[158.125] aiko1213: radaoHi
[158.315] m1s4k1_09: wwwwwwww
[158.394] roikn: wwww
[158.527] yuukara25: わこらだ
[158.643] ratarly: 神崎さん
[158.673] peperonn17: あーｗ
[158.904] lemondaifuku: wwwwww
[159.223] kapi_0830: わこらだ
[159.271] ユナク: えwwww
[159.299] yuu_1010: www
[160.200] 白桃639: らっでぃ見習うわ
[160.754] とりここ: え？www
[160.797] (S)tiroru202: wwwwwww
[160.908] (S)huuyu_Hy: www
[160.988] merochi_k: wwww
[161.069] えんそ: わこらだ
[161.402] asari_5884: 治さん…w
[161.432] miryu_0412: あーーwww
[161.572] 雨傘ライ: wwwwww
[162.173] saki_3656: wwww
[162.199] (S)vasukodagama: wwwwwwww
[162.950] なべっ子: 草
[163.214] 湊ソラ: ケツカービンなっとるw
[163.261] ここねり: wwwwww
[164.209] urullowo: wwwww
[164.454] syake0801: あーね
[164.671] yumemiruneco: radaoHi
[164.854] みさお婆ちゃん: www
[164.900] mochimochi_2816: www
[165.228] roiro_0: 治さんwww
[165.717] miruchooo: w
[166.109] (S)tiroru202: 本当に知らん人で草
[166.160] nekodama2155: www
[166.356] asahi__s: ケツカービンしてない？
[168.983] ゆーのです: 治さんか
[169.780] himanahuto: わこらだー
[169.812] many7575: はやいなー
[169.980] あるみ屋: 無線間違えてらw
[171.055] ぱーーる: wwww
[171.173] (S)1しずく1: 救急隊かw
[171.516] attu0120: radaoHi
[171.974] miru_fwiyu: w
[172.808] yakki_san: へー
[173.911] inakano_tako: わこらだ
[174.574] totoron111: わこらだー
[174.764] 登紀子: はやいなわこらだ
[174.946] yuasee: わこらだ
[176.513] charlotte0ra: わこらだ
[176.641] (S)epopopo_i: radaoNayami
[177.352] すいぺりあ: お
[178.751] (S)キャ口ﾉﾚ: おおお
[179.575] many7575: なにー
[179.815] あるみ屋: お
[179.857] inakano_tako: はや
[180.662] nobisiro11: わこらだ
[181.271] でんぶ: ほう
[181.481] みるあむ: radaoHi
[181.507] ここねり: ケツカービンwwww
[181.532] むつき7777: まじか
[181.548] dokukinoco: きになるー
[182.248] (S)るきこちゃ: 皇帝の足おもろ
[185.140] すてらいつ: 法のアプデ
[185.439] れもんちぃ0: radaoHi
[185.787] yuu_1010: ケツカービンじゃない？www
[186.023] とりこさん: ずっといるな皇帝
[186.412] aqua_marin0619: 皇帝おしりになんか…wwwww
[186.594] many7575: 気になるなー
[187.367] (S)naosiki: お
[187.412] (S)epopopo_i: 気になるな
[189.736] まいなこ: 皇帝もケツに…
[191.409] 湊ソラ: 今度は皇帝がケツカービンになっとるw
[194.283] 登紀子: なんだろ楽しみ
[195.508] とりここ: ケツ…
[195.733] origin0329: 気になる
[197.658] わるぷるぎしゅ: どんな法改正？
[198.219] miryu_0412: む、し...？
[199.606] ume078: radaoHi
[199.849] nekomaru927: 皇帝ケツ…
[200.493] せきつい: ケツカービン皇帝
[200.728] あるみ屋: 無視？w
[201.498] mhiiragi42: 無視...？
[201.771] taiga10006: j
[202.139] nekodama2155: ケツカービンにケツ刀！？w
[202.856] こるめ: radaoHi
[204.664] origin0329: ほお
[208.528] ゆーのです: 無視されてて草
[209.102] 3510351: ケツ…
[209.489] ラロウ: 人質なんか変わったのか
[209.615] peperonn17: 皇帝もケツカービンｗｗ
[212.142] yakki_san: おおおお
[212.371] miryu_0412: ぐるぐる
[212.438] (S)heuchera_617: ほう
[212.616] (S)たかなしはな: いいことか！
[213.078] れいだうだ: radaoHi
[213.144] 何も知らないクラゲ: 皇帝ケツにカービンがw
[213.638] ayunosioyaki0223: ほう？
[213.881] asahi__s: 何があったの？
[214.719] (S)epopopo_i: radaoNayami
[216.070] sansyoku_dango: わこらだー
[217.205] lewis_craine: ケツカービンw
[217.671] many7575: 人質、市長がいってたやつか？
[217.815] 雨傘ライ: ほう？
[217.970] aqua_marin0619: へ〜！
[218.301] kojimanominato: ほう？
[218.465] (S)naosiki: まじか！！
[218.635] (S)seillane: ほう
[219.369] kana_chan__: radaoHi
[219.660] とーふにこにこ: ふんふん。
[221.252] すいぺりあ: おお
[221.339] harupeco_: おー
[221.473] nekomaru927: ほう
[221.490] lemondaifuku: ふーん
[221.494] (S)たかなしはな: なるほど
[221.515] ここねり: へー
[222.119] merongo_1023: ほう
[222.306] むろ_: ほぅ
[222.564] ゆーのです: ぐるぐるぐるぐる
[222.623] (S)hanamaru_0808: radaoHi
[223.203] hanasabi: おぉ！！
[223.245] ~MISSING_COMMENTER_INFO~: おー！
[223.430] (S)雪狐0143: へー
[224.337] 雨傘ライ: へー
[224.554] mizuhusen_aq: へー
[224.784] (S)ふぁじぃねーぶる: へー
[224.865] Sa1mi8: わこらだ 
[225.094] iusuki20100: ほう
[225.371] kinoshy_trb: 心なきの人質禁止か？
[225.483] おるかす: ほう
[225.601] nekodama2155: ほお
[226.895] eririn031: わこらだ
[226.951] あるみ屋: おわ
[227.097] nekomaru927: へー
[227.106] ここねり: おおー
[227.357] むつき7777: へー
[227.496] hanadango823: hanadango823 subscribed at Tier 1. They've subscribed for 16 months, currently on a 16 month streak! 
[227.610] まさ2013: 重強盗の人質とかかな？
[227.646] ユナク: へー
[228.448] (S)キャ口ﾉﾚ: なるほど
[228.467] mametatsu: 大型は人質無し？
[228.723] 二年前かららだ民です: おー
[228.982] (S)epopopo_i: ほお
[229.224] せきつい: ユニオン人質のやつかな？
[229.981] miryu_0412: ほお
[230.217] omizugokugoku3: radaoHiradaoHi￼￼ 
[230.477] roikn: お
[231.416] mashuuuuuuu22: 🌀
[232.032] めるめ: radaoHi
[232.094] origin0329: へー
[232.363] ruterute_016: へー
[232.869] inakano_tako: ほお
[233.209] many7575: へー
[233.818] yuu_1010: ほーー
[234.503] あるみ屋: ええね
[234.751] よわはと: ユニオンかな
[235.726] Ciel4949: へー
[235.980] roikn: へー
[236.306] (S)らいちょむ: なるほどな
[236.382] (S)yuzuyuuuuu: へー
[236.387] (S)たかなしはな: そうなんや
[236.766] あっすー_: radaoHi
[237.029] むつき7777: ほー
[237.571] parapara0620: 楽しみだな
[237.970] (S)わらびもち_11: へー
[238.356] スズメ_0610: radaoHi
[238.463] yogharu: へー
[239.499] gu_taranosuke: わこらだ
[239.951] uki_1205: 匂わせすごいn
[240.045] ここねり: 良さそう
[241.032] ワンダフル犬井: わこらだ！今日はやい
[241.148] (S)nukosan_: ぐるぐる
[242.112] sumomomomomomomomono_uti: わこらだー
[243.063] natsuda_uw: どう変わったの？
[243.719] many7575: なになにー
[243.866] (S)らいちょむ: 楽しみ
[246.596] inakano_tako: 多動
[248.794] napolitanp: radaoHi
[249.819] (S)seillane: あら
[249.944] ユナク: あれ
[250.183] taaagon0720: 早番ないすー
[252.053] aqua_marin0619: あれ
[253.020] nekomaru927: あれ
[253.061] yuasee: あら？
[253.117] nekodama2155: 正直気になる
[253.564] 雨傘ライ: あら
[253.822] sansyoku_dango: わこらだー
[254.378] あるみ屋: 声がw
[254.539] わるぷるぎしゅ: あれ
[254.600] lacus_34: ゆがんでる？
[254.991] many7575: 匂わせー
[255.216] むろ_: あれ？
[255.765] ruurii2525: radaoHi
[256.490] ayunosioyaki0223: あれ
[257.671] umitakekun: わこらだ
[257.890] urullowo: 声出てない
[258.408] roikn: あれ
[259.277] らう57: are
[259.393] sumomomomomomomomono_uti: あれ？
[259.723] 3510351: あら
[260.496] あるみ屋: 声帯とれてる…
[261.710] asahi__s: あらら
[263.012] lemondaifuku: 耳掃除してこよう
[263.746] リライトパンダ: わこらだ 
[264.605] ケロ村長: わこらだ
[271.167] karin1o0v0: radaoHi
[271.442] serinaa0104: radaoHi
[272.043] ﾏﾙﾏﾙ: お
[274.374] むつくる: わこらだ
[274.386] guraku1: おまえ鼓膜が､､､
[274.439] 雨傘ライ: お
[274.610] せきつい: みみそうじ
[274.956] ちゃば00: わこらだ
[275.316] でんぶ: 耳掃除完了
[275.592] Hana_305: お
[275.818] むろ_: おお
[276.174] lemondaifuku: お
[277.018] あるみ屋: あぶねー
[278.547] めるめ: 耳掃除w
[279.849] natsuu_n: わこらだ
[280.766] 7233san: 耳掃除草
[280.995] (S)pikamr: わこらだ
[287.476] salmonsuper: radaoHi
[288.057] hana1274: わこらだー
[288.080] many7575: ききたいなー
[291.268] yrare16y: 声帯掃除...
[292.256] (M)Nightbot: マイクラ参加方法はサブスクティア３のみ。サブスクdiscordから→https://twitter.com/rader2525/status/1167079316754067456
[292.485] nekodama2155: え
[294.458] ichigomilk_252: わこらだ
[299.013] みりむ_423: わこらだ
[299.168] motizuki_haru: radaoOme
[301.479] hashio_qi: わこらだ〜
[301.689] とり肉: 法改正だ〜
[305.219] kikubana: わこらだ
[305.626] ﾏﾙﾏﾙ: www
[306.118] kyom0705: わこらだ
[308.186] nekomaru927: Www
[308.657] (S)奇跡のしいたけ: radaoHi
[308.897] あるみ屋: wwwwww
[310.183] れもんちぃ0: wwwwww
[310.515] 美味しい果物: radaoHi
[311.763] むろ_: www
[312.076] (S)キャ口ﾉﾚ: ty
[312.980] amedayo_omizusan: わこらだ
[313.306] かんがえるー: わこらだ
[313.480] shirabairo_na: わこらだ〜
[314.836] らう57: ｗｗ
[315.045] kosuke_98: ty
[315.061] ﾏﾙﾏﾙ: radaoKansya
[315.485] じょびず_うっでぃ: ty
[316.793] (S)とつぜんげんき: radaoHi
[317.401] many7575: 言いそうで言わんジラシックパーク
[318.319] Qyumixu: radaoHi
[319.090] らう57: ｔｙ
[319.122] urullowo: ty
[319.564] 雨傘ライ: radaoKansya
[319.892] (S)seillane: やっとｗｗ
[320.392] むろ_: ty
[321.199] lemondaifuku: ty
[322.280] yuasee: 皇帝いろいろ刺さってるなｗ
[322.380] kuu4732: ty
[323.397] (S)riku0570: わこらだ～
[323.476] isaco135: radaoHi
[323.775] 雨傘ライ: www
[325.611] (S)seillane: ｗｗｗｗｗｗ
[326.577] goodmanpppp: ty
[327.802] すかあと: wwwwww
[328.553] wata_mitsu: www
[328.729] (S)わらびもち_11: wwwwww
[329.012] すいぺりあ: wwww
[329.249] あるみ屋: wwwwwwwwwwww
[329.396] ayunosioyaki0223: www
[329.411] hanasabi: www
[329.532] nekodama2155: www
[329.799] chun_taro2004: 大きなTY
[330.913] 雨傘ライ: wwwww
[331.173] nekomaru927: wwwwww
[331.185] れもんちぃ0: wwwwwwwwwwww
[332.430] lemondaifuku: wwwwww
[333.055] むろ_: wwwww
[333.547] ~MISSING_COMMENTER_INFO~: www
[333.791] purin330: わこらだ
[333.793] 登紀子: 流行りw
[333.897] あるみ屋: 流行るのかw
[334.014] urullowo: ケツカービン
[334.250] (S)fula_tau: radaoHi
[334.607] rowbo2525: わこらだradaoHi 
[335.364] (S)seillane: かっこいい...？
[335.598] nekomaru927: 流行りまじかw
[336.355] hiragi_114514: お
[336.482] yuu_1010: www
[336.733] roikn: wwww
[336.845] ユナク: 流行りwww
[336.919] peperonn17: へえ
[336.939] すてらいつ: 流行らすなwwwww
[337.017] (S)seillane: おお
[337.368] takoyaki0917: かっこいいか？
[338.145] 7233san: ロスサントスの流行りか
[338.148] (S)heuchera_617: かっこいいか？w
[338.164] yukikoro1103: ケツ刀カービンww
[338.525] riren_92: おー
[338.744] カローリー: いいね
[339.259] yakki_san: おお
[339.356] さーそー: ケツカービン
[339.419] yuasee: お
[339.515] すのーのの: hou
[339.746] (S)たかなしはな: お
[339.758] (S)naosiki: いいね
[339.811] 雨傘ライ: おおおお
[340.022] (S)em21__: あー
[340.077] kuro_0125: 今北、わこらだー！ 
[340.416] ayunosioyaki0223: ほう
[340.626] nekodama2155: こんな流行り嫌すぎるw
[340.942] ﾏﾙﾏﾙ: へー
[341.102] itumi434: おー
[341.172] れもんちぃ0: おー
[341.399] nekomaru927: おー
[341.504] あるみ屋: おお
[341.628] (S)わらびもち_11: おお
[341.788] mizuhusen_aq: おお
[341.870] あじろやた: おおお
[342.087] せきつい: ほう
[342.243] すいぺりあ: おおお
[342.446] さーそー: おおお
[342.467] nekodama2155: ほお
[342.498] 角角家: ほう
[342.680] あんまんん: ありがた
[342.700] naas1616: おおおお
[342.787] ここねり: おおおお
[342.910] nanashico27: ケツカービン流行ってんだw
[342.947] many7575: あーね
[343.034] (S)たかなしはな: いいね
[343.041] (S)tiroru202: ありがたいな
[343.095] Sch4um: まぁ妥当だね
[343.497] ワンダフル犬井: いいね
[343.558] mhiiragi42: おお
[343.604] harupeco_: きたー！
[344.073] ruterute_016: へー
[344.309] uki_1205: おお
[344.373] hanasabi: おぉ
[344.530] isaco135: ほー
[344.765] origin0329: おお
[345.037] をずど: さすがにな
[345.502] むろ_: おおお
[345.682] muutyo_io: いいね
[346.454] ぱーーる: wwww
[346.575] (S)yuzuyuuuuu: おお
[347.092] parapara0620: まぁそうね
[347.146] かんがえるー: おおおおおー
[347.629] すいぺりあ: たすかるな
[348.425] rarara93: それはそうか
[348.546] アリーガちゃん: radaoHi
[349.226] rins1d: おお
[349.235] ラロウ: パレトユニオンか妥当な気がする
[349.284] m1s4k1_09: おお
[349.469] ワンダフル犬井: グダるからねー
[350.544] はむおくん: まぁ妥当か
[350.947] kojimanominato: まあそうだろうねえ
[352.633] (S)pikamr: ユニへとかえぐいもんね
[353.203] カナバ: 残当
[353.471] uki_1205: グダるからいいな
[355.099] itumi434: ユニオン人質えぐいからなぁ
[355.328] なべっ子: おお！よかった！
[355.478] __みず__: いいね
[359.667] peperonn17: 大変そうやな
[360.852] ポンギ: はやりかぁ。
[363.493] ﾏﾙﾏﾙ: なるほど
[366.688] nanashico27: なるほどね
[368.866] reia_bluestar: radaoHi
[371.365] yakki_san: マジ？
[371.369] uki_1205: え
[371.529] dokosou_1019: radaoHi
[374.293] ray_0227: radaoHi
[375.596] isaco135: パレトを除くじゃ無いんか
[376.137] wagoron: radaoHi
[376.749] 冷たい南風: まじか
[379.311] peperonn17: きついな新人犯罪者
[381.258] yamadadao_: radaoHi
[381.519] あんまんん: え
[381.689] かふねちやん: 心ありの！？
[382.873] さーそー: 衛星テロ罪になっちゃう
[387.333] ﾏﾙﾏﾙ: うーん
[387.814] asahi__s: パレトほぼ起きないんじゃないか...？
[388.064] rins1d: 平和になるなー
[388.818] __りく__: viennaLurk
[389.368] 登紀子: 白市民も巻き込まれやすくなるのか
[390.821] (S)どこかの島から来ためめ: radaoHi
[392.231] roune123: radaoHi
[393.255] 夢現: わこらだ
[393.513] mirina017: radaoHi
[393.713] まるこりん: radaoHi
[394.315] でんぶ: 宝石店強盗増えそう
[394.896] fwai_1221: わこらだー
[396.492] (S)ユウ太郎: 皇帝右足、、
[397.041] (S)huuyu_Hy: きついなー
[400.347] aka_red39: パレト１５分くらいで終わるよ
[402.731] (S)naosiki: あーー
[404.539] ラロウ: 普通の銀行もだめなんか
[404.746] nekodama2155: それは無理だろうなw
[408.715] りむりん: わこらだー！
[408.979] ここねり: 心ありの人質なのか
[412.108] カナバ: 上の方が増えるかなぁ
[413.157] ranman_chan: わこらだ
[414.823] Ciel4949: １００年前式か？？
[415.569] asahi__s: たしかに
[416.920] ナス忍者: radaoHi
[416.984] (S)seillane: あー
[417.925] epdk114: パレト人質なしでできる人はかなり限られるんじゃね
[418.587] natsu_mikan_ame: 確かに
[419.722] baberuboburu3939: radaoHi
[420.688] せきつい: 劇団員に人質役頼むことになるのかwww
[420.761] ﾏﾙﾏﾙ: その方がね
[421.015] 海野美奈: わこらだ
[422.332] asahi__s: ね
[423.718] yakki_san: ｗｗｗｗｗ
[423.865] many7575: 最近人質いなくても作業だったしなー
[423.894] (S)seillane: ｗｗｗｗ
[424.198] isaco135: まあね
[424.257] Sch4um: GTA的には
[427.017] 冷たい南風: 初心者パレトは時間かかるだろうからなぁ
[427.159] (S)naosiki: ｗｗｗ
[428.370] noname200112: 銃撃増えそうだね
[429.313] むろ_: そうねw
[429.612] kinoshy_trb: まぁ心なき人質システム形骸化してたしね
[432.566] miznohanabana: まぁねw
[434.958] (S)naosiki: 好戦的っすね
[435.304] zero18901: こんらだー きょうはやくね？
[436.393] many7575: めちゃおもろそうー
[437.855] しゅらじぃ: 武器の性能差と警察の人数よね
[438.410] hkr_r: 100年前みたいになるってことやね
[443.039] umi_49: 早番おつ
[443.710] miznohanabana: ものは試しや
[443.712] 甘酒大好き: radaoHi
[445.384] miu0516: radaoHi
[447.894] いぶちゃんぶ: わこらだー
[448.028] jerryhu1019: ロールプレイサーバだがら、銃撃戦は全てだわない、なんてもありですね
[449.755] いつも眠いルカ: わこらだ 
[450.680] many7575: ね
[451.521] ﾏﾙﾏﾙ: うん
