[3.050] (S)Seiran7343: radaoRainbow
[211.394] (S)Rio__44: radaoW
[211.900] roy_rag: wwwww
[212.120] (S)nekonekom_ru: wwww
[212.138] (S)ririca03: wwwww
[212.204] (S)ゆう1151: ｗｗｗｗ
[212.337] 犬ﾚ: wwwwwww
[212.407] navyblue___: radaoHi
[212.449] (S)koishi10032: ｗｗｗｗｗｗ
[212.662] (S)matou_06: ｗｗｗｗｗｗｗｗ
[212.819] (S)rinapi_pi: ｗｗｗｗ
[213.001] (S)Bey0803: わこらだ
[213.551] (S)seiasama: Www
[213.597] yuki_empty: ｗｗｗ
[213.770] asabangohan1945: wwwwwwwww
[214.036] aoneko_san: wwwww
[214.149] ゆずシフォン: radaoW
[214.174] (S)maro__ma: wwwwwww
[214.346] (S)ookawaseiji: 指名手配ww
[214.430] (S)鮎の開き: www
[214.510] (S)ky0to23: www
[214.583] (S)suzunone_: wwwwwwww
[214.634] (S)きなこ117: www
[214.808] (S)nanoka_piyo: www
[214.859] あるみ屋: wwwwwwwwwwwwwwwwwwwwwwww
[214.910] (S)ねけめれ: wwwww
[215.040] くるくく: 確認www
[215.076] (S)ｼｷ_: wwwwwwwwwww
[215.142] (S)rupppiiii: radaoHi
[215.214] からたべ: 指名手配チェックwwww
[215.389] (S)ひなしろ: ww
[215.403] (S)kokone0927: wwwwwwwwwwwwwwwwww
[215.405] ayunosioyaki0223: wwwwwwwww
[215.529] けんん1203: ｗｗｗｗｗｗｗｗ
[215.711] るこるる: ｗｗｗｗｗ
[215.782] (S)夏吉: wwwwwwwww
[215.923] (S)コンさん: wwwww
[216.019] (S)Asupekuun: wwwwww
[216.136] バナナ民: wwwww
[216.336] (S)瀬那ち: wwwwwwwwwww
[216.341] (S)kurageru: 確認えらｗｗｗ
[216.531] kinugoshi_douhu: wwwww
[216.629] itonemushi: wwwwwwww
[217.159] ゆゆま_: www
[217.169] niina0127: わこらだ
[217.255] (S)iriya_rey: wwwwww
[217.790] (S)matou_06: 確認大事ｗｗｗｗ
[218.075] (S)ねこねこお嬢: wwwww
[218.089] (S)otooto_: wwwwww
[218.122] (S)yunyun7171: www
[218.479] (S)pomhono: wwww
[218.701] (S)tmkhawk: コイツw
[218.719] るこるる: ｗｗｗｗｗｗｗｗｗ
[218.975] (S)ゆう1151: おじさん？
[219.408] tarabaaaa: おじさん
[219.409] (S)toura_me: wwwww
[219.620] tanuki_pan: wwwww
[219.731] (S)あちゃねこ: wwwww
[220.353] ぺぺまる_0727: wwwwwwwwwww
[220.555] (S)Rio__44: おじさんw
[221.261] kurumaebi_ebi: www
[221.366] (S)pro_arc7: おじ
[221.434] (S)Ayax_0510: おじ？
[221.648] (S)ぐぴぴ: おじさん？
[222.487] dokukinoco: おじさん
[223.072] (S)suzunone_: おじさん？？
[223.475] 00kurosuke: radaoHi
[223.533] (S)tmkhawk: おじさん？
[223.563] のありす: おじさんw
[223.649] こみぃ1124: わこらだ
[223.762] kurumaebi_ebi: おじさん？
[224.311] けんん1203: おじ…？
[224.351] (S)maro__ma: おじさんwww
[225.213] (S)ねひと: おじ？
[228.406] るこるる: 非番おじ
[228.896] hima_norita: お、じ
[229.492] (S)えぬドット: おじ
[230.948] gu_taranosuke: わこらだ
[231.606] (S)未来から北鮭: おじ？
[232.989] (S)くろにご: radaoOld
[233.028] (S)破滅のミトコンドリア: おじ 
[233.205] あじさ: radaoHi
[233.852] (S)salyu__: おじ？
[235.927] 00kurosuke: おはようおじさん
[236.527] (S)hisuiiiiiiiiiiin: おじ？
[237.206] (S)dash_1324: おじとは
[238.924] (S)ky0to23: 暇そうだなぁw
[240.214] (S)しょーゅぅ: ろっぷありがとう
[243.546] 結城ひなの: おじ……？
[244.890] mgmgr: おはおじ
[245.038] (S)moonside_rabbit: おじさん、
[247.981] 元気田: わこらだ
[248.642] (S)アーホルン: radaoOld
[251.177] 00kurosuke: あ
[251.400] tarabaaaa: ｗｗｗｗｗｗｗｗｗｗｗ
[251.400] kurose_i: あ
[251.414] hima_norita: あ
[251.632] (S)鮎の開き: やる前から松葉杖いますやんwww
[251.747] (S)たゆう_はね: radaoHi
[251.846] れもんちぃ0: あ
[252.141] minibanbi: wwwwwwwwww
[252.243] isaco135: www
[252.734] itonemushi: あ
[252.845] リムヲ: え？w
[252.935] (S)未来から北鮭: え
[252.961] many7575: 厄介www
[253.067] (S)ゆう1151: ｗｗｗｗｗｗ
[253.143] pribuku: a
[253.171] emazkirin: あ
[253.283] みさお婆ちゃん: wwwwww
[253.299] (S)Rio__44: あ
[253.387] (S)ookawaseiji: ええww
[253.431] (S)arisa_184: ｗ
[253.494] (S)aria345: wwww
[253.502] るこるる: ね
[253.583] (S)しょーゅぅ: あ
[253.647] (S)halcloud: あ
[253.791] ゆずシフォン: あ
[253.807] (S)yutankonasu: えｗ
[253.854] (S)nekonekom_ru: おっとる
[253.863] kon0703: あ
[253.882] (S)にびびび: ｗｗｗ
[254.017] あげだし丸: wwwww
[254.030] (S)ねけめれ: あ
[254.046] ichigomilk_252: www
[254.537] 紗弥0926: え？wwww
[254.619] (S)rain_less: え？
[254.636] (S)osato_azi77: あ
[254.666] あるみ屋: あ
[254.689] 結城ひなの: あ
[254.698] (S)yomoyomoyomochan: やっかいwwww
[254.907] (S)suzunone_: え
[255.208] (S)agemono44: あｗ
[255.401] kujirai___: あ
[255.514] (S)himaleo: あ
[255.614] (S)rinapi_pi: えｗｗ
[255.638] (S)kokone0927: え
[255.764] (S)ky0to23: あ
[256.125] (S)むぎ丸: wwwww
[256.234] sakasaman: おいｗｗｗ
[256.335] このき115: radaoHi
[256.342] (S)ririca03: 言い方ｗ
[256.352] (S)ｼｷ_: えwww
[256.433] kuugay0905: あ
[256.452] siatosu: あ
[256.465] るこるる: あ
[256.492] (S)salyu__: あ
[256.498] ichigomilk_252: あ
[256.516] (S)hatt_u: wwwwww
[256.690] kinugoshi_douhu: あ
[256.731] nqta_coconut: あ
[256.776] (S)dash_1324: wwwww
[256.899] (S)破滅のミトコンドリア: wwやっかいw
[256.951] (S)cafe_latte23: radaoHi
[256.970] (S)コンさん: あ
[257.107] oshibori_sappou: wwwwww
[257.108] (S)otooto_: あ
[257.122] (S)はちはに: ww
[257.156] 藍代: あ
[257.163] (S)maro__ma: あ
[257.323] あるみ屋: wwwwwwwwwwww
[257.347] (S)Rio__44: wwwwww
[257.383] (S)さわタイ焼き: あ
[257.514] (S)安岐: www
[257.563] (S)みそかつ_: あ
[258.255] green_tea_1209: あ
[258.382] (S)yunyun7171: おや？
[258.470] merongo_1023: あ
[258.645] (S)zaza_kun: あ
[258.912] tsq_mon: radaoW
[259.697] (S)suzunone_: ね、ねる？
[259.699] わらびもち_11: wwwwww
[259.882] (S)matou_06: ｗｗｗｗｗｗｗ
[259.951] (S)pro_arc7: おっとっと
[260.333] (S)rinapi_pi: あ
[260.409] (S)璃喜: 用済みかぁwww
[260.451] リライトパンダ: わこらだ 
[260.568] るこるる: ｗｗｗｗｗ
[260.616] (S)ねこねこお嬢: あ
[260.639] (S)ドパーズ: wwwwww
[260.746] ayunosioyaki0223: あw
[261.139] くるくく: 厄介ですね？？？w
[261.164] (S)blbblbblbblb: あ
[261.365] (S)ぷてゃん: とぴお？
[261.386] (S)ｼｷ_: wwwwwwwwwwwww
[261.940] (S)rain_less: トピオ？
[262.221] (S)tsugumi_maigo: radaoW
[262.274] (S)kuronoa_1109: radaoW
[262.448] (S)tmkhawk: radaoOko
[262.475] (S)冷凍みかん3: 日本語って難しい7
[262.686] mhiiragi42: 言い方w
[263.120] (S)oggiooo: wwww
[263.988] sano_1y0reg: radaoHi
[264.817] (S)suyuta05: radaoW
[265.076] (S)matou_06: 寝なおすか
[265.810] (S)しょーゅぅ: いま収めたのに
[266.451] nami_rco: radaoHi
[266.919] れもんちぃ0: wwwwwwwwwwwwwwwww
[267.363] (S)あつこ_0609: レダーさすがよｗ
[267.419] (S)マロン_: radaoW
[267.877] ゆずシフォン: とぴおーww
[268.133] (S)ｼｷ_: と、とぴお？www
[268.138] dhisan_ino: 厄介ヘリおじさん！？
[268.785] many7575: 厄介ごとに巻き込まれたねwww
[268.947] (S)richinya: richinya subscribed at Tier 1. They've subscribed for 3 months! 
[269.129] いのりさん: 先生起きて厄介って…
[269.353] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[269.433] (S)むちゃこっこ: radaoHi
[270.812] 00kurosuke: 厄介おじさん、、、
[271.802] ﾏｲﾁｮ: 寝るか、、
[271.915] (S)rain_less: 日本語って難しいね
[272.967] (S)フロント受付: radaoFight
[273.734] hunting_nimo: おおおおお
[273.930] yuki_empty: radaoFight
[273.950] (S)破滅のミトコンドリア: 日本語ムズカシイ
[274.814] (S)himaleo: 言葉の綾w
[275.017] (S)たゆう_はね: れつごー！
[275.067] はくまい_45: radaoHi
[275.865] (S)marukunai_: radaoHi
[276.589] itonemushi: wwwww
[276.716] あるみ屋: れつごー
[277.993] るこるる: れつごー
[278.027] many7575: 厄介おじ…
[278.119] (S)ひなしろ: radaoFight
[278.222] (S)えぬドット: レダー=厄介ま?w
[278.414] (S)matou_06: 起き抜け飛行場やったーーー！！！
[278.629] (S)suzunone_: 寝起き早々www
[279.932] (S)ねけめれ: え
[281.267] るこるる: ｗｗｗｗｗ
[282.029] kurose_i: 紫水にうさぎ乗せない？
[282.099] (S)rain_less: ばにwwww
[282.326] many7575: 身内かーい
[282.513] あっすー_: wwww
[282.541] れもんちぃ0: なんで？wwew
[282.839] tarabaaaa: ばにｗｗｗ
[283.114] (S)osato_azi77: え
[283.329] (S)rinchan1917: キターーー
[283.792] (S)クリームソーダ301: 大型前に松葉W
[284.026] あるみ屋: wwwwwwwwwwww
[284.190] (S)matou_06: ｗｗｗｗｗｗｗｗｗ
[284.698] ゆずシフォン: えw
[285.304] (S)dash_1324: 身内wwwww
[285.353] (S)しめったチワワ: wwww
[285.632] (S)ｼｷ_: wwwwwwwww
[286.132] (S)コンさん: wwww
[286.192] ichigomilk_252: wwwwww
[286.265] (S)arisa_184: wwww
[286.862] (S)yutankonasu: え
[286.880] yoneto_: radaoHi
[287.084] るこるる: えw
[287.428] (S)さわタイ焼き: wwww
[287.447] (S)yomoyomoyomochan: 仲間割れ！？www
[287.541] (S)マロン_: ええwww
[289.095] (S)osato_azi77: 身内かよwwww
[289.598] (S)suzunone_: えwww
[289.635] るこるる: ｗｗｗｗｗ
[291.727] (S)破滅のミトコンドリア: えw
[293.451] (S)tmkhawk: ボ、ス
[294.502] (S)ritoxx12: ｗｗｗｗ
[295.043] (S)ky0to23: 安いやん
[296.789] tadaboshi: radaoHi
[305.723] (S)ky0to23: 初めましたか
[306.128] しめざめ: radaoHi
[307.712] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[308.183] しなやかしょうゆ: radaoHi
[310.402] lara_3o: radaoHi
[312.762] (S)sui_0306: radaoHi
[313.861] 00kurosuke: お
[317.056] (S)あまちゃちゃ: radaoHi
[318.512] (S)nanoka_piyo: radaoOtaku
[318.780] nyakku0720: radaoHi
[319.386] るこるる: お
[319.799] れもんちぃ0: ややこしいってwwwww
[320.410] kurose_i: やろや
[320.617] 00kurosuke: 逃げた？
[322.074] (S)suuchaaa: お
[323.007] (S)okameee_: radaoHi
[325.993] frogflingpstfst: よしよしｗ
[327.066] (S)ookawaseiji: ちょうど居なくなったww
[328.735] るこるる: w
[330.771] (S)yunyun7171: なんか始まってるwww
[330.919] nqta_coconut: なにしとるwww
[332.632] tarabaaaa: ベイトがｗｗｗ
[333.141] (S)kojikoji333: なにやってんだあいつらｗｗｗ
[333.815] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[335.666] (S)salyu__: 舐められてる？
[338.063] (S)himaleo: 寝起き濃いなーw
[338.071] (S)yutankonasu: 何してるｗ
[338.839] あるみ屋: なんしとんねんw
[339.567] ichigomilk_252: ありがとうろっぷwww
[340.144] (S)dash_1324: なんだったんだwww
[341.482] (S)ｼｷ_: ろっぷないすwww
[342.447] (S)たゆう_はね: ブラザー何してんだw
[342.567] (S)ky0to23: なにをしとるのw
[342.607] (S)ferunora: ズズにヘイトがwww
[342.667] zussa: ナイスベイトではあるw
[342.668] くるくく: なんだったんだwww
[346.509] (S)hiro25800852: レダー地上か
[348.661] ゆずシフォン: 濃いなーww
[350.570] (S)karakar3: ベイトになってくれたw
[352.028] 00kurosuke: え
[352.562] vasukodagama: ブラザーのおかげか！？
[352.784] minibanbi: wwwwwwwwwwwwwww
[352.863] tarabaaaa: えｗｗｗｗｗｗｗｗｗｗ
[353.967] (S)なち222: wwwww
[354.203] roy_rag: wwwww
[354.839] (S)agemono44: ｗｗｗ
[355.071] れもんちぃ0: wwwwwwwwwwwwwwwwwwwwwwwwwwww
[355.243] (S)yunyun7171: あ
[355.288] くるくく: wwwwwww
[355.296] (S)Rio__44: www
[355.470] (S)ねけめれ: えwwwwww
[355.606] (S)yutankonasu: ｗｗｗｗｗｗ
[355.691] (S)たかなしはな: wwww
[355.729] ichigomilk_252: あ
[355.885] emazkirin: wwwwwwwwwww
[356.205] わらびもち_11: wwwwww
[356.303] (S)マロン_: え
[356.389] (S)kurageru: わあ
[356.652] (S)suzunone_: えwww
[356.764] nqta_coconut: wwwwwww
[356.859] (S)さわタイ焼き: wwwww
[356.973] (S)nox3010: ｗｗｗｗｗｗｗｗｗｗ
[357.298] (S)フロント受付: あwwwwwwwww
[357.378] (S)suuchaaa: えぐ
[357.435] (S)pepechi80: え？ｗｗｗ
[357.499] kurose_i: ｗｗｗｗｗｗｗｗｗｗｗ
[357.514] (S)ky0to23: www
[357.698] (S)oggiooo: え
[357.842] ayunosioyaki0223: えwww
[358.180] (S)ずみさんさん: ｗｗｗｗｗ
[358.206] (S)コンさん: wwwww
[358.224] (S)Hyper_ringo: ケイン怒っちゃうよww
[358.309] (S)ねひと: wwwwww
[358.556] あるみ屋: wwwwwwwwwwww
[358.873] (S)lana_mx: wwwwwwwwwwwwwww
[359.083] 00kurosuke: 呪物
[359.202] (S)dash_1324: wwwww
[359.614] sunomono8: wwwwwwww
[359.673] (S)yui1yui: えええｗ
[359.822] ゆずシフォン: radaoW
[360.040] (S)blbblbblbblb: www
[360.227] (S)和泉ぴけ: あぁゲッダン
[360.472] るこるる: ｗｗｗｗｗｗｗｗｗ
[360.560] many7575: www
[360.692] いのりさん: ヨーソロー！
[360.815] (S)しめったチワワ: wwwwww
[361.165] (S)ｼｷ_: wwwwwwwww
[361.173] (S)arisa_184: wwww
[361.380] (S)ミヤオ: あwwwwwww
[361.495] (S)ひなしろ: あww
[361.519] (S)laitea1124: www
[361.716] (S)pomhono: wwww
[361.935] (S)えぬドット: あ
[362.466] (S)saraniron: radaoW
[363.222] 結城ひなの: wwwww
[363.314] kinugoshi_douhu: wwwww
[363.360] (S)matou_06: ベイトのズズ
[363.736] リムヲ: おお
[363.966] (S)ドパーズ: wwwwwww
[364.479] gyudon_plb98: wwwwww
[364.671] (S)yunyun7171: お〜
[364.959] (S)nox3010: 起きて早々濃いｗｗ
[365.052] (S)rain_less: あぶねー
[365.182] sakasaman: ｗｗｗｗ
[365.233] (S)himaleo: wwwww
[365.314] (S)matou_06: ｗｗｗｗｗｗ
[365.605] many7575: おかえりwww
[365.820] みさお婆ちゃん: やばすぎwww
[365.828] aina___10812: radaoHi
[366.706] (S)yomoyomoyomochan: エグいwww
[366.777] (S)ritoxx12: ｗｗｗｗ
[366.991] (S)suzunone_: wwwww
[367.018] 藍代: wwwwwwwww
[367.135] kanariatobu: www
[367.209] るこるる: おお
[367.432] あるみ屋: wwwwwwwww
[367.596] (S)dash_1324: えっぐいwww
[367.618] (S)104_coyg: 呪物久々に見たw
[369.070] ーれんこんちっぷすー: えっぐw
[369.138] (S)Asupekuun: っwwww
[369.849] (S)reiki_1220: www
[370.058] (S)suuchaaa: うわぁ
[370.661] (S)yui1yui: ヨーソローー
[371.114] (S)hishaku_o0: wwwww
[371.336] (S)海にぃ: おっと
[371.415] (S)あまちゃちゃ: www
[371.509] (S)onimaru7979: wwwww
[371.603] (S)みそかつ_: 呪物か 
[372.051] aoneko_san: あwwww
[373.865] (S)kurageru: すごい瞬間を見たｗ
[374.093] (S)suzunone_: なんかwww
[374.097] (S)えぬドット: 落ちたw
[375.279] 結城ひなの: 情報量えぐ
[375.289] (S)aria345: wwww
[376.900] (S)otooto_: 久々にあれみたなあw
[378.019] kurose_i: 呪物ｗｗｗｗｗｗｗ
[378.141] (S)ねひと: 呪物ってたなあwwwwww
[378.925] many7575: おもろすぎるwww
[379.568] gyudon_plb98: gdgdすぎるｗｗｗ
[380.694] (S)ky0to23: 幸先不安ではある
[381.094] tarabaaaa: あ
[381.166] (S)Ouka2609: 松葉のせい？
[381.253] KatsuragiMea: ヨーソローwww
[381.378] (S)海にぃ: wwww
[382.798] siatosu: wwwwww
[383.042] れもんちぃ0: あ
[383.542] (S)yunyun7171: あ
[383.631] (S)arisa_184: あ
[383.844] many7575: あ
[383.866] (S)あっひょ: あ
[383.940] (S)matou_06: あ
[384.014] (S)おどてん: ヘリ2！？
[384.085] るこるる: レダー地上？
[384.285] (S)yutankonasu: あ
[384.378] (S)dash_1324: 起きて早々何事かとw
[384.585] (S)Hyper_ringo: あ
[384.962] (S)pepechi80: あ
[385.467] (S)suzunone_: あ
[385.602] 濃香めろん: gdgdw
[385.808] otsukimi8: あ
[385.873] (S)あきちゃまる: 呪物ひさびさ見たわｗ
[386.286] ゆずシフォン: あ
[386.599] (S)akaigori: あ
[386.643] るこるる: あ
[386.806] 00kurosuke: そういえばやん
[386.913] kuro_300: あ
[386.925] (S)冷凍みかん3: くっそあるｗ
[387.040] (S)マロン_: あ
[387.106] (S)yomoyomoyomochan: 特級呪物www
[387.234] (S)未来から北鮭: あ
[387.234] (S)篠影: えぐいね
[387.429] 銀杏歩: ヘリない
[387.647] (S)halcloud: あ
[387.857] (S)コンさん: あ
[387.875] siatosu: あ
[387.892] (S)ｼｷ_: あ
[388.141] ichigomilk_252: あ
[388.358] あるみ屋: あ
[388.569] (S)suuchaaa: 歪み散らかしてる
[388.869] merongo_1023: あ
[389.223] (S)tmkhawk: radaoCry1
[389.673] kara_kara_kara: 特級呪霊になるところだったな
[390.553] (S)yutankonasu: ボロボロｗ
[390.770] (S)Rio__44: インパウンド…
[391.547] るこるる: え
[391.905] many7575: ボロボロ
[391.930] (S)yui1yui: radaoNikkori2
[396.050] 痲芽: かろうじて二台ｗ
[396.257] (S)ookawaseiji: インバウンド
[396.365] kanariatobu: radaoNikkori2
[397.793] (S)~MISSING_COMMENTER_INFO~: 起きてすぐ濃ゆいなw
[397.869] シルキス: そういえばヘリ2台しかないのか今
[398.010] (S)suzunone_: 煙なんだよ
[398.640] yuu_gg_fps: AIBO
[399.142] (S)halcloud: ボロボロｗ
[400.235] (S)takumi06121: radaoNikkori2
[400.450] (S)未来から北鮭: インパウンド取りに行かないとか
[400.626] べ_た: 流石に付けたか
[402.585] にゃーな: radaoHi
[402.839] (S)yunyun7171: w
[403.327] chashibu_310: なんなら飛行場からヘリ出せる
[403.426] itonemushi: wwwwwwwww
[403.540] (S)suuchaaa: 昨日インパウンドすごかったもんな
[403.633] many7575: ヘリ大臣しなきゃ
[404.480] (S)あっひょ: wwwww
[404.627] nqta_coconut: wwwwwww
[404.697] (S)やなちゃそ: ヘリ過去一ないですやん
[405.143] れもんちぃ0: wwwwwwwwwwwwwwwwwwwwwwww
[405.367] (S)たゆう_はね: www
[405.652] (S)yutankonasu: ｗｗｗｗｗ
[405.769] 00kurosuke: ちゃうやろwww
[405.885] emazkirin: wwwwwwww
[405.968] (S)Hyper_ringo: wwwwwwww
[406.398] ゆずシフォン: wwww
[406.472] くるくく: wwwwwww
[406.652] (S)Rio__44: radaoW
[406.703] (S)aria345: wwwwww
[407.593] (S)さわタイ焼き: wwwww
[407.697] (S)suzunone_: wwwww
[407.753] sqltcandy: そんなわけないｗ
[407.824] あるみ屋: wwwwwwwwwwwwwwwwwwwwwwww
[408.384] kurose_i: ｗｗｗｗｗｗｗｗｗｗ
[408.455] わらびもち_11: wwwwww
[408.538] (S)dash_1324: wwwww
[409.461] (S)otooto_: wwwwww
[409.565] (S)matou_06: ｗｗｗｗ
[410.021] (S)しめったチワワ: wwwwww
[410.098] 結城ひなの: wwwwww
[410.171] (S)マロン_: wwwwww
[410.174] しめざめ: wwww
[410.246] るこるる: ｗｗｗｗｗｗｗｗｗ
[410.275] (S)ｼｷ_: wwwwwwwwwwwwww
[410.528] (S)ずみさんさん: ｗｗｗｗ
[410.621] ayunosioyaki0223: wwwwwwwww
[410.857] (S)yui1yui: wwwwwwｗ
[411.772] (S)kurageru: ｗｗｗｗｗｗ
[412.074] (S)samu_hikan: wwwwwww
[412.525] many7575: www
[414.424] (S)夏吉: wwwwww
[416.298] (S)pepechi80: ｗｗｗｗｗｗｗｗｗｗｗｗ
[420.104] (S)むぎ丸: えぐいwwww
[421.093] shintanjent: おはよ
[421.100] yuu_gg_fps: 早くも新人いびりか
[422.163] ことだよ: 流し方上手いw
[424.005] vasukodagama: 寝起き濃すぎるw
[424.209] ぁきぃ: 埒あかない系か
[424.303] (S)signal_does: もう始まる前から無茶苦茶なんよwww
[425.055] (S)Hyper_ringo: 何食べた？
[425.746] many7575: たんと食ったか
[425.967] kanariatobu: 何食ったわん？
[426.303] (S)dash_1324: 身内でギスギスRPか一旦www
[426.536] (S)えぬドット: あんなにあった減りがほとんど…
[426.593] (S)yui1yui: 何食べたの
[426.721] つむじのきもち: radaoHi
[426.771] (S)ranju83: 何食べたの？
