[13.960] hachi8ee: :(
[6969.541] hasitaka0: 高尾は電波びっしり
[6978.900] gaming8898: 親族経営だと無能が潰すってほんと定番やね
[6981.010] uwadai: 唐様で書く3代目の2代目バージョン
[6982.597] しみずのりお: 昭和バブルと高級家具が相まってた気はします
[6992.607] nomasa_: 娘は経歴を見ると本当有能なんだけどねぇ
[6999.217] つばき117: 何十年もの歳月をかけて大きくした会社を娘が数年でつぶすっていう偉業をなしとげた
[7006.129] (S)tabibitox: 娘が失敗したってのはウソで、娘がなんとか長持ちさせたが正解やで。親父のままだったらもっとはやく潰れてたし、匠は親父だけ規模縮小できたからいきのこれた
[7012.642] nomasa_: ニトリとイケヤ路線
[7014.901] machakyuro: IKEAよりに
[7020.716] kaituburi: 高齢者多いから高齢者特化型とかにしても良かっただろうなぁ
[7022.470] (S)ima_son: イケア、ニトリの安い路線へ
[7025.275] (S)erisuk: 得意なことが違うんだから向いてない場合は当てるべきではなかった
[7029.689] tataktkr7: 親父はあれから違う会社作ってそれも成功している
[7035.553] 失地王: 大塚家具お家騒動の解説 ***
[7038.768] kosmos5567: 時代にあってなかった
[7039.509] 無心に: 効率厨だった
[7042.377] (S)tabibitox: あのニュースかなりお家騒動で騒がれて娘失敗したと言われてるの可哀そうだわｗ
[7043.159] (S)saparann: ヤマダ電機に吸収されちゃったしな
[7051.982] しみずのりお: 切り替えってのも難しい気はします
[7070.637] horikawa_r_i_k: カフェってしゃっちょさんだったっけ？
[7071.689] kern_tucker: ニトリイケアに潰されたってほうが正解なのかな
[7075.074] suzan_star: 景気良くなってくれ～
[7087.525] tataktkr7: ご飯食べるときいまだにダンボール使ってます
[7096.410] (S)tabibitox: 親父が対面優先の商売してたのに規模拡大したからピンチになったのよね、もともと
[7097.040] junjamaica: うめちゃんクラスだとカードはブラック？
[7112.489] 霧子_: だって金ねえんだもん
[7119.067] junjamaica: ミニマリスト
[7120.048] erukima: 金がないからね
[7123.781] kern_tucker: ゲームさえあったら他要らないって感じの人も多いね
[7124.735] dsadsa454654: 二極化してそう
[7129.434] ~MISSING_COMMENTER_INFO~: なんていうんだっけ、冷笑系？察し系？
[7130.087] (S)neogreenlife: 全体的に貧乏になってるから
[7130.588] tataktkr7: 何でも無料でやろうと思えばやれますからね
[7132.188] ねこざけ: 日本は給料低いから
[7144.302] huglife03: 物欲って刷り込みでしょ
[7144.313] (S)4jou_half: 稼ぎも少なくなったからね
[7154.549] 落としぶた: というか金があっても、欲のベクトルが変わったというか
[7160.601] (S)tabibitox: 日本は滅びるよｗ
[7161.903] あかの: 格差だよ
[7165.274] weeep1: 見栄の時代は終わったね
[7171.529] ancehutn: 景気いいときを知らんからなぁ
[7171.812] twitcher234: お金がないだけだと思うけど
[7174.864] (S)neojapan01010: ●害ばかり元気な国だから
[7176.677] tataktkr7: 車や腕時計に金かける人はわからんです
[7180.610] prototypeie: 勝ち続けられない意思力
[7181.122] ~MISSING_COMMENTER_INFO~: お金があっても意味ないしねぇ
[7181.513] (S)erisuk: 洗脳されなかったり洗脳が解け初め進化してるのかもしれない
[7185.975] suzan_star: ありがとー！
[7187.318] kaituburi: 勝ち負けって意識がそもそもないと思うw
[7191.848] horikawa_r_i_k: いや負け続けてるからもういいやだよ
[7210.968] nomasa_: ウメちゃん労働苦手なんやからあんま言わんといて
[7213.564] ライム_: 国の戦略次第では？
[7218.492] junjamaica: GHQから洗脳されて負けたな
[7227.274] (S)吉田じんぎ: そう簡単に餓死しないからね
[7242.706] Campo246: Daigo I love you! Please use your ultra on me in bed tonight
[7252.271] 失地王: 日本もイギリスみたいな階級社会になるのかも
[7256.251] ~MISSING_COMMENTER_INFO~: すげえネガティブな書き込みばかりになったなｗ
[7256.437] (S)neojapan01010: 日本がつぶれたらここにゲーミング国家UMEHARAを建てよう
[7261.503] weeep1: 今日のオトモ誰？
[7266.713] (S)teruharu_: もうすぐ世界堂かな？
[7270.826] kamodasi: 寒さと飢えしのげたらそれでいいって所まで行きたい
[7285.399] ねこざけ: 今の人はWi-Fiだけあれ
[7285.487] (S)吉田じんぎ: 今日の食い物にも困ってたら何でもするよ
[7304.510] くずしすた: こんにちは
[7310.416] 失地王: 東京の広い敷地って大体もともと大名屋敷か寺
[7313.518] (S)murabito06: ドップラー
[7317.704] しみずのりお: 内藤さんの屋敷ですね
[7317.924] (S)teruharu_: カフェ氏
[7344.732] junjamaica: ミートが買ったのどれって聞いて鼻で笑おうか
[7378.078] gaming8898: こくよりいい布団買う感じ？
[7397.674] 失地王: 皇居
[7407.533] (S)ほっきょく: 輸入だね
[7420.337] junjamaica: オリジナルと両方
[7427.706] (S)ima_son: ミートさんのは匠大塚ので40万だったかな
[7464.380] (S)fate_kaga: ミートさんは匠大塚のアーティスコンチェルト45万ですね
[7468.175] junjamaica: 45万いうてたな
[7469.494] なちゃん0419: なちゃん0419 subscribed with Prime. 
[7469.545] (M)Moobot: @NACHAN0419さんTwitch Prime登録ありがとうございます！
[7485.809] (S)neogreenlife: ミート金アルネ〜
[7565.997] tataktkr7: 傘持ったまま運転できないねチャリ
[7572.202] ahiruchanng: 雨のチャリはガチで終わってる
[7577.730] (S)v_harumi_v: モンベルの上着だったら、雨でも平気♪
[7600.823] gaming8898: 世界の川村
[7603.498] (S)arotadiph: 自転車もサブスクの時代
[7636.603] balthazar000: 電動スクーターレンタルしよう
[7649.171] junjamaica: レッドブルとうめちゃんの共同開発でゲーミングベッド開発したら無料だな
[7665.185] (S)suzan_star: ウメちゃんは車は興味ないの？
[7667.758] (S)neogreenlife: 電動チャリって初めて乗るとスピードにびびるよね
[7706.736] rakio91: これは東京？
[7742.078] weeep1: 東京知らんか
[7742.290] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[7742.539] balthazar000: 東京砂漠の一丁目よ
[7748.912] shiro_risu01: 車すごい列だった
[7770.684] balthazar000: 皿屋敷近い感じですか？
[7786.561] rakio91: @balthazar000 ありがとう。スペイン人だからしらなかったｗｗ
[7814.406] (S)ほっきょく: ２丁目は見た目Jっぽい人がいっぱいいるイメージ
[7821.773] pepeGL_: メキシコからのご挨拶
[7835.299] ねこざけ: 明らかにここ数日で仕上がってきてるよね
[7838.713] junjamaica: 登山グッズ見に行こう！
[7845.886] weeep1: 楽しみだな～
[7849.771] blackcoffee0821: やったー
[7857.918] (S)v_harumi_v: 楽しみにしてますよー
[7866.386] (S)清潔なおしり: トップ通過見たいなー
[7869.945] (S)erisuk: 練習の成果しかと見届けるよ！
[7898.128] mohita_3: 伏線回収
[7906.565] junjamaica: カワノ、バンジーしてたな
[7907.045] (S)ほっきょく: 鯛スープラーメンが在るね
[7910.336] blackcoffee0821: 三太郎さんも逆に最初にウメさんと当たってよかったみたいな事言ってたような
[7918.543] (S)クラクラ777: もうベッドかっちゃいました？？
[7921.906] gaming8898: さんちゃんも大概ガイル戦詰めてそうだな 楽しみや
[7927.694] (S)tabibitox: 肥えつづけるカワノ
[7934.717] loran_t: トリパイタンって中国語と日本語ごちゃごちゃですごい不思議な言葉だ
[7936.936] (S)erisuk: とりぱいたんで思い出したけどカワノまた腹パンパンになってたな
[7937.197] (S)クラクラ777: まにあったかたちだああああありがとおおおお
[7968.011] grayfox321sfv: microwalk that lane
[7968.437] junjamaica: アジアンテイストのベッド買おう
[7970.122] (S)クラクラ777: せ、せやなｗ
[7973.208] ねこざけ: 家具屋まで着いたらサヨナラだってさ
[7973.724] weeep1: 草
[7978.106] (S)teruharu_: NotLikeThis
[7993.666] Prest0ff: is dis elden ring?
[7996.147] kimie_white: youtuberですって言って交渉してみては
[8001.565] じゃむじゃむお: ぼくらは遊びだったの？
[8005.929] mohita_3: 購入配信ないんだ…悲しい…
[8007.568] (S)erisuk: 文字には家具屋に入る人権すらねぇってのかい；；
[8016.528] (S)クラクラ777: まあ店内うつせないからねぇ
[8024.298] Prest0ff: is dis nairobi?
[8025.770] junjamaica: 世界のウメハラです交渉
[8030.364] 1108044k: どういうベッド探してるの？
[8042.094] potocki1810: ｗｗｗ
[8047.578] LeoLeo_123123: 音だけでもだめかなー
[8060.198] (S)ほっきょく: IPPANの社長とか写っちゃNGな人が居るからね
[8062.011] (S)neogreenlife: 世界のウメハラが寝るベッドみれないのか
[8062.194] ねこざけ: 散財しよ
[8065.254] weeep1: 新宿だよ 何でも揃うよ
[8065.757] tataktkr7: 柔らかいマクラ
[8071.348] OGPG_mendokusai: 現地に駆け付けるしかないか
[8073.872] junjamaica: うめちゃん買うだけでcmレベルだけどな
[8078.653] kaituburi: 高島屋とか寄れば
[8082.857] (S)tayue07: 経済回そ?
[8085.228] じゃむじゃむお: ブルのバッグは？
[8090.424] kentarocom: 伊勢丹近いよ
[8090.703] balthazar000: 外対戦の予定が？
[8094.161] blackcoffee0821: リュック？
[8103.067] (S)ほっきょく: ノースフェイス
[8105.325] weeep1: やりこみ勢頼む
[8105.831] さぶん: どれくらい入れたいとかによります
[8106.854] (S)erisuk: 丈夫なら何でもいいんやない？
[8107.304] prototypeie: レバー捨てたんじゃ…
[8107.586] side_box: カリマーSF
[8108.327] tataktkr7: イオン
[8108.624] ビアミ: アークテリクス
[8109.600] ojalmal: 新宿ってアウトドア専門店多くなかった？
[8111.901] junjamaica: 登山の？
[8112.275] (S)クラクラ777: ねこｗｗｗ
[8115.635] ~MISSING_COMMENTER_INFO~: ノースフェイス
[8116.536] balthazar000: 猫w
[8117.499] レム__: ｗｗ
[8119.145] (S)クラクラ777: モンベルもいいぞぉ
[8120.012] くずしすた: ポーター
[8120.054] メタルぱんだ: ！？
[8121.704] だいこん_: umeCatHope
[8123.624] (S)ikaika071: ノースフェイス
[8123.677] sdy_hs: 無印
[8124.241] (S)teruharu_: umeCatHope
[8127.496] blackcoffee0821: レバー持って登山
[8131.132] shiro_risu01: umeCatHope
[8131.706] 落としぶた: リュック界のロールスロイス GREGORY(グレゴリー)
[8132.029] (S)erisuk: 山舐め案件
[8132.321] 1108044k: どっちも使えるバッグが良くない？
[8132.671] junjamaica: ノースフェイスかパタゴニア
[8132.909] 吉村: グレゴリー
[8133.457] neoneoko: アークテリクスとかモンベルでいんじゃない
[8134.443] あかの: 吉田カバン
[8134.671] hiropohn: 足に乗っける用のレバー入れるの？
[8136.358] らっぴ_: ミステリーランチ
[8136.983] 失地王: その毛を石井プロに分けてあげて
[8138.397] kobi3070: 今どんなのつかってましたっけ
[8139.985] おいす_: うめちゃんマスターピースもってたよね
[8140.699] kaituburi: 機能性重視ならアウトドア系のブランドが良いかねぇ
[8141.315] shiro_risu01: umeCat
[8141.679] balthazar000: ノースフェイス結構いいですよ。仕切りとかないのでがっぽり
[8146.396] (S)ゆっくり2121: アーク良さそうですね
[8147.114] prototypeie: 買ってもまた毛むくじゃらに…
[8148.160] kame277: 山頂でやる格ゲー楽しそうw
[8149.418] ojalmal: patagonia
[8150.077] さぶん: 何を重要視してます？耐久性？
[8151.629] bigkafunaburger: 自分はブラックダイヤモンド使ってます
[8153.820] (S)tukathunder: マンハッタンポーテージ
[8153.836] (S)dosanko__: 何を持ち歩くかによる
[8157.372] shiro_risu01: umeCatHope
[8157.536] hasitaka0: デイタムのトレノックス使い勝手いい
[8160.680] mogugu67: リアルファー
[8166.025] junjamaica: うめちゃんならパタゴニアが似合う
[8169.225] balthazar000: ジムバッグからの
[8171.284] (S)tukathunder: SEAL
[8171.536] prosciu: ノースフェイスの四角いのはやめて
[8171.566] twitcher234: グレゴリーいいよ
[8175.430] ライム_: ロゴがでかいやつ
[8176.402] ~MISSING_COMMENTER_INFO~: ゲイの間で人気
[8178.807] t_bato: カリマー
[8183.787] (S)haraheri_113214: 登山バッグのスポーティなやつにすればいいのに
[8185.418] potocki1810: アディダスのでかいのも良きかと
[8187.796] じゃむじゃむお: ちょっとマーダーフェイスとかぶってるからなぁ
[8190.315] フォグ: クロームが良いです。雨に濡れないので。アウトドアでもいけます
[8195.603] blackcoffee0821: 開封配信しよ
[8201.485] (S)teruharu_: 登山バッグ頑丈だしいいよ
[8205.646] ねこざけ: スポーツ系のでええんやない？ナイキとかは？
[8205.951] zeh4_zz: ZETA勝ちましたね
[8208.773] aranami0: Chromeってブランドいいすよ
[8214.349] (S)arotadiph: 吉田カバン？
[8214.748] ~MISSING_COMMENTER_INFO~: グレゴリーは高いから他人と被らないよね
[8216.473] prototypeie: 猫の毛がつかないやつとかないの
[8217.864] くずしすた: お金あるならレザーのリュック持ってほしい
[8223.038] tataktkr7: ユニクロ
[8227.051] mogugu67: キャリーバッグ
[8228.361] パパゲーノ: 完全防水のオルトリーブ
[8230.847] junjamaica: レッドブルくれるんじゃないの、バックパックなら
[8235.658] (S)クラクラ777: うめちゃんは買うもの決めてから買い物にいかない派なんだね
[8235.968] side_box: 吉田カバンはポーター
[8245.917] (S)v_harumi_v: 手土産もって凸しに向かってるけど、ウメちゃんがカバンなかったことに気がついた！
[8248.835] side_box: まじでカリマーSFがいいとおもう。
[8262.729] 1108044k: そこら辺詳しいゲーマーいないのかな
[8263.011] loverou_: ポーターに一票
[8270.285] 落としぶた: おしゃれとか抜きに、グレゴリーは背中にフィットするから疲れにくい
[8273.097] nomasa_: 昔は結構おしゃれさんだったのに
[8276.503] (S)ほっきょく: ワークマン
[8278.466] (S)たなかん: カリマーはカッコ良いから好き！
[8279.529] メピパラ: バッグジャック
[8291.480] kaituburi: あえてのウーバーイーツバッグ
[8297.467] (S)クラクラ777: かっとこう
[8298.452] junjamaica: バーナーと
[8300.151] oinari6: また山を舐めるな勢の怒られるよ
[8300.657] メタルぱんだ: ｗｗ
[8304.056] ねこざけ: クロックスで充分
[8307.160] kame277: 鬼に金棒よ！？
[8309.280] さぶん: ノーダメージ狙わない？
[8309.890] 吉村: クロックス買おっか
[8310.793] (S)クラクラ777: 舐めるな勢をなめるな
[8310.851] bigkafunaburger: クロックス最強!
[8313.278] レム__: 0になるよ？
[8316.959] nikukuisugi333: 山なめにぃがくるぞ
[8319.720] prototypeie: 新しいクロックスかうか
[8320.084] erukima: 足が頑丈すぎる
[8320.340] (S)v_harumi_v: 登山するなら必要だけど、高尾山ならスニーカーでいいかも
[8326.269] ライム_: 靴屋で試し履きしてみない？
[8326.735] ~MISSING_COMMENTER_INFO~: 日本的道路街景真的好好看 
[8328.462] umao210: 笑
[8331.184] latenight000: クロックス以上の靴なんてあるぅ？
[8333.408] (S)haraheri_113214: 海行ったときに寒さがマシに
[8335.047] 黒魔: 蓄積して膝腰に来るぞ
[8337.189] hasitaka0: 軽登山用のサンダルもあるよー
[8339.589] しみずのりお: 更に上の装備を
[8339.656] (S)tayue07: FAVの時履いてたニューバランスは？
[8340.772] prototypeie: クロックス信者
[8343.261] (S)neogreenlife: 山用のクロックス買うか
[8344.457] weeep1: クロックスに変えてからもうクロックスしか使ってない
[8346.488] tataktkr7: クロックス穴空いてる
[8347.182] sne_con: 釣りの時はダメージ受けてたが
[8352.455] kame277: いいね
[8357.461] くずしすた: 買い物うおおお
[8357.587] OGPG_mendokusai: 文字通りスリップダメージの恐れが
[8359.064] junjamaica: 山を舐めるなおじさんまた来るぞ
[8359.154] (S)teruharu_: 散財してこ
[8364.240] (S)erisuk: 足装備はスタミナ減少量を減らせる可能性がある
[8365.108] akasanz3x: 山用のクロックスｗ
[8366.160] Eigyotyu440: 家も
[8367.345] (S)tabibitox: カフェ氏がいるし少し安心か
[8367.388] machakyuro: おまわりさーん
[8369.142] じゃむじゃむお: あとで買ったものツイッターにオナシャス
[8370.509] ぽんぽこたぬ吉: バッグはゴヤールがいいよ
[8371.235] kame277: バッグ、クロックス
[8371.847] 失地王: ゲーミングベッド？
[8376.028] くおお: 額縁！
[8377.473] マークマン23: I miss Japan so much.
[8380.444] 黒魔: ビルケンシュトックのサンダル買おう。革だけどさ
[8383.432] machakyuro: 世界堂行こう
[8386.298] loran_t: ニトリの枕が良いらしい
[8387.275] HarryPotter_: Hello 
[8387.299] kaituburi: 世界堂の上の階にあるね
[8388.123] ねこざけ: 額縁のサイズわかる？
[8389.378] くおお: 世界堂たのしみ
[8393.942] donekofg: 色紙飾りたいといえば案内してくれる
[8396.367] 失地王: ゲーミング額縁
[8397.104] kentarocom: 枕はオーダー枕作るの❓
[8402.582] tanutanu_3: 服もバッグも突き詰めると登山用が最適解
[8404.434] firmhand: 靴下も良いの買おう
[8405.883] balthazar000: 超豪華な額縁に入れたらどう？
[8408.209] 1108044k: サンダルならクロックスでええよｗ
[8409.366] prototypeie: 時間かかりそうだな
[8412.125] tomoyasu0804: ワークマンええで
[8412.296] ~MISSING_COMMENTER_INFO~: www
[8415.696] kimie_white: 伸びる
[8419.082] (S)v_harumi_v: しみになる
[8428.098] ~MISSING_COMMENTER_INFO~: 砂漠ならいいよ？
[8430.172] gunzemaru: 砂漠ならいいよ？
[8432.733] メピパラ: ビルケンシュトックはコルクが雨に弱い
[8433.064] kimie_white: 型崩れする
[8434.188] ライム_: 革は手入れが気になっちゃう
[8438.707] junjamaica: ワークマンで靴もリュックも全て揃う一万で
[8440.844] machakyuro: 革はお手入れ面倒
[8449.796] tanutanu_3: Gore-Tex素材が雨に強い
[8466.427] くおお: ワークマンまじで良いね。全然雨がしみない
[8471.862] (S)クラクラ777: ゴアテックはつよいねぇ
[8474.525] 黒魔: つまり・・・登山系ｻｲｯｷｮ
[8477.053] ねこざけ: 猫の毛も手入れしてる
[8483.450] firmhand: ワークマンはメーカーにもよりますね
[8484.034] 失地王: カワノのメンテは？
[8488.853] (S)neogreenlife: ワークマン安いよね
[8492.975] sne_con: ワークマンは耐久性がいまいち
[8495.726] 1108044k: 稼ぎすぎて物を大事にすると言う感覚がなくなってしまった
[8516.789] やきにくマン: ウメさんぽだあ！
[8525.707] (S)erisuk: その時はかねないもんなぁ
[8528.012] machakyuro: ワークマンの中にもいろんなブランドあって結構違うよね
[8530.112] junjamaica: 愛着はわく
[8535.311] kaituburi: 勇者みたいだw
[8536.301] donekofg: 成り上がったー！
[8540.575] weeep1: いいはなしだなー
[8541.773] stefaniesun222: hello from Taiwan, it is mandatory to wear mask in Japan? even outdoor?
[8543.280] ねこざけ: 20年越しの再会
[8544.441] replica1102: 行こうみんなでワークマン
[8544.994] kame277: 大塚ァ！
[8546.294] kobi3070: 伏線回収！
[8547.861] kentarocom: 今なら全て手に入るね
[8549.090] mohita_3: 出世して戻ってまいりました
[8549.176] 吉村: でも大塚はもう・・・
[8555.421] junjamaica: 世界取って帰ってきました！
[8561.733] weeep1: 今なら何でも買えるね
[8562.931] gomesu: gomesu is gifting 5 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 288 in the channel! 
[8564.298] gomesu: gomesu gifted a Tier 1 sub to mashelll! 
[8564.329] gomesu: gomesu gifted a Tier 1 sub to cacono! 
[8564.347] gomesu: gomesu gifted a Tier 1 sub to 足立は埼玉! 
[8564.349] gomesu: gomesu gifted a Tier 1 sub to hevo24! 
[8564.353] gomesu: gomesu gifted a Tier 1 sub to 近畿! 
[8568.730] kame277: ！！？
[8569.998] くおお: おお
[8572.188] (S)クラクラ777: たのしみだねぇ
[8572.260] Vyutheview: I think they just like their masks @stefaniesun222
[8578.648] 黒魔: なんなら猫が一番高かったまである
[8588.591] StrongToshimichi: ブルから提供されてるアパレルは質良さそうだけど
[8592.559] stefaniesun222: @Vyutheview thank you.
[8594.850] 失地王: スコーピオって椅子がすごいよ
[8597.854] じゃむじゃむお: 倹約家でもベッドだけは金かけろっていうね
[8598.310] prototypeie: なんちゃらチェア
[8601.723] (S)tabibitox: ノーブルチェア
[8606.723] (S)クラクラ777: ん
[8606.724] loverou_: もしマットレスで迷ったら取扱のあるホテルで一泊してみるのオススメです
[8608.969] loran_t: ハーマンミラーのなんか？
[8616.195] やきにくマン: ハーマンミラー？
[8618.601] くずしすた: 椅子に金かけるは正解ですよね
[8624.510] balthazar000: 一号二号どちらも保護なんか
[8624.825] 失地王: スコーピオっていう６６万するゲーミングチェアがすごいよ
[8625.668] 黒魔: 保護猫だったの？？？
[8626.364] (S)erisuk: 30ならパソコンやない？
[8628.516] OGPG_mendokusai: ノーブル！ノーブル！って言いながら座ってた
[8628.997] machakyuro: パソコンと犬を比較ｗ
[8629.128] shiro_risu01: umeCatHope
[8629.925] matsaman_curry: ウメちゃんもいい炊飯器買わない？
[8630.011] やきにくマン: ノーブルかー
[8632.070] (S)haraheri_113214: さすがにPCでしょ
[8633.358] sne_con: ウメドッグもいるのか
[8634.329] peyangoo: うめちゃんが椅子買うなら玉座オススメ
[8636.893] gomesu: いま犬飼ってるの？
[8643.254] レベルゼロ: 今プードル 66マンっす
[8643.445] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[8643.823] 1108044k: ウメドッグはもっていかれた
[8645.562] junjamaica: うめちゃんは高級品似合わないな、西成テイストが似合う！
[8649.919] balthazar000: 犬はもう居ない
[8651.117] dsadsa454654: BibleThump
[8654.310] helicom: 犬はもういぬ
[8654.411] 黒魔: ウメドッグはもう・・・・
[8662.161] (S)tabibitox: 生死不明
[8663.017] weeep1: 犬のことはもう忘れよう
[8664.490] kaituburi: 犬はいぬ
[8664.889] ~MISSING_COMMENTER_INFO~: 男に買ってもらって持ち逃げって、女は人生楽でいいね
[8665.348] 36mgh: 犬、元気で暮らせよ・・・
[8665.671] デス動画勢: 誰といるの？
[8672.971] (S)クラクラ777: 犬のはなしはやめたまえ
[8679.198] balthazar000: 何回か配信にも出てよね犬
[8679.626] 1108044k: 家電と一緒に・・・
[8680.121] ~MISSING_COMMENTER_INFO~: ほんと、女嫌い
[8682.184] (S)erisuk: 連れてかれた・・・
[8685.525] firmhand: ペットは今高いね
[8689.491] デス動画勢: 96cafeさんか
[8689.760] (S)ほっきょく: 犬の名前はジョビン
[8695.152] donekofg: まままお世話してたんでしょ彼女のほうが
[8697.397] junjamaica: 家具みたら思い出してしまうw
[8704.188] shiro_risu01: umeCatHope
[8705.398] weeep1: コロナでペット需要上がってたりするんかな
[8708.249] (S)erisuk: 極論ｗ
[8709.469] melmel_melme: あんなに可愛がってたのに
[8714.672] sne_con: カフェさんって何者？
[8715.432] 36mgh: 主語でかいよ～
[8718.309] kaituburi: 世界堂好き
[8722.995] gorogorogorn: 人類半分をｗ
[8726.153] machakyuro: 世界堂とかよっぽどなことがないといかないもんねｗ
[8734.850] helicom: 世界堂もどんどん減ってる
[8736.263] latenight000: 何者・・・
[8737.570] ~MISSING_COMMENTER_INFO~: 福岡から出てきたんだっけ
[8757.118] (S)haraheri_113214: 世界堂って何？
[8758.636] kaituburi: まぁネットで買えるからね
[8765.618] ogawa3: 画材屋さん
[8766.034] mobageiskusoge: ahhhh, i lived in this neighborhood for years, i love this spot in tokyo. right between yotsuya and shinjuku
[8767.746] tomoyasu0804: 近くにゴンチャあるから飲もう
[8771.608] 黒魔: 通販でいいじゃんねぇ
[8773.333] machakyuro: 世界堂よりレモンの方がよく行ったな
[8773.977] akasanz3x: ネットで買えちゃうもんな
[8774.107] (S)tabibitox: 店舗である意味がないしな
[8776.697] (S)teruharu_: 画材もデジタルになりつつある
[8778.185] mohita_3: 実店舗は大体つらいかなぁ…
[8784.238] weeep1: 追い風要素ねえなｗ
[8785.049] ~MISSING_COMMENTER_INFO~: そうそう
[8800.819] kaituburi: 漫画のトーンとかも今そんな売れないだろうしね
[8802.642] qwertyu4769: おいしくないもん
[8811.050] erukima: 大都会
[8817.545] latenight000: 美味しくて飲んでたわけじゃない
[8826.613] potocki1810: ナタデココと似たような感じでしたね
[8833.512] akasanz3x: 1回飲めばいいよな・・
[8834.851] enuemu3: もぅタピれず
[8842.033] (S)クラクラ777: へぇ
[8842.376] (S)ほっきょく: コピックが売れてるんじゃないかな
[8844.353] くおお: タピオカブームは去ったのに、ゴンチャはなにげに新店舗だしてる印象
[8854.960] weeep1: ウメハラを踏み台に羽ばたいた男
[8855.458] matsaman_curry: デジタルに慣れたらアナログになんか絶対戻れないよ
[8857.664] (S)erisuk: 消せるアドがでかすぎる・・・
[8859.311] 36mgh: いちいち画材買い足さないでもいいからなぁ
[8875.457] peperon17: 一個前に戻る一個前に戻行動戻せるのチートだよな
[8880.702] junjamaica: 折笠はついていけない
[8883.895] oinari6: 紙に書いてた人がデジタル行く微妙になるイメージ
[8885.980] ogawa3: デジタルは無限に描けてしまうのでキリをつけるというか、そこらへんが
[8890.654] kaituburi: クォリティは上がる代わりに一発で線を決める感覚は鈍るかも。
[8891.192] matsaman_curry: 描きやすい大きさに拡大縮小出来るし
[8895.496] loran_t: 紙のHPを気にしないで良くなるのがデカイ
[8898.147] dsadsa454654: アシスタント要らんなりそう
[8898.345] machakyuro: 画材買わなくていいのが大きいのかな？
[8899.048] 36mgh: 拡大縮小もできるから無限に書きこんじゃうって人もいるね
[8908.323] enuemu3: デジタルでもアナログ風に出来るしな
[8934.380] 壱万円札: やり直しできすぎて時間かかる説も
[8940.287] mohita_3: 線画だけアナログ、仕上げはデジタルという手法も
[8942.380] weeep1: アシはいるでしょｗ その分の時間別のことに使えるし
[8944.243] ねこざけ: 大塚家具もうすぐ？
[8950.112] mamamamatsu: うおっ！ウメちゃん新宿！？
[8957.306] junjamaica: 折笠の仕事が奪われていく
[8960.727] くずしすた: 左向きしか描けない人が反転できる
[8966.173] kaituburi: もうすぐだね
[8968.906] (S)erisuk: 大塚か家具にげて
[8976.703] latenight000: 大塚家具って高級路線に戻ったんだっけ？お家騒動あって忘れちゃった
[8978.053] ねこざけ: 君たちとはサヨナラだ
[8979.132] erukima: 配信終わってしまう
[8983.047] enuemu3: 配信終わっちゃう
[8994.507] prototypeie: 消えるのか…
[8994.802] sne_con: 南口タイステ近辺なつい
[8996.503] kobi3070: いいの見つかるといいですね
[8998.809] 1108044k: 大塚家具閉店しろ！
[9000.139] weeep1: 今来たばっかりなのによ～
[9010.701] aranami0: ここまでラジオに最適な配信ないな
[9014.805] (S)クラクラ777: 大塚家具臨時休業になりませんか？
[9016.174] (S)ほっきょく: ネモさんが凸してきたら草生えそう
[9021.164] ねこざけ: またあとでね
[9025.646] kaigaizei: 明日の配信はやんの？
[9031.945] (S)クラクラ777: え
[9033.465] junjamaica: ウメハラが宣伝しに来ました交渉お願い
[9035.105] (S)クラクラ777: 大人気ヤンｗ
[9036.530] (S)erisuk: 練習の分だけ配信になっちゃうからそれ次第か
[9041.992] ~MISSING_COMMENTER_INFO~: らんぶるいいよね
[9051.315] iguchiill: その近くの西武もおすすめ
[9058.766] mako6912: ラジオ無し？
[9062.008] kaigaizei: いやトパチャンの前
[9065.756] (S)teruharu_: 着いちゃった
[9068.669] (S)erisuk: ついちゃったあああああああ
[9070.124] (S)クラクラ777: いいのかってねぇ
[9072.925] (S)黒猫くん: おつかれーす
[9073.183] mohita_3: おつでしたー
[9075.087] enuemu3: BibleThump
[9077.418] (S)ほっきょく: おつ
[9078.837] machakyuro: そうだよ
[9079.907] くおお: おつでした
[9080.871] ねこざけ: ばいばいー
[9081.508] 1108044k: おつでしたあ
[9081.527] (S)suzan_star: おつつ
[9081.712] kaituburi: やまだの子会社よ今は
[9082.484] (S)neojapan01010: いいベッドを
[9082.654] (S)たなかん: BibleThump
[9082.782] aranami0: おつしたー！
[9083.570] kobi3070: おつです
[9083.899] (S)neogreenlife: おつでした
[9084.256] blackcoffee0821: しなくてもいいのよ
[9084.433] sne_con: おつー
[9084.994] machakyuro: ばいばーい
[9085.592] kaituburi: おつかれさんー！
[9086.461] myodent21: おつですー
[9086.522] enuemu3: おつした！
[9088.183] shiro_risu01: umeCatHope
[9088.353] donekofg: おつか
[9090.011] code0401: おつでーす
[9091.064] nengu4u: おつですー
[9092.419] charizard_main: f
[9092.936] prototypeie: 山田なんだよなぁ
[9093.873] twitcher234: ばいばい
[9096.241] mmiiacha: umeSalute
