[7.670] もきち555: こんうめちゃん
[1510.393] 2youyou2: どういう当たり方
[1516.063] 憂う者の弟子: ロケッティア
[1516.171] 箸くれ: 単純に休んでなさすぎ説
[1523.216] ましゅダヨ: 昨日は花粉辛そうだったね💦
[1527.884] 三郎です: 歳とると訳もなく頭痛や、色々痛くなる所も多くなってくるから、薬に頼ってもいいいと思いますよ
[1533.513] une3333: 単純にお疲れなのかもしれない
[1541.511] だいこん_: イーグルスパイクは移動技
[1551.085] toki0823: 寝起きで鼻詰まりになるなら鼻炎からの頭痛はありえますね
[1551.111] tsubame0614: かっけぇ
[1555.725] ましゅダヨ: 色々重なってるかも、疲れに低気圧に花粉に
[1555.992] 新ころりん: 頭痛とかは素直にバファリン頼っちゃうなぁもう
[1566.587] (M)gameinntwitch: 一瞬失礼します
[1569.998] v_harumi_v: ロキソニンがウメちゃんの家にあるといいけど。
[1572.405] bikibiki999: 寝てる時に歯を強く食いしばってると頭痛するし原因多すぎなんだよな
[1574.360] wananaki: 頭痛い時は直ぐに薬飲むわ
[1574.412] だいこん_: ほい
[1574.603] (S)TestaRossa_SF6: ラシード拘束時間長いんだよなあ
[1576.955] pensador28: HSCheers
[1579.648] 憂う者の弟子: ぎゃあああああああああああ
[1580.938] ヨコグシ: ｗ
[1582.929] 犬舐めんなよ: ？？？？
[1584.067] バージル4260: え
[1584.350] demonbane_twosword: ん？
[1589.713] eksk101: わあ！？
[1591.138] だいこん_: アゴさん
[1591.507] (S)たくみん19: takuminn19 subscribed with Prime. 
[1593.082] librabird: これはたぶんめんおじ？
[1593.463] bec118_japan: あるやん！！
[1595.249] une3333: メンおじさんが遠隔操作してるのかな
[1596.716] 2youyou2: マゴさんかと思った
[1596.728] (S)hoshi_boshi_0: メンおじ操作なう
[1596.807] v_harumi_v: メンおじさまが、調整中～
[1597.012] ましゅダヨ: レッドブルさんが入り込んできたあああああwwww
[1597.414] Paxanaria: ?
[1597.478] maddy2623: メンおじの技術出たな
[1597.507] zan_k9: メンおじおつです
[1598.787] 新ころりん: メンおじがRed Bull組手用の調整中らしい
[1598.828] (S)カブトシロ: 何だ!
[1598.989] 三郎です: てぃみー！？
[1601.576] UCNOVA: 準備万端ってワケ
[1604.244] fu11bloom: Timmy！？
[1604.576] (M)gameinntwitch: まぁこんなもんかな
[1604.774] 温玉_: www
[1605.925] ましゅダヨ: あ、メンおじww
[1606.086] gularain: 分割されたｗメンおじ操作してるのか
[1606.567] sn0wf0x3: www
[1607.113] demonbane_twosword: おおお
[1611.242] 犬舐めんなよ: サブリミナルか？
[1611.788] librabird: おつです
[1612.823] johndoe6523rp: ※メンおじが遠隔操作してるだけです
[1612.965] ましゅダヨ: さすがっす！！
[1613.134] toki0823: リモート？w
[1613.280] une3333: ミラー中にこんな感じでやるってことね
[1619.234] 3_dots: めんおじカッコいい！w
[1620.554] pensador28: MaxLOL
[1620.863] バージル4260: 2時からはこうなるってことか
[1621.037] bec118_japan: 音は大丈夫？
[1628.605] 地球最弱を継ぐもの: 公開ハッキング
[1629.338] bikibiki999: マゴさんの亜種がたくさんいた…
[1632.790] gularain: ミラー（スト６プレイ）
[1639.609] ましゅダヨ: レッドブル飲みすぎもあるかもね？
[1640.598] オシュ: ウメちゃん対戦しながらパソコン操作を……！？
[1654.512] shibaponz: ラシードの猛攻をさばきながらpc操作とはたまげたなぁ
[1665.692] une3333: しかし今のウメちゃんに2時以降もスト6やる元気があるのか...
[1667.146] orange682: orange682 subscribed with Prime. They've subscribed for 43 months! 
[1671.225] v_harumi_v: ギリギリまで休むのはダメなのかしら
[1672.348] johndoe6523rp: ミラーしながらランクマできるって事！？
[1675.250] delinger723: ウメちゃんビーストカップお疲れさま～
[1687.557] une3333: 2時前まで寝てもいいのでは、寝て起きた後なのかな
[1699.929] ましゅダヨ: さっきまで寝てたのかな？
[1701.886] yorigirl: 体調悪い時、エナドリっていいのかな
[1703.426] librabird: 年取ると徹夜が死ぬほどきつくなる
[1705.647] (S)hoshi_boshi_0: 寝起きってさっき言ってたような？
[1707.582] takakurataito: おじ元気だね
[1710.438] コメすけ: こんばんは、ジェイミーは楽しいですか？？
[1716.525] 地球最弱を継ぐもの: 今から寝たら朝まで目覚めないだろう
[1728.334] bec118_japan: さっきまで寝てたというような事は言ってた
[1732.293] (M)gameinntwitch: 音量は自分でコメントと相談しながらブラウザー操作してもらうしかないな。自分のゲーム画面はミラー中に出しとくの諸説あるだろうけど、まぁ一旦これでー
[1748.303] (S)hoshi_boshi_0: メンおじありがたや〜
[1749.386] bec118_japan: はい！！！
[1751.021] (S)カブトシロ: 土曜日の会場が一時的に寒かったとか言ってたから風邪ひいたかねぇ。
[1754.298] ましゅダヨ: メンおじいつもありがとです〜！
[1755.213] (S)Hiclere: ぬあいすチェック
[1759.243] だいこん_: メンおじありがとー
[1761.601] sn0wf0x3: メンおじありがとー
[1765.318] v_harumi_v: メンおじさま、すばやい調整ありがとうございますー
[1766.693] maddy2623: ジェイミーのSA1なんて言ってるの？見てろよ～！最高級だー！に聞こえるんだけど
[1769.502] 3_dots: メンおじイケてるな～
[1787.245] bec118_japan: めっちゃ時間使ってる
[1792.922] thrthbrtdhbrthtr: YUN HYPE!
[1798.826] 憂う者の弟子: 開国だあああ
[1803.976] ましゅダヨ: うめちゃん画面外では上着着てたから、ライト近くにあってあったかかったと思う
[1812.055] 3_dots: kawano1HYPE
[1813.868] bikibiki999: ペリーは帰って
[1820.311] yorigirl: マリーザ、空対空うまい
[1823.100] (S)イエール: おお
[1825.791] thrthbrtdhbrthtr: YANG BOIS
[1836.020] librabird: でねえ
[1837.481] だいこん_: 出んがや
[1842.931] masayan0618: 髪が伸びた
[1850.907] 水嶋ヒロポン: 組手高木くんとミラーするんですか？
[1852.472] ましゅダヨ: うん？
[1854.277] librabird: めっちゃかくかく
[1856.753] 地球最弱を継ぐもの: キモい動きやw
[1866.128] delinger723: ｽﾃｰﾝ
[1866.180] (S)イエール: んあああ
[1867.035] koudou3: ｗｗｗｗｗｗ
[1867.057] 憂う者の弟子: しぬううううううう
[1869.044] sn0wf0x3: ww
[1869.592] ryabegaming: 慢性的な鼻詰まりある?呼吸辛そう
[1870.968] ましゅダヨ: あ
[1876.549] 3_dots: damnnn
[1882.089] 地球最弱を継ぐもの: 愛いたすぎ
[1884.962] ピヨさん: 愛
[1887.708] thrthbrtdhbrthtr: woohoo
[1888.656] 三郎です: あの髪の毛ほどいたら、こんな量じゃすまんぞ、これはカプコンミスってるな
[1888.716] johndoe6523rp: レッドブル組手の本戦ってシングルエリミの５先なんだね
[1917.423] (S)イエール: あの金網いいよなぁ
[1918.086] 何も知らないジョンスノウ: ウメちゃんも誰かと会話しながらミラーすればいいいのにね
[1926.133] hassou_tobi: PogChamp
[1928.167] RIPCarcass: Nice
[1930.677] だいこん_: へーかなり特殊なルールだね
[1938.961] librabird: 一転飲まない戦い方
[1949.351] delinger723: シングルエリミ5先かなりメンタル来そう
[1951.644] itzRexGreen: man seems exhausted after that win
[1961.916] (S)黒猫くん: やあウメさん
[1973.102] masayan0618: なんか最近ずっとスーハー言ってないか？
[1980.800] ましゅダヨ: くみて、１時からだっけ？2時からだっけ？
[1988.044] kazumetal: 2時
[1989.264] v_harumi_v: 頭痛が辛いみたい
[1989.895] だいこん_: ｺｰﾎｰ
[1993.202] 新ころりん: 多分鼻炎で鼻詰まってるんじゃない？
[1995.404] (S)hoshi_boshi_0: クミテは選手リスペクト強く感じて好きだ
[1996.573] librabird: 花粉？
[2000.579] gondawaragon: こういう相手崩せなくて負けること多いわ
[2007.216] bikibiki999: 酸素不足で頭痛？
[2021.868] 3_dots: ２時からかな？
[2027.648] johndoe6523rp: 16人のシングルエリミの5先は結構長そうだ
[2039.519] ましゅダヨ: 2時か！まだ1時間以上あるのね
[2048.237] だいこん_: いやあ
[2053.759] maddy2623: ど真ん中ストレート来た
[2056.402] didier_macaroni: 長期戦になるね
[2107.105] shomarusan: 体調悪い時ってプレイが雑になるものなのかな
[2115.495] firefistdb: Kappa
[2115.889] だいこん_: うまい
[2119.809] オシュ: ミラーってウメさん一人ですか？
[2129.087] 新ころりん: 月曜日
[2131.138] カラメルキッチュ遊撃隊: 月曜です
[2131.687] v_harumi_v: そうだよー
[2133.224] 地球最弱を継ぐもの: もう月曜
[2133.693] gularain: うん
[2134.877] onupo: もう月です
[2135.494] (S)イエール: 日付変わって月曜日になったよ
[2135.668] taki1211: はい
[2135.829] だいこん_: もう月
[2137.583] fbhjkl: BibleThump
[2138.081] gyu_nyuu_pann: 日付超えて月曜
[2140.350] johndoe6523rp: ミラーはウメハラ、ハイタニ、ありけん、高木
[2142.221] yukarigham: ハイタニさんもミラーやるみたいだよ
[2143.258] Iurymax007: 2020Suspicious
[2143.595] 3_dots: もう寝なきゃ。。
[2144.952] (S)Hiclere: (もう寝ます・・・)
[2145.207] kazumetal: 一応タイムテーブルではグランドファイナルが10時ってなってるけどほんまにそんなに掛かるんかな
[2146.329] カラメルキッチュ遊撃隊: 夜勤っす
[2148.825] flytaka: flytaka subscribed at Tier 1. They've subscribed for 9 months, currently on a 7 month streak! 
[2153.053] gularain: ミラーみたいけど…
[2153.257] まろぷーちゃん: 余裕っす(寝ます( ˘ω˘ ) ｽﾔｧ…
[2158.424] v_harumi_v: ２時から見るのは、朝から予定ある人大変よ。
[2160.804] teruharu_: SabaPing
[2163.201] けろしま: どうしてそんなひどいこと言うの...
[2165.418] koudou3: なんならクミテはいつも押す
[2167.543] gyu_nyuu_pann: 普通に寝るよ
[2170.492] 3_dots: @flytaka yoooo 
[2171.656] 何も知らないジョンスノウ: ま～途中でねる
[2173.558] ともぱい: 今日明日有給取ってる人わりといるんじゃない？
[2174.957] 地球最弱を継ぐもの: 寝るまでみる…
[2182.162] gb_niconico: こんばんわー。ウメハラさん眠くないのか？
[2185.508] だいこん_: 眠くならないうちは観るけど完走はキツいかも
[2186.107] flytaka: @3_dots ayooo my man
[2186.357] kazumetal: 昼前くらいまで覚悟しとかないかんってコト！？
[2204.283] masayan0618: 仕事昼からやし眠くならなかったら見ようかな
[2207.721] 4bunny: ねむい
[2208.476] v_harumi_v: 何時くらいまでやるんだろ？
[2212.036] 3_dots: knxHAI
[2213.743] johndoe6523rp: 朝には終わらんと思うなあ
[2226.767] yokko009: 日本勢誰が出る？
[2238.247] teruharu_: 配信開いたまま寝て起きたらまた見ます
[2245.039] (S)hoshi_boshi_0: ボンちゃんガチくんときどひびき
[2248.625] kazumetal: 日本勢はボンちゃん、ガチくん、ときど、ひびき
[2255.857] twitchyarutch: ハイゲは２時間押したんでしょ？時間読むのは大変
[2256.557] (S)カブトシロ: 箸くれさん、サブスクありがとう御座います。今気付きました。
[2260.258] yokko009: ありがとう！
[2274.288] 三郎です: りゅうきちさん、負けてしまった…どんまい😉
[2292.834] gondawaragon: 息苦しい対戦やなぁ
[2293.094] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[2299.115] kazumetal: りゅうきちさんの相手のキンバリー強かったなぁ…
[2300.189] (S)hiroto93: umeNeko
[2302.344] satoshinosao: あぶねえ
[2310.852] bec118_japan: 負けたんだー
[2341.941] 三郎です: でもめっちゃいい勝負してましたよ！惜しかったです🥹
[2346.199] maddy2623: 起き攻めODとんおり強くない？
[2347.842] だいこん_: 硬直マジで短いなOD雷撃
[2358.546] Jordanlunas: throw drink daigosama
[2362.969] chin_bell_: ウメちゃんが使うとんおりキャラってユン以来？
[2365.226] gb_niconico: ジェイミー長く使ってますけど、少しの飽きは来てない？
[2367.944] kazumetal: 起き攻めOD雷撃はガチよな
[2368.821] pyamaaaa: ずばり優勝予想は？
[2369.506] delinger723: うめえ
[2371.871] yut7xot8: ウメさん、今日は日本がコクに涙した記念日ですよ
[2373.905] MrAJ1993: Nice
[2383.871] truthtwins: 軸にい負けたのか
[2388.882] 箸くれ: ひぐちのガイル強かったね
[2391.702] NaughtySenpai69: Wait is Daigo at RedBull Kumitee in New York?
[2406.782] kazumetal: ジェイミーもそうだけど対空からリターン取れるキャラやってて楽しい
[2409.588] Jordanlunas: daigo in jail
[2418.372] 3_dots: f
[2423.230] massi4h: He's sitting in his room playing Japanese ranked. Yup he's in NY
[2432.026] johndoe6523rp: 組手プレイイン優勝はネフュー。LCQ優勝したのはデュアルケビン
[2449.173] (S)hoshi_boshi_0: クミテ去年はまだスト6発売したばかりで日本勢軒並みやられちゃったけど、今回は仕上げてきてるだろうし活躍楽しみ！
[2458.977] spudas2k: how to do drive reversal?
[2478.531] Ganondorf_nulvi: Daigo at his home, could not go to red bull kumite bacause he was busy with beastcup
[2478.961] gb_niconico: ウメハラさんちょっと遠くを見てるように見えるが、お疲れモードではあるんかな。
