[14.222] (S)mimoru_385: wako
[103.064] (S)そふぃ3: わこらだ
[103.093] どくつる: わこらだ
[103.177] kurumi0108: radaoWakotu
[103.187] kohq_Loco: わこらだ
[103.195] chocopanda1003: わこらだ
[103.240] ひのした: radaoWakotu
[103.244] (S)merongo_1023: 逃がすか
[103.260] minachan77: わこらだ
[103.265] (S)kinugoshi_douhu: わこらだ 
[103.314] (S)s_i_i_a: わこらだ
[103.504] zono_2: わこらだ
[103.507] (S)samemeshark: radaoWakotu
[103.558] わわる: わこらだー
[103.720] (S)アララギ: アララギ subscribed at Tier 1. They've subscribed for 9 months, currently on a 8 month streak! わこらだ radaoWakotu
[103.793] mumadoo: わこらだ
[103.846] りっだぁ: わこらだ
[103.890] jamujamu_saiko: わこらだぁ
[103.917] jyuku0808: わこらだ
[104.039] nyakku0720: 逃げるなよ
[104.049] (S)koaremi_0305: わこらだー
[104.058] latte_21: わこらだ！
[104.067] yu_ra0111: わこらだ
[104.071] ayami120: わこらだ〜
[104.075] しゃけやろうﾊーﾄ: わこらだ
[104.490] (S)くろごま_: radaoWakotu
[104.525] 神崎立夏: 逃がさないからな
[104.541] (S)lee21211: わこらだ
[104.663] (S)はとむぎ147: わこらだ！
[104.892] kochacha27: わこらだ
[104.904] shirororororo08: わこらだ
[106.069] abc2645: わこ
[106.108] hatino_013: わこらだ
[106.139] toaru_pad_: わこらだ
[106.148] ますち: わこらだ
[106.151] ろいしぇ: わこらだ
[106.170] badrai_: なにこれ
[106.187] ushiogajpm: 他の人で申し訳ないけど、わいわいさんもやってましたね
[106.303] Ashley_AI: わこらだ
[106.316] mamo_tarou: radaoWakotu
[106.398] chima_tama: わこらだ
[106.427] fjrn_041: わこらだ
[106.484] 紗弥0926: radaoWakotu
[106.576] Qyumixu: わこらだ
[107.724] kara4ge: おもろそう
[107.736] re0mi1283: 無理だな
[107.792] てりふる49: わこらだ
[107.793] sinjinyori_ueno_stuff: この人ぽまえ？
[109.136] (S)ねっこむ: わこらだ
[109.154] tadanokirbyzuki: わこらだ
[109.183] rincho22: www
[109.202] (S)たゆう_はね: 鬼畜ゲー
[109.294] rina062: わこらだー
[109.324] (S)えりさ_: わこらだ！
[109.339] 1997kOOk: わこらだ
[109.361] tommy70314: わこらだ
[109.368] まみまる: radaoWakotu
[109.371] 白だょ: なにこれ？
[109.506] すたあぷらちな: なんのゲーム？
[109.532] shiorin0124: わこらだ
[109.553] ayunosioyaki0223: は？
[109.581] flyspeaker: わこ
[109.724] reirei256: わこらだ
[109.839] miki_15g: radaoWakotu
[109.894] acha0922: わこらだ
[109.913] (S)とうかこ: とうかこ subscribed with Prime. They've subscribed for 6 months, currently on a 6 month streak! わこらだ
[110.054] sii_411: わこらだ
[110.067] necozamurai: わこらだ
[110.091] asanomi_: うぇーい
[110.121] kyo_kaaa: radaoWakotu
[110.128] kumo3389: 逃がさないからな
[110.223] 栩木さと: わこらだ
[110.281] いぬ様: わこらだ！
[110.535] jt6jpagdtw: トイレそこ？
[110.681] unidonomori: もうやらずして逃げる？
[110.694] そらそうかな: ホラゲー？
[110.741] misora_0220: わこらだ
[110.761] sizukutya_ra: わこらだ！
[110.763] ソラ1936: わこらだ
[110.827] inmea: わこらだ〜
[110.993] nagi513: わこらだ〜
[111.353] (S)sjindoa: どんなやつ？
[111.574] 碧威: わこらだー
[111.878] runana_1123: わこらだ
[112.054] miiuura: miiuura subscribed at Tier 1. They've subscribed for 16 months, currently on a 2 month streak! ホラゲー？？
[112.469] itsu0000: わこらだ
[112.487] (S)ryotamk_2: わこらだ 
[112.532] pipu_bare: gutituNyoki
[112.578] ひまりまり: ほんとうかぁー？
[112.677] (S)そゆ: わこらだ
[112.686] (S)たりﾁｬﾝ: わこらだ
[112.686] kerukosu: わこらだ
[112.692] toraji125: わこらだ
[112.696] (S)たゆう_はね: は？
[112.705] pikakiraN: わこらだ！
[112.730] tanuki_pan: わこらだ 
[112.828] いっくん1218: わこらだ
[112.905] 消化器: は？
[112.906] 沙央: 逃げるな
[112.924] Ngoma503: わこらだ
[113.374] sabotennn: わこらだ
[113.385] sally1192: わこらだ
[113.466] nikoaba: わこらだ
[113.485] つなまる: つなまる subscribed at Tier 1. They've subscribed for 28 months! 
[113.487] ゴミ以下でごめん: 逃げるな4ね
[113.495] harikajune: わこらだ
[113.528] 狐日和2014: 逃がさんぞ
[113.637] (S)tsuM6G1_: 絶対w
[113.698] _ほたる_: わこらだ
[113.745] 湯とうふ: 逃がさん
[113.817] _イオ_: じゃあやるな
[113.896] (S)soukunww: soukunww subscribed with Prime. They've subscribed for 6 months, currently on a 1 month streak! 
[113.924] まぁし: わこらだ
[113.939] uchichan_p: 画質がおもろいゲーム確定で草
[114.028] さらだぜぃ: うわ
[114.059] 神崎立夏: ふむ
[114.067] karasudayou: わこらだぁ
[114.164] ねぎま__: わこらだ
[114.414] (S)otukana: otukana subscribed at Tier 1. They've subscribed for 8 months! わこつぼ
[114.634] rao25252: わこらだー
[115.565] 抹茶のゴルゴンゾーラ: 逃げなくなるまでやれ
[115.573] mijumaru_0228: わこらだ〜
[115.645] arasin2157: arasin2157 subscribed at Tier 1. They've subscribed for 20 months! わこらだ
[115.648] わかモ: わこらだぁ！
[115.651] flan_333: ポケモンやるの？
[115.696] 哀れな人の子: 恥ずかしくないの？
[115.744] 小トロ: わこらだ
[115.766] 17ititonana: 逃げるな
[115.770] ぶな_しめじ: わこらだ
[115.787] yakumo_higan: これホラゲ？
[115.797] asanomi_: BGM不吉だな
[115.832] mi_kareha: わこらだ
[115.840] rikari_1023: どんなやつ？
[115.852] charosenpai: radaoWakotu
[115.859] (S)けーつぐ: ホラー？
[115.962] (S)たゆう_はね: にげるな
[115.966] rincho22: ほらげ？
[116.056] sabakan317: radaoWakotu
[116.300] (S)ogapaka: 何が何でも逃さねぇからな
[116.409] (S)みりむ_423: わこらだ
[116.431] (S)空を翔: radaoWakotu
[116.783] ものかの: 絶対に逃がさない
[116.838] arumoa1406: わこらだ
[116.936] あしゅ_1127_: 逃がさない
[117.957] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[118.699] ちゃのすけ: なんこれ
[118.705] mimimi_016: わこらだー
[118.770] ちよび: 逃がさん
[118.859] nazu_7z: しがみついてやるからな
[118.912] sutera_917: わこらだ
[118.927] nun__00: にげるな
[118.941] りくがも: radaoWakotu
[118.986] akai_nea: わこらだ
[119.013] mirina017: わこらだ
[119.075] kaeru_r32: わこらだー
[119.115] mirumiru_h: なんで上からなんだよ
[119.116] maromaro4545: わこらだ
[119.136] さとううううう: おい
[119.191] oja_290: じゃあやめろ
[119.217] gorillameronpan: 逃げるな
[119.318] jun_ju_jun: radaoWakotu
[119.762] とんかつ食べたい: BGM怖い
[119.844] syi_____: わこらだ
[119.939] イモムシファザー: わこらだ
[119.959] yaaanagi_09: おい
[119.992] (S)オデち: わこらだ 逃がさないからな
[120.044] ugei0013: わこらだ
[120.051] (S)koronn1101: 逃さないぞ
[120.108] benisyake_ibuki: 草
[120.118] Hestia_R: わこらだー
[120.233] nikodesu_2525: 逃げても囲う
[120.345] totorini: わこらだー 
[120.612] kotobuki276: kotobuki276 subscribed at Tier 1. They've subscribed for 21 months! 
[120.652] SUMAsuuumaaa: どんなゲーム？
[120.777] のいたぬ: 卵系？
[120.834] ウブル: くさ
[121.178] くろこし: わこらだ 禿げたね
[121.251] カメムシ根絶し欲しい甘辛: 逃げるな
[121.404] tsuyuki77: ホラゲーなの？
[121.445] 2時半: どんなやつ？
[121.746] _いるる: わこらだ
[121.840] ｿﾙﾄ: 逃がさない
[121.955] maroni_kun: ホラー？
[121.980] kanon_nnn: わこらだ 
[121.997] aya_ramin: にがさねぇよー
[122.105] maaaaayu_p: maaaaayu_p subscribed at Tier 1. They've subscribed for 30 months! 
[122.168] tommy70314: 逃さないぞ
[122.241] しおおおおおおお: にがさん
[122.416] kokutou_reezun: わこらだ
[122.474] kairodi: わこらだ
[122.521] mizzsankei: わこらだ
[122.824] atuono: あらかじめ言い訳するな
[122.922] とおひ: わこらだ
[122.958] yume0215: わこらだ
[122.984] dky_i111027: わこらだ
[123.046] sinjinyori_ueno_stuff: ホラー？
[123.051] amacyann1: わこらだ
[123.065] nre0525: わこらだ
[123.073] nishina___: わこらだ
[123.156] hino__ki3: 逃がさないからな
[123.157] ポリばけつ: わこらだ
[123.250] amaebi_1008__: わこらだー
[123.428] nekoyorotto: わこらだ～～～
[123.462] とんかつ食べたい: なんのゲーム？？？
[123.686] t_fugu_0116: 逃げんなよ
[123.773] (S)レだん: 逃げんなよ
[123.890] kumo3389: 逃がさないからな逃がさないからな逃がさないからな
[124.013] syamuneb: わこらだー
[124.015] (S)sqku1255: ホラゲー？
[124.055] ぶな_しめじ: 逃がさん
[124.230] (S)duruduru911: シュールやな
[124.372] (S)akaihi: 逃げるな！卑怯者
[124.458] nattu__: 逃がさないよ
[124.459] (S)ウクレレ侍: わこらだ 
[124.619] 神崎立夏: 逃がすな囲めーー
[124.667] 金平糖_2525_: 怖い？
[124.757] yamato_otintin: 逃がすな
[124.816] (S)~MISSING_COMMENTER_INFO~: ~MISSING_MESSAGE_INFO~
[124.833] yuzu_0216: 逃げんな
[125.068] syumawok: にがさん
[125.131] 消化器: 何様だよ
[125.293] tarot2525: みてるぞ^_^
[125.319] さらだぜぃ: 逃げちゃダメだ逃げちゃダメだ逃げちゃダメだ
[125.354] hana1274: わこらだ
[125.356] coco_kcmtt: わこらだぁ
[125.379] latte_21: 逃がさないぞ
[125.419] kanatottsulo: わこらだ
[125.497] (S)ずーふり: 逃げてみろ
[125.503] rincho22: 逃がさん
[125.993] (S)~MISSING_COMMENTER_INFO~: ホラー？？？
[126.048] m08yui: radaoMidori
[126.054] kinote3: わこらだ
[126.220] (S)tsuM6G1_: なんで偉そうなん
[126.221] keren_fox: わこらだ
[126.238] (S)orio_1024: 逃げんな
[126.284] toufunogado: わこらだ
[126.310] arashihiroshi: 逃げたら穀す
[126.365] きなこあんみつ: わこらだ
[126.513] さとううううう: にげんな
[126.747] (S)遠坂いろは: わこらだ
[126.750] そるとはしお: 逃がさないんだからね
[126.794] happasan88: わこらだ
[126.939] (S)harudesuyooo: harudesuyooo subscribed with Prime. They've subscribed for 2 months, currently on a 1 month streak! なにこれ
[127.034] hino__ki3: わこらだ
[127.149] なるか3: 逃がさん
[127.290] panndaman1: 逃がさん
[127.290] amashiro_816: わこらだーー
[127.453] まみまる: 囲う
[127.525] (S)kotori_py: らっだぁさんの配信見ながら動画見させてもらってます
[127.598] (S)ナラ抹茶: 絶対に逃がさない
[127.656] (S)フランケン: じゃあやるな
[127.893] (S)えりさ_: どんなゲーム？
[128.094] (S)tomei0833: にげんな
[128.116] guuuuu27219: じゃあやるな
[128.121] uchichan_p: 逃げたらぽまえの家の冷蔵庫入るぞ
[128.269] saboten0527ratami: 絶対逃がさないよ
[128.503] 小トロ: 逃げるな
[128.506] gorillameronpan: 冷蔵庫行くからな
[128.705] cyaso_desu: どういうゲーム？
[128.712] tarot2525: にがさん
[128.728] 僕のこと: わこらだー
[128.737] dannbelll: わこらだ
[128.891] (S)うがら: 逃げていいよ
[128.914] a_o3o1_m: わこらだ
[129.036] nacha_86: わこらだ
[129.157] karin_1127: 逃がさない
[129.164] shilva_0: わこらだ〜
[129.272] makaroni_78: わこらだ
[129.381] 白だょ: にげんな
[129.396] ちいさん113: chixy113 subscribed at Tier 1. They've subscribed for 21 months! 
[129.469] under_tow: どうゆうゲーム？
[129.476] アオぶる: わこつ
[129.517] ath_yeu: ホラーなの？
[129.939] (S)rosemary0920: 逃がさん
[129.940] soulreiz: わこらだ
[129.982] sh1on_r01: わこらだ
[130.125] つるつれつね: これトイレ？
[130.160] ねこねこお嬢: わこらだ
[130.161] milk__lemon: にげんな
[130.176] dolly_7: 絶対逃がさん
[130.182] kohakuu1123: わこらだ
[130.190] hakusei11124: 逃げるな
[130.261] (S)ゆきゆた: 逃さねーぞ
[130.334] 咲良ただのおたくちゃん: 逃がさねぇからな
[130.353] ahopontan_: わこらだ
[130.354] miku_0427: 保険
[130.402] nazu_7z: しがみつくぞ
[130.445] bacon2180: 逃げれると思うな
[130.769] (S)roy_rag: radaoWakotu
[130.846] f_erick: 逃げんな
[130.885] apepan_0117_: にげるな
[130.933] ぴなむ: ぴなむ subscribed at Tier 3. They've subscribed for 28 months! radaoWakotu
[131.107] (S)merongo_1023: 延々と言い続けてやる
[131.301] もふもん: ツンデレ？
[131.369] ナリー19: radaoWakotu
[131.504] くろやぎちゃん: わこらだ
[131.534] toro3375: 囲え
[131.696] ぺるんな: わこらだ
[131.740] nonsugar017: わこらだ
[131.815] fuuchino: なにこれ
[131.871] ayunosioyaki0223: 弱くなったな
[131.921] (S)pao_pink_: ホラーゲーム？
[132.054] kuratuti: わこらだ
[132.069] 朝の紅茶: ホラー？
[132.128] (S)aya_ksar: 何ゲーなん？
[132.146] ときいろ: とき色 subscribed at Tier 1. They've subscribed for 27 months, currently on a 27 month streak! これからもサブスク続けること目標に働きます
[132.628] maguro_tunakann: にがさん
[132.638] さたさた: radaoWakotu
[132.657] monesama1218: 逃げるな
[132.742] うどん13: わこらだ
[132.831] dky_i111027: 逃がさんぞ
[132.871] 鯉々: どんなことをしてでも逃がさないからな
[133.108] 0zero029: 逃がさないからな
[133.175] (S)ruupi0312: わこらだ
[133.270] そらあま: わこらだ
[133.513] airo_0202: 追うぞ
[133.564] magurodukushi: なんで逃げる前提なの
[133.817] maromaro4545: 逃げる(宣言)
[134.047] nikoaba: 逃げたら許さん
[134.072] (S)amasechan_: amasechan_ subscribed at Tier 1. They've subscribed for 11 months, currently on a 11 month streak! 
[134.208] nanamitomousu: なにこれほらげ？？？？
[134.315] surusur: わこらだー！
[134.435] (S)mire_mire_: 誰様だよ
[134.532] mikan_san: 逃げるな逃げるな逃げるな逃げるな逃げるな逃げるな逃げるな逃げるな
[134.598] Hamutyaro_126: じゃあ、おいかける
[134.634] 紗弥0926: 逃げんな
[134.658] yumead: なんで上からなん
[134.776] (S)そふぃ3: 死ぬまでついて行くぞ
[134.798] rincho22: しがみついてやる
[134.798] (S)ryotamk_2: 地獄の果まで追いかける
[135.056] (S)やさお: わこらだ
[135.072] a__res: 炭治郎が切れるぞ
[135.273] satou_036: なにこれ
[135.302] Kimirucha: わこらだ
[135.334] みずい1472: なんだこれは
[135.426] (S)s_i_i_a: 壺から逃げるな
[135.787] mimipaadesu0428: ホラゲー？
[135.978] あんんん: わこらだー
[136.018] (S)sqku1255: どんなゲームなの？
[136.359] ぶな_しめじ: どんなゲームか分からんけど逃がさん
[136.387] rito1725: わこらだ
[136.542] しぺぺぺ: にげるなぁーーー！ひきょーーぅものぉぉー！
[136.577] みかんの佃煮: 逃さんぞ
[136.601] 海月蛍: わこらだ
[136.691] ruringo14: わこらだ〜
[136.839] namaeha_madanai_: 見るからに神ゲー
[136.930] (S)星之宮ゆめと: radaoWakotu
[137.057] syumawok: 逃げれるもんなら逃げてみろ
[137.545] mikan_san: あ
[137.607] en07nn: ホラゲー？
[137.788] ma___ti: わこらだ
[137.790] shiroa1019: ホラゲーなの？？
[137.795] (S)まなえ: お前はもう包囲されている
[137.841] とまとかれー: 逃げるな
[137.887] (S)xxkaexx: トイレ？
[138.091] protea7: わこらだ、なにこれ
[138.092] ssnyzk: つぼね
[138.129] 塩辛食べたい: ニガサナイ
[138.220] zratrni: わこらだー
[138.260] nanadefo: リスナーで包囲網作るよ？
[138.349] tarot2525: 玄関行くぞ
[138.352] mikan0128: 逃げたらそこでゲーム実況終了ですよ？
[138.430] NanohAaaaa__: ホラゲー？
[138.499] (S)sapichaaan: どんなゲーム？
[138.679] 2knekoo: わこらだ
[138.718] ruu_ha: あ
[138.857] (S)hendaizard: radaoWakotu
[138.891] ayunosioyaki0223: はい
[138.912] waraashi: 逃げるな
[139.086] amashiro_816: なつい
[139.097] yamato_otintin: 虫かごに入れてやる
[139.133] hood_kun: あ
[139.287] (S)cloverya: 逃げるな連投コメするぞ
[139.343] 朝の紅茶: あーーーー
[139.359] あしゅ_1127_: 冷蔵庫入りいくからね
[139.385] ゆるっ: やりたいんだろ
[139.401] (S)~MISSING_COMMENTER_INFO~: ホラーなのー？？？
[139.412] hondachaan: わこらだ
[139.567] harugasaku: わこらだ
[139.567] アーユン: あー
[139.742] benisyake_ibuki: 追う
[139.881] 咲良ただのおたくちゃん: あー
[139.933] ぬてーら: わこ
[141.164] maguro_tunakann: あったねー
[141.212] 消化器: あ
[141.235] どなつ: わこらだ
[141.324] hctopascal: わこらだ
[141.329] アステール: わこらだ
[141.371] moxv0325: これなあに？
[141.383] nishina___: ああ…
[141.384] すいぺりあ: はい
[141.511] minto13579: はいはい
[141.574] みずい1472: なんだこれは？www
[141.605] れもねーどー: 懐かしい
[141.616] (S)kuensa: 捕まえた
[141.696] けい介: あ
[141.716] 6atorokunen6: どんなやつー？
[141.725] れぢくす: わこらだ
[141.732] 0秒: あー
[141.842] chun_taro2004: はい
[141.868] osato9654: またひとつ墓が増えるわ
[142.130] cocona_1111: わこらだー
[142.240] cyaso_desu: あー
[142.346] 沙央: うわ
[142.365] バナナ民: わこらだ
[142.372] momo_0623: あれね
[142.373] (S)ごみぱ: あー
[142.387] スタフィックシヴ: あーーーw
[142.427] shapu_meg: 察した
[142.581] (S)merongo_1023: あー
