[33.317] arare_1567: こんこんこん
[2586.430] zenosc9: リュウは古臭い地上戦やれってことぉ！？
[2587.847] aki5568: 速さが違う・・・・
[2588.137] (S)yuan_81: たかしよぉ
[2588.411] モドキ: たかしは…
[2591.828] yaaun: これマスター帯からめっちゃやられるようになった
[2594.089] lucky7404: これは波動と違う弱点の部分ね
[2598.338] (S)hal_247: ラッシュ関連はたかしのままだから…
[2598.790] (S)ルミナ_: マリーザでも確定しますか？
[2603.875] lafeli__: ラッシュは仕込みですか？
[2604.306] tkgnotamago: 馬力が違いますよ
[2605.184] (S)鉄板: たかしのラッシュ…
[2616.984] warotyphoon: リュウは弾撃ちで勝て
[2620.255] (S)yuan_81: あるある
[2620.935] udonsuki: これはジャスパ取れたら勝手にラッシュしてくれる？
[2623.093] gokoussgss: たかしはベガ見習って…
[2623.731] hakkkkk___: それは知らなかった
[2624.683] けけ瀬戸内モンスターズ: パリィに仕込んでジャストなら走るって感じですか？
[2625.698] モドキ: キャラ限対策？
[2626.016] lucky7404: じゃあ弾見たら入れ込んで良いんだ
[2626.536] kimagure444: なお
[2626.742] TOUMA_TAKA: これラッシュ入れ込みでええんや
[2629.223] (S)しゅがーすたー: はえー！
[2629.961] (S)yuan_81: まじか
[2632.813] 吉田じんぎ: 小技始動やっす
[2635.127] まっとですけど: リュウはジャスパSA1でなんとかなって欲しいけど調べてないからわからん
[2635.127] iiwakehito_sion: 意外と硬直が長いっていう
[2635.251] yaaun: ルークの弾は硬直長いんよなあ
[2635.750] neon_sign__: うまーくできてんなぁ
[2638.313] ﾏｶさん: へー
[2646.292] zoykun: 中級者にも練習ポイントだ
[2647.656] lucky7404: いいね
[2648.799] acis3983: おー
[2653.109] udonsuki: すっげええええ
[2653.860] こがや: 練習はしている、しているんだ…
[2654.044] tomato_sinpu: おお～！
[2657.792] くりっくん: なるほど
[2658.318] お酢プレイ: あー中はジャスパじゃなければ漏れないのか
[2663.945] TOUMA_TAKA: これ知らなんだ
[2691.933] yukimax5819: ガチくんくっそ上手いこれ
[2695.000] (S)高級食材ふかひれ: はい。
[2695.320] (S)shi_a__: 無理ですw
[2696.420] toto3210119: 差
[2699.120] モドキ: その弾パリィからのラッシュは、ルーク以外に使えたりしますか？
[2699.625] (S)鉄板: キャラ差ってやつだ
[2700.105] (S)yuan_81: ww
[2700.625] リン5: リュウ 
[2701.296] ゆるっさん: 目をそらすな！
[2701.512] tkgnotamago: かなしい
[2701.892] リオ753: かなしいなぁ
[2703.234] dorinkuhoru: しゃーねー
[2703.835] yaaun: しゃーなし
[2704.099] hakkkkk___: うーん格差
[2704.403] lucky7404: 不利だ
[2704.729] Rolling_Dog: 忌憚のない意見ってやつッス
[2708.641] tomato_sinpu: リュウ...
[2708.700] TOUMA_TAKA: まぁこればっかりは
[2708.915] iiwakehito_sion: マノンみたいに大Kとか長いキャラはジャスパからパニカン取れること自体はあるね
[2710.494] (S)ルミナ_: ;;
[2710.756] chanta023: どうしたのかな～？
[2711.241] zenosc9: どーしたのかなー？やれんのー？ｗ
[2714.527] sasimimaru: 笑ってしまったw
[2714.707] zackz_fair: どうしようもない差ってやつですか
[2714.831] お酢プレイ: ラーメン屋さん…
[2719.858] neon_sign__: ルーク「やれんのぉ？（煽）」
[2720.157] hawawawawawa: スト６のタグ付いてる？？
[2723.269] tsuvaki214: どこまで遅いとあかんのかな
[2727.158] くりっくん: たかし...
[2730.542] よぞらかげ: キャラ差
[2732.135] udonsuki: 話が早い
[2736.265] zoykun: ベガもラッシュ速そうだから良かった
[2737.670] かききしし: マ、ノン
[2737.855] (S)hal_247: 突進技で代用出来たりしますかね？
[2738.263] (S)shi_a__: 無理なところを無理って言ってもらえるのも助かる
[2751.639] リン5: ベガの初速早いんかな
[2755.806] (S)mix_camp: マノンは中デガジェ入れ込み？現実的じゃない？
[2757.906] (S)ルミナ_: ファランクスするか
[2759.894] モドキ: ルーク以外の弾キャラにそのラッシュ使えますか？
[2778.705] tokon4mi: ルークのコンボをタックルで締めてくるのは何故ですか？
[2789.690] TOUMA_TAKA: これ投げ入れ込んじゃってぐちゃぐちゃにされる
[2843.045] こすもどりっぷ: 小パ一発確認できる奴は人間じゃねぇ
[2846.202] hakkkkk___: 刻みに対してパリィは他キャラでも使えるのが良い
[2849.123] zenosc9: 小技2発目のジャスパ、たまにできるようになって勝率あがった 気がする
[2860.333] lafeli__: これも強龍尾とかも一緒ですか
[2866.889] lucky7404: 小技ジャスパマジで強い
[2885.196] (S)mix_camp: 中級者でそれやってたら格ゲーおじが喜びますか？
[2915.102] char1iebr0wn: 走ることでパニカンを回避していくぅ
[2920.540] zenosc9: パニカン投げだけは避けれる
[2924.929] こがや: これ練習しなきゃ
[2934.703] まっとですけど: どぐらさんその辺サボらんやつね
[2937.184] frost_0275: ラッシュ仕込んでおくことで事前に防止するのか、、、
[2941.720] hakkkkk___: これはまじで練習する価値あるけど難しいんよな
[2961.226] iiwakehito_sion: 絶対不利なんだよね小技基本は
[2964.973] isuminoa: そもそも当て投げ自体弱い
[2970.054] lucky7404: そもそもね
[2973.479] よぞらかげ: 連キャン関係なく？
[2983.426] char1iebr0wn: ラッシュ打撃直ならともかくそのあとのあて投げはね
[2984.285] 無知全一: 連キャンでわってくるじゃんねぇ
[2984.311] lucky7404: さも有利かのように当て投げするもんねw
[2988.610] zenosc9: 投げ一点読みで暴れるならバクステの方がリターン高いのかしら
[2999.934] (S)コムコムぽん: 教えた人が２段目ジャスパやってたらコーチがふおおおおってなりそう
[3000.160] まっとですけど: 連キャンのおかげで読み合いになってるけど、基本はマイナスなのよね
[3006.788] のねむ: 待ってルーク今のコパカウンター中パン繋がらんの？
[3031.554] hakkkkk___: いや繋がるはず
[3037.159] iiwakehito_sion: 2発くらいガードしたら暴れていいはどこかで見た
[3067.386] まっとですけど: コパカウンター2中Pは距離によって繋がりにくくなったはず
[3069.552] lucky7404: こういうやり得ムーブもっと欲しい
[3075.922] iron_grape: コパ投げには後ろ歩きでも良いケースありますがイマイチですか？
[3079.878] charyu10: すいません。連キャンってなんですか？
[3081.866] 激動のマタドール: コパコパ投げをファジーコパンで潰そうとしたらコパン→中パンとかに負ける？
[3082.395] (S)高級食材ふかひれ: ぼったくってきてるってイメージで大丈夫です？
[3095.827] こがや: 選択の整理になります、感謝です
[3097.461] (S)コムコムぽん: 連打キャンセルだった気がする
[3117.063] (S)いわたん_: 立ち弱にもつながったりするのも一応連キャン？
[3122.556] TOUMA_TAKA: 同じ技を同じ技で硬直消してるって意味でいい？
[3137.865] lucky7404: 厳密に言うと読み合いになってないのね？
[3144.567] zenosc9: キャミィが強い理由の一つ
[3154.640] (S)高級食材ふかひれ: なるほど回答ありがとうございます
[3164.138] 吉田じんぎ: DJキャミイ春麗にコパンは硬直短いから展開早すぎる
[3178.737] char1iebr0wn: 差し替えしの形
[3179.317] tokon4mi: めちゃやられる
[3206.705] (S)麦の人: 何か空ぶらないかなーで置いてる感じですか
[3217.069] udonsuki: ファジーってやり得じゃないんや
[3224.595] gentarousdm: リュウ対策てどこにもないんですけど、リュウ軽視されてます？
[3230.496] (S)ルミナ_: Ｗ
[3236.722] こがや: けっこう弱攻撃の連キャンわからない方いる香りがする
[3250.317] char1iebr0wn: 差し替えしの形vs差し替えし
[3265.759] char1iebr0wn: あるある
[3267.871] 激動のマタドール: ここでの後ろ歩きで中足ガードするタイミングでのしゃがみむず過ぎるよー
[3272.131] zenosc9: これ癖になると飛びがまー刺さること
[3273.452] fkmen: こんばんは、スト5の時にみたいにシーズン1座談会って期待していいですか？
[3274.630] isuminoa: めっちゃあるある
[3277.791] (S)鉄板: めっちゃよくやるわこれ
[3289.597] lucky7404: コパンだけで烈火拳！？！？
[3316.288] acis3983: クラッシュザクラッシュ
[3322.388] tokon4mi: 下がるってことは立って下段貰うリスクは高いですか？
[3326.682] (S)鉄板: まめスパここまで動画よろしくな
[3341.136] char1iebr0wn: ｶｸｶｸ
[3344.381] udonsuki: あーもうきついっす
[3362.229] まっとですけど: その辺出来てねえんだよなー
[3366.578] 六角橋アキ: ヘコヘコしながら下がる癖ついたら防御力アップしました
[3368.667] isuminoa: 格ゲーマーがカクカクする理由
[3377.418] こがや: スト６解像度が上がっていく
[3407.992] char1iebr0wn: 上手ねぇ
[3422.296] ぎめい: やってると偉い系の技術だ
[3427.094] naryuhama: ムズイんじゃ！
[3428.853] char1iebr0wn: ｗ
[3430.279] タイザン: くらっとるで
[3434.314] zoykun: お、おう・・・
[3437.499] (S)高級食材ふかひれ: ｗ
[3437.803] (S)麦の人: 理屈ではわかってても難しいんですよねこれw
[3441.252] OldTypeOji: 完全に仕込んだネタやんけｗ
[3445.589] char1iebr0wn: 完二きたな
[3451.516] (S)鉄板: むずいんじゃ！
[3455.754] (S)コムコムぽん: 前歩き投げ来た
[3463.755] udonsuki: 強い人こんなにファジー入力してんの
[3470.790] ねこ助さん: 歩き遅いキャラだとこの辺りどうされてますか？
[3470.859] 激動のマタドール: これまーじでむずい
[3475.351] 六角橋アキ: これ相手の対の択って、前歩き長め投げですか？
[3479.255] まっとですけど: むずい
[3485.629] pandaman7326: これも後ろ歩きが遅いキャラクターはできなかったりするんですか？
[3494.845] スキャンダルやまだ: なんでこの見た目が下段でエドの中kは上段なんですかね....
[3497.031] TOUMA_TAKA: これされたら下がるってトレモで焼きつければなんとかなる？
[3505.850] (S)ルミナ_: かなしみ
[3508.257] えふみつ: プロは無意識に近いレベルでこんなこと考えてプレイしてるんか
[3508.917] リオ753: oh...
[3509.901] ep1018: 鉄拳パッチノート確認終わった感じです？
[3510.133] (S)船曳鷹青: つまり、相手がへたくそで余分に前歩いてると読みが半回転しちゃう…？
[3510.149] jotbolt: 初心者なんですがケンの上下の蹴りで端から抜け出せなくて詰んでます
[3519.782] MaedaBaison: 足が速いは正義
[3522.140] (S)ルミナ_: やっぱりそうなるんですねえ
[3528.282] (S)コムコムぽん: あと投げ間合いが広い相手だと出来なかったりしますね
[3530.221] のってる: 春麗は後ろ歩き早すぎてナーフされたね
[3549.531] のねむ: 格ゲーって防御テク覚えるのが一番レート上がるように見える
[3549.743] lucky7404: 逆に言うと歩きが早いはめちゃくちゃ強いんやね
[3559.064] iron_grape: 前歩きたくねぇ～怖ぇ～
[3559.309] isuminoa: 豪鬼にガン下がりされてスカされると萎える～
[3561.388] ebidondon: 話題のザンギ対策はありますか？
[3571.264] モドキ: 今作のガイル歩きとバクステ遅すぎてキツイ
[3577.148] TOUMA_TAKA: どんなゲームでも機動力って大事なんやな
[3585.864] 激動のマタドール: やっぱ細かく後ろ下がりしゃがみは実質やり得よね？
[3588.184] ep1018: ありがとうパリィ時間増加
[3589.169] モドキ: 豪鬼つっよ
[3595.363] pandaman7326: ああっ
[3606.241] (S)高級食材ふかひれ: このおっさん足腰鍛えすぎだろ…
[3607.237] char1iebr0wn: osso
[3607.247] 激動のマタドール: ここチュンリーめっちゃ恩恵あるよなー
[3607.989] naryuhama: おっせぇ！
[3608.416] モドキ: ダル
[3609.981] (S)やぎう氏: おっそ
[3610.544] lafeli__: おっそ
[3610.577] ゆるっさん: じじいか？
[3610.857] まっとですけど: おっそ
[3616.939] iron_grape: ヨガ前歩き
[3617.002] ebidondon: wwwwww
[3618.056] TOUMA_TAKA: のそのそかわいい
[3620.723] MaedaBaison: 腕伸ばさんかい！
[3622.367] naryuhama: 怪我してんのかジジイ！
[3625.493] (S)やぎう氏: じじいのションベンみたいな歩き
[3629.216] isuminoa: ダルシムは手足伸びるからさー
[3629.239] (S)高カロリー豆腐マン: やる気あるのか！
[3655.174] のねむ: 豪鬼はジジイでも足腰元気なのに
[3658.563] naryuhama: 速いはパワー
[3659.815] (S)ルミナ_: だからキャミィはつよいとされてる？
