[29.783] yatomn55: うす
[4813.627] str_ao: てかvaxeeのnp01wlもいいぞ
[4814.331] pudding229: ｗｗｗ
[4814.409] あとらすです: wwwwwwwww
[4814.824] きつね__: ｗｗｗ
[4815.633] 420Raiden: w
[4815.906] 田中ヶ: WWWWWWWWWWWW
[4816.147] reu2501: うん
[4816.284] carefreed: 配信初心者？
[4816.632] (S)davichan029: wwwww
[4818.252] どす: BGMあったんだ
[4818.646] あぷあぷえる: wwwwwwwwwwww
[4818.679] kinggg_13: 無音だった
[4820.087] とうぶんかた: 耳悪かったんか？
[4820.679] pokpokpink: おーん
[4824.893] pudding229: ずっと無音だったぞｗ
[4825.565] 柊悠ト: （笑）
[4826.446] レフトハンド: なんやて！？
[4828.137] とっしーです_: BGMあったんやｗ
[4828.355] かつお1: そのマウスはカエデとエースが使ってるよな
[4830.034] yuinanooo: 1時間20分間無音wwwww
[4832.461] str_ao: これレビューじゃなくて開封動画だぞ
[4834.984] リビングデッドの呼び声: まともな商品説明白のthornの方でレビューしてるよ
[4837.327] イケザエライダ: もぅマジ無理…
[4848.546] アズリッド: ＡＩ歌の素材にされちゃう
[4851.241] kyo_1234: BGM流してたんだw
[4854.486] 末期3: ださいやつねｗ
[4854.588] 9cf7o8uyt: ドングルダサすぎる
[4856.676] reu2501: ワイヤレスの個々の部分、まじでなくす
[4857.424] とっしーです_: この届きたてのマウスのつやつや感まじで毎回テンション上がる
[4858.147] lion_oo6: フナティックマウス買いますか
[4863.778] str_ao: 今は普通のドングルある
[4869.516] (S)venven8: めっちゃかわいいじゃん
[4869.784] yuzupondering: 持ちやすそう
[4872.719] かむみそ: マウスはm42w使ってるけどちっさくて使いやすい
[4880.555] reu2501: 関西なまり
[4889.517] yusei0304: eloshapesっていうサイトおすすめ！マウスのサイズ比較ができるサイト！
[4919.987] ちくわの穴0829: M42いいよね、使いやすい
[4920.585] とうぶんかた: 敏感なやつにも優しいレビュー
[4922.704] kiss_4632: 10代の悩み
[4925.847] a5bannnn: オレンジええやん買お
[4927.690] str_ao: 結構違うぞ
[4930.870] かつお1: そーんなんや
[4937.766] アズリッド: ハーフエルゴ
[4939.011] (S)davichan029: thornなんや
[4939.200] reu2501: わいぞうはきもい
[4939.410] Hemingwayyo: マットなオレンジいいな
[4945.981] sakata_desu: 最近出たvaxee xe-s気になる
[4948.393] str_ao: waizowlな
[4952.751] weeeeed: でもあれ重い
[4955.359] エラーごめん: 横文字かっこえ
[4955.985] がぶ_がぶ: 🦉
[4974.403] str_ao: 低いエルゴがいいならnp01
[4982.692] siona7: w
[4984.978] アズリッド: ｗｗｗ
[4985.057] とうぶんかた: 変態
[4985.414] mizuki_96mi: ｗｗｗｗｗｗ
[4985.643] あぷあぷえる: www
[4986.595] とっしーです_: NP-01sまじで最高や
[4989.608] (S)davichan029: たしかにｗ
[4990.756] アズリッド: マウスの変態
[4997.644] str_ao: ミオニはnp01大好きなんよ
[5001.325] あぷあぷえる: デザイン良いな
[5006.660] xos_83: out set ax は？
[5009.506] kotatsucoolerohutonn: 殆どの場合背の高いエルゴの方がいいよ
[5016.486] yrsk3: 初めてのマウスthornだけどいいよ、相対評価じゃないけど
[5017.064] じきさん: FNS THORNのやつホイールが弱いって聞いてやめたんよな
[5017.514] とっしーです_: わからんて
[5017.575] carefreed: ７０３好きだったなぁ
[5024.129] チンゲマリファナ: なんもわからん
[5030.747] yusei0304: PM1好きなんだよな
[5033.464] (S)96san_788: w
[5033.511] (S)davichan029: 703なう
[5035.406] 1jz_o: w
[5036.312] goc_tuyuu: np-01s以外使えない体になった
[5038.076] (S)96san_788: ras
[5038.504] reu2501: ７０３アンチ
[5043.689] とっしーです_: 703アンチ動画だった
[5045.658] アズリッド: もう手の形が７０３になってるんやろ
[5045.973] pudding229: ロジはG703の軽量版出してくれ
[5046.479] とうぶんかた: rasさんとか703だっけ
[5048.155] kotatsucoolerohutonn: よっぽど手が小さいとかじゃなけりゃ
[5050.810] レフトハンド: その形が合う人もいる
[5051.130] 成宮なり: 白買ってドングル込みで18000したからFNCエディションは賢い
[5052.675] あぷあぷえる: 703は壊れやすい
[5053.261] (S)davichan029: たしかに変ではある703
[5053.934] sakata_desu: pulsar x3出るけど形703だったよ
[5055.166] (S)96san_788: wwww
[5055.308] まっちょ君: 703はいいマウス
[5055.495] almighty_tsune: ７０３が一番安かったから買った
[5058.088] かむみそ: 全くそう思わない
[5058.531] barceowl: w
[5060.162] MrET507: 多分手のひらの形がくぼんでる人に合う
[5060.380] hagane_208: Rasキッズだよ
[5061.392] るあぎあ: ｗｗｗ
[5061.640] fkc_lemond: https://devicearmoury.com/products/waizowl-%E3%83%AF%E3%82%A4%E3%82%BA%E3%82%AA%E3%83%BC%E3%83%AB-ogm-pro-%E5%A2%A8%E7%BE%BD
[5061.847] alk0_55555: VXER1やろ
[5062.002] jigowattt: www
[5062.424] ayciy: w
[5063.294] witrare_sk: 703信者🐮✋にょっす
[5063.324] kiki00333: w
[5065.198] rimsy31: 全くそう思わないw
[5072.572] kotatsucoolerohutonn: 小さい人が多いから日本のレビューは偏るよね
[5074.734] (S)venven8: 白もいい
[5077.848] Aug_Leaf: 703安いから買ったわｗ
[5088.741] べりべりべり: 案件配信だからいいことしか言わなそうやな
[5094.465] EZPZ_FAZE: thornちょっとでかい
[5100.192] siona7: 703からdeathadderに変えたけど703重すぎてもう握れない
[5102.731] じきさん: 少し高いけどRAZERのデスアダーV3も気になる
[5104.242] reu2501: 女の子みたいな手してんな
[5118.990] sakata_desu: ソーン握ったけど縦が意外とコンパクトに感じてクソ握りやすかったわ
[5130.138] べりべりべり: 自分で握ってみないとわかんね
[5131.391] yuzupondering: 結局人による
[5140.710] yusei0304: そーん
[5154.101] WtYnT: 遊び
[5154.898] レフトハンド: スイッチが反応するまでの距離？
[5155.108] (S)davichan029: マウスは個人差デカそうやな
[5156.292] アズリッド: バスケで３歩以上あるくやつ
[5156.431] reu2501: 楽天トラベルしか知らねえや
[5156.949] あとらすです: カチってなるまでの遊び
[5160.117] じきさん: 持ち感は人それぞれだけどホイールの弱さとかは結構メーカーによってある
[5165.157] kakinotaneo1212: thorn結構触れる店多い
[5168.405] yusei0304: Thornマウス置き直したりすると右クリック誤爆するんだよな
[5175.479] 成宮なり: クリックまでの余裕
[5175.732] mizuki_96mi: 703はgpro買えないやつが買ってるイメージ
[5176.449] wabisabeaf: クリックが反応するまでに押し込む距離
[5180.215] carefreed: やっぱり耐久性重要よな
[5180.463] fkc_lemond: ワイズオールのリンクはっときますhttps://devicearmoury.com/products/waizowl-%E3%83%AF%E3%82%A4%E3%82%BA%E3%82%AA%E3%83%BC%E3%83%AB-ogm-pro-%E5%A2%A8%E7%BE%BD
[5188.740] じきさん: あとはクリックの浅さとか音のデカさとか
[5191.538] 成宮なり: @yusei0304 わかる
[5193.177] edomeeeee: エルゴがいいの？
[5194.648] kotatsucoolerohutonn: 1年使ってるけど壊れてないよ
[5202.819] 末期3: 一年ちょっと使ってるけど全然平気
[5219.707] yusei0304: PM1は左クリック誤爆するし、Thornは右クリック誤爆する
[5228.246] わもん: ちなみに小森めとはLamzu ThornとGPRO使ってるぞ
[5230.774] じきさん: G proだとホイール押し込み多用してるとすぐ壊れるんよな
[5240.041] (S)venven8: 指綺麗やな〜
[5243.673] mayuge2617: オーナー、apex部門発見やばいねん、
[5249.449] (S)96san_788: お
[5253.839] carefreed: GONぬ
[5254.592] Mainyu55: aaceはthornだぞ
[5255.296] あとらすです: あ
[5260.193] ぺてぃっと777: 語るねぇ
[5260.460] yuzupondering: ｗｗ
[5262.739] weeeeed: www
[5262.765] あーるびーい: わかんねーよ
[5266.025] kotatsucoolerohutonn: www.
[5269.896] じきさん: ポーリングレート4000Hz今流行りだね
[5271.525] kachitoma: 人、権
[5278.886] _びすけっと_: gonsanvlResai
[5280.098] reu2501: でもプロは８００HZだよ
[5284.020] 成宮なり: 感じれるかは個体差ある
[5288.018] アズリッド: ゲームによって対応してないけどね
[5293.438] reu2501: あ
[5294.685] carefreed: 言うねぇ
[5295.829] みりたこファン: もう1年前くらいかそれ
[5301.599] hatatv: モスキート音
[5306.968] どす: わかんない
[5307.265] (S)96san_788: もってないｗ
[5307.741] カノぴー: わからん
[5309.399] じきさん: 実際でも重さと、ワイヤレスだと充電の減りバカ早いよ
[5315.557] lion_oo6: モスキート理論
[5316.429] yusei0304: PCスペックにもよるんだよね
[5316.832] Mainyu55: なんとなく当たりやすい感はあった
[5317.158] はなわれ: 4000Hzにしてヌルヌルになったと思ってたら1000Hzのままだったことある
[5319.266] goc_tuyuu: わかる
[5323.740] りおいおり226: 使わんからわからん
[5324.102] レフトハンド: モニターの次はマウス
[5325.249] kotatsucoolerohutonn: www.
[5326.202] reu2501: guguB
[5327.296] 420Raiden: BibleThump
[5328.436] (S)davichan029: ｗｗｗｗｗｗｗ
[5330.104] きつね__: BibleThump
[5331.607] Mainyu55: でも充電の減り速すぎてクソ
[5331.655] カノぴー: いうねぇ
[5331.856] (S)96san_788: やっぱ８０００じゃね？
[5337.160] yuzupondering: じじいは4000じゃなくていいｗ
[5343.316] (S)ゆにおん12: こんちゃ
[5344.748] str_ao: 体感できるできない関係なく少しでもデバイスで勝てる可能性高いから買う
[5364.833] reu2501: ５００ｈｚもプロいるけどなぁ
[5378.538] じきさん: ひとまず充電の耐久性とスペックの処理が楽になったら4000Hz常用したいけどなー
[5380.255] carefreed: 充電持ちが課題か
[5380.537] veludo096148: 誰かブラインドテスト企画やってくれないかな
[5381.664] アズリッド: ヴァロは絶対関係ありそう
[5381.694] kinggg_13: 充電の減りがネックだよね
[5383.690] かつお1: Valorant部門の人に感想聞いてみよう
[5385.243] シティズンの鑑: ボドカさん。ムラッシュゲーミング応援してるって本当ですか？
[5386.638] okouu_: gproホイール壊れすぎ
[5389.943] レフトハンド: 今軽くないといかんからバッテリー積みにくいわな
[5390.886] 月藤藍: そんな寿命短いん？
[5392.115] EZPZ_FAZE: fps60と240分らんかったしどれも一緒だと思う
[5392.803] barceowl: バッテリーが進化しない限り無理
[5394.190] (S)イナムドゥチ: そしたら重量おもくなるんだろうな
[5401.669] fkc_lemond: そっちのほうが遅延が減るだけ
[5403.477] じきさん: DPIとポーリングレートは別？
[5403.683] べりべりべり: みっちーが言ってたよ
[5404.055] 姫戸: いいらしい
[5404.524] reu2501: ８００ＤＰＩが政界です
[5407.008] とうぶんかた: 1600のほうが遅延少ないみたいなのあったきもする
[5407.209] a5bannnn: 結論。好みの使え以上
[5407.578] xos_83: いちばん遅延が少ないだけじゃね
[5408.384] yusei0304: Thornは理論値でいうと1600dpiの4000hzが一番良いって見たよどっかで
[5409.344] わもん: 1600くそ変わるから嫌い
[5410.077] 成宮なり: ヌルヌル感でる
[5410.363] リビングデッドの呼び声: それ言い出すと3200の方がいいみたいなことになる
[5411.043] Mainyu55: 知らんけどalfajerは400dpi
[5411.046] fkc_lemond: 体感はできないです
[5415.007] かむみそ: 1600にしてるけど素人だからなんも分からん
[5417.419] (S)venven8: プロじゃないからわかんない
[5417.588] かつお1: Gonは400だよ
[5417.633] kinggg_13: 4000hzは1600の方がいいって聞くけどどうなんだろ
[5420.400] xos_83: ほぼ誤差だよ
[5421.622] どす: GON400じゃなかったっけ
[5423.893] mizuki_96mi: でもGONはdpi400だぞ！！！！
[5426.162] naka248: しょうみ好み
[5429.742] akur1111: 1600に慣れたらそれ以外使えない
[5430.716] みりたこファン: ほな４００か
[5431.192] akumadesu2: 余計な手ブレ増えるから800安定
[5433.608] makkengg: 理論値変わるっぽいですが、体感は正直そんな変わらないですｗ
[5434.296] とうぶんかた: www
[5435.700] kachitoma: www
[5437.033] carefreed: 好みです
[5439.412] str_ao: 性能を引き出せるみたいな話はあるけど、プロでわざわざ1600dpiにしてるやついない
[5445.004] reu2501: 安定する
[5447.622] じきさん: 昔だったらネガティブアクセルとかあったけど今関係ないだろうしな
[5447.700] neeetfiix: 低い方が安定する
[5449.775] kinggg_13: 400にしてるやつみんなalfajerとかに憧れてる説
[5451.063] fkc_lemond: 最近1600のプロ増えてきたけどね
[5451.268] smidgezzz: みっちーは１６００dpiが良いって言いつつ最近は800dpiにしてる
[5452.079] yusei0304: クロニクル1600でしたよ？
[5453.917] 893dd666: 1600のほうが4000でやすい
[5455.190] 姫戸: データでは1600以上からはあまり変化がないらしい
[5457.025] アズリッド: DPIはいろいろあるのはたしかだけど確実に昔のなごりが強い
[5457.780] カノぴー: dpiは結構ちがう
[5462.335] naka248: でもderke800だよ
[5462.691] WtYnT: スカイの鳥はDPIで動き変わる
[5464.348] hagane_208: どちらかというと競技エイム界隈の話
[5466.535] wabisabeaf: つまり4kじゃなくてもいいって話なんだよね
[5469.278] carefreed: ｗｗｗｗ
[5475.583] reu2501: ＤＰＩが高いと、不安定でエイムがおかしなる
[5475.990] とうぶんかた: 4000は結構うろうろしてる
[5476.122] 893dd666: そうだよ
[5477.119] (S)イナムドゥチ: dpi高いのはトラッキングに向いているって聞いたしらんけど
[5477.136] じきさん: まぁDPI低い方が細かい感度設定はできるけど大差はない
[5478.634] makkengg: 相性がイイ的な感じです
[5478.646] kotatsucoolerohutonn: おもろくなってきた
[5479.373] べりべりべり: ほぼプラシーボだろ
[5480.958] どす: 出たり出なかったりする
[5482.850] (S)96san_788: https://www.vaxee.co/jp/product.php お納めください
[5484.199] リビングデッドの呼び声: 描画の速さが違うから400の方が移動の補正が効く（横移動がきれいになりやすい）
[5485.677] fkc_lemond: ZETAは三人が1600DPI使ってるよ
[5487.028] (S)davichan029: 1600だとゲーム以外でも使いやすい
[5490.411] siona7: オカルトに近くないか？
[5491.173] あーるびーい: 4Kなんか体感できないって
[5491.240] みりたこファン: dpiは3つ試してみて合うのやるしかないよね
[5502.208] うましお12: 1600が1番使いやすいって聞くよね
[5504.422] yusei0304: chronicleもじょうじーももThornの166dpiつかってた使ってた
[5506.201] akitgg_____gen4assault: 1600にするとブリムのモク炊く時とかの画面感度が早すぎるから気をつけたほういい。 Windows側で感度をいじる必要あるかも？
[5506.235] 立直一発ツモい: もう宗教
[5507.143] アズリッド: 4KモニターとかだとＤＰＩ低いと地獄じゃないか
[5515.114] Mainyu55: それはカーソル感度変えればよくね
[5517.676] s0s0er: 俺のPC安定して４０００でなかった
[5517.842] (M)tennkoh: !game VALORANT
[5518.076] (M)Nightbot: @tennkoh -> The stream game has been updated to: VALORANT
[5518.671] wabisabeaf: razerからポーリングレートいくつでてるか測定できるソフトでてますよ
[5520.202] kotatsucoolerohutonn: ちなみに4000Hzはちゃんと変わる
[5524.094] ry10968: 射撃場行くか
[5531.308] yusei0304: 間違えた、1600だ
[5541.061] ぱん2: wo0は500
[5541.746] awperzin: THのWootは500dpi
[5551.680] じきさん: 800の1と1600の0.5は同じだけど、4000Hzだと1600DPIが良いという話は聞く
[5561.299] kinggg_13: 0.125
[5563.018] makkengg: そうです！
[5565.681] str_ao: suygetyu感度ね
[5566.668] xos_83: 0.125
[5572.545] yrsk3: 我らがAaceもthornだぞ！
[5574.558] 成宮なり: より繊細にセンサーが機能するみたいな感じ
[5579.608] (S)とらまるちゃん: せやね
[5580.600] kinggg_13: 1600 0.125で800 0.25
[5589.402] dippzy____: 誤差
[5589.546] じきさん: ゲーム内の感度は変わらんよ
[5600.569] yusei0304: 400から1600にしたら変わりそうだけどな
[5611.546] (S)とらまるちゃん: でも単純計算だと感覚変わるから気をつけた方がいい
[5618.906] awperzin: 動いてる的への当て感がかわる
[5631.695] makkengg: ローセンシと400dpiの相性はいいと思います！
[5632.413] maru087: 今きたボド使ってるの何？
[5633.660] kinggg_13: ローセンシは400の方がいい気がする
[5633.675] とっしーです_: ほんまかー？
[5635.641] xos_83: 安定するから400にしてる
[5637.481] わもん: 個人的にはあてやすい
[5640.799] cqrr0t_: 感度同じにしてもdpi低い方が感度高く感じる 個人的には
[5640.884] 成宮なり: 人によるっすね
[5647.400] dippzy____: オカルトじゃない？ｗ
[5647.562] kotatsucoolerohutonn: 迷いたくないなら800が無難だろうな
[5649.422] じきさん: 結局人の感じ方によるとしか言えんと思うｗ
[5651.597] ぱん2: 人による
[5651.669] hagane_208: ヘッショライン重要なゲームは低い方がいいね
[5652.321] fkc_lemond: 400の方が細かい動作しなくていいってのは事実
[5652.754] awperzin: 自分は400の方が当たる感じします
[5653.302] あーるびーい: 宗教です。
[5656.065] tasuku77777: ほんとかよｗ
[5663.380] じきさん: ｗ
[5664.449] Mainyu55: 自分がやりやすい設定でいいです
[5665.557] WtYnT: demon1は1600の0.1
[5666.864] okazu_oz: www
[5667.654] akumadesu2: BloodTrail
[5668.856] 成宮なり: ｗｗｗｗｗ
[5673.622] カノぴー: 曲線をえがいたときにかなり変わる
[5674.722] kotatsucoolerohutonn: そうだね
[5676.548] 七夜けい: 同じ今度でもdpi違うと遅く感じたり早く感じたりする
[5679.840] yusei0304: wwwww
[5680.727] あべさんです: a
[5680.922] vilee0127: あ
[5681.687] わもん: ベンチW
[5682.747] maru087: うわ
[5683.131] WtYnT: あ
[5684.538] weeeeed: あ
[5684.746] べりべりべり: あ
[5684.948] xos_83: 世界優勝してるのにｗ
[5686.456] かめしゅん: ローセンシは1600っすね
[5686.574] pudding229: あとで1600の0.125も試してみてくれ
[5687.640] じきさん: 強気発言
[5687.726] あべさんです: えぐ
[5688.927] ダイナミックモーブ: ごんもデップも400DPIだよ
[5691.221] Mainyu55: G2 leaf は1600 0.08
[5694.775] smidgezzz: ローセンシが４００なのは、日によってセンシ微調整するためだぞ
[5698.542] 姫戸: ローセンシは400、ハイセンシは1600ってLazが言ってた
[5709.060] dry955: なんかあれでしょ数値が小さいと小さい動きが反映されにくいみたいなやつでしょ
[5709.277] yusei0304: でも2部だしなー？
[5709.501] レフトハンド: 宗派による
[5711.649] vilee0127: センシなんて関係ありません
[5712.348] carefreed: 間をとって８００にしよう
[5717.225] St2ong: aspis８００の０．４
[5719.518] naka248: でもselly400だったよ
[5722.522] じきさん: そうね、低DPIの方が0.01単位の細かい感度調整がしやすい
[5727.090] kotatsucoolerohutonn: 合ってるよ！
[5731.121] a5bannnn: ボドカさん今はウーティングですか？？
[5731.937] とっしーです_: Lazが言ってたならなぁ
[5732.652] str_ao: でもmeiyは800だぞ
[5734.606] アズリッド: ソフトウェアの問題だから違うのは確か
[5734.874] idea_3939: ほな、４００か
[5735.743] 立直一発ツモい: 今回のマスターズ優勝チームのエースプレイヤーを正解ってことにしないか？
[5736.924] Mainyu55: naohiro21は800dpi
[5739.570] 俺俺俺俺俺俺俺: Lazが言ってたは言ってない
[5741.009] たおああ: lazが言ってたは言ってない
[5744.991] WtYnT: LAZはも00
[5752.082] cqrr0t_: ハイセンシでdpi低いのまじでやりにくい
[5759.633] yamaneshin: ymn_shin subscribed with Prime. They've subscribed for 13 months, currently on a 2 month streak! 
[5760.525] dippzy____: でも釈迦さんも言ってたよ
[5773.301] じきさん: DPI低くてもゲーム感度上げれば変わらなくない？
[5773.575] a5bannnn: ボドカさん今はウーティングですか？
[5779.714] dai_ani: Demon1 は1600 0.1
[5780.985] 孤独のヤムチャ: Lazが言ってたは言ってない定期
[5781.290] aburizeunagi: tenzは0.12
[5782.025] papiyon727: k
[5783.357] yashu2244: 普段使いでのギャップの少なさじゃない？
[5785.269] pudding229: でも釈迦もうFPSやってないよ
[5785.855] (S)激ローメタモン: してないイメージ
[5786.989] あーるびーい: なんでもいいよ当たればw
[5789.433] awperzin: 個人差あるから変えて強くなるかはわからないです
[5789.568] beeeeeefff_: 高い方がヌメヌメします
[5790.628] kinggg_13: 最近はグラディウスうってる
[5790.916] とっしーです_: ボタンポチポチしかしてない
[5791.213] xos_83: アケコンでエイムしてるよ
[5793.339] str_ao: 正解
[5794.916] べりべりべり: 今も義務ウォチパ
[5795.598] incamera27: fpsやってなさそう
[5796.439] kachitoma: FPSしてない
[5798.009] papiyon727: ブレイキングダウンの会場で乱闘が起きているんだがお前の差金か？
[5798.566] ちゆ亜樹: 893になってる
[5804.012] vava767: 格ゲーマーに
[5804.061] (S)96san_788: アケコンやね
[5806.047] とうぶんかた: ヤクザか路上で格闘してるかだよ
[5806.928] かむみそ: ねころびながらfpsしてた人は参考になりません
[5808.283] Telly2040peq: 購入画面とかの乖離がすごいとかそういう話じゃなくて？なんか違うの？
[5808.290] sdxse: 如くで漁してたよ
[5808.323] sugarbaronjp: dpiについてKHさんが解説してた動画あった気がする
[5811.374] じきさん: 今一応ウォチパしとるけど
[5813.317] pudding229: スト６のイベントの時にもうFPS触ってないって言ってたぞ
[5820.029] かいり채널: ボドさん今キーボードwootingですか？
[5823.043] carefreed: ｗｗｗｗｗ
[5825.700] じきさん: それはそう。ｗ
[5826.455] 1jz_o: LUL
[5826.655] tguarr: プロは目でしてる
[5827.181] yashu2244: うん
[5827.347] ゆーまるこ: wwwwww
[5827.656] (S)davichan029: ｗｗｗｗｗ
[5827.821] s1qn_ash: www
[5828.391] mizuki_96mi: それはそう
[5829.812] vilee0127: うんw
[5830.957] yusei0304: chronicle、ボースター、Leo。今回の大会3人ともデスアダーV3 proだったらしい
[5833.048] Mainyu55: sorasou
[5839.539] すねーーく: エイムラボするべ
[5840.620] str_ao: 世紀の大発見
[5840.648] (S)davichan029: エイム力問題
[5846.184] じきさん: でもFNCは今大会…
[5850.410] とうぶんかた: wwwww
[5850.607] とっしーです_: プロ以外どんぐりの背比べみたいなもんや
[5850.891] vava767: 慣れる事が最強
[5852.332] yessi_1111: ｗｗｗｗｗ
[5853.366] tadanomegane: 被験者Dさんの結果
[5854.847] とうぶんかた: 型抜きうまいね
[5854.928] str_ao: wwww
[5855.304] awperzin: 弱くなる場合もあります
[5855.502] vilee0127: wwwwwwww
[5855.938] アズリッド: 測定不能
[5856.708] aonn_d: 今高感度がきてるから高感度にしてみよう
[5858.206] すねーーく: muraka8Ase
[5860.459] 姫戸: demon1は1600のローセンシ
[5862.364] St2ong: 釈迦さんファイナルマウスtenzだよ
[5864.176] marusann122: キーボードで合わせた方が当たりやすいです
[5864.322] tamagoboroman: デスアダーのネガキャンかよ
[5864.642] (S)激ローメタモン: 俺そのヴァンダル当たらん！
[5864.889] とっしーです_: 被験者・・・？
[5865.367] progamer_kk: 敗退したチームの話やめてね
[5868.505] エラーごめん: 脳焼く？
[5868.706] べりべりべり: ボドって最高ランクいくつなの？
[5871.254] str_ao: 弱体化っと
[5872.047] pudding229: 1600の0,125いこう
[5872.343] リビングデッドの呼び声: 終わりかもです…ｗ
[5873.908] vilee0127: 1600にするぞ
[5875.034] akumadesu2: ここで元に戻してみよう
[5879.292] じきさん: 結局気分やろｗ
[5883.231] mizuki_96mi: 練習せずにセンシだけ変えてうまくなろうとするやつw
[5887.865] ti4ra_: aimlabとkovaaKsどっちがいいとかありますか
[5888.457] marusann122: 800-0.8お勧めです
[5889.532] アズリッド: ガクトにつかってもらわないとわからないかも
[5892.516] きつね__: NotLikeThis
[5893.252] じきさん: 分からんってことはどっちでもええってことや！
[5893.386] とうぶんかた: わからんかーｗ
[5899.418] vava767: サンプル数不足
[5905.646] かいり채널: 再販されたら是非ともHM66っていうキーボード買って欲しいなぁ
[5906.612] cqrr0t_: 何が変わったか分からないならなんも変わってない
[5908.368] hagane_208: 1600にすれば分かりそう
[5909.325] dai_ani: tenzは1600の0.2
[5910.262] kinggg_13: 1週間使って元に戻せば変わるかもな
[5911.550] 七夜けい: 400から800とかにするとわかりやすい気がするけどな
[5920.823] WtYnT: 変わってないよ
[5926.422] xos_83: 1600にしたラ結構わかると思うよ
[5928.268] Telly2040peq: ちなみに紫宮は3200
[5929.142] makkengg: そうです！
[5931.634] aburizeunagi: ゲーム内のロープットインバッファonにしてる？
[5933.526] じきさん: 今が800ならそう
[5940.696] かいり채널: 0.125であってるよ
[5948.442] sugarbaronjp: dpiってマウスのふり幅とカーソルの移動の反映じゃなかった？
[5953.705] ご飯大好き: eDpi変わらないでしょ
[5954.157] iii_hh: DPI下げるとパラパラ漫画みたいにならん？
[5955.738] アズリッド: 分解能荒いほうがやりにくい人とやりやすい人がいるだけだとおもう
[5961.113] beeeeeefff_: 高く感じる
[5961.738] べりべりべり: プラシーボ
[5963.331] わもん: 1600は違うよ
[5963.640] じきさん: eDPI変わらんけどそんな感じるんかｗ
[5975.656] とうぶんかた: ニュルニュルエイマー
[5979.632] ゆたぼんパパ: またまた～
[5979.808] チンゲマリファナ: ニュルニュルがいいの？
[5980.820] 姫戸: そう
[5982.235] タチウオウオ: キビキビ動く
[5983.680] dippzy____: 1600の方が好き
[5984.936] (S)davichan029: おおおお
[5985.081] hagane_208: でもどっちがいいかと言われたらわからん
[5985.416] じきさん: まぁ理論上は高DPIの方が高解像度だから細かく読み取るんやない？
[5987.661] wabisabeaf: 情報伝達話の問題やねw
[5988.236] Mainyu55: にゅるにゅるするだけ
[5989.846] aonn_d: 半笑い
[5990.339] showman1_: 400はもっさりしてる？
[5994.140] どす: いい感じって事？
[5998.007] ぱん2: www
[5999.107] レフトハンド: ただし当たらん
[5999.768] 893dd666: 4倍反応するからね
[6000.629] xos_83: 手振れとか結構きついから
[6000.868] aburizeunagi: それ感じれるなら才能あるぞお前
[6001.599] smidgezzz: he-
[6001.773] リビングデッドの呼び声: 当たるかは別ですと
[6003.302] みりたこファン: 結局800に戻る
[6005.010] akur1111: 1600は慣れないとむずい
[6010.121] アズリッド: 当てやすいかどうかは人によるから結局２分してるんじゃないか
[6010.287] nyakkye: 800はデッドゾーン小で1600はデッドゾーンなしって感じ
[6016.609] じきさん: ただしブレも正確に読み取るって印象
[6019.011] dai_ani: 間をとって800
[6022.383] goc_tuyuu: 400→1600は
[6025.283] かいり채널: 400 800 から1600になると違い明らかに感じれるはず。感じれない人は多分鈍感だよw
[6025.395] とうぶんかた: 負けるんかいｗ
[6025.501] aburizeunagi: ？
[6025.622] すねーーく: ｗ
[6033.636] (S)96san_788: 結局な
[6033.892] makkengg: 400dpiの人は、エイムのガビガビさがいいってよく言いますね
[6039.522] cqrr0t_: もう3200だよ
[6043.902] iii_hh: 充電の減りも結構変わってくる
[6044.145] yusei0304: そっから400にしてみたらどうなる？
[6049.360] gana331: まだそこか～ｗ
[6050.599] じきさん: 400DPIだと平行エイムがしやすいってイメージ持ってる
[6056.153] わもん: GON
[6056.928] きつね__: わっかんね
[6062.872] 96nowa: wwwwwww
[6064.610] すねーーく: あ
[6064.753] じきさん: あ
[6065.704] どす: あ
[6066.297] (S)davichan029: あ
[6067.376] かいり채널: ポーリングレード4000hz？
[6068.714] Aug_Leaf: ｗ
[6072.096] MrET507: 多めに出た
[6074.219] gana331: デスマを楽しんでいる方です
[6077.686] dippzy____: 流れるようなデヴィ夫人
[6081.180] cqrr0t_: スミスの真似だよ
[6089.687] yusei0304: PM1いつ4kドングル出すんだい？
[6113.047] じきさん: まぁそうなりがちだから無難に間をとって800が多いんじゃないかな
[6114.651] わもん: 400でぶりむのモク操作してみろ。飛ぶぞ
[6116.569] aburizeunagi: おじさんはみんな400だよ
[6122.532] ninjinoishii: 俺も歳とってからDPI低い方が当たるようになったよ
[6123.777] ぱむにき: !mouse
[6123.883] (M)Nightbot: DeathAdder V3 Pro
[6131.057] チンゲマリファナ: アラサーだと400か～
[6140.484] かいり채널: ポーリングレード4000.8000使うなら1600dpiの方が恩恵あるって聞いたことある
[6148.318] じきさん: 若者にしか使えんか～
[6152.760] アズリッド: ハードウェアとの相性か
[6154.946] hisui1217: ローが好きなら400の0.375とか、400の0.45おすすめです
[6167.270] progamer_kk: ie3.0というマウスがいいですよ
[6172.761] Juicewisdom: axeumBlush
[6174.989] pudding229: それだとボドカの感度変わってるやんｗ
[6185.914] じきさん: 400で0.375ってむちゃくちゃ低いな、800でいう0.2切ってるやん
[6188.058] じぇーらじぃ: アルファイアー400の0.45だよね
