[23.824] わらじは多い方がいい: 待ってた！！！！！！
[128.102] gorinchu: 見ました
[128.180] riyo_san: ｗｗｗｗ
[128.208] (S)おいるれもん: wwwww
[128.209] (S)スバ: wwwwww
[128.365] karankoe_sp: 高田さんのねww
[128.437] momoyuru: wwwwwwwwww
[128.457] メランジュ: wwwww
[128.530] shuriii0110: いらないし邪魔ww
[128.558] (S)ジャパンパスタイズ素麺: ジャパンパスタイズ素麺 subscribed with Prime. They've subscribed for 5 months! 
[128.578] ram_nia: wwwww
[128.650] fuuki_01: wwwww
[128.748] あずちゃーん: 180センチだぞ
[128.796] かげろう_: wwwwwww
[128.959] らずべりーたいむ: 抱き枕クソ笑った
[128.968] (S)きた喜多: wwww
[129.024] nousagi2525: wwwwww
[129.233] おばけ_: wwwwww
[129.431] りらるら: 抱き枕ｗｗｗｗ
[129.462] (S)えぃみみ: wwwww
[129.480] うゆ__: 欲しいくせに〜w
[129.804] miina317317: 要らなすぎるwww
[129.817] (M)saiki_a: saiki_a subscribed at Tier 1. They've subscribed for 80 months! 
[130.170] ギンバリ: ｗｗｗｗｗｗ
[130.449] (S)yuna_1222: wwwwwwwwwwww
[130.460] nico_kk_mp: 優勝の定義ってなにwww
[131.211] levia_11: wwwwww
[131.498] まちあ41: おもろいから優勝してほしい
[131.887] しぇくと: wwwww
[131.956] kamonohashihamigi: マジでおもろい
[131.977] 島人3: まじかww
[132.008] __たう__: wwwwwwwww
[132.089] 2katatsumuri5: NotLikeThis
[132.170] (S)黒烏龍: wwwwwwww
[132.305] zakuzakuya: ｗｗｗｗｗｗｗｗ
[132.540] 1__いずみ: いらねぇwwwwwwwww
[132.662] ばんじぃ: 言っちゃったｗ
[132.773] れんまゅ: wwwwww
[132.860] (S)カルパス牛タン: gutituSuperUltraMegaCry
[133.049] rutile_8: wwwwwwwww
[133.092] にうな: メスガキ風のwwww
[133.093] yuidayo2_ab: ぐっちが受け取るの想像しただけでくそおもろい
[133.201] (S)wakamaru3_14: gutituHi
[133.303] うりちゃ: おじさんの抱き枕
[133.305] オメルス: wwwwwwwww
[133.515] さんぴく: メスガキ風ねw
[133.923] のかちゃん_: ｗｗｗｗ
[133.966] ハチノス: 優勝するしかない
[133.968] shimuzuma_24: wwwwwww
[134.090] ドレイン: wwwwwww
[134.111] もとか: そんなこと言わないでｗｗｗｗ
[134.119] (S)jeremiah_9s: wwwx
[134.191] すぷまる: wwww
[134.363] (S)翠晃冠: おもろいwwww
[134.376] (S)raro12346: wwwww
[134.404] (S)saaya_24: 全員いらないって言ってるw
[134.469] (S)ぱらめ: いらねぇｗｗｗ
[134.508] こちょこがみ: wwwwwwwwwwwww
[134.575] なめくじ3: gutituNah
[134.587] takeno_cococo: いらないw
[134.659] ともらむだ: ｗｗｗｗｗ
[134.800] 三音: gutituHi
[134.866] (S)last_pino: いらねえw
[135.066] puch1111: 誰得
[135.232] (S)やえやま: www
[135.429] ｶﾆﾁｬﾊﾝ: gutituKeosare
[135.432] o_ti_ba: wwwwwwwwwwww
[135.512] (S)せがわちゃん: どっちの方がでかいのかわかるやん
[135.710] (S)ゅうしゃ: gutituHi
[135.827] (S)ikottocorn: 面白すぎるｗｗ
[135.871] うきひな: wwwwwww
[136.029] とや_: いらねえ～
[136.064] (S)anshin_onigiri: wwwwwwwww
[136.258] (S)nan901: wwwww
[136.260] (S)さめざぁ: いらねえwwwww
[136.487] yakitori_potato_: がんばれよ
[136.548] fooler_7: 言ってやるなwww
[136.621] rabi_syosinsya: wwwwwwwww
[136.726] (S)matsurichan1118: wwwww
[136.802] 梨一: ｗｗｗｗｗｗｗｗｗｗｗｗ
[136.813] imaaaya: 問題発言？
[137.101] yuri_743: gutituHi
[137.113] (S)_花_: メスガキ高田さん
[137.157] 讃岐ノ造: w
[137.186] 戒吏: wwwwwwww
[137.547] (S)concon0223: いらねぇｗ
[137.823] satou_036: いらないwwwwww
[137.962] ル入: ｗｗｗｗｗｗｗｗｗｗ
[138.013] __たう__: いらねぇwwwwwwwww
[138.025] (S)トリア: ベッドの上占領するだけじゃんwww
[138.278] (S)おでっぷ: ~MISSING_MESSAGE_INFO~
[138.290] 多々良359: 貰ったらしょぼさんにあげよう
[138.484] ゆりいか66: もらっちゃえ〜wwww
[138.689] にこぜろ: 高田さんの抱き枕ｗｗｗｗ
[138.755] しろたび: ベッドに
[138.887] アリメ: いらんかｗ
[138.976] (S)suyori11: まじおもろいｗｗｗｗ
[139.419] sibshu: 本当は〜？
[139.470] うゆ__: 優勝しないとじゃん
[139.932] でどすた: 高田さんを抱いて寝よう
[140.395] chris_vect4045: gutituHi
[140.452] (S)あかねまる22: レイドした数だっけwww
[140.546] こるて: www
[140.638] みりらす: うーーーーーん
[140.641] ささざら: 神の枕だぞ
[140.680] kutinasi373: みんな微妙な反応名の草
[140.830] (S)冬の大三角形: gutituHi
[140.973] (S)いのが: ｗｗｗｗｗ
[141.023] こやはやみ: ww
[141.263] nonosuke3: だろうなwww
[141.475] しろたび: やったじゃん
[141.510] penta8888: 怖いってwww
[141.535] 1nv2: メスがキ風もあります
[141.650] hiir0__: それはそうではあるwwww
[141.865] しろぺんくん: 180cmあるらしい、良かったね
[142.249] hanana_122: wwwwww
[142.287] あまとう__: wwwの
[142.430] Hinakong717: メルカリ行きかなw
[142.475] (S)みらベル: 1周まわってほしい
[142.676] (S)白いプリン: z
[142.680] (S)はなかん: 誰がほしいねん
[142.931] beikudomotyotyo3067: www
[142.989] (S)sapimi_chan: 抱いて寝てくれ
[143.059] あかさささ: wwwwww
[143.147] ram_nia: いらねぇwww
[143.509] 薮坂: カバー買わなきゃ
[144.130] ずうちゃ: いらんか
[144.469] _トリコ_: ｗｗｗｗｗｗｗ
[144.623] すすのき: メスガキ高田健志やぞ
[144.832] (S)tetora0727: う、うれしぃ、かな
[145.697] むネオ: みんないらない言ってる
[145.981] みずい1472: gutituHi
[146.016] __たう__: 邪魔すぎる
[146.179] gakuto1007: ｗｗｗ
[146.410] 杢人: おっさんとおっさんが抱き合って寝るのか………
[146.894] (S)とり肉: 等身大やばすぎ
[147.062] れんまゅ: 優勝しよ！
[147.089] riyo_san: 優勝しない程度に頑張るしかw
[147.290] (S)すうじー: 誰発案ww
[147.505] みたらしいなり: 優勝困るやつ
[147.866] miina317317: 優勝回避するかww
[148.171] うちのまめ: gutituHi
[148.435] yuidayo2_ab: プテの渾身の作品
[148.818] 島人3: いらないww
[148.867] うもうくん: いる人いるの？
[149.771] (S)あひるごよ: うーんw
[149.791] かげろう_: そんなこと言って実は欲しいんでしょ？
[149.890] らーびす: 欲しい人いんのかw
[150.684] (S)last_pino: センスすごい
[150.908] (S)肝臓くん: メルカリ出すかあ
[151.638] ki_tsuna: 転売か
[151.639] めめんと森鴎外: 高田健志のやつかよw
[152.331] らずべりーたいむ: メスガキ高田ほんとおもろい
[154.047] (S)やえやま: ~MISSING_MESSAGE_INFO~
[154.500] 薮坂: wwww
[154.719] みずい1472: メルカリ行きやねw
[154.726] えいぱぁ: いらねーだろ
[155.139] butakoro: 魔王つぼ来たか
[155.335] (S)トリア: wwwwwwwwww
[155.479] 1nv2: wwwww
[155.930] 多々良359: wwwwww
[156.145] (S)つんてあ: gutituHi
[156.156] 梨一: ｗｗｗｗｗｗｗ
[156.322] yumeji404_astrono2: www
[156.325] miina317317: wwwwww
[156.560] (S)あかねまる22: wwwwwww
[156.762] (S)といなみ: wwwwww
[156.942] ponpowa: wwwww
[157.009] こちょこがみ: w
[157.027] __たう__: wwwww
[157.139] levia_11: wwwwwww
[157.219] Halu0401: www
[157.382] にこぜろ: メルカリ行きか
[157.757] (S)karasuzaku: あー
[157.772] ねけめれ: wwww
[157.783] アリメ: ｗｗｗｗ
[157.800] (S)しおりんりんかべー: wwwwwwwwwwwwwww
[157.843] (S)0ㅏ아: wwwwwww
[157.994] まちあ41: wwwwwwww
[158.102] nek0wood: wwwwww
[158.133] cccla: wwwww
[158.372] (S)小火_: ｗｗｗｗ
[158.522] (S)_花_: wwwwwww
[158.577] ram_nia: wwww
[158.594] わらじは多い方がいい: ｗｗｗｗｗｗｗｗｗ
[158.640] (S)サンダバンダバ: ｗｗｗ
[158.648] とや_: ｗｗｗｗｗｗｗｗｗｗｗｗ
[158.744] loxoln: wwwwwwwwwwwww
[158.760] うゆ__: なるほどねww
[158.764] くいんと: gutituHi
[158.810] メランジュ: wwww
[158.961] 戒吏: wwwwwwwwww
[159.119] (S)翠晃冠: wwwwwww
[159.159] りらるら: チキンレース
[159.325] kamonohashihamigi: いいね
[159.377] こるて: wwwwww
[159.758] kiran25k: ｗｗｗｗｗｗ
[159.775] (S)_ビビ_: wwwww
[159.816] まるまるか: wwwwww
[159.917] (S)renatus266: wwwwww
[160.053] 腹痛: wwwwwwwwwwwwwww
[160.071] ぱんだまる_: モチベあがらんやん
[160.130] (S)みらベル: wwwww
[160.294] のかちゃん_: ｗｗｗｗｗｗ
[160.294] (S)raro12346: wwwwwww
[160.799] masaba014147: wwwwww
[160.870] たゆたや: ｗｗｗ
[160.897] d_t_u: かしこい
[160.897] (S)Tubaki0000: そういうこと？ｗ
[160.978] yu_une: 優勝は高田村の人に譲ろうw
[161.009] (S)yarurunn: wwwwww
[161.014] (S)エズシュト: wwwwwww
[161.022] ritoba_da: wwwwww
[161.041] soba_sb: 草
[161.357] 島人3: wwww
[161.446] ゆりいか66: そうなんだwwwww
[161.621] ponpowa: そういうことか
[161.624] (S)くらり_: gutituHi
[161.660] みたらしいなり: チキンレースwww
[161.763] miina317317: そういうこと？ww
[161.869] (S)yogees_: そういう調整ｗｗｗｗｗｗ
[161.978] (S)黒烏龍: ｗｗｗｗｗｗｗｗｗ
[162.047] 法被セット: 上手いなw
[162.137] か_ん_な: gutituHi
[162.149] しぇくと: ｗｗｗｗｗ
[162.184] qkokeshi: モチベ下がっちゃった？ｗ
[162.200] かまる: gutituHi
[162.399] しおのおにぎり: gutituHi
[162.458] satou_036: いい塩梅に……w
[162.710] kranke_571: wwwwwwwwwwww
[162.827] yuidayo2_ab: wwwww'
[162.891] (S)ゆーぐりっど: wwwwwww
[162.914] (S)とつぜんげんき: wwwww
[163.132] ｶﾆﾁｬﾊﾝ: www
[163.348] (S)エズシュト: gutituTensai
[163.390] (S)saaya_24: www
[163.447] uzura7373: なるほどねww
[163.638] (S)rion2510: wwww
[163.846] (S)なっちろー: gutituHi
[163.881] puch1111: wwww
[164.047] __たう__: たしかにwwwww
[164.072] うりちゃ: ｗｗｗｗｗ
[164.183] (S)cotakashi: Cheer100
[164.252] 1nv2: gutituTensai
[164.282] sibshu: 逆にw
[164.403] (S)hintmint_: たしかにw
[164.908] ぽつかれ: wwwwwwww
[165.083] kirisame_92: wwwww
[165.098] imaaaya: wwwww
[165.306] kamonohashihamigi: 賢い
[165.508] co_i_me: wwww
[165.536] ル入: 素晴らしいバランス
[165.559] かれめ: 一位になってしまう
[165.709] 泥水浴び: wwwwwwwwwwww
[166.141] あかさささ: 頭いいかもしれんww
[166.377] (S)といなみ: そういうことか
[166.495] こちょこがみ: ちょっとね、w
[166.630] ひらいしん_: 急に
[166.648] (S)suyori11: ブレーキかかるのうけるｗｗｗｗ
[166.704] さんぼんがわ: かしこい
[166.738] らーびす: wwwww
[166.748] (S)matsurichan1118: そうゆうことね！
[167.037] ongyao: 抑止力
[167.251] (S)raro12346: かしこい
[167.450] utsugi_sora: gutituTensai
[167.785] 梨一: かしこいなｗ
[167.873] とくん: wwwwwww
[167.989] takeno_cococo: 控えちゃうw
[168.036] rutile_8: wwwwww
[168.108] (S)あひるごよ: wwww
[168.219] あまとう__: 頭いいww
[168.318] (S)ゆーぐりっど: gutituTensai
[168.331] うゆ__: モチベ下げにきてんのか
[168.364] (S)みらベル: gutituTensai
[168.402] こやはやみ: 本気出したらマズイ
[168.775] (S)冬の大三角形: www
[168.782] 戒吏: gutituTensai
[168.852] (S)hintmint_: gutituTensai
[169.029] beikudomotyotyo3067: wwwwww
[169.030] (S)黒烏龍: gutituTensai
[169.048] (S)翠晃冠: たしかにwwww
[169.174] aisu5121: wwwww
[169.223] shuriii0110: 天才か
[169.240] kazunogo: 抑止力か
[169.243] (S)はしち: www
[169.257] (S)sapimi_chan: 優勝賞品が抑止力か
[169.383] eri000001: そういうことなのw
[169.515] lemondaifuku: 効果的
[169.574] qalca: gutituTensai
[169.729] (S)小火_: gutituTensai
[169.755] komaru8825: 足枷よ
[169.945] (S)saaya_24: 策士
[170.134] penguin_dane: そういうことw
[170.153] (S)トリア: いかに2位を目指すかのチキンレース
[170.236] (S)といなみ: gutituTensai
[170.376] でどすた: 高田健志のみが暴れられる
[170.436] うさきみん: gutituTensai
[170.821] とや_: 最強のボーダーライン
[170.831] (S)ぱらめ: そんなに欲しいの？って言われたくない
[171.417] (S)犬すぎる犬: wwwww
[171.721] (S)さめざぁ: いいストッパーになってるwwww
[171.780] みりらす: 運営天才か
[171.855] 島人3: せやねww
[171.929] (S)eiya_soiya: gutituTensai
[172.030] miina317317: gutituTensai
[172.145] momoyuru: いい景品では？
[172.339] hakuseki13: ｗｗｗ
[172.342] (S)ちょこあーもんど: 1家に1台高田枕
[172.587] __ささ: 抱き枕まあでかいしなww
[172.652] うきひな: wwwwwww
[172.673] (S)すうじー: うまいなぁ
[173.011] にこぜろ: gutituTensai
[173.082] toti153: ２位を目指そう
[173.132] ハチノス: 天才だ
[173.388] (S)翠晃冠: gutituTensai
[173.424] (S)てし_: とんでもバランサーだ
[173.465] minibanbi: ストッパーwwwwwwwwww
[173.491] さけぼー: www
[173.525] ぽつかれ: 抑止力
[173.612] れんまゅ: ほどほどにかww
[173.731] にうま: wwwwwww
[173.767] (S)hanage8: それはそう
[173.775] (S)hintmint_: gutituNah
[173.799] riyo_san: gutituTensai
[173.952] (S)なすび_2525: gutituTensai
[174.144] yumeji404_astrono2: gutituTensai
[174.464] (S)rion2510: gutituTensai
[174.469] karume_yaki: wwwwwww
[174.478] (S)せがわちゃん: 家に高田健志いるの面白すぎるじゃん
[174.489] (S)あかねまる22: さすがプテはしさんか
[174.491] (S)おいも___: wwwwww
[174.494] __たう__: そういう
[174.594] (S)きた喜多: gutituTensai
[174.832] yakitori_potato_: 2位狙いね
[175.030] kamonohashihamigi: wwwwww
[175.712] Hinakong717: gutituTensai
[175.817] (S)とつぜんげんき: gutituTensai
[175.948] うりちゃ: 優勝したくないｗｗｗ
[176.095] ゆきいも: gutituHi
[176.176] ちびちゃん12: gutituHi
[176.480] (S)しろノ: 1位避けチキンレース
[176.913] Asterontium: これ以上やったら…
[176.927] (S)やえやま: gutituTensai
[177.022] 炊飯器オープン幸せ丸: どうぞどうぞ
[177.073] こやはやみ: ww
[177.194] ゆりいか66: そういうwwwwwww
[177.304] (S)ずーーーーみん: たしかになww
[177.433] うちのまめ: なるほどw
[177.635] ruru_k: 罰ゲームｗｗｗ
[177.679] こるて: いらないなあってw
[177.851] loxoln: gutituTensai
[177.971] yogu3: gutituHi
[178.085] ずつうがいたい: 抑止力だ
[178.121] ばんじぃ: 2位を目指すゲームか
[178.508] nonosuke3: 2位目指せ
[178.735] なめくじ3: gutituTensai
[178.850] すすのき: 調整ミスって1位とってほしい
[178.870] (S)冬の大三角形: gutituTensai
[178.968] ル入: ｗｗｗｗｗｗｗ
[179.114] kranke_571: 優勝罰ゲームじゃん
[179.384] かしぱん_: gutituHi
[179.416] 薮坂: www
[180.030] miina317317: チキンレースwwww
[180.550] まちあ41: 2位狙い？wwwww
[180.582] chris_vect4045: お互い八百長みたいな
[180.627] (S)rea3104: gutituTensai
[181.047] るるむ_: gutituHi
[181.150] __たう__: とっちゃダメwwwww
[181.209] (S)翠晃冠: 1位にならないためにwww
[181.212] アリメ: ｗｗｗ
[181.380] levia_11: なるほどw
[182.300] 薮坂: かしこいなあ
[183.744] でどすた: チキンレース、開催！！！
[183.876] minori_s15: www
[183.942] (S)_花_: wwwwww
[184.094] (S)Tubaki0000: 2位が実質優勝か
[184.316] beikudomotyotyo3067: 2位しか勝たん
[184.525] vegetab1e0831: チキンレースだこりゃ
[184.532] Hinakong717: いかにして負けるかのゲームw
[184.690] rarara2764: 草
[184.817] __たう__: 不名誉？
[185.029] ナスおれ: 二位を目指すか
[185.548] むネオ: ある意味ムズい
[185.626] pawma0922: 2位が優勝
[185.914] ruterute_016: gutituTensai
[186.198] ki_tsuna: むずかしい
[187.129] yushiashia: 2位を目指すゲームか
[187.670] ギンバリ: ｗｗｗｗｗｗｗｗｗ
[187.841] 三日ぼう主: 即メルカリ行きかも
[187.945] soba_sb: 優勝したいけど抱き枕は欲しくない
[188.109] iyoiyoiiyo: 策士だなww
[188.337] にこぜろ: 抑止力になったかｗｗ
[188.506] (S)concon0223: 2位が実質一位になるのか
[189.083] (S)saaya_24: おもしろいなぁ
[189.117] ぽつかれ: 目指すは1位以外
[189.243] (S)翠晃冠: お
[189.314] riyo_san: プテさん考えたなw
[189.363] かげろう_: 本気で欲しいと思って作ってた時どうしよ
[189.856] soro0709: gutituHi
[190.476] 梨一: ｗｗｗｗｗｗ
[191.738] hiir0__: チキンレース
[191.959] (S)さめざぁ: 1位は勝ちではない
[192.006] 冷や茶: プテさんうまいな
[193.374] __たう__: wwwwwwww
[193.693] アリメ: ｗｗｗｗｗｗ
[193.913] ざらめめ: 作戦あるの？
[194.232] monollow: 高田さんが１位になる伏線
[194.527] kamonohashihamigi: wwwww
[194.808] miina317317: gutituLetsGo
[195.311] (S)翠晃冠: wwwwwww
[196.469] 戒吏: wwww
[196.716] (S)クロりぬ: クロりぬ subscribed with Prime. They've subscribed for 6 months! 
[198.136] こちょこがみ: あら
[198.338] __たう__: gutituLetsGo
[198.930] ゆりいか66: gutituLetsGo
[199.013] 白米塩バニラ: gutituHi
[199.588] lemondaifuku: www
[200.160] (S)あかねまる22: gutituFlag
[201.109] sakuramochi46: gutituHi
[201.211] (S)ウサミマ: wwww
[201.859] eri000001: ぷて優勝する気満々だったが？w
[202.801] (S)saaya_24: gutituLetsGo
[202.829] (S)きた喜多: gutituLetsGo
[202.999] (S)翠晃冠: gutituLetsGo
[203.027] でどすた: イノシシは肉も食う
[203.792] (S)rea3104: wwww
[203.988] sora__06: gutituHi
[204.839] 戒吏: gutituLetsGo
[207.592] (S)聡明: gutituHi
[207.811] 薮坂: いつもそのスキンだな
[208.458] (S)ねむむいむい: gutituLetsGo
[208.511] (S)28yona: gutituHi
[209.248] (S)翠晃冠: ね
[209.771] みたらし5510: gutituNyoki
[211.044] qkokeshi: 取ったらどうする？
[211.264] ruterute_016: gutituLetsGo
[212.542] アリメ: ね
[212.743] __たう__: ね
[212.759] ぽつかれ: gutituLetsGo
[213.896] (S)1wankosuki: gutituDance
[214.385] まちあ41: gutituLetsGo
[214.594] ル入: gutituLetsGo
[215.303] (S)rea3104: gutituLetsGo
[215.928] katame_d_katame_a: gutituHi
[216.929] oci_neco: gutituHi
[217.071] komaru8825: ハム石可愛い
[217.144] yuidayo2_ab: 26人だっけ
[217.158] (S)すうじー: マップ広い
[217.325] loxoln: gutituLetsGo
[217.420] __たう__: gutituLetsGo
[217.561] (S)みらベル: gutituDance
[217.776] (S)ぽめらにあんりぞっと: gutituLetsGo
[217.862] sa8_chan: gutituHi
[218.522] 薮坂: gutituDance
[219.106] (S)_ビビ_: 優勝狙えるか
[219.439] (S)黒烏龍: gutituLetsGo
[220.151] (S)とり肉: ルールも見た〜楽しみ
[220.157] sora_mameee: gutituHi
[220.754] (S)翠晃冠: gutituLetsGo
[220.774] (S)いのが: gutituLetsGo
[221.394] (S)瑞々_: gutituDance
[222.137] yumeji404_astrono2: gutituLetsGo
[222.184] (S)つぼこじ: ハムハム
[222.201] riyo_san: gutituLetsGo
[222.315] こちょこがみ: きがるにね
[222.802] (S)eiya_soiya: gutituLetsGo
[222.873] (S)ねるね00: gutituHi
[223.188] ゆりいか66: いいね
[223.955] 1nv2: 総勢26人か
[224.499] saina317: gutituHi
[224.631] (S)ramen_mattya_0141: gutituLetsGo
[224.974] (S)turu_yume: gutituLetsGo
[225.277] 7233san: マップ広いからなかなか人と会わなそう
