[27.069] pettan_omochi: かっこいいの着てるねぇ
[930.825] necomuraneco: りゅうてゃも呼ばれたい
[932.533] jigokunonekomatu: りゅうせいの前ステ
[933.588] (S)jinkun80: なるほど〜
[937.946] (S)EDN3rd: コードネームやってくれないの？
[937.950] 000105: マサどうなんだろ
[938.716] imamu25: スト6発売日は配信でやります？
[939.233] market_fujisaki: りゅうせいとボンちゃんが一緒に行けば良い
[944.432] right_8: 答えは沈黙
[945.863] smssssss: 獣道なかったか～
[946.394] べーこん118: スト7は基本無料くるかもね
[947.324] big_katsu104: 久々のZERO3ですが、空中復帰の読み合いとか覚えてますか？
[953.912] glassfrost: hi
[961.696] daizin0716: daizin0716 subscribed at Tier 1. They've subscribed for 28 months! ウメさんこんばんわー
[961.788] ブラッドリンク: ウメハラさんお花見企画のダメージは大丈夫ですか？？
[962.454] daizin0716: ウメさんこんばんわー
[966.548] tw_numa: スト5最後のビーストカップはないですかね
[968.277] market_fujisaki: 獣道はワールドで潰えた感がした
[969.652] (S)tonyudx2025: あと１ヶ月で休み終わりですけどワクワクですか？
[971.858] balthazar000: ｗ
[971.936] (S)憂う者の弟子: ；；
[974.159] 墾田永年私財砲: ｗｗｗ
[974.293] 36mgh: あ・・・
[974.515] (S)gazesd: ちょいよわ
[974.592] thunderbolt0422: BibleThump
[975.033] (S)n242f45aa: ; ;
[975.180] maddy2623: 激弱っす
[975.579] 第四宇宙速度: ；；；
[975.727] (S)wonderhit1: スト６前にコラ画像大会ないかー
[976.142] glassfrost: have you tried tekken 8?
[977.270] (S)n242f45aa: あっ
[978.159] momochan6: ｗｗｗ
[978.479] tsubame5204: umeFail
[980.670] morinagasyuya: BibleThump
[981.668] (S)ババシャツ: 味しないかぁ…
[981.673] danny_love_danny: うう
[982.210] いがぐりころころ: w
[986.103] aranami0: カリッカリに仕上げてくるよー
[991.824] (S)jinkun80: ZERO3はどのキャラ使うんですか？
[992.206] goozy009: 6の対戦したいってロールパンが言ってましたよ
[992.300] サルクモ: ウメちゃん、ゼロ３でも強かったんですか？
[993.851] thunderbolt0422: バーディはよ...
[994.195] suginaka56: トラボ頑張って 
[997.468] balthazar000: トラボ、入店資格失うぞ、、、？
[999.048] (S)junjamaica: ごーちゃんもうすぐ東京来るんじゃない？
[1001.856] (S)ima_son: 弾キャラ使いじゃないから…
[1011.404] zero_kcal_10: うめしゃん
[1011.597] べーこん118: ウメちゃんのケンもあり得る
[1016.499] smssssss: ザンギありえる？
[1019.173] (S)ババシャツ: ウメハラザンギが見れるかもしれないか…
[1019.196] jagajaga1943: 体験版の方でルークやらないんですか？
[1019.392] yuki_aion_aion: 呼んだ人では三太郎が今のところ最弱
[1020.726] tw_numa: リュウとルークどっちが強そうですか
[1023.838] (S)karimen4: 寒そうな格好
[1026.351] balthazar000: 部屋片づけでトラボ呼ぶはあり
[1027.858] aranami0: うおおお
[1027.890] ライデン: ZERO3ほんとに勝てるの？
[1033.876] gajpmwtdpw: ザンギエフ熱いぞ今
[1036.152] market_fujisaki: ガチマサりゅうせい大谷
[1039.461] 吉田ジャスティスカツヲ: ゲーム内で歴代のカプコン名作できるのアツすぎる
[1041.339] (S)sistersguitarreplica: ガチニキはみたい
[1043.979] くまたく: ガチくんハイタニトラボとかとやるらしいよ
[1047.480] FAV_Ryusei: やったー！
[1047.925] まるいとうふ: やったやん
[1055.610] right_8: りゅうせいさん、いた
[1056.235] kirakiraname: 対面台にはしないのですか？
[1057.806] よたーん: 金
[1059.041] (S)ヨコグシ: いた
[1060.682] 36mgh: 金曜かな
[1061.594] kasutadonshirokuma: りゅうせい頑張って
[1063.342] 墾田永年私財砲: 6/2 金曜日
[1065.436] (S)nitro_7171: soushihanKane
[1065.787] ぢょごぢゃん: いてくさ
[1069.015] (S)katuo3_: 6/2金
[1072.269] (S)gazesd: 歳かな
[1075.941] (S)junjamaica: 若さに勝てねーか
[1077.526] jigokunonekomatu: りゅうせいくんがファミ通部屋再開してもろて
[1081.706] (S)jinkun80: 歳ですな
[1091.664] balthazar000: 昔のようには動かんですか
[1093.451] gondawaragon: うめちゃんはキャラのモーションなんかは気にならないタイプ？個人的に６はイマイチで5の初期キャラのモーションが好きなんだけど
[1093.682] (S)憂う者の弟子: 健康Daigo
[1093.897] (S)n242f45aa: ちょっとシュッとしてきたね
[1098.656] aranami0: これでまた地獄にいけるね
[1098.986] jigokunonekomatu: soushihanThumbsup
[1101.105] imamu25: 発売日楽しみですね
[1101.994] v_harumi_v: それは良かった
[1105.796] (S)黒光り肉の: だいぶ遅延してるね
[1111.377] smssssss: 引越し後オフ対戦環境を家の中で整えたい的なこと言ってたけどそのへんは進んでるの？
[1115.650] カブトシロ: 戻ろっか？地獄へ。
[1116.291] market_fujisaki: 転職で有休消化中みたいな感じやなw
[1118.237] (S)n242f45aa: ｗｗｗｗ
[1120.679] maddy2623: ｗｗｗ
[1120.887] imamu25: ｗｗｗｗｗ
[1121.063] niwakanoppo187: ｗｗｗｗｗｗ
[1121.303] potesaraudon: ｗｗｗ
[1121.462] aranami0: ｗｗｗｗｗｗｗｗ
[1121.595] 墾田永年私財砲: ｗｗｗｗｗ
[1121.819] tr04: ｗｗｗ
[1122.433] 第四宇宙速度: ｗｗｗｗ
[1122.541] (S)ババシャツ: ww
[1122.584] (S)latenight000: 俺だよ？
[1123.504] perushi8: ww
[1123.834] kinakobuta: クラハシ
[1123.956] thunderbolt0422: www
[1123.962] (S)Lakku78: umeZen
[1124.012] くまたく: wwww
[1125.027] underground0714: ヒエッ
[1125.641] (S)raurakd: wwww
[1125.664] balthazar000: 世界一だよ？
[1126.065] market_fujisaki: wwwww
[1126.512] 36mgh: 世界チャンプなんだよなぁ
[1126.673] (S)kazukitaiga: さすがに？
[1127.031] (S)yoyo_443: ｗｗｗ
[1127.227] kaigaizei: バターロール野郎のことだな
[1127.845] いがぐりころころ: w
[1127.948] suupu: にわかがあああああｗｗｗ
[1128.068] maddy2623: 世界一だっつーの
[1128.783] ジェノサイドカッター吉田: www
[1129.015] kihiro_bq: wwww
[1129.019] piyopiyomaru555: ZとXの違いってスパコンが数種類使えるだけ？
[1130.563] (S)n242f45aa: 世界チャンプ知らず？
[1130.916] v_harumi_v: ww
[1131.122] (S)perfecttakahashi: w w w w w w
[1131.873] furu13: バターロールね
[1132.122] tsubame5204: umeNirami
[1132.518] (S)hotokemax: 誰だと思ってんだ？？？？
[1132.749] beehive3: LUL
[1133.400] (S)raurakd: umeNirami
[1133.719] mako6912: おお！
[1133.842] (S)gazesd: もう昔のゲームじゃけえ…
[1133.918] niwakanoppo187: ZERO3強かったんですか？は割りとおもろい
[1134.777] (S)kani7321: だーれに言ってんのw
[1135.919] (S)jinkun80: さすがに？
[1138.491] one596: シュートが自信あるからってハイタニ家でたこ焼き作る話は聞いた？
[1138.557] (S)latenight000: 恐れ多いぞ！
[1140.050] balthazar000: カーテン守らないとビリビリされちゃう
[1140.843] タフタフ: 若いんやろw
[1140.866] jagajaga1943: なんで？
[1141.614] kasutadonshirokuma: 動画で見たことある
[1143.426] (S)nitro_7171: WORLD1やで
[1145.166] (S)raurakd: umeNiramiニワカが…
[1145.319] (S)kazukitaiga: ハンター強かったんですか？
[1145.636] sei_6: まじかGO1さん相当やってるもんな楽しみ
[1146.261] tw_numa: うおごーちゃん
[1147.414] sh1zuku716: トラボｗ
[1148.004] danny_love_danny: えええ
[1149.467] kazuya0213: 大谷に野球上手いの？って聞くようなｗ
[1149.966] jagajaga1943: ルークはなんで？
[1150.091] 墾田永年私財砲: トラボどうして‥‥
[1152.879] jigokunonekomatu: 西の初狩りメガネついにくるか
[1153.169] furu13: トラボは忙しいから…
[1153.754] thunderbolt0422: トラボの７年間...
[1153.985] 36mgh: ｗｗｗｗｗ
[1154.816] maddy2623: ｗｗｗ
[1156.071] hizahashin: ｗｗ
[1156.909] tw_numa: トラボ…
[1157.579] (S)n242f45aa: トラボ・・・
[1158.101] underground0714: 逆に？
[1159.091] 000105: さすがに未プレイじゃなｗ
[1159.466] oimo: 掃除ｗｗｗｗｗｗｗｗ
[1159.811] LogicalDashGG: ｗｗｗ
[1160.413] (S)gazesd: メイドか？
[1160.434] いがぐりころころ: そっちw
[1161.297] kaigaizei: トラボは触ってもいなかったから最弱は妥当
[1161.550] right_8: 清掃員トラボ
[1162.003] (S)yossi392: トラボ器用ではなさそうだもんな
[1162.100] ddb365: なんでよｗ
[1162.577] chin_56_: すごいゴミ入りそう
[1163.044] one596: 掃除係w
[1164.244] aranami0: 美味しいぞトラボ！
[1166.545] たあぼ0126: 執事とラボ
[1166.725] (S)bec118_japan: ウメヌキの次は誰だったんですか？
[1167.155] (S)shiru042: 家政夫トラボ
[1170.197] spring__thief: トラボ、あまりにも
[1171.241] sh1zuku716: 部外者
[1173.987] カブトシロ: あれ、お手伝いさんは？
[1174.303] (S)gameinntwitch: やれと言われればやる
[1175.098] (S)ima_son: メイドの格好してもらおう
[1177.205] (S)若鶏の唐揚げ: umeCossack
[1181.570] nikkou18: 「メンおじ待ちかな」（圧）
[1181.801] (S)n242f45aa: ｗｗ
[1183.188] kazuya0213: レバーでやってんの？
[1183.913] tabibitox: メンおじいたｗ
[1185.000] (S)katuo3_: 後ろの白いマイクかっこいい！
[1186.384] (S)sistersguitarreplica: トラッシュボックスとディスポーザーで部屋綺麗にしよ
[1187.361] quwrof_sb: 蝋燭雑談まだかな
[1190.620] 36mgh: でもマスミさんは3日あれば戻るって言ってたしぃ…
[1193.728] mococyoko: よくzero3企画受けましたね
[1194.015] tw_numa: 成長したトラボが１億取る未来線は
[1194.836] lucentsnow: ウメちゃんXとzero3どっちが得意なの？
[1195.348] jigokunonekomatu: トラボさんは忙しい人だからあんまり無理言っちゃ駄目だよ
[1197.399] (S)junjamaica: 逆襲のトラボって題名で獣道するか
[1201.091] chin_56_: 成人しちゃう
[1201.389] thunderbolt0422: ｗｗｗ
[1203.543] ジャンクばっち: ひぐちくん産まれた辺りからやってないのか
[1204.653] (S)クラクラ777: ｗ
[1205.205] balthazar000: 体面にするモニターあるんです？
[1207.894] takahashiseigi: 06のモリカワさんとのガチ以来ですかね…
[1209.365] 吉田ジャスティスカツヲ: 最後にゲーセン行ったのいつくらいですか？
[1209.831] (S)n242f45aa: 年数すーごいｗ
[1210.664] maddy2623: 絶対勝つって言ってるマスミさんハードル上げすぎや
[1216.001] (S)perfecttakahashi: これでウメちゃんが勝ったら割とバッドエンドじゃない？
[1217.910] odoreminv2: 俺がヨチヨチ歩きだった頃に世界一だったのか
[1218.925] sh1zuku716: 歴がやばいな
[1219.586] nail06k: 格ゲーの歴史そのもの居たぁ
[1219.676] umesecond: zero3ほどシステムおもろい格ゲーない
[1220.066] ootsukemono: おっゼロ3の話か
[1221.610] 157655: 離れるだけじゃなくて別のタイトルをいくつもやり込んでるしね
[1222.344] (S)ババシャツ: 梅ちゃんの弾は1.5倍大きいから
[1226.362] (S)jinkun80: 生まれた頃は草
[1227.827] 第四宇宙速度: でもウメちゃん勝つって真須美さんが
[1229.527] market_fujisaki: そういえばひぐちぷげの決定戦ガヤして欲しい
[1232.904] (S)kazukitaiga: 正直絶対ウメちゃん勝つでしょ
[1233.545] (S)brutal9998: いつから練習やるの？
[1242.095] goozy009: 両国大会は6で実現させましょうCheer100 Cheer100 Cheer100
[1244.385] spring__thief: インナーマッスルで甦れ
[1246.787] balthazar000: そんなに無双してたのね
[1247.443] potocki1810: umeCossack
[1248.253] sh1zuku716: 言ってみたいｗ
[1248.444] (S)n242f45aa: 最初大貫さんにボコられてなかったの？
[1250.727] quwrof_sb: ナッシュでクリアしたらガイル出るんだっけ
[1253.063] maddy2623: いたじゃんねぇ ライバルが
[1253.282] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[1266.877] (S)ima_son: ZERO3出て24年くらい？
[1273.903] lucentsnow: ますみさんにボコられたやっぱり？
[1276.728] hikky722: 来るゲストには毎回トイレットペーパー買ってきてもらおう
[1279.663] tower_of_the_fortune: わこつ
[1285.552] v_harumi_v: なるほどー
[1287.197] myaaaaaa123: ますみさんのウメちゃんへの信用度がやばかったｗ
[1288.343] (S)junjamaica: メイウェザーになってたな
[1291.489] balthazar000: ２０年のブランクが襲い掛かる
[1291.636] tabibitox: ますみ氏はウメちゃんに脳を焼かれてるからｗ
[1292.385] manabubb: メストのムック買った覚えある
[1301.889] market_fujisaki: 戻せそうなのはX？
[1306.772] (S)yut7xot8: 今日トパチャンの試合をリスナーと一緒にみますか？
[1308.818] (S)gameinntwitch: 今ゲームしてるパソコンと対戦する用のならモニター買うだけですぐだけど、対面って別パソコンのことなのかな
[1309.901] thunderbolt0422: なるほど
[1313.208] (S)ババシャツ: 肉の芽は何年経っても消えない
[1316.398] lucentsnow: なるほど
[1327.094] 墾田永年私財砲: ZERO3の稼働98年7月だって ほぼまる25年
[1329.419] TEIKETTO: TEIKETTO subscribed with Prime. They've subscribed for 26 months, currently on a 1 month streak! ZERO3、久々レバーとか大丈夫？
[1330.767] 吉田ジャスティスカツヲ: ゼロ3もヒトボでやるの？
[1341.648] kasutadonshirokuma: ウメちゃんメイウェザー知らんと思う
[1345.251] ootsukemono: 救われねぇ…
[1345.832] おにたろう: ブランクきついかもしれないけど、勝ってほしいなあ
[1351.712] lucentsnow: 流石に？
[1352.658] shomarusan: さすがに現役が勝つでしょ
[1354.275] カブトシロ: ウメちゃんヒール役か。
[1355.732] balthazar000: ZERO3界を牛耳るウメハラ
[1357.264] (S)brutal9998: ますみは凄く勝たせたがってた
