[12.660] ねこざけ: おｋ
[926.916] (S)gorogorogorn: 再春館強そう
[927.359] 天然ベニテングダケ: まだ初週だからのう
[928.089] すみ___: ミートたけしさんとうめちゃんが、新人警察とベテラン刑事みたいで面白かった
[930.327] (S)yonkine: ガヤ配信はこくの方でしたか。ありがとう！
[932.160] tsukikage_saga: SFLは今後全節こくじんさんとガヤする予定ですか？
[932.182] (S)エムクロ: 熊本
[935.202] casinozx: sry for english comment but what method is he doing for that dp?
[938.153] shamisen0704: かじゅ応援してふ
[945.671] うつのみや_空ノ宮: 気になったんですが実況したい人とかいなかったんですか
[950.337] piyopiyomaru555: 漢松浦に弟子入りしたい
[950.680] tsukikage_saga: おお！楽しみにしております！
[954.874] market_fujisaki: 正直ixaとfavはsakoさん以外どっこいだったし
[956.685] muck_339: それなら今週の金曜がまた楽しみ
[958.490] (S)muteking510: 魚群強そうな雰囲気よね
[959.307] kiyotaki35: kiyotaki35 subscribed with Prime. 
[960.207] (S)ジスカルド: 毎回やってくれるのかあれｗ
[960.288] (S)jazzyjamboree: 昇龍拳、昇龍拳、昇龍拳、昇龍拳
[960.795] 天然ベニテングダケ: ササモ君がブラジル人だったことにびっくりもした
[964.413] terry_man630: fav、デトネ、熊本、魚群、シノビかなとおもちょる
[968.178] 海のカツオ: 他ゲーがいなかったのはわざとですか？
[968.498] (S)gorogorogorn: 声優にぃは実況行けそう
[970.172] (S)hiro_chan: アールさんの枠ねらいか
[970.660] sharks_up: 小野さん見てますか
[970.981] (S)inu_33: ちょいちょい他斧のｺﾒﾝﾄに適格な補足入れるﾐｰﾄさんが凄かった
[971.053] 歩歩歩: ササモはハーフだと思ってたよな
[972.205] tsukikage_saga: ウメちゃんはいつ頃からPS５でスト６練習するの？
[972.266] lucentsnow: ウメちゃんデータとか未だに自分で取ってんの？
[973.664] balthazar000: sakoさんは飛び抜けてたなぁ
[975.099] mikaze0001: 「こくにい」、チャンネル名は「kokujintv」のままだけど大丈夫なのかな
[975.135] fl0kis: 関さんを斧側にする
[978.545] mu_chan: Favも後半になったらやばそうな感じある
[979.518] (S)miracle_flash: sakoさんの仕上がり凄かった
[987.822] icyblue1985: sakoさんのチュンリーはやばそう
[991.425] oasis909: 実況の席一つ空いたからねぇ
[991.920] Bonus_92: @casinozx probably anyone speak english my man
[992.456] (S)gorogorogorn: アールさんの穴埋めないとね
[993.949] 斉川: 応募してきた人合わせて最年少はレオ君だったの？
[998.858] seirosu: 王者g8sに、新参CAGを初戦あてるのかって思ってたけど前評判通り互角で見ごたえあった
[999.306] sphere0315: こんにちは。今日も1000本昇龍お疲れさまです。
[1000.791] qin_liangyu: こくにいなんで黒人って名前なの？
[1001.843] (S)jazzyjamboree: 昇龍拳、昇龍拳、昇龍拳、昇龍拳、昇龍拳、昇龍拳、
[1004.545] waiten8888: 漫画です。同ジャンルの方が何人か出てて自分も出ればよかったーと思いました
[1004.936] goozy009: 酔わないように時々目を離してくださいね
[1010.847] porukaoruka: 声優の人それこそ実況しろよと思った
[1011.769] 天然ベニテングダケ: 最年少はレオ君だけだろう
[1012.294] unkobakudan: SFL興味なかったけどウメこくのガヤありなら面白かった
[1012.659] mifune1046: ササモは相当ファン増えたと思う
[1012.733] balthazar000: ダッドリー使ってたから
[1013.176] bebebebebebeebe: ただsakoさんは元々使ってたのもありそう
[1019.928] latenight000: スト6はまだ始まったばかりだし、自分のキャラ動かせるようになって、ミスを減らすのが大事だからね
[1021.112] 歩歩歩: 俺を穫れの司会アールじゃなかったのウメちゃん持ってるよね
[1021.284] 眼鏡_時々曇り: マドンナの人の経歴は本物？
[1021.608] ボタンレス加藤: 対戦の映像データ抽出して距離/ラウンド数/ゲージ量から行動比率出すAIモデル研究の話持ってきゃよかったわ
[1021.611] higashimurayama: 落とした人も入れると爺とかいましたか?
[1027.257] market_fujisaki: ハメコ。に実況解説やってもらって公式がやで呼んでもらおw
[1027.427] qin_liangyu: ダッドリーが黒人だからなのかｗ
[1029.964] lackesis: ちなみにこれマジ対空が出るようになったぜ！ありがとうウメちゃん
[1030.248] muck_339: 声優の人大会実況来てくれたらなー
[1035.363] wahaha7788: ハーフって言葉も今よくないんよな確か
[1035.954] iguchiill: おおー漫画にいがんばです
[1036.768] (S)こたのすけ: レオ君作文も上手だったな
[1037.726] chin_56_: もってる
[1038.804] v401: レオくんのピッカピカの未来と次の人の現状の対比がヤバかった
[1042.643] tabibitox: 野田氏は普通に仕事復帰してるよ
[1043.203] okamasa456: 神回避
[1049.738] hayama01: 野田どうして・・・
[1049.983] (S)きしー: でもアールだったとしてもそのまま行ってたでしょ
[1050.023] lastresort22: 野田も今頑張ってる
[1050.180] seirosu: もうfavcupでお仕事復帰してるから・・・
[1050.671] (S)hiro_chan: ミックス
[1051.296] lucentsnow: レバーレスのボタンカスタムしたやつ使ったほうが離し早くなって昇竜でやすいよ
[1052.710] (S)gorogorogorn: 栄作ポジはハンサムじゃないと
[1052.773] こじろう: 昇龍拳昇龍拳
[1053.538] tora6666: ケン「スモウ竜拳」
[1053.687] (S)sakusakuman225: ハーフだめなのか
[1054.644] (S)きしー: みっくすかな
[1055.175] bbb999z: 色々な名前使っててたまたま優勝したのがコクジンだったから
[1056.332] latenight000: 折笠の抜擢
[1056.599] punpunjp_: 関さんもうすぐでマスターいけそうです
[1056.843] ちぇんぷる: え、そうなの
[1057.926] kazuxeno: これで低空キャノンを落とせますね
[1059.434] (S)jazzyjamboree: 昇龍拳
[1060.121] sh1zuku716: FAVの実況してたしな
[1061.610] valkbebebe: だる
[1062.312] (S)You_nari: 野田はこれからがんばればええやろ
[1064.275] (S)Nagare765: ダブルｗ
[1065.187] フィズバン2023: じゃあクォーターもダメなんかな
[1066.151] sharks_up: ウメちゃんも早めに謝罪しとく？
[1066.381] zackz_fair: ミックスだったような
[1067.747] x_abu_xx: ミックスの方がどうかとも思うけどなぁ
[1068.284] mifune1046: お星さまになったみたいに言うのやめろ！
[1068.467] (S)osarusan26: アールさん同時視聴配信してて冒頭の「格ゲー界で最近色々なことが起こりまして・・」って発言で流れ弾受けてたよw
[1068.791] muck_339: ハーフダメならピザのハーフ＆ハーフなんてダメダメじゃん……
[1069.262] Loytory: だるすぎる。
[1069.693] kaigaizei: 「なんで半分なんや」って言われる
[1070.118] s_ShinoD: じぇみにさんのやつは どぐらがなぜ勝てるか？っていう動画はすごいわかりやすかったから、あっち持ってくればよかったのにっておもった
[1070.979] aztec_0: 相撲りゅーけん
[1072.760] (S)kani7321: ハーフあかんのか
[1072.968] セツリ: 犬みたいになったんやな
[1073.205] sahaha213: あんまり違いがわからん
[1073.232] (S)hiro_chan: テレビで普通にハーフって使われてるから大丈夫
[1073.888] 黒鼓ぜろ: ハーフダメって言ってるのはむしろ周りだけだよな
[1076.702] 天然ベニテングダケ: ピザ的な
[1076.729] Nemu1010: ミックスのほうがなんかｗ
[1077.245] suupu: 言葉狩りも行き過ぎてるなぁ
[1077.578] (S)junjamaica: 逆に獲れ側でアール出てほしかったわ
[1078.712] sphere0315: カルロス宮本はミックスか
[1079.683] afro888: 後日やる格ゲー部門のトーナメントは10先なの？
[1079.721] deus_ex_machina88: ハーフは良いだろ
[1080.614] pettan_omochi: ミックスって犬みたいだな
[1081.813] いちのろく: 本人たちが嫌だと言ってるならまあ…なんだけど
[1082.090] aranami0: 何かダブルの方が響きいいなｗ
[1082.617] zoeyan: 仕事しながら大会出るのってそんなハードル高いの？
[1082.675] icyblue1985: ハーフやクォーターなんて格好良く聞こえちゃうけどなぁ
[1083.090] (S)ノア1844: ハーフがダメでミックスが良いってよくわからないですけどねｗ
[1083.200] (S)johndoe6523rp: めんどくせぇや！
[1085.229] poikourousan: 俺ハーフだけどハーフでいい ややこい団体がほざいてるだけ
[1085.327] (S)sakusakuman225: ミックスの方がなんか変な感じ
[1086.844] kanizosui: ピザの話か？
[1090.613] 黒猫くん: ミックスもハーフもたいして変わらんやろw
[1092.254] (S)ruca99: ウメハラさんの知る中で格闘ゲームスタート年齢最高齢は何歳ですか？
[1093.837] lucentsnow: 古のドラゴンダンスや
[1094.137] mu_chan: 当人はそんな気にしてなさそうだけど
[1098.282] saibabasan: 誰がダメと言い出して、誰が多数決取ったのか不明な言葉狩り
[1098.557] demaekan_: 犬みたい
[1100.911] フィズバン2023: ミックスだと犬みたい
[1101.211] うううぬぬぬ: 混血？
[1102.080] (S)こたのすけ: ハーフとクォーターの区別とかどうすんの？
[1103.159] (S)sakusakuman225: ええええええｗ
[1103.429] zackz_fair: 本人がハーフですって自己紹介するときあるのに
[1104.350] tsukikage_saga: なるほど
[1107.239] vungo_mr: なるほど
[1107.323] stun_operator: atpSuspect
[1107.413] kaigaizei: そうそう
[1108.066] jambotanishi: ササモに聞こう
[1108.234] qin_liangyu: へえー
[1109.767] ちぇんぷる: なんじゃそりゃ
[1109.940] akiaki0612: へー
[1113.191] セツリ: 50%の方が先行するか
[1114.521] beastbeast: ハーフアンドハーフでいこう
[1115.212] tsukikage_saga: ところで、立川さんは格ゲーで三指に入るって本当ですか？
[1116.600] erisuk: ハーフは劣化扱いということにもなるな、一応
[1117.423] (S)sakusakuman225: もうなんでもかんでもこじつけやんｗ
[1117.665] 体調不良は背中をほぐせ: 言ってはいけない言葉大会
[1119.677] (S)gorogorogorn: 別にニュアンスなんかないのになあ
[1120.364] gajimaru: デバイスで極限までポテンシャル引き出せるってなったらヒットボックス一強ですか？
[1120.376] Loytory: そんな意味で使ってるやついないでしょ
[1120.504] balthazar000: どこ発祥なんだろう
[1120.657] S4K4S4K4S: 言葉狩りみたいな人がいるのも問題だよなぁ
[1123.411] sharks_up: それは昇龍拳やな
[1124.054] itoooo_o: 半分に分けてるみたいな言い方だからかな
[1124.132] muck_339: マナー講師が作ったようなにおいがする
[1124.308] (S)ノア1844: 犬とかミックスってイメージなのでそっちの方がへんな感じがしますけど、日本だけってことなんですかね
[1124.607] (S)muteking510: ミックスはペットぽいな
[1124.698] wahaha7788: ウメちゃん知ってるねぇ
[1124.746] unkobakudan: ササモとはやってほしい
[1124.906] mifune1046: アプデせずに生きていくのは辛いなぁ…
[1125.642] vungo_mr: ハーフだけだと50%だもんね
[1126.064] (S)fikat_0702: ウメさんが前言ってた、業界が大きくなると薄味になる(要約)みたいな感じになりそうで怖いです
[1127.437] 天然ベニテングダケ: 面倒臭い世の中だ
[1127.629] poikourousan: 言葉に悪意があるかどうかが本質だから本当にきにならん
[1129.584] (M)rtmt: ダブルでもいいみたいよ ググったら
[1130.242] セツリ: それはさすがに言われた側がそう言うならそうやろｗ
[1130.710] gakkaripanda: 0.5斧は？
[1130.854] sahaha213: ピザみたいだからかなと思ってた
[1130.984] (S)SOLAS1D: ミックスって犬みたいだよね
[1131.342] latenight000: その理屈だとミックスも雑種扱いになりそうだなぁ、何年後かに
