[35.791] tarantarantaran: umeYay
[956.385] baibai29: あるあるｗ
[958.811] keiji25nico: こないよ
[958.867] (S)asksrg: KSKの話は信じるな
[960.869] nitamago33: 腹痛いｗ
[961.012] osipon: wwwww
[961.407] thunderbolt0422: ｗｗｗ
[962.233] ハルキ10: シノギズム
[963.628] aranami0: ｗｗｗ
[967.052] うどんチャン: だんごじぃ生きてる？
[971.740] friendbakery: うめちゃんは領収書使えるんじゃないの
[972.522] porcupinepine: 「貸してー」「はーい」の即答感
[973.180] 泣き虫サクラ: こういう地道な積み重ねが大事なんだね
[975.240] lm312v04wo: 細かくしのいでいく
[976.275] HirocoT: 返ってくるならウメさんの経費ｗ
[980.715] gorogorogorn: 細やかなシノギ
[984.541] (S)tibusa8: 200円は6憶に消えたよ
[985.301] 5don: ありがとーーー！
[986.814] ハルキ10: ありがとー
[992.211] aranami0: ありがとーーー
[993.195] toro0524: ありがと~
[994.886] potocki1810: arigato-
[996.999] hotokemax: 待ってくれてたのか…あったけぇ
[998.033] マンゴスチン: ありがとー
[998.816] スーパー対魔人4: ありがとおおおおおおお
[998.909] momochan6: 待っててくれたのか
[1001.257] flashbacks18: それはそう
[1004.088] ハルキ10: つおい
[1006.169] HirocoT: ｗ
[1006.941] ddb365: すごいね
[1007.553] onyancoscratch: シートベルトした？
[1009.856] toro0524: すげえ
[1010.238] shibaponz: もうさっきの人がジョビンってことにしない？
[1010.640] アベ0206: 愛されてるねえ
[1012.998] taroumaruh: ちょっと解像度悪そうだったもんなｗ
[1016.796] amaterasdesign: ジョビンも救い上げる
[1019.970] gold_power1969: 加平から川口線が速そうだけど
[1019.981] redbull_daisuki: ジョビナーに支えてられてる総師範
[1023.164] スーパー対魔人4: めちゃめちゃ嬉しいじゃん…( ；∀；)
[1023.289] momochan6: こだわりすごいな
[1025.481] ビフィダス: すげ
[1029.025] kiku1133: 今は駐車場ではなく一軒家
[1034.548] hotokemax: ジョビンは救われない
[1039.778] ミジンコ隊長: こわいものはこわい
[1040.535] ~MISSING_COMMENTER_INFO~: こわいねぇ
[1041.226] メタルぱんだ: ！？
[1041.242] tsubame0614: ｗｗｗ
[1042.239] aranami0: 怖いのは怖いｗ
[1043.832] 売れないバンドマン41: 桜がきれいって感情は持ってるんだなぁ
[1045.683] kaigaizei: 封筒のお陰で桜を気にする余裕が湧いてきた
[1045.995] wahaha7788: 信じてないからこそいたら怖いんよね
[1046.205] sistersguitarreplica: わかる
[1048.591] chin_56_: 矛盾してる
[1050.646] baibai29: びっくりするのが嫌なんだっけ
[1052.995] ロンロ: そういうもんだろｗおばけって
[1053.752] potocki1810: こわいねぇw
[1057.670] 遼は肉が好き: 人の方が怖いよねー
[1057.829] shibaponz: 怖いから信じたくないんだ
[1060.181] onyancoscratch: みちゃったら終わりじゃんねぇ
[1061.230] ハルキ10: ままま
[1068.106] keiji25nico: でたのか
[1080.025] tsubame0614: エイタの小話はどうしてこうも胡散臭いのだｗ
[1086.794] メタルぱんだ: ん？
[1087.362] suzan_star: 面白い話？
[1087.621] fabregas123456789: えいたかこれw
[1087.719] ancehutn: 頭おかしいやつやんｗ
[1090.792] ハルキ10: ん？
[1091.547] sistersguitarreplica: ん?
[1093.175] twitchyarutch: 眠かっただけ？
[1095.090] momochan6: まーじ？
[1096.200] ロンロ: 学校なら関係ないじゃん
[1098.616] osipon: ？？？
[1098.779] かませ犬ドッグ: そこまでして目立ちたいのか？
[1100.800] shibaponz: ジョジョにそんな奴出てきたな
[1100.928] 猫神寝猫: えいた君のすべらない話
[1101.407] chin_56_: クックしてる？
[1101.982] lclc98765: かなしばりは心霊現象じゃなくね？
[1105.491] buretan555: えいたさんに1票が入りました
[1105.674] amaterasdesign: オチ用意してるのかな
[1108.688] nihonsyu_: えいたくんその話おもしろい？
[1111.362] mqdf1987: 「ヤバイやつ」やん
[1117.489] montylamb: yo diaog wippin that nissan
[1118.795] メタルぱんだ: えいたの霊感は？
[1119.434] friendbakery: へええ
[1120.692] kaigaizei: へー・・・・・・
[1121.106] 戸愚呂妹: 霊感あるのえいたじゃないじゃんｗ
[1121.133] ロンロ: ｗｗｗｗｗ
[1121.197] スーパー対魔人4: オチは？
[1121.640] pooh012345: かなしばりは普通の症状だよ
[1122.043] guruguruwan: 登場人物にメンヘラしかおらん
[1122.856] ハルキ10: へー
[1123.155] (S)asksrg: 終わり？
[1125.525] tsubame0614: ﾍｰ
[1126.235] kirakiracat331: へぇぇえ
[1127.179] hotokemax: へー………
[1128.096] れんぞね: へえ
[1128.156] nihonsyu_: うん
[1129.110] しんさく: 取り壊したねぇ・・・
[1131.473] nihonsyu_: へー
[1133.137] ながしめん: もうちょい話がんばって・・えいたくん・・
[1134.749] monti370: 家庭の闇...
[1135.028] suggoigold: えいたくん、オオカミ少年って話知ってる？
[1136.164] gorilla_osaka: だからずっと怒ってるんか
[1136.305] giguok: 話し方本当に下手だよねｗ
[1136.607] yukke85: ｗｗｗ
[1136.678] friendbakery: メンヘラ同士知り合ったって話やな
[1136.887] shio_kasegi: えいた…5点♠︎
[1138.028] suzan_star: 話のテンションが高いのが悪いんだな
[1138.254] kkshkk: じゃあえいたのせいかもしれない
[1139.866] baibai29: ｗｗｗ
[1143.110] momochan6: 毎日だともう病気かなんかじゃ
[1143.111] ~MISSING_COMMENTER_INFO~: アスファルト！？
[1144.112] keiji25nico: いまも憑いてるよ
[1144.819] toro0524: 同じｗ
[1148.603] adachikujin: 毎日は盛ってるでしょ
[1149.298] wahaha7788: おばけ見えるってメンタルの問題らしいよ
[1149.648] ロンロ: えいたのオチのない話の方が怖いよ
[1150.167] cielcloudy248: えいたの霊感…どこ？
[1150.258] yukke85: 霊障みたいなもんじゃんねぇ
[1152.778] 猫神寝猫: そして早口ww
[1155.677] ハルキ10: 話下手w
[1156.507] minimini3223: そうなんだなー
[1156.535] スーパー対魔人4: えいたさん、オチは…
[1157.414] 遼は肉が好き: えいたさんにもパワーくれ
[1157.449] ~MISSING_COMMENTER_INFO~: 折笠さんは眩暈じゃなくても寝るから
[1158.258] fabregas123456789: なんでKSKにはタメ口やねんw
[1158.422] LGA2011: えいたの話マジつまらんな
[1158.628] rm_rf__: LUL
[1167.279] (S)redpeppar510: その部屋でなにがあったって話しあった？
[1167.677] nihonsyu_: kskが拾ってくれたからなんとかなったけども・・・
[1169.959] 159cm91kg: kokuji3Kaki
[1170.428] スーパー対魔人4: ｗｗ
[1170.446] amaterasdesign: 大オチがある切り出しだったよなw
[1171.686] gold_power1969: 身体的な金縛りと心霊的な金縛りは全然違う、経験すると分かる
[1171.818] shio_kasegi: 落語とかで話し方勉強しなさい
[1174.189] mqdf1987: 頼むから飯を食ってくれw
[1174.338] toro0524: 中学から栄養失調だったのでは
[1174.690] ishiwata1234: ナルコレプシー？
[1175.327] thunderbolt0422: ｗｗｗ
[1180.235] baibai29: 今もカリッカリじゃね
[1181.144] ancehutn: 食うに困る
[1184.424] taroumaruh: ガチの瀕死
[1185.365] chin_56_: ここ日本よ
[1187.463] anaguma3: えいた君語り始めると早口になるのやめな？
[1192.830] 159cm91kg: kokuji3Kusa
[1194.961] celsior_chan: ちなみに今17時になります
[1195.619] もきち555: 今日？ロールパンいっこ
[1196.887] thunderbolt0422: あの頃そんなに金なかったんだ
[1197.567] ~MISSING_COMMENTER_INFO~: 偏食なんだね
[1200.158] kaomoji3: 貧乏話ええぞ〜
[1205.595] shio_kasegi: アマチュアで時間があるうちに話し方教室とか通ってみるといいかもです
[1210.468] njpw2017: 結婚してよかったな
[1211.675] yuuubin: よかったなえいた
[1222.390] thunderbolt0422: えいたには出来すぎるお嫁さんだな
[1222.694] celsior_chan: マックスむらいさんに料理食わせる動画あげてるよね 梨蘭ちゃん
[1223.673] nellright: 月6000円あれば食費いけない？
[1234.942] buretan555: 雑草系ユーチューバーとかいるしそういう方面がいいかも
[1237.038] (S)sinanana1: 割と近くない？
[1241.208] burisuke: えいた今ヒモなん？
[1257.029] 遼は肉が好き: 早口か滑舌か、どっちかなら聞きやすいんだろうけど…しょうがないか…。
[1259.591] イエール: umeCat
[1275.574] njpw2017: そりゃするでしょ
[1275.724] tama_zx61: ｗ
[1277.545] kiku1133: えらい
[1277.898] ロンロ: ｗｗｗ
[1278.782] thunderbolt0422: かわいくて有能
[1279.092] kaomoji3: いい嫁だなぁ
[1279.120] スーパー対魔人4: 感謝だぞ…
[1280.487] burisuke: そりゃ仕事するわな・・
[1280.535] blackcoffee0821: ひもやん
[1280.590] jacofrost: そりゃ無職抱えてれば
[1280.657] nitamago33: ｗ
[1280.958] Coedawg: naru04Doku
[1284.270] underground0714: これ半分ヒモだろ…
[1285.634] hotokemax: そりゃあ旦那が無職だもん
[1286.046] ishiwata1234: www
[1286.797] thunderbolt0422: ｗｗｗｗｗｗ
[1287.583] peperon17: ｗｗｗｗ
[1288.932] potocki1810: わろとるでぇw
[1289.485] ミジンコ隊長: あ・・・
[1289.660] nagilay1: えいたが編集しろｗ
[1289.788] x_abu_xx: そら旦那が無職になったら働くやろ・・・
[1290.354] suzan_star: ｗｗｗ
[1290.753] sengoku_cyber: やばｗ
[1291.085] Fanta198: ｗｗｗｗｗ
[1291.784] baibai29: ひっどいｗ
[1292.336] iwaisi: ｗｗｗｗｗ
[1292.424] osipon: ヒモやん
[1293.017] fabregas123456789: うぜえw
[1293.044] green_tea_power: んっ
[1293.317] makebuta: ガチのくずやんｗ
[1293.349] toro0524: あっ‥
[1294.207] kkshkk: 預金のあるヒモ
[1294.652] hotokemax: ヒモじゃねえかよ！
[1295.355] tama_zx61: ｗｗｗｗ
[1297.133] mqdf1987: やめてくれほんまにw
[1297.421] aranami0: 終わってるｗ
[1297.453] kiku1133: ヒモじゃん
[1298.125] suzan_star: 才能がある
[1298.247] faiueo: gmの教科書
[1298.631] chin_56_: 四コマ
[1299.293] ハルキ10: www
[1300.856] 万年プラチナ: 離婚されるぞ
[1303.503] enuemu3: ヒモだねぇ
[1305.767] nellright: えいたヤバイな
[1306.203] gorugoru123: naru04Nltu
[1306.289] buretan555: 結婚するときに富めるときも貧しきときもってあるし・・・ｗ
[1306.772] ~MISSING_COMMENTER_INFO~: スロット儲かるのか
[1308.060] sh1zuku716: スロ動画見たけど１０万負けたのマジなん？
[1311.162] 我がゴイチ: ゴミみたいな生活w
[1311.648] gorilla_osaka: 霊感あるしコンサルもできるプロゲーマー
[1315.397] junjamaica: いい人見つかるといいね
[1316.762] sansiki205: パチプロじゃん
[1322.502] potocki1810: ばれたwww
[1325.200] tondemonaiyo: 一応は信用できない
[1325.206] TUBE_MAN: ｗ
[1327.258] ilm0806: 嫁さん、マックスむらいの動画配信手伝っているよね
[1328.486] thunderbolt0422: ミルダム預金まだまだあるの？
[1328.556] fabregas123456789: 離婚しろ
[1328.970] anaguma3: おじいちゃんｗ
[1331.827] タイフーン: 基本、払ってるってどんな状況だ
[1334.674] kaomoji3: スロットうまいゲーマー多すぎ
[1338.041] toro0524: 食べたら眠くなるかも
[1339.406] onyancoscratch: 納税は不要のえいた
[1341.904] bikibiki999: 呼び水になったか
[1342.408] あさつき教: おじいちゃんさっき食べたでしょ
[1345.846] yukke85: 今飯食った～もう腹減った～ｗ
[1348.965] 遼は肉が好き: 背が高いと燃費悪いのねw
[1351.010] suzan_star: 基本無料並みの信頼度
[1352.878] underground0714: 基本があれば応用もある
[1354.032] as6623: 空腹営業行くぞ！
[1354.184] メタルぱんだ: ｗ
[1359.002] wahaha7788: スロットは恥を捨てればまぁ勝てる
[1359.010] タイフーン: 口癖で腹減った言う人もおるよね
[1362.374] hotokemax: きっちり終わってる男・えいた
[1371.047] sansiki205: ksk配信しないの？
[1376.230] chataro0: 今はもう小ぶりだね。傘いらないぐらい
[1380.163] anaguma3: 近所のパチンコ屋はハイエナ禁止の看板出てたなぁ
[1388.226] ボッケリーニ: ウメさんずっとスマホ構えてるの？
[1388.264] perfecttakahashi: 全部で何件あるの？
[1388.925] jacofrost: スロットのハイエナとか相当みっともないからな
[1391.393] egatyan: 愛知県はもう雨止んだから、東京も止みそうね
[1392.627] 茶碗: 高速のほうが運転しやすいからできれば乗った方が配信には向いてそうだね
[1393.760] hukohuko: 中部の方はそろそろ降ってないから止みそうだけどね
[1402.507] 5don: 配信以上の "パワー" を授かっておられる
[1405.626] すずき鮭: これKSKさん配信したら相手映りそう
[1414.856] baibai29: 全部聞こえる
[1416.876] wahaha7788: いいお車
[1417.270] buretan555: しかしミルダム時代のおこぼれ勢でちゃんともらい続けてるのKSKさんだけかなｗ
[1418.511] kaigaizei: 後ろにいるのえいたさんだし
[1419.833] ~MISSING_COMMENTER_INFO~: 静かな車だね
[1421.804] aranami0: ハリアーいい車やからね
[1423.440] 遼は肉が好き: 受け取る時にカメラ邪魔かもね
[1423.825] EDN3rd: 内側うつせば
[1425.317] TUBE_MAN: 歩いてるときは2つあると聞きやすいけどね
[1449.020] taroumaruh: 軽とかだったら運航音でかいからね
[1451.286] osipon: w
[1455.452] タイフーン: ハイブリッドカーなんじゃない
[1464.420] amaterasdesign: 車内映せない事情あり？
[1468.787] thunderbolt0422: やっす～
[1470.649] wahaha7788: ハリアー新車だと400万位か
[1471.000] aranami0: お安い
[1472.769] momochan6: 車はいいやつは違うからねえ
[1473.191] nitamago33: やすない？
[1473.661] ハルキ10: いいじゃん！
[1473.780] 159cm91kg: 安すぎんか
[1474.285] baibai29: 思ったよりだなぁ
[1475.869] keiji25nico: すごい聞き取りやすい
[1479.250] suzan_star: ガソリン込みなんだ
[1487.973] tsukany: うめちゃん、チャットGPT使ってみましたか？
[1492.506] (S)sinanana1: いまハリアーたかいよ
[1498.889] kiku1133: 西湖
[1502.941] Coedawg: naru04Uooo
[1504.626] thunderbolt0422: うおおおおおウメキャンプくるううう！
[1506.804] donekofg: 焚き火見てるのが好きなえいた
[1507.168] HirocoT: おおー
[1508.167] redbull_daisuki: ダンゴさんも誘ってあげて
[1508.839] peperon17: キャンプ配信見てえよ
[1509.995] タイフーン: 面白いがフラグにしか聞こえない
[1510.933] nitamago33: えいたがコーヒー作ってくれる
[1511.571] ~MISSING_COMMENTER_INFO~: 日程きめよ
[1512.405] メピパラ: えいた仕事しないけどな
[1513.714] feel2525: 焼きたてのステーキ”
[1516.519] egatyan: ウメキャンみてー
[1517.205] 顔面ユッケ: ライターであったまってたやつ
[1520.022] ハルキ10: ウメキャンプ！
[1521.716] twitwitwich17: 味の素で焼肉ね
[1522.645] ~MISSING_COMMENTER_INFO~: 6月までにみたいよ
[1527.089] ライム_: 200％しぬって言ってたえいた
[1531.256] osipon: wwwww
[1531.400] thunderbolt0422: ｗｗｗｗｗｗｗ
[1533.238] 万年プラチナ: 笑える
[1533.685] wankoro_moti: 凍えてたやつｗ
