[33.508] (S)クヲーター: わこつ
[137.764] ciel1103: わこらだ
[137.782] (S)どくつる: お
[137.965] kobamaru_59: おお
[138.198] (S)shiitake0130: radaokunSeven
[138.225] (S)ran_3127: Cheer200
[138.330] 白い骨: おお
[138.367] regumu0409: わこらだ
[138.565] (S)はいどろ: わこらだぁ！！
[138.610] しゃあろっく: おー
[138.791] (S)peace3511: お！
[138.965] kono_5no: ういんくしないの？
[139.015] (S)tasogare__: お？
[139.093] ぷるぅ: わこらだ
[139.183] (S)chamarunrun0_0: おおお
[139.190] apple0703ga: ！？
[139.231] kagerou1918: お
[139.250] Kuu_tamanegi: お？
[139.380] (S)ゆげまる: おお
[139.596] (S)hyreina_1207: お
[140.071] (S)千隼: お？
[140.080] asa_825: お？
[140.082] (S)いのりさん: おおおおお！！
[140.124] redoo_iro: すげぇ
[140.289] ponzucyan: お
[140.297] (S)ぴーやぽう: おお
[140.308] hakumai060: DrinkPurple
[140.318] _々: おっ
[140.434] (S)sh0ma_jp: わこらだ 青脱2でしょ？
[140.523] ぷちちゃん: おお！
[140.527] (S)0itimaru: おぉ？
[140.575] kono_5no: お
[140.737] (S)シヤクナ4897: おお？！
[140.969] Alpha_5665: お
[141.158] guch1i: お？
[141.218] saki_1216: お？
[141.303] h1sui_second: わこらだ
[141.456] (S)yumi215921: わこらだ
[141.485] (S)くらいみぃ: お
[141.491] m0g018: おお！
[141.511] rakulima_dgvgb_: お
[141.674] rurina_a: わこらだ！
[142.192] ringo_chan: わこらだーーー
[142.306] apple0703ga: まじ！？
[142.379] (S)PASTA1256: PASTA1256 subscribed at Tier 1. They've subscribed for 10 months! 
[142.551] (S)toyn_2057: お
[142.753] (S)soi04: おおー
[142.759] (S)そらいろたぬき: わこらだ
[142.834] (S)pizasoosu: わこらだ
[142.976] ロックピジョン: わこらだ
[143.047] kiratoragame: おおお
[143.067] (S)リライトパンダ: Cheer100 
[143.241] (S)guutyan: おおー！
[143.287] スタフィックシヴ: お
[143.481] saki_1216: おお！？
[143.561] taiyooo: お
[143.697] 宮1975: おぉ
[143.904] (S)モチゴメ: おおおお！
[143.946] crewusss: お
[144.064] henatyok: わこらだ
[144.115] daigokuyakukai: おお？
[144.156] sarubanana877: おお
[144.234] 1212456: 化粧してるσ(∵`)？
[145.112] rem__09: おおお？
[145.212] mikan_san: おおお！
[145.322] hamuzawa: おぉ
[145.340] nanano_0224: わこらだ！
[145.366] (S)リリシィ: わこらだ
[145.761] きなこあんみつ: わこらだ
[145.970] abato_2525: お？
[145.975] kagerou1918: なんと
[146.000] ごり之すけ: おお？
[146.273] mallow_blue_: わこらだ
[146.500] ibis1115: わこらどぅあ
[146.923] (S)alice_0109: お
[146.971] mattya427: わこらだ
[146.981] (S)chamarunrun0_0: radaokunNice
[147.093] k112b9_: わこらだ。はつこめです〜〜〜
[147.311] beryl_2525: おぉ
[147.467] kai_4869: わこーーー
[147.570] maru_aoi: おー！
[148.103] kageee: わこらだ
[148.303] lunaticyuthi: おおー
[148.333] ちびまっちゃ: バージョン上がってるね
[148.470] (S)birthdaykonbu: radaokunWakotu
[148.693] Amag1i: お？
[148.871] ~MISSING_COMMENTER_INFO~: お
[148.914] nun_2354: お?
[149.018] 123frisk: わこらだ
[149.103] jun_ya: 新企画きたーーーー
[149.121] ﾁｬﾝすい: おおお！
[150.137] riku0572: 新企画と聞いて
[150.502] 御召茶: わこらだ
[150.685] (S)minoto_0312: おお？
[150.787] せらな: 神企画きたい
[150.904] kizu0614: ？！
[150.978] (S)てと0903: うおーーー
[151.113] (S)あめたあめ: おおおおお
[151.301] nebusoku_zz: おおおお
[151.345] ココたこ: わこらだ！
[151.373] arurukannn: わこらだー
[151.684] mahiro25252: そうだな
[151.898] nonono_2525: ﾟ+｡:.ﾟおぉ(*ﾟOﾟ *)ぉぉﾟ.:｡+ﾟ
[152.472] (S)べクター: vector0706 subscribed at Tier 1. 
[152.589] kota1225: 新企画なんだろ
[152.813] lunaticyuthi: やるやないか
[153.365] ちーーーたら: わこらだまってた
[153.608] (S)onsen_pengin: radaokunWakotu
[153.680] (S)そらいろたぬき: そらいろ42 subscribed at Tier 1. They've subscribed for 9 months! 
[154.168] (S)kamiya_ren: kamiya_ren extended their Tier 1 subscription through February! 
[154.362] HamuHamuegg: いぇぇぇぇぇいおおおおおおおおおおおお
[154.576] sakuya079: Cheer100
[154.661] (S)peperonx: peperonx subscribed at Tier 1. They've subscribed for 6 months! わこらだ
[155.067] ra1_72: わこらだ
[155.282] (S)lein2: おおおおお
[155.952] hakumai060: 相変わらずwiki必読
[156.296] (S)kero_ppi1: そうだそうだ！！
[156.436] (S)toitoi_526: わこらだ
[156.521] (S)dohidoide19: radaokunNice
[156.616] (S)11tenn: わこらだ！
[156.821] (S)pencilpeople: radaokunWakotu
[157.300] nukitashi_lyon: わこわこわこらだ
[157.381] kotobuki_twich: お？？？
[157.553] (S)MistRain01: わこらだぁ
[157.560] yanoyano: わこらだ
[157.592] yutami_pad: テストしないとミスるのが当たり前になってきてるぞ
[158.231] (S)hororo_000: わこらだ
[158.438] wagasa06: 誰このぶさいく
[158.458] せらな: かみぃ～
[158.978] (S)茶芝木: おれ入れてたけど大丈夫だったよ
[159.305] minmin2741: minmin2741 subscribed at Tier 1. They've subscribed for 16 months! わこらだ
[159.366] (S)黒板たかし: わこらだ
[159.459] (S)hyreina_1207: きちゃー
[159.686] よっしぃ37: わこらだ
[159.880] apple0703ga: なぁ？
[160.536] m0g018: おお
[160.900] noririnmonrou: いええぇ
[161.496] ringo_chan: おっとぉ？？？？
[161.598] (S)かれめ: かれめ subscribed at Tier 1. They've subscribed for 5 months! 
[161.745] (S)lastma01: きたぁぁぁ
[162.557] milboys: わこらだ！！
[162.767] (S)miloriblue: なっ…なんだってぇぇぇぇ
[163.375] snownuts: ｵｵｫｫｫ(ﾟﾛﾟ*)(ﾟﾛﾟ*)
[163.636] ﾁｬﾝすい: 新企画たのしみー
[163.696] しろみそ: おおおお
[163.736] ponzucyan: ノーテストノーテクスチャ
[164.285] ginyu_tokusen: お？
[164.361] sira_taki_: わくわく
[164.585] kono_5no: な
[164.777] menta1kochan: わこらだ
[165.229] ria_ariete: わこらだー
[165.459] せらな: はよ
[165.828] kagerou1918: 着実に進化していくぅ
[165.996] daigokuyakukai: 失敗しそう
[166.670] (S)ぜろくいち: わこらだ
[166.826] (S)たまやん: たまやん subscribed at Tier 1. 
[167.558] raia_0711: わこらだー
[167.618] gaiantufan: わこらだー
[168.183] 401332: わこらだ
[168.541] (M)(S)あずまっくす: radaokunWakotu
[169.302] apple0703ga: はよ
[169.393] (S)くらげなまこ: わこらだ 
[169.441] yuuchan926: 情緒不安定さん？
[169.550] あまぐ: わこらだー
[170.643] kiratoragame: しんきかく〜たのしみ
[171.149] harimikann: やたぁ
[171.302] nanoha__27: わこらだ
[171.826] cia7460: テクスチャワールドに組み込まないん？
[172.334] yako_18: わこらだ
[172.422] (S)シヤクナ4897: 損なんだからだめなんだよ？
[172.888] sheepApril: わこらだ
[173.024] (S)yuzu_kosho: わこらだ
[173.055] (S)navyblue___: わこらだ
[173.253] アオイ牡丹: わこらだー
[173.507] (S)pencilpeople: きたーーーーーーーー
[173.704] ginyu_tokusen: 楽しみ😆✨
[173.734] lunaticyuthi: いそげ
[174.825] (S)ringopai1024: わこらだ
[175.052] detteunoouti: 自問自答で草
[175.074] raina_1215: わこらだ
[175.274] seki_5180: 新企画なら見るしかないよな
[176.215] (S)arisugar1706: radaokunWakotu
[176.224] golem506: わこらだ
[176.400] (S)りん_724: わこらだ
[176.426] kasshy1104: わこわこ
[176.718] melt_break: わこらだああ
[176.915] (S)alice_0109: 今からやるんかーい
[177.823] tomizooo: わこらだ
[178.122] 123frisk: 新企画？
[178.275] (S)あめはな: わこら～
[178.546] うめおにぎり: わこらだ きたあああああああああ!!!!!!
[179.302] yananann: わこらだ
[179.452] (S)gurirabi: ｔｓ
[179.459] yuki_snowdrop: わこらだ
[179.511] genkina_gorira: わこらだ
[179.515] mahiro25252: 楽しみ
[179.704] hamurinn: わこらだ
[180.326] (S)arare_ar: わこらだ
[180.453] ryo_ngz: わこらだ
[180.691] yutami_pad: 変わったか？w
[181.101] kinote3: 楽しみ
[181.162] (S)ゆはろ: radaokunWakotu
[181.347] 小トロ: わこらだこの日を楽しみにしてました
[181.524] apple0703ga: はよぉ！
[181.711] renge_0910: 楽しみすぎる
[181.752] ドウカジ: わこらだ
[181.975] (S)tai13812: わこらだ
[181.993] nanasaiji: わこ
[182.014] (S)navyblue___: navyblue___ subscribed at Tier 1. They've subscribed for 4 months, currently on a 4 month streak! 
[182.083] mamesiba2212: 変わっとらん笑
[182.178] (S)hakushuu_1906: わこらだ今来た
[182.195] (S)lilac1104: radaokunWakotu
[182.595] (S)りょん__: わこらだ
[182.639] beni__k8: まってたよーーー
[182.771] moka___21: 楽しみ
[183.531] ナイトゥーロビダル: そして忘れられた青逃
[183.550] charlotte_2567: きちゃー
[183.594] (S)gappyon7021: 新企画きたぁぁぁ
[183.790] momota__nuki: わこらだ
[183.993] annindoufu_tounyu: くっそこだわってるやん最高か？？？？？？？
[184.233] (S)絢桜ぁぉ: わこらだ
[184.427] regumu0409: わくわく
[184.816] oibo_re: たのみみ
[184.886] mozu260: わこらだ
[185.026] kinokonokonoko814: わくわく
[185.047] mikan_san: この感じ良いですね
[185.277] poteti0819: おっと、？
[185.774] nabeee06: わこらだ
[185.858] kuru053: わこらだ
[186.408] BENIimo: テクスチャちがうやつなの？
[186.458] neighborhood2004: わこらだ
[186.564] Alpha_5665: わこらだ
[186.729] (S)ぺーきち: わこらだ 
[186.776] mahiro25252: きちゃあ
[186.828] (S)mia_1640: テスト勉強用に3年前の脱出マップ動画みてた
[187.566] yako_18: 今日はバッチリメイク？
[187.778] ぷるぅ: 階段ぶっ潰れてる
[187.855] rurina_a: 新企画？
[188.299] hamu301: わこらだ
[188.514] HamuHamuegg: たのしみぃやぁ
[188.759] i_scream726: わこらだー
[188.936] (S)lein2: 楽しみ
[190.286] 1212456: わーい
[190.307] yottuka: わこらだ
[190.527] keibon0508: うまく進行しなかったら またミドリくん 土下座？
[190.614] (S)tiki915: わこらだ
[190.658] みやーー: わこらだ
[190.731] ちーーーたら: ほぼ3000人きてるのすごいなおめ
[190.817] daigokuyakukai: ワクワク
[190.835] kuroose_: 暗い
[190.839] ponzucyan: ん？
[190.990] (S)ずきゅきゅんた: きちゃあ
[191.028] melt_break: 生初
[191.074] rem__09: かわった？
[191.318] (S)mikan_16218: かわ...った？
[191.543] sirose__0: わこらだ
[191.557] (S)asamin212: asamin212 extended their Tier 1 subscription through March! 
[191.668] yama_san_sum: わこらだ
[191.766] シオムスビ: ワクワク
[191.879] kachikachinko4545: わこらだ
[192.137] 気合い: わこらだ
[192.347] apple0703ga: かわんな
[192.347] kgotkgot: すっげぇ！めっちゃ変わってるじゃないっすか！
[192.666] fuyu10_: わこらだ
[192.856] sironeko_minecraftpe: わこらだー
[192.875] (S)miloriblue: おおっすげぇ？
[192.884] (S)yuzuyumochi: きちゃあ 
[193.107] (S)shiitake0130: また固まって鯖落ちか？
[193.118] (S)toyn_2057: toyn_2057 subscribed at Tier 1. They've subscribed for 4 months! 楽しみ
[193.273] (S)alice_0109: きちゃあ
[193.512] regumu0409: ん？
[193.513] kotobuki_twich: (*・ω・*)wkwk
[193.547] せらな: 青脱かな？？wwwww
[193.685] henatyok: うおおおおおおおおおおおお
[193.723] shion2215: すげーーーーー
[193.973] ラウコ: ？
[194.120] kagura_kiba: きちゃぁ
[194.221] (M)saki_momiji: radaokunWakotu
[194.349] アオイ牡丹: たのしみだー
[194.644] chiri_mame: かわった？
[194.810] BENIimo: きちゃー
[194.862] beni__k8: きたゃあ
[195.657] nun_2354: 楽しみぃ～
[195.826] aqua_6g7n: 今日は寝床行きですねわかります
[195.871] oibo_re: はよ
[196.056] (S)yuzu_kosho: radaokunWakotu
[196.083] (S)0itimaru: きちゃ？！？！
[196.444] (S)cha_ti: radaokunWakotu
[196.667] (S)rarusyi_: かわった？
[197.062] (S)おみやです: ？
[197.262] しゃあろっく: かわった…？
[197.518] redoo_iro: ん？
[197.954] kagerou1918: 変わってねえじゃん
[198.036] はむおくん: わこらだ
[198.181] saki_1216: かわったぁ？
[198.230] (S)yukinakomochi: きちゃー
[198.263] douganebuibui: 変わった？
[198.285] (S)千隼: きちゃあ
[198.482] ponzucyan: かわった？
[198.617] (S)NanohAaaaa__: ？
[198.712] Nick_kdc47: わこらだ
[198.845] saba_basa_: ？
[198.957] (S)くらげなまこ: きちゃあ
[199.002] (S)ほたころ: mononagi173 subscribed at Tier 1. They've subscribed for 3 months! わこらだー！
[199.047] ginyu_tokusen: 何も変わってないやん
[199.289] (S)minoto_0312: 変わった？
[199.727] ゐぬぬ: わこらだー
[199.929] Alpha_5665: きちゃー
[200.499] 86m4ki: わこらだ
[200.716] rakulima_dgvgb_: きちゃー
[200.742] ごり之すけ: きちゃーー
[200.940] kujirades1: チカチカしてる？
[201.161] (S)kero_ppi1: 今日は化粧してるんだね
[201.194] fuyu10_: きちゃ
[201.341] kono_5no: きちゃ
[201.415] (S)とーもです: いえええい
[201.424] (S)MistRain01: 今日はメイクしてる
[201.528] simejimen: ？
[201.558] (S)yupe2525: yupeyupechan subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak! わこらだ(^-^)
[201.645] chkisaaaan: 運営は？
[201.753] waluking: 入り口がない！！
[201.864] ~MISSING_COMMENTER_INFO~: きちゃあ
[202.195] (S)ひびびびび: claudia111 subscribed with Twitch Prime. They've subscribed for 4 months! 
[202.330] HamuHamuegg: かわったか？
[202.381] (S)mizukurage_: わこらだ
[202.554] (S)pit01285: きちゃ？
[202.859] aoibuukun0357: わこらだ
[202.872] (S)ぺーきち: もう風呂食べたの？早いねぇ
[203.431] pan_019: かえた？
[203.875] ringo_chan: wktk
[204.103] くじらの竜田揚げ: わこらた
[204.107] おさしみくん: 変わった？
[204.320] アオイ牡丹: ？
[204.565] kiratoragame: んん？
[204.593] sutto0221: え？？
[204.636] KuRoYaN0110: わこらだ
[204.801] suz_u: わこらだ
[204.813] golem506: どんなんだろ((o(｡>ω<｡)o))
[204.842] yottuka: ﾜｸﾜｸ
[205.002] watta0711: 水溜り
[205.194] bith1618: ？
[205.213] tuzakuro: わこらだ！
[205.404] rails051: どうもー
[205.674] lunaticyuthi: 結構大事だろ！
[205.903] まままる: わこらだ
[206.209] きなこあんみつ: きちゃー？
[206.428] (S)tai13812: きちゃあ
[206.436] hakumai060: 暗くなった？
[206.584] shinogas: 顔のスキン買えなくていいの？
[206.640] skz46_: 新企画青豆きたぁぁぁぁぁぁぁぁぁぁぁぁだぁぁぁぁだだぁぃぁぁぁ！
[207.098] kono_ki: きちゃー
[207.149] annindoufu_tounyu: 鉄格子変わったねぇ
[207.339] yusayusa335: わこらだ！！
[207.394] reirei_1110: わこらだ
[207.771] poteito: わこらだ
[208.092] moriken7: わこらだ
[208.342] melt_break: わこらだ
[208.615] リールル: わこらだ〜
[208.805] (S)lein2: 超楽しみ！！！
[210.504] (S)ありんこーん: わこらだ
[211.036] kiratoragame: どもー
[211.047] iemooooooon: 待ってた
[211.147] kagura_kiba: きちゃー
[211.210] ~MISSING_COMMENTER_INFO~: わこらだ
[211.275] (S)umebo: 水溜りボンドやめろ
[211.970] kukyo_sorairo: わこらだ
[212.145] tanaka0: わこらだ
[212.398] (S)めいぷるだよ: わらこだー
[212.613] zyagaimo__: おおーーー！！！‥？
[212.761] (S)gagome0516: わこらだ
[213.197] あじさ: きちゃー
[213.283] happa_pa: わこらだ
[213.396] ぐぴぴ: なんで化粧してるん
[213.708] familypunch0509: わこらだ
[213.859] noa_hakobune: わこらだー
[214.156] みえのえ: わこらだ～
[214.344] anpan132: わこらだ
[214.373] yuzu_67: わこらだ
[214.440] marimo2056: わこらだ
[214.985] tomato3029: わこらだ
[214.996] (S)uzuberrypan: radaokunWakotu
[215.108] melt_break: 部屋暗いですね
[215.187] st_yomogi324: sirona7749 subscribed with Twitch Prime. They've subscribed for 6 months! 
[215.202] rurina_a: わこらだ！
[215.227] kiratoragame: きちゃー
[215.325] ponzucyan: 今日はメイクしてるんだね
[215.772] (S)かんぱちさん: らっだぁが優しくなった
[217.637] starjapan: わこらだー
[218.051] neighborhood2004: わこらだ
[218.079] (S)wagashi_ji: わこらだー
[218.186] mocomoco718: HolidayOrnament
[218.301] egmtawjpd: わこらだ
[218.696] tonatona_o: 初見です、
[218.823] poteti0819: 変わってないですよ
[218.922] 紗寝: わこらだ
[219.075] えるじー: わこらだ
[219.116] (S)水桜凛: わこらだ
[219.143] usagi_man: わこらだ
[219.156] 海苔820: 変わった
[219.675] seki_5180: わこらだ
[219.678] べるおクン: わこらだ
[219.757] apple0703ga: んね
[219.770] (S)buchibuchichann: わこらだぁー！
[219.874] (S)silverflower101: わこらだ
[220.580] (S)ゆげまる: radaokunOkane
[220.950] maimai_rabk: わこらだ
[221.199] kurie0104: ピカピカで草
[221.235] (S)tagoma_5: tagoma_5 subscribed at Tier 1. They've subscribed for 5 months! 
[221.364] (S)楓___: 今日はお化粧
[221.400] Alpha_5665: すっぴんじゃねぇ
[221.588] Koala_no_Martin: 顔のテクスチャー変えとけ
[222.031] (S)aki_lucianna: わこらだ
[222.226] tonatona_o: HolidaySanta
[222.303] jun_ya: 楽しみ
[222.581] arurukannn: わこらだ
[223.064] ~MISSING_COMMENTER_INFO~: 暗くね？？
[223.953] (S)rekuron379: radaokunOkane
[224.010] rem__09: 化粧すんな
[224.150] ぷるぅ: 今日は化粧してるんだね
[225.150] 野宿: わこらだ
