[16.631] Aelynoth: lirikA
[641.905] takarasann: maa
[642.833] tabibitox: 昨日もやった2人
[643.496] HirocoT: P
[644.549] (S)黒魔: P
[644.707] koudou3: やる
[644.827] gorilla_osaka: 製品版はケン使うんかなももち
[645.946] minimini3223: やる
[645.976] (S)yut7xot8: いいね！！！！！１
[646.015] sugarsato_: ももち、おはよう
[646.258] yutama0502: ｐ
[649.252] steinway11: ゲストが豪華
[649.511] librabird: 流石
[649.898] donpapa3425: ゆうすけとうとう来ちゃったか
[649.939] Hagimagi_14: ターン制バトル
[650.194] takarasann: まあルーク有利や品
[652.447] wgoo: 6見まくった後トパワールドの5見たら展開遅すぎて笑ってしまったわ
[654.075] akiaki0612: Pで挨拶
[658.958] (S)空気にふれて即死: 名古屋の天才
[659.824] chin_56_: リビングザゲーム
[664.201] nemomo789: 百地強いな
[665.741] (S)cqc5555: 挨拶がわりのP
[668.629] ぢょごぢゃん: おお
[668.932] triton11519: ここは店長が一番やる気勢のゲーセン
[669.508] yudedako: もうバッチバチ（音が）
[669.832] yutama0502: ５ホンマ遅いよなｗｗ
[670.466] gos0810: 空気感わらってしまうｗ
[671.158] quarrelkick: うっま
[674.149] buretan555: もううまい
[674.688] minimini3223: うお
[675.994] aliyome: 青く光るシノビ
[678.113] ~MISSING_COMMENTER_INFO~: 忍のパリィ
[680.370] tw_numa: マジで激しいなこのゲーム
[680.872] shokugo55: Xvs3rd
[681.328] niemalsaufgeben: なにこの神ゲーセン
[681.486] hakuchi11: パリィ組
[683.677] zyangara2: 店長にルークの方が強いって示せるのか
[683.903] (S)2youyou2: お互いガン攻めなのいいな
[684.405] (S)gorogorogorn: 出たパリィ
[684.415] (S)ごまさんです: はっや
[687.310] sei_6: ここがトパンガリーグで合ってますか？
[688.066] 10kio: おおお
[688.185] shifoncafe: まじか
[688.445] akiaki0612: 殴り合い感がやばい
[689.236] ビフィダス: すげ
[691.944] yutama0502: バチバチ
[693.937] tarantarantaran: momochocoMOMOCHI
[694.174] hato_pizza: すっげえ運び
[694.220] yh_iso: やないさんはこの空気に耐えられるのか？？
[694.467] sndkzfm1: 5は7年前のゲームだから
[695.809] cielcloudy248: あれ何だろう、ずっと学校来てなかった子が来たこの感覚
[701.344] kinakobuta: 4皇の2人が遊んでるようなもんやで
[702.974] steinway11: めっちゃガチ
[703.115] zyangara2: スト６体験版でトパチャン開いて
[703.654] ちいトラ: この二人だと静かにひたすら対戦してそうｗ
[704.456] tw_numa: ここが頂
[707.943] gorilla_osaka: 5見た後に見るとまじで速い
[714.612] (S)dj0d4y4k4: 凌ぎ合いのレベル高すぎる
[719.743] 黒猫くん: ももちやぁ
[720.770] buretan555: ｗｗｗ
[721.272] tw_numa: ゲームで語ればいい
[721.475] okitakai: おもしれえ
[721.528] tyapa95: momochocoParipi
[721.805] gos0810: ｗｗｗ
[722.725] ビフィダス: wwww
[722.861] shifoncafe: ｗｗｗ
[723.276] triton11519: はええ
[723.671] (S)ごまさんです: 熱すぎるｗ
[725.619] ~MISSING_COMMENTER_INFO~: くーｗ
[725.676] itikaze: なんかヒット音が気持ちいいね６
[725.793] yutama0502: うおおおおおおおおおおおおお
[726.721] (S)Jasminexxx2525: 言葉はいらない。必要なのは拳だけ
[726.824] ビフィダス: なんかすごいぞ
[727.067] (S)fahmy0825: Wahaha
[727.339] misopotato: いいねえ
[727.604] librabird: やべー
[727.686] チョコミんト: レベルたけぇー
[728.619] (S)perfecttakahashi: アイイイイイ
[729.522] (S)tobias0930: おもしれー
[730.424] wahaha7788: この光景見れて俺うれしいよ
[730.704] ~MISSING_COMMENTER_INFO~: よそ行きももち
[732.073] tukumi07: 激アツなんだがｗ
[732.286] 5don: 良き良き
[732.319] takeiteasy55: 見てるこっちがﾆﾔﾆﾔしちまうやつ
[734.867] uguisupan1192: ももち声でた
[735.003] exorcist_nakazaw: マジでレベル高くていいな
[736.174] vmff14: くそおもろい
[738.814] librabird: レベル高すぎてヤバい
[738.826] りあ仮称: 言葉なんていらない感
[739.063] Hagimagi_14: このゲーム 神ゲーです
[739.733] (M)Moobot: That's a tad too many emotes, @tarantarantaran (warning)
[741.907] pipitamn: 王の弾撃ちや
[743.091] yutama0502: 高速の読みあい気持ちよすぎん？？
[745.355] tw_numa: 展開はやすんぎ
[745.796] bakuseiha: この二人が並んで公開練習してるのって歴史上あった？
[748.178] (S)dj0d4y4k4: これ、発売前です
[748.571] tarantarantaran: umeYay
[751.327] zyangara2: 格ゲーマーは戦いの中で会話するのが良い
[753.769] ram_doggo: ついにももちさんきたんかｗ
[754.349] ebikatsu39: 学校ほとんど来てないけどテストの点数めっちゃ良い奴感あるねｗ
[756.831] hato_pizza: すぐ端！
[757.579] ガチくんコス転売ヤー: レバレスの音いいね
[760.768] vanity1571: 当初６はもっさりと連呼してた勢力はなんだったんだろうな
[764.850] HirocoT: 店長はルークで自分を倒してみてほしいんでしたねぇｗ
[769.545] pipitamn: 半年は練習してる動き
[770.219] gorilla_osaka: もうなるおじゃ満足できない
[770.495] wahaha7788: つーよい
[770.672] shifoncafe: うおおおおおおおお
[771.596] tw_numa: 棒のない闘い
[772.325] カブトシロ: 少し緊張が弛んだ。
[773.004] 503_win: 発売してないのにこのレベルすんごい
[774.116] 黒猫くん: つええ
[774.362] minimini3223: おー
[774.549] Hagimagi_14: 最速再戦
[774.613] yutama0502: やーる
[774.647] akiaki0612: ボタン音も含めて高速バトル感が凄い
[776.349] Real_Zenith: Oh this is so high quality
[779.144] しびれ: 忍びの頭領おるやん
[780.300] takahashiseigi: 某デビル「シノビ組は一生青く光ってる」
[781.755] (S)yut7xot8: やっぱつえい
[784.440] zyangara2: いきなり店長に１００円いれさせるか？
[785.583] minimini3223: オーナーええぞ
[788.789] easter19xx: ももちは何やってもももちって感じ
[788.818] 眼鏡_時々曇り: バチバチいい
[790.858] (S)れんぞね: 再戦0.1秒
[793.404] quarrelkick: きっちり歩き大昇竜うめ～
[793.421] (S)jazzcat75: c0lec0vision subscribed at Tier 1. They've subscribed for 2 months, currently on a 1 month streak! 
[797.957] tarantarantaran: momochocoMOMOCHI
[798.362] NagOutSide: NagOutSide subscribed with Prime. They've subscribed for 47 months! 
[803.466] misopotato: シノビはパリィ研究組
[804.072] Ceciltaisa: 連戦速いの良いわ
[806.422] takeiteasy55: 大足長いな
[813.717] tarantarantaran: PrideWingL
[817.520] (S)れんぞね: パリィうますぎな
[818.299] buretan555: いちいちうまい
[819.910] shifoncafe: うめえ
[819.970] akiaki0612: スト5全く違うスピード感よ
[820.627] exorcist_nakazaw: 抜ける
[821.555] シミズム: 手元って想像以上にバチバチ動いてるのね
[824.919] triton11519: すごｗ
[826.527] ぢょごぢゃん: 互角だ
[827.386] nishionn: うっま
[827.487] kobayan86BRZ: 今来たけどももち！？
[827.655] HirocoT: お
[828.401] (S)tetsuwoskt: 立ちパンに差し返す形
[830.445] Hagimagi_14: カプコン「すげぇ」
[832.704] りあ仮称: スピード感が見てても楽しい
[834.479] (S)fahmy0825: Momochi is considered one of the best SF6 demo players in japan so far, and I could see that.
[839.769] nagilay1: 今きたタイマンかｗ
[840.536] yutama0502: おもろすぎる
[841.480] たけちの: ついに来たのか
[841.990] zyangara2: 純正ビクトリクスが結構音出るんだけ
[843.164] beehive3: ももちじゃん
[843.687] kent_8791: 今まで見たルークと何か違う・・・
[847.367] wahaha7788: いまSA2だったらリーサルだったのかな
[848.142] niemalsaufgeben: スト5ならEWがやってる戦い
[848.739] cook_5921: こんちは。ももちじゃん
[849.374] Natsuri_k: 今日は他に誰が来るんだろうか
[852.582] aranami0: ももちつえー
[854.282] pipitamn: ももちうますんぎ
[854.809] (S)hiaaru: ももち！！
[859.656] shifoncafe: バチバチすぎてワロタ
[860.699] 浅草ガッツマン: ももちつよくね
[870.964] itikaze: これが見れるのすげぇよな……ネット社会
[871.895] kurone_2022: 店長ピンチか？
[872.221] (S)空気にふれて即死: 頭領を支えるゆっちょの力
[875.848] beehive3: 目が本気
[882.154] akiaki0612: マジで思考のスピード早すぎてわからん
[883.091] exorcist_nakazaw: ももちは無限の体力で体験版しゃぶってるから
[883.261] tyapa95: momochocoParipi
[883.668] (S)ごまさんです: でたああああ
[883.834] Seria_24: ゆうすけ来とるやんけ！
[889.043] aranami0: これこれー
[889.401] (S)jazzcat75: ivanaLetsgo
[891.576] Papapadad: なるほど
[892.300] tarantarantaran: umeCossack
[894.285] あやたかたか: おもろ
[894.807] zyangara2: そっち使うんだ
[895.677] suupu: 最大きたぁ！
[897.344] yutama0502: 店長もさがってないねえ
[899.260] bakuseiha: 体験版だけで7年擦れそうな勢い
[899.376] librabird: 拾うかー
[900.718] niemalsaufgeben: ぴよりコンも完璧
[900.771] pipitamn: 壁ドンでピヨるんだ
[903.935] ぢょごぢゃん: 6ってピヨリのガチャ意味あるの？
[904.628] だいこん_: あれ！？ゆうすけくんじゃないの！あらーーーー
[909.687] tarantarantaran: buzBeauty
[909.995] こりたろ: ももち若く見えるｗ
[910.901] りあ仮称: ここにSAKOさんを入れてほしい
[911.611] triton11519: 店長のリュウ強い
[914.192] akinikuihuku: じゃじぃ 水派 ヤナイ
[914.577] heijitusan: ガチャ意味ないよ
[916.633] kobayan86BRZ: ももちは絶対来ないと思ってた…
[919.417] Papapadad: ももちは若手
[921.029] dreal86: dreal86 subscribed at Tier 1. 
[926.725] ぢょごぢゃん: ありがとう
[927.022] (S)あまえび001: ウメももだ！
[929.448] きしー: 来たばっか？
[933.070] yudedako: 激しい
[934.782] pipitamn: ウメち
[938.344] (S)tetsuwoskt: 百地さんちの、ゆうすけくん
[939.586] tw_numa: 今北で
[942.294] jtopnbsd: 来たばっか
[942.933] (S)黒魔: まだ1セット終わってなか
[943.160] tabibitox: もう1回はしれば倒せてた
[945.615] aranami0: 昨日グッパチ事務所で約束したんかな
[946.344] mendokusaiu: あれ・・・ももち！？
[950.883] metalmomonja: なんかももちがももちに見えないんだけどｗ
[951.443] ぶっちゃ: 今北ももちええな
[951.548] misopotato: 意味なくてもレバガチャしちゃうのはもはや習慣
[952.025] (S)Qvoth: うおお、やっとももちも来ました
[952.222] touruko: ボタン音めっちゃ拾うね
[954.744] tarantarantaran: momochocoMOMOCHI
[954.911] (S)空気にふれて即死: ももちとやりたい人多いだろうなー
[954.954] nail06k: e,
[955.023] doublepush_da: ゆうすけだいご きてたーーー
[956.816] ぢょごぢゃん: 互角や
[957.513] mememe10: ももちさんじゃん企画ものでは
[958.451] zyangara2: 店長が道場破りからゲーセン守った！！
[959.516] (S)ごまさんです: あぶね
[960.114] (S)nikukuisugi333: おもしれえ
[962.202] maruino351: 互角じゃん
[962.480] 10kio: 接戦
[962.649] shifoncafe: 負けてねえｗ
[962.725] heterotopia3: 借りてきたももち
[963.846] aliyome: 五分
[963.922] yutama0502: ううううう
[964.095] (S)perfecttakahashi: おおおおおお
[965.254] tw_numa: レバーないのに、レバガチャ
[965.401] itikaze: すげぇ
[965.410] beehive3: 熱い
[965.998] たけちの: いい勝負すんねぇｗ
[966.214] librabird: マジか
[966.391] tabibitox: いいねぇ
[967.617] neon_d99: すげーいい試合で草
[969.288] jtopnbsd: ウメ「俺は誘ってない」
[969.318] pipitamn: おもしれー
[970.669] Sasakure3: こんにちは ももちさんじゃん！
[970.783] ~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[970.972] mendokusaiu: ｗ
[971.289] きしー: ありがとー
[971.328] ぢょごぢゃん: w
[971.572] bunkichi23: ｗｗｗｗｗ
[971.718] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[971.855] tyomoki: 初戦から熱い
[971.900] Roze1019: momochocoSunechi
[972.093] yamabuki5: w
[973.097] kinpren: まずはウメハラ
[973.245] BATAKE21: ｗｗｗｗ
[973.480] りあ仮称: まだ試す
[973.509] あやたかたか: wwwww
[973.550] shifoncafe: まだね
[973.587] kent_8791: 金の取れる試合や
[973.849] HirocoT: えｗ
[973.947] 10kio: ｗｗｗｗ
[973.971] np2np: ｗｗ
[974.313] miruujyu: ももち来てるー
[974.558] wahaha7788: まだお客さん
[974.784] v_harumi_v: ！
[975.137] comment3: まだ初戦
[975.369] aliyome: 「まだ」
[975.411] 喧々諤々: ｗｗ
[975.493] ライム_: 隠してるな？
[975.529] tarantarantaran: johnny4actJo
[975.764] ぶっちゃ: ｗｗｗ
[975.800] zyangara2: まだ隠してる
[975.900] misopotato: まだお客さん
[975.906] itikaze: ｗｗｗ
[975.947] minimini3223: www
[975.970] だいこん_: んっ
[976.650] (S)dj0d4y4k4: まだね
[976.858] yudedako: 隠してる
[977.001] (S)latenight000: まだ忍ぶ
[977.093] sei_6: まだ隠す
[977.135] chipstar9: wwww
[977.374] spring__thief: まだ見せない
[977.410] 503_win: まだｗｗ
[977.586] tarantarantaran: johnny4actWin
[977.606] 5don: 忍んでるw
[977.909] (S)gorogorogorn: umeGrin
[978.097] たけちの: 意味不明忍
[978.415] tw_numa: ウメジャブ
[978.601] Soma6669: How is he playing right now i thought it came out on the 1st
[978.759] moscat0c7: 隠す
[979.079] nail06k: いきなり何この絵 やべーーー
[979.376] hoemin247: なにそれww
[979.612] サメカツ1999: ''忍び’’は
[980.000] takeiteasy55: 軽いジャブｗ
[980.130] aranami0: まだ底を見せていないｗ
[980.695] hanabusa_haru: 青光りのシノビ
[980.792] shin_akito: 熱い
[981.009] yutama0502: 完全に互角
[981.273] (S)2youyou2: まだ隠してる
[981.524] krs3737: ｲﾏﾊﾏﾀﾞ
[981.743] (S)黒魔: ”まだ”お客さん
[982.025] (S)kamiyamamulti: 忍んでるな
[982.042] triton11519: まだ忍んでます
[982.332] tyapa95: momochocoParipi
[982.695] りあ仮称: 忍びは隠すから
[982.872] (S)gorogorogorn: まだｗ
[983.051] tabibitox: ずっと青くなってるシノビ
[983.138] takahashiseigi: カプコン「体験版やり過ぎだ、お前ら」
[983.156] (S)れんぞね: まだみせぬ
[983.201] v_harumi_v: まだこれから！？
[983.386] aliyome: 忍んでる
[983.505] myaaaaaa123: これ製品版ってことでEVOしてもええんやで
