[65.005] (S)kobayan86BRZ: きたああああ
[2859.331] sayuha1: ウメちゃんとりあえず実戦やって覚える派だから
[2866.969] peperon1233: サイゲは賞金1臆だからね。みんなやるよ。シャドバも1臆だしな
[2888.977] (S)shupii097: リワープでいいんじゃね
[2892.168] prototypeie: とりあえず戦争やってみてから考えるタイプ
[2912.371] (S)ソルダ: umeCat
[2912.386] rm_rf__: ぶっこんできますねえ
[2915.164] sayuha1: ＦＥはマサにノーリセやってほしい
[2917.452] batorubaa: そこが臭うなら他もわかるかなぁ
[2918.757] siuva7: クンクン
[2925.654] あと1983: 野生の闘稗
[2958.616] シケモクスッパマン: シャドバ１億って多い気がするんわいだけか
[2979.028] scottiever06: リワープで突撃しようw
[2980.998] ilm0806: 少ないよりいいだろ
[3001.726] シケモクスッパマン: せやな
[3004.632] (S)寝るポイント: ナウマンの真逆のノーリセット死人放置配信も面白かったし、ファイアーエムブレムは配信向きだな。
[3016.845] batorubaa: 早く対応しないとサイレスされまくって詰みそう
[3020.260] prisira: やばいことになってきたな
[3026.701] はらたいら3000: 壊れた武器は壊れない
[3030.717] あと1983: きちゃった…
[3046.686] kuchikey_7144: ｗ
[3047.554] siuva7: ハイメガキャノン打ちてー
[3049.615] (S)ソルダ: 杖+ワープコンボ
[3051.404] batorubaa: 熟睡
[3052.530] mamenoki: 嫌な敵だらけかよｗ
[3053.510] (S)あさつき教: めっちゃ送り込まれてるな
[3060.516] lucentsnow: ウメちゃん！
[3065.453] シケモクスッパマン: スナイパーも必殺でるからこえーな～
[3066.572] prisira: やばない？
[3069.617] batorubaa: 運良いな毒で治った
[3071.631] auvy8: タラちゃん
[3077.731] sayuha1: スレッガーさんはよ
[3079.922] rm_rf__: オーシン頑張る!
[3080.066] kireboshibasyato: 何が何でも殺したくて仕方ないんだな
[3092.183] kuchikey_7144: はいｗ
[3093.609] (S)ソルダ: あ
[3094.615] あと1983: すっ
[3094.872] シケモクスッパマン: ｗｗｗｗｗｗｗｗｗｗｗ
[3097.649] tronen: ふぅーー・・・・
[3100.020] (S)Kanquez05: umeFail
[3103.368] niva_niva: ウメさん頑張って
[3106.353] シケモクスッパマン: あれっ すっ
[3110.771] batorubaa: 開幕ワープで暴れるか
[3112.037] (S)小室友里: umeSnooze
[3113.006] rm_rf__: NotLikeThis
[3113.777] scottiever06: ワープとか持っていこう
[3120.838] mamenoki: 敵がワープ使うのほんと面白い
[3122.546] (S)るぅの: 用意は入念に
[3136.897] (S)クズ220: 真ん中どうにかすべきじゃね
[3145.806] (S)motos128: マゴさんばりの昇天だ・・と・・？
[3154.600] scottiever06: オルエン生きて・・・
[3158.730] prisira: サラに聖水とかだめなんかな
[3184.600] ilm0806: 誰の聖水です？！
[3198.491] (S)るぅの: www
[3226.321] tronen: ダルシンの聖水
[3228.548] はらたいら3000: サラ忙しいな
[3235.229] batorubaa: キアを誰かに預けとけば良いのでは
[3248.705] ilm0806: ダルシンかあ。
[3255.504] burisuke: サイレス？
[3263.253] batorubaa: 折檻部屋対策にリブローはいりそう
[3274.312] niva_niva: これ始めるまでに時間かかりすぎてやる気なくなりそう
[3290.590] シケモクスッパマン: ｗｗｗ
[3306.650] Siesta111: っけい！
[3307.604] scottiever06: お仕置き部屋から救いだす用レスキュー
[3352.900] (S)shinichi_fukuda: 言い方の可愛さ
[3357.507] siuva7: 最初の考える時間はシュミレーションの醍醐味
[3369.236] scottiever06: 矢印付近にぶちこもうw
[3388.510] readious: お、外伝じゃん
[3397.631] batorubaa: 扉の向こうでは
[3406.719] はらたいら3000: ヘタしたら折檻部屋が味方だらけになる
[3443.244] (S)Sorachan1144: 自力でクリアとかすごいな。諦めるか攻略本買ったりしてたんちゃうのみんな
[3494.917] tronen: オルエンちゃん最後の見せ場
[3498.322] siuva7: 嬉しそうw
[3500.694] scottiever06: 殲滅しようぜ
[3531.010] burisuke: まあコメでちょっと攻略聞いたりもあったけどｗ
[3548.005] fepro0: だね。ここのコメ情報なしで完全クリアは初見絶対無理
[3550.967] シケモクスッパマン: コメもなかったらマジできついよなぁ
[3556.483] (S)uncle_yam: 手書きマッピングとかみんなやってたよこの頃・・・なにがそこまでさせたんだろうなｗ
[3559.926] tronen: 外伝とか無茶なのあるしな
[3564.320] batorubaa: ノーリセじゃないならいずれクリアはできる
[3594.274] Stay_Hydrated_Bot: @daigothebeastv 
[3605.189] readious: ここムズかったなーｗ
[3606.013] (S)クズ220: 外伝の条件がもう無理
[3621.911] nozomaro: 加賀はお気に入りのキャラ贔屓するよなぁ
[3626.713] シケモクスッパマン: 今はぐぐれば出てくるから自力で解く喜びがゲームから得られづらいよなあ
[3627.836] avmajvm: やべぇやつ
[3634.459] tronen: お仕置き部屋から出張してきたのかな？
[3648.139] readious: オルエンってこんな強かったのか
[3660.705] scottiever06: ガンガン沸いてるからそいつらがリワープしてくる
[3662.223] batorubaa: 攻撃されないならせいなる剣じゃなくてよさそう
[3664.641] (S)shomarusan: 簡単に潰れるねぇ
[3667.691] (S)shupii097: 専用武器は正義
[3671.048] (S)uncle_yam: 最強キャラの一角やぞ
[3676.945] ぼぜ: ワープしてきてワープ床で飛ばされるのは草
[3683.598] (S)クズ220: オルエンが強い≒武器が強い
[3688.723] tronen: オルエン正直専用武器だけの女だと思ってました
[3698.570] hachi_mitsu: 味方もワープで侵入した時は対象外だったっけ？
[3699.776] scottiever06: オルエンは武器が本体
[3706.614] (S)shupii097: クラスチェンジできないけど、成長率は中々
[3716.760] readious: オルエン防御が弱くてきつかった記憶が
[3716.769] ilm0806: オルエン可愛いだろうが！
[3736.580] batorubaa: サラも飛んでいって二人で虐殺したほうが早いのでは？
[3740.486] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[3741.806] (S)uncle_yam: セティみたいなほぼゲストとちがって結構長く使えるしね
[3749.614] avmajvm: あっぶｗ
[3758.136] (S)Kanquez05: いっつ
[3761.698] hachi_mitsu: 減る
[3761.772] (S)超アンディー: あの世が見えた
[3763.748] readious: あれはHP１になる魔法じゃなかった
[3765.406] (S)shomarusan: せーふ
[3781.671] scottiever06: 杖も盗みたいがきついな
[3781.727] (S)クズ220: ヘルは当たったら１よ
[3784.240] (S)超アンディー: あ、そうなの？
[3786.507] (S)だんごうお: 最速ライブ
[3787.993] avmajvm: あー、なるほど
[3796.347] avmajvm: １で食らったら死ぬやつか
[3805.731] hachi_mitsu: 1で食らっても死なないみたい
[3823.221] avmajvm: 加賀さん優しいじゃん
[3827.140] (S)shupii097: 好奇心は猫を殺す
[3840.595] batorubaa: ヘルと毒の組み合わせで効果抜群
[3843.013] tronen: コレで優しいは感覚が麻痺している
[3867.804] readious: このバーサーカーが結構火力あるんだよな
[3872.854] scottiever06: 今キアると詰む可能性
[3880.099] (S)ソルダ: ここは脱出マップなのがまたいやらしい
[3889.126] tronen: バイバイオルエン
[3890.871] taroumaruh: あ
[3904.358] (S)ソルダ: こっちそっち
[3904.477] fapfapjpn: Kappa
[3905.105] smikami: ww
[3905.316] tronen: はやさありがとーー
[3908.449] readious: 防御４だぞｗ
[3909.203] lisp06: おおお
[3911.088] balthazar000: ウメさんの反応がいちいち面白い
[3911.783] kuchikey_7144: おおおお
[3913.671] (S)あさつき教: ｗｗｗｗ
[3918.523] (S)shomarusan: 天才
[3929.474] rm_rf__: 魅せるねえ
[3930.847] hachi_mitsu: しのいだー
[3936.737] readious: もう一匹やってレスキューか？
[3941.840] batorubaa: つえ
[3949.752] (S)ソルダ: 杖使って
[3953.362] kireboshibasyato: つーか見えないところからワープボンボン使うとかもはや頭使うとかいう次元じゃねえよ
[3957.971] (S)Kanquez05: umeWhat
[3960.216] (S)クズ220: つえ
[3968.315] hachi_mitsu: つえw
[3971.980] scottiever06: 今使うとまずいかも
[3980.998] readious: このエーベルの弱さねｗ
[3984.670] siuva7: 懐かしのキャラ
[3987.332] (S)だんごうお: もう一人送るか
[4007.270] tronen: 被弾してたらオワだったね
[4014.648] batorubaa: まちぶせスキル付けてたら全部倒せただろうな
[4037.342] scottiever06: エーヴェルサイレスされたら詰むで
[4073.351] tronen: 友軍はレストできないんだっけ？
[4077.215] batorubaa: 緑仲間にレストできない
[4097.606] (S)harubou1123: エーヴェルにサイレスなんか飛んでくるん？
[4108.402] (S)クズ220: ティナ技ひっく
[4108.705] tronen: だって 加賀だよ？
[4121.110] hachi_mitsu: 喋れないからかw
[4122.285] (S)farronef: 加賀さん頼むよー
[4164.975] (S)クズ220: エーヴェルを見捨てれば詰まないよ
[4175.593] margie023: 死であって詰みではないから
[4178.079] scottiever06: サイレスされてる人はいたなw
[4187.782] tronen: オートセーブにしてないだけ有情
[4202.278] hachi_mitsu: ふつう同一ターンで説得までやるから気づかないねw
[4210.400] batorubaa: ゼーベイア救った仏のウメちゃんがここまで来て助けないは無い
[4237.098] tronen: なおゼーベイア救ったことは少し後悔してる模様
[4257.689] tronen: あのスナイパーボスみたいになってるやん
[4271.417] (S)Kanquez05: すっごいダークマージ詰まってる
[4274.386] balthazar000: この密集具合よ
[4283.500] scottiever06: 床の効果見てね
[4301.472] batorubaa: よく考えたらオルエンじゃなくて良いよね、マリータ当たり飛ばしたほうが
[4305.266] (S)あさつき教: ぎゅうぎゅうだな
[4314.391] readious: そういえば床の効果あったな
[4326.145] hachi_mitsu: 床効果も大概だよね
[4328.340] miruisan: 何も起きないはずがなさそう
[4330.921] (S)クズ220: サラにリザイア持たせて飛ばすのもいい
[4362.164] readious: そりゃ娘でしょｗ
[4366.000] (S)harubou1123: あぶね
[4367.855] batorubaa: ウメちゃんまだ魔力床の効果気付いてないのか
[4384.384] hachi_mitsu: どうでもはよくないw
[4419.535] batorubaa: エーヴェルから見たら石化治して無言の女 こえーよ
[4434.174] tronen: 知らない女だもんな
[4434.614] kireboshibasyato: 葉っぱ握手会
[4440.264] lisp06: リーフ先生
[4448.316] (S)クズ220: 神がいたかぁ？
[4451.572] batorubaa: うめちゃんの葉っぱ強い
[4508.064] tronen: ハメ
[4509.629] (S)小室友里: ！
[4510.614] (S)ソルダ: ほぁあ！
[4512.099] kuchikey_7144: ひゅーｗ
[4512.594] batorubaa: 臭わなかったかぁ
[4513.393] (S)クズ220: お仕置き
[4513.931] scottiever06: キター
[4517.291] fepro0: お仕置き部屋
[4520.340] redpanda1230: 加賀さあ
[4531.725] balthazar000: メモしよう
[4535.066] tronen: うめちゃんの叫び声で忘れちゃった
[4535.756] scottiever06: お仕置きキター
[4542.195] rm_rf__: ホンマこれ納得いかなかったなぁ
[4551.682] (S)クズ220: リーフの右２かな
[4563.396] kireboshibasyato: 考えた奴も実装にGO出した奴もマジで頭おかしい
[4566.228] readious: ｗ
[4566.284] kuchikey_7144: ｗ
[4569.275] tronen: 加賀ぁ！
[4572.378] mogmog3939: ｗ
[4573.567] scottiever06: wwww
[4575.261] (S)あさつき教: お仕置き部屋直行
[4576.792] readious: まだまだあるよ〜ｗ
[4582.151] (S)動くわんわん: そんなんあったなぁ
[4590.721] ぼぜ: ひっでぇゲームｗ
[4597.366] avmajvm: 地雷に気が付くと歩けなくなるやつ
[4599.899] hachi_mitsu: セティはリワープ持ってても良いのでは
[4604.878] batorubaa: 仕組みを理解すれば飛ばされないんだけど初見じゃ無理だよね
[4606.097] (S)ソルダ: 誉め言葉
[4614.680] margie023: 無茶苦茶ありがとう
[4615.521] はらたいら3000: ワープ床はたくさんあります
[4625.670] nozomaro: レスキューないしリーフが飛ばされたら詰みだな
[4627.396] hachi_mitsu: ノーレスキュー
[4630.795] (S)クズ220: 加賀ニンマリ
[4637.349] kurage88: 殲滅するっきゃない
[4639.146] batorubaa: まだリワープワープがある
[4640.373] kuchikey_7144: ｗ
[4640.491] はらたいら3000: 加賀さんに文句だな
[4642.883] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[4643.873] xdfwjfpf: あっ
[4645.536] mogmog3939: あ
[4646.828] fapfapjpn: Kreygasm
[4648.213] tantrave2014: いてえよ
[4649.001] kireboshibasyato: いてえよ
[4653.373] (S)saki7372a: いてえよ
[4654.695] redpanda1230: 俳句
[4654.972] scottiever06: いてぇよ
[4656.747] lisp06: いてえよ
[4658.196] (S)shomarusan: さみしい
[4658.315] kuchikey_7144: umeFail
[4658.333] (S)too_human: too_human subscribed with Twitch Prime. 
[4659.186] (S)asakaze: ウメちゃん・・・どうして・・・
[4665.460] (S)Kanquez05: 一発なんだー 
[4666.285] siuva7: エグいステージ
[4668.551] (S)るぅの: umeFail
[4670.858] (S)クズ220: フェンリル持ち優先しないとね
[4678.293] burisuke: 魔力＋１０だから？
[4680.076] tronen: 怒りのリワープ
[4682.973] ~MISSING_COMMENTER_INFO~: 一発だったニャー 
[4683.896] hachi_mitsu: そうたね
[4684.234] lisp06: 俺なら既に心折れてる
[4691.940] ぼぜ: キレっそー
[4692.294] rfnd4936: これ聖戦の系譜の続編なのか
