[12.561] momiji4431: おかえり
[1248.641] naginagi99: ハンサムさん落ち武者になれそう
[1252.334] akito7777: もうくるよ
[1252.873] machakyuro: 売ってるものとかに地方色があまりないのがちょっと残念
[1256.366] セツリ: ローソンって言うからぁ
[1257.910] kchyan: ハンサム死にかけてる気がする
[1258.386] senseiabcd: ハンサム昨日から足グチャグチャ
[1264.391] もきち555: KSKの都合にはあわせらんないから
[1265.449] neogreenlife: ハンサムか死か
[1265.865] ライム_: kskはLAWSONいってた
[1267.957] matsu_zalem: メローイエローとか売ってねえのかな
[1269.788] shiiiiida: スーパーの裏に駅あるからそこなら休めるよ
[1271.507] shinobuchan4649: 雨降ったらさすがにリタイア出ちゃうだろうね
[1271.704] (S)gos0810: 帽子買えば？
[1277.501] asakura921: ハンサム帽子つけたほうがいいとおもうけど
[1278.202] tabibitox: 100円自販機多いな
[1278.998] (S)gyu_nyuu_pann: 今はお休み中ですか？
[1280.894] (S)yudedako: KSK到着
[1281.949] yuu7913: くるよー
[1285.116] ParadigmTV: you're the best daigo
[1299.624] v_harumi_v: KSKさん、来てくれましたね
[1302.900] naginagi99: 意外と紫外線つよいから日中は思ったより日焼けで疲労しちまうんだ
[1305.363] (S)gyu_nyuu_pann: ホムセンかな
[1307.185] dekamega: 実際直射日光は体力を急激に奪う
[1307.609] tabibitox: 顔でかそうな車きた
[1314.802] noboooooooooru: はじめてのクロックス
[1324.122] (S)gyu_nyuu_pann: まじで疲れてそう
[1330.146] かめいぬ: みんな格ゲー上手い方達なんですか？
[1340.747] matsu_zalem: まじロケ車
[1341.562] (S)mac011400: ホント帽子大事よ
[1341.914] simamurer2: 台車とおりま～す
[1342.421] ~MISSING_COMMENTER_INFO~: 今日は黄砂がひどいらしいな
[1343.234] (S)junjamaica: 買い物うまくなったかKSKｗ
[1351.487] セツリ: ウーバーきた
[1352.077] chin_56_: でっか
[1353.459] asakura921: 顔でっか
[1354.832] ラリメモ: 雨対策にもツバの付いた帽子は良いかもね
[1355.488] komine58: 靴ウーバー到着
[1359.150] celsior_chan: えいたもライセンス持ってるの忘れないであげて
[1361.651] nanddeya: えいた…
[1363.445] dekamega: 明日は 雨
[1363.965] kaigaizei: プロと実況と総師範
[1365.808] (S)gyu_nyuu_pann: えいたさん…
[1366.464] (S)メタルぱんだ: ！？
[1366.589] nitamago33: ウーバーイーツでーす
[1367.066] kuniyoshi8: 真クロックス
[1367.437] 芋之山: えいた…
[1367.985] simamurer2: きたああああああああ
[1368.218] prototypeie: はじめてのクロックス
[1369.906] (S)hiaaru: えいたもちょっと前までプロだったんやで…
[1370.104] gettyozi: カフェ氏だって、海外大会2位だもんね
[1370.115] amiami77: KSKも一応うまいよ
[1370.328] Phenomer: ksk
[1370.334] 破流巻: 全員グラマス以上
[1370.996] ryuya13: 有能
[1371.158] にな207: きた！
[1371.589] prisira: 折笠も一応おじりーぐ生き残ってるしな
[1371.613] friedebi: プロとプロシーンで実況してる人がいる
[1372.009] (S)mogetasan: ありがとー！
[1372.374] sunu_p: うおおおおおお
[1372.639] かに〇: モノホン
[1372.865] naginagi99: シン・クロックス
[1373.459] (S)gyu_nyuu_pann: クロックスきたぁー！
[1373.603] x_abu_xx: 本物!
[1374.216] donburikanzeu: ksk世界3位
[1374.318] たぬきーですね: 折笠さんもグラマスやしな
[1374.328] レトロじじい: 本物きたああ
[1375.118] ddb365: ｗｗｗ
[1375.660] (S)yukke85: 書いてあるｗ
[1375.694] (S)hiaaru: うおおおおおおおお
[1376.192] spica1987: 本物ｗ
[1376.881] komine58: これが
[1376.886] (S)daichan1200: 初めてなんだ
[1377.098] friedebi: 本物！？
[1377.220] v_harumi_v: はじめまして
[1377.859] (S)yuzubox: ホンモノ
[1378.322] chamomile21: 本物
[1378.329] mogai555: 初対面
[1378.612] nanddeya: 本物きたぁ！
[1379.333] ぐぐっす: リアルクロックス
[1379.700] akasanz3x: 本物きたああああああああ
[1379.710] HirocoT: ｗｗｗ
[1380.145] もきち555: あなたがあの？
[1380.308] (S)gyu_nyuu_pann: うおおお
[1380.329] momochan6: ｗｗｗ
[1380.375] 楚々: 邂逅
[1380.627] セツリ: 書いてなかったから今までのパチモン
[1380.679] chin_56_: はじめまして
[1380.829] machakyuro: 本物ｗｗｗ
[1381.268] towai8: KSKは世界大会３位だよ
[1381.292] さっぽさんぽ: えいたプロライセンスは持ってるｗ
[1381.448] バチ0628: すげーホンモノはじめてみた
[1381.579] muji_na: ホンモノだ
[1383.447] Truth_function: きたあ
[1383.945] goo_gan: やっと会えたね
[1384.079] mmiiacha: ウメちゃんがとうとう本物を
[1384.240] (S)gyu_nyuu_pann: ほんもの！
[1384.310] ぶどうぱん: たっけえーぞぉ〜〜これ値段
[1384.410] ohigekujira: リアルクロ
[1385.096] spring__thief: HOKAを捨てる日
[1385.177] enuemu3: 初めまして！！クロックスさん
[1385.395] icyblue1985: KSK
[1385.478] (S)inkgran: 神器きたぁあああああ
[1386.429] akiaki0612: 真
[1386.896] sikusi: え、今まで偽物！？
[1388.196] ちいトラ: 勝ったな
[1388.249] (S)pondenring0930: 本物うおおおおお
[1388.712] ゆうマン: w
[1389.441] spica1987: 本物を疑うなｗ
[1389.694] toro0524: 本物に初めてあったウメハラｗ
[1389.746] prototypeie: パチモンのほうがいい可能性もある
[1390.016] ageatuu: ずっとパチだったん？笑
[1390.257] kazukitaiga: モノホンのクロックス
[1390.304] (S)むぎわら猫: ホンモノきたー！
[1391.023] nanddeya: 本物の履き心地教えて
[1391.384] tokage5577: 初めて？！
[1392.007] nidogami: 本物は全然ちがう
[1392.192] tabibitox: ウメちゃんはホンモノはじめて
[1393.397] たぬきーですね: 本物
[1393.628] beehive3: あんだけ履いてたのに初の本物
[1394.850] zyangara2: はじめましてw
[1395.079] naginagi99: HOKAどけ。ベンチいけ
[1395.143] mogai555: 寂しそうなおじ
[1395.459] balthazar000: HOKAvsCROCS
[1397.446] komine58: リアルクロックスプロ
[1400.318] pinkdark01: 暇すぎて狂ってる
[1400.356] kuniyoshi8: 4日目でクロックスを手に入れたぞ
[1400.547] (S)daichan1200: 6千円くらいっしょ
[1400.909] (S)junjamaica: KSKの買い物LV2にアップ
[1402.200] もきち555: 本物すげーっていいそうｗ
[1402.928] une3333: さんざん偽物履いておいてw
[1403.184] (S)gyu_nyuu_pann: 初めてかいww
[1404.686] jambotanishi: 実質黄金聖衣じゃんね
[1405.278] dekamega: 偽物だって 努力すれば本物を 越えることがあるかもよ？
[1406.468] friedebi: ツルハドラッグだ
[1409.219] botamochibouya: 鬼に金棒きたね
[1410.863] 65vr39: HOKAよりクロックスなんだよなぁ
[1411.619] orihei: 最強装備きたー！
[1411.693] poweroftruth: Nice place Daigo san ganbate kudasai
[1412.020] shinobuchan4649: 本物知らなかったんかい
[1415.733] nanddeya: 本物が合わない可能性もある
[1415.774] _ピート_: クロックス（本物）
[1416.913] noboooooooooru: 靴ずれしたら地獄よ
[1416.974] kiton_taichi: 腕疲れるよね
[1418.501] chin_56_: よいしょ
[1419.823] ahiruchanng: へー
[1420.940] lm312v04wo: ねんがんのクロックスを手に入れたぞ！
[1421.841] Bon0215: パウダーは汗で落ちるぞ
[1421.989] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[1422.002] ahum108: 雑w
[1422.348] une3333: お腹w
[1422.574] enuemu3: クロックスのスポンサー付いちゃうね🤣
[1425.062] dekamega: ワセリンは結局一時的に「フタをするだけ」
[1425.592] totokarutyo: ツルハドラッグ
[1426.093] telecoder1: どうなんだろ
[1426.444] nanddeya: あれ？
[1427.896] (S)メタルぱんだ: ん？
[1429.389] (S)gyu_nyuu_pann: 雑なの草w
[1429.707] shinobuchan4649: でもフィット感ないほうが疲れない？
[1432.107] (S)redpeppar510: サンダルわい
[1432.372] (S)gyu_nyuu_pann: ん？
[1433.154] (S)omochi1111: 小石が入って死にそう
[1433.724] もきち555: そうなんだよね～でもさ～
[1434.481] softoika: ウメちゃんにとってのホンモノはパチモンなんじゃないのか
[1435.819] habutaedango: クロックス 指先いたくなるから気を付けて
[1437.029] レトロじじい: ん？
[1438.286] samuraichampoo: 長時間は
[1440.333] spring__thief: 代わりがわりで履いていけば
[1442.448] chin_56_: シャキーン
[1442.498] ぶじん: クロックスで長距離はきつそー
[1442.941] (S)daichan1200: その上のやつ、かかとにつけるやつやで
[1443.611] pengetop: 緩いと靴擦れしそう
[1444.019] mogai555: 近所のおっさんじゃん
[1444.101] ちいトラ: クロックスに合うねー
[1445.975] ddb365: ＨＯＫＡに慣れちまったか
[1446.013] nitamago33: ちょっとこれで歩いてみる？
[1447.269] sikusi: 小石とか入ってきたりしないかな。
[1448.756] ぶどうぱん: 長い目で見たらHOKAのが疲れなさそう
[1449.264] une3333: 靴をそのへんに転がすなw
[1451.893] kazukitaiga: すっぽぬけるで
[1453.416] sdy_hs: 交代で使えば？
[1455.307] zyangara2: いつもの
[1455.603] towai8: 代わりに膝にくるリスクがある
[1457.155] teruharu_: 指先痛いなら先っちょ切るとか
[1457.913] おーとん: 靴w
[1459.317] karimen4: ホーキンスのほうがいいかもね
[1460.222] ロイヤルロッホ那賀: ABCの安物w
[1460.894] totokarutyo: スポーツサンダルｙってやつか
[1461.014] kuniyoshi8: いい底してるやん
[1461.257] (S)yukke85: これだろ正解！
[1461.466] balthazar000: 靴とっちらかりw
[1461.762] (S)gyu_nyuu_pann: 色々あるね
[1462.223] ぐぐっす: ウォーキングサンダル
[1462.291] tomtum: そっちのほうがよさそう
[1462.495] ohigekujira: 底厚い
[1463.180] n242f45aa: スポサン
[1463.579] HirocoT: もうひとつの本命・・
[1464.062] shinobuchan4649: こっちのがいいかもね
[1464.189] nitamago33: こっちのほうがよさそうじゃね？
[1464.497] Emuwaki: そのタイプかかとのラバーでダメージ受けるから気お付けてー
[1465.585] nanddeya: これじゃない？
[1465.720] レトロじじい: かかと食い込みそう
[1466.476] v_harumi_v: 色々考えてくれてる
[1467.581] sourunidenwasiyou: 靴 
[1468.036] にな207: 靴ｗｗ
[1468.273] pandasan_power: クロックスで長時間あるくとスニーカーってめっちゃ歩くの助けてくれてるんだなってわかる
[1468.480] プーゴリちゃん: 靴自由すぎｗ
[1468.555] (S)junjamaica: アールが怒りそうｗ
[1469.357] (S)しゅごいよ: 走るわけじゃないからなどうなんだろうな
[1469.366] chin_56_: シンデレラか
[1470.156] (S)泣き虫サクラ: 何より先が空いてる
[1472.162] matsu_zalem: ホカ散乱
[1472.190] une3333: 脱ぎ捨てられた靴が...w
[1472.298] takuyatakuyatakuya: ホーキンス高そう
[1472.931] syagami: 雑な扱いｗ
[1473.528] ライム_: 靴屋KSK
[1473.668] softoika: 靴擦れやばそう
[1473.677] (S)yorime_3: シノグねぇ
[1474.541] samuraichampoo: ホーキンスはイイチョイス
[1474.583] (S)gyu_nyuu_pann: 靴転がってんのおもろすぎる
[1477.104] じゃない方のたなか: 靴w
[1479.053] naginagi99: そもそもサンダルってウォーキングに向いてるのか
[1480.735] neogreenlife: ホカ…可哀想だ
[1481.765] poposuke: 今は指先が痛いウメちゃん
[1481.954] ぶじん: 靴ずれ対策しなきゃね
[1482.236] friedebi: 靴拾ってｗ
[1482.695] おじキッズ兄: 良さそう
[1483.053] poweroftruth: Powerful crocs
[1483.370] セツリ: サンダルでいけんく？
[1483.635] prototypeie: ｗ
[1483.773] (S)~MISSING_COMMENTER_INFO~: よくそんな靴で歩いてたな
[1484.176] Korobla_______: 田舎道は砂利が入ったりするよ
[1485.869] ちいトラ: 長距離は向かんと思うぞ
[1486.826] matomona: すごい調達力
[1486.984] gonzou1986: ホーキンス歩きやすそう
[1487.499] 将門ゴルゴロ: 捨てられたホカｗ
[1487.540] (S)mogetasan: そっちのがいいかもね
[1487.808] spica1987: かかと靴擦れしそう
[1488.364] (S)mako_oswald: 靴どかせよwww
[1488.607] (S)食用ばるさみこす: 脱ぎ捨てられるホカ
[1488.843] yas1549: 足の甲擦れて痛くならんか
[1489.516] n242f45aa: スポサンだから結構良いと思う
[1489.623] omonaga315: かかとが靴ずれするんだよな
[1489.838] ロイヤルロッホ那賀: www
[1490.261] (S)gyu_nyuu_pann: どうかな
[1490.403] tabibitox: 正解きたか？
[1490.540] muji_na: 指先いわたるならこれが良さそう
[1490.991] shinobuchan4649: オヤジだな、もうｗ
[1492.626] セツリ: ハイブリット
[1493.241] レトロじじい: 指先は良さそう
[1495.585] une3333: 誰かここから飛び降りただろこれw
[1495.606] totokarutyo: どんどん変えていくか
[1498.061] (S)泣き虫サクラ: ウメハラはクロックスで歩くの慣れてるんだよ
[1500.694] nitamago33: 息抜きにはよさそう
[1502.712] komine58: トレモしてけ
[1502.785] kuniyoshi8: お試し期間やね
[1502.945] toro0524: アールさんのくれた靴がｗ
[1505.224] mogai555: クロックスのけ
[1506.026] (S)yukke85: 試しつつ
[1507.762] Volsack7: 中敷きがあればよりええかもね
[1507.775] (S)ほっきょく: ちかたびとかそのうち履きそうな勢いｗ
[1508.589] senseiabcd: セコンドｋｓｋ
[1510.633] y4ki29: 靴w
[1512.674] (S)メタルぱんだ: 慎重だｗ
[1512.868] v_harumi_v: KSKさん、ありがとーー
[1513.079] teruharu_: kskありがとう
[1513.732] balthazar000: 草鞋スタイル
[1513.738] mememe10: KSKありがとー
[1513.896] にな207: 散らかりｗｗ
[1514.188] prototypeie: ホーキンスハラ
[1515.417] n242f45aa: 靴とっちらかっとる
[1516.064] amiami77: KSK仕事してるな
[1516.370] ライム_: 買って損はないね
[1517.731] machakyuro: よさそうだね
[1517.733] akira_s_: 馴染むかどうか
[1518.131] セツリ: ▷ホーキンスが選ばれました
[1518.582] sagumememe: 靴散らかってんなｗ
[1519.026] zyangara2: 長時間はキツイけど一時的なら
[1519.903] (S)mako_oswald: wwwwwww
[1519.942] piaisai: サイズもいい感じなんかな
[1520.211] takk_frosty: KSKさん有能過ぎる
[1521.539] karimen4: うめはらがお礼をいった
[1521.771] x_abu_xx: ホーキンスにぃよろしく
[1522.126] tokage5577: ホーキンスデビューか
