[32.049] junichi_pad: 🐮🖐にょっす！
[103.710] asuke2222: 何飲んでるんですかー
[103.868] takenoko0312: かみのびてきたね
[103.964] deen_zmn: おつっす！！！！！
[103.969] (S)naho_xxx: 体調に気を付けて
[104.182] ggi0990: お疲れ様
[104.729] mamasansan030: 顔疲れてるね
[104.739] sekken8x4: 大丈夫!!
[104.844] sayuhaoyutoyomu: タバコ吸わないのか
[104.967] yamashita2574: 飯ちゃんと食べてるー？
[105.209] キティー: Xみたー！かっこいい
[105.707] まるきち1234128: ゆっくりしてえ
[105.720] mock3y: こんにちは。
[105.801] (S)みい_0615: ゆっくりでいいよん
[105.931] xxxstmxxx: なんか髪型変じゃない？
[105.969] (S)ねこ三匹: 15日楽しみにしてるね💜⁽⁽٩(๑˃̶͈̀ ᗨ ˂̶͈́)۶⁾⁾
[106.133] nagichansan: やっほ！おつ！
[106.213] taiki026: 銀太の戦力外通告どう思った、
[106.881] 覚醒まりーシ: ニートなんで仕事ください
[106.915] yuzuki_repezenfan: ライブ最高だったね！！！
[107.010] ya_manm: おつおつおつ
[107.076] ami_xoxo_: 休んでね😭
[107.117] bro_owl: 1.5億カッケェー！やるね❤️
[107.510] amsp0012: 切り抜きで見てたふぉいだ
[107.553] joelanoo: ぜつだんになってるよ笑笑
[107.690] (S)せつこまん: おつおつー！
[107.750] sosuke0925: ゆっくりしてー
[107.893] yoshimana712: PopNemo
[108.120] 可愛い子: 忘れてないんならいいよ
[108.359] onobu_papa: また一緒に飲みたいな💩
[108.442] pupupunc: おつかれー！
[108.667] leajmk: NiceTry
[108.888] uenoel: 頑張ってね！！
[109.142] aaa_324: ふぉいくん大丈夫？
[109.158] lala202209: おつかれさま
[109.435] yasuko87: お疲れ(*´ ³ `)ﾉ
[109.739] tarouuuuuuuuuuuu: 気温上がって井戸水があったかくなった
[110.294] Lisuuru: 久しぶりにリアタイで見れたよ！！！
[110.400] (S)おにぎり丸_: だが定期的にニケ配信はして欲しい
[110.512] ぺすとさん: 無理せんでくれ
[111.171] shitara_paisen: 画質わりーな
[111.191] さきえるんば: おつおつー配信ありがと！
[111.320] osushi120925: ふぉいくんご飯いこ
[111.418] unpi_2540: 元カノに殺されそうなんだがどうしたらいいですか？
[111.516] nuthatch0105: おつおつ
[111.962] tonsukemomo: 顔が疲れてますよ。無理しないでくださいね😣
[112.168] Glytherindor: 髪伸びた
[112.484] reo_821: 肥えたね
[112.528] chii_fff: ギリww
[112.656] no_1__foy: 休めるときしっかり寝てねーーー🥺🥺🥺🥺🥺🥺🥺🥺🥺
[112.656] gawein00: あったけぇ空間だぁ
[112.865] こなつ723: ちゃんとご飯食べれてる？？
[112.876] it_ogn: 寝れてんのか？
[113.058] パープルサワー: かわちい
[113.074] pegu0066: 忙しいのに配信ありがとう 
[113.273] (S)hire218: ギリ？
[113.322] maa_sumomo: 久々ー
[113.435] (S)ビオフェルミン: わいにも自販機でジュース奢ってくれ
[113.487] ぴり辛: もっと食え
[113.744] luchaso78: ふぉいくん疲れてる
[113.815] (S)blood_rose_home_96: こえた❗こえた‼️
[113.884] harami8: お風呂上がりみたい
[114.023] noritama66: 顎
[114.238] naokidayo1: ぎり！？
[114.240] yuzuki_repezenfan: 食べてね
[114.398] かつらどん: 食えよもっと
[115.258] muteki911: いつも笑顔ですごい
[115.474] torararion: お疲れ様です！僕はスト6で忙しいです！
[115.506] i_am_kaorisugahara: 無理して倒れられてもファンとして悲しいもん
[116.071] pomemi__: しっかり食えよー！
[116.076] yasuko87: 浮腫？
[116.182] rumiya060503: 我が家におかえり
[116.212] 皇帝ペンギン_: sekiRun
[116.267] はくあ1460: 確かにふっくらした気がする
[116.319] deen_zmn: 顔が疲れてますね
[116.391] normalstudemt1229: こえかれてないか
[116.511] hopooooooo: よお！おひさや
[116.656] 666_sebastian666: お疲れ様です！
[116.677] ダミ711: お疲れ様です!!!
[116.763] えー眠: 反応が乙女
[116.768] hiko3555: 1.5億最高！！！
[116.784] pinoarasippp: えぐw
[117.216] kakeru32: 危なくて草
[117.255] osakanatenngoku8: しにかけ？
[117.421] riirukun: 疲れてるなー、
[117.579] みづな: 過労太り
[117.647] motiduki06: 声枯れてる？
[117.706] (S)kana19850914: むくみか
[117.752] jun_ryuan: ちゃんと飯食え
[118.037] rento1135: かっこいい😍
[118.271] 芋焼酎パンツ: とりあえずタバコ吸えw
[118.525] pinkuma_foxx_itofoy: 疲れて浮腫んでるんでは？
[118.535] aoaoaoaoaoai: PikaRamen
[118.550] ikeike125: タバコ吸いなよ
[119.018] ザーサイふぉい太郎: え！？
[119.051] ゆりぽん: おつおつー
[119.057] penguini_812: おい
[119.222] カルパス伊藤: ムラッシュFCみた？
[119.236] moyasiitamen: むくみ？
[119.285] 可愛い子: 確かにガタイ良くなった
[119.427] monaouda: ！？！る
[119.651] yuupieeeee: MyAvatar
[119.754] spring_tora: そうでもない
[119.785] イルカ89: ひさしブリーフ！
[119.876] sakurarako: もっと食べて
[119.882] noi_9610: 初見です！
[119.920] xp_nina27: いっぱいたべてー😭
[119.965] tomo0286: 食べてよ
[119.983] せのび_: 飯食えよ
[120.240] サラダは宝: 一日一食はだめだよー！
[120.261] rain_on_friday: ちゃんとくえ
[120.618] さにはに: もっと食えよ
[120.693] chii_fff: 丸くなった気がする
[120.706] (S)katotokato: 耐えたねーーーー！頑張ったよー
[120.707] 未熟トマト: 顔疲れてる
[120.838] x__xrp: こえたかも
[121.017] tonkotsu112: もっと食え
[121.045] ひろちか__: 野菜は食べてる？
[121.072] kuda_rk: ちゃんと食え
[121.196] かつらどん: 食え食え
[121.230] rokudenas: もっと食べ
[121.251] mats_mikkelsen: ちゃんと食え
[121.666] yk1021: ちょっとつかれてる
[121.814] (S)koyoru358: 前髪のせいちゃうか
[121.827] yuco_923: ラーメンいっぱい食べた？
[121.925] ni999991: フォックスFM楽しいぜ、ラジオって距離感近くて好き
[122.125] tarouuuuuuuuuuuu: おっさんの仲間入り
[122.339] pupupunc: 確かに肥えた🥺💓
[122.370] yurachi_111: 声まだ枯れてる？
[122.415] yuzuki_repezenfan: 飯食わないと元気でねえよ
[122.465] キシリトール: 筋肉付いてきてないすか？
[123.010] ami_daru: 初めて切り抜き以外見てる
[123.021] しづく1112: 疲れて浮腫んでるのかな？
[123.130] 鬼山田五郎: 煙草吸っていいよ
[123.213] イルカ89: やほー！
[123.252] taiki026: 銀太の戦力外通告どう思った？
[123.263] 骨ひつじ: 絶対痩せてる
[123.431] mamasansan030: ちゃんと食べにゃかんよ
[123.469] mxaxi_v3v: 今日もお顔大優勝
[123.722] s_sunny_39: なにのんでる？
[123.943] ggi0990: 身体壊さんようになー
[123.981] お野菜ベジタブル: ほっぺたふっくらや
[124.133] ちょろぶー: 社長元気？
[124.156] aruruzzzz: らんまだよ
[124.206] (S)metomaha: DxCat
[124.222] chococandy54: おつかれさまー
[125.096] asetonsyu: デブの俺には嫌味だな
[125.174] jamthehousejjj: スイーツ食べろ！
[125.378] yui_pr1: 休む時は休むんよ
[125.474] (S)aria1208: 浮腫んでるだけじゃない？
[125.797] まみむめもーもー: ちゃんと食え
[125.873] foy_xoxo: 髪型もいい感じ
[126.018] mizholic: たしかにちょっとふっくらした！
[126.223] sora3156: お疲れ様
[126.323] dudbxijdbdicc: お前もっと配信しろ
[126.584] hllspdlife_: 元気ですか
[127.750] yuzuki_repezenfan: ライブ叫んだもんね
[127.809] おぴーあーる: お仕事お疲れ様です☺️
[127.833] jinroooo777: 飯食いな
[127.835] masak_0713: ぷろたんとラジオしたから
[128.307] xxxstmxxx: もっと食べなさいよ
[128.548] tetsuya0512: 酒やけ？
[129.226] (S)kana19850914: マイクなおった？
[130.515] muteki911: 暑いけん気をつけてね
[130.568] 麻婆茄子すこ: ほほ痩けてね？
[130.581] kmtwtjdderd: 浮腫んだんじゃない？
[130.795] (S)ちりぱ: たくさん食べてな
[130.797] (S)naho_xxx: 声がヤバい
[130.815] イルカ89: ライブ？
[131.361] osushi120925: ふぉいくんご飯いこ！！！！！！！
[131.561] aka_murasaki_luckywanco: 声が少し戻った？
[131.785] yuryur125125: なんで一日一食しとー？
[131.809] hanshinfan8: 酔ってる？
[131.901] ザーサイふぉい太郎: ジジイになったか？？？
[132.286] ssk10011: 30歳超えると1日1食でも太る
[133.219] torabutta: レペゼンの飛車角参上
[133.316] uitaetae: かっけえ
[134.218] ma_ma411: 飯食えよ
[134.281] reire_tea: 楽しかった🎶
[134.916] akuusetsudan2: あ
[135.348] yurachi_111: ミュージックサーカス楽しかったよー
[135.367] naokidayo1: 0食の時もあるの？
[135.630] 可愛い子: あーー
[135.773] tomo40404: ふぉいくん毎日お疲れさまー❤
[135.808] madaokitenno: TwitchConHYPE
[136.130] inamunk: 頬骨出てきて純に近づいてて草
[136.273] iloveginnn: ちゃんと息してたんだ
[136.506] yuzuki_repezenfan: マジ感動したよ
[137.041] mane_0325: 健康にいいの食えよ！
[138.266] katalistmaster: 銀太プロ球団解雇されてたね
[138.524] deen_zmn: やつれてる感じがするな
[138.815] rain_on_friday: 野菜と肉と魚たべなさい！！！！
[141.557] aaa_324: ふぉいくん大丈夫？
[142.255] (S)アイソンキャリー: 福岡のライブか
[142.255] jinroooo777: さすがやな
[142.461] mats_mikkelsen: 1色ならスタミナ丼食え
[142.845] mizholic: ステージ楽しかったよ！
[142.920] idomin007: ちゃんと食べんね
[143.449] あんぱんだ: ライブの切り抜きばかりで嬉しい
[143.975] (S)ねこ三匹: PikaRamen
[143.979] tomo0286: 楽しかった？
[144.203] soukainasu: 仕事でも暇でも 結局 忙しいふぉい氏 ご自愛くだされ(´・ω・｀)
[144.470] (S)blood_rose_home_96: ミュージックサーカス最高だったぞ‼️
[144.757] uitaetae: PopNemo
[144.997] まみむめもーもー: バカかっこよかった
[145.207] hiko3555: うーん
[145.328] サラダは宝: たべなきゃだめだよ！！
[145.405] kakeru32: なぜに一食！？
[145.652] かつらどん: おかえり
[145.685] (S)chieko10: やっとパソコンの前に座れて良かった
[145.858] djnekomi: ラーメン食べて浮腫んだ🍜のでは
[146.078] ziosyokudou: ziosyokudou is gifting 1 Tier 1 Subs to dj_foy_foxx's community! They've gifted a total of 1 in the channel! 
[146.114] ami_xoxo_: ギリはやばいから１食でラーメン2杯ぐらいたべて😭
[146.303] ziosyokudou: ziosyokudou gifted a Tier 1 sub to あいすくりーむちゃん! 
[146.783] pomemi__: ライブ流れてきた動画みた！よかったよ！
[146.995] xxxfavokmo: ローソンの冷凍ホルモンチャーハン美味いから食ってくれ
[147.209] wanwannyaaaan: むしろやつれてる
[147.422] イルカ89: 最初の声良かったよ！！
[147.466] reire_tea: めっちゃ盛り上がったねー！！！
[147.630] kanahibi: おかえり
[147.702] mock3y: Mr.Gが戦力外通告されてて悲しい
[148.362] millix01: 1.5億について気になる
[148.661] (S)chika_430: 行きたかったな
[149.452] x__xrp: いきたかった
[149.525] ぴろたんぴろたん: 銀太解雇されたね😂
[149.603] yuzuki_repezenfan: 最近イベント多いね
[149.671] (S)さち_0421: 福岡よかったよ
[149.836] (S)花を慈しむ心: 花を慈しむ心 subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak! おつかれー！
[149.869] xxxstmxxx: ラーメン食べたい！
[149.888] (S)himedazo: 爆イケでした。
[150.007] こなつ723: 健康に気をつけてね
[150.825] kuda_rk: よかったね
[150.841] ami_xoxo_: おかえり😭💗
[150.987] s_sunny_39: なにのんどん？
[151.012] cojicoji75: おかえり
[151.827] osushi120925: ふぉ〜いく〜んご飯行こ
[151.828] foy_xoxo: 黒髪すき
[152.268] denpa22: いやぁよかった！！！
[152.355] xxxfavokmo: ローソンの冷凍ホルモンチャーハン美味いから食ってくれ！
[153.162] ゅずゃ: 最高だたよ
[153.978] イルカ89: 盛り上がりやばかった！
[154.074] (S)mmmmmayu999: 最高やった
[154.096] mane_0325: 凄かった！あれ
[154.587] yurintarou: おかえり
[154.694] mami0323: かっこよかった〜
[155.373] corin_foxx0905: かっこよかったよー！
[155.612] lala202209: かっこよかった
[156.125] anko0705: 前からデフォルトで1日1食なの？
[156.322] monaca1010: かっこよかったよ
[156.389] (S)みょ0000: @lifeguardjun2046 サブギフ貰ってました。ありがとうございます
[156.956] (S)イシヘンジンの匡くん: おかえりんこ〜
[157.000] riirukun: 盛り上がったねー
[157.123] chiitakun_a: やほー！
[157.154] pipond1: バリ島いくのー？
[157.472] (S)みい_0615: 良かったよ
[157.681] ムサシ729: かっこよかったよ
[157.693] moyasiitamen: 健康な枯れ
[158.391] xxxfavokmo: ローソンの冷凍ホルモンチャーハン美味いから食ってくれ！！
[158.592] motiduki06: ライブかあ！おつおつやでー！！！
[159.395] (S)island_33: いったよー
[160.198] (S)hrs4440: 福岡事変の時に『DJ社長！』って言った時のふぉい、ちょー嬉しそうやったぞ
[160.333] i_am_kaorisugahara: 好きな人に仕草似てて好き
[160.397] asuke2222: 喉お大事にです！
[160.869] na1245789356: ヤーマンもおもしろかった！w
[161.088] しづく1112: かっこよかったー！
[162.127] 32gksjg: めっちゃいいステージだった
[162.318] cojicoji75: よかった
[162.328] yuiko212: 好き
[162.964] ぴろたんぴろたん: 行った！めちゃ良かったよ
[163.020] ザーサイふぉい太郎: 感動したぞ！！
[163.330] ちぴろん88: ふぉいくんカッコよかったよーーーーー🥰
[163.521] こなつ723: かっこよすぎたよ！
[163.528] ami_xoxo_: 最高でしたෆ  ̫ ෆ
[163.581] reire_tea: 行った🙋🏼‍♀️︎
[163.609] normalstudemt1229: だいすきだぜ
[163.610] xxxfavokmo: ローソンの冷凍ホルモンチャーハン美味いから食ってくれ！！！
[163.849] ukiukigindaruma: ukiukigindaruma is gifting 1 Tier 1 Subs to dj_foy_foxx's community! They've gifted a total of 1 in the channel! 
[163.866] jun_ryuan: めっちゃカッコ良かったよ！
[164.192] ukiukigindaruma: ukiukigindaruma gifted a Tier 1 sub to yaman_moonieman! 
[165.385] rento1135: 見に行きたかった
[165.836] aoi_yu0804: カッコよかった😆✨
[165.874] sayuhaoyutoyomu: 土下座したやつか
[167.540] makoto__1966: 見たかったなー
[167.741] xxxfavokmo: ローソンの冷凍ホルモンチャーハン美味いから食ってくれ！！！！
[167.950] aruruzzzz: 俺の方がイケメン！！
[168.900] moep412: いまきた
[169.110] (S)ねこ三匹: NonbinaryPride
[170.523] (S)chieko10: めっちゃかっこよかった‼️
[173.083] 可愛い子: へえー！
[173.351] rain_on_friday: さっきメンシプのアーカイブみたわ
[173.804] (S)さち_0421: かっこよかった
[174.503] (S)tou_rin: tou_rin subscribed at Tier 1. 
[175.185] (S)セリーヌ__: いい声の枯れ方なら、いいよね
[176.622] aaa_324: ふぉいくん大丈夫？
[177.049] yui_pr1: 3人とも
[177.654] (S)blood_rose_home_96: ほぉー
[177.800] yurachi_111: 見に行ったよ！ライブ最高すぎた！
[177.884] yuco_923: かっこよかったー😭
[178.610] maa_sumomo: 生き生きしてたねー
[178.863] (S)mihooooooko: 動画見たで！良かった
[179.301] カルパス伊藤: 風邪引いてないフリしとろ？
[179.609] イルカ89: 笑笑笑笑
[180.407] chii_fff: www
[180.614] harami8: へえー
[181.201] 可愛い子: めっちゃ面白い
[182.234] lala202209: 盛り上がってたよ
[183.568] pelican666pp: w
[183.639] (S)アイソンキャリー: wwwww
[184.008] mane_0325: 草
[185.415] shimoheiheeee: 初めて見れた！
[185.737] 32gksjg: わろた
[185.842] harami8: wwx
[186.709] yui_pr1: かっこよかったです
[186.949] taiki026: 銀太の戦力外通告どう思った？？
[187.729] syusei0612: www
[187.899] kuda_rk: こわ
[188.545] イルカ89: 背筋凍るやつ笑笑笑
[188.770] パープルサワー: アーティストはそれが普通やて笑
[188.810] ザーサイふぉい太郎: unkochanSmile
[189.364] rangelhansu: wwww
[190.242] soralira: 話し方ほんとにかわいい
[190.318] しづく1112: www
[190.468] yuco_923: wwww
[191.189] (S)ねこ三匹: NonbinaryPride
[191.286] himawari__7: wwww
[191.433] harami8: 焦るよな
[191.869] asaml08: いつ見てもよかにせよかにせ
[192.106] mamasansan030: ゆっくり出来る時にゆっくりするだよヽ(•̀ω•́ )ゝ
[193.548] ぴり辛: www
[194.251] ami_xoxo_: 死ぬwww最高に盛り上がってたよwww
