[11.762] (S)~MISSING_COMMENTER_INFO~: ｷﾀ━(ﾟ∀ﾟ)━!
[165.626] kyo_kaaa: 平和、、、
[165.874] ぺぺまる_0727: radaoHi
[166.751] (S)usakanono1030: www(((o(*ﾟ▽ﾟ*)o)))
[166.755] (S)コンさん: radaoHiradaoHi￼￼ 
[166.792] みさお婆ちゃん: 急にwww
[168.122] (S)らぺん: 平和、
[168.171] あるみ屋: 事故っぽw
[168.375] (S)fuki_5: わこらだ
[169.529] (S)八坂乃宮: 平和とは
[169.907] an_do121: おかしい人を亡くした…
[169.953] (S)黒ごまソフト: まあ事故やろ
[170.082] にわすずめ: 会話(今日結構平和ですよ)
[170.148] (S)白蓮佑1142: 平和とは
[170.167] (S)アーホルン: 平和（平和では無い）
[171.863] けし_: radaoHiradaoHi￼￼ 
[171.987] なやしろ: 命がもったいない
[172.668] ふむふる: 平和って言ってたのに...
[172.838] (S)enemyacc: radaoHi
[172.896] (S)いのな: 事故か？
[173.773] (S)やなちゃそ: 平和とは。
[175.175] はくまい_45: radaoHi
[179.244] (S)atrand0m: 飲み物
[179.886] (S)tomako_0309: radaoHi
[181.258] seillane: wwwww
[182.950] (S)usakanono1030: www
[183.840] many7575: 圧迫しとるwww
[184.366] ばにら0115: radaoHi
[184.831] ゆずシフォン: wwww
[185.414] 雨傘ライ: www
[185.615] ミリこ: www
[185.748] sora_mameee: wwwww
[186.917] (S)s95618: 多すぎるっっっw
[186.938] (S)rukan_x3: 使うしかない
[187.684] えぬあい: radaoHi
[187.778] めるめ: 得体のしれないもの食うまじか
[188.958] yuki_empty: まだあるwww
[189.144] itoyu_62: itoyu_62 subscribed with Prime. They've subscribed for 14 months! 
[189.697] (S)sakeoo_0102: wwwwww
[190.334] higiomi: お前が望んだものだそ
[192.045] kyo_kaaa: ホットドッグ売ってないんかな
[192.208] (S)あっひょ: wwwww
[192.481] あっすー_: ロッカーに入れとけw
[193.146] itoyu_62: わこらだ
[193.852] (S)シンノノ: らだおだー！
[195.995] れもんちぃ0: 買いに行きなさいwww
[196.033] isaco135: 暇なときに回さないからwww
[197.010] miya_4950: radaoHi
[199.223] (S)八坂乃宮: ホットドッグないかな
[200.298] (S)あんちょび_: radaoHi
[200.489] (S)nitta8844: 持ってるぞ
[200.546] (S)sorano_yura: radaoHi
[200.803] (S)あっひょ: お
[201.368] (S)ac111807: もうもってるやん
[201.865] (S)takumi06121: radaoHi
[202.352] sora_mameee: お
[202.520] しああき: お
[202.621] (S)yumesawa: www
[202.791] (S)ゆにるな: お
[203.059] あるみ屋: お
[203.077] ruterute_016: お
[203.263] lycoris8: radaoHi
[203.339] ゆずシフォン: お
[203.508] sunomono8: お
[204.238] (S)osato_azi77: お
[204.276] (S)kokone0927: お
[204.460] (S)usakanono1030: お
[204.460] kyo_kaaa: お
[204.590] にわすずめ: お
[204.696] rosemary0920: お
[204.927] (S)Rimon_sky: お
[205.039] (S)マロン_: おお
[205.167] 囚人番号: ご飯くらい買いに行け
[205.274] seillane: もう何個か持ってたぞ
[205.373] (S)teshiooo: わこらだ
[205.619] わさびじる: お
[205.775] わらびもち_11: お
[205.844] an_do121: お！
[205.860] (S)海にぃ: お
[206.479] (S)chikinpakku: chikinpakku subscribed at Tier 1. They've subscribed for 2 months! 
[206.650] kuugay0905: お
[206.695] (S)reiki_1220: お
[207.108] すえひろがり: radaoHi
[208.066] (S)komatuna_pipipi: お
[209.201] miki_15g: おはよー
[210.424] necohina: necohina subscribed with Prime. They've subscribed for 41 months! 
[212.249] (S)黒ごまソフト: ドリー！
[212.917] many7575: おはよーう
[213.164] あるみ屋: ドリさんだ
[213.787] からたべ: radaoHi
[214.246] いぬ科: radaoHi
[214.431] (S)前原渚: radaoHi
[216.054] (S)kanagawa800: radaoHi
[216.535] sora_mameee: ドリー！！
[217.078] emazkirin: ドリー
[217.485] (S)かんでら: ドリ～
[218.483] 囚人番号: ドリさんだ〜
[218.672] きのお: radaoHi
[218.897] 雪狐0143: radaoHi
[219.521] beef_lemon: beef_lemon subscribed at Tier 1. They've subscribed for 35 months! 
[219.707] (S)sakeoo_0102: ドリーさん！
[219.964] nobume0v0: ドリさ〜ん！
[220.341] (S)kokone0927: どりさん！
[221.118] seillane: wwww
[221.641] ruterute_016: ドリさん！
[222.026] きょぴ: どりー！
[222.733] 雨傘ライ: ドリさーん！！
[223.065] あるみ屋: wwwwww
[223.673] nqta_coconut: ドリー
[223.910] kyo_kaaa: ドリさーーん！
[224.001] れもんちぃ0: ドリさんwww
[224.832] ゆずシフォン: www
[225.261] 雪華0830: radaoHi
[225.685] many7575: 波動なんよ
[226.283] 雨傘ライ: www
[227.292] (S)シクシク: 波動wwww
[227.518] imoyoukanmaru: radaoHi
[227.761] (S)白蓮佑1142: どりさんきちゃー
[227.869] nekoneshi: ドリさん
[228.449] (S)ラウド25: radaoW
[229.615] (S)reiki_1220: www
[231.261] (S)neo4728: radaoHi
[232.847] (S)chokemimi: radaoHi
[233.181] (S)chamchampon: chamchampon subscribed with Prime. They've subscribed for 7 months, currently on a 7 month streak! 
[235.191] (S)mikami_70: radaoHi
[235.367] 雪狐0143: www
[236.809] (S)クロクレ: radaoHi
[237.204] (S)usakanono1030: www
[237.810] (S)khr245: wwww
[238.534] (S)秋月える: radaoHi
[239.792] 96猫3: radaoHi
[240.434] miki_15g: ご飯！ご飯！！！
[240.507] (S)らぺん: wwwwww
[240.752] Sunagimo0ishiI: radaoHi
[241.809] (S)Entuner: radaoHi
[244.188] にわすずめ: 遺言遺してない？
[249.118] (S)秋月える: あら、らだおだ
[252.613] (S)みてみぬ: radaoHi
[253.668] (S)kotarosakata: イサセンww
[253.724] (S)アーホルン: なんか遺言…
[254.427] (S)dtf417: 飛んだのかいさせん…
[255.528] 北宮エクストリーム: radaoHi
[256.502] (S)Rimon_sky: 飛べますwwww
[256.698] edyuwar66: とりまレギオン
[259.009] wacchan0: wacchan0 subscribed with Prime. They've subscribed for 33 months! 
[260.383] (S)スズメ_0610: ファンアスゲェ
[261.926] (S)ラキ2525: いつもの
[262.413] ruchi_13: 迷子
[262.870] ゆずシフォン: 迷子ww
[263.268] (S)星映天下: 迷子かいw
[264.557] あるみ屋: 初手迷子
[266.015] ariri_en: ﾗﾀﾞｵｰｯ
[266.109] kyo_kaaa: まだ迷子
[267.404] 雪狐0143: 迷子
[268.178] ぺぺまる_0727: まいごね
[269.058] にわすずめ: そやろね
[269.130] あるみ屋: ないだろ
[269.259] sora_mameee: うん
[271.764] スパーズ: おい
[273.097] (S)どりんく_397: あるな
[274.115] れもんちぃ0: wwwwwwwww
[277.135] (S)sakeoo_0102: 定期的に迷子なるやん
[278.750] なっち: らだおの初期を思い出すレベルの人数
[281.252] (S)ゆにるな: 説じゃなくて無いだろ
[284.578] 井田: radaoOld？
[286.991] (S)あっひょ: wwwwwww
[288.030] sakushi_: やってれば覚える
[288.270] あるみ屋: wwwwww
[289.342] (S)うじちゃ: radaoOld
[290.500] ゆずシフォン: www
[291.812] miki_15g: ぐにゃー
[292.060] (S)ゆにるな: www
[292.086] (S)kururusannano: 曲がっちゃいけない方向に
[292.419] (S)ラウド25: radaoW
[293.475] (S)komatuna_pipipi: radaoOld
[293.776] (S)usakanono1030: www
[293.941] nqta_coconut: wwwwwwwwww
[295.232] (S)dtf417: wwwwww
[295.279] (S)かんでら: 前の署でも迷ってたから純粋方向音痴やろ
[302.453] (S)ひるおおお: お
[302.494] あーしゃん: radaoHi
[303.401] (S)komatuna_pipipi: お
[303.867] (S)khr245: お
[304.454] seillane: お
[304.543] (S)がぶ1522: 薬入ってて笑う
[304.804] スパーズ: おおおお
[304.972] あるみ屋: お
[305.223] ぺぺまる_0727: おいｗｗｗｗｗｗ
[305.298] (S)cokeraita: おい
[305.568] ゆずシフォン: お
[305.664] (S)nanun03: おー
[305.799] リムヲ: ｺﾜｲﾖｰ
[305.868] れもんちぃ0: お
[306.145] (S)usakanono1030: お
[306.472] (S)chokemimi: ww
[306.957] waterdragon131: ここな...
[306.980] (S)マロン_: おお
[307.022] (S)ゆにるな: お
[308.250] あるみ屋: あるじゃーん
[308.522] (S)やなちゃそ: 売りに行きたい、？
[309.531] (S)reiki_1220: お
[310.183] an_do121: ここなー！
[310.215] (S)かねだー: ｺﾜｲﾖｰ
[311.557] m_taku: radaoKitya
[311.684] にわすずめ: コワイカレー！
[311.732] ぷれはぶ: ｺﾜｲﾖｰ
[312.336] (S)はたおかも: ｺﾜｲﾖｰ
[312.433] isaco135: www
[313.244] nakaji00: あ
[313.437] (S)s95618: 売るなwwwww
[314.791] mizuno0624: 売り行きてぇ？
[315.883] あるみ屋: いるだろ
[317.498] (S)Rimon_sky: ｺﾜｲﾖｰ
[319.044] 96猫3: コワイヨー
[320.178] (S)nico_kk_mp: 鎮痛を2箇所収納なんだよ
[320.496] ayunosioyaki0223: radaoHi
[320.750] (S)どりんく_397: ｺﾜｲﾖｰ
[322.548] (S)アーホルン: おい
[327.896] seillane: www
[328.069] (S)あっひょ: ww
[329.063] aina___10812: wwwwwwwwww
[329.875] スパーズ: ｗｗｗｗ
[330.358] ruchi_13: www
[330.409] れもんちぃ0: wwwww
[330.441] ぺぺまる_0727: ｗｗｗｗｗ
[330.822] (S)yumesawa: 大事なもんが多い
[330.881] あるみ屋: wwwwwwwwwwww
[331.091] にわすずめ: 草
[331.333] (S)ラキ2525: wwwwww
[331.477] ゆずシフォン: wwww
[331.939] (S)komatuna_pipipi: wwwwww
[332.485] (S)usakanono1030: www😃
[332.697] (S)かーな: わこらだ
[332.911] (S)reiki_1220: www
[333.091] sora_mameee: 90年後w
[333.277] (S)海にぃ: wwww
[333.806] つむじのきもち: マウントじじいきいゃ
[334.470] ミリこ: wwwwwwwww
[334.554] (S)cokeraita: ９０年後
[335.152] ruterute_016: wwwwwww
[335.238] (S)マロン_: wwwwww
[335.362] emazkirin: wwww
[336.313] 雪狐0143: wwwww
[336.441] (S)ラウド25: radaoW
[336.962] いのりさん: 雪玉と同じ手口
[337.192] ぺぺまる_0727: 復刻してるかもしれん
[337.835] (S)zomsama: 雪玉理論
[338.231] (S)enemyacc: wwwww
[338.327] スイミ: radaoHi
[338.485] リムヲ: 雪玉的な？w
[338.557] あるみ屋: じじいw
[338.723] えぬあい: 120歳まじか
[338.921] (S)ihiru_1: radaoHi
[339.182] (S)ゆにるな: 大切なものが増えてしまったね
[339.264] seillane: プレミア？w
[339.520] 囚人番号: 鎮痛剤2スタックない？
[340.976] (S)sakeoo_0102: タイムカプセル
[340.997] tuyukusairo: 120歳？w
[341.717] (S)saraniron: radaoOld
[341.859] an_do121: 120歳さん
[342.565] (S)星映天下: プレミア品w
[342.669] めるめ: 出た貧乏性
[343.172] sisyamo_0316: radaoOld
[343.648] (S)atrand0m: 雪玉入れておく？
[344.085] つむじのきもち: マウントクソジジイもいます
[344.202] (S)ななおもち: 再販しそうww
[344.609] gencharionx: radaoOld
[344.788] mimimi710: 老害きた
[345.837] poru1010: わこらだ
[345.894] (S)tatuo252: wwww
[346.041] れのれの: 120歳おじいちゃんさん？
[346.595] (S)黒ごまソフト: 120歳マジ？
[346.642] (S)てまり0010: radaoHi
[347.039] (S)uki_shizumi: 仙人になる気か
[347.156] ニビイロ: 何言ってんの、おじいちゃん…
[347.232] asabangohan1945: 長生きする気だ
[347.241] (S)tomako_0309: くそじじいになっとるやん
[348.149] (S)sakeoo_0102: wwwwww
[348.938] (S)honu000: radaoOld
[349.086] ばにら0115: そもそも生きてるんか
[349.714] ko_do_1123: 山下市長100さい
[350.009] merokarimero: 古参？老害？
[350.800] つむじのきもち: お前末代だろ
[351.319] (S)やなちゃそ: 玄孫w
[351.993] にわすずめ: 玄孫wwwwwwwwwwwwwww
[352.039] (S)とるめんたもん: radaoOld
[352.042] (S)abara_129: 令和崩御する前提なのか
[352.044] (S)あっひょ: 嫌な爺さんだ
[352.217] (S)かにかま8: ガチ老害
[352.861] (S)スズメ_0610: 玄孫w
[353.567] (S)usakanono1030: wwwwww
[353.810] (S)みかん_まる: radaoHi
[353.938] えぬあい: 俺120ー
[354.456] (S)almedia0a0: radaoHi
[354.677] kamonohashi_0619: 未開封パックみたいな
[354.881] kurono1627: 何年生きるつもりだよ
[354.882] (S)soy_nuts_: わこらだ
[354.899] いのりさん: 子供もいないのに？
[355.481] (S)ラウド25: radaoOld
[355.636] さんま缶: radaoHi
[356.102] raiti614: radaoHi
[357.063] gencharionx: 老害オタクきた
[357.272] (S)ねこのみー: わこらだ
[357.555] (S)がぶ1522: そこまでつづく？
[357.886] yuuma122: 玄孫がいると思うな
[359.989] (S)yukitoooooooo3: それ死ぬ前の最後の一言にしよう
[360.214] とりのポトフ: ガチャ老害
[360.298] 藍代: カニメイト潰れてる前提やん
[360.353] (S)akaringo424: 玄孫www
[360.394] (S)ねこのみー: radaoHi
[360.986] (S)トモモチ: 90年後は120歳やん
[361.641] にやにや2828: にやにや2828 subscribed at Tier 3. They've subscribed for 7 months, currently on a 7 month streak! 
[363.312] (S)dtf417: radaoNayami
[363.500] (S)ややなの: radaoHi
[364.346] (S)uriper88: radaoHi
[364.540] (S)やなちゃそ: 何歳まで生きる気だよ
[364.590] (S)fix__oo: fix__oo subscribed with Prime. 
[364.896] mamiyan0926: radaoHi
[365.022] つむじのきもち: 末代が何言ってんだ
[365.929] yuki_empty: 生きてる前提
[366.332] mimimi710: 徳川埋蔵金
[368.252] mikomikoto0: まず息子
[369.169] iza__13: でもお前末代じゃん
[370.094] (S)パラトラ: 末代が何言っとんねん
[370.142] (S)うじちゃ: 何歳まで生きるんだよ
[371.947] (S)maim007: radaoHi
[372.533] (S)mo_mo_mo_mon: らだで末代でしょ
[373.011] (S)panpanda5533: そのときはジジイくたばれって言われてる
[373.719] mizuno0624: マウント老害ジジイやん
[374.512] (S)haku_kiriko: カレー取ってなくない??笑
[375.252] (S)yama_wet: わこらだ
[376.719] (S)kouryu_itsuki0427: 息子すら危ういのに？
[376.887] shobotorozou: 絶版パック売る転売ヤーと同じやん
[377.295] katagiriharu: わこらだ
[378.187] あるみ屋: 鎮痛がw
[380.878] ariri_en: 青井らだおに子供おるってマジ？
[381.420] にわすずめ: あー
[382.472] ryo_ngz: radaoHi
[382.558] うーろんてぃ: うーろんてぃ subscribed with Prime. They've subscribed for 31 months! 
[384.042] 0__kiri__0: 古参アピール
[390.019] (S)shunoooooo: shunoooooo subscribed at Tier 1. They've subscribed for 3 months! 
[391.392] (S)nitta8844: チューブ
[394.032] (S)kokone0927: チューブ
[394.785] ぐう鱈: チューブ？
[396.108] wacchi1231: wacchi1231 subscribed with Prime. They've subscribed for 24 months! 
[407.242] (S)nico_kk_mp: 鎮痛が2箇所に入っとる
[407.453] tomo331: バナナwww
[411.070] sobayu120: radaoHi
[412.184] (S)rion_y: それちゅーる
[413.439] t4keton: それチュール
[413.684] seillane: ちゅーるなそれ
[413.761] (S)つなまよ07: 猫〜
[414.620] ゆずシフォン: それちゅーるw
[414.643] (S)yukimaru_777: わこらだ
[416.174] (S)ranman_chan: それチュール
[417.108] あるみ屋: バナナあったなw
[423.666] (S)atrand0m: そのアサルトって拡マガついてるっけ？
[425.513] (S)海にぃ: 自転車？
[432.639] (S)EarlGrey_SPR: radaoHi
[433.384] an_do121: へー
[437.029] (S)ゾゾゾンビ: 抑制剤じゃない？
[437.317] (S)akimuriaki: radaoHi
[437.473] (S)petrichorjp: 今北らだおだ
[442.162] (S)あつこ_0609: radaoHi
[446.259] れもんちぃ0: あ
[446.873] seillane: おw
[447.699] (S)khr245: wwww
[447.951] リムヲ: あ
[448.073] あらんえむかーびぃ: wwwwwww
[448.152] にわすずめ: wwwwwwwwww
[448.354] nekodama2155: wwwwww
[448.414] (S)らぺん: お
[448.496] sora_mameee: wwwww
[448.731] えぬあい: wwww
[449.258] (S)あっひょ: wwwww
[449.622] (S)komatuna_pipipi: えぐwwwwww
[449.944] ruchi_13: www
[450.092] ゆずシフォン: あ
[450.117] sunomono8: wwwwwww
[450.194] (S)nico_kk_mp: きんも
[450.274] ichigomilk_252: あ
[450.298] gencharionx: radaoBanzai
[450.533] 柗原: お
[450.589] (S)nanun03: あ
[450.885] (S)enemyacc: wwwwwwww
[450.921] (S)sakeoo_0102: wwwwww
[450.975] (S)星映天下: wwwwww
[451.114] あるみ屋: あwwwwwwwwwwww
[451.198] (S)べお005: wwwwwwwww
[451.322] にわすずめ: 行こーぜ！
[451.331] kanariatobu: ひでぇw
[451.556] (S)kokone0927: wwwwwwww
[451.641] (S)いのな: ｗｗｗ
[451.724] ayunosioyaki0223: radaoNikkori2
[451.733] (S)みゆちきんくりすぷ: wwww
[451.879] ruterute_016: wwwwwwww
[451.948] (S)dtf417: うーわw
[452.089] ばにら0115: wwwwww
[452.135] mimimi710: エグい
[452.157] (S)すわ0622: wwwwww
[452.168] 雪狐0143: お
[452.308] (S)ねこのみー: wwwwwwww
[452.379] merokarimero: えぐい
[452.447] (S)海にぃ: wwww
[452.623] (S)ranman_chan: wwwww
[452.668] (S)SOKA_HARU35: www
[452.686] (S)つなまよ07: いいねぇw
[452.765] (S)バザァァァド: radaoNikkori2
[452.839] (S)abara_129: www
[452.970] (S)Makottyann14: 上官しかおらん
[453.050] しょーーーん: うわ
[453.194] (S)冷凍みかん3: wwww
[453.450] (S)kotarosakata: radaoKasu
[453.469] gu_taranosuke: wwwwww
[453.736] kotutuki_: radaoNikkori2
[453.780] (S)_つちのこ_: wwwwww
[454.121] t4keton: wwwwwwww
[454.345] (S)chokemimi: wwww
[454.568] seillane: えぐいw
[454.743] (S)saraniron: radaoNikkori2
[454.795] (S)白蓮佑1142: wwwwww
[454.984] (S)sui_1103: 最悪www
[455.185] ゆずシフォン: radaoNikkori2
[455.407] swift_horse: wwwwww
[455.561] (S)げん06: あ
[455.785] (S)でぃのチャン: うわwwwwwwwww
[455.819] (S)マロン_: おwww
[455.870] gencharionx: radaoNikkori2
[455.983] (S)黒ごまソフト: えっぐｗｗｗ
[456.212] ichigomilk_252: うわ
[456.783] (S)reiki_1220: www
[456.796] (S)とろネギ: きちゃああああ
[456.807] (S)ミヤオ: radaoNikkori2
[457.219] あるみ屋: おまええぐいよ
[457.246] (S)猫山えーこ: いいねw
[457.267] (S)海にぃ: えっぐ
[457.346] スパーズ: マトリのR
[457.764] (S)cokeraita: カス
[457.797] (S)げん06: wwwwwwwww
[457.980] rosemary0920: radaoNikkori2
[458.035] わさびじる: radaoNikkori2
[458.459] (S)chamchampon: radaoKasu
[458.840] (S)sakeoo_0102: うわwww
[459.070] (S)どりんく_397: きっしょwwwwww
[459.084] (S)rion_y: もう捕まえないって言ってたのにw
[459.308] リムヲ: そして繰り返す
[459.515] (S)tya22maru: 広角グィン
[460.066] みえのえ: radaoNikkori2
[460.108] れもんちぃ0: えぐいwwwww
[460.458] (S)panpanda5533: 悪いやつやでw
[460.920] kyo_kaaa: やらないとか言ってたのにwwwwww
[461.282] waakari2003: いいね
[461.453] (S)あっひょ: 最低だよwww
[461.485] ばにら0115: radaoNikkori2
[461.496] (S)ふーみん313: radaoHi
[462.200] an_do121: 一旦最低か
[462.444] necohina: 萎えたこと忘れたか
[462.920] (S)kishishi: radaoNikkori2
[463.235] (S)マロン_: radaoNikkori2
[463.360] (S)~MISSING_COMMENTER_INFO~: 誰かいるかな 
[463.804] (S)白蓮佑1142: radaoKasu
[463.874] (S)yumesawa: ヘイトくそ高マトリ
[464.374] seillane: この時間は罪wwww
[464.955] (S)dtf417: こころなし
[465.195] あらんえむかーびぃ: 自分にやられて嫌な事するタイプかぁ
[466.521] (S)ラウド25: radaoNikkori2
[466.526] めるめ: やるのか！いま！ここで！
[466.970] (S)harukaze__86: あれ？やらないんじゃwww
[467.373] (S)ねこのみー: 歯茎
[467.943] (S)開かないごま: うわ
[468.059] (S)がぶ1522: 最低だw
[468.245] (S)su1ryu30: radaoNikkori2
[468.327] (S)enemyacc: radaoNikkori2
[468.500] ruchi_13: そうね
[468.712] rosemary0920: あんなに｢ごめんな…｣って言ってたのに
[469.457] (S)やなちゃそ: さっきメガロ売りいきたいとか言ったくせに
[469.471] (S)panpanda5533: 心なき
[469.681] まここま: radaoHi
[470.370] (S)cokeraita: ごめんとかいってたのに
[470.452] (S)abara_129: この前の言葉はどこへ
[471.740] (S)kuronoa_1109: radaoNikkori2
[473.714] (S)zomsama: これ868組とあたらんかなー
[473.883] (S)mog9221: radaoHi
[474.338] (S)bakeneko_1206: やっぱいい性格してるね
[474.570] (S)ヒゲ丸: うぇい
[474.571] (S)dtf417: radaoNikkori2
[474.589] (S)海にぃ: そうだぞ
[474.988] mizuno0624: えぐい
[476.168] (S)あっひょ: やらないって言ってたのに
