[10.556] ほるす_: DinoDance
[8257.551] (S)おやつはほねっこ: ありけんエンターテイナーや🤣🤣🤣
[8266.708] (S)nemuiyoru: ディズニーのアトラクションにありそうww
[8266.747] さんっ: 魔法つかえたー！
[8267.377] (S)tenkoko_77: うれしそうw
[8268.991] (S)たけちゃん軍団: がんばってねー
[8273.568] (S)ななみ0717: キャストさんwww
[8286.516] (S)みゆ5252: wwwww
[8291.705] (S)ひちゃそ: 応援団しよ
[8291.779] tm_171717: がんばれー！
[8292.662] うちのまめ: これが夢の国かw
[8294.632] (S)nemuiyoru: ダメなんだよww
[8299.498] (S)re1chans2: www
[8307.641] hachiko0000: wwwwww
[8309.387] (S)さく__12: wwww
[8310.215] (S)___み___: ｗｗｗ
[8321.970] (S)ゆきち178: ww
[8324.011] (S)たけちゃん軍団: 逆に生き残ったらｗ
[8330.850] (S)ruuu_a: wwwww
[8334.925] (S)renge46: 絶対死ぬかｗ
[8336.342] hachiko0000: ドビーwwww
[8338.298] (S)meiko_1327: www
[8340.118] (S)さく__12: Cheer100
[8340.384] (S)37kkk: 絶対死ぬんでって
[8341.749] (S)ひちゃそ: ｗｗｗｗ
[8341.896] (S)みみまい: トンガリｗｗｗ
[8344.967] hachiko0000: とんがりもイケるw
[8346.585] (S)おやつはほねっこ: トンガリ🤣🤣🤣🤣🤣
[8346.727] (S)kiara3_55: トンガリww
[8347.025] hatosaburo7: とんがりwww
[8347.161] (S)かなち__93: やさし☺️
[8349.793] (S)あーさん__: 𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[8350.578] (S)めそさん: トンガリなついw
[8354.796] さんっ: トンガリwww
[8364.141] (S)37kkk: キテレツだっけ
[8367.468] (S)あさ_0017_: 1人だとめっちゃ静かだなwwww
[8372.102] hachiko0000: 世代によってはトンガリわからんw
[8391.684] (S)__とうふ__: キテレツやね
[8391.783] (S)おやつはほねっこ: 似てる‼️‼️‼️
[8393.388] (S)末廣堂: キテレツ大百科www
[8393.407] (S)nuupu_pu: 似てるw
[8393.441] (S)みみまい: ごっちゃんもいけそうｗ
[8395.048] (S)jansanpubg: キテレツのねww
[8403.780] (S)しろくも3: 似てるwww
[8407.775] (S)yukkii_m: ありけんトンガリ分からない説
[8410.402] (S)nouka5hima: 似てる
[8448.515] ~MISSING_COMMENTER_INFO~: トンガリといえばブタゴリラ
[8450.004] (S)37kkk: カルビ
[8450.105] (S)みみまい: かるびちゃーーん
[8455.961] hachiko0000: かるびちゃん！
[8511.911] (S)ke_rberos: 渋ハルたちミサイルやってるのかｗ
[8518.922] (S)みみまい: かるびちゃんどこ行くんｗ
[8616.717] (S)kashu88: カルクラコンビ 
[8616.896] (S)hidarime003: gocchaWakotu
[8629.893] (S)りゅうとうだび: わきをいないんか
[8642.237] (S)hidarime003: ﾀﾞﾆｨ！カルビちゃんと一緒 
[8676.690] (S)こはるぅ: ええｗ
[8679.083] (S)ひちゃそ: ｗｗｗｗ
[8683.216] (S)hisa_to__: wwww
[8686.811] (S)hidarime003: gocchaWww
[8689.909] うちのまめ: www
[8697.634] (S)ひちゃそ: ｗｗｗｗｗ
[8698.198] crvsp_satou: www
[8698.638] (S)ゆう_黒: www
[8700.747] (S)めそさん: www
[8700.757] (S)みみまい: 姫ｗｗｗ
[8700.949] hachiko0000: wwww
[8701.599] (S)なおみみ: かわいいんよなーww
[8703.248] (S)るえん: gocchaWww
[8704.172] (S)みゆ5252: wwwww
[8704.953] (S)hidarime003: かわぃぃ 
[8705.790] (S)hisa_to__: かわいw
[8707.065] (S)ななみ0717: かわよwww
[8712.940] ゆーきり: お手軽にw
[8757.656] hachiko0000: いい音w
[8798.386] (S)__みゆ___: かわいいねw
[8814.224] (S)こはるぅ: 249の半分くらいの威力だもんねw
[8888.007] (S)あーさん__: ファームしながらいいねw
[8901.426] (S)りゅうとうだび: かるびに打たせたいなｗ
[8933.702] (S)なおみみ: wwww
[8933.909] (S)ゆきぃにゃん: ずずがちゃｗ
[8938.654] (S)__さち__: www
[8943.116] hachiko0000: ズズガチャズズガチャw
[8980.784] (S)37kkk: 𝙉𝙚𝙭𝙩 ︎ ⇝
[8981.471] (S)みゆ5252: www
[8981.585] (S)jansanpubg: ひなーのに続きめっさんもズズにハマってたなw
[9027.805] (S)めそさん: つぶやきしろう風w
[9088.151] (S)hidarime003: えぇ 
[9098.234] hachiko0000: わきをw
[9102.997] (S)ruuu_a: わきを葉www
[9103.695] (S)ke_rberos: わきおようｗｗｗ
[9106.049] (S)みほまる_: 濃いなw
[9107.501] (S)さく__12: wwww
[9108.818] (S)るえん: www
[9109.129] hachiko0000: いいチームだwww
[9109.211] (S)ユーイング: 餡ブレラやん
[9109.283] ゆーきり: 餡w
[9109.909] (S)たくま12345: わきを葉いるんだw
[9110.120] (S)にゃんちゅう708: 緑w
[9111.055] (S)hisa_to__: わきを葉www
[9113.010] (S)re1chans2: わきを葉wwww
[9113.958] (S)ぽーぽー: wwww
[9115.283] (S)ななみ0717: www
[9120.555] (S)hidarime003: 濃ゆい 
[9121.611] (S)re1chans2: 絶対おもろいやんww
[9124.622] hachiko0000: 楽しそうw
[9127.822] (S)ruuu_a: wwwww
[9128.923] (S)kobo_gm: わきを 葉は面白い
[9130.744] (S)re1chans2: 愉快そうw
[9133.183] (S)nouka5hima: 餡ブレラ二人おるww
[9133.899] (S)末廣堂: wwww
[9134.620] (S)ゆう_黒: wwww
[9134.875] (S)jansanpubg: あなたを筆頭にね←
[9139.843] hachiko0000: チーム移籍出来たらいいのにwww
[9145.956] (S)ダーヨ: 笑い疲れそうｗｗ
[9154.641] (S)たけちゃん軍団: 引越センターｗ
[9159.645] (S)kobo_gm: 🐜さんマークかwww
[9168.574] (S)無川來: 懐かしいCMねw
[9178.744] (S)たけちゃん軍団: ありけん、だけにかｗ
[9179.600] (S)mamo0_0: エイム君
[9183.729] (S)ひちゃそ: ｗｗｗｗ
[9185.116] (S)たくま12345: www
[9189.439] (S)__とうふ__: まいたけ以外wwwww
[9190.027] tm_171717: まいたけくん以外wwww
[9190.235] (S)めそさん: まいたけ以外ww
[9191.896] (S)みほまる_: まいたけ wwwwwwwwww
[9192.105] (S)hidarime003: まいたけ以外 
[9192.786] (S)れんちゃん0909: www
[9193.430] (S)shiki_karakyou: wwwwwww
[9194.142] (S)末廣堂: まいたけ以外てw
[9194.153] (S)ruuu_a: wwww
[9195.226] (S)ななみ0717: まいたけwwww
[9209.106] (S)ke_rberos: まいたけくんってそんな感じなんだｗポジションｗｗｗ
[9248.595] (S)コジロー22: gocchaWakotu
[9296.995] (S)にゃんちゅう708: 上に誰かいる
[9301.498] hachiko0000: カルビ姫ってマックのイメージ強い
[9307.279] kisimenjyoi: gocchaKirakira
[9308.859] (S)こはるぅ: ん？ｗ
[9310.814] (S)jansanpubg: バーキンのイメージ
[9312.312] (S)__とうふ__: ほう？
[9322.566] (S)kobo_gm: gocchaWww
[9329.951] hachiko0000: ハンバーガーTV 
[9330.960] (S)hisa_to__: ハンバーガーへの愛が
[9344.610] (S)jansanpubg: ソムリエできそう
[9353.196] (S)__とうふ__: wwww
[9358.257] (S)__みゆ___: gocchaWww
[9359.539] (S)ruuu_a: ww
[9364.654] (S)maicha1212: るんぱっぱｗｗ
[9364.656] (S)黒亜_: www
[9367.334] (S)re1chans2: www
[9368.440] (S)こはるぅ: わからんわからんｗ
[9370.903] (S)まりん_112: ww
[9372.414] (S)森尾15万: どゆこと？ｗ
[9376.656] (S)nouka5hima: そのうちおすすめハンバーガー屋さんランキングとか出してほしい
[9382.562] (S)ke_rberos: るんぱっぱぐｗｗ
[9393.499] (S)re1chans2: 毎日楽しそうでなにより 
[9406.187] (S)re1chans2: エイムいいね〜 
[9420.496] (S)kobo_gm: gocchaKirakira
[9436.445] (S)かなち__93: ないす〜
[9441.353] (S)ユーイング: うんまー
[9445.824] (S)maicha1212: ほとんどみんなやり切った感あるねｗ
[9457.234] (S)re1chans2: まだやっとるwww
[9474.885] (S)ruuu_a: gocchaWww
[9486.478] (S)nouka5hima: 陽キャおるってw
[9496.469] (S)ruuu_a: えw
[9496.665] (S)_ぴぴまる: wwww
[9501.849] (S)ななみ0717: wwww
[9504.134] hachiko0000: ww
[9504.243] (S)re1chans2: w ww
[9504.636] (S)___み___: ｗｗｗｗｗｗｗｗｗ
[9504.862] (S)meiko_1327: wwwwww
[9505.080] (S)なおみみ: えww
[9505.130] (S)リイア: wwwwwwwww
[9505.354] (S)ruuu_a: しんどいwww
[9506.227] (S)うらしーま: www
[9507.095] (S)hidarime003: wwwww
[9507.270] (S)ゆう_黒: ww
[9507.551] (S)_ぴぴまる: しぬwwwww
[9507.689] _みっつん_: ｗｗｗ
[9508.115] akiaki1109: w w
[9509.714] (S)ﾊﾑﾀﾛｻﾝ: gocchaWww
[9511.825] (S)__みゆ___: www
[9511.884] (S)re1chans2: しぬw www
[9514.048] (S)ななみ0717: wwwwww
[9514.402] (S)おやつはほねっこ: 🤣🤣🤣🤣🤣🤣🤣
[9516.537] (S)re1chans2: どこがいえーやw
[9517.616] (S)後ろ姿のあさり: wwwwwwwww
[9518.285] (S)瑠璃__るり__: ｗｗｗｗｗｗ
[9518.390] うちのまめ: それ開いてないのよｗ
[9518.412] (S)みゃみゅみょん: gocchaWww
[9518.566] (S)まりん_112: gocchaWww
[9520.164] (S)ガウ_: 2枚構造www
[9520.839] (S)けいこ0630: wwwwwww
[9522.546] (S)かなち__93: かわよ🤭 ww
[9524.000] (S)ke_rberos: 二十扉えぐｗｗｗｗｗｗｗｗｗ
[9525.128] gfoohc: gocchaWww
[9525.148] (S)ruuu_a: いぇあw
[9526.048] ぱどわく: じ～～～
[9527.872] (S)リイア: wwwwwwwwww
[9528.013] (S)なおみみ: ライムできてないww
[9528.020] (S)森尾15万: イェ、イェアアア！
[9535.485] (S)ruuu_a: えw
[9536.524] (S)__とうふ__: wwwww
[9539.342] (S)re1chans2: い、いぇ、、、
[9540.149] (S)ガウ_: 状況説明wwwwww
[9540.702] (S)p3qp3q: gocchaWww
[9540.716] (S)後ろ姿のあさり: いぇあwww
[9540.745] (S)いとあ: www
[9541.983] (S)すーさん1111: www
[9544.991] (S)xxxanxxx_: www
[9548.170] (S)みょん25: wwwww
[9552.433] hachiko0000: wwwww
[9557.656] (S)re1chans2: 自分から巻き込まれに行って助けてwww
[9565.795] (S)maicha1212: ごっちゃんがんばったねｗｗ
[9577.666] (S)かなち__93: gocchaWww
[9578.948] (S)maicha1212: しーーん
[9580.808] (S)ruuu_a: あwwww
[9582.167] hachiko0000: どんくらい？
[9583.630] (S)re1chans2: あ
[9583.786] (S)瑠璃__るり__: ｗｗｗ
[9585.697] (S)リイア: あ
[9586.195] (S)なおみみ: wwww
[9586.227] akiaki1109: w w
[9586.501] (S)ななみ0717: wwww
[9587.295] (S)ゆう_黒: www
[9588.551] のまのま: この雰囲気なんなんｗ
[9591.119] (S)おやつはほねっこ: 🤣🤣🤣
[9591.569] (S)たおちゃ: wwwwwww
[9591.602] (S)kobo_gm: gocchaWww
[9595.809] (S)re1chans2: wwww
[9596.534] (S)あーさん__: 𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[9597.195] (S)ななみ0717: おもろwww
[9605.669] (S)ke_rberos: こわいよーーーーｗ
[9652.962] (S)nemuiyoru: ここいけるんだ
[9698.497] (S)maicha1212: おお
[9698.674] hachiko0000: ないすー
[9699.682] ぱどわく: ｇｇ
[9702.131] (S)かなち__93: ないすっ
[9702.167] (S)シンノ: GG
[9703.334] (S)らりれら: ないすー
[9704.044] (S)さく__12: ないすー！
[9710.143] (S)daifuku0210: ナイス
[9710.342] (S)ruuu_a: wwww
[9710.940] (S)re1chans2: GG
[9712.425] (S)わさび2525: ないすー！
[9763.176] nick__ski: かわいいｗ
[9764.591] (S)なおみみ: 姫なにしてるんww
[9769.733] (S)シンノ: ｗ
[9770.144] akiaki1109: w w w
[9770.546] (S)maicha1212: 姫マイペース
[9770.685] hachiko0000: ゴクゴク
[9770.729] (S)ruuu_a: wwww
[9773.333] (S)tigersliker1967: yo、yo w
[9773.562] (S)37kkk: うける
[9775.217] (S)なおみみ: wwww
[9775.485] (S)meiko_1327: www
[9779.081] (S)めそさん: やる前から荷物いっぱいww
[9793.708] (S)いとあ: リュック小さいかw
[9807.700] 祭礼: 介護www
[9808.214] (S)ガウ_: 今日のカルビ係
[9818.382] akiaki1109: gocchaLove
[9823.202] (S)maicha1212: ミルキーｗ
[9823.861] (S)ruuu_a: gocchaWww
[9824.411] (S)nenenba3: 可愛いw
[9824.586] (S)さく__12: gocchaLove
[9824.626] (S)なおみみ: ミルキーwwww
[9825.272] (S)37kkk: 世界一の女
[9827.343] (S)るえん: gocchaWww
[9827.363] ぱどわく: ｗｗｗｗｗ
[9827.541] hachiko0000: ミルキーはママの味
[9827.643] (S)ゆう_黒: ミルキーw
[9827.985] (S)かなち__93: ミルキー☺️
[9832.494] うちのまめ: ミルキーw
[9836.579] (S)たおちゃ: wwwww
[9838.105] (S)さく__12: www
[9839.125] akiaki1109: w w w
[9839.953] (S)らりれら: ごっちゃんミルキー
[9841.453] (S)ruuu_a: www
[9841.992] (S)なおみみ: wwww
[9842.130] (S)_ぴぴまる: wwwwww
[9842.236] mci_foden: www
[9843.238] (S)ダーヨ: ｗｗ
[9843.822] hachiko0000: wwwwww
[9847.649] (S)浪漫プリン: ミルキーだっていい
[9849.409] (S)けいこ0630: wwwww
[9856.209] ぱどわく: ミルキー♡
[9860.197] (S)まちぬん: ｗｗｗｗ
[9861.421] (S)こはるぅ: 空のペットボトルいるって分かってなかったら言ってることヤバいｗ
[9966.787] akiaki1109: w w
[9969.194] (S)maicha1212: こわすぎｗ
[9981.402] (S)hidarime003: w
[9993.073] (S)ruuu_a: あw
[9993.579] hachiko0000: ？
[9998.399] (S)ひちゃそ: ｗｗｗｗ
[9999.581] (S)かなち__93: ん？
[10001.276] rarzu_uru: バックはいいの？
[10003.916] (S)jstatham00: バック変えないと
[10004.443] (S)無川來: バッグw
[10005.293] tm_171717: ん？
[10008.428] (S)37kkk: バック
[10014.629] (S)あさ_0017_: バッグもだ！
[10017.449] (S)ruuu_a: wwww
[10049.090] (S)__とうふ__: www
[10068.645] (S)かなち__93: ミニガン返ってきた♪ 
[10093.020] (S)kobo_gm: gocchaKirakira
[10104.529] (S)ruuu_a: www
[10118.985] (S)hidarime003: ヒューズ・・・
[10184.217] (S)マニャーナ: でもムズい
[10203.195] (S)マニャーナ: 調整入ってるからね
[10222.555] (S)Hiroki_gtr34: 36000とかチャット流れてたけど
[10471.406] (S)hidarime003: 水がないから走れないのかな？
[10484.890] (S)どん3: ウルトのことウラルって言ってんのw
[10489.831] (S)ruuu_a: わおwwww
[10492.439] (S)kobo_gm: うわ
[10494.392] akiaki1109: gocchaGanbare
[10495.219] (S)シンノ: ｗｗｗｗ
[10501.059] (S)___み___: ｗｗｗｗｗｗｗｗｗ
[10501.664] hachiko0000: えぐいwwww
[10501.795] (S)_ぴぴまる: wwww
[10502.339] (S)ruuu_a: ちかwwww
[10504.035] (S)maicha1212: きもちいいいいｗ
[10504.078] akiaki1109: w w w
[10505.345] (S)ちぇりぴー: www
[10505.557] (S)なおみみ: wwwwwwww
[10505.571] (S)かなち__93: ないすー 
[10505.846] (S)リイア: えぐwwwwwwwwww
[10506.229] (S)ゆう_黒: www
[10506.250] (S)kiara3_55: www
[10506.440] (S)ひちゃそ: ｗｗｗｗｗｗｗ
[10506.482] (S)しゃくれ大先生: ｗｗｗｗｗｗｗ
[10507.277] (S)ユーイング: wwwwww
[10507.490] ポテトヘッッド: www
[10507.678] (S)りょうた893: wwwww
[10507.724] (S)るえん: gocchaWww
[10508.870] dorannko: すげえｗ
[10508.939] (S)ds707ds: 面白すぎるw
[10509.354] うちのまめ: つんよ
[10509.999] hachiko0000: ゴリ押しwwww
[10510.217] (S)___み___: ゴリ押しｗｗｗｗｗｗ
[10510.353] (S)らりれら: ないす
[10510.643] (S)ダーヨ: ｗｗｗｗ
[10510.952] ふろしき: wwwwwww
[10511.114] (S)あねむ: ｗｗｗ
[10511.253] (S)ちぇりぴー: 至近距離w
[10511.624] (S)sapporo_niban: wwwww
[10511.635] (S)_ぴぴまる: えぐいwwww
[10512.241] (S)とびうお30匹: やっちまったぁぁあｗｗ
[10512.988] (S)ruuu_a: あwwwww
[10514.769] akiaki1109: 近すぎてw w
[10516.056] (S)黒亜_: www
[10517.102] (S)たけちゃん軍団: ｗｗｗ
[10517.659] (S)まりん_112: www
[10517.706] (S)リイア: ないすwwwww
[10517.863] (S)kobo_gm: www
[10518.206] (S)うなぎや: ごり押しナイスｗ
[10518.585] タロエル: 強
[10518.603] (S)hidarime003: 光景がシュール 
[10518.678] (S)あねむ: gocchaGanbare
[10518.902] さんっ: ｗｗｗｗｗｗ
[10520.067] 匿名_1203: wwww
[10521.160] (S)___み___: 目の前にｗｗｗｗｗｗ
[10521.879] (S)shiki_karakyou: wwwwwww
[10522.312] (S)浪漫プリン: ゴリゴリのゴリｗ
[10522.468] hachiko0000: 絵面やばかったwwwww
[10525.197] (S)かりん_86: wwwww
[10526.241] ゆーきり: 近かったw
[10530.251] (S)すき焼きの春菊: www
[10536.757] (S)うなぎや: もうキスする距離だったｗ
[10539.181] (S)ゆう_黒: 目の前だったｗ
[10539.261] (S)makaron0807: ゴリ押しで草
[10539.431] (S)ruuu_a: gocchaWww
[10541.383] (S)uutannn: あれはしゃーないw
[10543.396] (S)らりれら: ガチ恋距離感w
[10543.738] (S)maicha1212: やっとキスできたｗボスとｗ
[10546.834] (S)re1chans2: しゃーなしw
[10547.554] (S)たけちゃん軍団: 特殊すぎたからねｗ
[10547.742] (S)わさび2525: gocchaWww
[10549.153] hachiko0000: 距離感彼女レベルだったw
[10553.422] 祭礼: 全部フィジカル
[10558.909] (S)なおみみ: スゴすぎるwwww
[10562.039] (S)re1chans2: フィジカルww
[10563.363] (S)とびうお30匹: あんなんどうしようもないｗｗ
[10563.439] (S)__とうふ__: 圧倒的フィジカルで草
[10567.659] akiaki1109: w w w w
[10569.954] (S)ゆう_黒: www
[10571.627] (S)かなち__93: ww
[10572.868] (S)kobo_gm: gocchaWww
[10576.976] (S)なおみみ: ずっとドアップだったねwwww
[10578.106] hachiko0000: gocchaWww
[10581.118] (S)re1chans2: ずぅーとねw
[10585.390] nick__ski: ガチ恋距離
[10588.281] (S)maicha1212: 昨日やりたかったことができたｗ
[10595.406] (S)マニャーナ: ガチ恋距離だった
[10600.469] hachiko0000: ギャルゲでもなかなかの近さ
[10607.618] (S)ruuu_a: ずっと目あってたww
[10625.365] (S)ダーヨ: ガチ恋距離だったｗｗ
[10652.037] (S)しゃくれ大先生: 持てるのかなｗ
[10655.348] ゆーきり: カンカンえらい！
[10692.698] akiaki1109: やさし 
[10704.005] (S)おやつはほねっこ: ジェントルマンや 
[10707.406] (S)maicha1212: うーん
[10712.036] (S)ruuu_a: www
[10715.432] (S)hidarime003: wwwww
[10717.279] (S)ゆう_黒: ズズギャグww
[10720.956] hachiko0000: ズズギャグさんwwww
[10723.403] (S)るえん: www
[10728.084] (S)maicha1212: ズズ人気やんｗ
[10731.697] (S)ゆん윤윤: ずずw
[10734.082] (S)ユーイング: ズズギャグが呼び名になっちゃったか
[10755.897] (S)maicha1212: さっきボス近くに来た奴またみよーーっと
[10765.203] (S)なおみみ: かるび姫をお守り隊ww
[10782.345] hachiko0000: 葉くん！
[10799.665] (S)maicha1212: かるび服うけるｗｗ
[10801.209] (S)ruuu_a: wwwwwwwwww
[10802.029] (S)re1chans2: 葉〜 
[10806.532] (S)ゆう_黒: ミルキーw
[10810.090] (S)おやつはほねっこ: ミルキー🤣🤣🤣
[10815.819] (S)re1chans2: gocchaKirakira
[10824.336] akiaki1109: 葉くーん 
[10844.644] (S)maicha1212: アイロンマンｗｗ
[10845.950] (S)ruuu_a: あいろんまんww
[10850.583] (S)ゆう_黒: アイロンマンｗ
[10850.772] (S)meiko_1327: アイロンw
[10852.904] (S)hidarime003: アイロンマン 
[10861.433] (S)浪漫プリン: アイロンｗ
[10874.118] (S)nemuiyoru: 葉相変わらずいいなー
[10881.446] akiaki1109: w w
[10885.706] (S)hidarime003: wwwww
[10890.304] (S)まりん_112: www
[10893.725] (S)wonder131415: gocchaWww
[10896.122] catrabbitme: もう争奪戦やな
[10898.661] (S)maicha1212: 突っ込みないのなんでなんｗｗ
[10945.891] (S)ruuu_a: wwww
[10967.063] (S)ruuu_a: gocchaWww
[10969.392] (S)nemuiyoru: wwwwww
[10969.708] akiaki1109: w w w
[10971.201] (S)しゃくれ大先生: いいリアクションｗｗｗｗ
[10972.686] (S)_ぴぴまる: wwwww
[10974.480] (S)リイア: wwwwwwwwww
[10976.142] tm_171717: wwww
[10979.965] (S)まりん_112: ww
[10982.243] hachiko0000: wwwww
[10983.557] (S)___み___: ｗｗｗ
[10985.184] (S)meiko_1327: www
[10985.461] (S)hidarime003: グチャリ 
[10985.579] (S)おやつはほねっこ: 🤣🤣🤣
[10987.931] (S)ゆう_黒: ww
[10988.029] (S)るえん: wwwwww
[10989.345] (S)ダーヨ: ｗｗｗ
[10989.467] (S)_ぴぴまる: 危ないwww
[10989.583] (S)まりん_112: gocchaWww
[10996.289] (S)nemuiyoru: ノーダメなんだよww
[11026.692] hachiko0000: ばけもんwww
[11048.142] (S)みゃみゅみょん: いいリアクションwwww
[11091.738] (S)なおみみ: モンちゃんw
[11098.894] (S)みゃみゅみょん: もんちゃんw
[11132.880] (S)ruuu_a: gocchaWww
[11133.826] (S)みゆ5252: wwwwww
[11133.871] (S)るえん: gocchaWww
[11134.534] (S)nemuiyoru: wwww
[11136.336] (S)hidarime003: gocchaWww
[11137.243] (S)meiko_1327: www
[11138.777] (S)ゆう_黒: gocchaWww
[11139.350] (S)ankosan0375: gocchaWww
[11139.812] hachiko0000: gocchaWww
[11140.374] (S)_ぴぴまる: wwwww
[11140.757] (S)おやつはほねっこ: 🤣🤣🤣🤣🤣
[11142.910] (S)nemuiyoru: 姫最高だなww
[11144.048] (S)たけちゃん軍団: ミルキーｗ
[11144.618] (S)リイア: gocchaWww
[11145.116] (S)かなち__93: ☺️
[11146.028] (S)sapporo_niban: www
[11146.213] (S)わさび2525: gocchaWww
[11146.943] (S)ゆん윤윤: みるきー
[11148.539] (S)まりん_112: みるきー 
[11148.749] (S)みゆ5252: gocchaWww
[11149.656] (S)みゃみゅみょん: gocchaWww
[11152.929] (S)すーさん1111: gocchaLove
[11154.323] (S)浪漫プリン: マイキーですぅ～
[11155.346] (S)リイア: みるきーだった
[11155.809] hachiko0000: 改名したごっちゃんミルキーwww
[11158.224] さんっ: みんな好きにw
[11158.595] (S)らりれら: ミルキーなんだよw 
[11159.385] (S)ゆん윤윤: みるきーだったw
[11163.097] noka_0v0: みるきーかわいいなw
[11166.080] (S)___み___: ミルキーになったｗｗｗ
[11167.019] (S)いとあ: 可愛い
[11168.171] (S)shiki_karakyou: ごっちゃんミルキー
[11173.197] AOi___12: よく間違われてたけどねww
[11176.152] (S)ruuu_a: あwwww
[11179.699] tm_171717: wwww
[11180.031] (S)るえん: wwwwww
[11181.014] (S)bu___bu: 聞いてたwww
[11181.077] (S)___み___: ｗｗｗ
[11181.251] (S)kiara3_55: www
[11181.631] (S)sapporo_niban: wwww
[11182.011] (S)たけちゃん軍団: もんちゃんｗ
[11183.457] (S)なおみみ: マイキーですぅーww
[11183.568] (S)maicha1212: ミニガン弾ないけどいけるの？
[11184.013] hachiko0000: もんちゃんwww
[11184.938] (S)とうきびうまい: ごっちゃんミルキーwww
[11185.625] (S)みゆ5252: wwwww
[11187.971] (S)hidarime003: wwwww
[11189.020] (S)うちのわんこしか勝たん: wwwww
[11189.450] さんっ: ふふっ
[11189.928] (S)Caaarii_: もんちゃんかわちいw
[11190.660] (S)いとあ: もんちゃんwwww
[11190.687] (S)まりん_112: gocchaWww
[11194.150] muhmuhkyukyu: ごっちゃん女体化ミルキー
[11194.729] (S)thegorira: ごっちゃんママの味
[11201.406] (S)おやつはほねっこ: もんちゃんに言われるのジワる🤣🤣
[11204.341] (S)ke_rberos: 文明が違過ぎたｗ
[11264.686] koji427: DinoDance
[11266.048] (S)かなち__93: ずっと ごちゃえもん☺️
[11271.151] (S)こはるぅ: 1回でやってくれｗ
[11289.862] (S)maicha1212: みんなボスやりはじめてて楽しいね！
[11316.733] (S)yuyuchqm: yuyuchqm subscribed with Prime. They've subscribed for 2 months! 
[11326.792] (S)ke_rberos: みるきー 頑張ってるから 5000くらいはほしい…！！！！
[11327.008] (S)こはるぅ: オートランしてたら寝ちゃうよねｗ
[11355.554] catrabbitme: ギャンブルだー
[11438.507] hachiko0000: カボチャ豊作
[11496.335] okka73: RUSTって今日最終日ですか?
[11504.645] (S)__とうふ__: wwww
[11515.469] (S)__とうふ__: 21日までです
[11523.461] okka73: ありがとうございます！
[11546.791] (S)hashiman666: さっきのハズマット復帰用に持っておいてって言ってたやつじゃないの？
[11576.041] (S)アイシュ: ねりねり
[11612.872] (S)mackey1310: アンブレラはちゃんと頑張ってアーティいってるよー
[11668.099] (S)黒亜_: すぐ弾も無くなるんだね!
[11673.874] (S)みゃみゅみょん: 無自覚鳩w
[11722.189] catrabbitme: はや
[11724.562] (S)ke_rberos: VCRが日曜までで、日曜はありけんとか戻ってくるならいいけど、戻ってこないなら今日みんなでリグやってほしーーーｗ
[11742.116] (S)ruuu_a: www
[11775.892] (S)とびうお30匹: すっごいキレるやんｗ
[11810.978] wakimon19: 赤ドラム缶しばかないとかな
[11900.728] (S)こはるぅ: 補充？
[11965.662] (S)ななみ0717: ww
[11968.788] (S)リイア: いらんかえ〜
[11975.534] (S)ke_rberos: セミピおじさんｗｗｗ
[11978.019] hachiko0000: 釣り稼げるん？
[11978.607] (S)こはるぅ: 2匹でね
[11996.789] (S)ムムタソ: もんちゃんとサメしばくかw
[12003.789] (S)りびりび: セミピはもう…
[12051.229] (S)r4444ck: 今武器確定ドロップだからね
[12072.766] hachiko0000: gocchaGanbare
[12079.109] (S)アイシュ: ギャンブルさせない対策だ・・ｗｗ
[12081.583] rogu1124: 燃料てミサイルサイロのボスのとこにディーゼル燃料てドラム缶あったくない？
[12089.731] (S)ke_rberos: 所持金？1位を目指すなら転売だけど、この鯖は何が目的なんだ… リグ後略もみたし、、
[12128.169] (S)こはるぅ: 脂肪いっぱいｗ
[12132.831] (S)ruuu_a: www
[12137.294] hachiko0000: wwww
[12159.396] gudetama_gunsou: 水鉄砲なかった？
[12173.605] (S)とびうお30匹: あった気がする
[12178.729] (S)hidarime003: マ？
[12186.051] hachiko0000: 水鉄砲手に入るん？
[12193.149] (S)野苺: まみ？
[12212.637] akiaki1109: おおー！！！
[12213.088] (S)ruuu_a: おお
[12213.718] hachiko0000: おおおおお
[12213.823] (S)hidarime003: ！
[12215.222] tm_171717: おおー！
[12215.869] (S)るえん: わお！！
[12216.766] hachiko0000: ないす！
[12217.209] (S)氷崎光輝_こうき_: おおおお
[12217.239] (S)野苺: ！！！
[12219.016] akiaki1109: きちゃー 
[12219.241] (S)hidarime003: デッカ!
[12220.480] (S)maicha1212: やってみてｗｗ
[12220.626] (S)リイア: おおおおお
[12221.033] (S)ゆう_黒: おお
[12227.120] (S)こはるぅ: ごっちゃん自分で作れないん？
[12227.636] (S)カシタ: 消防隊か
[12229.761] gudetama_gunsou: おおおお
[12232.477] タロエル: ご茶衛門
[12233.366] (S)hidarime003: gocchaWww
[12233.536] (S)ruuu_a: gocchaWww
[12234.318] (S)たくま12345: www
[12234.674] (S)みすたぁ801: かわちい
[12235.580] hachiko0000: wwwww
