[10.418] rioniku1515: うおおおおおおお
[99.342] 左手にきむ: 左手にきむ subscribed at Tier 1. They've subscribed for 22 months, currently on a 18 month streak! 絶対おもろいチーム楽しみわこらだ
[99.380] ひなてち: radaoHi
[99.471] (S)yumeichigo: radaoHi
[99.482] (S)混沌の青: わこらだ～
[99.729] nobume0v0: w
[99.734] shi__409: メンバー神
[99.850] 胡桃柚子: wwwwww
[99.921] むろ_: よゆうかw
[99.947] sta510pro: わこらだ
[100.126] (S)konnit: わこらだ
[100.260] hoshi_54: ボコられたん笑
[100.500] answer523: わこらだ 
[100.963] (S)gobooodooo_510: radaoHi
[101.164] yukidaruma0914: radaoHi
[101.203] アネモネ1925: わこらだ
[101.229] azuriiine: わこらだ
[101.778] hime_ki: わこらだ
[102.027] みりむ_423: radaoHi
[102.130] 12271008: 👏👏👏
[102.248] ガルガルガル: わこらだー
[102.319] noguttyan02: わこらだ
[102.414] au_desu: radaoHi
[102.490] shooo818: わこらだ
[102.703] ko_ze_ni: わこらだ
[102.870] (S)syunchan1119: わこらだー
[102.882] (S)紫苑4572: わこらだー！ 
[103.458] (S)mian__n: わこらだ 
[103.564] asuka_the_end: わこらだ
[103.690] eichan_2470: radaoHi
[103.704] しょうろんぽウ: わこらだ
[103.742] PEI_OwO_: PEI_OwO_ subscribed at Tier 1. They've subscribed for 20 months, currently on a 20 month streak! わこらだ！CRカップファイト🔥
[103.798] ヒアルロン: ヒアルロン subscribed with Prime. They've subscribed for 28 months! 
[104.214] warabe__xx: radaoHi
[104.595] れもんちぃ0: wwwwwww
[105.171] ピカ14_: わこらだ
[105.243] nashu_noike: radaoHi
[105.297] 奏樹: radaoHi
[105.532] sheep_pu: www
[106.166] ガルガルガル: radaoHi
[106.219] 零羅: wwwwwwww
[106.376] komuniki_1182: わこらだ
[106.746] (S)roncharo12: radaoHi
[106.812] つばき_: わこらだ
[106.904] 2004_raion: わこらだ！
[106.986] (S)lowsox_ring: radaoHi
[107.080] (S)ココマイ0: radaoHi
[107.616] (S)mrgrtpsr: wwwwwwwwww
[107.734] (S)黒豆大福: わこらだ
[107.823] (S)尾っぽ: oppo0709 subscribed at Tier 1. They've subscribed for 7 months! わこらだ
[108.080] (S)romiwooo: わこらだ 
[108.080] あ表示名これでいいじゃん: radaoHi
[108.562] tsutsumi_kaiya: radaoHi
[109.254] frogflingpstfst: radaoHi
[109.489] ganadaaa: わこらだ
[109.553] tora25_22: radaoHi
[110.176] koikingulvioo: わこらだ！
[110.443] バザァァァド: radaoHi
[110.886] kyurino_asazuke: radaoHi
[110.923] (S)okaoka3701: wわこらだ
[111.647] (S)enku_game: わこらだー
[111.709] koya_cha: わこらだ
[112.034] ｳﾙ: www
[112.059] natu0624: きちゃ
[112.199] あきがクラ: わこらだー
[112.412] やまちゃん: やまちゃん subscribed with Prime. They've subscribed for 8 months! 
[112.884] baberuboburu3939: radaoHi
[113.177] くろざき: わこらだ
[113.314] みのや: 頑張ってね
[113.316] (S)baceneKo: ｗｗｗｗｗｗ
[113.811] ゐそやん: わこらだ
[113.949] lenka_0420: わこらだ 
[114.915] mimi1111_kuken: わこらだ
[114.986] yuzuyu_2: radaoHi
[115.657] (S)you_28: ありぴヴァル 
[115.870] mitsu2647: わこらだ
[116.414] (S)紫苑4572: radaoKitya
[116.491] おとしぶた: radaoHi
[117.389] mimi1111_kuken: radaoHi
[117.497] (S)snow__forest: わこらだ 
[117.795] sotono213: radaoHi
[117.955] (S)echo_mame: わこらだ
[117.969] (S)にわすずめ: お
[118.014] koya_cha: radaoHi
[118.308] conbu0: わこらだー
[119.173] nobume0v0: メンバー神
[119.509] (S)じもじ: わこらだ
[119.580] tonari_25: わこらだ
[119.821] 左手にきむ: radaoKitya
[120.094] amuckwt: わこらだ
[120.105] (S)mian__n: 最速顔合わせ感謝 
[120.326] さえだ: わこらだ！
[120.771] (S)taiyousinnaporo: わこらだ 
[120.803] (S)ko_do_1123: わこらだー
[121.099] ayamoti_715: わだ！
[121.245] (S)酢橘: わこらだ
[122.559] kituneko0118: わこらだ
[122.581] mayuffy: わこらだ
[122.601] aoba_1127: わこらだ
[122.639] suiha_7: radaoHi
[122.807] pokaburu: らっだぁIGLしようぜ！
[122.900] 玉響たまゆら: わこらだあ
[123.121] 土管がドッカーン: radaoHi
[123.392] mai161116katatumuri: お
[123.519] ayunosioyaki0223: お
[123.633] (S)gyouzachann: radaoOtaku
[123.656] dokukinoco: うーす
[124.451] (S)sora_mameee: うーーーっす
[124.942] (S)silua24: わこらだ
[125.105] sugulungo: わこらだ
[125.137] fuki_5: わこらだ
[125.195] (S)にわすずめ: おー
[125.956] owl317: radaoHi
[126.040] ruchi_13: うーす
[126.110] sora_naaal: なるせちゃんとしてたんたねww
[127.171] ペネロペ: お
[127.177] ubi_0815: わこらだ
[127.415] (S)17ititonana: お
[127.441] yoichimu: うーっす
[127.673] ruu_ha: うーっす
[128.087] crowsuke96: うーすｗ
[128.120] ほいほい511: radaoHi
[128.241] (S)Fukenn59: うーっす
[128.328] waterdragon131: うーーっす
[128.379] nekodama2155: うーっす
[128.460] omomo67: うーす
[128.515] kanon_nnn: radaoHi
[128.568] プラず: わこらだ
[128.571] ~MISSING_COMMENTER_INFO~: radaoHi
[128.583] (S)にわすずめ: うーっす
[128.692] えりさ_: うーすwww
[128.821] shi__409: うーす
[128.928] rona_713wt: 今の今まで昨日のアーカイブ見てたから嬉しい
[129.093] gawrib: うーす
[129.193] tukasa1003: わこらだ
[129.407] すかあと: わこらだ
[129.623] hiromi131: わこらだ
[129.654] むろ_: うーす
[129.790] (S)みとこんどりあ_: うーっす！
[130.045] 39_pug: わこらだ
[130.064] まっしゅ2525: わこらだ〜
[130.415] そおお: うーっす
[130.698] はるのてゃん: うーす
[130.884] (S)seillane: うーっす
[131.163] (S)mrgrtpsr: うーっす
[131.355] オレオおおおおおお: わこらだ
[131.357] (S)17ititonana: うーっす
[131.392] sidemenuhapotatode: うーっす
[131.683] ｳﾙ: うーすw
[132.083] ram0150: うー
[132.093] (S)Ruria00: うーっす
[132.158] はるーむ: radaoHi
[132.184] mai161116katatumuri: チャンピオンじゃん
[132.281] ayunosioyaki0223: うーっすw
[132.324] (S)baceneKo: うーっす
[132.550] ryo_ngz: わこらだ
[132.584] つらりれ: うーす
[132.624] manatsuyu0719: radaoHi
[132.768] クロイア: すーす
[132.882] (S)あきのね: radaoHi
[133.385] ほいほい511: ありぴーーーーー
[133.463] Rino_238: うーす
[133.481] on_mame: radaoHi
[133.581] ワタメル0324: うーす
[133.630] tukky1208: じゃあありぴIGLか
[133.646] (S)mian__n: うーす
[133.823] (S)やまちゃん: わこらだ
[134.008] omoti1208: radaoHi
[134.072] (S)you_28: うーっす
[134.567] tokumeikiboutyan: わこらだー
[134.627] nako0513: うーっす
[134.685] nana_sasa_: わこらだ
[134.806] ni4_maru: うーっす
[134.917] lemtitya: うーっす
[134.949] Towa_rai: わこらだ！！
[135.133] あらんえむかーびぃ: wwwwwwwww
[135.189] (S)飴パン: うーす
[135.352] edodazoooooo: さすがカルパス一年分
[135.968] _ヴォク: radaoHi
[136.106] _海鮮_: うーっす
[136.220] yakitori_ponnu: わこらだ
[136.249] るぴちゃん_: わこらだ
[136.251] murasakineko6262: うーっす
[136.311] (S)mrgrtpsr: キャリーあざす
[136.467] (S)壱代目: うーっす
[136.704] れつれつ: わこらだ
[136.938] (S)~MISSING_COMMENTER_INFO~: うーっす
[136.947] 左手にきむ: うーーーっす
[137.187] にゅーん: うーっすwwww
[137.234] すいぺりあ: うーす
[137.298] ayunosioyaki0223: あw
[137.540] totorinori: うーっす
[137.793] もるねちろ: わこらだ
[137.998] aizawa_syoten626: わこらだ！
[138.777] aluminum_0831: わこらだ
[138.878] (S)natani_299: radaoHi
[138.927] annzu125: わこらだ
[138.973] tempest0709: わこらだ！
[139.068] yoichimu: wwwwwwwwwwww
[139.219] crowsuke96: 底1ｗｗｗ
[139.297] chaonan_23: わこらだうーっす
[139.488] (S)mrgrtpsr: wwwwwwwwwwww
[139.826] ruchi_13: 振り幅凄い
[139.893] hina_1118: うーっす
[139.910] くろざき: やばww
[140.058] (S)ragumaltutyo: ww
[140.072] えりさ_: あ
[140.754] 銀河ポテト: radaoHi
[140.769] つらりれ: ww
[140.819] (S)にわすずめ: 上下w
[140.997] drem_chan: w w w w
[141.036] (S)kuugay0905: wwwwwwwwww
[141.236] poooooooni: わこらだ
[141.239] mira1530: わこらだーいまきた！
[141.266] 神崎立夏: わこらだ やったーーー
[141.476] ツキミん: radaoHi
[141.534] tukky1208: 底1な
[141.640] haru_anura: wwwwwwww
[142.015] (S)17ititonana: あwww
[142.149] ni4_maru: wwww
[142.277] shu__tonoheya: わこらだー
[142.671] ruu_ha: ほな+-0か
[142.828] (S)もねねん: 経験豊富やな
[142.904] (S)ryou2432: www
[142.981] さほんぬ: うーす
[143.878] むろ_: ww
[143.943] すいぺりあ: ピンキリすぎる
[144.193] 鈴みん: わこらだ
[144.202] (S)lkalto: radaoKitya
[144.610] まーふ: うーす
[144.728] dannbelll: わこらだ
[144.926] tomatotto_: radaoHi
[144.966] (S)kogumi_136: radaoHi
[145.280] 0501nao: へーww
[145.399] kaomodi22: radaoHi
[145.592] ruchi_13: wwwwwwwww
[145.593] drem_chan: あーw w w
[145.671] unigori: わこらだ
[145.908] ruu_ha: あー
[146.282] ノル0323: わこらだー！
[146.326] ayunosioyaki0223: www
[146.390] ram0150: うーす
[146.507] (S)壱代目: www
[146.525] (S)sora_mameee: あｗｗ
[146.535] (S)にわすずめ: おっと
[146.835] (S)hama_1377: わこらだ
[147.009] stella_1213: わこらだ！
[147.080] さらまんなのだ: わこらだ
[147.236] (S)Ruria00: あw
[147.306] ｳﾙ: www
[147.750] tniken: IGLもありさかってこと!?
[147.824] れもんちぃ0: wwwwww
[148.244] melonmelo_: wwwwww
[148.428] sii_411: わこらだ
[148.470] ajinashi: わこらだ！
[148.560] あらんえむかーびぃ: wwwwwwwwwwwww
[148.603] (S)mrgrtpsr: wwwwwwwwwww
[149.403] kanonnnnnnnnn: わこらだ
[149.569] oinari_nari: うーい
[149.720] (S)ama0526: 大妖怪、低1w
[149.978] えびふらららい: わこらだ
[150.636] (S)kuugay0905: おっと
[150.859] suiha_7: うおおおおお ありぴれいどくん
[150.969] (S)reki_b: わこらだ
[151.065] crowsuke96: ｗｗｗｗｗｗｗｗｗｗｗｗ
[151.071] pu_tyan: wwwwwwwwww
[151.292] (S)nekomrnn930: www
[151.296] itsu0000: radaoHi
[151.463] tetsudohzoi: wwwwwwww
[151.553] つよいこ: wwwwww
[151.602] drem_chan: なるほどね
[151.685] むろ_: あw
[151.742] Rino_238: wwwww
[151.773] えりさ_: wwwwwwwww
[151.839] ayunosioyaki0223: あwww
[151.864] (S)sora_mameee: おっと
[151.980] くろざき: wwwww
[152.011] つらりれ: wwwww
[152.180] gawrib: あ
[152.237] nuko_no_namerou: わこらだ
[152.246] 夢現: wwwww
[152.458] (S)mrgrtpsr: あぶねー
[152.865] おじょーー: wwwwwww
[153.012] tukky1208: まっずい
[153.065] すけち: あ
[153.269] seturachan: radaoKun
[153.293] rom_526: わこらだー
[153.618] (S)kohakuu1123: wwwwww
[153.750] a1ice428: わこらだ
[153.773] (S)抹茶の午後: radaoHi
[153.804] 0501nao: wwwwwwwww
[153.873] mikan_san: うーんこの
[153.886] (S)mimipaadesu0428: radaoHi
[153.943] (S)もねねん: wwwwwwww
[154.125] ma52_san: わこらだ
[154.128] jmpta: ０キル経験あるもんね
[154.140] yoichimu: wwwwwwwwwwwwwwwwwwww
[154.151] waterdragon131: www
[154.334] くまべりー: ｗｗｗｗｗｗｗｗ
[154.518] (S)あるみ屋: wwwwwwwwwwww
[154.551] sunomono8: wwwwwww
[154.579] omomo67: wwwwwww
[154.625] (S)tukirima: わこらだ！！
[154.777] honehone_2: 振り幅が
[154.806] (S)romiwooo: radaoW
[154.814] 胡桃柚子: おっと
[154.842] drem_chan: w w w w w w w w
[155.254] 66はなぶさ: 振れ幅www
[155.453] kawaharaya: wwwwww
[155.531] (S)kuugay0905: wwwwwwwwwww
[155.535] (S)みとこんどりあ_: wwww
[155.680] ペネロペ: あwww
[155.699] mirina017: www
[155.788] nobume0v0: www
[155.902] エルブ: ふり幅ｗｗｗ
[156.042] (S)seillane: www
[156.129] shion558: shion558 subscribed with Prime. They've subscribed for 8 months, currently on a 8 month streak! 
[156.361] _ヴォク: おっとぉ
[156.510] (S)17ititonana: wwww
[156.586] (S)にわすずめ: それはヴァロだから
[156.666] shi__409: おーっと？
[156.735] はるのてゃん: wwwwww
[156.769] sora_naaal: wwww
[156.871] (S)a_mondoKojio: うーん
[156.882] ligr0w_24: radaoHi
[156.978] nekodama2155: 全てを経験しとるやんwww
[157.157] (S)knowrta: わこらだ！
[157.197] 俺だよおれ: 幅広いなぁ
[157.427] drem_chan: まあまあまあ
[157.620] (S)raderkirai: うーんこの
[157.647] (S)you_28: まっずい
[157.661] Gomichandovuti: おっと
[157.673] totorinori: wwwwwwwww
[157.685] つよいこ: やばいやばい
[157.809] クロイア: wwwww
[157.879] (S)イモムシファザー: www
[157.910] sarusaru3636_z: おーっと
[158.392] radaosikakatan: わこらだー
[158.619] merongo_1023: wwwwwwwww
[158.634] アストモ: wwwwww
[159.527] (S)チコちゃん_95: わこらだ！
[159.694] むろ_: なるほどねw
[159.760] (S)Ruria00: wwwwwww
[159.815] yoichimu: まーね？
[159.854] (S)mrgrtpsr: wwwwwwwwwwwwwwwwwww
[159.970] まだら25: wwww
[160.110] つよいこ: ww
[160.334] 0501nao: 関係ないよww
[160.596] yona_0724: www
[160.620] (S)inuyo: うーーっす
[160.906] ruchi_13: ありぴ;;
[161.151] kawasemi2525: わこらだ
[161.385] kainn_1114: wwww
[161.390] ni4_maru: www
[161.641] えりさ_: あ
[161.860] RinBell0221: この面子でCR？
[161.908] noguttyan02: wwwwwww
[161.928] runa0921: おっとー
[162.081] aisu_po2525: わこらだ！！
[162.124] (S)mrgrtpsr: まずいか
[162.369] suiha_7: あ
[162.549] Rino_238: おっと
[162.614] omomo67: えぺだからねw
[162.694] らぐのーら: らぐのーら subscribed at Tier 1. They've subscribed for 24 months! 
[162.779] (S)にわすずめ: ほう…
[163.245] raime0905: わこらだー
[163.248] (S)yunoooa: おー
[163.381] poonnma: わこらだ
[163.498] (S)gyouzachann: 経験が豊富なのよ
[163.832] ainoseeeee1111: わこらだー
[164.090] vattyo1224: わこらだー
[164.238] (S)maruhumo: わこらだ
[164.799] 唐辛子ガール: wwwwwwwwwwww
[164.813] (S)つむじのきもち: うーす
[165.317] merongo_1023: おっーとっとwww
[165.374] drem_chan: うーんまずいか
[165.424] (S)a_mondoKojio: 振り幅低め
[165.485] (S)sora_mameee: wwwwwww
[165.743] tora25_22: まずいかw
[165.776] orange_6003: 酸いも甘いも
[165.905] ruchi_13: radaoCry1
[165.950] えりさ_: radaoCry1
[166.055] rona_713wt: wwwww
[166.141] (S)baceneKo: ｗｗｗｗ
[166.527] (M)あずまっくす: radaoHi
[166.778] tomatotto_: おーっとー
[166.980] ｳﾙ: wwwwwwww
[167.197] mirumiru_h: 今回はえぺよ、上振れくるぞ
[167.284] れもんちぃ0: wwwwwww
[167.463] totorinori: 幅広い
[167.629] ギンナン: radaoHi
[168.040] michupi_rapi: わこらだ！
[168.048] むろ_: まずいかぁ
[168.523] runa0921: www
[169.221] tukky1208: 厄払い行きなよ
[169.400] ni4_maru: wwww
[170.016] gawrib: ちょっとまずいか…
[170.228] りむりん: わこらだー
[170.344] ura__5: わこらだ！
[170.416] tomatotto_: radaoCry1
[170.850] kamiusa1210: radaoHi
[170.929] namakemono_d: うーーす、
[171.068] (S)Ruria00: ありちゃん...
[171.921] とりちゃーん: わこらだだだ
[172.141] merongo_1023: まずいねーwwwwww
[172.398] yusan913: わこらだ
[173.506] katinehiwa: radaoHi
[173.615] mira1530: きりかえしよ
[174.283] budou0616: radaoHi
[174.446] so_ra0927: わこらだー
[174.529] 0252564: radaoHi
[174.856] (S)セレちゃ: radaoCry1
[175.366] haku1512: わこらだ
[175.464] kk09073333: でもえぺまつりらっだぁと組んで3位？だったからね
[175.482] 大宮瑞樹: わこらだ
[176.028] 奏樹: 縁の下の力持ちだよw
[176.730] runa0921: radaoCry1
[176.997] ザコ神: わこらだ
[178.048] きょぴ: わこらだ
[178.546] eichan_2470: これは遅延ありなのか？
[178.779] (S)taninedesu: わこらだ
[180.069] nikoliliz: radaoHi
[180.263] edamame_283: radaoHi
[180.726] (S)ななしふじ: radaoHi
[180.732] mira1530: 2023年だしね!
[181.350] (S)waiyuppu: radaoHi
[181.408] 8分19秒: 隠れ特急呪物
[181.507] toremoro_san: radaoCry1
[181.600] t0zo_: つ、つえええええええ
[182.252] 暗黙の緑茶: わこらだ
[183.010] (S)minippu_haima: radaoHi
[183.019] start0738: わこらだ
[183.273] おの_レエイ_00: わこらだ
[185.205] lobo_0928: わこらだ
[185.216] しろかすか: radaoHi
[185.472] びとら: びとら subscribed with Prime. They've subscribed for 20 months, currently on a 15 month streak! わこらだ
[185.880] (S)ウツル: radaoFight
[185.979] 脳汁ごはん: わこらだ
[185.989] otoha2525: わこらだ
[186.154] (S)sora_mameee: あ
[187.085] tugussiy: でもエペまつり4位だっだろ？
[187.573] ni4_maru: あ
[188.450] すんちゅ: radaoHi
[188.536] kyo_gyu: やっぱフォーカスあわせられればね。
[188.819] (S)romiwooo: ほんわかチームやなぁ
[189.027] yamaziso: radaoHi
[189.306] ペネロペ: あ
[193.472] tk1155: わこらだ
[194.986] (S)にょまれ: 眠くなる声三銃士
[195.218] みかん_まる: radaoHi
[197.664] haruc_a: わこらだー
[198.122] (S)aoi_0902: わこらだ
[198.224] (S)甘いゴーヤ: わこらだ
[198.366] (S)わらびもち_11: radaoHi
[199.810] こんにゃ: わこらだ
[201.337] (S)otoufu_04: radaoHi
[202.301] yuuneko02: わこらだ
[202.801] (S)17ititonana: もっさり？w
[202.877] (S)yu_rayui: radaoHi
[203.569] lemoncheesesource: radaoHi
[204.172] katagiriharu: ふわふわしちょる
[205.628] mamorita1212: わこらだ
[207.236] ayunosioyaki0223: wwwwww
[207.250] (S)sora_mameee: wwww
[207.725] ruchi_13: wwwwwwwwwwwwwww
[209.092] (S)にわすずめ: wwwwwwww
[209.199] kurono1022: kurono1022 subscribed with Prime. They've subscribed for 31 months, currently on a 31 month streak! わこらだ
[209.858] (S)konnnnitiha: わこらだ
[209.862] ni4_maru: www
[210.114] nobume0v0: www
[210.160] ペネロペ: www
[210.216] katueon: radaoHi
[210.436] haruc_a: ありさかは神
[210.568] mirumiru_h: wwwwwww
[211.611] (S)飴パン: wwww
[212.327] (S)seillane: wwwwwwwww
[212.550] しゃろっく: radaoKun
[212.645] ゆきとよ: ｗｗｗｗｗ
[212.735] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[212.845] yoichimu: ぴょーwwww
[212.875] tukky1208: ﾋｮｰ
[213.501] ayunosioyaki0223: えw
[213.574] (S)sora_mameee: あ
[213.806] (S)gyouzachann: ぴょー！？
[213.933] むろ_: wwww
[213.990] crowsuke96: えｗ
[214.632] (S)にわすずめ: おっと
[214.677] mitsu2647: wwwwwwww
[214.679] akaihi: 今来た神メンきちゃ
[214.924] れもんちぃ0: wwwwwwwww
[215.013] Alpha_5665: わこらだ
[215.280] (S)ama_iro_: わこらだ
[215.418] many7575: わこらだー
[215.645] しゃろっく: radaoHi
[215.723] nakihai556: wwwwwww
[216.016] omomo67: あ
[216.020] (S)ウツル: 301きちゃ
[216.496] bawnza: わこらだ
[216.721] (S)Ruria00: あ
[216.743] meronpan_06: radaoHi
[216.763] mary611: あ
[216.925] dokukinoco: OK
[217.244] (S)lemonade_1104: radaoHi
[217.476] siita0712: わこらだ
[217.480] drem_chan: あ
[217.697] rad__aya: らっだぁのデトロイドビカムヒューマンみてるとこ
[217.702] (S)izayoi_77: a
[217.927] haru_anura: wwwwwwww
[218.012] yuuuzk: radaoHi
[218.173] (S)みとこんどりあ_: あwww
[218.184] (S)kuugay0905: あ
[218.190] sinse0911: わこらだ〜!!!!!
[218.282] __あお: え
