[2.324] (S)なん69: なん69 subscribed with Prime. They've subscribed for 10 months, currently on a 10 month streak! 
[7.232] (S)上ゆい: こんちわ
[209.928] ぽっせ: radaoWakotu
[212.378] kei1239: わこらだです
[212.540] nakayoshi_: わこらだ
[213.542] パンダビット: わかってるふりだ
[213.768] nasuokunnn: radaoWakotu
[213.861] ユゥジサン: わこらだ
[213.895] (S)れなぽんぽん: わこらこんな早い時間に！？
[213.986] mimipaadesu0428: あー
[214.437] きまぐれ_: わこわこわこ
[214.986] (S)氷坂: わこらだ
[215.808] rei04ya05: わこらだ
[216.058] (S)お手軽炊飯器: ほう
[216.099] kamereon1122: わこらだ！！
[216.551] にすず: わこらだ
[216.764] (S)dolly_7: らっだぁアッシュに欲情してるもんな
[217.092] yukipi_pi: わこらだ
[219.172] ititasuitiha: わこらだ
[219.340] 雪狐0143: あー
[219.445] ツキミコ: わこらだ
[219.717] ionatsu: わこらだ
[219.941] (S)jima922: すごい、ちゃんとしてるw
[220.607] (S)海苔820: わこらだ
[221.606] pokesi_: KappaRoss
[221.978] どくつる: わこらだ
[223.559] Miriotta: わこらだ
[224.356] (S)shottomo: わこらだ
[226.614] shirogane_lily: わこらだ
[227.055] みーるさん: わこらだ
[227.818] Yu_M0620: マッチングなが
[229.190] komugi_1228: わこらだ
[230.536] まふふうぃんぐ: 神メンツ！
[231.197] (S)ふれーく: radaoWakotu
[231.267] まいちゃそ: わこらだ
[232.820] muru_01: わこらだ
[234.613] atuono: ！？
[235.843] sukeww: わこらだ
[236.071] poteito__: 頑張れよー
[236.409] あさぎ032: わこらだ
[236.875] まりもころころ: わこらだ
[237.625] hagemant_0424: わこらだ
[238.207] beek648: わこらだ
[238.297] syamuneb: わこらだー
[239.289] ウツル: わこらだ
[240.451] (S)Nonba_: !uptime
[240.710] (M)Nightbot: らっだぁ が配信を始めてから 4 minutes 8 seconds 経過しています。
[240.858] (S)叫び声: radaoWakotu
[241.156] ei_ae: わこらだ
[241.311] rao25252: わこらだー
[241.550] berubou12: わこらだ
[243.330] renge46: めっちゃちゃんと分析しとる
[243.433] みやんちゅ: わこらだ
[243.580] ab________o: わこらだ
[244.711] amcill: わこらだ
[245.184] kurono1627: わこらだ〜
[245.486] (S)sqku1255: わこらだ
[246.506] konekone0159: わこらだ
[246.730] TaroNo3: わこらだ~
[247.634] (S)ろみ_63: わこらだ
[248.052] まろび: わこらだ
[248.078] (S)お手軽炊飯器: ながいねえ
[248.788] Oozora96: わこらだ
[248.977] (S)jima922: なっが
[249.390] akatsuki_03: わこらだ
[249.576] mumei_0527: わこらだ
[250.732] Divogigante: わこらだ
[251.074] バナナ民: わこらだ
[252.174] naki_516: わこらだ
[252.703] (S)sinse0911: わこらだ〜
[253.465] ぴなむ: radaoWakotu
[253.701] (S)jima922: radaoKitya
[255.012] 3点リーダ: わこらだ
[255.065] ナギくん: わこらだ
[256.109] すいぺりあ: マッチなげぇ
[256.924] よーーひ: わこらだ
[257.683] mikan_san: じゃあ時間の問題か…？
[257.878] 인터뷰1007: わこらだ
[258.228] slm_himajin: わこらだ
[261.169] (S)mbando55: わこらだ
[262.019] Yukimaru__31: わこらだ
[263.124] toitoi_526: わこらだー
[264.234] umino_a: わこらだ
[264.235] osio4: わこらだ
[265.198] (S)さめちだい: わこらだ 
[265.760] こねずみ: いや仕事中〜
[266.061] (S)yoichimu: radaoKitya
[267.194] (S)yoneto_: わこらだ
[267.552] (S)nonaru4637: radaoWakotu
[267.857] mochiiita: radaoWakotu
[268.525] ama_iro_: わこらだ
[268.744] (S)モノモライ: radaoWakotu
[273.108] c_kuma76: わこらだ
[273.389] iza__13: わこらだ
[273.452] らずらむ: radaoWakotu
[274.022] 3点リーダ: radaoWakotu
[274.263] こねずみ: わこらだ
[274.448] ぎょろっとみかん: きちゃ
[276.509] hasami_girotin: フォトナは日本でも流行ったやろ
[277.839] chai_0623: わこらだ
[280.268] (S)をぺ: radaoWakotu
[280.864] mimipaadesu0428: ほんとだー
[281.108] 神崎立夏: わこらだ
[282.037] rioapr03: ちょっと大きい
[283.073] セェナ: おおきい
[283.305] んさく: でかい
[283.397] きょぴ: ちょっとでかい
[283.535] まここま: わこらだ
[283.693] ayunosioyaki0223: でかい
[284.494] sunomono8: でかい
[285.233] (S)えりんぎ8: でかい
[285.705] (S)ゆーーー_: radaoWakotu
[285.851] _イオ_: ちょいでか
[286.050] mochi_00v: でかい
[286.320] にわすずめ: 特にー
[286.337] gratin131: でかい
[286.428] なるか3: ちょい大きい
[286.484] (S)お手軽炊飯器: ちとでかい
[286.534] (S)fuu_maru: でかいかな
[286.555] kibunya_sun: でかい
[286.621] kagura_kiba: でかい
[286.764] (S)tsuM6G1_: ちょっと
[287.082] (S)minibanbi: でかい
[287.130] mimipaadesu0428: でかい
[287.323] たまごかけごはんさん: でかい
[287.388] (S)evolblackhole555: でかい
[287.539] まここま: 大きい
[287.573] puyopuyokun: でかい
[287.717] (S)雪代: ちょっと大きいかも
[287.970] custard888: でかい
[287.989] (S)yoneto_: 大きいかも
[288.018] (S)ナラ抹茶: でかい
[288.055] satoushouyu: でかい
[288.243] mikan_san: ちょいでかい
[288.251] mope716: ちょいと
[288.307] アキレゐト: おおきめ
[288.359] らはぶ: ちょっとね
[288.382] kawasemikarume: ちょいでかい
[288.572] (S)yukichan2525: でかい
[288.664] cisha_1219: 少しでかい
[288.854] NORI25252: でかい
[288.992] にゃおにゃお: にゃおにゃお subscribed with Prime. They've subscribed for 24 months! わこらだ
[289.014] ranoya25: わこらだ
[289.036] uni_mm: でかい
[289.079] や5: でかい
[289.095] 故に: でかい
[289.272] (S)みそギン: でっかいね
[289.389] 神崎立夏: でかい
[289.576] amcill: デカイ
[289.660] ra__ndy: わこらだ
[289.717] ずみこ: ちょと
[290.182] (S)sjindoa: でかい
[290.369] (S)jima922: ちょい
[291.100] mffim: わこらだ
[291.176] world_kohaku: でかい
[291.365] ニコ丸0429: ちょいでかい
[291.749] iza__13: なんかこもってる
[291.969] みーちゃ__: でかい
[292.192] うたさゐ: でかい
[292.413] ロクでなし: でかい
[292.474] rito1725: でかい
[292.621] ルロア: じゃあでかいよ
[293.341] mika_1218: わこらだ
[293.348] 2jqtpja: わこらだ
[293.446] (S)tanpopo_po: でかいかも
[293.645] Earl_Gray901: じゃあでかいw
[294.560] (S)鉛筆びー: でかい
[294.731] (S)りゅいです: radaoWakotu
[294.785] (S)howlin_0: じゃあ下げろ
[296.145] すてぃんぐ: ちょっとでかい
[296.262] (S)yoichimu: でかい
[296.494] (S)えりさ_: ちょい
[296.562] まるも: わこらだ！
[296.709] argon_piz: でかいね
[296.915] いる1023: でかい
[297.194] (S)そゆ: そゆ subscribed at Tier 1. They've subscribed for 3 months! わこらだ
[297.738] ラムネ味: でかい
[298.672] おの_レエイ_00: radaoWakotu
[298.923] (S)あム: でかい
[299.164] torikera0124: でかい
[299.191] (S)nyakku0720: でかい
[299.474] (S)きなこもち46: でかあ
[299.532] ちあらちゃん: でかい
[299.718] Akojonny: でかい
[299.802] にゃおにゃお: ピンクになたよ
[300.207] suibotu_: じゃあでかい
[300.308] TaroNo3: でかいね
[300.751] (S)ichigomilk_252: 下げろ
[300.884] ~MISSING_COMMENTER_INFO~: でかい
[300.924] atuono: でかい
[301.022] アストモ: でかい
[301.251] あるみ屋: じゃあ下げなw
[301.263] bota111: 普通
[301.537] ちょーみん: でかいね
[301.552] yugiru25: わこらだ
[301.770] (S)tsuM6G1_: ww
[301.989] hotallu_42: でけえ
[302.222] umarekawattasaba: ちょとだけ大きい
[302.449] kyorobo7: でかい
[302.456] hu_doisii: でかいて
[302.471] tsukiha_10: でかい
[302.568] 인터뷰1007: てがい
[302.728] (S)jima922: radaoKansya
[302.971] らんね: でかいかなー
[303.363] (S)danger_tap: でかい
[303.387] 贄ﾁｬﾝ: じゃあでかいやろm
[303.555] panndaman1: でかい
[303.687] takusan_ra: 何の話ですか？
[303.889] (S)水葬2号: わこらだ〜
[303.947] fuuto771ro: でかい
[304.313] (S)yunchan18: ちょっと
[304.521] rioapr03: ぽまえがでかいと思うなら下げろ
[304.531] srig17: でかい
[304.842] (S)baberuboburu3939: baberuboburu3939 subscribed at Tier 1. They've subscribed for 9 months! 
[305.341] hinakai_46: てか音質こんなだっけ
[305.548] renge46: でかいですけど
[305.668] (S)himikokichi_06: わこらだ
[306.189] touuhu: でかい
[306.302] kanu_xx3: でかい
[309.569] (S)yuna_aaaaaaaaa: はい
[309.647] a_mondoKojio: わこ
[309.784] kyorobo7: てか、なんのゲームの話？
[311.609] yusan913: radaoKansya
[314.342] non0827: わこらだ
[316.727] remiiiii_28: わこらだ
[316.729] (S)らくだちょこ: 少し下げてー
[316.944] happi0813: でかい
[318.445] (S)冷や茶: 冷や茶 subscribed at Tier 1. They've subscribed for 9 months! radaoWakotu
[318.766] kazushan: わこらだ
[318.926] kuru053: わこらだ
[319.793] おおしま_: わこらだ
[319.821] mochimochi_mochimochi: 顔でかい
[319.969] ちょーみん: なんで100になっとるw
[320.203] かんなです: KNN_RIP subscribed with Prime. They've subscribed for 3 months, currently on a 2 month streak! 
[322.515] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[322.721] ematya_1111: わこらだ
[323.002] posi88: posi88 subscribed with Prime. They've subscribed for 24 months! わこらだ
[324.292] すいぺりあ: わかる音質違うよね
[326.312] uni_mm: なんかぼやぼやしてる？
[328.571] Akojonny: なんか篭ってきこえる？
[329.095] murasaki_chan: radaoWakotu
[331.220] すてぃんぐ: ありがとう
[332.465] ars5425550: わこらだ
[334.656] rukarenn0905: わこらだ
[335.973] ウノゾー: 音量調節助かる
[336.157] toubun__: わこらだ
[339.663] mar3mk2: わこらだ
[340.495] (S)yoichimu: radaoKansya
[340.710] きまぐれ_: あ
[340.742] kazutoro_desu: 助かる
[341.639] おとたやん: わこらだ
[341.875] (S)えりさ_: 音量あざ
[342.520] えふぃら: わこらだ
[342.771] mimipaadesu0428: ありがとー
[343.521] たまごかけごはんさん: 調整感謝
[343.716] あるみ屋: 感謝
[343.746] (S)jima922: 流石の分析力
[343.790] (S)しゃとろ: わこらだ
[344.070] rappantu_: わこらだ
[345.710] miikoro0109: わこらだー
[346.443] lemoncheesesource: わこらだ
[348.424] にわすずめ: ありがと
[348.933] toishi11: わこだら
[348.970] しゅがあ_: わこらだ
[349.158] すいぺりあ: radaoKansya
[349.566] milky_711: ありがと
[350.412] (S)totorinori: ありがとう
[350.516] (S)evolblackhole555: 感謝
[350.641] kurono1627: 感謝
[354.101] 神崎立夏: 助かる
[355.198] ゆききなこ: 感謝
[355.323] (S)asopasomaso0224: わこらだ
[356.947] natsu_58: わこらだ
[358.645] rukarenn0905: 感謝
[358.751] (S)お手軽炊飯器: うむ
[358.893] neochi_san: 感謝
[359.016] _もちもち_: あぺしんだら終わりやなぁ
[360.700] mope716: ありがと
[361.064] きまぐれ_: 鼓膜破壊しないでね今日は
[361.296] rito1725: 感謝
[361.656] selene2943: わこらだ
[361.668] らはぶ: 合わんか
[361.754] michanko: よぉ
[362.169] Yu_M0620: Varolantやろ
[362.563] ruasan1225: わこらだ
[362.753] くろざき: 感謝
[362.856] rioapr03: SPはまあありな気もする
[363.105] (S)tsuM6G1_: 感謝
[364.263] (S)minibanbi: 感謝
[364.485] ゆききなこ: わこらだ
[367.220] (S)tiger_bay: ヴァロは難しいし勉強必須だから大変vヴァロ～
[367.392] (S)にゃんねね: radaoWakotu
[367.536] tomo_Yto: わこらだ
[369.433] (S)ramune0310: radaoOme
[369.824] mikorapo: わこらだ〜！
[370.865] movu_o29: たちかに
[371.403] mochimochi_mochimochi: bf2042やらないか
[373.097] kawaharaya: わこらだ
[373.770] きまぐれ_: 感謝
[373.790] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[375.140] シェリー_: わこらだ
[377.114] kawaharaya: radaoWakotu
[378.279] (S)お手軽炊飯器: みんなやらなくなってきて寂しい
[379.130] あるみ屋: 結局なんよね
[379.874] にょまれ: 難しいヴァロ…
[380.833] 結都: radaoOme
[381.259] gari30: わこらだ
[381.702] risupea: わこらだ
[383.217] tototsu: わこらだー
[384.429] rorutipeace22: わこらだ
[384.982] (S)夜終: 夜終 subscribed with Prime. They've subscribed for 6 months! 
[385.256] atuono: はよ巣に帰れ
[385.528] shi_n_tou: apexあるうちはむずいよね
[388.708] 神崎立夏: はぇー
[389.011] (S)お手軽炊飯器: ほお
[389.150] ayunosioyaki0223: おおおおお
[389.193] ~MISSING_COMMENTER_INFO~: バロやってーー
[391.936] (S)furutto110: エペとヴァロ無限周回が最高やで
[392.403] (S)雪代: 音質変わった？
[393.637] movu_o29: エペおもろいもんな
[394.158] ayunosioyaki0223: おい
[394.573] hasami_girotin: 普通にフォトナおもろいぞ
[394.741] hinakai_46: おい
[395.465] (S)をぺ: おい
[395.467] 神崎立夏: あ
[395.909] (S)お手軽炊飯器: ｗｗ
[396.264] ゆきとよ: あ
[396.475] sunomono8: おい
[397.330] (S)こんばんは1: おい
[397.332] (S)tsuM6G1_: おい
[397.712] i_iiiiiip: わこらだ
[397.828] uni_mm: おい
[397.923] utayori: あ
[398.045] (S)fuu_maru: おい
[398.325] (S)minibanbi: おい
[399.051] もねねん: あ
[399.070] mar3mk2: おい
[399.178] きまぐれ_: あ
[399.236] (S)お手軽炊飯器: おま
[399.364] 惰性さん: おい
[399.396] mimipaadesu0428: おい
[399.567] toumyou_2525: おい
[399.820] misin0422: おい
[399.855] (S)evolblackhole555: おい
[399.959] sulapon58: 煽るなー
[400.120] (S)himikokichi_06: あ
[400.136] rascal_techonol: おい
[400.266] rei_0610: わこらだ
[400.478] mikan_san: おい
[400.654] (S)みりむ_423: おい
[400.905] (S)mai161116katatumuri: おい
[401.454] (S)sinahalo: 不敬
[401.690] (S)jima922: あーあ
[401.696] ルロア: おい
[401.705] ギンナン: あーあ
[401.832] negishio___: おい
[401.853] _もちもち_: おまえ
[401.913] (S)totorinori: おい
[402.102] remiiiii_28: おい
[402.317] (S)baberuboburu3939: おい
[402.551] shi_n_tou: おい
[402.738] きまぐれ_: おいー
[402.799] (S)かいろすくわがた: おい
[403.267] (S)nakihai556: おい
[403.278] kosuke25252: 煽るな
[403.318] (S)みそギン: おい
[403.748] 神崎立夏: 煽りやがったwww
[403.892] shadow252: わこらだ
[403.921] ニコ丸0429: あー、
[403.960] ゆききなこ: おい
[404.022] (S)furutto110: おい
[404.183] ayunosioyaki0223: は？
[404.240] 就眠: わこらだ
[404.677] (S)moris1013: うわ
[404.849] (S)サノウラ: みんな離れてって......
[404.945] rito1725: おい
[405.262] mase_hs: うわ
[405.495] panndaman1: おい
[405.588] (S)をぺ: radaoKasu
[405.712] あるみ屋: おい
[405.854] なるか3: おい
[406.162] (S)ryotamk_2: はい炎上
[406.536] (S)あおちゃんぬ: おい
[406.782] _こっぺぱん: わこらだ
[406.809] gaiantufan: おい
[406.832] kurokurone: ひど
[406.872] _もちもち_: いい意味ってなんだ
[407.334] きまぐれ_: ぼいぼい
[407.455] Yukimaru__31: おい
[407.495] alice8629: おい
[407.997] (S)tsuM6G1_: 不敬やぞ
[408.036] 海びちゃん: あ
[408.199] riku0572: おい
[408.238] しけ_: わこらだ
[408.258] (S)あさみや301: おい
[408.336] (S)STu_mormot555: radaoKasu
[408.554] や5: おい
[408.669] amcill: おい
[409.639] (S)fuu_maru: いい意味って何
[409.860] エイさん: 不敬罪やぞ
[410.078] すいぺりあ: おい
[410.315] (S)にゃんねね: おい
[410.669] (S)kasii2525: kasii2525 subscribed at Tier 1. They've subscribed for 6 months! 
[410.796] (S)moris1013: いい意味もないぞ
[411.291] umarekawattasaba: おい
[411.509] bc_moimoi: おい
[412.106] くろざき: おい
[412.345] masaba014147: おい
[412.359] zyagaimo__: おい
[413.078] フーリー: おい
[413.157] you_soon_k: おい
[413.291] alice8629: さようなら
[413.344] sakusaku0113: どんな意味だよ
[413.499] (S)iamraiku: おい
[413.509] ウツル: おい
[414.410] maasan25254: わこらだ
[414.446] (S)sjindoa: おい
[414.991] (S)yossizs: radaoKasu
[415.119] bota111: おい
[415.230] shiki_maru: わこらだ
[416.799] shi_n_tou: いい意味もないやろ
[416.982] きまぐれ_: おい。
[417.356] kurono1627: 粕
[418.039] そー司郎: おい
[418.221] 人生100年時代: おい
[418.806] (S)アギダバー: agidabaa0510 subscribed at Tier 1. They've subscribed for 4 months! おい
[419.069] takotako0905: わこらだ
[419.267] フーリー: 粕
[419.295] 贄ﾁｬﾝ: 炎上
[419.309] hasami_girotin: 視聴者にも1部刺さるぞこれ
[419.706] ma_yu_ka1222: わこらだ
[419.814] (S)えりさ_: おい
[419.919] Yu_M0620: らっだぁLINE超えだぞ
[420.334] (S)dolly_7: あぶないあぶない
[420.909] haripen1202: splitgateやってみて
[421.115] (S)iamraiku: いい意味にはならんやろ
[421.332] おの_レエイ_00: おい
[421.345] a_mondoKojio: おい
[421.356] しょーーーん: カス
[421.356] nazal03: 失言だぞ
[421.376] (S)yoichimu: radaoKasu
[421.568] Yukimaru__31: 粕
[422.226] あるみ屋: いい意味でってなんやねん
[422.780] ウツル: フォローになってなくて草
[422.874] きまぐれ_: なにやってだ
[423.291] (S)きなこもち46: おい
[423.308] 神崎立夏: わーい
[423.411] (S)シモ0803: わこらだー
[424.430] (S)ごぜんのりょくちゃ: radaoWakotu
[424.502] (S)tsuM6G1_: いい意味ってなんだよ
[426.175] atuono: radaoKasu
[426.288] 燐だよ: おい
[426.422] 贄ﾁｬﾝ: radaoMoeru
[426.676] toumyou_2525: おお
[428.143] kurokurone: いいね
[428.425] (S)jima922: お
[429.083] (S)tsuM6G1_: おっとw
[429.254] ayunosioyaki0223: お
[429.449] (S)himikokichi_06: 言ったな
[429.493] (S)yuna_aaaaaaaaa: あーあ
[429.683] potya_po: わこらだ！！
[430.017] (S)sjindoa: おお
