[4.024] ゆかりんりん: わこらだ！！！！！
[98.463] (S)sinahalo: ぶっさ
[98.489] 燐だよ: メリーハロウィンってなんですか？？？
[98.513] bota111: 腐ってる？
[98.527] chippi_93: きも
[98.540] (S)masaba014147: ？
[98.550] (S)oyasai_rc: こわい
[98.554] dayoikko: わこらだ
[98.559] nebiki_0525: 木？
[98.563] yua0027: BGMいいね
[98.568] _紅茶: わこらだ
[98.571] おけなしぇえぇ: 腐った瓜？
[98.615] twilight_towa: わこらだー
[98.672] BENIimo: めりーはろうぃん
[98.723] WIWY_YY_: →
[98.895] (S)hime_ki: ハッピーな
[99.033] hatiti88: なついね
[99.191] らーな: ぶさ
[99.193] ひなてち: 使い回し
[99.214] onapai: スキンのイメージは？
[99.232] kuru_mi0912: スキンおもろいww
[99.252] (S)はるーむ: そのスキン好きだよ
[99.319] miki_15g: ハッピーハロウィン
[99.385] (S)kandenchi777: わこらだー
[99.406] (S)ユイ_11: 木かと思った
[99.475] na_mo: わこらだ
[99.574] mitsuxx00: 右
[99.593] (S)rei_157: わこらだ
[99.694] ta_tago: やば、きも
[99.705] koukoukoy: 使いまわしですか？
[99.713] はかせ32: わこらだ
[99.729] 6choco2: え、
[99.872] sakanoooo: ぐちつぼみパないよ？
[99.900] のらごま: 明るいとこでやってくれん
[99.910] すいぺりあ: きっしょスキン
[101.705] natsuron: 使い回し
[101.714] (S)ch1111z: メリーハロウィン！
[101.723] multiinu: わこらだ
[101.725] ohisamapan: カボチャ？
[101.728] subway2416: メリーハロウィンwwwww
[101.761] ちょーみん: radaoKawaiin
[101.813] amfj_rmn: こわ
[101.912] takenokoooo__: 20
[102.266] (S)みーだん: となりだな
[102.311] (S)peace6flower: 右
[102.325] (S)haamisi: わこらだ
[102.347] (S)なつおよ: 絶対食えない
[102.423] (S)kuromonnn: 右
[102.465] (S)スパーズ: 右
[102.533] ぽっせ: radaoWakotu
[102.700] yuuna1223: 最初わからんかったわ
[102.773] (S)tsuM6G1_: 右
[102.798] (S)そふぃ3: わこらだ
[102.807] hashiba_hideyoshi: かぼらだー
[102.856] (S)mii_510: 全裸？
[102.869] マスクさん: わこらだ
[102.893] ふぁじぃ: わこらだ
[102.906] anzu_rd: 右
[103.292] (S)he_s_s: he_s_s subscribed with Prime. They've subscribed for 7 months, currently on a 1 month streak! 
[104.343] 髙39: わこらだ
[104.652] hatosun: 右が可愛い
[104.668] yuuuuuuuki0730: くっさ
[104.676] oyabinnnn: きっしょスキン
[104.718] yotuba_330: なんでそうなったん？w
[104.818] ると_: かぼちゃか
[104.843] _紅茶: どっちもブサイク
[104.913] (S)tarakobb: 右
[104.991] hakumai328: 右
[105.027] kurufu1022: まざっとる
[105.097] 金平糖_2525_: え
[105.179] (S)lly___25: キモい
[105.209] yakki_san: どっちもどっち
[105.226] ta_tago: えぐ
[105.384] TokigamiSakuya01_16_0816: わこらだ〜
[105.389] (S)日々花: 日々花 subscribed at Tier 1. They've subscribed for 3 months! 
[105.537] satou_036: 色違い？
[105.540] のらごま: 可愛くはないね
[105.569] karasu57: 服着ろや
[105.702] (S)evolblackhole555: 右
[105.708] (S)shige__maru: 右
[105.725] (S)solomon_0219: 右
[105.752] (S)らむ麦: 既視感
[105.758] nankotu_www: メリハロ
[105.761] tofu_0226: 丸太ですか？
[105.783] (S)~MISSING_COMMENTER_INFO~: radaoWakotu
[105.945] (S)drem_chan: ？
[105.959] ぱんだぁぁぁ: どっちもきつい
[106.035] (S)~MISSING_COMMENTER_INFO~: は？右に決まってんだろ
[106.258] (S)rei_157: 右
[106.314] 縮緬雑魚: どっちもどっちだな
[106.431] _こっぺぱん: わこらだ
[106.529] gagome0516: わこらだ
[106.633] (S)nashu_noike: 使い回しじゃん
[106.721] sanngosyou: 右
[106.761] stotyan: きも
[106.824] dolaldo: うんこのモザイク？
[106.875] ヤクシャ: 悪い意味で甲乙付け難い
[106.884] (S)ゆきゆた: う、うーん
[107.963] (S)lin131: lin131 subscribed with Prime. They've subscribed for 3 months, currently on a 3 month streak! わこらだ
[107.995] いっしゅ: きつい
[108.065] (S)koromu_rom: 右
[108.098] ayane_0522: 可愛い
[108.214] family857: 右に投票
[108.227] mayoiyomi: おかき
[108.316] akauoooo: ｶﾜｲｰ
[108.483] sirokuma1114: 右
[108.567] rstqo: どこが
[108.575] (S)スペルタン: ブス
[108.596] (S)音吐朗々: 右
[108.622] nishina___: わこらだ
[108.802] 魚とかいてすずきぃ: ジャック・オー・らだおやん
[108.819] きのお: 右
[108.878] shone1105: きも
[108.884] 1010tento: わこらだ 
[108.917] huku_mm: らっだぁだわ
[109.057] 瑠華: わこらだ〜！
[109.107] rioapr03: 僅差で右
[109.173] momo___ka: 右
[109.316] asaborake0408: 右
[109.324] nissii0517: だれ？
[109.390] sn_poppo: ジャック・オ・らだお
[109.442] fuyunuko_115: 酸化しました？
[109.622] kosuke25252: ぶっさ
[109.675] (S)universal_studio_alice: 右
[111.756] cha_ti: わこらだ
[111.870] conbinitenin: 右
[112.319] eruuuDayonn: お前じゃない方
[112.343] 贄ﾁｬﾝ: わこらだ 
[112.387] agrqua: わこらだ
[112.447] (S)はるのてゃん: 右
[112.479] happasan88: かぼちゃ？トレント？
[112.525] tumetai_kokoa: 右
[112.540] (S)ららら0913: みぎ
[112.541] stotyan: 右
[112.544] originmi: 右
[112.586] トロットロ: みぎ
[112.587] こねずみ: で、なんだよそれ
[112.606] cocoron2525: 右
[112.606] lie11914053: 右
[112.709] (S)そふぃ3: radaoRIP
[112.766] りっだぁ: きも
[112.836] のらごま: 右美人すぎだろ
[114.086] ちょーみん: 真ん中
[114.091] mokomoko_1419: メリーハロウィンって、なんやねん
[114.107] kchan1225: いつにも増してブサイクだね
[114.110] renncyann: 右
[114.245] sano_1y0reg: だれ……？？
[114.279] pit01285: 右
[114.296] kasuka_sky: はっぴーはろうぃん
[114.313] (S)dandaka__dandan: 右
[114.316] oi_siba: <3
[114.316] REN_sylph: みぎ
[114.316] oyabinnnn: 右
[114.316] inku_0808: メリーじゃないwww
[114.343] mofu_0816: 右可愛いな
[114.448] (S)ch1111z: 顔色悪いね
[114.496] (S)あんころころもち: お前去年もメリークリスマスって言ってたぞ
[114.746] pe_tanku: 右
[114.854] amfj_rmn: 右
[114.866] 和泉ぴけ: どっちも可愛くねぇ
[114.866] kt3008: 素でキツいです
[115.331] maro_0489: かぼちゃだったんか…泥まみれなのかと……
[115.444] ohisamapan: 右
[115.507] exia_182: 右
[115.550] kosuke25252: 右
[115.638] yoruba_468: うしろ
[115.676] ariiiiiii__ka: 右手
[115.736] na_klo: わこらだ
[115.746] えぱああ: わこらだ
[115.748] rufuma: 右かな
[115.860] ふうぺん: 右
[117.140] (S)yuna_aaaaaaaaa: どっちもいや
[117.158] hayu012: 右
[117.171] (S)tsuM6G1_: www
[117.247] supi_0817: みぎ
[117.263] akaaaaaari: わこらだ
[117.321] yuk_iha_d_esu: マフラーだけは死守なんだな
[117.459] (S)ヨヒラ: 右
[117.477] kohq_Loco: どんぐりの背比べ
[117.481] amaten: 右
[117.497] キャベツ1110: きも
[117.636] honordMin: それのスキンまじで似合いすぎで死ぬかもしれん（？）
[117.655] miki_15g: radaoNayami
[117.669] yua0027: 木に見える
[117.698] satou_036: ギリ右
[117.920] ryuseiboy7: 底辺で争うな
[118.069] daizu___mame: 使いまわしだよ
[118.146] sunoko_san: わこらだ
[118.265] 牛から生まれたうゆ: わこらだ
[118.267] nhati_000: はだか？
[118.282] brock_026: きつ
[118.301] さたさた: うしろ
[118.350] (S)iza__13: わこらだ
[118.379] お山: 1番左のジュークボックスかな
[118.447] (S)ほいほい511: う、、きもい
[118.483] 金平糖_2525_: 色似合わん
[118.487] takenokoooo__: どっちもきつ
[118.535] umepanco: わこらだ
[118.752] rapi104: 右
[118.782] (S)dia11313: どっちもどっちか
[118.787] oto_riii: ワーカワイイナー
[118.903] すいろ: そうだね
[118.984] すいぺりあ: 右
[119.073] (S)goodfriends02: 右
[119.091] shityousya: ^🎃^っだぁ
[119.238] (S)鉛筆びー: 右
[119.514] mayoiyomi: きも
[119.527] keren_mi: わこらだー
[119.726] ごみぱ: モザイク？
[119.837] のらごま: 後ろの3人
[119.917] まがは: 小顔効果すな
[120.227] _もちもち_: radaoWakotu
[120.271] kate_0725: 右
[120.388] kokona0612: 右
[120.455] iroha168nj: 右
[120.505] mono_0114: スキン使い回しかよ
[121.218] ﾜﾜ: ま、マフラーがかわいいね！
[121.256] azami_2110: らっだぁファンデーション変えた？
[121.343] いのりさん: 2年前使ってたやつやね
[121.417] (S)chitan0: 強いて言うなら右
[121.423] ryun_09: 右
[121.434] ayane_0522: 美味しそう
[121.455] kurufu1022: 右
[121.473] kurage_mattya: みぎ
[121.634] kasuka_sky: 右に惚れた
[121.637] kuru053: なんか色汚くね
[121.646] どりんく_397: おい
[121.656] kazushan: どんぐりの背比べかも
[121.885] mq5f_: わこらだー！
[122.016] masao0203: おっ○いと同じやつ？
[122.143] 十愛: うわ
[122.148] akauoooo: 大差で右
[122.253] doron_doron2552: どっちもきつめ
[122.258] rei2005kiura: 右
[122.265] ramu6013: 超キモくてビビった
[122.283] huku_mm: 前も見た気がする
[122.330] たおるおる: らの部分がくそでか鼻にみえる
[122.356] remon1605: 木かな？
[122.359] きのここ: おい
[122.471] 贄ﾁｬﾝ: 左にきっしぇーのいる
[122.542] 前世はクロしろ: 使い古したヤツやな
[122.726] 道端: ━━━━━☞
[122.951] family857: 選挙だったら右が勝ってるぞ
[123.268] syu_250: うわ
[123.447] しろくじゃく: しろくじゃく subscribed at Tier 1. They've subscribed for 26 months! 
[123.518] kro_cat: なつかしい
[123.532] coospons: 前よりももっとキモくなった
[123.566] shooo818: ハサミで切り取ったらあれ叫ぶの？
[123.778] 猫舞みくろ: 圧倒的に後ろ
[123.921] 잣피: radaoWakotu
[124.201] lie11914053: 少なくともぽまえではない
[124.443] (S)チュチュンバー: radaoWakotu
[124.613] naki_516: わこらだ
[124.646] arufortonisei: なんか「ら」の形でカビてね？
[124.692] yotuba_330: 動画でみた気がする
[124.829] (S)らむ麦: やっぱりー
[124.928] ねむの木: わこらだ
[125.274] ると_: 右
[125.526] (S)moris1013: 成長してないね
[125.634] hood_kun: 前も見たような
[125.763] huuuyooo: かぼちゃ臭しそう
[126.016] 1212rurero: わこらだ！！
[126.021] rin_220: きもさ際立つぞ
[126.029] 夢川海月: どっちかっていうと右
[126.056] (S)スペルタン: ジャック・オ・ラダオ
[126.257] (S)ruchi_13: ジンジャークッキーにも見える
[126.310] mikan_san: 今年作ってもらわんかったん？
[126.526] leo0401_: うわお
[126.540] p_snnmgs: 青いかぼちゃじゃないの？？？
[126.571] (S)nonaru4637: radaoKick
[126.765] tanuki_pan: みんなでお揃いにしたよな
[126.800] 十愛: きしょいのだけのこった
[127.001] (S)くーちゃです: radaoWakotu
[127.104] _みさ_: _みさ_ subscribed at Tier 1. They've subscribed for 20 months, currently on a 20 month streak! わこらだ
[127.114] 黒い探偵: わこらだ
[127.522] (S)syunatu: わこらだ
[127.648] (S)りこ_1130: どっちもどっちだろ
[127.855] kabotyapan_: 木の幹みたいじゃね？
[128.279] kusarimusume: 腐りかけの木ですか？
[128.310] remon1605: 前も使ってたよね
[128.521] (S)~MISSING_COMMENTER_INFO~: ネズミーマウスのやつ？
[128.544] (S)0110_reiten: 2年前かな
[128.664] (S)ジンコ: みかん食べすぎたん？
[128.704] わかモ: また裸？
[128.753] 北宮エクストリーム: それ服着てるの？
[128.770] ねむの木: 遅れたああああ
[128.900] こねずみ: きたな
[129.378] kenp1n_8: 見覚えしかないもんな
[129.465] hikarieko: 多分とは
[129.491] (S)ららら0913: お前は引き立て役やで
[129.614] maromaluto: 木の格好してるかと思った
[129.615] mamama03: くり抜くぞ
[129.676] 七瀬優: 久しぶりに来た〜わこらだ
[129.821] 0syao689: 暗すぎて木にしか見えなかったよ？
[129.839] (S)琉菜: 1周回って可愛い、、、のか？
[130.057] uzura_0412__: わこらだ
[130.933] (S)otux2_0205: ？？？
[130.968] kkikkkk: うわ
[131.340] re0mi1283: きぐるみじゃなくてボディーペイントだろ？？
[131.404] (S)tukasa0628: 全裸やん
[131.416] magurodukushi: なつ
[131.596] mofu_0816: 木じゃん
[131.867] yuuna1223: 何の仮装？
[131.903] itoido: 前も見た事ある
[132.113] karasu57: 腐ってそう
[132.413] (S)tuyukusairo: みたことある
[132.415] (S)そゆ: そゆ is continuing the Gift Sub they got from nariiii1019! 
[132.520] kuro9651: かぼ
[132.550] yui11270: なんかきもくね
[132.622] rutti_san: らっだぁのアイデンティティなくなってんね
[132.766] pepeyan: 一昨年くらいのんやね
[132.797] 牛から生まれたうゆ: 開いて早々ブスドアップはきついわ
[132.910] cherryblossoms071105: 怖い。
[132.919] negiwater0303: 使いまわしだね
[132.934] ねこほたて: わこらだ
[133.000] m15nd: わこらだ
[133.140] (S)おの_レエイ_00: わこらだ
[133.247] 神崎立夏: wwwwww
[133.360] akauoooo: アンパンマンとね
[133.501] (S)bunbaboon_ra: 何年使ってんだよ
[133.523] mameinu_: 運営は来るん？
[133.553] nnkks_: いつもそのイメージ
[133.575] 璃叶: 使い回しやな
[133.756] (S)iroha_1417: わこらだ
[133.785] rin7331: 今日は一段ときしょいね
[133.794] nemulimuli: 🎃HAPPY HALLOWEEN👻
[134.116] (S)sjindoa: 中身くり抜いたら叫ぶ？
[134.148] yu_rrr0409: アカシアの木ですか？
[134.370] (S)ゆきとよ: 古のスキン
[134.490] _えゐ_: アンパンとかとオソロだったやつね
[134.618] renncyann: 作ってないの？
[134.637] huku_mm: 変えろよ
[134.970] 1212rurero: あーね
[135.102] mayoiyomi: うわ
[135.864] kawajou: 👻🎃HAPPY HALLOWEEN🎃👻らっだぁさん！可愛い〜笑笑
[135.865] moko_jiro: やっぱり見たことあると思った
[135.891] (S)moka_0322: 暗くて最初枯れ木かと思った
[135.936] _紺碧_: 裸マフラー（）
[136.086] (S)ゆきゆた: は？
[136.200] stotyan: きもい
[136.324] すいろ: 5人ぐらいとお揃いのやつね
[136.333] のらごま: やる気ねぇじゃん
[136.381] namatamago427: 生まれるな
[136.512] あーぞら: どうやって肌の色変えたの
[136.561] hakumai328: 目を閉じて見たらかわいい
[136.606] jmpta: スキンキモすぎわろた
[136.612] おひとりらんらんるー: 過去に見た
[136.732] (S)846chan: 👶🏻
[136.899] まみまる: わこらだ
[136.930] mamo_tarou: かぼちゃ軍団再結成！？
[137.127] rioapr03: はあ
[137.208] yukina0407: 比べられるリスナーがかわいそう
[137.362] yotuba_330: おそろいのやつよね
[137.471] 19_azu: えぇ
[137.752] Sa_mezame: どっかで見たことあるとおもた
[137.840] ayunosioyaki0223: あれ何年前
[138.013] (S)drem_chan: えぇ
[138.042] nyanyanyanko: わこらだ
[138.081] clan1028: マフラーw
[138.083] cha_ti: いつぞやのやつじゃん
[138.090] (S)らむ麦: かぼちゃスキン増えたやつだろ
[138.212] kuratuti: わこらだ
[138.255] pipipi__2525: 木のコスプレかと思たわ
[138.353] 0syao689: 全裸？
[138.418] (S)shige__maru: うわ
[138.432] kinako_chan_: こばさんもそんなのあったね
[138.443] gentou: 去年居たよねそのかぼちゃ
[139.015] rstqo: 懐い
[139.032] konno2007: 運営呼ばんの？
[139.247] honekara: どんぐりの背比べって知ってる?
[139.307] のらごま: やる気出せよ
[139.451] (S)みーだん: あーね
[139.538] wr0721: ただの木にみえる
[139.701] ygsomega: 手抜き
[139.706] 雷鳴のモチ: そうか
[139.710] mamama03: ってわけ
[139.923] 砂ザトウ: うわ
[140.100] honordMin: あーネ
[140.104] ariiiiiii__ka: お古？
[140.219] eruru_ooo: うわ
[140.321] mugityann3: みんなかぼちゃにしてたやつね
[140.537] あずき_: わこらだ〜！
[140.552] whitesnow_lay: カボチャ嫌いなんだよね
[140.747] きるちゃ: きるちゃ subscribed at Tier 1. They've subscribed for 17 months! わこらだ
[140.772] (S)ららら0913: サボるな粕
[140.788] pepelonteeno: ワコラダ
[140.845] ちゃい1221: 全裸感がすごい
[140.875] ageha495: ぶっ
[140.916] (S)あんころころもち: 4年前くらいのスキンコンテンストのやつ
[140.947] atuono: radaoTariki
[141.019] yukki0321: わこらだ
[141.258] tau_tawan3: おっぱい言わすぞ
[141.261] shina1116: 一段とキモイ
[141.766] asaborake0408: はぁ
[141.786] nuiru0710: わこらだ！！！！
[141.849] おひとりらんらんるー: わこらだ
[141.868] rubia0708: ぐちとかみどりくんもやってたよね
[141.913] zitome_12: なんか見たことある
[141.982] (S)琉菜: はぴはろ
[141.983] purine_hatune: 割と可愛い
[141.993] rororowu: わこらだ
[142.010] tanakasan_29: 何に仮装したんですか？
[142.030] yano_127: うーわ
[142.132] (S)そふぃ3: 似合わなさ過ぎてやば
[142.209] 葵丸: すっぽんぽんじゃん
[142.341] (S)hime_ki: 全裸じゃん
[142.357] nanadefo: それ使うなら普段のやつで良くね？
[142.542] syao7893: BGMついてるね
[143.000] (S)ゆりの花: わこらだ
[143.016] (S)drem_chan: ドヤるな
[143.050] itoido: うわ
[143.100] huku_mm: つまんな
[143.267] mameko_7: 腐ってんじゃん
[143.320] ひなてち: しょーもな
[143.493] きのお: あー
[143.515] (S)ﾏｲﾁｮ: うわ
[143.735] (S)なつおよ: こんな姿で生まれるなよ
[143.835] erukom: わこらだ
[143.846] (S)スパーズ: 生まれるな
[144.054] gu_taranosuke: うわ
[144.062] (S)oyasai_rc: やっば
[144.067] (S)uta_0713: うわ
[144.289] nakanaka1256: 裸マフラーやん
[144.511] _さらん_: 中身どんなん？
[144.522] こねずみ: 悪りぃ去年見てない
[144.531] 0syao689: e?全裸？
[144.635] takoyaki01414: 妥協で見にきた
[144.680] ラムネ味: 絶対腐ってる
[144.760] rabi_syosinsya: どんどん増殖してったやつか
