[30.309] 卯尾市場: DinoDance
[1094.372] onemoch: ニープレスコマンドなのはビックリだった
[1100.689] saddle_67: 武道家がワープとかwwwwﾖｶﾞ
[1105.130] (S)kinokogidora: 傷口が痛むんかな
[1107.982] (S)麦の人: サイコクラッシャーも緑なんで、全身にサイコパワーは纏えない感じなんですかね
[1113.718] shikokuzei01: ベガはどうしてもダーヨシさんのオリコンベガのイメージが
[1118.354] MSTK_official: 立ちモーション4までのなのが良い
[1119.554] unimel1x: サイコクラッシャーはVトリ発動中のやつだしな
[1120.022] onyancoscratch: 馬の名前もワールドツアーとかでわかるかな
[1121.992] forest__pixie: ルークのサーモバリック
[1123.440] (S)raincoat214: ハザンとスピンナックルも一応
[1127.724] iiwakehito_sion: スト2とかほんとにクラシック寄りのベガ？
[1132.289] 上杉朝顔: アクセルスピン何であんな強くなったん…？
[1140.329] (S)よぞらかげ: コマ投げなくてもつけれる！
[1143.308] れなまる〇: 今回爆弾結構大事そうじゃなかった？
[1143.512] saddle_67: ベガ構えからしてももっと昔のベガっぽい
[1144.562] (S)mukubado2: 爆弾コンボ伸ばしがいありそう
[1144.610] hantuki72: エドもSA2か
[1152.296] trick0918: リュウの受け継いだものって何…？
[1155.630] (S)raincoat214: あの構えってカプエス？
[1158.509] shin_akito: サイコパワーだけぶつける感じの技無くなりましたね。殴りにサイコパワー乗せる技ばっかりになった
[1158.569] 栗鼠虎: ベガの最初のイメージがタオルを被ったバイソンぽかったから。海外の名前からの外見かと思った
[1158.718] (S)よぞらかげ: スト2とかの構えよね
[1160.706] モドキ: ニープレスナイトメアが空中ヒットでも立ちになってるのヤバそう
[1161.456] (S)麦の人: 馬の名前がブラックキングとかだったら笑いますわ
[1162.351] (S)paps0423: よく考えたらデビルリバースも北斗と被ってるし、もうラオウでええか
[1163.198] れなまる〇: そくとう
[1166.522] oyassan5963: ん
[1166.572] onemoch: どぐらさんの強さを支えてくれた爆弾
[1167.816] Deaxxaed: www
[1169.073] (S)よぞらかげ: ｗ
[1169.200] (S)raincoat214: 原人！！
[1170.124] unimel1x: 電刃...?
[1170.214] neon_sign__: SFLで最初からベガ観れるの嬉しみ楽しみ
[1170.791] ﾃﾄﾗﾝ: 心じゃよ
[1171.346] geppei: ジャスパでしょう
[1171.920] trick0918: なんやねんそれwww
[1172.079] toto3210119: ﾊｲ
[1173.221] 灰原_: こ、こころ！？
[1173.325] saddle_67: 心か
[1174.656] kobar_counter: ん？
[1177.639] れなまる〇: リュウの集中って5だっけ
[1177.641] (S)paps0423: 心のベガ
[1178.233] urumax999: (うまい事いったとか思ってそう）
[1181.243] light_hight: この道を進むのみッ！
[1185.131] forest__pixie: 愛やよ
[1186.501] (S)mukubado2: 武道家に一番大事なもんやからな！
[1188.754] (S)よぞらかげ: パリィやろ
[1190.480] 上杉朝顔: どうした！立て！！
[1190.884] trialgabber: 心眼
[1197.767] scuta3: 鉄拳のランク下がった時の心の弱さ
[1198.149] reika_010: でもベガはあと一年くらい寝かせてほしかったと思う
[1204.927] (S)ニックネーム2303: 入り身どこいった
[1206.777] ﾃﾄﾗﾝ: 一心引き継いでほしかった
[1211.983] (S)raincoat214: プラ5
[1212.362] (S)麦の人: ベガってあのなりでルークより小さいんですね
[1221.586] れなまる〇: モップはてめえがーー
[1222.951] (S)dejiru: モップはてめえが───
[1225.222] rorkallos: コワボキャラ二枠っていうのはビックリしました
[1226.179] urumax999: たしかみてみろ！
[1229.185] (S)mukubado2: （リュウの受け継ぎしものから）目を逸らすな！
[1231.651] zackz_fair: モップはてめえが
[1232.965] (S)totukanyan: 確固不抜忘れてるのポケモン感ある
[1234.045] saddle_67: 一番の奥義当ててさぁ、立てってさぁ、自分に自信なさすぎない？
[1235.070] 闘劇のアルベルト: 鉄男w
[1236.365] shin_akito: ベガ仕上げるのに一ヶ月、いけそうです？
[1241.260] モドキ: でもアイツ表彰式バックレるし…
[1241.525] utyoten: トリガー1が集中になったんかな
[1243.952] 灰原_: 理不尽すぎ
[1249.526] scuta3: ベガ足速いのスト2みたいで怖い
[1254.135] rorkallos: ベガ足遅いのかなぁ～
[1263.657] (S)よぞらかげ: ベガ足めっちゃ速いぞ
[1270.089] れなまる〇: あのセリフなければ起き攻めいけるのほんま
[1278.285] tikyugumi_ab: 歩き早いの！？
[1280.887] unimel1x: 歩き最速クラスなん？
[1282.050] (S)raincoat214: 足遅いベガって5だけ？
[1282.388] yanesita: どぐらさん スト6から格ゲー初めて半年かかったけどダイヤ行けました 泣きそうです
[1284.325] (S)mukubado2: もしいけなかったときの保険で、どうした！立て！言ってる説
[1284.692] (S)美濃屋善兵衛: 真昇龍拳（殺人技）
[1286.383] 灰原_: クソ早い
[1286.417] 闘劇のアルベルト: 豪鬼クラス？
[1287.396] trick0918: なんでやろなぁ
[1287.786] kaiakkt: どぐらさんお誕生日おめでとうございます、いつも面白い動画ありがとうございます
[1287.926] vivfiw: 豪鬼とかわらないくらいだったな
[1288.970] toto3210119: 超強そう
[1291.399] usagiahiru: 豪鬼と一緒やったね
[1292.779] rorkallos: もうプレイ動画出てるの？
[1298.233] oyassan5963: ストⅤが異例
[1298.789] saddle_67: サイコ弾抜け許されるならさぁナックルさぁ
[1299.771] ﾃﾄﾗﾝ: ダイヤおめでと～
[1299.865] (S)麦の人: ステップ長くなかったです？
[1300.988] utyoten: 元々足速かったからね
[1302.630] unimel1x: 5の舐めてる歩きスピードやないんか
[1304.411] モドキ: 速いの？遅く見えた
[1306.532] scuta3: ベガってどこぞのシリーズでデブだった時あったなー
[1309.185] (S)paps0423: ダイヤめでたい
[1310.467] (S)よぞらかげ: 弾無くて無敵もないからそこをどう補うかよね
[1311.726] shin_akito: 野望と脂肪を置いてきたお陰で速くなった
[1312.930] (S)raincoat214: ベガバルログ春麗が早いのは伝統
[1313.979] urumax999: HP10000ちゃんとある？
[1314.837] trick0918: 何個か出てるね動画
[1316.114] (S)mukubado2: 空対空からとんでもリターン出してる動画はみた
[1321.233] 灰原_: ラッシュも前ステもクソ長いし早い
[1322.860] (S)karuvora: CAも出てたよね
[1324.462] scuta3: まさかベガの体力低い可能性？？
[1325.446] karen8664: 豪鬼やん
[1327.344] hyperion0123: SFLをベガで活躍するどぐにゃん見てぇ〜
[1328.586] shikokuzei01: やせてるベガは基本歩きは速い方
[1330.354] shalily0121: 豪鬼強い、ベガ強い、テリーゲストだし絶対強い。なんかGGST感出てきて不安
[1331.590] (S)よぞらかげ: 5はどっしりしてた
[1336.164] モドキ: ゼロどうだっけ？
[1336.789] (M)(S)ぱぱすぬわ: ベガがリュウとの闘いで記憶喪失って聞いて、SFLのどぐらVS大谷のあの地味すぎる戦いの末記憶亡くなったのかなと思うと面白い
[1338.036] see_no547: ワープ無くなった代わりってこと？
[1339.693] ﾃﾄﾗﾝ: ベガも足早い方が得って思い出した
[1342.091] (S)raincoat214: ヘルアタラッシュ追撃やばくないすか？
[1343.062] れなまる〇: ４とかなんかデビリバでゲージ貯めてる印象ある
[1343.777] MUTSUKI4gpchu: そうなんですか？！！！！
[1344.451] improvedkaine: マイン付きODデビリバから7000くらい減ってるコンボあったよね
[1345.118] utyoten: 弱点ないの？イエローテンパランス？
[1345.836] saddle_67: うーん、ベガ、9000で！
[1348.193] パンクラトプス: スト2とか最速くらいはやかったような
[1348.649] onemoch: 代わりに無敵技が無いと
[1349.202] genmybrown: DinoDance
[1351.935] しぼみ: こんちゃす・お誕生日おめでとうございます！
[1352.804] sie_ben_27: 体力9000ってことはないか
[1354.375] saddle_67: あ、エレナヒーリングなさそうすね
[1356.652] zackz_fair: ZEROシリーズでも早かったでしたっけ？
[1358.872] 168kkk: 無敵のないかわりに体力10000の豪鬼説
[1359.314] urumax999: ベガ最強時代っていつ？
[1359.867] (S)よぞらかげ: ｗｗｗ
[1363.502] (S)raincoat214: 嫌いじゃないけどね
[1368.311] 灰原_: 9000ではなさそうだったけど
[1369.096] oyassan5963: ジリ...ジリ...
[1370.305] 上杉朝顔: 玉とOD無敵がないの大分痛手っぽいけどリバで何とかなるんかな
[1373.200] (S)麦の人: エレナのヒーリングがSA3なら弱そう
[1373.658] unimel1x: 見たことないな、どんなん？
[1374.007] scuta3: エレナはヒーリングだけじゃなくて存在がアカン
[1376.297] trick0918: スパ2？
[1378.044] (S)よぞらかげ: じり・・・じり・・・
[1378.177] ﾃﾄﾗﾝ: リュウ対策してる時SFLで一番ぐらいヘラってた気がする
[1381.578] shikokuzei01: ゼロベガは太いから遅い。代わりにワープと玉持ち
[1382.860] iiwakehito_sion: ベガのカラバリも出てたっぽいですね
[1385.639] (S)よぞらかげ: ダッシュでしょ
[1389.270] (S)mukubado2: ダッシュじゃない？
[1392.532] (S)raincoat214: 強いベガってダッシュとかカプエス2あたり？
[1393.246] (M)(S)ぱぱすぬわ: 全試合タイムアップ見据えたかのようなすさまじい削り合い
[1394.810] shin_akito: 生粋のベガ使いってなるとどぐら氏と稲葉さんぐらい？
[1395.816] echizen2000: カプエスより強いの？
[1397.018] scuta3: ダッシュベガ即死コンボあったっけ
[1408.586] (S)shadowchiefzed: ボスベガは？
[1409.933] (S)よぞらかげ: バニコン バニコン
[1411.458] (S)reyxun_c: ぼたん氏今日全勝したら良いプレゼントになるかねえ
[1411.480] saddle_67: ベガの旧コス全身紫あったね。やったねどぐにゃん
[1412.541] きゃすさん: あ
[1414.235] (S)麦の人: カプエスってA以外はどうだったんですかね？
[1415.770] (S)あおじし: 草
[1416.951] onemoch: ダブルニーで一生ハメれるベガｗ
[1417.397] trick0918: w
[1417.415] 平熱盛: あ
[1419.164] 灰原_: おびさん泣いてます
[1419.180] toto3210119: BibleThump
[1420.450] (S)shadowchiefzed: お、おびさん・・・
[1421.256] 闘劇のアルベルト: おびさん…
[1423.566] shin_akito: おびさんそんな長いんだ
[1423.803] ﾃﾄﾗﾝ: おびおじいちゃん
[1424.016] (S)raincoat214: 流れ弾
[1425.708] (M)(S)ぱぱすぬわ: むしろなばちゃんはキャラコロ勢なのですが・・・
[1426.092] oyassan5963: お、おびさーん！！
[1427.241] (S)よぞらかげ: ベガおじさん
[1427.492] saddle_67: おじには、興味が…
[1428.069] shikokuzei01: Aベガ…ダーヨシさんのせいだな！（違う）
[1432.889] (S)麦の人: おびさん…
[1434.771] きゃすさん: おびさん泣いちゃう；；
[1436.188] chiri2992: 5はシーズン1以降はずっと強いイメージ
[1438.071] れなまる〇: 4の大キック強かったな
[1440.549] scuta3: Aベガって列伝のあれか
[1443.106] (S)mukubado2: トーマスさんがダッシュベガで一階まで聞こえる声で口プしてた話すこ
[1448.506] unimel1x: ベガ使いって聞くとプロブレムが浮かぶなぁ
[1452.984] trick0918: 4は？
[1455.029] (S)よぞらかげ: どぐにゃんってスト4シリーズメイン何やったん？
[1457.085] improvedkaine: ダブルニープレス！！！！
[1467.767] shin_akito: ベガは弱い側に居た時代って少ないですよね？
[1470.328] hyperion0123: ゼン様もベガ移りそうよね〜
[1470.807] (S)よぞらかげ: ｒあ～ロレントか
[1471.460] oyassan5963: また対空いわれちゃう...
[1471.494] shikokuzei01: 列伝の人はゲーセン店員やで
[1473.340] (S)mukubado2: 伝説のロレント事件
[1473.616] (S)麦の人: またベガ使ってウメハラさんに嫌われる感じですか？w
[1480.591] saddle_67: かわのくんが6ベガの空対空はどぐにゃんのためにあるって言ってた
[1480.831] (S)raincoat214: ウル4は最後きつかったんですか？
[1483.079] reika_010: ベガ出番なかったのってスト３くらいか
[1483.741] skycolor_rite: 5のベガは最初以外ずっと強いイメージ
[1491.394] (S)美濃屋善兵衛: 頑張ってきたロレント使いへのご褒美
[1492.180] oyassan5963: ？？？「このキャラ無理やわ」
[1498.633] ばれっと0079: ベガは通常対空キャラになります？
[1500.943] forest__pixie: 頑張ロ使褒美
[1501.758] urumax999: 最初弱かったんや
[1501.903] (S)vra_oji: ウル4のΩのベガはちょっと頭抜けてた気がします
[1502.402] (S)raincoat214: スパ2とかゼロはあんまりって聞いた
[1503.937] れなまる〇: 何が弱かったん
[1505.962] pesu700: スト1
[1507.691] zackz_fair: へぇ〜
[1513.089] dd02117: シーズン1ラシードも弱かったよな
