[10.996] jSTARszn: tykwonNOWAY
[475.586] imokun888: 踊り子に初手で行くのはなかなか癖があるしなあ
[482.841] sh1zuku716: DAIGO
[483.103] prisira: 決定コンフィグで変えれる可能性ある
[484.007] fuan4444: アルベルトとグレイぐらいやろ順張りなの
[484.731] GG_sensay: いいね
[485.961] kuniyoshi8: だいご？？
[488.740] gyu_nyuu_pann: いいね
[488.839] (S)ましゅダヨ: おおおおおお
[490.257] ys120: 意外な選択
[494.181] tukumi07: これはウメバラ
[495.212] forjc3rd: かるび
[495.776] (S)switchdv: だいごちゃん
[496.183] chikachikabonito: ダーイゴ
[496.304] chin_56_: バーバラとウメハラ
[496.517] Opening_Runner: うめこ
[496.569] yuhi_N: ウメちゃんこんちわ
[496.792] magoichi_s: ウメバラ
[497.502] (S)蟹右手: スチームで今JRPG買ったらまず決定ボタンを慣れた方に戻すね
[499.076] (S)箸くれ: バーバラてゃ
[501.457] pumpkin46: ウメバラ
[502.765] (S)switchdv: ウメバラ
[502.786] raurakd: ダーイゴ
[503.809] sh1zuku716: プレイヤー名も入れるだっけ
[504.609] (S)~MISSING_COMMENTER_INFO~: 株農家
[505.761] 是ヒ: 名前つけるタイプ？
[506.521] (S)ババシャツ: ウメハラ
[506.825] (S)kakutora_no_o: ウメバラww
[508.204] enuemu3: けろこ
[508.218] zanpei501: だーばら
[510.919] しすてむえらー: ダイゴラ
[511.609] (S)箸くれ: ウメバラ
[511.688] (S)kak_999: ダイコ
[513.154] fuan4444: バーバラから物語奪うんか
[514.362] yuhi_N: たあ子
[514.504] imokun888: ウメバラ
[515.845] v_harumi_v: バーハラ？
[516.040] toro0524: バーハラ
[516.307] (S)switchdv: ウメバーラ
[518.622] れく太: バイバラ
[518.663] tukumi07: バーハラorウメバラ
[519.648] johndoe6523rp: ｗｗｗｗｗｗｗｗ
[520.791] ledlight9413: ウマバラ
[521.606] リエオ: バー原
[525.455] gyu_nyuu_pann: 草
[527.007] (S)gularain: うめばらｗ
[527.633] mautoi: バイバラ！
[528.423] (S)ましゅダヨ: バーハラwww
[531.644] (S)ババシャツ: ww
[533.779] すいそう: たあぼ
[533.787] (S)ましゅダヨ: あれw
[534.250] sh1zuku716: ？
[535.821] Ceciltaisa: ウメちゃんついにサガに・・・
[537.066] (S)すれいまん: バー原は草
[537.370] superbillgates360: babara beast
[539.404] kuniyoshi8: 格ゲーうまかったんや
[540.286] forjc3rd: ビーストじわる
[540.811] 是ヒ: バーバラビースト
[543.140] (S)mt7f: プレイヤー名が別にあった気がする
[549.548] cho0990: これはバーバラの物語ではなかった・・・？
[551.592] ledlight9413: バースト
[552.495] リエオ: またおじいちゃんはw
[552.671] ayataka33: バー原
[554.585] (S)ponponguripon: このゲームキャラ喋る？
[557.522] maddy2623: 英語ｗｗｗ
[559.574] (S)箸くれ: はっやｗｗｗｗ
[562.010] superbillgates360: lol
[563.076] fuan4444: だせぇ
[567.349] (S)kakutora_no_o: カッケェ！！
[568.002] (S)JGBstudio: ♪いれてｗ
[568.763] sh1zuku716: 入る？
[569.133] (S)すれいまん: バーバラ獣になってしもうた
[569.773] forjc3rd: ださすぎておもろい
[572.273] (S)northernpike777: 中二病みたいになってるｗ
[574.438] (S)kakutora_no_o: www
[574.729] 泣き虫サクラ: カッコつけるな。あんたはけろけろまるだ
[575.373] (S)ましゅダヨ: 名前だけですげぇ強そうになった
[576.716] inumos: 中二病か？
[577.021] akira_s_: タイピングできて偉い
[577.351] donekofg: ビーストきたぁ
[577.789] tawashi00: そのままだと名前読み上げるとかなかったっけ？ 主人公は名前なしだったか
[577.833] (S)switchdv: バーバラ（ビースト）
[578.766] teruharu_: ★入れよ
[579.432] caltropman: バーバラ「えっ
[579.984] (S)mt7f: 踊り子ビースト
[580.098] skyfeed: ビーストっぽくねぇｗ
[580.806] chin_56_: ビースト（笑）
[581.678] tukumi07: ビーストｗ
[583.121] (S)kakutora_no_o: けろけろまるええやん
[583.373] 是ヒ: カタカナじゃないのかw
[585.007] ~MISSING_COMMENTER_INFO~: ださｗ
[585.054] ZuborackO: 踊り子BEAST
[585.760] nameless_774: ｗｗｗｗ
[585.953] (S)~MISSING_COMMENTER_INFO~: ♪
[586.093] arnhmci: ださくて草
[587.859] ayataka33: ウメちゃん…
[587.998] nikukuisugi333: ｗｗｗ
[588.061] tukumi07: おんぷｗｗｗ
[588.082] (S)ぎんぎらぎん: かわいいｗ
[588.278] すいそう: たあぼ(女)
[588.618] Ceciltaisa: 世界を救う名前ではない
[588.656] orange88: ｗｗｗ
[588.910] ごまさんです: だっさｗ
[589.408] prosciu: www
[589.757] (S)switchdv: ビースト（バーバラ）
[589.894] hetochan: ♪
[590.734] chikachikabonito: DinoDance
[590.993] FirstBlood_GG: ｗｗｗｗ
[591.173] (S)~MISSING_COMMENTER_INFO~: 踊ってるねえ
[591.216] (S)kakutora_no_o: かわいいwwww
[591.521] sh1zuku716: ♪ｗ
[592.459] tsubame5204: umeYay
[592.528] kuniyoshi8: 楽しんでるなぁｗｗ
[592.633] yusan090: ビースト＊は不味い
[593.018] 斉川: かわゆー
[593.203] maddy2623: Beast＊
[593.378] moviepassion: www
[593.556] (S)switchdv: ｗｗｗ
[593.670] ニル太郎: 辛い
[594.169] 泣き虫サクラ: 気持ち程度の女性要素
[594.603] (S)今井みどり: w
[594.853] Ceciltaisa: ♪ｗｗｗｗ
[594.925] nameless_774: 暑い夜の始まりだ
[594.975] GG_sensay: かわいい
[595.264] (S)ましゅダヨ: ♪？？？？？
[595.899] 是ヒ: だっさw
[595.961] fuan4444: ミンサガを壊すな
[596.178] (S)~MISSING_COMMENTER_INFO~: 踊り子だからね
[597.172] maddy2623: ｗｗｗ
[597.303] teruharu_: ごきげんw
[597.382] ふとんおーしゃん: やると思ったｗ
[598.438] tukumi07: 踊り子だしね
[598.778] titilrin: 踊り子要素
[599.031] orange88: これはひどいｗ
[601.339] forjc3rd: くそだせえええ
[601.397] (S)kakutora_no_o: 一気に可愛くなったwww
[602.549] nino_9r: 名前ww
[603.263] skyfeed: 踊り子要素いれていくぅ！！
[603.626] enuemu3: 音符w
[604.092] no_name_0521: アンドリューモデレーターおるな
[604.361] すいそう: ｗｗｗｗｗｗｗ
[605.114] (S)gularain: かわいい
[605.733] tsubomaru: ひでえ名前ｗ
[607.280] もきち555: ⭐︎じゃないのか
[608.805] (S)箸くれ: ＢＥＡＳＴ♪
[609.948] jigojigo: 音楽活動してる時のベッキーかよ
[611.959] toro0524: 音符の意味
[615.410] (S)ましゅダヨ: 踊り子要素wwww
[615.896] (S)mt7f: 1週目だからそれしかないって意味
[617.756] sh1zuku716: 好きに
[618.152] kuniyoshi8: クラス最初は1個しか選べない感じか
[618.893] すいそう: ビースト♪
[619.834] maddy2623: わかんねンだわ
[619.842] tsubomaru: 旅芸人でいいです
[622.509] arnhmci: 小学生の名付け
[622.693] シャンウー: うわ、音符ついてる
[624.778] みょんみょんあかみ: 後から変えられます
[624.829] prisira: 周回要素か
[625.024] teruharu_: 踊り子としての仁義
[625.436] 是ヒ: 選択肢あるやつもいるのかな
[625.998] enuemu3: こんなふざけた奴が世界を救うのか
[626.096] fuan4444: リメイクだから要素かなり増えとるんな
[626.166] akira_s_: 無しもえらべるの？
[631.660] sh1zuku716: あなた？
[632.452] hobit_ojii: 海賊になろうぜ
[632.919] kuniyoshi8: ウメ
[634.699] 是ヒ: 別なのかよ
[635.030] (S)~MISSING_COMMENTER_INFO~: ディエゴ
[635.683] ポンポン: 曲神やん
[636.692] シャンウー: トイレから戻ったら名前に音符ついてら
[636.727] v_harumi_v: 名前に♪かわいい
[637.992] (S)ましゅダヨ: you( ´･ω･ ` )σ
[638.216] yusan090: でいご
[639.180] sh1zuku716: DAIGO
[641.050] tabibitox: たあぼ
[641.519] hetochan: うめはらだいご
[642.215] (S)すれいまん: Diego
[642.542] akira_s_: DAIGO♪
[643.373] moyashi117: でぃえご
[645.842] sitasitak: バーバラダイゴ
[647.740] ニル太郎: 何故英語
[653.495] (S)ましゅダヨ: ♪つけないんかい
[654.750] sh1zuku716: 強
[658.704] v_harumi_v: BEASTと♪のギャップがいいね
[658.809] kuniyoshi8: 強めの振動ｗｗ
[660.724] (S)箸くれ: 強？
[662.796] ayataka33: ♪つけない？
[663.392] シャンウー: V tuberになったら名前に音符つけてそう
[664.584] すいそう: きたあああああああああああ
[665.567] orange88: 強草
[665.624] (S)kakutora_no_o: ウメバラダイゴ
[666.206] (S)~MISSING_COMMENTER_INFO~: しゃべった！！！
[666.369] gyu_nyuu_pann: BEAST♪
[666.477] akira_s_: はじまる・・・・
[667.304] (S)kirama1097: うおおおおおおおおおおおおおおお
[670.291] inumos: フルボイスだー
[671.008] maddy2623: 嬉しそう
[671.284] gyu_nyuu_pann: きたぁぁぁぁぁ
[671.528] (S)bonanza_death: サガ始まってるww
[671.884] chikachikabonito: PopNemo
[672.162] yuhi_N: うれしい
[672.308] sh1zuku716: フルボイス
[673.281] (S)ましゅダヨ: しゃべるー！
[674.272] nobunobu312: ｲｸｿﾞｰ
[674.305] (S)rt3191: またまたマルディアス
[675.244] gyu_nyuu_pann: フルボイス！！！
[675.485] ごまさんです: ええやん
[676.076] ayataka33: しゃべったー
[676.166] xyz1648: ニューロード
[678.008] bec118_japan: 風邪引かずにすむー
[679.097] daichan1200: jojoっぽい
[679.170] (S)イエール: ういい
[680.636] Papapadad: こんなとこまでしゃべるのか
[681.954] シャンウー: 喋ってくれるんだ 嬉しい♩
[682.404] gorogorogorn: のどに優しい
[682.968] もきち555: 読み上げる必要なし
[684.041] (S)volken3: 初見プレイ時、バーバラ選んで全く訳わからんかった
[684.956] comment3: さすが５０００円
[686.993] teruharu_: 盛り上がるねえ
[687.704] 斉川: 朗読回避
[688.080] pettan_omochi: 旅番組みたい
[688.500] johndoe6523rp: ありがてえ
[689.665] mukade3: もう曲が良すぎる
[690.484] (S)kakutora_no_o: 喉に優しいゲーム
[690.606] 泣き虫サクラ: こんな距離歩けねぇ
[690.730] zanpei501: イクゾー
[695.033] yusan090: この感じアンサガっぽくて寒気がする
[695.036] imokun888: 何かコーヒー飲みたくなるな
[695.827] (S)ましゅダヨ: ラテンだなあ
[697.282] skyfeed: 客かぁ がききたい
[698.174] ごまさんです: jojo
[699.348] 泣き虫サクラ: シルクロード扱いか
[699.843] (S)firefly860130: 朗読いいね
[701.603] 残り8万: イクゾー
[702.170] msyyy: ウメ散歩
[703.163] (S)kakutora_no_o: ﾃﾞｯﾃﾞﾃﾞﾃﾞﾃﾞ
[704.008] teruharu_: これは楽しい
[704.466] GG_sensay: 雰囲気いいな
[704.730] シャンウー: なんか懐かしいなー JRPGって感じだな
[705.509] (S)ましゅダヨ: みんな歩くらしい
[705.777] kuniyoshi8: 各ゲーマー
[705.842] jijipex0527: 顔よw
[706.224] v_harumi_v: 良い値段なだけある。
[711.087] hobit_ojii: いつ見てもへんな形の世界だなぁ
[711.643] shifoncafe: 懐かしいなあ
[714.915] sphere0315: こんにちは、今日はストロクじゃないんですね
[714.962] tukumi07: こっちは東北まで歩いてるから余裕よ
[715.849] snkfkn: オラワクワクする
[717.660] (S)イエール: umeCossack
[717.680] 是ヒ: ワクワクするな
[718.388] (S)すれいまん: ウメ散歩
[718.765] (S)gularain: 色合いがいいんなあ
[720.080] chin_56_: ｱｺｶﾞﾚﾙﾅｰ
[721.764] ふとんおーしゃん: いいねぇ
[722.198] (S)ましゅダヨ: 馬車じゃん！！！
[722.908] v_harumi_v: 馬車楽しいよ
[723.522] (S)sugi_tree3: ね
[725.253] kuniyoshi8: 散歩ちゃうんか
[727.207] palllight: トイレとかたいへんそう
[728.287] (S)蟹右手: 英語ッ
[728.448] oinari6: バーバラの特権
[729.016] すいそう: 昔のRPGみたいな世界行ってみたいよねぇ
[729.693] gorogorogorn: すぐ叶ったー
[730.893] (S)イエール: ひひーん
[732.532] neojapan01010: すんごい揺れそう
[733.140] forjc3rd: 馬車ってkskハイエースか
[733.626] Ceciltaisa: 牧場に効いてみよう
[734.753] ミジンコ隊長: 英語表記なんだ
[735.302] zanpei501: 旅芸人一座
[736.121] シャンウー: 童心にもどる Daigo♩
[736.418] chin_56_: エルマン
[737.014] (S)すれいまん: なんかおる！
[739.367] sh1zuku716: ビーストｖｓジュエルビーストきちゃう？
[739.574] (S)~MISSING_COMMENTER_INFO~: エルマン！？
[740.715] (S)ましゅダヨ: あなたならいくらでもそれ出来るはずだが……
[744.695] tibusa8: イトケンのこういう曲ほんとすき
[744.834] west_dogs: ストクロの大会出るんですか？
[745.263] pugya7: ブルブルブル
[745.895] v_harumi_v: ギギッギギ
[746.046] moyashi117: むっず
[746.082] miyomi344: wwww
[746.203] tsubomaru: このいきなり始まる感じサガっぽいなｗ
[746.264] 大爆発バナナ: ビーストで草
[746.901] maddy2623: スタックした
[746.958] chin_56_: ｶﾞｶﾞｶﾞｶﾞｶﾞg
[747.818] (S)箸くれ: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[749.262] gorogorogorn: エルマンKSK
[749.597] kuniyoshi8: 詰んだｗｗｗ
[749.776] ainame3: 詰んだ
[750.439] toro0524: ｗｗ
[750.748] jijipex0527: w
[752.701] ハパ八: wwwwwww
[753.636] aranami0: すげえ
[754.061] (S)ぎんぎらぎん: ｶﾞｶﾞｶﾞｶﾞｶﾞ
[755.194] シャンウー: もうつんだ
[755.854] no_name_0521: Alt＋Enterでフルスクリーンになる
[755.914] すいそう: モブもフルボイス！？
[757.114] ミジンコ隊長: ボーケン
[758.509] moyashi117: もう詰むｗ
[758.977] (S)ponponguripon: 助かる〜
[760.216] v_harumi_v: 喉にやさしいゲーム
[761.203] (S)すれいまん: こいつ心を読んだのか？
[761.357] (S)~MISSING_COMMENTER_INFO~: 牛
[762.570] yusan090: 外出用かな
[765.067] nameless_774: クソガキ
[765.940] hobit_ojii: 煽られてますよ！！
[766.811] hetochan: 地図をよこせ！
[766.848] fuan4444: ガキにマウント取られとる
[767.613] ミジンコ隊長: あっちいけ！
[767.707] inumos: 初心者煽りされてる
[769.041] shifoncafe: よこせ！
[769.786] ponpon0005: 初狩り
[771.186] (S)~MISSING_COMMENTER_INFO~: あっちいけ！
[771.422] (S)kakutora_no_o: よこせwww
[771.476] (S)蟹右手: この選択肢である
[773.023] 是ヒ: あっちいけ！
[773.235] gyu_nyuu_pann: 煽り
[773.727] tsubomaru: 選択肢がサガっぽいｗ
[774.285] kiton_taichi: ミンサガはカメラ視点移動は出来ない
[775.845] (S)軽く捻るか: ｗｗｗ
[777.471] (S)ましゅダヨ: 煽られてる
[778.905] chin_56_: イッショー
[780.130] シャンウー: え！？なにこれ こんな選択肢出るん！？
[781.229] あり0221: ミンサガだぁ超なつい
[782.680] マジでラブ恋愛中: wwww
[784.026] sugata128: 見るからに初心者おじ
[784.551] kuniyoshi8: ミンサガっぽい
[789.987] ぷりにゃん: 説教されてて草
[790.050] シャンウー: 選択肢でストーリーかわるの？？
[792.281] gorogorogorn: よこせはロマサガ語
[794.496] (S)ましゅダヨ: 20年前の感じでてます
[798.631] niemalsaufgeben: いいこと言うw
[798.813] 泣き虫サクラ: 脈絡ないのがサガ節
[801.069] jigojigo: 全盛期のスクエアの乱暴な言葉遣い
[801.078] sphere0315: フォントみやすっ
[801.079] sh1zuku716: 追加要素
[812.121] (S)kirama1097: うわぁ懐かしいこのテキスト
[813.120] sugata128: ちょこちょこマウントとられるおじ
[814.549] yking0122: うぉ！ミンサガやっとるやん！
[815.266] inumos: 何だこの説明ｗ
[819.403] iomunmun: 煽り
[821.525] pugya7: ほー
[826.644] シャンウー: ようできてはるなぁ
[826.755] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[835.022] (S)すれいまん: うろうろ
