[15.229] 熊ビッグベアー: 1gett-!
[1411.156] x_abu_xx: 端のインパクト超怖いな
[1412.387] tktkappaking: トレモしたほうがよさそう
[1412.954] tabibitox: 削り
[1419.549] takahashiseigi: ウメさん、初日のCPUコンボ、ラーニング済みか
[1423.867] prisira: やっぱ今回はちゃんとコンボルート覚えないとリーサル取れないな
[1438.408] ギアふっしー: しゅーちゅっ！
[1444.986] Zealeigh: luke player = popcorn sounds with fingers.
[1451.190] ギアふっしー: １－１の結末は
[1454.463] japonism: あるある
[1457.540] yousuke778: はしょーげきのあと昇竜CAでいいんじゃ？
[1462.555] (S)m1s4m0: ぽっぷこーんw
[1463.317] ギアふっしー: やすーい
[1473.666] Scaarf: who's the guest today
[1473.746] sndkzfm1: Popcorn 1
[1475.327] (S)jigokunonekomatu: 岸田さんパリィうまいんよ
[1477.142] skater112: legendDrink
[1479.413] パナケン: 強昇竜からSAはいるね
[1482.647] skater112: legendDrink
[1485.107] (S)m1s4m0: go1 eita
[1486.910] ぬるぼっと: バーンアウトって結構してもいいんだね
[1491.178] porcupinepine: CAﾓｯﾃﾙ
[1493.355] Scaarf: tyty
[1493.791] emaplusplus: 音サイコーｗ
[1496.802] hattrickn: おおおおおお
[1496.921] prisira: やべー反応
[1497.558] YTfriendofsquirrel: should just put go1 eita in title people keep asking
[1499.660] x_abu_xx: 人間モダン
[1499.950] tabibitox: さすがの反応
[1500.387] (S)gazesd: まーじで
[1501.851] mmiiacha: umeYay
[1501.955] (S)503_win: まーじか
[1502.018] tama_zx61: 人間モダン
[1502.288] mukiryoku_mkr: うまーーーー
[1502.997] (S)nhhhe: 反応でハメてる
[1505.080] onigiri21: クラシックで！？
[1505.314] (S)brutal9998: ナイス反応
[1505.843] porcupinepine: 人間モダン二号
[1505.961] ukiyo55: モダンやん
[1506.570] shokugo55: まあ回してたな
[1508.636] umesecond: 上のゲージだけ見ててもおもろいな
[1508.821] goat_asylum: WutFace
[1509.032] IKEPON_: うっまー
[1510.523] YTfriendofsquirrel: with his ninja mask its hard to tell
[1510.733] Natsuri_k: 人間モダンが二人おる
[1511.396] だいこん_: クラシックモダン
[1513.598] usizura: バーンアウトしそうになったらガードするより殴られた方がいい駆け引きありそうな気がする
[1514.211] ResFGC: RyuChamp
[1514.589] ootsukemono: スゲー
[1517.139] (S)あきル: C(モダン)
[1517.705] (S)gyu_nyuu_pann: こんばんはー
[1520.532] (S)gyu_nyuu_pann: こんにちはー
[1521.455] takahashiseigi: 見てから反応
[1531.679] prisira: やっぱバケモンだわgo1
[1532.379] sndkzfm1: モダンは甘えおじ
[1547.649] mukiryoku_mkr: パリラの使い方がごーちゃん上手
[1549.119] zeku16: ラッシュで有利取ってのシミー多用するのな
[1555.031] onigiri21: うーーまい
[1556.393] (S)楚々: かっけえ
[1556.958] tktkappaking: コンボたけ
[1557.041] hattrickn: Dゲージに意識がいってSAの使い道忘れるんだよね。ウメさんもGoちゃんもうますぎる・・
[1557.134] pondenring0930: ume
[1557.177] mmiiacha: うひょ～
[1559.483] porcupinepine: おじチェック
[1560.243] だいこん_: 立てないィーッ
[1560.556] pondenring0930: うめぇ
[1560.971] dcdryuya404: コンボの安定感よ
[1561.039] usizura: かっこい
[1561.145] ギアふっしー: おじチェ
[1562.128] sndkzfm1: 何やそのコンボ
[1562.616] (S)brutal9998: おじチェック
[1563.622] ys120: Kreygasm
[1564.255] japonism: 中段ッケイ
[1564.266] halu3: うめちゃんどっち？
[1564.566] guscotu0: 岸田さんの操作音常人の５倍ぐらいするからな
[1573.043] (S)m1s4m0: ウメリュウ
[1574.691] ememeume: umeCat2
[1584.105] japonism: ウメちゃんがルークとリュウの2択でルーク使うわけないだろ！
[1584.711] ootsukemono: コンボくっそムズそう
[1588.131] porcupinepine: この配信で一番大きな音がごーちゃんの操作音
[1595.367] sndkzfm1: ポップコーンGO1
[1599.011] char1iebr0wn: 圧
[1599.052] (S)gyu_nyuu_pann: 岸田襲来してますね
[1606.768] skater112: Pinta pinta
[1620.972] x_abu_xx: コンボ判断マジむずそうね
[1627.345] jojojoy001: goちゃんうっま
[1632.357] ememeume: つよー
[1635.893] kitagawakun: えいたどっかから椅子持ってきたらいいのにｗ
[1644.462] ゴン攻め: お、どぐらに処られた岸田さんだ
[1651.004] kihiro_bq: 見るのに夢中
[1654.859] takahashiseigi: 5はホント、ギルティみたい
[1655.932] sndkzfm1: この2キャラの対戦だけで面白いのは異常
[1657.110] towai8: ゲーセンもそうだけど立ってる方が画面見やすいからなー
[1658.100] ギアふっしー: おー
[1658.313] Zangibal: ゲーセンみたいでいいね
[1659.319] ぬるぼっと: つえええ
[1661.830] onigiri21: つっよ
[1663.073] porcupinepine: 立つのがルールらしい
[1670.075] (S)gazesd: かなり温まってきた
[1679.433] ギアふっしー: ゲーセン式ベガ立ち術だぞ
[1685.935] japonism: どぐらに負けたせいでgoちゃんは鬼になった
[1686.634] x_abu_xx: ベガは6にいないけどベガ立ちは残る
[1697.866] porcupinepine: まーじか
[1700.262] (S)brutal9998: うま
[1708.870] kihiro_bq: スト6は色んな層取り入れなきゃだねえ
[1719.102] mukiryoku_mkr: ジャスパ後はゲージ使わない判断のが結果勝てそうなのも味噌
[1722.351] ememeume: 大成功してほしい
[1726.485] takahashiseigi: まさに、スト6ギルティエディション
[1746.840] だいこん_: メルブラ勢のジャストパリィが光る
[1756.488] hikky722: 前歩き出来ないからゲージ回復しねえ
[1764.971] mukiryoku_mkr: 守りが硬い
[1765.401] (S)tominaga0331: 技の振り方だけで勝ってる
[1770.569] sndkzfm1: おー
[1772.614] char1iebr0wn: ｗｗｗｗｗｗｗ
[1774.015] IKEPON_: ウメちゃんもつええ
[1774.821] (S)gazesd: ﾊｲ
[1775.967] ギアふっしー: ウメout
[1776.179] ukiyo55: wwww
[1777.509] (S)ごまさんです: タイステルール
[1778.223] ironia_: w
[1778.890] rxz_2017: チョウシノンナヨー
[1779.652] _ぷっちょ_: ﾊｲｯ
[1781.428] tabibitox: えいたのゲーム
[1782.191] porcupinepine: eitanoEita
[1783.035] ギアふっしー: えいたのゲーム見せてけ
[1785.232] moricocoa: 同キャラ
[1787.302] kihiro_bq: 圧w
[1789.235] (S)~MISSING_COMMENTER_INFO~: cirO
[1793.623] tama_zx61: 人間モダンミラー
[1794.823] ddsato316: 人間モダンミラー
[1795.068] ootsukemono: 家主も立つ!
[1797.594] mizuki1211: えいたくんが勝てるビジョンが見えない
[1797.687] mmiiacha: えいたのゲーム
[1798.637] hogehoge314159: 人間モダン
[1799.720] onigiri21: 勝ったやつが残る硬派ルールええなぁ
[1799.779] emaplusplus: えいたがんばえー
[1800.351] porcupinepine: 人間モダンvs人間モダン
[1802.118] (S)osarusan26: 一年目のえいたは最強やぞ！
[1804.812] (S)brutal9998: セクシーCM男優のえいた
[1807.078] てべす1103: FPS勢ストリーマーが新規呼び込んでくれるといいね
[1808.734] x_abu_xx: 人間モダン対決
[1811.669] ys120: スト5がまだえいたさんのゲームだった頃
[1812.517] ギアふっしー: 言い訳
[1815.399] emaplusplus: カタコトｗ
[1816.011] gariba12: 立中k真空ってパニカン限定？
[1816.150] guscotu0: 言い訳してる？
[1816.387] roa_silk: 初手言い訳
[1816.392] (S)light_hight: うるさい
[1816.455] LogicalDashGG: ｗｗｗ
[1816.500] zeku16: 中kめっちゃ置くな インパクト返しにくくて振りづらいと思うんだけど
[1817.004] japonism: 言い訳
[1817.175] rxz_2017: 言い訳一閃
[1817.240] (S)gazesd: うるさい…
[1817.960] rt340: 予防線w
[1818.486] だいこん_: うるさい
[1818.653] jojojoy001: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[1818.709] misopotato: 両替機にダッシュしてくるか
[1818.818] yuzubox: 保険かけるなｗ
[1818.886] (S)~MISSING_COMMENTER_INFO~: うるさい
[1820.139] mmiiacha: ｗｗｗ
[1820.485] sndkzfm1: うるさい
[1820.950] 雲丹: ””うるさい”””
[1821.128] ssigemon: 強い
[1821.161] gengoro1198: www
[1822.264] AtomPeter: 草
[1822.856] (S)latenight000: GO1「黙れ・・・格ゲーだけしろ」
[1827.374] (S)~MISSING_COMMENTER_INFO~: バリアー！
[1827.618] ギアふっしー: 一閃ｗｗｗ
[1827.950] mako6912: 保険かけんなw
[1828.065] porcupinepine: とてつもない保険屋さんvsうるさい
[1833.655] jojojoy001: 破天荒
[1841.207] ~MISSING_COMMENTER_INFO~: ijenzOMG
[1841.239] moricocoa: えいたのゲーム
[1844.423] guscotu0: ん
[1845.178] japonism: 赤がgoちゃんかな
[1846.624] rxz_2017: あっ・・・
[1847.198] (S)gazesd: んー
[1852.637] porcupinepine: ｳﾙｻｲ
[1853.101] (S)503_win: あれ
[1853.609] ギアふっしー: ２ｐえいた？
[1856.306] takahashiseigi: 永田、引っ込めw
[1858.544] skater112: Sopleme soy pulmón stan buenas las peleyas
[1868.709] roa_silk: もうごーちゃんは温まってる
[1877.175] japonism: いや、強い方がgoちゃん
[1881.221] ebityper: 後ろで立ってるウメちゃんに笑う
[1883.302] bosssan3: 赤ゴーちゃんぽいな
[1884.808] porcupinepine: コンボの高さ的にごーちゃん赤かな
[1888.224] LGA2011: プレイで誰か分かっちまうよ
[1891.574] skater112: jwongTHUMB
[1894.822] sndkzfm1: ポップコーンGO1は音で分かる
[1898.018] ootsukemono: 後ろのおじさん切ない
[1901.725] (S)jigokunonekomatu: バーンアウトリーサルばっちりやん
[1914.972] char1iebr0wn: まーじか
[1915.584] (S)nitamago33: ごーちゃんつええｗ
[1916.040] jojojoy001: えいた・・・？
[1916.137] ギアふっしー: だめはすぐわかる
[1916.450] hukkenn: kogもフェンもルークで慣れてそうだから、ごーちゃんに同キャラは厳しそう
[1920.901] (S)503_win: ごーちゃんつえー
[1921.121] (S)メタルぱんだ: あれ？
[1924.322] 0314tite: 小ｋにラッシュを仕込んでる方がGO1
[1928.281] mukiryoku_mkr: ベガ立ちをする順番待ちのうめちゃん
[1936.133] guscotu0: ジャスト多めが岸田さん、昇竜多めが永田さん？
[1938.971] moricocoa: 誰前
[1941.791] LGA2011: 誰前
[1943.475] japonism: 最悪のインパクトやん
[1943.929] gariba12: あーえらい笑
[1944.698] hattrickn: あまえたインパクト
[1945.354] (S)brutal9998: すぐパナす方がえいた
[1946.940] takahashiseigi: ルークの弾、やっぱおかしい性能だねw
[1949.049] sndkzfm1: モダン勢は練習相手としては貴重だね
[1950.502] porcupinepine: 人間モダンでシュートともけをハメてきたえいたがなす術もなく・・・
[1952.853] (S)jigokunonekomatu: メガネかけてる方が勝つわ
[1956.294] zeku16: タゲコン入れ込んでもODでケアできるって常にトリガー状態みたいだな
[1962.336] balthazar000: マサもいつか来るかなぁ
[1964.605] guscotu0: 人間モダン
[1974.934] mukiryoku_mkr: でたコパンコアシピッピｗｗｗｗ
[1982.999] tabibitox: 屈中P強すぎやなぁ
[1984.978] (S)fahmy0825: go1 da DBFZ god
[2001.278] pianoniisan: ゴー1どう？最強？
[2008.048] sndkzfm1: ルークも面白いキャラになったな
[2008.334] porcupinepine: 今のところ最強
[2010.304] japonism: モダンでSA1小出ししてると火力レースマジで勝てないんよな
[2013.143] esrever42: 小ｋに仕込んでる音すんごい
[2020.345] jony_avion: スト６こそえいたのゲームか？
[2021.297] guscotu0: っぱモダンが最強って事かこのゲーム
[2022.007] yudedako: 人間モダン対決始まってたぁ～～
[2030.625] (S)osarusan26: あのSA2リーチけっこう短いよね
[2032.213] char1iebr0wn: やった
[2034.946] umesecond: やってそう
[2036.055] shin_akito: ルークはやっぱ運べるな～
[2036.488] dcdryuya404: やってねぇはやってる
[2037.146] mukiryoku_mkr: インパクトまーじで反応できない
[2037.568] (S)503_win: やってそう
[2039.174] ssigemon: やらないと出ない
[2039.183] ギアふっしー: しっかり
[2039.252] (S)jigokunonekomatu: 小足に仕込んでる方が岸田さん。
[2039.492] (S)ごまさんです: おっも
[2040.469] jojojoy001: やばあああああああああああ
[2040.645] (S)nitamago33: かっけえ
[2041.513] hattrickn: かっけえ
[2041.753] mmiiacha: すんごい
[2042.015] (S)gyu_nyuu_pann: やってる
[2044.064] DarkLordSen: God damn
[2044.288] metalmomonja: うおーたおしきるー
[2044.574] prosciu: おおお
[2045.351] ギアふっしー: レバーあるからなー
[2045.886] porcupinepine: 既にももちコンを
[2046.146] (S)gyu_nyuu_pann: すんご
[2046.629] prisira: 格ゲーマーの口癖「やってない」「ごめん」
[2047.196] IKEPON_: コンボたけぇー
[2049.910] sndkzfm1: えいたの悲鳴実況おもれーじゃん
[2051.190] (S)brutal9998: うるさい
[2052.826] hoihoi101010: さすごーちゃん
[2062.148] gariba12: これ体験版ってマジ？
[2063.201] (S)machakyuro: 仕上がってるな
[2064.386] (S)楚々: 格ゲーマーは謙虚
[2071.640] shin_akito: やってねえ！（やってる）
[2074.267] LGA2011: sorew
[2078.063] dcdryuya404: えぐい
[2078.522] onigiri21: つっよ
[2081.599] takahashiseigi: GO1さん、人間性能高いなあw
[2082.053] prisira: ついコンボミスるとごめん言っちゃう
[2084.361] metalmomonja: ｗｗｗｗｗｗ
[2088.002] inago211: 静音ｗ
[2088.046] だいこん_: 立ち小K仕込ダッシュつええ
[2088.746] ギアふっしー: 静音マｗｗ
[2088.768] moricocoa: 静音じゃないともっとバチバチする
[2089.041] ざきおか: ごーちゃんやっとんな
[2089.086] char1iebr0wn: うそやろ・・・
[2089.580] yakizakanada: ｗｗｗ
[2090.063] _ちとせ_: GO1さん、これ体験版ですよね・・・？
[2090.411] hiaaru: まじか
[2090.996] mako6912: 静音？？？
[2092.238] hattrickn: 静音ボタンだったあｗｗ
[2092.539] warotyphoon: うそだろ
[2095.080] Ramen_soul: PridePog
[2095.836] (S)nikukuisugi333: 静音なのかよｗ
[2096.197] Handdons: salve daigozada
[2096.725] (S)tantantatantan: 端がうまい
[2097.033] kihiro_bq: 2人ともないすー！
[2098.148] one596: 破天荒ボタン
[2099.610] roa_silk: 静音でもこの音
[2099.933] misopotato: 音ゲー勢のでもある叩きがね
[2100.210] (S)503_win: 静音とは
[2103.881] (S)あきル: 静音ポップコーン
[2104.446] hato_pizza: ww
[2104.512] (S)machakyuro: 轟音ボタン
[2104.822] (S)んまま: 何回ボタンおしてんねん
[2105.153] mukiryoku_mkr: やっぱりコアコパからのラッシュはなんか制限つけたほうがいいと思う
[2107.761] user_5960: どっちがえいたさん？
[2108.994] amato710: 立ち弱k仕込みあかんなぁ
[2109.596] 雲丹: これはもうGO1専用静音ボタン作ってもらうしか
[2110.150] porcupinepine: クラシックでモダン vs 静穏で爆音
[2110.182] guscotu0: 小足一発で４回ぐらい音してますけど
[2110.669] hogehoge314159: これは今年のSFL、CAG期待できるなあ
[2111.721] LGA2011: ボタンじゃなくて筐体の方で響いてる感じ？
