[3.336] nito1116: radaoMoeru
[83.826] (S)りーふ93: ｱｼｭﾗｳｨﾝ
[84.364] tunamayo1234: わこらだ
[84.763] (S)壱代目: radaoHi
[84.833] (S)コウネ太夫: わこらだ
[84.980] (S)96猫3: wwwwwww
[85.012] becpac: わこらだ
[85.628] (S)LILI00722: わこらだぁ！
[85.643] (S)はむくんだお: radaoKun
[85.679] (S)rmbcrr: radaoHi
[85.815] hi_cactus_: radaoHi
[85.927] Ritsu1211: わこらだ〜
[86.148] nyankichi_773: radaoKun
[86.200] (S)ぺーさんだ: radaoHi
[86.210] potetosard: わこらだ！
[86.393] (S)ぽりごんのすけ: 頑張ってね
[86.789] remittanman: remittanman subscribed with Prime. They've subscribed for 23 months! わこらだ
[86.870] にゃご崎: わこらだ
[86.913] koyaren: なんの話？
[86.945] おの_レエイ_00: わこらだ
[86.955] pigeonso: わこらだ
[87.180] なつおよ: radaoHi
[87.721] starmooni1: わこらだ
[87.755] 弥紅: radaoHi
[88.106] (S)fuyu_dayooooo: fuyu_dayooooo subscribed at Tier 1. They've subscribed for 5 months! 
[88.443] 夜終: radaoHi
[89.057] (S)satiko123: radaoKun
[89.724] めるめ: なんかありぴの通知多いと思ったらwwwww
[89.900] (S)kairodi: radaoHi
[89.930] (S)rmbcrr: わこらだ
[90.064] (S)itijiku_0605: radaoHi
[90.150] nyankichi_773: radaoHi
[90.179] yuki9221omo: radaoKun
[90.321] (S)おるがのる: radaoHi
[90.397] コア21: わこらだ
[90.786] uta_0713: radaoHi
[90.857] 和酒屋: radaoHi
[90.861] nobume0v0: ｱｼｭﾗｳｨﾝ
[91.564] masonbas: radaoHi
[91.666] marumaru_7: わこらだー
[91.717] kotatsu_san: わこらだ
[91.837] めた_: radaoHi
[92.377] (S)m_sakuta: わこらだ〜〜
[92.466] ナリー19: radaoHi
[92.545] (S)minibanbi: radaoHi
[93.204] あんぶれらぁ: radaoHi
[93.532] みそまる_315: ｱｼｭﾗｳｨﾝ
[93.621] riku0572: わこらだー
[94.058] (S)はっる坊: わこらだ 
[94.338] mkn0709: ｱｼｭﾗｳｨﾝ
[94.723] ぼついぬ: わこらだー
[94.842] ナメくじ: radaoHi
[94.953] 愛の林檎: かにりきじかにやね
[94.954] サシモ0626: radaoHi
[95.306] oyunitukaroooo: radaoHi
[95.552] misousukatsu428: わこらだー
[95.830] amar1chan: ｱｼｭﾗｳｨﾝ
[96.046] mira_889: わこらだ 
[96.108] siroeabis: radaoKun
[96.185] (S)めろんちーず: radaoHi
[96.281] yuki9221omo: radaoHi
[96.343] yuya_kura: わこらだ
[96.343] em21__: りきじね
[96.801] (S)きのここ: wwwww
[97.294] omuraisu_nana10: わこらだ
[97.613] rif_chann: 楽しそうっすね
[98.342] Ichigo_Strawberry15: wwwwwwwww
[98.376] 神崎立夏: wwwwwwwwwwww
[98.400] つぶいくら: radaoHi
[98.417] (S)にわすずめ: まじだ
[98.589] luno_snow: radaoHi
[99.084] すいぺりあ: カニwww
[99.325] mego0946: radaoHi
[99.519] (S)m_sakuta: radaoHi
[99.539] (S)nolea_: radaoHi
[99.565] ボ口: りきじだよ
[99.651] (S)imnameak: りきじ
[100.090] 犬ﾚ: りきじ
[100.123] temari_99: わこらだ
[100.148] 愛の林檎: そうね
[100.151] sunomono8: wwwwwwwww
[100.204] (S)もねねん: wwwww
[100.287] ura__5: www
[100.287] mameta45: りきじ
[100.328] IMOSUBE: IMOSUBE subscribed with Prime. They've subscribed for 17 months, currently on a 4 month streak! 
[100.361] kyo_kaaa: wwwwww
[100.441] たかぎ3: わこらだー！ 
[100.533] (S)itijiku_0605: wwww
[100.542] dolphin5926: radaoHi
[100.812] 39_pug: わこらだ
[100.872] oli_liriri: ほんまやww
[100.896] (S)haruneo_s: わこらだ
[101.001] saketyaduk25: わこらだ
[101.102] rif_chann: radaoKun
[101.136] tonma0410: わこらだ
[101.373] nobume0v0: wwwww
[101.825] (S)わらびもち_11: wwwwww
[101.832] おじょーー: りきじwww
[102.046] えりさ_: www
[102.462] myugi39: かにりきじかにだよ
[102.687] sjindoa: wwwwwwww
[102.710] 宙海: わこらだ 
[102.727] のいたぬ: radaoHi
[102.737] ruu_ha: ほんとやww
[102.772] ka_rya: カニりきじカニです
[102.931] (S)ameneko64: radaoHi
[103.266] aoisorazora: りきじでは？
[103.366] kujirai___: ｱｼｭﾗｳｨﾝ
[103.480] (S)kamiyu0306: radaoHi
[103.497] らだおだいすけ: わこらだ〜
[103.504] mikannn_0117: wwwww
[103.573] (S)あるみ屋: wwwwwwwww
[103.750] waterdragon131: nqrse名前ｗ
[103.802] 2jqtpja: わこらだ
[104.003] ayunosioyaki0223: www
[104.078] まだら25: wwwwwww
[104.224] ron_33329: radaoHi
[104.228] オレオおおおおおお: wwwwwww
[104.651] 神崎立夏: どんな蟹や
[104.671] mizusakura0326: wwwwwwwww
[104.694] yaaanagi_09: radaoHi
[104.871] みーだん: よく気づいたなww
[104.878] きなこもち46: わこらだ
[105.085] sosko3260: wwwwwww
[105.122] hiiiikaaaaru: りきじ、、
[105.402] きょぴ: ｗｗｗｗｗｗｗｗｗ
[105.532] ra1two: わこらだ
[105.577] すいぺりあ: りきじwww
[105.595] (S)_みみっく_: radaoHi
[106.203] crow_d27i7: ちからにだよ
[106.420] かんこ: わこらだ
[106.581] Rino_238: りきじ
[106.641] んさく: りきじwww
[106.670] sutera_917: わこらだ
[107.044] tukky1208: りきじさん
[107.115] せきつい: 出たりきじさん
[107.254] (S)nnc_1103: わこらだ
[107.299] (S)あるみ屋: ほんまやwwww
[107.548] のらごま: なんでわかってんwww
[107.553] shurimino: わこらだ
[107.811] (S)たこのきゅーばん: radaoHi
[108.004] (S)ackasia: わこらだ
[108.174] ssss_mudkip: radaoHi
[108.424] まふふうぃんぐ: りきじwww
[108.428] (S)めしゅ麻呂: つまり蟹
[108.475] hr_nanoon: わらこだ
[109.446] (S)さつまいもおいしい: radaoHi
[110.184] (S)snow__forest: わこらだ 
[110.609] 雪狐0143: りきじwww
[110.730] kuduki52: wwwwww
[110.871] ryufuuu: radaoHi
[111.102] 愛の林檎: よく知っとる
[111.112] jtjeragmguasxjgsa: わこらだです！
[111.269] (S)nnc_1103: radaoHi
[111.377] rif_chann: radaoHi
[111.414] (S)pion32: わこら
[111.575] (S)sora_mameee: wwwwwwwww
[111.585] (S)らあくちゃん: 本名
[111.681] chikumi_: わこらだ
[111.928] (S)レロキャン: わこらだ
[112.310] (S)きのここ: 切り抜き見たわw
[112.446] 雪代: radaoHi
[112.629] 宇宙に浮かぶひつじ: わこらだ
[112.643] yoneRu_: radaoHi
[112.669] alice_scarlet25: わこらだ 
[113.218] (S)にわすずめ: wwwwwwwwww
[113.312] そふぃ3: カニ参上ってこと！？
[113.356] つぶいくら: わこらだ
[113.465] んさく: wwwwwwww
[113.549] iriss3535: wwww
[113.579] noguttyan02: わこらだ
[114.913] 五色椿: わこらだ
[115.315] えりさ_: あ
[115.769] reina0173: radaoHi
[116.195] nakihai556: wwwwwwww
[116.263] hr_nanoon: わこらだ
[116.283] バナナチ: radaoHi
[116.436] 愛の林檎: wwwwwwwww
[117.216] kyouka_ky: radaoHi
[117.248] haru_chan92: カニ力二カニやね
[117.274] (S)かなこい: わこらだ！
[117.595] (S)baceneKo: www
[117.754] (S)mentaikooooooooo: mentaikooooooooo subscribed at Tier 1. They've subscribed for 5 months! 
[118.148] oyunitukaroooo: www
[118.378] dia0_o: わこらだ
[118.431] nobume0v0: www
[118.621] めるめ: 昨日最下位だったから…
[118.637] dokukinoco: なんかあった？
[118.690] (S)sora_mameee: 無双を捨てた
[118.726] miyamiya138: wwwww
[118.757] ゆあたまご: わこらだ
[118.942] (S)脱力_: わこらだ
[119.135] ボ口: バニ君www
[119.754] ペネロペ: www
[120.144] えりさ_: wwwwwwwww
[120.373] ﾊｲﾌﾝ: www
[120.423] (S)izayoi_77: あれ？
[120.588] (S)mijyu2525: radaoHi
[120.702] (S)niku_aburami: www
[120.930] (S)レロキャン: radaoHi
[121.175] くろざき: wwwww
[121.243] dakerun559: こんにちは
[121.339] shamu_ra: わこらだ
[121.350] kagura_kiba: wwwwww
[121.396] (S)mijyu_711: わこらだ！
[121.684] (S)脱力_: radaoHi
[121.785] (S)inuyo: 勝てVanillaww
[122.341] mai161116katatumuri: radaoHi
[122.729] mirina017: wwwwww
[122.750] mikan_san: 熱い男になっちまった…
[123.017] maasan25254: radaoHi
[123.217] (S)なんでもいい: www
[123.354] (S)zuzucco_zu: みんなおもろいwwwwww
[123.602] kuduki52: 無双は?w
[123.816] sopomuisu: radaoHi
[124.650] 雪華0830: わこらだ〜 
[124.743] hima_norita: radaoHi
[124.761] (S)きのここ: ｗｗｗｗｗ
[124.833] arareruru: radaoHi
[125.023] パンタタ: わこらだ
[125.131] Rino_238: ばにwww
[125.249] Koa_1127: radaoHi
[125.604] manatsuyu0719: わこらだ 
[125.873] (S)96猫3: ハム太郎
[126.122] tukky1208: 熱いなあwww
[126.314] ayunosioyaki0223: radaoMoeru
[126.904] dia0_o: ｱｼｭﾗｳｨﾝ
[127.117] ayato0609: わこらだ
[127.150] sansyoku_dango: わこらだー
[127.286] チャマチャマ: wwwwww
[127.422] kyo_kaaa: 無双さんがwww
[127.555] aaai_938l: ハム太郎やん
[127.804] murasaki_chan: radaoHi
[128.663] itsu0000: radaoHi
[128.751] moomino652: わこ！
[129.138] なっつ122: わこらだ
[129.359] 黒川るぅか: 2日目最下位だったから...
[129.469] touhu2553: www
[129.475] okome_maan: わこらだ
[130.953] (S)96猫3: ハム太郎w
[131.174] raruaaa: wwwww
[131.244] あっすー_: わこらだ 
[131.374] (S)a_mondoKojio: 熱い男
[131.421] tsuyuki77: radaoHi
[131.450] なぷスタ: わこらだ
[131.578] akachanpetto: わこらだ
[131.752] 1010tento: ｗｗｗｗｗ
[132.223] (S)nekomar_1225: わこらだ
[132.884] にぃぃぃ: 勝てｗｗｗ
[133.539] ぱゆゆ: radaoHi
[133.602] 宇宙に浮かぶひつじ: wwwwww
[134.065] (S)ベニマル: wwwwwww
[134.195] (S)みみミみ: わこらだ
[134.414] そふぃ3: 無双を捨てたwwwww
[134.802] take_otake_: 無双どっかいっちった
[135.038] えりさ_: www
[135.261] (S)にわすずめ: wwwwwwwww
[136.121] (S)sora_mameee: 情熱のバニラｗｗｗ
[136.169] (S)紺いろ: radaoHi
[136.680] syachoo_: チーム名はハム太郎なんだww
[136.929] yuusyan0804: わこらだ
[137.219] (S)kalk_335: radaoHi
[137.223] soramame222: わこらだ
[137.765] あっすー_: wwww
[138.725] 愛の林檎: wwwwwwwwwwwwwwwww
[139.032] rimirimi1205: radaoHi
[139.742] もかこーひーー: わこらだ
[139.753] itoyu_62: radaoHi
[140.007] ユーベイファン: radaoHi
[140.237] ボ口: cptと闘ってるからな…
[140.521] frogflingpstfst: radaoHi
[140.790] mix_xooo: 熱すぎww
[141.426] konnit: わこらだ
[141.493] luca24992: radaoCry1
[142.114] 零羅: 無双捨てたか
[142.321] mikan_san: リスナー視点
[142.394] ringo288: わらこだ〜
[143.404] kuduki52: 勝てになっちゃってるw
[143.479] (S)a_mondoKojio: 無双できず熱くなったから
[143.648] (S)G4Lam: わこらだ
[143.879] (S)きのここ: wwwwww
[144.615] そたちら: wwwww
[144.670] nyarin_0302: radaoHi
[145.483] ウォルフ_: わこらだー！！
[145.626] ayato0609: radaoKun
[146.346] (S)ログリア: わこただ
[146.441] kanoaaa8: かにりきじかに
[146.634] (S)baceneKo: おねがいばにーらｗｗ
[147.735] (S)ko_do_1123: わこらぁ
[147.755] sjindoa: wwwwwwwwww
[148.872] のせ太郎: のせ太郎 subscribed with Prime. They've subscribed for 15 months! radaoHi
[149.521] (S)にわすずめ: 素晴らしい
[149.796] (S)sora_mameee: 原型がないｗｗｗｗ
[150.116] hiii_0501: わこらだー
[150.581] 恭華: わこらだ
[150.697] mikannn_0117: www
[151.178] えりさ_: wwwwww
[151.309] toamo1255: radaoHi
[151.569] ichi__go: わこらだ
[151.571] jtjeragmguasxjgsa: radaoPikon
[152.625] もちちゃんまん: わこらだー
[154.725] dokukinoco: 草生えてるヘンディにもふれてあげて
[155.699] (S)zuzucco_zu: みんな名前カナ半角にしてほしいわww
[156.141] jeyqrea: わこらだ
[156.299] 愛の林檎: ハム太郎おらん？
[156.359] riren_92: わこらだ
[156.578] syobon_1: radaoHi
[156.601] kakyouin0726: radaoHi
[156.815] sumin5602: わこらだです。
[157.013] katagiriharu: ｱｼｭﾗも半角そろえよ
[157.056] (S)めろろろ: わこらだ〜
[158.183] tetoram: radaoHi
[158.442] (S)IF_Then018: IF_Then018 subscribed at Tier 1. They've subscribed for 11 months! 
[159.043] bianca11051208: わこらだ
[162.219] ichiha_0401: むそうりゅうきじゃなくなってる笑
[162.351] (S)あるみ屋: ヘンディー前後に草生えてない？w
[162.372] そたちら: わこらだー！
[162.497] ぱぷりか_: わこらだぁー
[162.780] Ishio_62113125: 今起きた
[162.883] muzako658: わこらだ 
[163.618] mizuri_____: わこらだ〜
[165.386] いとみ: わこらだ 
[166.227] onemu3_3san: わこらだー
[167.134] 神崎立夏: wwwwww
[167.371] 麗葉: わこらだ～
[167.430] okome_maan: がんばえ〜
[167.651] waterdragon131: トイレ
[167.918] pinatuna_0o26: ｱｼｭﾗファイト～！
[167.936] toumyou_2525: わこ
[167.990] (S)nail3011: わこらだー
[168.169] (S)itijiku_0605: 議題
[168.361] osato9654: わこらだ 
[168.379] (S)ayanonn0708: わこらだ
[168.599] (S)あるみ屋: 議題…？
[168.908] (S)baceneKo: お
[169.305] tukky1208: トイレか
[169.338] nanyasore: わこらだ
[169.452] ~MISSING_COMMENTER_INFO~: radaoHi
[170.673] jeyqrea: radaoHi
[171.215] (S)Murasaki_IM0: radaoHi
[172.199] (S)Fukenn59: わこらだ
[172.362] (S)めろろろ: 議題？？
[172.873] ホトトギス: トイレやな
[172.961] (S)sora_mameee: がんばる
[173.053] nyankichi_773: 議題？
[173.410] ayunosioyaki0223: 頑張る了解
[173.651] hoshi_54: わこらだ
[173.866] seminar1774: わこらだ
[174.141] 魔神モマン: ディベートすんの？
[174.493] Ishio_62113125: トイレか
[174.545] 宇宙に浮かぶひつじ: 議題？？？
[174.564] (S)nekomrnn930: radaoHi
[175.654] mikan_san: 昨日はトイレだったが…
[176.371] (S)itijiku_0605: ｶﾞﾝﾊﾞﾙ
[176.415] 神崎立夏: トイレ？
[176.451] _ヴォク: またトイレ？
[176.999] ichiha_0401: ｶﾞﾝﾊﾞﾚ
[177.240] miyamiya138: 頑張る
[177.241] Rino_238: がんばる
[177.761] dokukinoco: アンチ上に来いと祈る
[177.811] (S)sorachan11729: radaoHi
[178.275] kyo_kaaa: トイレやな
[178.770] あまりんだ: わこらだ
[178.906] 神崎立夏: ん？
[179.087] waterdragon131: トイレ頑張ろう
[179.602] (S)umekkko: わこらだー
[180.421] (S)IF_Then018: 討論するんか
[180.476] (S)にわすずめ: あ
[180.682] ayunosioyaki0223: ？
[180.741] tugussiy: わこらだ
[181.328] ryuto1129: わこらだ
[181.556] (S)sora_mameee: ん？
[181.777] dokukinoco: あ
[181.920] (S)めろろろ: 議題：頑張る
[182.056] lodensteijn: あ
[182.372] touhu2553: あ
[182.699] 神崎立夏: え？
[183.237] (S)baceneKo: あ
[183.276] (S)96猫3: ん？
[183.444] (S)sora_mameee: あ
[183.560] sutolaba: あ
[183.596] 愛の林檎: え
[183.801] ~MISSING_COMMENTER_INFO~: あ
[183.822] nyankichi_773: がんばる
[183.919] (S)めろろろ: あ
[183.984] frogflingpstfst: あ
[184.039] miyamiya138: あ
[184.368] sunomono8: あ
[184.594] paseri_da: あ
[184.704] えりさ_: え
[184.859] (S)torue_p: らっだぁおる
[184.920] (S)ayanonn0708: あ
[184.985] チャマチャマ: あ
[185.076] 雪狐0143: あ
[185.129] omomo67: あ
[185.161] かっぴーと: あ
[185.399] hima_norita: あ
[185.486] おちゃだにょーん: わこらだ
[185.595] melonmelo_: あ
[185.632] (S)あるみ屋: あ
[185.652] みーだん: え
[185.747] mizusakura0326: あ
[185.848] すいぺりあ: あ
[185.859] ボ口: あ
[185.871] (S)itijiku_0605: あ
[185.915] hr_nanoon: w
[185.962] オレオおおおおおお: おいおい
[186.041] ペネロペ: あ
[186.063] (S)にわすずめ: やってんなぁ
[186.240] kagura_kiba: え
[186.330] nyankichi_773: あ
[186.420] yururano_0: え
[186.744] raruaaa: あ
[186.748] ホワイトお餅: え
[186.932] saketyaduk25: あ
[186.954] みるく猫: わこらだ 
[186.976] mokupachi88: わこらだ
[187.356] すてらいつ: あ
[187.399] jha2_: あ
[187.416] riren_92: あ
[187.600] (S)脱力_: あ
[187.639] touhu2553: あーあ
[187.705] non_tako: わこらだ
[187.729] (S)楓_くん: わこらだー
[187.776] charlotte0ra: あ
[187.855] show_918: あ
[187.955] mikan_san: お前マジか…
[187.995] んさく: あ
[188.023] Rino_238: あ
[188.982] waterdragon131: まだ抜けれる
[189.197] kawaharaya: あ
[189.376] syachoo_: まだ間に合う
[189.393] みるく猫: え
[189.533] ichiha_0401: あーあ
[189.596] のせ太郎: あ
[189.640] えぬあい: あーあ
[189.666] えりさ_: なにしとる
[189.679] (S)りーふ93: あ
[189.803] woodm9o: あ
[189.890] nigi_udon: までぃか
[189.995] (S)混沌の青: あ
[190.094] (S)なんでもいい: あ
[190.333] (S)96猫3: あーあ
[190.512] Rabbit_2b: わこらだ
[190.540] Hinori0228: 終わった...
[190.695] muutori: わこらだ
[190.728] miyasan08: radaoCry1
[190.799] dokukinoco: コソ練してたんか
[190.897] めるめ: ビジネスだったってこと？？？
[190.928] 縮緬雑魚: アイデンティティが
[190.937] なぷスタ: 変えてこい
[191.012] ペネロペ: あーあ
[191.119] ロストジェラシー: わこらだ
[191.220] koyaren: 今すぐ変えてこい
[191.288] narurin0927: うーわ
[191.337] みーだん: 何で着替えてんだよ
[191.449] すずすず: 裏で外してるってこと？
[191.451] mayoi_baum: おわった
[191.486] (S)レロキャン: あ
[191.534] (S)楓_くん: radaoHi
[191.676] tukky1208: あーあ
[191.817] eihire0730: あ
[191.824] omomo67: やってるわ
[191.860] rinka59: radaoHi
[191.873] kyo_kaaa: あーあ
[191.877] ツキカゲ05: あ
[192.095] (S)knowrta: あ
[192.351] nyankichi_773: あーあ
[192.376] (S)めろろろ: まじかよ
[193.099] 銀河ポテト: あーあ
[193.231] mix_xooo: あ
[194.090] (S)きのここ: あーあ
[194.117] (S)sora_mameee: マジか…
[194.167] ホトトギス: まだ間に合う
[194.178] (S)m_sakuta: あ
[194.267] Rabbit_2b: まだいける
[194.344] rsir12: 勝て❗️！
[194.494] そふぃ3: え
[194.615] (S)つむじのきもち: 変えたの？？
[194.729] (S)あるみ屋: あーあ
[194.742] 神崎立夏: わかっててクソキモにしてたと？
[194.877] (S)脱力_: あーあ
[194.905] nakihai556: あーあ
[194.914] (S)kurono1627: なんで変えたんだよ
[194.930] 弥紅: あーあ
[194.949] peng1130: あーあ
[195.061] kyo_kaaa: 萎えた……
[195.169] touhu2553: おわったな
[195.209] kanoaaa8: あーあ
[195.579] toubun__: まだまにあう
[195.805] nemu2038: この試合捨て？
[195.840] sutolaba: アイデンティティ消えたな
[195.920] n_chon: わこらだ
[196.067] なぷスタ: あーあ
[196.124] (S)めろろろ: まにあう
[196.356] nyankichi_773: あー
[196.421] sweat0226: 今変えてこい
[196.517] (S)sora_mameee: あーあ
[196.737] noguttyan02: あ
[196.800] okome_maan: はい、負けです
[196.900] ~MISSING_COMMENTER_INFO~: まずい
[197.228] 蕩ける料理: わこらだ
[197.372] 年中頭痛: めちゃバカにされてたよね
[198.120] スペルタン: まだ間に合う
[198.289] narurin0927: あーあ
[198.345] (S)あるみ屋: 変えるなよ…
[199.039] なぷスタ: 負けちゃう
[199.155] waterdragon131: 式下がったね
[199.175] (S)purin_31: あーあ
[199.182] (S)めろろろ: まだ間に合う
[199.236] nobume0v0: あーあ
[199.324] kohakutou0: あーあ
[199.398] kagura_kiba: あーあ
[199.404] ﾏｲﾁｮ: あーあ
[199.417] ペネロペ: まじか
[199.522] (S)suzunoki_712: あーあ
[199.765] 雪狐0143: あーあ
[200.741] とこい: radaoHi
[200.749] tukky1208: 急いでいけよ
[200.988] ryo_ngz: 1戦目捨てたな
[200.990] mini0908_17: あらら
[200.998] (S)らあくちゃん: 負けたな
[201.638] 愛の林檎: あーあ
[201.759] (S)m_sakuta: おわったな
[201.984] karashi_333: わこらだ
[202.260] kawasemi2525: あ
[202.811] woodm9o: なんでなん？
[202.945] えりさ_: wwwwwwwww
[202.997] (S)めろろろ: あーあ
