[7.348] (S)さいこりてぃ: こん塩～
[268.886] (S)桜乃ちゃそ: 人間ぶっ殺しゾーン
[269.156] (S)ジュリアーノ: あ
[269.213] 大六天魔王: まちょに落ちはないw
[269.233] テミト: はい
[269.382] zannennako: オチの無い部屋
[269.416] (S)蛙田いぶき: wwwwww
[269.588] 竹の下ぽんず: おはようございます 
[269.602] u_tan86: オチがないw
[269.814] (S)ひるお: ありがとう
[269.814] (S)ぺんた326: wwwwww
[269.836] (S)頑者: え
[270.356] momoyagi0: wwwwwwwwwwwwwwwwwww
[270.572] (S)nanachan0617: どう面白くするんだw
[270.800] (S)o_tiii: fantas22Osimai
[270.824] patto_1023: wwwww
[270.883] till1022: ｗｗｗｗｗｗ
[270.931] (S)banndana5115: これモノマネの方か?w
[270.995] (S)bonehead51: これは察しの悪い方？
[271.029] (S)alkesituhaya: ま
[271.176] (S)ururisa: ベティ知ってんのか答えろ！！
[271.213] (S)c_world_: www
[271.236] (S)guridebi: はいwwwwww
[271.643] (S)alohapon: ｗｗｗｗｗ
[271.874] e_t_o__: wwwwww
[272.005] とと緑: おっけー
[272.030] (S)rebecca_76star: 無視 wwww
[272.117] (S)べねでぃくと: www
[272.228] (S)citrus1780: wwww
[272.331] (S)tarako_0420: 草
[272.561] (S)YAMATO00_RoueN: 終わった人www
[272.682] (S)心霊君: wwwwwwwww
[272.808] (S)uwantea: はいｗｗｗｗ
[272.815] 暇人1231: www
[273.316] (S)alkesituhaya: ちょ
[273.397] (S)~MISSING_COMMENTER_INFO~: wwww
[273.943] (S)じゃがいも揚げ犬: お覇王
[274.132] (S)hagaaa666: はーい！
[274.209] (S)dakr5123: wwwwwww
[274.640] (S)katton_ex: はい
[274.650] クオハユ: 「はい」
[274.919] yukitwitch14: wwwww
[275.117] rt340: はぁい！w
[275.159] (S)darkun_1115: おしまいw
[275.390] (S)スカイライン乗り: wwwwwww
[275.578] tekka_o: はいwwwwww
[276.449] (S)suzu25012: wwww
[276.459] bg_mgn: はい
[276.777] jedaiyuki: 諦めないでwww
[277.864] (S)steeee_oki: wwwwww
[277.891] (S)セバス_: 一旦滑ってるか？
[279.037] 10花: はい
[280.331] (S)~MISSING_COMMENTER_INFO~: 継続すな
[280.351] (S)sigure_181: www
[280.552] patto_1023: 事故です
[280.699] (S)Lizbet1452: Lizbet1452 subscribed with Prime. They've subscribed for 7 months! 
[281.441] (S)fj_psun07: はい！おしまい！
[281.769] テミト: かわいそう
[283.314] (S)おかず1210: 落ち
[284.345] (S)たけのこ2555: fantas22Osimai
[285.771] るるこる: www
[287.736] りゆ_02: 貰い事故
[288.002] perorintyo: ストグラでも私文書偽造ってあるのかな？
[288.211] ebitiri135: 諦めちゃったw
[288.981] (S)アジ7864: fantas22Osimai
[289.023] アル1118: 正直あめあなさん好き
[289.070] kojimako3: 一旦まちょか
[289.848] (S)dakr5123: fantas22Gg
[291.100] (S)もーーーたん: wwwwwww
[291.291] (S)jinta135: 放送事故
[291.398] stone_river0704: 予想はまちょかな
[291.446] (S)earl2socks: まちょどうしたの？
[291.525] (S)かぐらんチャン: いい落ち
[292.554] (S)am1no_3: 強制終了ｗ
[293.177] (S)uwantea: これが正解か
[293.358] kemuri2133: まちょってるw
[296.676] (S)桜乃ちゃそ: ま、ちょ
[296.789] twitch_akazunoma: 滑るとかじゃない、恐い
[297.347] jedaiyuki: まちょ壊れたか？w
[297.396] (S)nanachan0617: どうやって面白くするつもりなんだw
[298.067] ニッポニウム: 事故始まり、くぅ〜
[298.700] mame_012: 急に終わったww
[299.393] k140316: 終わらせたw
[299.818] tententen333: 人間ぶっ殺しゾーンは知ってる？
[301.192] (S)rebecca_76star: まぁ まちょって感じだわw
[301.324] captentoriton: 終わった人じゃなくて雨穴ね
[303.102] yukito127: ｗｗｗｗｗｗｗ
[303.369] (S)sigure_181: なんのやり取り？www
[304.054] (S)ryoji_0422: 触ると滑らされる！にげて
[305.211] ひなた_1020: (   ᐕ)ﾅﾆコレ
[305.958] (S)~MISSING_COMMENTER_INFO~: 一旦仮採用に戻そう
[309.299] jedaiyuki: そすさん居ないか
[309.461] (S)深部太郎: 今空気凄かったなw
[311.213] もかもかぁ: ソース？
[313.552] すこる: 今日の滑りは誰だ
[314.334] (S)陥没祈祷丸: 普通に謝罪してほしい
[314.349] (S)7es_k: 😘
[314.716] (S)mmmarichan: fantas22Nice
[316.331] (S)ninnjinnbee: 静止命令ヒューマン
[316.380] (S)あっと_: うけつ
[317.094] (S)earl2socks: パーフェクトそす
[317.729] (S)egimebaring: まちょの本領発揮やwww
[317.882] tocca00: うけつ
[317.951] (S)yahoo1192: 巻き込まれ事故やんけ
[318.394] (S)ぺんた326: うけつさん？w
[318.806] (S)udon_54: まずは静止命令だろうが
[319.249] すこる: 変な家の作者だよね
[319.295] (S)桜乃ちゃそ: う、けつ
[319.696] オオゼキ: 雨穴
[320.424] (S)りぶらんぬ: 雨穴さん
[321.768] kuro_5417: パーフェクトヒューマン
[322.137] ymuc3305: うけつやね
[322.195] (S)landmark1000: 雨穴 うけつ あめあな
[322.280] guri_gura_125: 雨穴
[322.632] kakumikeneko: まずは静止命令
[322.689] tensasasa: 雨穴じゃない？
[322.723] (S)ccc020202: 雨穴
[322.736] (S)taroimo_118: うけつさんやね
[323.652] asobuhimajin: うけつ
[323.892] (S)rick12237: まずは静止命令だろ
[324.181] (S)bleach_stg: 雨穴さん（うけつ）
[324.556] (S)栁生: 作者
[325.355] (S)arbkj: パーフェクト、ダーマー
[325.569] (S)kenamimii: う、けう
[325.870] bg_mgn: あ、な
[325.871] yamuwdjt: 結局何がしたかったんや？
[326.056] (S)えむけー珈琲: うけ、つ
[326.386] 大六天魔王: 雨穴さん
[326.386] (S)~MISSING_COMMENTER_INFO~: 私たちもわからん
[327.287] (S)bonehead51: 雨穴ね
[327.603] おれんじくん: うけつって読む
[327.997] (S)黒葉ロン: まずは静止命令だろ
[328.270] tekka_o: 変な間取りの作者です
[328.701] (S)guridebi: ちいがわ並に事故るね
[329.452] yukito127: うけつ知らないんか
[331.085] (S)junneko55: 変な家の人
[332.266] (S)landmark1000: オモコロの記者の人
[334.181] (S)生のイモ: またちいかわ系か
[335.490] (S)トリむねにく: のってあげたんかｗ
[335.860] (S)suzu25012: 殺⭕️部屋があるやつの人
[336.881] クオハユ: 変な家の作者のパロディ
[337.318] とと緑: 流行りやね
[339.240] (S)darkun_1115: 知らない
[340.537] びーびー3: 怖い話のか
[340.910] Ghv3GjB3: 動画から最近映画化してたね
[342.469] (S)スカイライン乗り: 変な家？
[347.014] サクたろさん: そもそもウケツってなに
[348.487] (S)cure_tenga: 雨穴（うけつ） 変な間取りを紹介する人
[348.957] (S)kafuka15: 黒い全身タイツに白い仮面
[350.080] tamukich: またまちょちゃん
[352.466] 大六天魔王: コスプレや
[354.410] yukito127: お
[354.508] chinky_pong: アメアナグランデじゃね？
[357.186] DeeDeee000: 栗原
[358.385] (S)かぐらんチャン: お
[359.583] tekka_o: 窓のない子供部屋であってる
[359.781] (S)えむけー珈琲: 人間ぶっ○しゾーンだよ
[360.668] 萎えなすび: なんか早くね
[366.712] (S)りぶらんぬ: うけつさんね
[371.750] (S)ぺんた326: うけつさんねw
[375.626] yukito127: おおおお
[375.963] (S)市ノ宮権之助: 雨穴知らないか
[377.994] (S)landmark1000: きたあ
[380.540] yukito127: ナイスタイミング
[381.744] (S)~MISSING_COMMENTER_INFO~: さすSAYだよ
[386.048] りゆ_02: 仕事でき
[391.404] (S)かぐらんチャン: バーも買っちまうか
[391.827] (S)onsen9674: fantas22Muscle
[392.219] yamuwdjt: たらり？
[397.053] yukito127: さすsay
[400.838] tak9029: ホラー小説化のYUTUBERさん
[405.444] (S)かぐらんチャン: ずぅさんのゲラ聞きてえよ
[407.188] イタズラ黒うさぎ: さすがSAY
[408.062] (S)ururisa: ぜんぜんわからん
[408.726] (S)udon_54: 元ネタはうけつ
[409.542] (S)PINODAY0: わかんない
[410.809] rockri___: だれやろ
[411.063] joukunuoj: 仕事できすぎる
[411.308] (S)でじたま: 俺も雨穴知らんかった
[411.317] yyy01111: わからん
[411.981] (S)landmark1000: オモコロでホラーコラム書いてる人
[412.530] れんぴょこ: うけつやろw
[413.914] (S)mmmarichan: fantas22Muscle
[415.172] みんみん458: うけつさんてYouTuber
[417.061] (S)kami_q51: 雨穴さんやね
[419.038] (S)nanachan0617: そんなかんじ
[419.711] (S)alohapon: ほえー
[419.817] (S)雁木茉莉: わからない…
[420.477] kojimako3: 人増えたから薬拠点増やすのか
[422.319] (S)りぶらんぬ: 白い仮面かぶってる人
[422.541] ペロロロン: 変な家知らない？
[422.543] (S)ジュリアーノ: かわいい
[422.789] (S)darkun_1115: あのやりとりの方が怖かった
[423.735] びーびー3: ですよね
[424.379] 大六天魔王: 雨穴(うげつ)っているホラー系youtubeやってる
[424.472] おれんじくん: うけつゆうてるでしょw
[424.961] (S)luca_vivi: いつの間にか始まってた
[425.254] (S)生のイモ: ホラーこわい？
[425.318] (S)xxxxxhiroxxxxx: うけつもわからん
[425.855] (S)せどさん: せどさん subscribed with Prime. They've subscribed for 7 months! 
[426.850] (S)arusa_02: 都市伝説知ってるのにｗ
[428.142] (S)スカイライン乗り: 変な家だね
[429.237] yukito127: ん？
[430.074] (S)辛麻婆豆腐: 雨穴面白いから見て欲しいな
[430.331] (S)ryoji_0422: ふーん
[430.769] (S)chibokokokok: ？
[431.587] (S)na7se_: 雨穴（うけつ）オモコロの人やね
[431.688] (S)ぺんた326: ミステリーやね
[431.985] とと緑: おもちろいよ
[433.653] (S)陥没祈祷丸: 壁穴のあえ
[433.661] (S)kenny5823: かわいいｗ
[433.844] (S)~MISSING_COMMENTER_INFO~: あれ？
[434.710] (S)c_world_: ん？
[435.068] (S)sewdo_o: ？
[435.106] himajin_235: へー
[435.240] (S)ururisa: へーそんなに
[435.943] Ghv3GjB3: んまぁ
[437.079] りゆ_02: 肉の質？
[437.287] koraku0902: ん？
[438.109] zannennako: そうだね
[438.207] アクヱリ: 雨穴さんのパロディのパロディ
[438.680] tep411: wako
[438.818] (S)あいど0727: 楽よね
[440.041] (S)勇者ヒンメルならそうした: わこつ
[440.249] (S)horizonkkfr: 肉食ったのか
[441.118] (S)toshideath4649: 天文館にもできました
[441.323] (S)suzu25012: 逆に行ったことなかったんやね
[441.633] (S)ゆうたくん: ホラゲーやってくれ
[441.709] falco_xyz: ふぁん太vs貞子
[441.898] (S)ばうむ99: こんばんはー
[441.980] yukito127: 年収1億あるのに！？
[442.318] (S)ippaioppi: 行ったことない
[442.526] stone_river0704: 1人で食えるのいいよね
[444.112] (S)alohapon: そんな美味しかったんか
[444.394] (S)輪入道: 美味しいの！？
[445.295] とと緑: ほう
[446.228] (S)udon_54: がっつり怖いよりムズムズするミステリー感あるホラー
[446.850] tententen333: 高いっけ？
[447.499] (S)ぽっしぃ: ｗｗ
[447.847] イタズラ黒うさぎ: うっけつ君ですw
[448.960] (S)頑者: 知らないネタは乗らないよなほんとｗ
[450.112] (S)fifth_96: fifth_96 subscribed with Prime. They've subscribed for 9 months, currently on a 9 month streak! 
[450.236] (S)ゆうたくん: 盛るなよ
[450.474] asyugon: わこつ
[450.615] (S)でじたま: ｗｗｗｗ
[453.795] (S)airjam2000: 革新的だよね
[453.896] (S)rebecca_76star: え？
[455.016] (S)~MISSING_COMMENTER_INFO~: 盛りすぎ
[455.374] (S)ccc020202: やっば
[455.401] (S)モルト_416: 1人で行きやすいから好き
[457.471] mashuru_1218: 水はまじで飲む
[457.970] (S)landmark1000: まあ飲むよね
[458.725] guri_gura_125: 盛りすぎだろ
[458.799] (S)生のイモ: まあまあ飲んでんね
[458.966] (S)darkun_1115: 流し込んでる
[459.026] konata_3: わかる
[460.401] (S)ururisa: わかるわかる。のむ
[460.924] ~MISSING_COMMENTER_INFO~: 血圧上がるよ
[460.959] (S)のるんくん: わかる
[461.000] (S)am1no_3: 雨穴＜焼肉ライク
[461.146] (S)かぐらんチャン: さりげなく盛るなw
[462.183] harutya_ptpt: わかる
[462.936] (S)o_zappa_Y: 王でも高いのかーライク
[463.454] (S)ずー3: ピッチャーあったか
[463.627] makoto_0324: ︎︎👍
[464.128] Ghv3GjB3: 消化悪くなったりしないの？
[464.825] (S)no_lack_6: ご飯食べるとき水のむのわかるｗｗ
[464.984] ~MISSING_COMMENTER_INFO~: 一緒だw
[465.125] (S)~MISSING_COMMENTER_INFO~: 下痢になるよ
[465.786] (S)ぽっしぃ: わかるｗｗｗ
[466.142] (S)ばむるく: 関さん以下ね
[466.696] (S)c_world_: 1日だとどのくらい飲むの？
[467.330] (S)landmark1000: 飲まないと食えない
[467.586] (S)回遊魚人: 自分用の蛇口ありがたいよね
[467.835] (S)フルパワーアフロマン: やば
[468.713] (S)PINODAY0: わかる
[469.750] みんみん458: それわかる
[470.389] (S)モルト_416: わかりますw
[470.606] (S)tapiokakun2525: わかるなー
[472.066] (S)ちゃんからゲーマー: ワシも一緒だ(笑)
[472.489] (S)スカイライン乗り: わかる
[473.051] tocca00: わかる
[473.351] すこる: ピッチャーで
[474.406] (S)ゆうたくん: 手あらうとこね
[474.561] kurobuchimegane_: それはわかる
[475.036] gaison0606: 分かる
[475.287] (S)YAMATO00_RoueN: わかる
[475.701] (S)yukidarum4n00: わかる
[476.466] (S)cure_tenga: わかる
[476.596] (S)ジュリアーノ: わかる
[476.802] (S)m0ur1_313: わかる
[477.031] (S)ぺんた326: わかる
[477.637] momoyagi0: 分かる
[477.758] (S)ボロポス: わかる
[477.936] オオゼキ: わかるわぁ
[477.998] lalu06: ライクののりべんすき
[478.092] (S)じゃがいも揚げ犬: わかる
[478.215] (S)はお07: わかる
[478.791] (S)rebecca_76star: ピッチャー？
[478.953] (S)yahoo1192: わかる
[479.156] (S)~MISSING_COMMENTER_INFO~: わかる
[479.334] (S)suzu25012: わかる
[479.385] (S)alohapon: わかる
[479.784] (S)エンペリ: わかる
[479.962] (S)_なこ_: たしかに
[480.014] (S)~MISSING_COMMENTER_INFO~: わかるー
[480.185] (S)輪入道: わかるうう
[482.417] (S)ぽっしぃ: ピッチャーじゃ足りないんよね
[482.435] (S)トリむねにく: セルフがいい
[482.634] tatisjrfan23: それわかるー
[483.768] harutya_ptpt: めっちゃわかる
[484.007] yukito127: wwwww
[484.014] (S)生のイモ: なか卯はピッチャーで置いてあるからいいよな
[484.681] jedaiyuki: www
[485.192] (S)こしつぶのハーフちゃん: wwww
[485.412] badmiral3446: 1Lはないけどわかる
[485.625] (S)~MISSING_COMMENTER_INFO~: wwwww
[485.778] (S)sigure_181: 分かるわ
[485.815] (S)ぺんた326: wwww
[485.862] 10花: わかる
[485.986] (S)sewdo_o: 確かに
[485.997] (S)horizonkkfr: 常温が良い
[486.028] (S)ippaioppi: 定期ｗ
[486.181] (S)scottkunn: たしかにい
[486.242] (S)ryoji_0422: 一蘭がいいね
[486.767] yt9653: わかる
[487.199] (S)temoteee: 卓上手洗い機
[487.559] イタズラ黒うさぎ: 寿司はお茶なイメージがw
[487.979] (S)ccc020202: ｗｗｗｗｗ
[488.015] (S)ゆうたくん: かわいそうｗｗ
[488.981] オオゼキ: wwwwwwww
[489.202] (S)かぐらんチャン: wwwwwww
[489.296] jedaiyuki: ナツメ…w
[489.410] soramame1210: wwwwwwwww
[489.505] (S)c_world_: www
[489.543] yukitwitch14: wwwww
[489.626] (S)Madao2222: またで草
[489.917] momoyagi0: wwwwwwww
[490.565] (S)mmmarichan: 両方欲しいよね
[490.646] (S)horizonkkfr: 悲しい
[490.794] (S)蛙田いぶき: かわいそうwwwww
[490.803] (S)PINODAY0: かわいそう
[491.114] (S)rick12237: 手洗うとこね
[491.159] (S)airjam2000: なんなのｗ
[491.408] (S)ururisa: お前もう入れ！
[491.644] (S)canariaww: またｗｗｗ
[491.862] rinori_ddd: www
[491.927] (S)Boya_05: もううち入れよｗ
[492.058] 暇人1231: またww
[492.155] (S)ぽっしぃ: イネヌコｗｗｗｗ
[492.642] (S)おかず1210: かわいそすぎる
[492.714] svbvt: 水とお茶頼む
[492.934] era2212: w
[493.130] (S)べねでぃくと: www
[493.452] yyy01111: wwwwww
[493.554] (S)rebecca_76star: wwwwwww
[494.384] (S)mitsuya001: 一蘭は？
[494.524] (S)guridebi: ぼぼぼっちwww
[494.585] (S)darkun_1115: いつも1人ね
[494.641] falco_xyz: 牛丼屋のお冷や神
[494.713] minmin5557: またww
[494.932] (S)りぶらんぬ: もうノーリミやん
[495.149] (S)ひるお: コンセル潰れた？w
[495.811] けんじーじ: www
[496.232] abt_0502: なつめ何してるんだw
[496.309] (S)bonehead51: wwwwww
[496.527] tatisjrfan23: もうノーリミにこい
[496.534] hitorigotuu: ずっと1人だねwww
[496.645] (S)cure_tenga: かわいそうｗ
[496.758] ヤーマン8: イネネコw
[496.856] (S)辛麻婆豆腐: ww
[496.894] (S)kyo_fny: ピッチャーで水置いてあるとこ最高や
[496.976] さおゆ: あれぎゃくよな
[496.988] (S)no_lack_6: お湯と水の奴欲しいよなー
[497.111] 10花: ｗｗｗｗ
[497.368] イタズラ黒うさぎ: またw
[497.992] satufate: 人少なすぎやろw
[498.190] (S)~MISSING_COMMENTER_INFO~: もうノーリミやん
[498.614] (S)buju: ナツメなにしてんねんｗ
[498.850] (S)azicaiow: もう合併せいやwwwww
[498.998] (S)しろうと: もうNLやん
[499.054] culeaa: もうノーリミこいw
[499.728] (S)トリむねにく: わかるわかるわかる
[499.916] (S)頑者: もう抜けろｗ
[499.930] (S)suzu25012: また1人なんか笑笑
[499.937] leoding22: コンセル最近全然起きてないんか
[500.150] yukito127: wwwwwww
[500.502] (S)真なる我: 可哀そうｗ
[500.706] jedaiyuki: www
[500.752] (S)no_lack_6: ｗｗｗｗｗ
[501.089] (S)cocochu_u: またww
[501.295] クオハユ: ｗｗｗｗｗ
[501.395] minmin5557: wwwwww
[501.426] (M)Nightbot: 【Twitter】https://twitter.com/Fanta_JPN
[501.517] マキシマムなハラミ: wwwwwwwwwwwwww
[501.568] (S)alohapon: ｗｗｗｗｗｗｗｗｗｗｗ
[501.923] (S)ゆうたくん: えｗｗｗ
[501.960] (S)sagiri_nnn: wwwwww
[502.410] momoyagi0: ！？
[502.616] (S)ぺんた326: ひどwwww
[503.210] (S)もーーーたん: wwwwwwwwwwwww
[503.243] (S)PINODAY0: んでだよwww
[503.558] (S)catina5456: ｗｗｗｗ
[503.647] りゆ_02: ひど
[503.838] (S)~MISSING_COMMENTER_INFO~: コンセなんでそんなIN率低い？ｗ
[503.886] (S)earl2socks: ｗ
[504.051] zannennako: www
[504.467] era2212: ひでえw
[504.587] (S)バロン67: ｗｗｗｗｗｗｗｗ
[504.678] (S)bonehead51: ナツメ〜
[504.817] jedaiyuki: LUL
[505.284] (S)スカイライン乗り: wwwwwww
[505.365] ボンジョヴィ: コンセルもう機能してないｗｗ
[505.438] (S)tarako_0420: クソワロタ
[505.451] (S)ccc020202: いいいねー
[505.503] (S)c_world_: wwwwwww
[505.521] (S)~MISSING_COMMENTER_INFO~: いいね
[505.941] till1022: ｗｗｗｗｗｗｗｗ
[506.093] (S)べねでぃくと: wwwwww
[506.510] (S)rebecca_76star: wwww
[506.763] (S)kohaku0782: SeemsGood
[506.892] sirokuma_777: もう仲間にするかw
[506.970] (S)yukidarum4n00: コンセル潰れた？w
[506.984] royroy_2525: w
[507.212] ヤーマン8: wwwww
[507.308] ffrk12121: もう合併しろよｗ
[507.484] (S)udon_54: 悪いわー
[507.928] (S)でじたま: ｗｗｗ
[508.610] (S)landmark1000: 横取りきたり忙しいな
[509.046] hidegaruru1019: 鬼かよw
[509.535] (S)ryhac191: さすがボス
[509.756] 10花: やばｗｗｗｗｗ
[510.125] (S)~MISSING_COMMENTER_INFO~: 最高だ
[510.200] yt9653: wwww
[510.255] (S)horizonkkfr: まぁねwww
[510.461] (S)kuropang: もう合併吸収しちゃえ
[510.664] (S)tapiokakun2525: ひでぇw
[510.676] (S)bonehead51: wwwwwwwwwwww
[510.729] (S)cocochu_u: wwww
[510.794] yukitwitch14: wwwwwwwwww
[510.851] (S)yuuto0206: ファン太のトプ画みて焼肉ライク食うとファン太と食ってるみたいで楽しいし美味いよ
[510.882] (S)~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[511.322] (S)kafuka15: fantas22Syankzu
[511.414] みんみん458: やばすぎwww
[511.910] himajin_235: 火種yzね
[511.962] tocca00: エゴイストだから
[512.176] (S)kyo_fny: 人数いるのにいらないよなw
[512.230] mimisui: セイジパターンでくるかw
[512.340] shi_noidb: wwwwww
[512.881] ele_kamikaze: ヌコ、ノーリミの柱になれ
[513.104] (S)かぐらんチャン: コンセル潰れたんか？w
