[13.659] 02zegu: ブブ
[668.473] こがや: 岩手の滝沢村に「お食事処Do」っていうボリュームが狂った店あるんだけど、ワープのとき通ったりしないかな
[668.557] (S)ｾﾀﾒﾝ: 三国鼎立
[668.709] てつのすけ_: ampmどこ行ったの
[671.512] ~MISSING_COMMENTER_INFO~: 田舎民としてはファミマよりサンクスのほうが多かったから困惑した
[672.346] neon_d99: ココストアとかも統合されたからなぁ
[672.819] umesecond: ミニストップ結構希少だけど品はいい
[673.282] nosveral: 外国で日本食を作った後
[673.464] 売れないバンドマン41: 店で焼いてる山崎パンめっちゃうまい
[673.534] spica1987: サークルｋとファミマ合併だっけ？
[675.011] masarin763: ラッキーピエロは函館や
[681.476] daruma2597: サークルｋはファミマが吸収したんじゃ
[682.962] mako6912: デイリーヤマザキは実質パン屋だろw
[688.914] hyatt000: 御者
[689.221] ca2ca2: ミニストップはパフェ
[690.560] thunderbolt0422: 味噌汁ありがてぇな
[696.334] yoshikawa_yo: 車GO
[696.850] usa451: フランチャイズのとこか
[698.311] LEE4646: こっから車移動？
[698.645] datyuranosuke: こっからワープか
[698.814] akky987: サークルKはファミマに買い取られたよ
[701.435] rokusuke96: Doはさっき歩いてとおりすぎてきちゃったよ
[701.690] animarotta: 散歩プロジェクト中に体重計のってますか？
[703.745] 新ころりん: デイリーヤマザキはお店でパン作ってるトコもあるよね
[703.785] mifune1046: デイリーヤマザキ限定で「ランチパック具材2倍」あって最高でした
[703.849] fin_fannel: 手作り！？
[704.044] いがぐりころころ: 自作！？
[704.441] anpoku46: anpoku46 subscribed with Prime. 
[706.562] レクター泣かせ: ファストトラベル？
[707.832] 閃光の: どこの田舎ですか？
[709.133] スクルドちゃん: サークルＫがファミマの買収されたのも10年くらい前やで
[710.341] (S)pos888: ファストトラベル
[710.749] sistersguitarreplica: ホットスパーっていうのがあった
[711.221] Ceciltaisa: 正直サークルKの時の方が好きだった
[714.453] 閃光の: 多分あかん
[716.577] 猫神寝猫: ミニストップはどこで覇権取れてるの？
[716.967] x_abu_xx: 山に入るので車ワープ
[718.552] (S)yukke85: 魔物地帯か
[722.593] 芋之山: ワープか
[727.151] LEE4646: 山越えか
[727.198] Mrk111: @猫神寝猫 幕張
[729.417] woo00001: どこまでワープ？
[729.421] (S)ふふふた: ふふふた subscribed with Prime. 
[729.908] ~MISSING_COMMENTER_INFO~: サラダ巻きが好きだった
[733.001] もきち555: サークルKはファミマに飲み込まれた
[735.466] こがや: @rokusuke96 ちょうど通ってた・・・ありがとうございます
[735.885] Phenomer: パフェとファストフードのクオリティが高い
[736.395] fin_fannel: kskの出番来た
[736.911] (S)mondosumio: mondosumio subscribed with Prime. 
[737.380] nakanohito_22: ウメちゃん的にkskの運転は快適？
[739.707] しいたけもぐもぐ: am/pｍの弁当がおもろかった
[739.993] (S)ｾﾀﾒﾝ: ピザはテンフォーだったな青森
[740.912] 閃光の: 東海地方サークルK多い
[743.432] buri_0811: サンクスの焼き鳥ﾂﾖﾂﾖ
[744.432] ファーペン: オレンジハートがいいなあ
[744.538] ca2ca2: 道の駅か？
[747.301] ライム_: ここ山道？
[753.521] neon_d99: セブンが比較的都会抑えてて完全に魏
[754.587] てつのすけ_: ミニストップはソフトクリームなかっら死んでた
[757.483] 新ころりん: 多分このさきじゃない？
[760.766] ca2ca2: ここまだ山じゃない
[760.838] のぞみくん: スカイリムの馬車かな
[760.879] yoshikawa_yo: NPCの馬車はやーい
[761.533] 猫神寝猫: 幕張めっちゃ納得しましたw
[762.321] Mrk111: 車はっや
[766.675] ~MISSING_COMMENTER_INFO~: KSKワープ
[767.185] (S)hone253: NPCの馬車w
[768.885] ~MISSING_COMMENTER_INFO~: ファストトラベル
[770.903] 新ころりん: 歩道無しはアカン
[771.332] animarotta: 車おじさんめっちゃ頼もしく見える
[775.511] fin_fannel: ウメさん耳抜き出来る？
[775.860] ライム_: 危ない場所は回避やな
[778.848] みんら: ここからは魔物が出るからな
[782.596] (S)ｾﾀﾒﾝ: スカイリムはじまった
[783.655] lun__01: 便利NPC
[784.210] 芋之山: イベントのムービー中みたいな感じ
[785.074] puriea: 山越えのための車移動？
[785.769] (S)kireboshibasyato: ファストトラベル
[786.564] (S)tilia211: この動く馬車凄いなぁ・・・
[786.708] もきち555: NPCが連れてってくれるところ
[787.248] (S)ys120: 車の悪魔
[788.274] thunderbolt0422: オヤジの背中
[789.134] mahiro_8: NPC優秀すぎる
[791.864] QUENCH666: Cheer100
[793.312] ohigekujira: ペガサスの馬車
[795.273] スクルドちゃん: ローソンの社長の息子はファミチキが好きって話おもろい
[795.846] しいたけもぐもぐ: 地形効果エグい
[796.315] bakedonion: 最近魔物が出る峠
[797.351] (S)machakyuro: 馬車だ
[798.794] 4jou_half: 田舎のコンビニって駐車場バカ広くていいよなぁ
[801.273] balthazar000: 確かに歩道が貧弱に
[801.915] 新ころりん: NPCの背中が大きい
[802.948] lun__01: 仲間と喋るシーンだよね
[804.229] 閃光の: あんまり褒めると調子に乗るよ
[804.413] chin_56_: 乗ってくかい
[804.710] poposuke: ノンプレイヤーキャラクター
[807.541] ロイヤルロッホ那賀: ところで君の名前は？→入力画面
[808.579] ddb365: 乗せていったあとやられるパターンのヤツ
[808.924] Sorachan1144: 今日まだ歩くの？
[809.750] invisible_focus: 頼もしく見えるけど借金背負った背中なんだよな
[810.086] こがや: おいおい運転手さん、ほんとにこの道でいいのかい・・・？展開に期待
[810.777] ふかしいもん: ここら辺の魔物は強いぜ！(熊)
[811.047] woo00001: 岩手山見える？
[812.022] kobi3070: 飛空挺
[812.564] mifune1046: このNPC攻撃したらどうなるの？？
[814.689] (S)machakyuro: でも戦闘が起こったら出ていかないといけない
[815.551] (S)katuo3_: 明日は１０万ゴールド要求してくるぞ！
[816.436] keroggu1: そろそろ誰か脱落者出してくれよ
[816.481] さきがみ: トンズラブラザーズみたいな
[821.016] アンインストール: 戦車が来るメタルマックスのNPC
[821.801] nakanohito_22: ウメちゃんってタバコ吸わないの？
[824.990] ebifuryai: ２周めは車縛りプレイだな
[828.204] ライム_: NPCもこの先魔物がでるって言ってたもんな
[830.847] ddsato316: オープンワールド系のNPCの運転は危険
[830.851] Mrk111: 歩いてるの馬鹿みたいになるくらい早い
[831.531] 1108044k: 歩道ないな
[832.825] ca2ca2: たまに鹿おるからね、ここら
[842.854] paul1984jp: 斜度やばいな
[843.100] (S)ｾﾀﾒﾝ: 岩手山は左後方か
[843.147] ssGRiDM4N: 歩道無いから車か
[845.624] (S)machakyuro: 車縛りって車しか使っちゃダメなの？ｗ
[846.533] 満ニラ: すごく静かw
[846.814] 4jou_half: その運転手急に行き先変えて魔物に変身したりしない？
[856.432] しいたけもぐもぐ: なんか、車内しずか
[856.550] chin_56_: おいおいこの馬車編だぞ
[858.989] ca2ca2: 大更ホルモンが一応名物
[859.160] (S)shinobuchan4649: KSKが事故ったら格ゲー界が終わる
[864.808] アンインストール: ウォーキングデッドって車でゾンビ引きまくればよくね？
[865.025] のってる: 歩道ないと杞憂勢が騒ぐからな
[865.373] nakanohito_22: アールいきてるか！？
[866.116] fin_fannel: 作業車の帰り道w
[867.127] (S)machakyuro: さすがに休ませてあげようｗ
[867.270] Mrk111: この速度なら夜には弘前だな
[867.930] mako6912: みんな疲れきってる
[870.974] thunderbolt0422: みんな疲れてるんや...
[871.055] nikkoria_: Is the trip over?
[872.613] (S)しゅごいよ: 静寂が流れておる
[874.335] ゴン攻め: おい、怪しいなこのNPC
[875.437] minaro331: この後襲撃イベントあるからまんたんしとこう
[876.182] みんら: 「ナビを入れてなかった」→裏切りの伏線
[879.071] しいたけもぐもぐ: 野田さんっていつからアールやってるんですか？
[883.329] ~MISSING_COMMENTER_INFO~: 梅原さんは時敏小学校？
[887.730] さきがみ: kskが格ゲー界を支えている
[888.913] akitama0224: 今どういう流れ？
[890.863] spring__thief: この道は危険が危ないな
[895.685] mogai555: 突発イベント発生するぞ
[896.242] (S)machakyuro: 道に迷ったことにして変なとこに連れて行くんですね？
[902.214] invisible_focus: じょびん？
[904.808] (S)pinkdark01: じびんって読むんだ
[906.945] (S)shinobuchan4649: 野生の生き物飛び出してきそうでこわい
[907.697] 1108044k: ジョビンｗ
[907.838] こがや: モンスターハウスを車で突破しています
[910.155] ~MISSING_COMMENTER_INFO~: 弘前城から近いですね
[913.321] thunderbolt0422: w
[913.590] neon_d99: 車はやいなマジで
[914.725] Phenomer: まずいｗ
[916.499] ainame3: 見た目山賊っぽいしな
[919.169] kalfo2051: 影にツノ生えてない？
[919.974] nakanohito_22: 時敏って一中学区だっけ？
[920.613] (S)ys120: 64分の1で発生する紫色のKSKの車に乗ると隠しダンジョンに行ける
[920.981] affairluck: 歩道が狭いから５㎞ワープだって
[921.246] kitori_17: クマー
[926.335] バチ0628: NPC「貴様らはここで死ぬのだ」
[927.703] lclc98765: ジョビン！？
[930.656] ビフィダス: ジョビン
[930.896] datyuranosuke: 文明の利器すげえ
[932.872] Mrk111: はちまん…たいシティ
[933.163] mifune1046: 来週の金曜日のスト6のイベント楽しみです！
[933.344] taroumaruh: ガードレールもないし 車で正解やね
[937.500] mogai555: ジョビンはスト６で帰ってくると思いますか？
[937.960] (S)machakyuro: 確かにこの道を歩くのは怖い
[938.582] Sorachan1144: はやｗ
[940.900] しいたけもぐもぐ: はえー。。。
[942.661] UNCHI123456: ジョビンこれに誘わなかったん？
[943.638] しいたけもぐもぐ: もうあるくのか
[946.177] nohohon13: 今どの辺なの？
[946.492] milanor02: 八幡平シティw
[948.269] fin_fannel: え、もう？
[950.045] nosveral: 日本の道路の優れた品質
[953.404] chin_56_: ここが貴様らの墓場だ
[956.173] thunderbolt0422: 車はえ〜
[957.553] akitama0224: 山道ワープか
[958.715] のってる: そういやスト6でホントに復帰するんかな？ジョビン
[959.678] kitori_17: 今ナビを入れてます
[960.008] しいたけもぐもぐ: あるきたくないまである
[962.050] (S)tilia211: イベント発生か？
[968.214] ~MISSING_COMMENTER_INFO~: 弘前城から1キロくらいですね
[969.462] taroumaruh: 盗賊イベか？
[975.327] (S)machakyuro: 仲間があらわれた
[975.357] スクルドちゃん: 暗くなる前に山道越えないとマジで落ちる
[975.850] 4jou_half: ナビ入れるふりして仲間の魔物呼んでます
[976.848] celsior_chan: kskの今日の宿は多分→の道の駅ですｗ
[978.512] もきち555: ここから先別料金？
[980.215] のぞみくん: 罠か？
[984.806] みんら: 盗賊に合図送ってる
[985.382] kaigaizei: NPC「続きは10万ゴールド」
[987.758] (S)shinobuchan4649: この先でキーファが離脱するよ
[987.768] neon_d99: 城下町か
[987.770] ca2ca2: ホテルいくならこの先左
[988.984] nohohon13: もうすぐなんだね
[993.684] mogai555: KSK「お前も敵か？」
[995.184] animarotta: 最近東北の実家帰ったけど、ど田舎でも家の数だけ生活がある、仕事があると考えさせられる
[1002.216] ファーペン: 絵面こわ
[1004.287] yoshikawa_yo: NPCのふしぎな石板
[1006.214] kitori_17: 異形のモンスターがそのうち周りを取り囲むのか
[1006.347] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[1008.763] grrrrrapevine: 正直ここから平坦な道はほぼ無いよね
[1010.439] neon_d99: ざつｗ
[1014.965] アンインストール: それ東北に限らん
[1020.794] (S)kireboshibasyato: 「あれ調子がおかしいなぁ、みんなちょっと降りてくれるかい？」
[1021.398] mogai555: りらんちゃんには会いたくないんだね
[1026.397] のぞみくん: 終盤かふぇ氏が裏切るぞ
[1054.668] arcueid_kushagara: 今どこらへんですか？
[1058.149] thunderbolt0422: えいたマメだねぇ。モテそう
[1060.259] kituneudon0727: 車内色々くっついててすごい
[1061.137] 猫神寝猫: ウメハラの伝説  KSKの仮面
[1065.434] のってる: 結婚式って配信するの？
[1067.129] (S)hone253: えいた嫁がツイッターでのろけてましたよ！！
[1068.557] ビフィダス: ちぇっ
[1068.638] koudai715: 4jou_half: ナビ入れるふりして仲間の魔物呼んでます ＞ 面白すぎです
[1080.513] てつのすけ_: おおおお
[1081.489] syururun: 後半有料？
[1085.145] mogai555: 後半は有料
[1085.741] daruma2597: 駅前じゃなくて温泉の方にいくのかな？
[1089.062] kitori_17: こっち見たｗ
[1090.193] ~MISSING_COMMENTER_INFO~: wwwwwww
[1091.536] レクター泣かせ: チラっ
[1092.273] もきち555: うめちゃんの挨拶も配信のっちゃう
[1092.810] yoshikawa_yo: 無言
[1094.197] myodent21: ウメちゃんの挨拶も配信されちゃうのか
[1094.448] aranami0: チラッ
[1096.824] たけあき: 結婚式配信すると泥酔したウメハラが登場する
[1097.625] バチ0628: あのNPC怪しいぞ
[1098.109] (S)machakyuro: 一瞥して終わるの怖いｗｗｗ
[1098.731] fin_fannel: 見やがったw
[1103.793] kiton_taichi: ウメさん、挨拶の言葉考えなきゃ
[1104.587] (S)jinkun80: チラッ
[1105.253] lun__01: このNPC信じていいのか？
[1105.945] mogai555: ガードレール外に飛び出すぞ
