[20.299] suhifire: おそーいｗ
[1204.509] (S)蝉時雨: あれ、リーサルやと思った
[1204.650] 残り8万: おおお
[1205.808] ei1eN: いい勝負だ
[1208.029] (S)nagasaki3662: リーサルミス？
[1208.052] PoppinVeinZ: Ooof
[1208.186] erisuk: ケンの難しさ
[1208.608] (S)gyu_nyuu_pann: おおお
[1209.141] (S)latenight000: リーサル力の話か
[1209.572] doomosan: ハメコ知識詰め込みまくってる
[1211.885] hiro_chan: おちんついて
[1212.020] kimie_white: コンボ判断難しいゲームだ
[1212.913] (S)日本語かな: 奮迅OD昇竜でおわってた？
[1217.172] naryuhama: ムズいんじゃ
[1221.586] maddy2623: この試合、まだ見れる～～
[1223.471] かべ_娘は双子: かべさん「足んねえ！！」
[1225.702] (S)gyu_nyuu_pann: ケンってかべさんだけ？
[1226.070] ei1eN: ジャスパのかべ
[1227.885] doomosan: パリィつよ
[1228.988] mujina627: どっちも色が見づらい
[1229.545] isekai7153: コンボ選択むずすぎん？ｗ
[1229.706] オワオワタ: ハメコは解説者向いてるよね
[1234.961] のりゆき0125: ケン、かっこよ
[1239.954] 残り8万: スト6は攻撃できれば全然逆転あるよな
[1242.466] ruiruiryo: コンボ添削
[1243.404] (S)latenight000: 真上は落ちないから飛ばれた時点でキツイのよねぇ、空対空ぐらいか
[1244.722] 1rioreusu: ラストゲームだ
[1245.820] クラクラ777: めくりのとびって強すぎない？
[1247.734] (S)otyenco: 人のを見てイメトレするのもいい
[1252.411] HirocoT: 答え合わせ配信
[1254.549] Hiraki16133: ハメコさんはプレイヤーとしてもすごいんだろうなあ
[1259.796] sengoku_iori: CAだとゲージ２本削れる
[1261.779] isekai7153: ありゃあ
[1264.224] hiro_chan: ノブレきたー！
[1266.045] (S)gyu_nyuu_pann: あああ
[1268.711] ei1eN: 次キチパかな
[1269.671] はやお閣下: これだけ知識がある人が弱いわけないでし
[1269.792] (S)蝉時雨: ハメコランク結構高いっしょ
[1274.296] mec314: リリーは大会にいますか？；；
[1274.971] hikky722: ウメハウスつえー
[1275.432] nyapittu: ケンのコンボルートもうあまり迷ってないですか？
[1276.865] akira_s_: おじリーグを生き残っていれば
[1278.898] aranami0: ２人
[1279.125] tabibitox: 1人だけ
[1281.088] tarako7016: 一人
[1281.245] (M)(S)Moobot: Twitch Prime に登録すると無料でたくさんの特典があります → https://bit.ly/2YE2nLB
[1282.537] hiro_chan: ルーク最強れ
[1283.135] niemalsaufgeben: 流石に強い
[1284.143] jagajaga1943: 一人
[1284.285] (S)ノア1844: これでも予選の予選です
[1284.294] オワオワタ: 把握してないの草
[1285.190] np2np: 一人
[1285.687] naginagi99: 最終的に１人
[1285.760] (S)morinagasyuya: そう
[1285.998] (S)gyu_nyuu_pann: そう
[1287.747] (S)thgosii: good games
[1289.861] sengoku_iori: 各グループ２人かな？
[1290.226] gorilla_osaka: ハメコさん普通に強いよ
[1291.437] isekai7153: おお やりこんでるねえ
[1292.877] akira_s_: リフティング
[1293.174] rt340: 1人なんだ
[1294.247] shifoncafe: すげー
[1296.055] 4444446666: ガチ君ゴルフしてそうな恰好してる
[1299.384] sengoku_iori: １人かー
[1299.709] nakao86: 南アフリカ行きは勇気いるなぁ
[1301.127] usa451: 最悪金で行ける
[1302.821] oleo0227: 1人だけが南アフリカ行きか
[1303.074] mine_dance: お足玉
[1303.176] (S)latenight000: 予選の予選
[1304.776] shiemi483: 観戦側は倒しきれたって判断しやすいけどプレイしてると判断難しい！
[1304.954] aranami0: あれ？２人が先に進むんじゃなかったっけ
[1307.101] ei1eN: 長い道のり
[1309.706] (S)gyu_nyuu_pann: おおー近づいてきてる
[1309.915] らみはい: LCQにでれる
[1310.001] (S)towai8: 今は予選の予選の準決勝リーグ
[1310.065] ichi_gatsu: 現地だっけ
[1310.164] hukohuko: LCQ招待制だから
[1311.269] 1108044k: ゴルフ草
[1312.030] kaigaizei: 優勝者はLCQ参加を支援される
[1312.292] maddy2623: ２人＋２人の決勝４人ってことでは
[1312.389] オワオワタ: レッドブル組手ってそんなハードル高いのか
[1313.256] gorilla_osaka: 向こうでLCQ
[1314.691] tabibitox: LCQの渡航費出してくれる予選
[1315.909] 母の日ですお母さんに: キチパ
[1317.241] ei1eN: アリスケン
[1317.501] feel2525: LCQに行ける権利
[1318.600] (S)otyenco: あと7年もあるのに急ぐねー
[1318.833] jigokunonekomatu: 南アまでのチケットくれる
[1319.625] njpw2017: LCQへの参加券を争う大会
[1320.918] TUBE_MAN: 当日予選への出場権
[1322.485] (S)日本語かな: ケンのコンボに関しては対戦見ながら最適コンボ解説できるの？
[1322.539] kimie_white: ***
[1323.415] 1108044k: やばい
[1323.622] (S)gyu_nyuu_pann: lcqあるんだ
[1324.240] (S)osarusan26: ただ優勝したら現地のお金は世話してもらえる
[1324.319] hiro_chan: 南アフリカ行きの飛行機チケット争奪戦
[1324.491] pondenring0930: ありすケンさっき上手かった
[1325.451] 157655: キチパザンギかっこいいよ
[1325.602] naginagi99: 今４人リーグが２つやってて、そこからトップ４になって、最終的に１人
[1326.728] 雪景色: 強いと話題の
[1328.044] ぼむむ: しゃが大パンからのコンボむずくない？
[1328.865] ei1eN: ぶぶ
[1328.964] 稲川新次郎: a
[1329.084] shifoncafe: だめだ
[1329.683] 1rioreusu: みたぁい❤
[1329.857] isekai7153: あれれ
[1330.275] gorilla_osaka: めちゃつよザンギ
[1330.721] nakao86: あ
[1331.437] tsubame0614: あああ
[1331.493] 食用ばるさみこす: 優勝したらレッドブルがLCQに連れてってくれる
[1331.988] (S)~MISSING_COMMENTER_INFO~: みせないよ
[1332.105] kaigaizei: うわ3回目
[1332.297] akira_s_: あら
[1332.444] une3333: あら
[1332.843] HirocoT: あ
[1333.176] rainchan4: またかーい
[1333.312] (S)gyu_nyuu_pann: ええええ
[1333.361] (S)ミジンコ隊長: がっだめ
[1333.427] Hiraki16133: 予選の予選の準決勝ってどういうこと
[1333.450] tarako7016: ええええええええええ
[1333.565] (S)gazesd: だね～
[1334.025] valhalla5555: ｗｗ
[1334.106] papipopon: ちょっとさぁ
[1334.660] plala84: ずっとダメだなこの二人
[1334.940] NekoPunchKick: 今日調子悪そうね
[1335.039] foo_twitch: 南アフリカで予選に参加できる、でもKUMITEで名を上げられるならね
[1336.387] nyata1234: だぁめぇ
[1337.381] たーさん君: :)
[1337.985] meeememe: LCQ行けるだけなのに入念すぎる予選ｗ
[1338.071] 45tm83: 通信エラーか
[1338.432] nanakusan793: ダメェ
[1338.995] umetyaahan: あなたさぁ〜
[1339.131] soutyanneruuu: 相当うまいって噂の
[1339.355] (S)蝉時雨: 相当相性悪いのかもね
[1339.674] すーさん22: エラー多いな
[1340.951] (S)ババシャツ: だめぇぇぇ
[1342.053] SleepShiva: あーなるほどな
[1342.215] (S)gyu_nyuu_pann: 今日調子悪いね
[1342.283] Jakedog81: error code
[1342.646] (S)latenight000: 予想に行ける権利をやろう
[1343.131] マリンカラード: ホテル代は？
[1343.254] plala84: 相性だねぇ
[1343.541] (S)おかもこ: そうなんだw
[1343.611] くまリンカ: ｗｗｗ
[1344.346] twitchyarutch: 見せられないよ
[1344.767] kimie_white: 当日予選の参加券
[1345.069] (S)towai8: 賞金みたいなものか
[1345.591] curryricemaster: 梅ちゃんブル断ったの？？
[1345.742] tanu_p: ケチぃ～
[1346.287] (S)gyu_nyuu_pann: へー
[1346.542] (S)morinagasyuya: そそそ
[1346.573] rt340: NotLikeThis
[1346.706] 1108044k: JPにも行けるキチパザンギ
[1347.398] ei1eN: そこから優勝したらすごいな
[1347.772] akira5063: なるほどね
[1347.936] chari3: LCQ参加権
[1348.604] isekai7153: へええ
[1349.047] (S)maya_g01: なるほどねー
[1349.159] yonayona04: ホテルもだから５０万くらいは出そう
[1349.660] une3333: 今日ダメそうね....
[1350.111] 桜風かなた: LCQは誰でも出れるからね
[1350.406] hiro_chan: オプーナ
[1350.814] maddy2623: これさ、負けても実費でアフリカ行ってLCQいけるよね
[1350.899] 1rioreusu: 不正！？
[1351.814] akira_s_: 予選への予選？
[1353.930] nanakusan793: 渋いな
[1354.957] tarako7016: 旅行費用出してもらえるのね
[1355.175] (S)蝉時雨: ここの2人だけ相性かなり悪いね
[1355.178] usa451: イギリスはエンディングウォーカーだった
[1355.524] incorocon: 南アフリカの当日予選はきついなあｗ
[1355.588] user_5960: 何がダメなんだろか
[1355.738] rainchan4: アフリカ旅行券？
[1356.503] peperon17: 最近そういうえぐい予選多いよなあWWもだけど
[1358.137] 田中山田鈴木: あくまでもLCQに招待されるだけっていう
[1358.929] rindou_22: 狭き門過ぎる
[1359.055] umetyaahan: なるほどなぁ
[1359.474] (S)junjamaica: アフリカたけーぞ
[1362.702] ガチくんコス転売ヤー: 優勝者のみが南アフリカの予選に行ける
[1363.579] SleepShiva: ホテル代出なかったらさすがに面白いでしょ
[1363.648] (S)toaluH2O: 滞在費は出るんかな？
[1363.713] doomosan: 南アフリカはワクチン結構打たんとな
[1364.341] HirocoT: 招待制LCQ・・
[1364.535] jasminecat: レッドブルアスリートは予選免除？
[1364.725] gloomymario: ｇｄｇｄやないか
[1364.866] kaigaizei: この二人の対戦が通信エラーでさっきから出来ない
[1367.282] hukohuko: うーん
[1367.594] あり0221: LCQって何人参加なんでしょう
[1368.315] nakao86: 南アフリカに行きたいかー オー！
[1368.344] 45tm83: だからベテラン勢は基本出てない
[1370.023] nnmdfs: カプンコさあ
[1370.268] kimie_white: 南アフリカ行きたい人だけ
[1371.510] tabibitox: ウメちゃんならやる気だせば本戦出れただろうにｗ
[1371.971] aranami0: スポットスポンサードしますよ券
[1373.167] soutyanneruuu: 金出してくれるってだけか
[1377.555] plala84: とおすぎー
[1377.839] Jakedog81: red bull's fault
[1378.971] (S)gyu_nyuu_pann: 南アフリカ遠いなぁ
[1380.627] feel2525: 道のりが遠い
[1381.047] くまリンカ: 観戦の方だけエラーか
[1382.805] akira5063: スポンサーみたいなもんか
[1388.897] rt340: 今航空券高いからなぁ
[1390.418] usa451: エンディングウォーカーリュウ
[1392.667] curryricemaster: 梅ちゃんなんで選ばれてないの？？
[1393.051] naginagi99: 南アまで行って１戦負けしたらきついなあ
[1393.205] akira_s_: 現地でまた予選て事？
[1395.817] hiisan: ！？
[1396.289] aranami0: ！？
[1396.308] (S)蝉時雨: なんかちょっと形式違うと思ったら
[1397.809] meeememe: ｗｗ
[1397.987] hiro_chan: 南
[1398.129] マリンカラード: さすがに？
[1398.399] gumi69: 地方大会みたいなもんか
[1398.790] tabibitox: アフリカの南や
[1398.900] 黒猫くん: ？
[1399.641] tarako7016: え
[1400.162] foo_twitch: アフリカの南の端
[1400.286] vector_56: レッドブル組手！
[1400.358] 1108044k: アフリカにあるよ
[1400.638] 母の日ですお母さんに: そら南よ
[1400.750] ハトポポ: え
[1402.005] 桜風かなた: 日本でやった時もイギリスで予選やって優勝した人が来てたよ
[1402.714] コムコムぽん: アフリカの南のほうです
[1402.776] SleepShiva: アフリカ大陸の下
[1402.887] jigokunonekomatu: 組手出れたらスポンサーも付くでしょ
[1402.955] コックローチ: ウメさんは招待断った感じなんですか？
[1403.002] rainchan4: どこだろうねー
[1403.363] SEA_doukei: 危ないとこだな
[1403.388] burisuke: 南よ
[1403.594] nakao86: そっから？
[1403.761] isekai7153: アフリカの最南端
[1404.117] jigen0104: ？？
[1404.584] (S)しゃくれ: そりゃアフリカの南よ
[1404.719] TEIKETTO: え？
[1404.809] akira_s_: アフリカの南
[1404.812] natsume1313: アフリカって行ったことあります？
[1404.909] goroutai: アフリカの南でしょ
[1404.997] ei1eN: アッシュとかも招待されてるよね
[1405.337] gorilla_osaka: アフリカ大陸の南です
[1405.719] pondenring0930: そら南の方やろな
[1405.942] umetyaahan: アフリカの一番下
[1406.220] HirocoT: ｗ
[1406.615] (S)ノア1844: ウメハラさんは呼ばれていたのでは？ｗ
[1406.704] sussy_int: アフリカの南のほうじゃないかな
[1406.755] usa451: アフリカの南
[1406.855] ぼむむ: 南アフリカは南アフリカにありますよ
[1407.397] feel2525: ままま
[1407.627] のってる: まあ海外の人と野試合できるし得るものはありそう
[1407.719] zizo_xd123: WutFace
[1407.754] maddy2623: 南だね
[1407.917] erisuk: ミナミアフリカがあるところ
[1408.408] gumi69: w
[1409.269] (S)towai8: 島根の近くだよ
[1409.290] kaigaizei: よくわかんないけど断った感じだ
[1409.391] カブトシロ: まじか？
[1409.418] realseikintv_: マジか
[1409.841] 1rioreusu: 北にあるよ
[1409.860] (S)ババシャツ: 南だろうなぁ
[1410.258] hiro_chan: ケープタウンあるとこ
[1410.450] TUBE_MAN: ヨーロッパの南
[1410.880] sengoku_iori: アフリカ大陸の一番下やな
[1411.325] (S)gyu_nyuu_pann: アフリカの一番下
[1413.283] njpw2017: アフリカの本当に一番南に南アフリカがある
[1413.841] hanzou3: 鹿浜にあるよ
[1414.088] Hiraki16133: 大阪にあるよ
[1414.277] ddb365: 若手は行きたいだろうね
[1414.525] ド森林: ドラクエで言うたらネクロゴンドあたり
[1415.407] クラクラ777: みなみ・・・
[1416.131] 吉田じんぎ: その話去年もやったよ
[1416.454] yougen1124: 実はアフリカの南にあります
[1417.402] hogeta_hogeo: 希望岬のとこだよね
[1418.535] (S)junjamaica: マサになんで行かないのって言われなかったの
[1418.831] vector_56: 南のアフリカですね
[1419.852] nanakusan793: 南アフリカは南アフリカにあるよ
[1420.198] メピパラ: 南アフリカは南アフリカにある
[1420.217] SleepShiva: 都会だけど治安悪いぜー
[1420.309] suupu: 南アフリカまで散歩しよっか
[1421.357] NekoPunchKick: 一番南でした
[1421.773] HirocoT: そうなんですね
[1422.776] nnmdfs: 遊びにいこう
[1423.057] 000105: エジプトある？
[1425.033] (S)northernpike777: 正確な位置はわからんやろｗ
