[66.152] vovovoooooo: ぐへへ
[1954.463] tabibitox: あれは気づけない人のほうが少ないｗ
[1960.766] (S)hatano_kuboya: カゲで下強パン→EX灼熱がレンガでプラス6なんですが、此処からなんかありますかね。Vトリ1だと阿修羅とかあるんですが、Vトリ2や他に何かありますかね
[1968.825] juno0220: 詳しくないんだけどAEユンって何がそんなに強かったの？
[1969.486] (S)buretan555: なおくんが体調くずして発売日にグラブルやってないとか相当だけど大丈夫かな～
[1975.121] (S)koakoa4649: AEユン使わないのは甘えでしょ
[1981.120] genovo: bó joga um gbf diego
[1984.183] nowiwantsomenachos: @thisisdoom2019 no
[1985.068] Mayumix1025: ユンって何が強かったの？
[1995.223] mikurut: ウメハラが勝てない＝キャラが弱いだからね
[1996.282] dsadsa454654: sakoさん心配や
[1999.961] tawakeman: 挙げるの困るくらいいっぱい強い
[2013.039] slmeret: 最近いろんな人が体調崩してるな。しかもかなり重い
[2017.845] (S)buretan555: コロナじゃなきゃいいけど
[2018.858] balthazar000: 雷撃だけでハメ倒されてからやらなくなったのを思い出した
[2021.883] qk10min: EX灼熱は端ならあり
[2029.995] (S)多抜深夜: コロナじゃなきゃいいけど…
[2035.862] myonchan_daisuki: なおくん新型コロナウイルス説ある？
[2036.570] jay_______I: lol
[2038.093] FLoW009: just so dumb WHY they jump to him...ez counter
[2038.505] maccccccckkk: コロナよりも普通に体調崩すのが怖いかも
[2041.510] 将門ゴルゴロ: sakoさん体調崩したのか
[2051.612] (S)koakoa4649: 雷撃、EX絶唱、コボク、前方転身、幻影陣。が壊れてました。
[2059.620] (S)islerotwitch: cpt以外のリーグでカゲ縛りとか面白そう
[2062.497] 19ze: 家から出ないほうがいい
[2068.015] 000105: グラブル楽しみすぎてダウン
[2074.949] balthazar000: コマ投げついてたのは狂ってた
[2075.029] OmaeWaMouuShindeiru: PogChamp
[2079.374] (S)buretan555: レッドブル送ってあげてｗ
[2104.460] (S)だいこん_: EX竜巻後の昇竜orジャンプ波動ってどういう基準で選ぶの？
[2111.655] 将門ゴルゴロ: ウメさんも風邪とかインフル気を付けて
[2114.576] mtwcfslij: コロナだったら一家全員やばいじゃねーか
[2128.037] balthazar000: ハイタニ、盛ったか？
[2135.028] (S)だいこん_: なるほどーあざっす！
[2173.121] maccccccckkk: 昔風邪引いた時はおばあちゃんがよくレッドブル飲ませてくれたわ
[2190.179] (S)だいこん_: おばあちゃんロック過ぎだろw
[2204.876] ぼんじゅ: 昨日のトパンガランクで影がＡランクだったけどそんなに強いかは疑問や
[2204.994] sruott: グラブルは、エンジョイで遊ぶ感じですか？
[2207.281] balthazar000: 冬場はホットブルにしてね。
[2210.096] 寝るポイント: おばあちゃんレッドブル温めて梅干し入れそう
[2212.323] 将門ゴルゴロ: アメリカの季節性インフル、3カ月で2万5千にも死んでるのね。コロナよりやばい
[2220.343] maccccccckkk: 喉にもいいからね、レッドブル
[2242.403] mikurut: 格ゲーマーレッドブル好きアピールする人多くないですか？
[2242.763] lyugel: 寝る前にレッドブルは良いって聞いたことある！友達から
[2245.257] 将門ゴルゴロ: ホットブルｗ
[2252.897] (S)MadEggMania: Aランクくらい
[2259.333] shupii0907: なおカフェイン
[2260.396] yoshikawa_yo: もうブル点滴したらええ
[2265.740] 斉川: レッドブルは風邪に効く
[2268.259] niemalsaufgeben: ランクって言ってもバランスいいからね。EVOjapan見ればよく分かる
[2271.651] (S)だいこん_: (使いこなせたら)Aランク
[2274.295] (S)多抜深夜: ガイル
[2275.768] 88ctr: 6強の下
[2275.771] いわたん_: 寝る前に飲んだら歯磨きめんどくさくない？
[2279.605] qk10min: 就寝前にカフェインぶっこんで良いわけあらず
[2279.641] akiaki0612: あききさんからの速報:サコさんインフルエンザではなかった
[2280.212] balthazar000: 練習部屋にカゲはウメさん以外居ます？
[2281.029] maccccccckkk: 血液クレンジングより嫌だわレドブル点滴w
[2284.565] (S)jambotanishi: まあ、普通のインフルでも日本で毎年３０００人くらい亡くなってるけどね
[2285.936] 寝るポイント: カゲは火力があるからAランクみたいな雑な決め方だった気が
[2286.217] mikurut: 砂糖とカフェインなんだけどねｗ
[2295.716] あいばにーず: 11強の下
[2303.856] juno0220: 新型肺炎がヤバいのはまだ薬がないから重篤化したら終わるってのとタイミング的にパンデミックになるかもってことであって、かかったら即ちそいつの命の危機って訳ではないのよね別に
[2305.047] carriedbykini: ddsUgh
[2308.117] (S)totomaru_chan: ポイズン、ララ、さくらあたりと一緒
[2309.366] (S)krtwitch2013: ガイルは上から7番目くらいってなってたよ。
[2311.639] sh1zuku716: トパパンガのカゲはBだったけど
[2315.262] (S)だいこん_: やりがいありそうな強さ
[2325.142] mikurut: sakoさんインフルじゃないって・・・コロナやん・・・
[2332.918] (S)多抜深夜: ガイルがA カゲがB
[2335.834] (S)だいこん_: umeFail
[2336.249] (S)acdcfandesu: umeSnooze
[2346.055] tabibitox: アビは弱点多いし
[2351.286] 寝るポイント: FAV | akiki @akikiwww【速報】インフルエンザではなかった
[2353.095] yoshikawa_yo: 11強ってなんかモヤるなw
[2360.236] 寝るポイント: ”では”。。。
[2364.422] sdy_hs: キャミーよりガイルの方が単体で見たら絶対ランク高いよなぁ
[2374.230] niemalsaufgeben: ウメさん優勝したらランク上がる。楽しみだ
[2383.536] mikurut: コロナなら隔離されるから、隠してたほうがいいね。ゲームで着なくなる
[2387.735] juno0220: 10に絞れなかったのか
[2389.540] tawakeman: アビは3人の考察聞いて凄い納得いったわ 一人一生コメでキレてたけど
[2390.043] (S)多抜深夜: ガイルだとコーリンお客様だしねぇ
[2392.129] Gumi_Inaba: 大吾さんおはよう！
[2393.028] (S)feel2525: コーリンだいぶ評価高かったね
[2404.555] shupii0907: キャミィかなり強いと思うけど
[2419.339] itsuki_62: itsuki29_ subscribed with Twitch Prime. 
[2419.443] (M)Moobot: @ITSUKI29_ with the Prime sub!
[2425.322] ざんじ: こんにちは
[2426.861] tabibitox: カワノや水派が対戦会で暴れてるの？
[2436.156] (S)多抜深夜: ときどが荒ぶってたｗ
[2439.528] akiaki0612: ダルシム弱いんかね？
[2441.020] nomitora1234: コロナなんて気にせずに家に籠ってスト５やっときゃ安全でハッピーなんだよ 仕事以外で外出やめとけ
[2446.379] niemalsaufgeben: キャミィ使い復活してるし、そういうこと
[2463.702] balthazar000: スト5しますが最適解
[2464.305] maccccccckkk: ニートで格ゲーマーがコロナ対策最強ってことか！
[2471.809] yoshikawa_yo: 言うてSとAの差はめちゃくちゃ僅差だろしまあいっかと思った
[2482.289] tabibitox: 豪鬼は11強になんとか残ったけど、その上位との相性で最強になった流れでした
[2493.154] tawakeman: キャミィはサブ運用も考慮って感じだったはず
[2494.302] (S)krtwitch2013: 豪鬼はときどのゴリ押しで強キャラ相手有利ってことにされた
[2496.256] AdamJayIori: 这尤里安怎么这么胖
[2499.183] シシガバ: 鉄拳のリロイまみれにならなければいいよー
[2504.468] (S)だいこん_: もし関東圏に住んでたら外出たくないわ
[2507.151] ymd1222: 喉痛いん？
[2509.940] maccccccckkk: ときどのゴリ押しワロス
[2534.757] (S)~MISSING_COMMENTER_INFO~: ウメちゃん豪鬼使わない？
[2534.928] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[2538.981] nepentheses: ユリアンの強さってどういうところなのかわからん
[2546.037] (S)8ikaika8: ウメハラさん今日ラウンジやりますか？
[2554.849] shupii0907: ユリアン強さわからないは流石に？
[2555.199] sh1zuku716: ときんすは理論値で言ってた、まだできてないことあって、それも出来たらって言ってた気がする
[2556.418] 寝るポイント: ときどがユリアンを押さずに豪鬼を持ち上げるということは。。。
[2556.426] damumeta: 2中P2大Pはカウンター確認してるんですか？
[2566.692] (S)kakispe: 通常技が強いんじゃない？(適当
[2578.672] meganesandesuyo: カゲでいいよ
[2581.755] akiaki0612: カゲもサコさんとウメちゃんがやってなかったらもっと低かったような…
[2583.735] (S)~MISSING_COMMENTER_INFO~: 豪鬼使ってみましょうよ
[2590.805] ぼんじゅ: ときどはユリアン使う気満々でしょ
[2600.028] maccccccckkk: まぁカゲだとみんな配信見るしなw
[2604.101] maddy2623: 風邪？はなごえだけど
[2614.028] tabibitox: ときんすポイズン始めてたけどどうなったんだろう
[2617.978] 寝るポイント: ランクマでもカゲめっちゃ増えて、ウメちゃんの影響って凄いんだなーって改めて思った
[2619.362] (S)多抜深夜: ときどは結局豪鬼１本だと思う
[2623.875] juno0220: 嗜みの豪鬼も久しく見てないですねえ
[2624.779] hayashisun: 安定のスト5しますで安心感覚える
[2626.436] akiaki0612: 豪鬼とカゲはかなり感触違う？
[2627.185] yoshikawa_yo: カゲは開拓する楽しみがあるしなあ
[2633.011] niemalsaufgeben: 実際、ゴウキはまだ胴着で一番強いよ。使ってるからわかる
[2636.138] hyatt000: 一番下に置かれたキャラ使いたちがもっと上だろって言うくらいだからいいバランスってことや
[2640.170] (S)highspeedwarakia2: 状況確認昇竜阿修羅いいな
[2677.008] maccccccckkk: 今のウル４に殺意が多いのも結局ウメちゃんの影響だからね
[2695.179] (S)~MISSING_COMMENTER_INFO~: 嗜みで豪鬼使ってほしい
[2703.827] mikurut: 自分のキャラを上にしたがる心理がわからん。下にいけば、キャラが弱いからっていえるのに
[2713.091] s_h_o_u_t_a: おはようございます。
[2720.815] SuitoJP: おはよう
[2744.876] (S)多抜深夜: プロだと弱キャラ使いは恥まである
[2750.903] 平和太郎: おはようっす
[2752.343] ぼんじゅ: トキドさんには俺にしか使いこなせないって自信があるんでしょ
[2757.998] らみはい: キャラが弱いって言うのかっこ悪いから言いたくない
[2767.052] niemalsaufgeben: 言い訳したくて弱いキャラ使うはないで
[2768.355] juno0220: 強いと思ったから使ってるんだから、弱いよって評価されるのは自分の考え方を否定されてるのと同義になる
[2777.298] jigokunonekomatu: ブロンズの田中に聞いてみよう
[2777.496] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[2809.078] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[2814.159] needs0m3l0v3n: Daigo #1
[2817.677] Beyond2Bowls: Daigo not playing Granblue as a Cy Games player?
[2823.258] akiaki0612: うめ
[2826.908] shupii097: 中足中断とかは？
[2840.394] akiaki0612: ウメ対ウメ
[2848.763] wsryd: トパンガのキャラランクにネモさんがコメントしてるな
[2863.444] ぼんじゅ: 外人がサイゲスポンサーなのにグラブルやらないの？って聞いてる
[2865.638] (S)ダブルやっくん: おはハラ
[2918.583] ロディア8: みーーーんなやってるからストVで頼みます
[2919.839] tabibitox: まぁ完全新作の格ゲーの初日なんて祭りですし
[2923.026] みかずきーん: 今日は影の日ですか？
[2925.371] niemalsaufgeben: といっても、CCやEVOjapan見るとやっぱ最後はプレイヤーだと思う
[2928.844] Gumi_Inaba: ウメハようございます
[2929.923] wsryd: ふーとも準備できたらグラブル配信するって
[2937.200] tumekiri32: やらないんじゃなくてやれないんだよ 察しろ
[2937.376] Beyond2Bowls: I thought the whole team of Cygames/Beast would have to play and compete in Granblue VS like Daigo Gamerbee PR Rog Infexious etc
[2944.638] issyy8: そういう契約じゃないんじゃないかな
[2954.589] sdy_hs: ウメちゃん以外みんなといっていいくらいしてるよね
[2958.958] (S)MadEggMania: あえてね
[2966.299] Beyond2Bowls: Fuudo too
[2967.768] sh1zuku716: やってほしかったら事前にゲーム送るでしょ
[2968.710] (S)~MISSING_COMMENTER_INFO~: スポンサーだからってやる必要はないだろ
[2970.130] (S)多抜深夜: ときどとかもやらなそう
[2975.158] liblie: しょうへいだってスト５やってるぞ！
[2976.640] adontknow: What's the music playing
[2977.170] (S)MadEggMania: スト5やってるのはウメちゃんとしょうへいだけ
[2989.395] (S)jambotanishi: 本業（スト5）の時間削ってまでやるのはスポンサー的に同難題
[3008.357] (S)한계파열: gief theme
[3009.013] (S)user81023: umeYay
[3012.941] beastbeast: トパンガ大会まで2週間切ったから他ゲーしてる暇はないよね。
[3015.731] sdy_hs: ストにかける男
[3016.455] stnkkh: サイゲームスのプロがグラブルVS発売日にスト５は草
