[23.788] (S)かげでん: な、な、な、なぜ今ｗｗｗ
[5001.580] call49: もっとレベルアップでピンピンしてほしいねぇ
[5010.354] Banana_Cake_xd_: ロナンくんはだいたいこんな感じよね
[5011.867] (S)kitagawakun: 今の世の中ならワンチャン課金で生き返るまである
[5014.040] (S)komine58: ボス倒すと止まる
[5016.102] (S)henrietta19: 歩兵の必殺モーション凝ってるよな
[5024.374] 記入漏れ: トラキアも直前行動で結果固定だっけ？
[5033.183] (S)komine58: 固定
[5042.594] (S)あと1983: 時差の調整のためだったりするのかな。この配信
[5042.629] (S)takeiteasy55: 5ピン取って「悪いことの前触れ？」と疑い始めたら立派なエンブレマー
[5055.178] debimaru72: トラキアの弓必殺モーションってどんなのだったっけ
[5057.756] 記入漏れ: ありがとう せめてレベルアップはやり直させて欲しいよなあ
[5072.837] jony_avion: ちょっと長く引き絞るだけ＞弓必殺
[5074.261] (S)komine58: 弓はいつもよりためる
[5078.001] Tsubasa_SS: 弓を長く引く
[5086.464] call49: そういうの含めて意外なやつが強くなったりするのもおもろいからね
[5091.767] debimaru72: 矢を回すのは封印からかサンクス
[5092.511] (S)henrietta19: 長くつがえる＞弓必殺
[5101.213] メンタム: 次の面おどろくよねー
[5109.473] jony_avion: まままま、二章だしね。ガン処理だよ
[5109.634] (S)komine58: おめ
[5112.625] (S)henrietta19: クソハゲ
[5112.676] call49: 無事、全員生存
[5113.533] (S)varoshi: うめちゃん上手
[5115.239] zakkn: 悪人だな！
[5119.965] (S)suginaka56: 保存できるじゃん
[5129.221] (S)komine58: いまのところ上手です
[5129.498] debimaru72: けつ頭ハゲ
[5130.683] 記入漏れ: 悪党の面してるぜぇ・・・
[5133.386] カメタロウ: 死刑囚の顔
[5134.885] (S)henrietta19: こいつが・・・
[5135.738] すだちー: ナニのんでるのー？
[5142.586] nekodorakunn: FEでハゲ不細工は敵ってまじ？
[5155.063] debimaru72: こいつだけリアルな顔してるよな
[5155.924] chizurizangetsu: 序盤の難所きた
[5156.853] (S)ememeume: レッドブル持つ手がかわいい
[5158.783] (S)komine58: きたー
[5164.895] zakkn: イケメン剣士
[5173.358] (S)takeo_onakasuita: ひぇっイケメン
[5173.641] scottiever06: ここはビビるｗ
[5179.275] 記入漏れ: ジュリアンとナバール合体しちまったかよ
[5181.756] debimaru72: イケメェン
[5181.887] call49: これはヒーラーの匂い
[5192.061] jony_avion: ウメリーフとふ～どフィン
[5197.956] (S)henrietta19: トラキア界の女神その一
[5198.320] nekodorakunn: ん？
[5199.548] kyuuma7: daigo is the best fighter in this planet!!
[5201.206] (S)suginaka56: 言えよ！
[5202.238] (S)varoshi: キルソード諦めるなら、難しくないけど、うめちゃんどうするんだろうな。
[5202.317] yusan090: 脱出系マジ嫌い
[5207.052] sayuha1: ウメちゃんトラキアやってるじゃん
[5211.878] zakkn: 暗いよ狭いよ
[5215.742] (S)komine58: リフィス育成で難易度変わるよなー
[5215.825] debimaru72: 宗教の勧誘みたいだな
[5217.406] (S)takeiteasy55: さぁ宴の始まりだ？
[5219.472] KazumaKiryu48: Daigo dosent read text u mortals he downloads it
[5220.011] scottiever06: 地形も見えないという
[5222.916] call49: 現地調達とかこわすぎでしょ
[5225.546] shichousha72: 索敵マップだああああ
[5227.275] debimaru72: 索敵
[5231.606] kantan222: うめちゃんが秘密で取り組んでることってカプコンカップ終わった後聞いたら教えてくれる？
[5232.308] (S)henrietta19: 過労死するまでつか潰されるシスター系
[5233.924] メンタム: マージか
[5234.899] zakkn: おわりかー
[5235.503] (S)diego_ohunabara: umeSalute
[5240.497] 記入漏れ: 敵は余裕で突っ込んでくるという理不尽
[5241.664] jony_avion: 最初で最後のトラキアになりそうだｗ
[5242.227] (S)takeiteasy55: 終わりかよー
[5244.195] (S)komine58: おつかれさまです
[5245.407] call49: いい息抜きになりましたかな
[5247.388] (S)obo_006: トラキアの次は何をやります？
[5249.588] (S)henrietta19: おつー
[5250.156] debimaru72: このBGMすこ
[5251.337] zakkn: 次はあるのか・・
[5254.227] debimaru72: おつ
[5255.349] Tsubasa_SS: いいもの見れた
[5263.292] Varistor: おつでした
[5264.007] (S)kumanobed: 楽しかったです、お疲れさまでした～
[5266.665] idadada: 地方勢が見たこと無い連携でハメてくるのはウメちゃん慣れてるからなー
[5266.766] ulbaha: 楽しかった
[5268.585] jony_avion: まぁ次がないとしても良い物が見れました！
[5269.790] mattarisk: つぎも頼むよ
[5271.082] (S)komine58: 楽しかった
[5271.283] shichousha72: おつです
[5277.036] カメタロウ: おつ～
[5278.791] mitarashi458: お疲れさまです
[5280.112] mgs_faye: ３章が見たいｗｗ
[5280.292] (S)henrietta19: あったらまたサブスクしなきゃ
[5282.404] zakkn: まーじか
[5283.081] jony_avion: またまた～
[5283.168] しゅあ君: ちなみに
[5283.820] Tsubasa_SS: まじ！？
[5283.861] gazesd: ちなんだ
[5283.991] yukisekka: おつおつ
[5285.158] beehive3: まーじか！
[5285.532] sayuha1: トラキア最後までやれは相当無茶
[5286.198] metalface_05: まじか？！
[5286.366] (S)takeiteasy55: ウメちゃんの次回作にご期待ください
[5286.956] メンタム: むりむり
[5287.104] おじキッズ兄: え
[5287.378] ulbaha: まじかよｗ
[5288.789] batorubaa: ノーリセット？
[5290.100] chizurizangetsu: 流石に？
[5290.368] (S)kuchikey_7144: 楽しみだ
[5291.490] yukisekka: また配信して～～
[5291.525] (S)henrietta19: うそやん・・・
[5291.646] (S)komine58: うそーｗ
[5293.993] moromororo: 無理やなｗ
[5294.166] (S)obo_006: この後はネオジオのやつでも？
[5294.296] (S)donpappeer: muri
[5294.335] debimaru72: 無理だろw
[5295.243] (S)kumanobed: まじ？
[5295.846] (S)nukaduke91: フカシ
[5296.977] Tsubasa_SS: ノーデス？
[5297.241] (S)takeo_onakasuita: たのしみです
[5300.818] metalface_05: シーリス最難
[5303.576] zakkn: 初見はそうとうむずい
[5303.803] (S)Aatyu: umeFail
[5305.606] jony_avion: ウメちゃんはすぐ言う事変わるから～
[5305.741] yuiyui1991: ほんとにぃ～？
[5306.601] (S)kuchikey_7144: ゲキムズ
[5307.180] felicitykitten: この人格ゲーの人ちゃうっけｗなんでFEやってるんｗ
[5308.809] がっきー: やべーよ
[5309.198] tagane6: ダイエットとどっちがムズいの？
[5309.483] cassissoda: クリアみたい
[5310.403] (S)henrietta19: ないたよぼくは
[5311.077] (S)yunyun_ada: ネオジオパズルやろ
[5312.139] mamenoki: クリアまで配信やるの？
[5312.214] (S)gomeeeeeeen: クリアだけならいけるやろ
[5312.768] batorubaa: 初見だとシリーズ最難関
[5313.301] (S)komine58: 半年はかかるかと
[5313.546] (S)takeiteasy55: 正直な所無理なんじぇねーの？とは思ってる
[5315.882] (S)kumanobed: 問題作
[5315.884] Tsubasa_SS: クリアに半年かかった
[5316.741] debimaru72: ダイエットよりむずい
[5317.239] call49: FE史に残る難易度
[5319.773] カメタロウ: 初見殺しが多いですなぁ
[5319.793] scottiever06: １ターン目で詰んだりする
[5320.781] garouakira1983: 裏でクリアしないでね
[5324.327] gibmoqtuczsw: むりむり。早けりゃこのマップのクリアの仕方で詰むから
[5324.473] nekodorakunn: ダイエットのほうが簡単まである
[5329.543] (S)henrietta19: 同じく半年かかった
[5331.735] メンタム: もうちょっとルールを理解しようとしてほしい
[5332.001] debimaru72: すごい続き見たいけどクリアむずいで
[5334.075] korokorokirby: 3章が待ち遠しい
[5335.404] (S)Aatyu: FEプロ誕生か
[5336.678] batorubaa: ♪見るだけで震える
[5337.902] mgs_faye: トラキアやってヴェスタリアやってほしいｗ
[5342.098] dante64899: 攻略は見ないでね
[5343.720] (S)komine58: cc優勝の方が簡単かも
[5345.722] Tsubasa_SS: やばい
[5345.928] (S)hiisan: 俺はウメちゃんを信じる
[5346.019] zakkn: セーブ解禁しよ
[5349.751] beehive3: セーブ分けたほうがいいと思う
[5350.414] おいす_: どんだけ〜
[5350.600] (S)ememeume: そういえば、今週何曜日出発ですか？
[5351.373] さぶろ: 藤村に勝つよりむずい
[5353.819] (S)Ritu654321: ＦＥで一番難しいんじゃなかったっけな
[5354.186] tagane6: ダイエットよりむずいってもう無理じゃん
[5357.411] (S)henrietta19: 攻略見てもかかったよ
[5357.564] ulbaha: CCは流石にふかしたっしょ
[5358.805] yusan090: 難しいと言うより嫌になる
[5360.119] karsius: lol random english
[5361.967] (S)kumanobed: 初見は特にキツいです
[5362.916] hondata12: いけるでしょ
[5364.011] メンタム: 4章5章ヤバイからね
[5365.308] sayuha1: このゲーム調べなかったら激むず
[5367.169] Tsubasa_SS: WiiUのセーブ機能解禁したらイケる気もする
[5367.888] (S)mansuzi: ファミコン世代のウメを信じろ
[5368.494] burupapu: そんなやべーのかおらわくわくすっぞ
[5369.297] zakkn: 初見殺しに震えろ・・
[5369.318] 記入漏れ: 割と普通にこれもう詰みだろ、って思わせてくれます
[5369.828] isfpnpvajpjof: ハメがある
[5369.941] gtm555: ほんとにぃ？流石に盛ってるでしょー
[5374.107] batorubaa: ノーリセじゃないならなんとかなる
[5376.547] debimaru72: こくじんが敬語で話すようになる方が簡単
[5383.723] Gods_Prodigee: え？終えた？
[5383.957] kataba2031: とりあえず仲間は確実にとりのがすね
[5385.624] (S)komine58: 期待してますよ
[5387.409] zakkn: ほんとに ハメてくるからなｗ
[5390.311] cobochan: 難しいというか理不尽
[5391.170] metalface_05: ほかのゲームある？
[5394.902] 伝説の狂犬チハル: ボンちゃんみたいに麻雀配信しないの？
[5398.892] tagane6: とりあえず一回ジョイジョイやんない？
[5399.167] scottiever06: 杖ハメとう・・・
[5399.364] (S)varoshi: 死にまくるから。安心してウメチャン。
[5404.704] nekodorakunn: 中盤でん？ってなって終盤でコントローラー投げたくなる
[5407.699] (S)komine58: クリアだけなら
[5410.073] debimaru72: ぽんぽこぽんぽこ
[5411.500] cassissoda: 他のゲームなんかあるの？
[5414.283] (S)takeiteasy55: ウメちゃんがどんな進め方をしたいかにもよるねクリアは
[5428.577] poto2panapa: 一旦ジョイジョイはありな
[5430.870] (S)takeiteasy55: 何でこれやろうと思ったの？
[5432.579] loq901: ウメちゃんスマブラはリュウ強いみたいよ
[5433.378] atamagaparn2: ジョイジョイあらず？
[5434.785] scottiever06: 天鳳とかやろう
[5440.210] メンタム: 捕えるほど難しくなる
[5440.377] (M)Moobot: 音声別れてます。The audio in this channel is split. 「Left= English, 右＝日本語」 Playback Devices > Properties > Levels > Balance to change (or take out one earphone).
[5443.705] jony_avion: ひょっとしてナウマルス意識してます？
[5444.956] nauti1us123: スマブラは見たいね
[5451.570] (S)hiisan: うおおおおおおおお
[5453.580] kokotaneko77777: もう飽きたん？
[5455.043] zakkn: スイッチあるんかな
[5457.251] poto2panapa: 案件か
[5460.980] debimaru72: トラキア好きだから超嬉しい
[5461.999] (S)henrietta19: 剣が足りなくなる
[5467.937] garouakira1983: 散歩配信もまってます
[5470.649] Tsubasa_SS: ソシャゲもあるよ
[5475.054] gtm555: なんでトラキアだったの？
[5476.215] fina_thankyou: オクトパストラベラーはやった？
[5476.607] metalface_05: テトリスの新作やりませんか？
[5479.912] avalon0528: スマブラでマルスやって
[5482.041] (S)komine58: ベルサガも是非
[5483.516] (S)varoshi: うれしいです！
[5483.548] (S)Ritu654321: ３ＤＳ紋章リメイクはやった？
[5490.100] sayuha1: 初見は最後の方お葬式みたいになる
[5493.471] Tsubasa_SS: 聖戦からやらないの？
[5493.793] (S)takeiteasy55: 聖戦しらないのよね
[5495.773] tagane6: CC終わるまで風邪引かないでね
[5499.601] debimaru72: 蒼炎の軌跡もやってほしい
[5500.547] yusan090: 武器レベルもあったか
[5501.104] naosansan: スマホのやつときどさんまだやってますか？
[5502.122] metalface_05: 適当ｗ
[5504.406] (S)diego_ohunabara: umeSalute
[5507.124] Gods_Prodigee: それがマリオ？ｗｗ
[5507.219] yukisekka: 蒼炎やってくれ
[5509.737] 岩里: !uptime
[5511.610] (S)henrietta19: 前作です
[5512.202] korokorokirby: トラキアは聖戦の外伝
[5512.427] (S)oinari6: wiuu持ってたの？
[5513.550] GelidiumJellyCat: フィンも出てくるわよ
[5515.167] mgs_faye: トラキアは聖戦のスピンオフ？前作？
[5519.108] (S)takeiteasy55: トラキアは聖戦の続編扱い。若干パラレルだけど
[5522.294] Tsubasa_SS: トラキアはスピンオフみたいなもの
[5522.727] batorubaa: 初代、外伝、聖戦、トラキア
[5523.023] (S)sagatdeganbaru: フロントミッションやりましょう
[5523.450] ruku16: 屋内だと剣ばっか減るからね
[5523.993] メンタム: トラキアは聖戦の外伝的なゲームだよ
[5529.293] ガイギー: 聖戦はリーフの親世代の話から始まる
[5530.471] (S)henrietta19: そうでｓ
[5531.699] (S)komine58: そう
[5531.788] kataba2031: 聖戦は簡単よね
[5535.607] Banana_Cake_xd_: 聖戦の系譜は割ととっつきやすいんでおすすめだね
[5536.097] higan1983: 因みに昨日の10000ビッツってマジだったん？
[5538.361] (S)ttp_hayato: 聖戦の系譜たのしいぞ
[5538.762] (S)takeo_onakasuita: 今からあるお願いランキングにときどさんでますね
[5539.043] mgs_faye: 聖戦先にやったほうが楽しめる
[5541.003] Tsubasa_SS: フィンとかリーフも聖戦にでてくる
[5541.273] dante64899: 聖戦は簡単
[5541.292] debimaru72: トラキアは聖戦の裏のお話みたいなもん
[5544.633] 1up_kinoko: ベルサガやって欲しかったな、クリア諦めたんだよね俺は
[5549.639] finoa11: 聖戦の系譜っていうシステムはほとんどおなじゲーム。親世代子世代あって深い
[5553.124] mattarisk: 聖戦やろ
[5554.588] (S)ttp_hayato: 聖戦は結婚要素ある
[5556.865] ガイギー: フィンは聖戦で勇者の槍をもらうイベントある
[5558.675] (S)komine58: サイドストーリーかな
[5566.788] (S)takeiteasy55: ベルサガ進めるのはやめたれｗ
[5567.919] finoa11: SFC
[5568.407] (S)やさいもん: ヴェルサガは詰むぞ
[5568.927] (S)ninsoku: CCトナメ表出てましたね
[5571.381] Valask: Berwick 
[5577.650] (S)henrietta19: 周回しまくったくらいお手頃難易度でおもろいよ聖戦
[5580.237] debimaru72: 聖戦やってからトラキアやるとストーリーでうふーってなる
[5580.873] (S)komine58: ベルウィックサーガ ps2
[5581.695] batorubaa: ベルサガはFE以上に配信向けじゃないからやめたほうがいい
[5582.059] Banana_Cake_xd_: ベルサガはもう相当難度硬派だね そうPS2だよウメちゃん知ってるね
[5584.200] mgs_faye: トラキア以降の加賀さん作品って全部詰む系？
[5586.649] sayuha1: ベルサガはマジで最高傑作
[5588.354] (S)donpappeer: まじでガッキーだったかー
[5592.970] loq901: 聖戦そんな評価高いのね
[5595.954] higan1983: トラキアって難しいと噂の
[5596.581] (S)henrietta19: トラキアはゲロ
[5598.976] masabonchicken: 壁に貼ってあるマリオブロックかわゆ
[5599.856] yusan090: あっちは長いだけで楽しめなかった
[5600.345] debimaru72: ヴェルタリアサーガ超好き
[5602.070] (S)komine58: ベルサガは最高です
[5607.740] メンタム: ベルサガおもしろいけどねー
[5607.884] call49: ベルサガやるとこみてー
[5612.561] mgs_faye: ヴェスタリアサーガならPCで無料
[5612.771] chizurizangetsu: ベルサガはトラキアよりしんどいと思う
[5616.390] debimaru72: ほう
[5618.025] がっきー: そだよ
[5620.631] 1up_kinoko: 攻略みてガチでやったのにクリアできなかったのは後にも先にもあれだけｗ
[5623.219] (S)kuchikey_7144: まーじかｗ
[5623.271] 伝説の狂犬チハル: みんな色々知ってんね
[5626.211] (S)takeiteasy55: トラキアクリア出来たらまぁありかも
[5629.683] svcchaozu: SRPGやりたいのかｗ
[5631.242] Banana_Cake_xd_: ベルサガはほんと好き
[5634.744] (S)hiisan: ソロモンの鍵は名作ですな
[5637.730] debimaru72: ヴェスタリアサーガっていうのもあるよ
[5637.975] batorubaa: システム回りやUIがひどすぎてベルサガはきつい、でも好き
[5638.780] ruku16: ティアサガ派
[5639.688] げろげろまる: ソロモン！そっちやろう
[5639.744] (S)henrietta19: ありえるよｗｗ
[5639.794] (S)komine58: ヴェスタリアサーガもある
[5645.943] (S)komine58: あるねｗ
[5646.997] zakkn: ティアサガあたりもいいかもね
[5647.136] balthazar000: ソロモン好きそうだな〜
[5648.956] takuan55213: ベルサガはシステム全然違うよ
[5648.970] mgs_faye: ヴァスタリアサーガまじお勧め
[5649.913] 1up_kinoko: ベルサガはガチだからホント
[5655.083] (S)hiisan: 音楽がいいっすねぇ
[5662.144] (S)NIVEA1: ソロモンの鍵みたいなつかしい
[5663.902] debimaru72: ヴェスタリアサーガも初代FE作った人が作ってる
[5666.340] fina_thankyou: ウメちゃん攻略法とか見るタイプ？
[5666.927] yarufu0120: ロマサガのほうがええな
[5667.943] garouakira1983: ロマサガとかやってました？
[5674.642] (S)x_abu_xx: パズルゲームは色褪せないですね
[5674.821] 2DQ_Kari: RAGEのビギナーズオーディション見てる？
[5675.754] メンタム: トラキア3章まではチュートリアルだからね
[5679.517] Banana_Cake_xd_: ヴァスタリアサーガっていう加賀さんグループが作った無料Windowsゲームもあるね
[5683.474] zakkn: 硬派 硬派
[5683.582] さぶろ: パンク戦の自信のほどは？
[5685.968] nova0826: カプコンベルトアクションコレクションは？
[5687.617] metalface_05: そうだね
[5693.633] (S)komine58: 楽しみな配信が増えた
[5694.424] Gods_Prodigee: F
[5701.438] 1up_kinoko: 俺も同感 だけどベルサガだけはね…
[5706.045] (S)henrietta19: トラキアは疲労っていう概念あるからそこだけ確認しておくれ続けるんなら
[5706.210] (S)takeiteasy55: ヴェスタリアは初見殺しがひどすぎてウメちゃんが配信するレベルじゃないと思うぞ
[5710.353] 伝説の狂犬チハル: 100人居たら70の攻略があるしね
[5714.638] hinokihinoki: ウメちゃんまだシャドバ続いてる？
[5725.206] メンタム: リセット地獄に耐えられる？
[5726.663] fina_thankyou: 今回はファイアーエムブレムだからなのね
[5728.186] Tsubasa_SS: じゃああんま口挟まんほうがよさそうね
[5729.358] mattarisk: すぐ飽きちゃうよね
[5737.148] debimaru72: でも俺マリオRPGのワザップ見ちゃった…
[5745.421] garouakira1983: クリア寸前になったら冷めることあるよね
[5747.827] nekodorakunn: でも格ゲーのキャラ対とかは見ないときつくない？
[5754.264] Tsubasa_SS: ソシャゲのスタミナみたいなのある
[5756.142] poto2panapa: 取り逃しとかが嫌だから攻略見ちゃう
[5756.846] higan1983: ウメちゃんやってたGOWがゲームオブザイヤーですって
[5757.871] takuan55213: 俺撮り逃しが嫌だから絶対事前に見ちゃう
[5762.326] (S)henrietta19: 続けて同じキャラまっぷにだせなくなるのよ
[5762.635] mitarashi458: 疲労はじきにわかるからまぁ攻略見なくても
[5766.353] debimaru72: 疲労システムあるから同じユニットだけずっと使えないシステム
[5770.303] sayuha1: トラキアは初見殺しあるよ
[5770.764] jiro_d: 最後の村で一生キャンプするねえ
[5774.184] (S)x_abu_xx: マニュアルレベルの知識はね
[5774.379] 1up_kinoko: ｗ
[5774.477] メンタム: 捕えるはステータス全部半分になるからそこだけは覚えて
[5776.655] nekodorakunn: すげーｗ
[5781.357] onoeserika7: 我が道を
[5785.358] denden173: さすがに
[5785.711] xxtidorixx: キャラ対作る側だしね
[5789.330] (S)henrietta19: さすが
[5790.043] ガイギー: さすがにｗ
[5790.324] shiroyashazd: GunRun
[5790.351] rootsblank: 4章で焦りそう
[5796.523] mamenoki: それは確かに
[5796.994] gtm555: プロですなぁ
[5797.196] fina_thankyou: アルカディアとか読まなかったんだ
[5797.793] げろげろまる: 龍太郎の記事を参考にするんだ
[5798.314] Banana_Cake_xd_: 疲労システムのおかげでもう相当頭脳使ったねトラキアはほんと
[5798.944] (S)hiisan: メスト見るっしょ流石に？
[5799.285] (S)oinari6: Twitterでネタ探したりとかしないの
[5799.447] (S)Umechan55: ウメちゃんCCがんばってな
[5801.267] (S)ememeume: ウメハラさんが1番
[5803.545] Nickflamer: Daigo 
[5807.199] (S)takeiteasy55: 何で追撃できるとかはきっちり把握しないと辛そうね
[5813.856] (S)ttp_hayato: パンクに勝ってくれ！
[5815.651] rizziah: Fire Emblem 
[5815.962] (S)x_abu_xx: アルカディアのライターに情報提供してるレベル
[5816.289] (S)mgs_faye: FEも楽しみだけどCC頑張って下さい！
[5817.887] (S)komine58: 外伝はセビ滅よりは簡単
[5822.248] kokotaneko77777: だめだよちゃんとwiki読まなきゃ
[5824.381] masabonchicken: ウメちゃんがムック読んだら終わる
[5824.832] (S)yunyun_ada: 最近寒くなってきたから体調管理気をつけてね
[5824.930] (S)henrietta19: でもバイソンの記事読んで使うんでしょw
[5825.264] poto2panapa: バイソンの攻略をメストで見てなかった？
[5829.915] 1up_kinoko: CCいい試合期待してる
[5835.684] (S)donpappeer: ムック買う姿が想像できないｗ
[5842.662] debimaru72: トラキア放送やってくれる人は貴重だからすげえ嬉しかった
[5852.584] (S)komine58: ｗｗｗ
[5855.550] isfpnpvajpjof: ｗｗｗｗ
[5865.691] gtm555: メストは適当だから
[5868.274] (S)komine58: 疑惑ｗ
[5868.940] (S)diego_ohunabara: ｗｗｗ
[5869.744] balthazar000: さすがビースト。
[5875.413] 記入漏れ: 人がただ最速で初期の印象で書いたもの故に・・・
[5875.529] にゃんマスター: スト4のムックはクシャクシャになるまでフレーム表見たってヌキさんに言ってたような
[5875.903] (S)diego_ohunabara: umeWin
[5876.738] debimaru72: インド人を右に
[5882.015] (S)henrietta19: 他のプレイヤーと議論とかもなし？
[5884.600] (S)takeo_onakasuita: インド人を右にするぐらいだから
[5886.734] Banana_Cake_xd_: トラキア配信とかピアキャスト時代を思い出していろいろな点ですんごいなつかしい感あったｗ
[5890.007] xxtidorixx: バイソン使えばお金がかからないってメストから学んだ
[5890.201] dante64899: クリアしてから攻略見るのが好き
[5899.448] higan1983: オアー
[5900.094] isfpnpvajpjof: それ自分が先に進みすぎたみたいな事じゃなくて？
[5903.531] balthazar000: フレーム表と攻略一緒にする？
[5913.413] kenkyonaninja2: トラキアまーーーじかー
[5916.452] 1up_kinoko: ホントに気に入ったゲームは2週目攻略みながらクリアするなぁ
[5916.577] (S)henrietta19: 一緒に攻略する感じか
[5926.767] (S)natoooji: ガイルLINEとか入ってないの？
[5929.432] 2DQ_Kari: ウメちゃんがRAGEでビギナーとどう絡むのか心配だよ
[5948.215] hosp1990: メストムック集めてたな
[5948.702] (S)henrietta19: たしかに心配ｗｗ
[5950.381] fina_thankyou: さすがに料理はレシピ見る？
[5950.575] (S)Umechan55: TOPANGAチャリティってウメちゃんでるの？
[5956.293] (S)user0511: ついに？
[5957.110] (S)suginaka56: へー
[5961.759] kataba2031: システムは見ないと始まらまいよね
[5962.206] zakkn: 育成まーじか
[5964.837] (S)henrietta19: へー
[5966.280] onoeserika7: 熱血ウメハラ塾
[5968.656] metalface_05: へー
[5969.467] sironasu: 塩対応しそう
[5970.989] cqc2018: ふーどがやってるやつ？
[5971.429] (S)hiisan: にゃん師とかにストⅣ時代教えてないの？
[5971.718] Banana_Cake_xd_: ウメ先生！？
[5973.826] denden173: ヌキさんは？？？？？？？？？？？？？？？？？？？
[5976.612] (S)ttp_hayato: おじいちゃんに教えてたんじゃ？
[5976.716] (S)x_abu_xx: 獣道はどうですか…?
[5977.522] masakari0000: 大学生に教えてなかった？
[5978.557] 1up_kinoko: 大谷は？
[5980.834] (S)obo_006: 教えて見たい？木曜日やります？
[5981.948] (S)spring__thief: ジコケンでなさいよ
[5983.328] (S)suginaka56: すぐ自習になるでしょ
[5984.948] (S)henrietta19: 塩対応しそうｗｗ
[5984.951] (S)nukaduke91: 大貫強化計画
[5986.079] 伝説の狂犬チハル: ジョビンを立派にしてあげて
[5986.884] (S)NIVEA1: そうなんだ
[5987.616] balthazar000: 配信可能ならBeasTVで育成して欲しいな〜
[5989.646] (S)あずき3: できないことが理解できなさそうｗ
[5996.438] (S)tamachan0530: 初心者ってどれくらいの初心者？
[5999.654] (S)kitagawakun: 前にsakoさんとか板ザンとか何人かと募集された人数名ずつ教えるイベントみたいなのなかったっけ
[6001.308] call49: RAGEの同じチームのビギナーに教える感じになるんじゃない？
[6005.037] (S)ememeume: ぜひ！！
[6005.630] kokotaneko77777: 教えてる途中でお酒飲み始めそう
[6006.763] (S)takeo_onakasuita: うめちゃんせんせいに教えて欲しい
[6010.477] metalface_05: ジコケン出る？
[6019.093] kantan222: カプコンカップに向けて秘密に取り組んでることって終わった後に聞いたら教えてくれたりする？
[6020.145] hibiki3232: 波動出せない人もいるんだよ
[6022.115] avalon0528: 最近攻略がネットでも身内でしか行われてないのどう思う？
[6024.382] mattarisk: あの真空波動拳の動画思い出すね
[6024.724] (S)komine58: ビギナー枠はやっぱり再生数低いね
[6025.028] げろげろまる: 大谷は？
[6026.710] onoeserika7: 短期集中コースと長期コースか
[6030.387] (S)henrietta19: ああ、いいそうｗｗｗ
[6031.169] gtm555: ウメハラの弟子ってプレッシャーすごくない？
[6031.363] denden173: 本人だよねー格ゲーとか
[6031.584] (S)NIVEA1: あー
[6031.787] fina_thankyou: まちゃぼーに近い教え方になるのかな
[6036.909] hinokihinoki: 教えてもらう方凄いプレッシャーありそう
[6042.271] snowX23: 万年シルバーの俺に教えてほしい
[6042.279] (S)Umechan55: はよ自分の子供作って格ゲー英才教育しよ。初心者に教える楽しみ存分に味わいな？
[6043.026] (S)mgs_faye: 手っ取り早く強くなりたいは怠け
[6049.258] (S)obo_006: ウメハラの弟子！とります？
[6050.594] (S)sagatdeganbaru: ？？？「俺より強いやつに会いに行きたいです」
[6051.365] (S)あずき3: プラチナを一皮剥けさせる講座
[6055.469] atamagaparn2: そういうひとしかいないんじゃない？
[6055.908] masabonchicken: 大谷くんあいてにはどうだった？
[6059.931] mattarisk: 藤村もそう言ってたね
[6061.852] (S)kitagawakun: でも初心者のうちからめっちゃ向上心あります！って人もいないというか怪しくない？
[6062.827] (S)henrietta19: もし教えてもらう立場になったら言っちゃうわｗｗｗ
[6064.984] kokotaneko77777: 半年前コサクには深く言えないって言ってた
[6068.917] debimaru72: グリードセバー立てるようになりたいんです
[6074.976] (S)takeiteasy55: ウメちゃんは配信用の弟子とか取らずに身軽で居て欲しい
[6082.417] barabarasan: 格ゲー狂いの小学生を探そう
[6083.126] garouakira1983: うめちゃんが1番教えた人って誰ですか
[6092.178] (S)hiisan: ウメちゃんストＶでチーム作らない？
[6095.865] ガイギー: ウメハラ漫画好きなんですけど、続編の予定とかありませんか？
[6101.534] renoa0521: アールさん育成しよ
[6102.454] denden173: マサは？
[6104.810] avalon0528: ぼんちゃんは弟子だよ絶対
[6110.750] (S)user0511: マサ？
[6112.389] kenkyonaninja2: 弟子のポテンシャルによりそう
[6115.143] (S)yunyun_ada: 水曜フライト？
[6119.071] kokotaneko77777: むしろウメが大谷にリュウ教えてもらおうや
[6122.117] (S)henrietta19: 関西編あるでしょ＞漫画
[6122.642] げろげろまる: 柏木アール？
[6127.771] (S)sagatdeganbaru: 教えるときは何から教えます？
[6130.588] snowX23: 大谷？
[6139.907] (S)NIVEA1: アールさんじゃ
[6141.501] nonnon1990: 大谷？
[6142.586] (S)~MISSING_COMMENTER_INFO~: あれ？Tシャツのデザイン変わった？
[6145.583] gtm555: マゴさん
[6147.073] さぶろ: 大貫最強伝説
[6152.855] poto2panapa: ラオウ？
[6157.210] (S)x_abu_xx: マサは?
[6158.411] mattarisk: 最強伝説
[6158.882] suwatei: とよぽん？
[6162.997] (S)Kanquez05: 大貫最強伝説面白かったなー
[6166.209] (S)henrietta19: 叩き潰して教えてそう
[6168.511] (S)user0511: 梅ちゃんって人に教えるイメージないな
[6168.832] balthazar000: マサ？
[6169.176] hondata12: クラハシ？
[6178.281] masakari0000: ボンちゃんはギルティやってたからな
[6180.790] fina_thankyou: 聞かれたら教える？
[6183.807] (S)ememeume: 背中見せてる
[6198.364] (S)henrietta19: 戦士の理屈ｗｗｗ
[6201.559] mattarisk: ウメちゃん悟空タイプ？
