[24.046] kobayan86BRZ: 見れた
[2169.521] mashe1748: 強足刀にあーまーいいなｗ
[2171.078] zolajin: みんなクソ強いのが面白い格ゲー
[2171.434] (S)gorogorogorn: 全員一個づつクソ持とう
[2173.337] sndkzfm1: カプコンがリュウ戦えなくしてる
[2174.309] shellfish55: リュウビのクソさ見習えよ
[2174.532] 風水ライダー: sキャラはイカレ技ついてるしなー
[2178.761] migiriugachi: JP弱体化より弱いやつ強化のほうが良いか
[2179.741] (S)日本語かな: -5
[2181.222] kanatazx: ルークみたいに溜めで全ての技に電刃補正ついて+1フレ
[2183.470] (S)やまゆ: グラディウスとあんま変わらんだろ
[2185.450] hisotensokuzei: -5とかじゃない？
[2186.532] (S)kimi_3_: ラッシュで集中がつく
[2186.778] uwbxlwyhsiqj: 20秒打ち放題でも当身の方がクソやし…
[2187.031] hausumf: いやだめだよ
[2187.284] m0k0t: ほんとくそ要素ばかり
[2190.326] kusomegane123: ゴムゴムの実食わせよう
[2191.464] (S)tabibitox: 大ゴスにもアーマーつけよう
[2191.945] マリンカラード: ラッシュ大ゴスゲーになりそう
[2194.056] はっぴーたいむ: １回使って集中切れるのはりゅうの集中が足りてない
[2195.590] gugugu5432: ギルティのソルみたいな投げにで足刀ループ
[2197.524] shokugo55: ついてもいいけど別に弱い気する
[2198.188] Radio_hitd: トーナメントの作成おめでとうございます、Daigo 先生
[2198.808] 記入漏れ: 大足刀は発生29す
[2200.754] (S)gorogorogorn: グラディウスなんよｗ
[2201.050] alguemdoch4t: Daigo u so beautifull
[2201.182] TB2117: くそ要素やべえｗ
[2202.240] レム__: ｗ
[2203.214] ミシェル鎌倉: 喧嘩はうんこ持ってるやつが一番強いって松本人志も言ってたな
[2211.033] heijitusan: ガード有利でもいい
[2213.789] prisira: まず即刀が強くないし・・・
[2221.399] mashe1748: 大ゴスはインパクトキャンセルできるようにしてくれたらうれしい
[2223.407] taro0140: エックスメンw
[2224.409] かべ_娘は双子: ルークのkuso要素って何？単純な強さかな？
[2225.376] syura26syusyu: 道着に着替えたマリーザになりそう
[2229.784] korekitwitch: 相手はそこを投げれるのか
[2229.985] LooseDash: リュウがアーマーゴリラするのか・・・
[2240.595] cure_afro: みんなに夢を語らせるために弱くあり続けるかつての主人公
[2241.881] レム__: ルークはハイスタンダードが強み
[2244.874] shellfish55: ルークあんまクソではないけどつえー
[2246.677] deus_ex_machina88: クソまみれになろうや
[2250.495] prisira: ルークは下中Ｐの性能狂ってる
[2250.971] 1108044k: スタイル的にアーマーあってよさそうなのに
[2256.251] (S)日本語かな: ルークはハイスタンダードかつバーンアウト中のパワハラ
[2256.393] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[2257.636] (S)matoo0777: ルークは中パンのリーチ長くてプラス
[2258.979] OKG_TWIN: ルークは全ての技が結構強い
[2261.747] novea19: でもマリーザくらいの強さはほしいよな…
[2263.347] (S)thraximundaru: ルーク大PもJ大Pも下大Pもクソい
[2265.165] m0k0t: ルークはすべてくそ
[2265.851] かべ_娘は双子: ハイスタか。ほんとリュウには何が足らんのだ。
[2266.358] sndkzfm1: リュウは岩の上に座ってるおじさん
[2278.624] bossyjoec: DAAAA 
[2278.880] 風水ライダー: 体も大きいからリュウよりリーチあるよねルーク
[2279.443] chosukechaos: 弱波動をサイコブラストぐらいゆっくり
[2282.196] prisira: 通常だけでいうならルーク最強だよ？
[2282.819] shellfish55: ルークはリュウビみたいなクソ技ないよ
[2286.440] TB2117: リュウのいいとこルークに持っていかれた感
[2291.877] Radio_hitd: PERFECT KOOOOOO
[2301.413] かべ_娘は双子: リュウの弱波動遅くはめっちゃ良くない？
[2303.997] taroru3: スタンダードなリュウの存在って・・・
[2307.202] (S)とまとたいがー: 大ゴス、サプレッサーみたいにちょい下がってくれたら強そう
[2307.464] cure_afro: ルークの前腕絶対病気
[2316.517] 記入漏れ: リュウのいいところもっていったのはこのケンくんだよ、弾すらケンのが強い
[2324.318] (S)tabibitox: 弱波動遅く、中波動はフェイントでいい
[2328.145] Aroma8854: 中波動でだけ電刃発射とかは
[2330.276] mashe1748: 大ゴスはインパクトキャンセルできるようにでお願いします
[2334.385] kanatazx: 波動拳フェイント
[2337.479] (S)日本語かな: 上に弱くなる
[2338.862] Spironito: これが初めての試合ですか？(これは冗談です）
[2343.891] heroyan2: さくらみたいにタメ波動は？
[2344.460] prisira: 弱中強で集中使い分けとかどう？
[2345.316] unlimited_teddy: 気絶がないのがリュウを不利にしてる
[2345.616] gatsbyin: 豪鬼に集中して
[2348.273] boco_gaming33: リュウに灼熱追加は??
[2352.393] (S)相田俊介: 強波動をマッハの方が意味ありそう。ルークくらいの
[2356.700] zoeyan: パケ絵ルークだし主人公取られた？
[2357.538] (S)tamamichune: tamamichune is gifting 1 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 2 in the channel! 
[2357.873] (S)tamamichune: tamamichune gifted a Tier 1 sub to kazumabi_ibamuzak! 
[2361.405] 1108044k: ハショウゲキで弾跳ね返せるのはあり？
[2363.247] 風水ライダー: ケンとかルークの方が難しいことしてるからなぁ
[2365.505] マリンカラード: 弾機能しない組み合わせどうしようもねえか
[2366.362] bluewoodsun: 集中を無限に重ね掛けできるようにするとか
[2366.595] takossshi: 逃げ竜巻をスト4の初期みたいな感じにしたらどうですか
[2366.947] LooseDash: 春麗にはどうでしょう って言おうとしたらはざんあった
[2367.890] gajonaori: 剛拳の上斜め波動追加するか
[2369.566] かべ_娘は双子: ウメちゃんみんなの妄想にすごい考えてくれるから好き
[2372.190] prisira: 中波動に集中使えばいいんじゃない？
[2382.492] (S)gorogorogorn: にがさん！
[2388.311] syura26syusyu: タケコプターゲー
[2394.111] shellfish55: 逃げ竜巻自体終わってる
[2395.918] prisira: どうせ弱と強しか波動うたんし
[2402.070] latenight000: 中足ラッシュして、ガードされたら逃げ竜巻で回復を待ち続ける
[2403.757] (S)matoo0777: 集中波動は強のときだけ発生してほしい
[2414.175] (S)miracle_flash: 竜爪と百鬼つけない？
[2422.695] ロミヲ: ゾンギエフ
[2423.094] syura26syusyu: 肉肉しい
[2424.223] alguemdoch4t: Zangef buff??
[2428.217] mashe1748: 空中竜巻はせめてルークの空中ナックル位の性能にしてくれ
[2444.503] 1108044k: リュウから殺意要素なくしたくてしょうがないカプコン
[2444.767] マイネームイズアキラックス: リュウに灼熱つけてほしい
[2450.214] prisira: 後は集中で竜巻と足刀も強化とか
[2452.231] gisvmpwf: 運営『ま、強化しないけどね！』
[2453.302] taroru3: もう殺意だしてくれ。リュウさんはずっと休んでて
[2454.601] (S)matoo0777: 弱竜巻はスト２にしよ
[2457.090] 風水ライダー: 空中竜巻、もうちょっと変化ほしーよね
[2466.056] TB2117: 殺意はかっこよかったなぁ
[2474.389] ゆきおん: よし、心眼付けよう
[2475.350] (S)あでぅ: もう集中したら殺意になるとか。
[2476.255] syura26syusyu: 耐久が標準の殺意はヤバそう
[2477.266] sndkzfm1: リュウから主人公交代絶対したいのがカプコン
[2479.488] zolajin: 見たことない新技つけて強くしてほしいな。リュウが成長してるって思える
[2492.315] korekitwitch: リュウ強化には３～４か所変更いるから、今ってやっぱ弱いんだよなw
[2494.245] xyz1648: 集中せずに灼熱コマンドで電刃波動でも良かったよなあ
[2496.775] latenight000: カプコン「しょうがないなぁ、殺意出すよ～（影なる者ぉ
[2500.967] TB2117: 集中５貯めたら殺意とか
[2502.070] bumpy671: 今のたかしに殺意抱かれたとて
[2506.363] prisira: 後は前大ｋの確反消すとかもいいと思うんだけど
[2506.672] (S)日本語かな: OD空中竜巻は逃げる性能じゃなくていいから画面端じゃなくても追加か起き攻めさせてください。
[2508.155] novea19: リュウが弱いんじゃなくて電刃が弱いんじゃない？ 殺意の頃は輝いてたよ
[2509.614] kskskn: 空対空にさらにおまけもらうとか？
[2512.576] OKG_TWIN: でも強化された結果リュウが溢れかえったらまた文句いうやついっぱいでてきそうでな
[2512.597] nanjya: まことの疾風みたいに出すタイミング選べる・出さずに温存とかできれば
[2515.413] yo5hhhh: 波衝撃当てる毎に集中ゲージ溜まって3回当てたら強化されるとかさ
[2531.587] (S)yomoyansan: 殺意はストーリー上ネガティブ要素だから無くしたいのはしゃーない、けどそれはそれとして素のリュウを強くしなさすぎなのなんでや・・・
[2533.950] prisira: ソバット許されてるしいいじゃんねぇ・・・
[2537.544] 風水ライダー: はしょーげき強くして欲しい
[2550.601] cure_afro: どうせ運べないんだから中間で戦えるといいな
[2552.968] heijitusan: なんでたかしのOD空中竜巻ってその場で回るだけなん？ｗ
[2553.850] (S)matoo0777: 旋風脚はゼロ仕様でよかったのに
[2558.826] albeec21: OD波動うったら電刃たまるとか
[2559.163] Yagr6: ken is a grappler lol
[2563.457] mashe1748: リュウはそろそろ殺意じゃなくて波動覚醒して常に電刃くらいのキャラで出して欲しい
[2565.623] Moneybagzzzzzzz: zangief BGM 🤣
[2568.312] (S)相田俊介: 前大K強くしたら5後期ナッシュになっちゃう。カッコ悪いｗ
[2576.708] 1108044k: 波衝撃エイジスみたいにするか
[2578.899] dai920san: 弱いリュウでも使用率高いんだから強くするとケン以上にリュウマッチになるだろうなとは思う
[2579.661] syura26syusyu: 厳密にはリュウ自体は5より強くなってるんよね 周りはもっと強くなってるけど←
[2589.496] shellfish55: 根本さんのテーマソング
[2597.453] zolajin: いつの間にかアサセさんもホロ勢になってたのか
[2604.099] (S)とまとたいがー: OD集中(3ゲージ)で2個集中状態。2ゲージだと溜め直しできて強そうやから
[2605.126] cure_afro: OD竜巻吹っ飛ぶから追いかけるのもだるいよなｗ
[2609.447] sweet_19: nemohand1Nmot
[2609.486] Yagr6: ken be throwing people more than gief do
[2618.989] クレちゃ: SAを出さずに勝つ
[2621.076] Aroma8854: 弱波衝をフェイントにしよう
[2621.199] Moneybagzzzzzzz: Kengief
[2621.309] user_5960: うーん
[2621.778] kskskn: いっそのこともっと弱くしよう
[2622.831] gajonaori: ケンが６で大幅に変わったように、リュウもJPにちょっかい出されれば強くなるかもしれん
[2628.440] prisira: 集中で竜巻も強化とか
[2637.098] (S)matoo0777: 体験版はリュウめっちゃ強いやんとおもったのに、どうして、、、
[2637.312] latenight000: もうさ、強昇竜から密着起き攻めさせてくれないか？それなら超強くなるだろ
[2639.008] (S)gorogorogorn: ケンはいっぱい当たるのになあ
[2643.274] OKG_TWIN: 春麗並みに立ち回り強化されるんだったら、起き攻めは今のままでもまぁまぁ
[2643.297] sndkzfm1: 使用率がルーク＞リュウにならないと強化来ない
[2645.899] (S)とまとたいがー: わろたw
[2648.423] taroru3: リュウくん杖つかおっか
[2648.624] 1108044k: 波動が飛ばない
[2648.643] onlineguile: Does ken really need throw loops chat?
[2651.622] 二丁目: 波動昇竜削除
[2656.549] gajonaori: 中足波動繋がらなくするか
[2657.014] chinnen1: キャラ消すのが一番手っ取り早い
[2663.394] mendokusaiu: 貯めないと波動出なくするか
[2663.533] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[2665.579] 記入漏れ: ケンが弱体化したらルーク増えるよｗ
[2666.581] zolajin: 弱いキャラで勝てる俺かっけーっていうダンと同じキャラになるじゃん
