[14.698] ちくお: っわこらだ
[172.370] anzu_eichi: おめでとう
[172.419] yuushi412: わこらだ
[172.433] shiba_retasu73: わこらだ！！
[172.574] (S)まこくん: わこらだ
[172.578] わかモ: わこらだ
[172.585] まよちゃ: まよちゃ subscribed at Tier 3. They've subscribed for 14 months! わこらだ
[172.586] (S)ぱんだぁぁぁ: 20万人おめーーー
[172.661] (S)R1N12O: わこらだ
[172.717] a_cherry_blossoms: わこらだ
[172.720] (S)yu_ai89: わこらだおめ
[172.747] kanadadao: わこらだ＆おめ
[172.846] ruby7_26k: わこらだです！
[172.872] aika_0317: おめ
[172.908] しなやかしょうゆ: わこらだ
[173.220] 7むし: かぐら_ subscribed at Tier 1. They've subscribed for 15 months, currently on a 5 month streak! わこらだ
[173.989] small_aroe: わこらだ
[174.106] (S)amasechan_: わこらだおめ
[174.202] かりんりんだよぅ: 1万人超えてるだけだすごいと思うよ
[174.342] enpt___qmq: けど最近1万人声出たくない？
[174.439] namatamago427: わこらだ おめ
[174.469] kazusuna: おめでとう🎉
[174.916] (S)rinatu25: わこらだ〜
[174.933] ayanonn0708: わこらだ！
[174.963] ぴなむ: わこらだ
[175.045] nasu_nonasu: わこらだ
[175.067] ici1411: わこらだ
[175.078] yogharu: わこらだ
[175.125] akai_nea: おめでとう
[175.175] Choco__158: わこらだ
[175.223] shiba_retasu73: おめでとう🎊
[175.358] tutineko2: わこらだ
[175.369] akkkky2525: わこらだ
[175.551] (S)ココっぺ: わこらだ
[175.598] (S)にぃぃぃ: おめでとう 
[175.636] (S)椋榎: おめでとー
[175.641] やくとみ: いつも万超じゃん
[175.714] runa_xx1023: ニコニコしながらみる
[175.833] koniro_: おめでと
[175.846] ponpoko_no_pon: そんなこと言わんよ！！
[175.936] ナラ抹茶: わこらだ
[176.032] たほ: おめ
[176.040] konmeno: おめー
[176.375] 紅茶まみれ: わこらだ
[176.662] nasu_nonasu: おめ
[176.700] anko_mochi0319: わこらだ
[176.814] hosigumo25: おめでとうございます
[176.814] Rada_lop: わこらだぁ
[176.858] emma___szn24: おめでとう！！
[176.888] meychan_ty: わこらだ
[178.099] yuzu0331: わこらだ
[178.172] ぷゆーー: おめ
[178.236] mikan_san: 今1700
[178.254] 月ノ: わこらだおめ
[178.284] riooooo_0815: わこらだ
[178.285] nakanokun_chan: 見ちゃやーよ
[178.304] お湯割り: わこらだ
[178.312] takumoririn: わこらだ
[178.315] mattya157: おめー
[178.430] (S)夏人: わこらだ
[178.474] hi_oyu: じっくりみとく
[178.491] kazeto0261: radaoOme
[178.847] kazu8739: わこらだおめでとぉ
[179.043] しらすがわ: わこらだ
[179.077] (S)キョロちゃん: わこらだ
[179.167] いおりぬ: わこらだ
[179.316] 20070217_: わこらだだだだだだ
[179.461] 96cyam: わこらだ
[179.506] (S)椋榎: radaoOme
[179.519] しなやかしょうゆ: おめ！
[179.613] ruby7_26k: おめでとうございます！
[179.677] koakuma39: わこらだ〜
[179.730] lalaco686: わこらだ！
[179.920] mikan_tomato: おめでとう
[179.931] koshiankoOUO: わこらだ
[180.117] pipu_bare: わこらだ
[180.147] (S)emuuun_04: わこらだ
[180.220] radao_1019_: おめー
[180.337] mooooozuuuuu: わこらだ！
[180.352] のんﾁｬ: わこらだ！！
[180.439] djayoayo: おめ
[180.541] kujirai___: わこらだ、20万人おめ
[180.554] ginsyu_424: わこらだ
[180.658] yoi_963: わこらだ！
[180.659] (S)aauauau: わこらだ
[181.233] shiromi0125: 20万人かよ。めでてぇな
[181.307] bbbton: すげえよおめえ
[181.464] aka_726: わこらだ
[181.554] ゆふる: わこらだ
[181.673] salt_w12: わこらだ
[181.686] anko_mochi0319: おめーーー
[181.695] tokotokodegrass: わこらだ
[181.827] (S)koyubi_ouo: わこらだ
[181.833] karo_rainasyuu: おめーー）
[181.929] りーーぶ: わこらだ
[182.059] spectrum_s14: ぽめわこらだ
[182.104] reinnkot: おめでとう🎊
[182.110] ｳﾐ: わこらだ
[182.115] にわすずめ: おめでと
[182.148] (S)charosenpai: radaoWakotu
[182.159] (S)おさけチャン: おめでとーーーー！
[182.217] cisha_1219: おめめめ
[182.270] tkmof: おめでとう
[182.354] nobume0v0: おめでとう〜！🎉
[182.368] (S)mochimochiku: 20万人おっめぇ
[182.443] wakana_smg: わこらだ！
[182.555] (S)yona_0724: yona_0724 subscribed at Tier 1. They've subscribed for 6 months! わこらだ
[182.833] ici1411: おめ〜
[182.853] n_paa: おめでとう🎁🎂🎉
[182.858] (S)hara_punch: 20万人おめー！ 
[182.941] (S)kojimanominato: わこらだ！おめでとう！
[183.010] ry_ota: おめ
[183.387] (S)toooodoooo: わこらだ
[183.436] ochacha_1212: わこらだ
[183.439] (S)白雛: わこらだ
[183.594] pipu_bare: おめでとう！！
[183.683] gonnchan: わこらだ
[183.828] runa027: わこらだ！
[183.828] a_kyasu: わこらだ
[183.832] shiromi0125: 祝ってやるよ
[183.853] こに014: わこらだ
[183.859] azuki_2547: わこらだ！
[184.354] koronn1101: じゃあ見ます
[184.399] non11_piuzo: わこらだ
[184.525] まっちゃくんん: わこらだおめ
[184.543] mogu_rikko: わこらだ‼︎
[184.560] すいぺりあ: 焼き付けとく
[184.560] hihou010818: おめ
[184.621] (S)梅にウグイス: わこらだ
[184.652] natu725: おめでとう
[184.752] 黒い探偵: わこらだ
[184.852] seiyak2: らっだあさんこんばんわ
[185.065] ちびちゃんん: おめでと
[185.093] nekosweet0202: 1600万？？？
[185.270] rest113: おめー！
[185.490] mamama03: おめ
[185.534] mizukurage_: mizukurage_ subscribed at Tier 1. They've subscribed for 22 months! わこらだ
[185.686] suzuchannotami: おめ
[185.737] toubun__: わこらだ
[185.755] kanakana1225: わこらだ!ぽめ!
[185.801] (S)しゃけやろうﾊーﾄ: わこらだ
[185.813] (S)koyubi_ouo: おめー
[185.888] mucha_1018: おめでとう 
[185.891] あなりーぺに: わこらだ
[185.965] sayu_gg: おめでとう🎊🎊
[185.969] るりいろの虹: おめ！！！
[185.998] skz46_: わこらだグッズ届いたよ〜
[186.012] syo_raaku: おめでとう
[186.109] oyasai_rc: おめでとう！！！
[186.123] zyooooro: わこらだ
[186.123] happu_0718: わこらだー
[186.181] (S)mofumofufufu: わこらだ
[186.185] goro569: わこらだ
[186.731] choco0506: わこらだ
[186.745] asayake43: わこらだ
[186.748] surooooooooo: わこらだ
[186.789] small_aroe: わこらだ、そしておめでとう(*´ω`*ﾉﾉ☆ﾊﾟﾁﾊﾟﾁ
[186.839] yunomi0703: わこらだ
[187.479] りーーぶ: おめでとんんんん
[187.543] ponnzu_: わこらだ
[187.623] (S)matchamochi117: わこらだ
[187.677] (S)ninasaku: おめでとうございます
[187.701] (S)もろこっし: わこらだおめでとう！！！！
[187.786] (S)ogapaka: わこらだ
[188.106] potato7326: わこらだ
[188.109] takeshi_no_tamago: なんの話？
[188.332] gonnchan: おめでとう！
[188.609] mizuno0624: わこらだ
[188.766] (S)かみまろ: わこらだ
[188.804] (S)ねねねい: わこらだ
[188.856] 2knekoo: わこらだ
[189.002] こもり: わこらだ
[189.032] (S)milkman1026: わこらだ
[189.278] (S)atuono: 1万人くらいみてるぞ
[189.386] oisiipan: わこ
[189.413] yoi_963: おめでとう🎊🎊
[189.504] (S)kurau___: radaoOme
[189.587] ochacha_1212: おめ〜！
[189.601] choco0506: おめ！
[189.717] suima_21: わこらだ
[189.806] hariromu1112: わこらだ
[189.813] kappon23: わこらだ！！！！！
[189.962] 紅茶まみれ: おめ
[189.971] kosu_mosu: わこらだ
[189.994] yunn_00: わこらだ
[190.215] tomo0605: わこらだー
[190.416] (S)junjun_911: こぞって見るね
[190.441] hoshizukiyo3227: わこらだ
[190.444] (S)まこくん: おめでとう！
[190.446] kabotyapan_: おめでとう 
[190.804] mizuno0624: おめでとう
[190.903] ぱたりろ: おめでとうございます😁
[190.919] (S)kaido_2525: わこらだ
[190.979] gaogao66: フリですか？
[191.022] kureemuobasan2142: わこらだおめでと
[191.110] nametooisii: 気づいたら見てる
[191.129] ちゃい1221: わこらだ、おめ
[191.313] てこくん: radaoOme
[191.382] 蒼演がろ: gan6411 subscribed at Tier 2. They've subscribed for 10 months, currently on a 10 month streak! わこらだ
[191.475] blacky_kurokuma: おめでとう🎉🎉🎉
[191.526] kaho0806: わこらだ
[191.534] yu_oooo_ka: おめでとう
[191.542] kend5656: おめでとう！
[191.576] aren1109: わこらだ
[191.668] harayukisachiko: ツイッチで一万はすごくない？
[191.883] yossii63: らだお低くないから大丈夫
[191.920] (S)しゃけやろうﾊーﾄ: おめっ!!!!!
[192.037] (S)藤之助: radaoOme
[192.095] ponnzu_: ぽめ〜
[192.189] (S)佐須: おめでとうございます！ 
[192.224] daifukt: おめ
[192.377] _ほたる_: わこらだ
[192.544] あム: わこらだ
[192.596] らむぅぅ: わこらだ
[192.694] yakuza_isi894: わこらだおめ
[192.749] jon10106: おめでとう!!!
[193.009] hina20081213: 見るしかないっしょ
[193.171] (S)ねねねい: radaoOme
[193.227] (S)白雛: おめでとう！
[193.238] kero_ppi1: わこらだおめでとう！！
[193.310] kanon1210: わこらだ
[193.444] amamama021414: わこらだ
[193.484] しあわす: わこらだ
[193.534] nyu1414: わこらだ
[193.665] ふろーと77: わこらだ
[193.753] world_kohaku: わこらだおめでとう
[193.992] やくとみ: radaoKick
[194.105] (S)sakiritu: わこらだ
[194.202] sakasa_n: でも支えてくれる人が20万人もいるって考えれば全然いいやん
[194.210] sayu_gg: わこらだ
[194.238] ふたきのすけ: おめでとうございます！
[194.379] toki_ra: 開始三分で1000人は多いほうでは？
[194.398] ojyooooooo39: にゃ
[194.612] muuu_3: わこらだ
[194.739] こしつぶ: わこらだ、おっめー
[194.846] runa027: おめでと！
[194.862] hururun86: 十分多いやん
[195.077] tomo0605: おめでとう㊗️
[195.095] mental_tofu: わこらだ〜
[195.141] (S)しのんの: わこらだ
[195.307] しめーじぃ: わこらだ
[195.509] kyouka_ky: わこらだ
[195.849] venawy: わこらだ
[196.018] kappon23: おめでとう！！！！！！
[196.067] (S)shinichan227: 何の配信が人気で不人気か分かるよね
[196.072] (S)arec0429: わこらだ
[196.186] 20070217_: らだおーーーーーーーーーーーーーーーーん
[196.234] tukasa0628: わこらだーーー
[196.341] (S)dia11313: わこらだ
[196.391] (S)ディンダン: radaoOme
[196.561] BENIimo: radaoEhehe
[196.572] tubaki__hana: わこらだおめー！
[196.603] masao0203: わこらだ！
[197.059] ga_go: わこらだ
[197.073] ry_ota: 今日らだおのグッズ届いたぜ
[197.256] bc_moimoi: わこらだ
[197.273] amaebi____: フリ？
[197.291] sunokus: おめｪ
[197.385] radao_1019_: おめでーす
[197.441] kinugoshi_douhu: おめでと🎉
[197.474] surooooooooo: おめでとうございます！
[197.602] (S)ramune_ko___: おめでとう 
[197.673] gentou: おめでとうございます!!!!!!!!!!!
[197.811] nakanokun_chan: 切り抜きのそのままの空間が広がってて感激
[197.836] (S)karako2070: radaoOme
[198.327] reinoanohito2525: わこらだ
[198.489] glue_let: わこらだおめでとう
[198.524] oisiipan: ええええええええええ
[198.548] taki_tubo: おめでとうーーーー
[198.554] kokusen9685: わこらだ
[198.558] chii248600: わこらだー
[199.501] 蛍_: わこらだ
[199.666] 7むし: おめ 
[199.736] (S)pelex_dayo: 大会の時ときは2万近く見てるし大丈夫
[199.809] (S)mary611: わこらだ
[199.819] ~MISSING_COMMENTER_INFO~: 5000笑
[200.155] yura_rira: わこらだー
[200.248] uta5213os: わこらだ
[200.401] rito1725: わこらだ
[200.503] sasami_0814: わこらだ
[200.619] rene__xx: おめでとう！
[200.640] kankitukeijyosi: わこらだ
[200.687] 大宮瑞樹: わこらだ
[200.930] zyooooro: おめでとう！
[201.032] lee21211: わこらだ
[201.080] あま_1116: わこらだ！
[201.086] (S)しゃけやろうﾊーﾄ: radaoOme
[201.383] 0190sw: わこらだ
[201.579] rikuo186: おめでとーう
[201.613] oo1016: 同接すぐ10000人いくから
[202.131] rekuron379: 最近は同接1万くらい安定してない？
[202.157] kokusen9685: おめでとぉー
[202.226] ねこはん: わこらだ
[202.259] _ほたる_: おめでとう〜〜！
[202.545] kyouka_ky: radaoOme
[202.548] (S)実空: おめでとうございます 
[202.564] (S)hiroppo: わこらだおめ
[202.761] らるとす_99: わこらだ
[202.799] to_98: 20万おめ
[203.352] kujirai___: Twitch多いよね
[203.510] rararp: わこらだ
[203.547] tokotto: 最近視聴者1万近くに増えてない？
[204.082] poyupofulu2: わこらだ
[204.086] bc_moimoi: おめ 
[204.153] whitechiyo: わこらだ
[204.191] gonnchan: おめでとう😆🎉
[204.200] koruria: わこらだ
[204.455] (S)無限叉焼魚肉ソーセージ: わこらだです
[204.654] siasandayo: わこらだ
[204.690] 14mugitha: おめでとう
[204.698] のんﾁｬ: おめでとう🎊🎊🎊🎊
[204.701] ishicoro_coro_coro: わこらだ
[204.705] (S)karako2070: radaoPikon2
[205.059] とりーーも: わこらだ
[205.319] sushiporo: わこらだ
[205.525] hakuto197: おめ
[206.229] (S)d_taroo: わこらだ
[206.289] yuzu0331: おめでとう！！！！！
[206.445] shirororororo08: わこらだー
[206.452] miru_peko_don: おめでとー！
[206.555] (S)かみまろ: radaoOme
[206.793] _こっぺぱん: へー
[207.162] salt_na: おめでとう🎊
[207.251] rito1725: おめでとぉ！！！
[207.362] (S)ruchi_13: radaoOme
[207.399] ta_tago: めでたーーい
[207.558] 音夜: わこらだおめでと
[207.715] べにじゃっかん: おめ
[208.045] moti_1945: おめでとう
[208.091] tsuM6G1_: わこらだ
[208.321] とりーーも: おめでとう
[208.471] bishop_fq: bishop_fq subscribed at Tier 3. They've subscribed for 6 months! わこらだ
[208.535] gentou: さすがらっでぃ！
[208.732] ayunosioyaki0223: あー
[208.788] (S)kokage_0304: おめでとー！ 
[209.164] ねこはん: radaoOme
[209.667] nekomaccha: おめでとう~!!!!!!!!!!!!!!!
[209.673] miimii1225: おめ
[209.793] はるのてゃん: わこらだ
[209.868] Chawan_7: わこらだ
[210.034] えぬあい: わこらだ
[210.061] amouneko: わこらだ
[210.135] koniro_: わこらだ
[210.321] runa_xx1023: わーーーい！！
[210.374] watta_0: わこらだ
[211.013] yua_329: わこらだ
[211.129] mai_0601: わこらだ
[211.179] ooyake888: わこらだ
[211.382] hito_marimo: おめ
[211.678] こに014: 20万人おめでとう！！！ 
[211.678] kotehan31415: わこら
[211.702] (S)Setiara: わこらだ！ 
[211.772] happu_0718: おめでとう㊗
[211.860] misa___20822: 20万人もいたら東京ドーム埋まるやん
[211.944] bishop_fq: おめでとー！
[212.011] (S)あおふろォ: すげえや
[212.175] kalpiswota: そりゃあね
[212.231] (S)karako2070: radaoOme
[212.372] (S)tedoo89: radaoOme
[213.074] whitechiyo: おめでとうございます！！
[213.331] あば茶: おめでとーー 
[213.562] えぬあい: おめでとう！
[213.606] big___melon: おめでとぅー！
[213.706] takoyaki243: おめでとうー
[213.779] (S)marimoko6231: おめでとうぅぅぅ
[213.840] (S)実空: radaoOme
[214.026] ma_f1003: らっでぃはすごい子！！！！
[214.098] kankitukeijyosi: ホンマにおめでとう
[214.224] (S)sakiritu: radaoOme
[214.733] 京城きよか: 初コメです、おめでとうございます🎉🎉🎉
[214.976] 鉛筆びー: わこらだおめでとう!!!!!!!!!!!!!!!!!!
[215.084] runa_xx1023: radaoOme
[215.197] kurumi0108: radaoWakotu
[215.204] (S)yona_0724: おめでとう
[215.288] ちよび: おめでとうございます！！
[215.301] siasandayo: おめでと！！！
[215.481] (S)無限叉焼魚肉ソーセージ: 20万人フォロワーおめでとうございます
[215.492] (S)dia11313: radaoOme
[215.770] euphonium_miko: おめー！！
[215.981] tsuM6G1_: おめー!!!
[216.176] siondaifuku: おめでとう 
[216.362] mikan_san: HIKAKINレベル
[216.732] __まりん__: わこらだ
[216.838] Chawan_7: おめでとーーぅ
[217.308] ayanonn0708: おめでとうございます㊗️🎉
[217.321] rararp: おめでとう！
[218.000] みつおうぎ: らだおも化け物になろう
[218.028] konon0221: いぇーい！！！！
[218.095] t4ni_yuu: わこらだー！おめらだー！
[218.225] (S)Setiara: おめでとう！！！！
[218.503] (S)mossan0109: radaoOme
[218.905] koniro_: おめでとーーーーーーーう！
[218.917] sosko3260: わこらだ、20万人おめでとう！！！
[219.091] hanamaru_87: わこらだ
[219.309] (M)BullchaN: radaoWakotu
[219.354] nameko415: わこらだ おめー！！
[219.647] あらんえむかーびぃ: ってつたえたくてーー
[219.856] kinamasa597: わこらだ！
[219.897] あム: おめでとう
[219.910] (S)あおふろォ: って伝えたくて
[220.044] あま_1116: おめでとうーー
[220.057] (S)サメの子: わこわこらだらだ
[220.130] 102_tohu: おめでとうございます
[220.963] (S)ichigomilk_252: わこらだ
[220.968] moe_k0501: わこらだ〜おめ！
[221.274] (S)ここねり: radaoOme
