[10.153] (S)くろばれお: わこさかーーーー
[16669.483] (S)ニックネム: ないす！
[16669.741] (S)sazanami28: ないす！
[16671.671] (S)sasa_nha: ないすー
[16672.488] (S)b_chizu: gg
[16672.955] (S)亜弥ノエル: GG
[16673.197] (S)ayu_tmm: ないすぅ！
[16673.365] lonpea: ないす！！
[16673.860] (S)新鮮なシャコ: ないすー！
[16674.139] (S)naeko1123: ないすー！
[16674.390] (S)brocco_lin: ないす！GG！
[16674.997] (S)たかたに: ないす！
[16675.245] (S)kuro_nekotan: ないす！
[16675.529] えびふらいかも: GG
[16676.909] (S)ren4299: gg
[16678.596] (S)ゆうひ__: gg
[16679.898] choe5858: おおおおおおおお
[16680.800] (S)シェオ: ないすぅ
[16681.894] (S)たなか_たろう: ないすうううgg
[16681.908] hnhdts: gg
[16681.931] (S)mitasomam: GG
[16683.036] (S)まめ___: gg
[16684.612] megkgmgjtgt: GG
[16688.306] (S)うなやま: GG
[16695.752] you0zeromus: ファンボいたなww
[16695.810] (S)にゃるろーる: ｇｇ
[16703.530] naxxuB: ギアさんの速さについてこれなかったか
[16706.195] わかメンマ: PopNemo
[16712.056] (S)yofukashicity: 誰のファンだったのか
[16713.579] mitoever: 誰のファンだったんだ
[16725.041] (S)ren4299: おお
[16726.912] lonpea: あ
[16748.629] アナベル_バトー: ギアさんだいじょぶかｗ
[16757.286] (S)hqlcon: ボム付けてビームで敵溶けます
[16759.394] ジャビつん: こんばんはー
[16780.566] (S)pqsific: 相手さっきと同じ？
[16794.307] (S)ren4299: このマップ好き
[16801.216] naxxuB: もしかして大人気ゲーム
[16804.260] choe5858: 人気ゲー？！
[16845.194] lonpea: まぶしー
[16848.878] no_name2513: ありさん！今日GIGOコラボカフェいきました！
[16871.546] (S)ren4299: おお
[16878.199] megkgmgjtgt: うんま
[16881.947] choe5858: つっよ
[16883.712] (S)ren4299: なかなかやるね
[16887.829] 01__dska: うま
[16958.627] (S)ren4299: 西日が
[17016.199] 湯屋さと: ロー（倒した）
[17028.999] (S)ren4299: ないすー
[17029.316] (S)亜弥ノエル: うま
[17029.649] (S)ニックネム: うま
[17033.717] アナベル_バトー: つよ
[17035.460] (S)b_chizu: ないす
[17036.085] (S)brocco_lin: うま
[17036.331] まっちゃ123: うますぎ
[17039.482] (S)ゆてぃ_: ないす
[17040.727] 01__dska: うめぇw
[17040.747] megkgmgjtgt: うますぎ
[17044.320] (S)ren4299: あw
[17048.883] choe5858: こんだけうまかったら毎日owやるってw
[17051.805] アナベル_バトー: なーいす！
[17053.210] (S)シルバー000: ないす～～
[17053.755] (S)ゆてぃ_: なーいす
[17055.866] (S)ニックネム: ないすぅ
[17055.975] (S)シェオ: ないすぅ！
[17056.194] (S)sazanami28: ないす！
[17059.692] (S)brocco_lin: ないす！
[17064.156] (S)kikitoto520: ないす！
[17077.574] (S)ren4299: いいじゃん
[17079.178] (S)pi_enn: いいね～
[17087.198] (S)シェオ: いいね
[17087.947] 01__dska: いい！
[17089.400] megkgmgjtgt: エコーのスキンかわいい
[17090.638] (S)ren4299: 王冠可愛いな
[17094.172] (S)brocco_lin: いいね
[17094.349] (S)fu4im1: ﾔｯﾁｬｵｯｶ
[17106.481] (S)ren4299: W
[17119.863] (S)亜弥ノエル: PizzaTime
[17150.763] (S)sazanami28: みんなでピザ見てるのかわいいな
[17151.736] 湯屋さと: キリコの課金ダンスすき
[17170.128] you0zeromus: ありさんなにげにバトルパス買うくらいOWやってるのね
[17188.908] (S)fu4im1: パイナップルピザ自体が『勝手に余計なこと』だからね
[17208.103] (S)ゆてぃ_: ないす！
[17209.798] (S)ren4299: gg
[17210.183] you0zeromus: ないす！つよ！！
[17211.048] (S)ニックネム: ないす〜！
[17211.283] (S)亜弥ノエル: GG
[17211.547] lonpea: つおー
[17212.332] (S)ayu_tmm: ないす
[17212.387] えびふらいかも: ないす！
[17212.565] アナベル_バトー: なーいす！ＧＧ！
[17213.294] (S)ゆてぃ_: gg
[17213.555] (S)brocco_lin: ないす！
[17214.334] (S)b_chizu: gg
[17215.541] (S)sazanami28: ないすgg
[17216.709] (S)kuro_nekotan: ないすー！
[17216.791] (S)新鮮なシャコ: GG
[17219.336] (S)mitasomam: ナイスGG
[17220.210] (S)ayu_tmm: gg
[17224.978] (S)にゃるろーる: ないすー！
[17226.932] choe5858: 誰のだよw
[17230.827] ken8196: www
[17239.552] you0zeromus: www
[17257.526] (S)yofukashicity: かたくなに誰かは言わないｗｗｗ
[17265.592] アナベル_バトー: ｗｗｗｗ
[17266.133] ken8196: ハンゾー示唆きたか
[17267.767] (S)ゆてぃ_: wwww
[17268.089] (S)ren4299: W
[17272.116] (S)brocco_lin: wwww
[17283.609] (S)うなやま: wwwww
[17286.966] (S)nnk_pop: www
[17289.295] (S)ニックネム: wwww
[17291.753] (S)sazanami28: www
[17303.035] (S)ren4299: ｽﾝ
[17352.201] (S)くりーみーじぇのべーぜ: wwww
[17354.877] (S)ゆてぃ_: サポートww
[17358.501] (S)ゆうひ__: www
[17374.987] (S)くりーみーじぇのべーぜ: ボコられてるww
[17405.874] (S)oji1chan: wwwwwww
[17408.747] (S)ニックネム: wwwww
[17410.905] (S)brocco_lin: wwwww
[17413.414] アナベル_バトー: ｗｗｗ
[17414.197] ojou_43: wwwww
[17415.216] pote_r: wwwwww
[17415.556] (S)b_chizu: wwww
[17416.873] (S)にゃるろーる: あｗｗｗｗ
[17419.895] you0zeromus: wwww
[17420.480] (S)まこよ: wwww
[17421.075] (S)グリシー: 退部！
[17422.913] (S)kuro_nekotan: wwww
[17423.030] (S)ayu_tmm: www
[17424.584] koumori0115: www
[17424.737] (S)まめ___: www
[17429.177] (S)くりーみーじぇのべーぜ: おもいおもいww
[17452.468] you0zeromus: 義務おばっちww
[17458.336] (S)ren4299: ひええ
[17459.444] えびふらいかも: wwwww
[17464.787] 01__dska: www
[17471.303] MEGAgengarrrrrr: わこさかー
[17508.668] (S)ren4299: ハルトマスターだ
[17576.039] you0zeromus: ないすー！
[17655.242] (S)ren4299: まあまあ
[17673.692] (S)ren4299: w
[17677.422] (S)aureliaaa1: わこさかー！
[17799.548] (S)ren4299: 止まらないw
[17870.846] bint4su: 削られ方えぐ
[17945.215] (S)ren4299: トレうま
[17956.501] (S)oavow: まじはやい
[17962.208] you0zeromus: ないすないす
[18000.198] (S)ニックネム: ないす！
[18000.220] (S)tokievi: ないすー
[18000.430] (S)ren4299: ないすー！
[18000.457] (S)b_chizu: ないす
[18000.586] えびふらいかも: ないす～
[18001.920] bint4su: すげわ
[18002.688] (S)aureliaaa1: ないす！
[18004.165] (S)fu4im1: ナイス〜
[18007.089] (S)brocco_lin: ないす！
[18007.652] (S)sazanami28: ないす
[18009.123] (S)たなか_たろう: ないすう！
[18012.071] bint4su: 捲りえぐい！
[18141.392] m_taromama: ウルトは痛いよねー
[18181.642] 8tixu: 相手ハルトならバスティオンはなしなんですか？
[18182.778] (S)ren4299: w
[18230.018] (S)fu4im1: ナイル川？w
[18251.171] (S)かぐらちゃん_: wwwwwwwwwwww
[18252.951] you0zeromus: wwwwwwwwww
[18253.180] (S)aureliaaa1: wwwww
[18253.260] lonpea: ｗｗｗｗｗｗ
[18254.134] (S)sazanami28: wwwww
[18254.790] (S)tokievi: www
[18254.992] (S)ニックネム: wwwww
[18256.134] えびふらいかも: wwww
[18257.017] (S)b_chizu: wwww
[18257.382] (S)ゆうひ__: wwwwwww
[18257.474] (S)ren4299: wwwww
[18258.383] (S)kurooo__78: www
[18258.756] (S)荒木なぎさ: wwwww
[18259.949] (S)おるた_: nt
[18261.464] (S)kuro_nekotan: wwww
[18262.549] (S)ayu_tmm: www
[18263.365] megkgmgjtgt: wwwww
[18266.299] m_taromama: nice
[18268.567] (S)brocco_lin: wwwww
[18271.948] 8tixu: www
[18280.438] you0zeromus: ナイル川さん…
[18284.235] MEGAgengarrrrrr: ベンチャー怖すぎる:(´◦ω◦｀):
[18296.456] (S)ur0co: お疲れ様でした
[18296.829] (S)ren4299: お疲れ様でしたー
[18297.957] (S)dudu7246: 上手くてもマナー悪いのは残念だねぇ
[18298.163] (S)yum1xx0219: お疲れ様でしたー
[18299.617] えびふらいかも: お疲れさまでした～
[18300.018] (S)kuro_nekotan: お疲れ様れ様です！
[18300.176] (S)pi_enn: お疲れ様でした
[18300.703] (S)b_chizu: お疲れ様でした
[18300.931] (S)ニックネム: お疲れ様でした〜
[18301.096] (S)kurooo__78: お疲れ様でした～
[18301.494] (S)aureliaaa1: お疲れ様でしたー
[18301.576] (S)ゆうひ__: お疲れ様でしたー
[18301.998] (S)まめ___: お疲れ様でした～
[18302.679] 8tixu: お疲れ様でした
[18302.863] (S)たなか_たろう: お疲れさまでした〜！
[18302.876] kurosiro2362: お疲れ様でしたー
[18303.455] yuta8547: お疲れ様です。
[18304.231] (S)ねるる__: お疲れ様です
[18304.433] (S)nugget3150: お疲れ様でした〜
[18304.627] (S)ayu_tmm: お疲れ様でした
[18306.321] (S)mitasomam: お疲れさまでしたー
[18306.401] kazunoko016: お疲れ様でした〜
[18307.903] (S)brocco_lin: お疲れ様でした〜
[18310.098] (S)oavow: お疲れさまでしたー
[18313.326] (S)エリンギのバター炒め: おつかれさまでした～
[18313.729] (S)にゃるろーる: おつかれさまでしたー！
[18314.748] (S)tokievi: お疲れ様でした
[18315.594] ryokucha47: お疲れ様でした！
[18318.842] (S)oji1chan: お？
[18321.293] 8tixu: お？？
[18323.164] (S)くろばれお: お？
[18325.044] (S)ren4299: おやw
[18326.914] (S)ゆうひ__: 継ぎ足し？
[18327.715] tunakansalada24: さてと@1か
[18328.722] m_taromama: やる？
[18329.231] (S)tokievi: おお
[18329.398] slime030928: ＠１募？
[18330.266] かしょう: @1募か？
[18330.753] (S)kuro_nekotan: おお
[18331.166] (S)kurooo__78: w
[18331.748] (S)ニックネム: なんて？w
[18333.815] アナベル_バトー: ｗｗｗ
[18334.017] (S)くろばれお: www
[18334.760] (S)ayu_tmm: ww
[18335.510] (S)亜弥ノエル: なんてｗ
[18335.643] (S)aureliaaa1: なんて？
[18335.734] (S)brocco_lin: wwww
[18336.546] (S)07FZK: お？
[18339.146] kazunoko016: wwww
[18339.745] chroma8061: お疲れ様でしたー
[18340.417] warainusan: 継ぎ足しの時間です
[18341.246] うた_: たったったったww
[18341.884] semosemay: やろややろや
[18342.356] (S)07FZK: なんて？
[18344.231] pote_r: いけんだ
[18346.487] (S)にゃるろーる: お！？
[18347.956] douauje: OwO
[18349.124] (S)ren4299: れつごー
[18349.415] (S)oavow: 今日無限の日か
[18359.957] m_taromama: わーい
[18366.080] アナベル_バトー: ＠１？
[18367.843] pote_r: もう5時間？！
[18370.323] (S)ゆてぃ_: 結構やったなぁww
[18373.717] naxxuB: 心の換気も必要か
[18376.275] (S)kuro_nekotan: 5時間か！！
[18388.579] datemalu: 5！！あっという間だ...
[18392.558] (S)oji1chan: 本当に…？
[18393.625] (S)にゃるろーる: えｗｗｗ
[18393.999] アナベル_バトー: ｗｗｗ
[18395.623] (S)かぐらちゃん_: wwwwww
[18396.680] (S)ゆてぃ_: 変な人www
[18396.746] (S)aureliaaa1: www
[18396.887] (S)新鮮なシャコ: wwww
[18398.190] (S)ren4299: そうかな？w
[18399.019] (S)fu4im1: ほんとぉ？
[18400.033] (S)brocco_lin: wwww
[18401.099] 8tixu: ワンマッチ30分ですか？
[18423.391] (S)ゆてぃ_: いてらwww
[18426.942] えびふらいかも: いてら
[18427.136] (S)aureliaaa1: いてらw
[18431.255] (S)brocco_lin: いてら
[18431.286] you0zeromus: でも前より増えたよねタンク
[18435.252] (S)にゃるろーる: いてらさいｗ
[18450.193] 01__dska: いってらー
[18478.186] (S)ren4299: あ
[18482.244] (S)まめ___: お
[18492.565] (S)亜弥ノエル: ｗｗｗ
[18499.458] (S)aureliaaa1: www
[18500.284] (S)にゃるろーる: おかえりｗ
[18503.864] you0zeromus: おかも
[18519.397] (S)oji1chan: www
[18520.119] (S)かぐらちゃん_: wwww
[18522.834] えびふらいかも: wwww
[18523.071] (S)brocco_lin: www
[18524.147] (S)sazanami28: www
[18524.641] (S)にゃるろーる: ｗｗｗ
[18524.925] (S)aureliaaa1: wwww
[18526.515] (S)maru_a_s_: www
[18534.342] semosemay: 口すっころんだかwww
[18556.307] (S)ren4299: あえ？
[18743.128] (S)fu4im1: もしかしてモグモグしながらやってる？w
[18858.299] (S)aureliaaa1: ないす
[18861.329] you0zeromus: ないすー！
[18864.834] (S)ニックネム: ないす
[18866.956] (S)brocco_lin: ないす
[18867.177] (S)io_ne55428: ナイスー
[18897.153] (S)tokievi: ないすー
[18898.173] (S)pi_enn: ないす
[18900.218] (S)maru_a_s_: ん
[18900.463] (S)sazanami28: ないすぅ
[18900.995] (S)くりーみーじぇのべーぜ: ん？
[18902.212] (S)ayu_tmm: ないす
[18902.263] えびふらいかも: ないす
[18904.006] (S)aureliaaa1: ないす
[18904.793] hagafrontier: うん？
[18905.222] ryu_11951225: ん？
[18908.253] kazunoko016: wwwww
[18910.297] monaka4243: ん？
[18911.239] (S)aureliaaa1: www
[18925.951] hagafrontier: 何が危ないって？
[18934.810] (S)ren4299: ありさん...
[18937.193] (S)hilito7: 卑猥な感じあったな〜
[18944.770] (S)亜弥ノエル: ん？
[18947.113] ryu_11951225: シスコやばいな
[18948.159] (S)ren4299: ？？？
[18950.108] pote_r: え？なんかすんごい言葉に聞こえたんだが、、w
[18950.484] (S)sazanami28: ？？？
[18951.758] (S)07FZK: ？？？
[18954.207] (S)brocco_lin: ？？？
[18955.513] (S)くりーみーじぇのべーぜ: みんな疲れてるよ…
[18960.934] you0zeromus: www
[18981.991] (S)亜弥ノエル: しすさんやね
[18982.536] (S)aureliaaa1: シスさんじゃない？
[18982.616] 8tixu: シスさんでは
[18982.842] ryu_11951225: シスコが変な事言った
[18983.192] (S)ren4299: いやしす
[18983.730] (S)ゆうひ__: しすさん
[18983.894] (S)くりーみーじぇのべーぜ: いや、しすが
[18983.955] to_nontan: シスがセクハラしてた
[18984.002] (S)sido_aka: ちがうしす
[18984.183] (S)sazanami28: しすさんが
[18984.802] (S)oavow: しすじゃない？
[18984.898] pote_r: ありさんじゃなくてしすさん
[18985.371] (S)ニックネム: しすじゃない？
[18985.485] monaka4243: シス
[18985.560] (S)xsionna: シスがハンゾーをパンツっていった
[18985.779] fumuumu: しすさんやね
[18986.691] (S)io_ne55428: しすーこがいった
[18987.113] (S)pi_enn: シスやね
[18987.315] (S)oji1chan: wwwしすだよ
[18987.442] (S)サナ93: しすさんやね
[18987.871] tdmms: しすが
[18987.907] (S)brocco_lin: しすさんがね
[18989.428] (S)まめ___: しすこさん
[18989.924] banana_0469: 多分しすさんw
[18990.102] megkgmgjtgt: しすこさん
[18990.829] (S)07FZK: しすやね
[18991.538] (S)hilito7: シスやで
[18991.614] hagafrontier: しすさんだから大丈夫
[18994.164] (S)fu4im1: しすがパンツって
[18996.146] 01__dska: いやw
[19017.951] おはぎだいすき: シスがtntnって言ってたように聞こえた、椅子がどうこう言うまえに
[19032.129] (S)aureliaaa1: ないす
[19033.645] (S)ren4299: ないすー
[19038.598] えびふらいかも: https://clips.twitch.tv/AmericanCreativeFlamingoPogChamp-TPPOs7kj795mWH8U
[19039.649] 01__dska: ないすー
[19054.266] the_saboten: チンチャって言ったんじゃないの
[19056.802] (S)aureliaaa1: 声でかw
[19059.171] (S)まめ___: ww
[19060.074] 8tixu: ww
[19067.006] (S)io_ne55428: ワンチャン言ってるかもね
[19067.220] pote_r: wwwwww
[19069.653] (S)aureliaaa1: wwww
[19069.696] hagafrontier: 絶対言っててわろた
[19070.326] (S)hilito7: www
[19070.526] えびふらいかも: wwwww
[19071.228] (S)brocco_lin: wwwww
[19071.379] (S)亜弥ノエル: クリップwアウトじゃない？
[19072.417] (S)sazanami28: www
[19072.816] (S)ren4299: wwwwww
[19072.958] (S)tokievi: wwww
[19074.330] (S)neet_master: ｗｗｗｗｗｗｗ
[19074.462] (S)ワトソソ: wwwww
[19076.179] (S)まめ___: wwww
[19078.820] you0zeromus: wwwwww
[19079.365] (S)oji1chan: クリップwwwww
[19080.025] (S)sido_aka: しんだｗｗ
[19080.724] アナベル_バトー: ｗｗｗｗｗ
[19084.266] pote_r: まじで言ってるようにしかきこえないwww
[19084.446] (S)ゆうひ__: www
[19086.810] kurosiro2362: 韓国語じゃないの？
[19088.978] bint4su: わてくしw
[19092.328] (S)亜弥ノエル: www
[19094.198] (S)hilito7: シスー？？？
[19095.135] fumuumu: TN×２あぶないにきこえたね
[19102.044] pote_r: ちんちゃかwwwwww
[19104.818] (S)ニックネム: シスのはチンチャかな？w
[19106.180] (S)io_ne55428: これは、シスの滑舌の問題やね（笑）
[19111.235] (S)ゆてぃ_: wwww
[19113.089] (S)aureliaaa1: wwww
[19113.106] (S)くりーみーじぇのべーぜ: え、言ってたよな？みんな反応しないから空耳かと思った
[19113.724] (S)亜弥ノエル: チンチャかwwww
[19117.360] (S)ren4299: なんか食べてる？
[19122.901] megkgmgjtgt: もぐもぐかわいい
[19131.536] (S)ur0co: しゃくれてる？
[19150.554] pote_r: 聞こえたけどあまりにも綺麗にスルーされたから空耳かと、、、
[19158.500] (S)ゆうひ__: 聞こえたけど触れていいか分からないから黙ってた
[19166.620] (S)io_ne55428: @上に同じく
[19167.578] (S)maru_a_s_: 長時間の時ご飯食べがちなありさん好きなんだよな
[19169.904] (S)にゃるろーる: これは言ってるｗ
[19185.585] nemodesudoumo: 戻ってきたらまだやってて草
[19230.365] (S)ren4299: あったか
[19263.017] greenkokeshi: ヒールあったかい
[19272.473] you0zeromus: いい耐え！
[19278.007] pote_r: 耐え〜
[19284.908] (S)ren4299: トレーサーうまー
[19296.147] (S)亜弥ノエル: ｗ
[19297.547] (S)ren4299: W
[19297.580] pote_r: wwwwww
[19297.730] (S)ニックネム: wwww
[19297.946] (S)oji1chan: wwww
[19298.180] アナベル_バトー: あ
[19299.663] (S)sazanami28: wwww
[19299.734] (S)aureliaaa1: www
[19300.556] ひろなな: ｗｗｗ
[19300.665] (S)brocco_lin: wwww
[19301.510] (S)まめ___: www
[19302.833] (S)にゃるろーる: ｗｗｗｗｗ
[19302.837] (S)b_chizu: wwwwww
[19303.138] 8tixu: ww
[19305.883] (S)tokievi: www
[19306.412] (S)ren4299: どんまい
[19308.013] megkgmgjtgt: 笑笑笑笑笑笑笑
[19315.094] pote_r: まぁそういうときもある笑
[19330.137] ひろなな: 漢気溢れる肉壁
[19396.884] (S)aureliaaa1: ないすー！
[19398.269] you0zeromus: ないすー！！gg
[19399.715] (S)亜弥ノエル: GG
[19399.971] (S)ニックネム: ないす！GG
[19400.234] アナベル_バトー: なーいす！
[19400.660] (S)ren4299: gg
[19400.663] (S)tokievi: ないすー！
[19400.709] pote_r: なーいす
[19401.836] (S)sazanami28: ないすgg！
[19401.882] (S)brocco_lin: ないす！GG
[19402.088] (S)ayu_tmm: ないす！！
[19402.089] (S)ひばり1226: ないすー！！
[19402.331] (S)b_chizu: gg
[19402.542] (S)サナ93: ないす〜
[19402.783] えびふらいかも: ないすGG
[19403.365] (S)新鮮なシャコ: ないすGG！
[19403.409] (S)ゆうひ__: gg
[19406.269] greenkokeshi: ナイスー！
[19407.133] kazunoko016: gg
[19407.228] (S)まいめろ5: franci208GG
[19408.050] (S)ayu_tmm: gg
[19408.892] annoo_1: GG
[19409.605] (S)まめ___: ないすー！gg
[19410.884] (S)co_oooo: ないす～！
[19415.853] (S)mitasomam: gg
[19472.513] (S)io_ne55428: https://clips.twitch.tv/AmericanCreativeFlamingoPogChamp-TPPOs7kj795mWH8U
[19488.092] bint4su: ゴロゴロー
[19494.028] (S)ゆてぃ_: コロコロ
[19495.586] アナベル_バトー: ころころｗｗｗ
[19499.046] (S)ren4299: 別ゲー始まった？w
[19505.415] (S)ニックネム: www
[19505.469] (S)aureliaaa1: wwww
[19506.349] アナベル_バトー: 漁夫ｗｗｗ
[19506.932] (S)ゆてぃ_: wwww
[19506.946] (S)b_chizu: wwww
[19507.335] (S)ren4299: W
[19507.643] you0zeromus: wwwww
[19509.073] (S)亜弥ノエル: ｗｗｗ
[19511.773] (S)ぱらぱら__: wwww
[19534.218] アナベル_バトー: ｗｗｗｗｗ
[19543.705] (S)aureliaaa1: wwwww
[19543.985] えびふらいかも: wwwww
[19544.598] (S)ゆうひ__: wwwwwww
[19544.846] (S)brocco_lin: wwww
[19545.671] (S)sazanami28: wwww
[19545.700] (S)tokievi: wwww
[19547.142] (S)にゃるろーる: ｗｗｗｗｗｗｗｗｗｗ
[19547.242] (S)かぐらちゃん_: wwwwww
[19548.203] アナベル_バトー: ｗｗｗｗｗｗｗｗ
[19549.766] (S)ren4299: 終わってるよCRw
[19552.006] kazunoko016: wwww
[19553.492] (S)fu4im1: やめないかww
[19576.987] (S)kyumekumu: たいだ…
[19583.147] おはぎだいすき: 「たいだ」…
[19587.955] MEGAgengarrrrrr: 「たいじょう」ｗｗｗｗｗｗ
[19588.434] (S)亜弥ノエル: www
[19590.085] (S)グリシー: じょうなんだよ
[19591.389] (S)シェオ: たいじょう...
[19593.616] さくさくぱんだ551: 1人でしかもタンクなんだ…
[19594.345] you0zeromus: www
[19594.826] (S)亜弥ノエル: 気まずwww
[19595.565] おはぎだいすき: 誰も突っ込まないま！？
[19595.612] (S)maru_a_s_: www
[19598.290] えびふらいかも: www
[19599.326] ken8196: ww
[19600.682] (S)io_ne55428: いや、見守っときましょう
[19601.724] (S)シルバー000: むずい
[19602.361] (S)かぐらちゃん_: wwww
[19603.926] greenkokeshi: もう遅い…
[19605.861] (S)シェオ: なにゆうてんねん！
[19606.739] (S)ニックネム: wwww
[19607.024] (S)ren4299: w
[19607.216] (S)sazanami28: 誰もつっこまない
[19611.886] 01__dska: ぶいすぽだから...
[19612.048] (S)にゃるろーる: ｗｗｗｗｗ
[19612.914] (S)たなか_たろう: ｗｗｗ
[19613.653] kazunoko016: wwwwwww
[19615.944] (S)まめ___: wwww
[19616.832] (S)brocco_lin: wwww
[19616.866] (S)ゆうひ__: www
[19617.405] 110kana: 言って良いんじゃない
[19618.107] hamati__: wwwww
[19618.742] (S)亜弥ノエル: wwwww
[19619.866] (S)aureliaaa1: wwww
[19619.875] (S)うなやま: wwww
[19620.111] (S)b_chizu: wwwwww
[19620.854] えびふらいかも: wwww
[19620.872] MEGAgengarrrrrr: 一旦ミュートかｗｗｗｗｗｗ
[19623.209] pote_r: www
[19623.210] (S)tokievi: wwww
[19623.409] (S)07FZK: www
[19625.015] (S)ayu_tmm: www
[19639.752] (S)io_ne55428: 多分、3人とも情だと思ってるかも笑
[19640.082] nuhs_s: ととさんくらいの仲になるにはまだやねさすがに
[19649.204] fumuumu: シスはKR勢だから漢字は無理に違いないｗ
[19673.952] えびふらいかも: https://clips.twitch.tv/MildResourcefulBulgogiFutureMan-iRWQSf3YLcoH8FNm
[19679.098] you0zeromus: ありゲンジ、ギアさんとスキンおそろなんだな
[19692.487] (S)ren4299: うま
[19696.026] (S)brocco_lin: おお！
[19698.395] pote_r: おお〜
[19701.057] hamati__: おおお！
[19704.533] (S)aureliaaa1: おお
[19713.579] fumuumu: ないす
[19715.821] you0zeromus: つよ！
[19721.981] (S)oji1chan: うっひょー
[19802.899] (S)ren4299: ありゲンジ好きだ
[19870.940] you0zeromus: ウィドウやったのえらすぎ
[19888.641] (S)kitanohou08: カッティーw
[19905.999] (S)tokievi: あw
[19906.189] you0zeromus: wwwwww
[19906.720] (S)michikaaa_: あ
[19906.734] zafy4th: ｗｗ
[19906.959] pote_r: www
[19906.969] (S)aureliaaa1: wwww
[19907.023] (S)ren4299: あw
[19907.627] (S)b_chizu: あ
[19907.844] (S)ニックネム: www
[19909.016] (S)maru_a_s_: wwwwwwwww
[19909.088] (S)sazanami28: www
[19909.228] (S)neet_master: ｗｗｗｗｗｗｗ
[19909.283] (S)brocco_lin: あww
[19909.393] fumuumu: ｗｗ
[19910.086] kazunoko016: あwwww
[19910.409] (S)まめ___: www
[19910.623] (S)ur0co: www
[19910.628] (S)yuri_404n: あっ
[19910.849] 01__dska: wwwwww
[19912.469] (S)ぱらぱら__: wwwww
[19912.810] (S)oji1chan: wwwww
[19913.051] (S)ayu_tmm: ww
[19913.914] (S)くりーみーじぇのべーぜ: 声www
[19915.726] (S)サナ93: ちょうど良い隙間が
[19970.777] MEGAgengarrrrrr: 「たいじょう」来たｗｗｗｗｗｗ
[20000.345] (S)ワトソソ: wwww
[20044.384] (S)aureliaaa1: ないすー
[20045.165] you0zeromus: ないす！
[20064.673] (S)ren4299: ん？
[20070.369] (S)kitanohou08: ん？
[20082.776] (S)michikaaa_: ないす
[20083.104] (S)ren4299: ないすー
[20083.350] (S)pi_enn: ないす
[20083.422] you0zeromus: ないす！
[20083.430] (S)tokievi: ないすー
[20084.397] (S)oji1chan: ナイス
[20084.590] pote_r: なーいす
[20084.773] (S)aureliaaa1: ないす！
[20085.526] (S)brocco_lin: ないすー
[20085.726] (S)b_chizu: ないす
[20086.594] (S)ゆうひ__: ないす
[20086.644] (S)kitanohou08: ないすー
[20086.748] (S)sazanami28: ないす！
[20087.050] (S)ニックネム: ないす
[20089.424] ken8196: おほっ！
[20089.703] (S)mitasomam: ナイス👍
[20090.177] kazunoko016: ないす
[20092.007] (S)ひばり1226: ないす
[20131.499] 8tixu: ありさんのアッシュ新鮮ですね
[20171.307] (S)ren4299: W
[20179.636] ひろなな: 頭バリアｗ
[20249.078] maru_aaaaaapex: ミュート？
[20331.419] (S)ren4299: うま
[20335.089] (S)aureliaaa1: ないす
[20367.805] (S)ren4299: ボブたのむー
[20455.124] (S)ren4299: はあ？？
[20459.670] (S)maru_a_s_: HAHAHA
[20459.873] バスターハムスター: キレてまうキレてまう
[20468.325] 01__dska: HAHAHA
[20471.099] pote_r: HAHAHA()
[20472.275] bint4su: ムスカみたいな笑いw
[20519.789] バスターハムスター: あ
[20520.917] (S)亜弥ノエル: あ
[20521.675] semosemay: ハンゾーまじで上手いな
[20523.216] pote_r: おっ、、と
[20528.393] 8tixu: ww
[20531.204] (S)aureliaaa1: www
[20531.694] kijitora_12: 炊けてしまうｗ
[20533.122] 8tixu: aw
[20533.207] (S)ren4299: キレっそ
[20534.861] (S)にゃるろーる: ｗｗｗｗｗ
[20535.120] (S)brocco_lin: www
[20536.441] maru_aaaaaapex: ッスー
[20536.867] (S)ゆてぃ_: www
[20538.976] pote_r: 笑いながら青筋たっとるかwww
[20539.391] (S)sazanami28: wwww
[20540.236] イソフラポン酢: 一旦ね
[20542.226] syounen_k: っぱパチンコよ
[20543.229] バスターハムスター: ミラーで勝つしかない
[20549.739] バスターハムスター: あ
[20550.338] (S)pi_enn: ｗｗｗ
[20550.555] 三枚舌: ？？？
[20550.849] (S)亜弥ノエル: ｗｗｗｗｗ
[20550.995] (S)michikaaa_: www
[20551.408] kijitora_12: www
[20552.050] (S)にゃるろーる: ぴきぴきだｗｗｗ
[20552.263] (S)ゆてぃ_: wwwwww
[20552.313] (S)ワトソソ: wwwww
[20552.859] (S)ゆうひ__: www
[20553.188] (S)新鮮なシャコ: wwwwww
[20553.268] えびふらいかも: wwww
[20553.707] (S)aureliaaa1: wwwwww
[20553.739] (S)うなやま: wwwwww
[20554.389] (S)o__m__i: えぐ
[20554.631] (S)brocco_lin: wwwwww
[20555.169] (S)07FZK: ん？
[20555.372] (S)b_chizu: wwwwww
[20555.752] (S)key__owo: www
[20555.801] kazunoko016: wwww
[20556.359] (S)nnk_pop: wwww
[20557.506] 01__dska: わあwwwww
[20561.263] semosemay: 炊きあがっちまう
[20563.674] mickey__1228: wwww
[20563.775] (S)ゆてぃ_: ﾋﾟｷｯ
[20564.409] ichimi_togarash1: ハンゾー上手え
