[18.070] フﾄ: kokuji3Chu
[7207.836] (S)ニャガレ: 一杯飲むのもキッツイな
[7213.775] mukimukipanda: 結局サブキャラという概念はなしなのか？w
[7217.801] aranami0: さよなら秋…
[7217.846] v_harumi_v: ここ💗見れなくなるの寂しいね
[7220.597] tabibitox: コマ投げエンド
[7220.991] (S)fahmy0825: Master!!
[7222.409] v_harumi_v: さようなら秋～
[7222.795] emaplusplus: 飲まないとやってられない
[7224.205] mangoarmy009: ぬるっと投げ
[7224.843] v_harumi_v: おめでとーーー
[7224.865] だいこん_: マスターおめーーー
[7228.410] (S)ponponguripon: あ
[7228.917] オカモ二等兵: 引退です
[7229.338] (S)ニャガレ: おめでとうございます
[7229.684] tomodaachii: 👏 👏 👏
[7231.554] (S)でかちゃん: おめでとうございます！
[7232.434] (S)vaio_95: 寂しいけどおめでとう
[7232.491] (S)軽く捻るか: あああ
[7234.492] (S)ringo_35: おめでとですー！
[7235.990] olivemocomichi: おめ
[7237.388] (S)monpiipop: 任務終了！！！
[7239.821] (S)ハルキ10: 888
[7239.997] methotrexate_aym: 終わってしまう
[7240.742] (S)akatoki_mk1: おめおめ！
[7240.749] nikomafu: マスターおめでとうございます㊗㊗㊗
[7241.698] febvfea: 今どんな気分？
[7241.849] nanase39: おめです
[7241.917] rdstus: 卒業？
[7244.646] (S)ひまんちゅ: 引退おめでとうございます
[7245.384] カブトシロ: ゲームクリアおめでとう！
[7246.999] niemalsaufgeben: 888888
[7248.206] (S)tamamichune: パチパチパチ
[7250.775] (S)ringo_35: マスターなるとアキやめてしまうんですか？
[7252.749] nanaumemayo: PR終了
[7253.141] 天然ベニテングダケ: このジェイミー戦で終わり？
[7256.384] moppu_gake: 最後にココ❤️聞かせてほしい
[7267.609] v_harumi_v: ファイナルここ💗
[7271.385] aru_0928: ついでにガイルもマスターまでやりません？
[7275.656] munku1106: こんばんわー
[7282.336] moricocoa: やっぱ本田でしょ
[7282.509] 天然ベニテングダケ: さようならになるか、オワ劇で締めるのか…
[7290.297] (S)yamato925925: 弱い弱いと言いながらアッサリマスターはさすが
[7300.439] だいこん_: 硬直なっが
[7300.671] アクア__: あぁおしい
[7303.253] (S)軽く捻るか: レジェンド目指しませんか？
[7327.249] dodoria089: 上から来られるとどうしようもないなｗ
[7349.534] nanaumemayo: umeFail
[7380.275] (S)ニャガレ: とんおりどうやって咎めるんだこれ
[7380.406] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[7388.858] nanaumemayo: あっレジェンド
[7394.567] (S)tama_zx61: ジェイミー戦の勝率がやばい
[7403.690] gt_26_t: 上から降ってくる、横から突進してくるどっちも面倒なの笑うｗ
[7410.879] emaplusplus: レジェンドバグ適応おめでとうございます
[7416.027] olivemocomichi: 中国拳法バトル
[7430.500] aranami0: ｗ
[7431.348] methotrexate_aym: ｗ
[7432.032] オカモ二等兵: ニョロニョロ
[7436.872] Fkdso555: なるお曰くAKIはジェイミーより弱い
[7452.229] (S)tama_zx61: 🐍
[7472.497] doublepush_da: なるお最弱にしてなかった？アキ
[7472.768] Thanosxp: Amazing! You crushed the guy!  =D
[7473.361] moppu_gake: なんかラシードは新キャラ感薄かったよね
[7474.450] (S)箸くれ: 次ジェイミーつかってみない！？
[7477.702] (S)ponponguripon: 飲めなかったね
[7480.653] (S)ニャガレ: ザンギとどっちが強いかな
[7483.531] ppooppy: 試しに次はJPやってみよう
[7484.863] moricocoa: ウメちゃんレジェンド圏内だしまだサブ？
[7485.542] (S)vaio_95: お、MR突入・・・しないんかーい
[7485.614] オカモ二等兵: 卒業
[7486.745] aranami0: 秋終わっちゃった…
[7487.875] yamaes: 終わっちゃった
[7488.188] v_harumi_v: アキ今までありがとー
[7488.663] tabibitox: 冬になった
[7488.978] だいこん_: ご卒業おめでとうございます
[7490.917] 0208h: バイバイAKI……
[7496.268] (S)hoshi_boshi_0: AKI……
[7498.131] axchuuu: なんやかんや 
[7499.540] チョコミんト: アキありがとー
[7500.602] v_harumi_v: ウメアキ楽しかった。ありがとう。
[7500.628] (S)donekofg: あーんさみしい
[7502.537] (S)にんじん_: 免許皆伝
[7502.975] moricocoa: 使うとこが見当たらない
[7503.587] (S)ぽいちく: BibleThump
[7504.350] レム__: 小さい秋だった
[7505.092] methotrexate_aym: 悲しみ
[7506.104] (S)johndoe6523rp: AKI、退け
[7507.337] misokatsu_1128: 最弱候補ってことかぁ
[7509.008] aranami0: 趣味キャラ
[7509.315] feel2525: 来年に期待組
[7510.143] jagajaga1943: ガイルやろう
[7514.021] moppu_gake: そんな弱いんか
[7515.694] ぼちお: w
[7523.302] karinenjoyer: Is he saying what he thinks of aki? Someone please translate
[7523.462] (S)箸くれ: 遊びなら本田でいい
[7524.236] (S)akatoki_mk1: 本田で遊ぼ！！
[7530.087] 天然ベニテングダケ: 調整待ちか
[7531.789] ebiebi12: 遊びでjp使って
[7532.289] raitaso: 楽しいけどもうほんと振る技がどれも短くリスクありすぎるｗ
[7532.478] aru_0928: キャラ対がてら全キャラマスターやりますか！
[7534.078] pfl2: ガイル見tai
[7534.312] ゆはね: ？？？「ワンツー！」
[7535.945] febvfea: 仕事でやるなら？
[7537.010] nanaumemayo: ガイルを見せて欲しい
[7540.218] Moshimoshi_hey: he said AKI is weak
[7541.917] mikazuki3150: 強いakiプレイヤーいないの？
[7545.211] (S)もちづきたろうさん: ウメガイル見たいなー
[7548.176] nanaumemayo: サマーが見たい
[7549.324] moricocoa: かずのこが2100あるよ
[7549.351] moppu_gake: ガイル使ったらガイル増えるぞ？いいんか
[7550.801] みししっぴ1: サブキャラ探しですか？？
[7551.028] rdstus: DJやらない？
[7551.167] 1108044k: 3onとか参加するときにどうでしょ
[7551.726] nanase39: ウメJP見たい
[7557.654] アクア__: ガイルか本田見てみたいかも(๑✧∀✧๑)
[7557.853] karinenjoyer: @moshimoshi_hey thanks
[7560.908] レム__: aki全一はかずのこです
[7567.350] kei_aqua: ネモさん曰く、こいつはパワーだけで言うなら五分の一JP
[7571.768] doublepush_da: ガイルやろ
[7572.084] jagajaga1943: ガイルorJPみたい
[7577.949] tabibitox: 全一にして引退したかじゅ
[7585.611] (M)(S)gameinntwitch: 伏せっぱだとサマーとかも空振りすんの？
[7587.657] 如月うづき: 強いプレイヤーが使ったらなんでも強いよ
[7591.983] hal0302: かずのこは２１００到達して思い出の中にしまった
[7592.998] 1108044k: ガイルはなんかぜったいやりたくないという意思を感じる
[7601.388] une3333: ウメブランカとか見てみたいですね
[7603.381] tabibitox: 2222
[7605.515] moricocoa: ガイルは使わないってずっと言ってるしな
[7620.576] xyz1648: できます
[7621.290] olivemocomichi: ガイルは戦時中の芋
[7624.102] xyz1648: ジャンプでキャンセル
[7625.868] (S)vaio_95: ↑でキャンセル
[7626.181] アクア__: AKIは思い出の中でじっとしていたか
[7626.560] tyomoki: 上でキャンセル
[7626.577] isu_isu_isu: 上
[7626.801] (S)イエール: ウメェイミーも見たさある
[7629.068] tonnkotu114: 上き
[7630.473] twitchyarutch: ガイル飽きたって言ってるからね
[7640.130] leleira: 上
[7643.681] heijitusan: 投げ派生は？
[7644.547] チョコミんト: おっそいw
[7665.663] (S)イエール: umeYay
[7670.331] u_anna: 面白さだけなら充分なのになぁ…ｗ
[7670.702] ウル_27: 立った後に飛ばずに地上技出せないですか？
[7675.224] mori_teru: ジャンプじゃなくて上な
[7680.478] (S)Nanafushi_san: JPキラーになるのではと期待されて登場したのに、弱いのかぁ
[7681.697] umesecond: 5でさんざんやったからもういいだろ からのガイルやらせようとするの鬼畜
[7689.890] 1108044k: そういやJPって投げぬけしないもんな
[7698.157] (S)johndoe6523rp: ニカンキャクのフェイントは使い道ないんかな
[7705.881] (S)ニャガレ: これはフルコン入るな
[7724.556] isu_isu_isu: OD波動？
[7726.390] (S)ガヤン0521: OD鎖
[7727.406] ウル_27: 竜巻強Kですかね
[7731.145] (S)もちづきたろうさん: JPいけるキャラとかでたら大抵の弾キャラいけそう
[7732.258] ppooppy: 大k竜巻強k
[7737.001] iranaiko: ラッシュキャンセルするかしゃかしゃかかod鞭かな
[7741.403] ﾂｶ: しゃかしゃか
[7742.046] Roshimitsu: 6hk 214mk
[7747.694] twitchyarutch: シャカ！シャカ！
[7764.480] 1108044k: マゴキック
[7766.215] u_anna: 竜巻中Ｋ
[7772.539] febvfea: ｗ
[7778.772] moppu_gake: シャカの歴史また一ページ！
[7791.449] Roshimitsu: 6hk 236mk*
[7811.925] (S)ニャガレ: 波動Kの間違い？
[7818.996] ウル_27: 6HKキャンセルできないし無理そう
[7864.283] moricocoa: これ決めたら死んでも良くない？
[7896.348] isu_isu_isu: 大ｋみたらインパクト押してくる人増えてきたからね
[7896.490] (M)Moobot: ＊最大120時間＊ HyperX Cloud III ワイヤレス → https://hyperx.gg/45bt2SJ 1回の充電で映画見放題だな
[7901.017] (S)にんじん_: 相手毒ならめっちゃ減るねえ
[7910.575] kuropyonn: ハイタニさん、ストリーマーの方達がいると、黙り逃げるのが面白すぎる。
[7924.816] ひろみつー: もうマスター行きましたか？
[7930.803] moppu_gake: いったよ
[7948.445] (S)ガヤン0521: 竜巻強P？
[7962.154] godiva_matsui: ぽっぽー
[7968.764] ウル_27: 竜巻強P→ラッシュHKからドリルかODシャカシャカ
[7984.304] iranaiko: 竜巻p波動pがで〆るかもう一回走るか
[7988.487] ppooppy: 大波動ラッシュ大kodシャカシャカ波動弱p
[7992.672] kokkakora: ラッシュせずに竜巻強P
[7993.014] isu_isu_isu: 竜巻ｐそのままいける
[8013.716] iranaiko: 設置あるなら大k突進がいいよ
[8018.945] seijin57: ラッシュ大K竜巻大Pからラッシュ大KドリルでSA
[8023.342] (S)イエール: 三角チョコパイ食いてえ
[8024.970] doka_ta: 最初走らない
[8025.218] ウル_27: 毒かかってたらHkパニカンから伏せPのほうがいいかもです
[8028.324] (S)にんじん_: 1回目ラッシュいらないっすよ
[8036.378] mori_teru: 最初のラッシュ大Kはぶいてもつながる
[8052.894] iranaiko: 毒なら大k伏せpが減るルート
[8054.883] (S)FilthyOjiChan: www
[8056.431] (S)hamachi_x_kanpachi: ｗ
[8057.153] (S)tominaga0331: 草
[8058.931] mori_teru: 大Kがいらない
[8059.746] feel2525: ｗｗｗ
[8061.637] doka_ta: 大Kいらない
[8063.829] (S)日本語かな: ww
[8064.406] kokkakora: そのまま竜巻強P
[8066.338] (S)ガヤン0521: 走らないなら竜巻強P直
[8067.709] (S)にんじん_: そこ竜巻大7
[8069.480] maddy2623: ｗ
[8070.201] (S)にんじん_: p
[8073.148] (S)イエール: wwww
[8074.473] みししっぴ1: シンプル嘘つき
[8083.019] Aroma8854: 大Kパニカン > OD波動P>コパ>強波動P>強竜巻P >ラッシュ>2KK派生P 毒なし端コン
[8088.666] さいこ3: 大Kからラッシュ大K2回からシャカシャカCAいけなかったっけ
[8088.979] u_anna: ゲージ効率もいい！
[8091.163] (S)イエール: 夢ある
[8095.940] ymi420: ゲージないほうがへるやん
[8109.299] retra39: た、かし
[8109.553] (M)Moobot: ＊＊新ヘッドセット＊＊ HyperX Cloud III が ワイヤレスで登場！ → https://hyperx.gg/45bt2SJ
[8113.281] kokkakora: ゲージ使えばちゃんと端から端までいける
[8118.242] izumih71128: ウメさん髪…ｗ
[8133.567] hal0302: 真・昇竜拳！（幻聴
[8145.615] izumih71128: ｗｗ
[8146.066] クラクラ777: ほんとにぃ？
[8147.034] (S)イエール: ぴかーーん
[8149.107] (S)箸くれ: そういうことラップ
[8162.400] zoqzoq001: とよえつみたいになってる
[8163.889] isu_isu_isu: ３０００いいじゃんねえ
[8165.326] 1108044k: やめるキャラなのに夢中になってる
[8166.110] (S)イエール: 分かってない人の「そういうことかぁ！」で笑うw
[8166.498] moricocoa: もっと早く知りたかったねえ
[8168.852] potocki1810: umeCossack
[8172.141] achi4bj: ドリル設置から玉でアムネジア対策に有効かもです
[8181.792] satsuinohiggi: 19 raiders from DuskAcademy have joined! 
[8186.944] izumih71128: ｗ
[8188.765] potocki1810: wwww
[8189.977] maddy2623: ｗ
[8191.134] ようま: wwwwwww
[8192.176] (S)箸くれ: ｗｗｗｗｗｗｗｗｗ
[8192.405] (S)イエール: ドリルw
[8193.599] v_harumi_v: ｗ
[8194.854] navyblue314685: ｗｗｗｗｗ
[8195.990] (S)でかちゃん: wwww
[8196.214] (S)イエール: やめたれ
[8196.528] (S)箸くれ: あなたの国
[8196.711] kskskn: ドリル決めて設置ねｗ
[8197.391] mori_teru: ザトー使いか？
[8197.976] (S)johndoe6523rp: レシピ書いてもろて
[8198.055] (S)maya_g01: あなたの国では
[8198.863] v_harumi_v: あなたの国ってｗ
[8200.823] shresking: aki looks attractive
[8204.525] ようま: ドリルすな
[8206.378] magic2021: あな国
[8206.829] ウル_27: ドリル締め→設置。を略したのかな
[8209.042] せきわん: ドリルやってから設置じゃない？
[8209.545] (S)霞_: ドリルみたいに突っ込んで設置後＞弾じゃない？
[8209.713] moricocoa: 超ドリル生えてくる？
[8210.734] (S)箸くれ: これで壁に穴開けてるんだよ
[8214.156] hal0302: インヴァイトヘル！
[8227.812] johnnyppas: なんだギルティのザトーの話か
[8229.854] (S)Nanafushi_san: 多分今必死にタイプしてる
[8235.606] (S)にんじん_: 毒とパニカン絡まないと厳しくないか？
[8236.361] (S)johndoe6523rp: 端々レシピ求む
[8244.649] (S)イエール: ほころび見せるとつついてくるから気をつけなぁ？
[8244.989] izumih71128: ｗ
[8248.763] kiton_taichi: ドリルって伏せからのでしょ
[8249.970] (S)イエール: wwww
[8252.206] v_harumi_v: ｗｗ
[8253.373] (S)yut7xot8: umeYay
[8256.774] kskskn: こくならわかるだろって言ってそう
[8259.054] v_harumi_v: ドリルっぽさある
[8263.139] シキストレーガ: 猛毒牙なんだよなぁ
[8265.435] ようま: 今日からドリルだ！！
[8274.345] (S)maya_g01: ｷﾞｭｲｰﾝ
[8274.888] hs19840706: ドリル呼びが定着してるwww
[8280.273] v_harumi_v: 定着ｗ
[8282.167] raitaso: なんて言ってんだろあれコーワエ？
[8282.223] yomenigeter: 本気ドリルね
[8285.882] (S)ガヤン0521: ドリル言うてるやん
[8286.267] kiton_taichi: 端から端は凄いな
[8286.516] potocki1810: もうドリルいうてるｗｗ
[8286.750] kuniyoshi8: もうドリルでいきますｗｗ
[8287.434] izumih71128: ダメ
[8287.460] (S)霞_: ドリル採用じゃんｗ
[8295.200] umetyaahan: 無敵は流石に
[8296.082] dodoria089: 無敵はいらつきそうｗ
[8299.309] u_anna: ９６チンゲンサイ
[8299.770] horikawa_r_i_k: ふざけるな
[8300.637] (S)イエール: ドリラーがまた1人増えたね
[8301.959] (S)johndoe6523rp: 流石にｗｗｗｗ
[8302.633] もきち555: ドリル馴染んでる
[8304.764] yomenigeter: ドリルスペシャルね
[8306.662] tounament: 猛毒牙（ドリル)
[8307.311] おひぐ: ドリル以外に言い方が見当たらない
[8308.442] Aroma8854: えいたドリル
[8309.247] Tetsuya5963: ww
[8309.580] renoarenoa: さすがに？
[8309.756] (S)にんじん_: これ弾無敵あれば
[8310.437] (S)ニャガレ: 鬱陶しそうだなそれｗ
[8310.950] perushi8: ｗ
[8311.348] v_harumi_v: ｗｗｗ
[8312.209] methotrexate_aym: ｗｗｗ
[8312.592] tabibitox: 無敵突進技はさすがにあうと
[8314.934] ~MISSING_COMMENTER_INFO~: やーっぱりドリルじゃんねぇ！！
[8315.725] varomu: 草
[8316.982] raitaso: コマ投げあるしなw
[8321.955] trumyolo: LUL
[8322.556] kskskn: ガードしたらぼろもうけだし
[8329.031] りゅうさる: ガードクラッシュしてしまえばいいのに
[8330.942] (S)霞_: そもそもコマ投げある時点で無敵と暴れ潰しとコマ投げの択ってゴミじゃない？
[8330.952] iranaiko: 自分端で相手毒 大kパニカン伏せｐ大ｋod鞭生ラッシュ立ち中ｐ中鞭生ラッシュ大ｋ伏せｐ
[8333.169] razania_tv: 弾抜け付いてなかったっけ
[8335.076] agouwha: ウネウネ状態で動いた確認ドリルは結構ヘイト溜まりそう
[8337.222] kuuso1: よみがえるKOFのジジイ
[8337.728] ばーのあひろまん: 毒状態大Kパニカン＞ドリル＞大K＞EX波動＞DR＞中P'＞中波動＞大K＞ドリル
[8338.349] kuniyoshi8: 本田とすれ違うための技でしょ
[8340.418] kamiya1979: あれ？玉抜けなかった？
[8340.844] (S)ハルキ10: クソ技
[8345.983] aki17: 弾抜けしてなかったそれ
[8346.083] horikawa_r_i_k: ファンは伏せ蹴り有利やったのにな
[8348.827] ikkoku24: 弾無敵はある
[8351.247] jojoxxxxxxxx: サイコクラッシャーくらい強くていいのに
[8353.875] iranaiko: 毒は設置じゃなくて毒状態です
[8355.952] mori_teru: 伏せ置いとけば一応弾抜けにも使える
[8362.296] heijitusan: すれ違うどころか頭突きに負けるしｗ
[8372.913] ウル_27: 自分端で相手毒って状況がほぼなさそう
[8377.368] maddy2623: わかりやすくかいたげて！
[8384.497] iranaiko: 設置だとコンボ変わっちゃいます
[8405.751] (S)霞_: キャラ固有設定に相手毒状態とかないのかな
[8405.895] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[8406.258] hollysummerxx: (毒)大Kパニカン>ドリル>大K>竜巻HP>生ラッシュ>大K>ラッシュ>大K>ラッシュ>大K>竜巻MK>SA1 5000超えるよ
[8407.780] (S)johndoe6523rp: ツインドリル
[8416.397] (S)にんじん_: ドリルきたあ
[8427.382] u_anna: 伏せ蹴りで有利はさぁすがに師匠
[8434.338] (M)(S)gameinntwitch: 運び凄そうなコンボ動画、LINEしてみた
[8434.584] shokugo55: 大K確認できるの普通に強いよな
[8438.780] hollysummerxx: 端検定
[8461.415] (S)霞_: そもそも責められてる時に相手を毒にすることってあるんかな。
[8491.737] ばーのあひろまん: あってるす
[8493.048] NoE_vivre: あってる
[8497.459] (S)にんじん_: 大正解
[8504.870] ぼっち王子: 20時からスカルだ 
[8531.709] hollysummerxx: 最大ぽい
[8538.247] クラクラ777: 今日スカルなの！？
[8559.179] aru_0928: ストリーマースカルはめっちゃ楽しみね
[8566.458] iranaiko: あと毒のときの波動大ｐからの追撃は生ラッシュ大ｋ中鞭大はどうｋでパンクは運んでました
[8570.924] ほうじ21: 運ぶねえ
[8572.306] (S)にんじん_: これ壁まで行ければ中段持続あたりやす
[8575.801] kiton_taichi: 夢はある
[8585.046] v_harumi_v: メンおじさまも、ラインしてくれたみたいよ
[8638.726] ウル_27: レシピ書くときエンター押す前に見直さないとみてる人は混乱しそうｗ
[8640.750] ほうじ21: 毒さえついてれば火力と運びは強いんだよな
[8694.383] kawasak1n: おおおお
[8694.556] (M)Moobot: ＊最大120時間＊ HyperX Cloud III ワイヤレス → https://hyperx.gg/45bt2SJ 1回の充電で映画見放題だな
[8717.610] (S)tama_zx61: umeMezame
[8724.000] deahale151: 今日ちょうどタツヤがネモAKI見てMR上がったって動画アップしてたからネモさん見たら学びがあるかもしれない
[8736.791] xyz1648: ネモさんは波動大P毒爆破の後、波動HKで近づいてからシミーしてた
[8762.511] Virg12: holy daigo looks HIGH as fuck today
[8765.104] moviepassion: やはりネモさんは光の戦士だったんだ
[8812.117] minaro331: しゃが中ｋだとヒットプラ8だけどシミーはわからぬ
[8813.790] tanikame: 波動Kで避けたりできないの？
[8840.398] iranaiko: 一応対空の大鞭も相手毒ならラッシュ大ｋODしゃかしゃか 中p中鞭 ラッシュ大k伏せｐってリターンもあります
[8846.085] xyz1648: 毒爆破じゃなくて毒付与の波動大Pから波動大Kで近づいてシミーだったな
[8849.748] (S)Nanafushi_san: ときどさんみたいにコパコパを最速じゃなくて遅らせて打つか
[8868.491] ~MISSING_COMMENTER_INFO~: 結局生ラッシュなんたらにつながればいいなら、毒状態で 生ラッシュ中足→中p→中鞭→生ラッシュ・・・みたいなスタートでもいいってことかな
[8868.805] xyz1648: すみません、毒付与からでした
[8884.495] Aroma8854: 小足ならシミーできないですか?
[8888.205] ウル_27: MKですね
[8911.916] v_harumi_v: 突然のかおっ
[8913.437] クラクラ777: ｗ
[8916.938] tabibitox: シミーゲット？
[8917.362] ほうじ21: w
[8918.830] よもぎです: w
[8919.494] feel2525: ｗ
[8921.107] だいこん_: マスターになった後に気付くｗ
[8921.623] maddy2623: ウメはるみ
[8924.433] ppooppy: ラッシュ小足は結構強いのよね
[8925.196] u_anna: おおはしゃぎｗ
[8926.304] deahale151: エドはるみ、、、
[8927.488] chocolat1234: エドさん
[8928.216] もきち555: なっつ
[8928.629] よもぎです: mata
[8928.716] (S)軽く捻るか: ぐぐぐ！
[8932.008] ~MISSING_COMMENTER_INFO~: これで大ｋパニカンはとれそうか
[8932.660] 眼鏡_時々曇り: 流石に古いw
[8934.332] (S)ニャガレ: シミー無いのはきつすぎるもんなｗ
[8936.308] (S)spike1220: ティアランクが上がっていく
[8938.200] (S)tama_zx61: 👍
[8938.535] クラクラ777: ふるいねｗ
[8940.548] (S)銀廻宗創始挙天和尚: 大声でわんこおきました
[8943.454] みすた811: カーバンクル？
[8955.296] kawasak1n: かっこいい
[8957.057] v_harumi_v: わんこもビックリ
[8957.787] ウル_27: 4本かー
[8960.776] methotrexate_aym: ｗｗｗ
[8960.883] 天然ベニテングダケ: 魔導物語のカー君か？
[8961.231] tabibitox: あるんか？
[8961.318] wasabinasusan: ラッシュMKでもシミーできるはず
[8963.900] (S)でかちゃん: なっつ
[8964.531] 超ゲジゲジ: カーバンクル草
[8966.982] kiton_taichi: 揺らぐウメハラ
[8969.242] (S)spike1220: メインあります
[8971.213] だいこん_: 辞めたくない！！！
[8972.710] カブトシロ: 王も御満悦。
[8973.856] 天然ベニテングダケ: カレー好きそうな鳴き声だなぁ
[8975.327] (S)gold_power1969: ちょっと我慢して、動画見れば早いのにw
[8977.522] doka_ta: 強く行けそうですか？
[8979.814] チョコミんト: akiあるんか？
[8981.705] (S)軽く捻るか: AKI終わらないのか・・・？
[8985.008] yuubinya: これにはニッコリ
[8987.795] kamiya1979: tier上がった？
[8988.061] tomodaachii: LUL
[8988.771] twitchyarutch: あきらめたくない
[8988.820] ~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[8991.066] 天然ベニテングダケ: AKIらめない？
[8991.439] v_harumi_v: 終わりそうで終わらないアキ
[8993.098] kawasak1n: ｗｗｗ
[8993.564] aru_0928: エンドレスAKI
[8994.173] クラクラ777: こわ
[8994.578] (S)FilthyOjiChan: wwww
[8994.760] hollysummerxx: 卒業しないか
[8994.974] daisan777: 江戸はるみ
[8996.189] varomu: ｗｗｗｗｗｗ
[8996.486] tabibitox: あなたさー
[8997.883] kuniyoshi8: グーなのウメちゃん
[8998.539] iranaiko: 端のシミーは毒なし状態で、大ｋOD竜巻p ラッシュ大kODしゃかしゃか ラッシュ大k伏せｐ いけます
[9005.072] (S)mart_00_: 卒業阻止www
[9005.296] Sishamock: 逃げられない
[9006.078] v_harumi_v: グー沢山きた？
[9006.888] kiton_taichi: 愉悦部が多いコメント欄
[9009.547] nappamatei: ウメ・はるみ
[9009.690] (M)Moobot: ＊＊新ヘッドセット＊＊ HyperX Cloud III が ワイヤレスで登場！ → https://hyperx.gg/45bt2SJ
[9014.478] mangoarmy009: 秋は始まったばかり
[9017.548] (S)ニャガレ: 処刑を考え直して下さいましたか
[9030.668] iranaiko: 端のシミーは毒なし状態で、大ｋOD竜巻p ラッシュ大中鞭 ラッシュ大kODしゃかしゃか ラッシュ大k伏せｐ いけます
[9033.643] iranaiko: のみすでした
[9040.618] クラクラ777: あ
[9096.440] Aroma8854: あと小足長いんで小足リーサルで気持ち良くなるのどうですか?
[9097.589] ウル_27: 6本は流石にやりすぎな気がしなくもない
[9104.622] MYNK1981: MYNK1981 subscribed with Prime. They've subscribed for 5 months, currently on a 1 month streak! 
[9120.733] fujimike: ウメA.K.I続いてるねー
[9154.938] kawasak1n: ありゃ
[9157.321] クラクラ777: ん
[9159.561] NoE_vivre: あーた
[9163.277] kamiya1979: まさか？
[9164.785] navyblue314685: まさか
[9164.925] ようま: TableHere
[9165.641] kawasak1n: あーたまさか
[9165.752] kuniyoshi8: アナタそれは、、、
[9167.132] kino883: 死ぬわよ
[9168.972] falcanon: こんばんは。
[9171.035] iranaiko: ODしゃかしゃか か OD伏せｐ って書こうとして間違えてましたｗ
[9171.050] 17_4590: エクストリーム専用コンボ
[9176.255] もきち555: そんなやつおらんやろ～
[9177.816] roi3s: 徹子
[9178.747] (S)MYNK1981: 無限ゲージ編かあ？
[9179.630] ~MISSING_COMMENTER_INFO~: ラッシュ中足にはシミーつかんのかな？
[9186.254] ウル_27: OD伏せ？
[9198.833] SquallAdv: I love Daigo's hair 
[9201.804] (S)rt3191: 命拾いしたな
[9208.563] u_anna: 一回深呼吸して書き込まないと、レシピは混乱するねｗ
[9219.741] ようま: ｗｗｗ
[9224.038] (S)tama_zx61: ﾝﾀﾞｧﾒ
[9229.657] 000105: トレモあるある すごいコンボ見つけた！からのゲージ無限だった
[9234.541] ~MISSING_COMMENTER_INFO~: コンボのコスパは大事
[9235.539] 17_4590: 足らんわ・・・まるでっ・・・！
[9236.692] redbull_daisuki: redbull_daisuki subscribed with Prime. They've subscribed for 43 months! 
[9244.302] (S)johndoe6523rp: みんな昔、掲示板にコンボレシピ書かなかった人か
[9253.062] カブトシロ: 王は予算管理に厳しい。
[9258.136] kawasak1n: ゲージ大事
[9262.956] matomona: matomona subscribed with Prime. They've subscribed for 9 months, currently on a 6 month streak! 
[9266.132] iranaiko: ODしゃかしゃかのあとは波動弱ｐから各種SAいけるのでリーサルにはいいかなーっておもって！すいません
[9305.738] 17_4590: レシピを書くだけ偉いって一番言われてるから
[9309.769] ほうじ21: 教えてくれるだけありがたいぞ
[9322.074] kiton_taichi: 凄いっす
[9337.873] u_anna: 情報おしえてくれる人は神
[9370.715] わいるどくらい: 端で毒ならこれ結構いいっす。5強K＞伏せP＞5強K＞泡＞生DR>5強K＞伏せP＞生DR＞2強K
[9390.654] tomodaachii: 6224
[9435.879] kokkakora: 端端かと思ったらちょい届かなかった、毒状態→大P波動→ラッシュ大K OD波動→ラッシュコパン 中P波動→ラッシュ大K 伏せPドリル
[9435.996] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[9441.588] ウル_27: 最大狙うなら、竜巻強Pの補正すごいので入れないほうが伸びたいしますね
[9447.635] わいるどくらい: ゲージ効率がいいです、いまの
[9449.855] シキストレーガ: パニカンしないとレシピが伸びない
[9473.707] NoE_vivre: ODしゃかしゃかの後に走ってつながるのは毒つきドリル始動とか
[9489.699] ウル_27: 竜巻強PのところをOD波動Pに変えると結構伸びますね
[9489.811] (M)Moobot: ＊最大120時間＊ HyperX Cloud III ワイヤレス → https://hyperx.gg/45bt2SJ 1回の充電で映画見放題だな
[9524.719] iranaiko: 端なら簡単で減るのは、大k伏せｐ 大ｋ伏せｋ 生ラッシュ大ｋラッシュ大ｋラッシュ大ｋSA3ですね
[9534.953] Aroma8854: ドリルで玉抜けしたときでは
[9554.177] iranaiko: 最後の大ｋのあと大しゃかしゃかSAでした
[9555.194] 4bunny: こんばんはー。今日8時からだっけ？
[9561.169] naganaiz: こんばんわ ウメさん８時からなにか予定あります？
[9586.024] v_harumi_v: 今日はスカルが20時からありますよー
[9587.633] kawasak1n: スカルあるよ＾＾
[9591.807] hollysummerxx: (毒)大Kパニカン>ドリル>大K>竜巻HP>生ラッシュ>大K>ラッシュ>大K>ラッシュ>大K>竜巻MK>SA1 や Sa３ 最大ぽい
[9612.505] ウル_27: 毒付与だけじゃなくて沼設置だともっと伸びるんですけどねー
