[21.185] (S)rin_aimer: radaoKitya
[106.418] tanuki_pan: tanuki_pan subscribed at Tier 1. They've subscribed for 20 months, currently on a 20 month streak! 
[106.442] reoreo_369: わこらだ！
[106.668] (S)書写山: いいよーん
[106.743] (S)のせ太郎: 一乃瀬楓 subscribed at Tier 1. They've subscribed for 2 months! 
[106.746] (S)mg_rafu: radaoWakotu
[106.780] bc_moimoi: radaoWakotu
[106.876] (S)sonosono_sn: わこらだ！
[106.982] (S)rimirimi1205: 時間無駄にしたな
[107.102] karinn0323: スマブラ？
[107.132] nemuluu: ﾜｺﾗﾀﾞ
[107.303] yamayama0510: わこらだ！
[107.359] ninadesuyo: わこらだ！
[107.568] xxkuronxx: やあ
[107.593] itsuki_taotaro: わこらだ
[107.785] シクラ: おっそ
[108.224] haku1219: いいよ
[108.358] apple_grf_: わこらだ
[108.359] よわはと: いいよ
[108.444] hirunnkun: だめ
[108.504] 抹茶抹茶: わこらだ
[108.569] 贄ﾁｬﾝ: wwww
[108.814] miyazawasinpei: わこらだ
[109.019] 哀れな人の子: 始める前にやっとけよ
[109.039] (S)toumyou_2525: いいよ
[109.279] (S)fuu_maru: やりな
[109.324] mikan_san: 今日動画ある？
[109.368] rrk_1122: わこらだ
[109.370] ama_hakuma: わこらだ
[109.452] ryutan1352: 草
[109.526] (S)nashu_noike: わこらだ 
[109.642] (S)solt0364: わこらだ
[109.727] sap_o: わこつ
[109.801] (S)raaaa312: 明日国試萎
[109.870] (S)わらびモち: いいよん
[109.918] vash_246: 受注販売開始
[109.941] kiiroitori: ええで
[109.951] tanuki_pan: いいよ
[109.952] (S)るん__: radaoWakotu
[109.965] (S)sakusaku0113: どうぞ
[110.012] 角角家: どうぞ
[110.176] (S)nyaaikon: radaoWakotu
[110.202] みりンゴ: わこらだ
[110.275] ゆんちゃん〇: いいよー
[110.390] banapote64: いよぉ
[110.572] もんじゃ焼きたべたい: んね
[110.733] ひのした: どぞ
[110.784] k_ito38: ええで
[110.802] natubatch: どーぞ
[110.804] bunchaan: いいよ
[110.814] (S)PEI_OwO_: いいよ
[110.902] (S)jajan_24836: わこらだ
[111.346] あーーーち: あーーーち subscribed at Tier 1. They've subscribed for 20 months! 
[111.441] itoido: いいよ
[111.481] vivid_men: うぇい
[111.493] たゆう_はね: いいよー！
[111.905] (S)rsk010: いよ
[111.930] Diamond_4870: いよ
[112.176] noelgardner: わこらだ
[112.247] (S)kom_koma_: いいよー
[112.413] アリスクリスタ: わこらだ
[112.489] (S)ちったむ: いいよ
[112.504] nairon_5102: うむ
[112.624] apple_grf_: いいよ
[112.665] (S)uji_kintoki: わこらだ
[112.718] 桜咲かそう: 今日Twitchいれた！
[112.721] 心咲花茶: いいよ
[112.773] (S)あム: わこらだ
[112.928] (S)ぺぺち__: radaoWakotu
[113.075] (S)zecky310: 無限！？
[113.108] (S)ra_mon_da_o: わこらだー
[113.185] alissfan: わこらだ
[113.275] rilio_o: いいよ〜
[113.310] hino__0712: いよ
[113.312] あじさ: わこらだ
[113.331] るすと: わこらだ
[113.523] ジャガイモの皮: いいよ
[113.535] loi__61: いよぉ
[113.722] (S)if0990: いいよ
[113.972] メープル羊: いいよ
[114.222] cheaperes: わこらだ
[114.237] (S)azuriiine: わこらだ
[114.415] わっふるるる: だめ
[114.426] (S)a_o3o1_m: わこらだ〜 
[114.438] ninadesuyo: わこらだ
[114.485] 0秒: しゃーなし
[114.508] shirororororo08: わこらだ
[114.614] ramune_013: いいよ
[114.650] nemuluu: ﾜｺﾗﾀﾞﾜｺﾗﾀﾞ
[114.978] とまとかれー: わこらだ
[115.068] プラず: わこらだ
[115.217] ukkun__0102: いいよーん
[115.225] BENIimo: わこらだ
[115.294] inasaku1739: いいよ。ダメだぞ
[115.556] こびとママ: こびとママ subscribed at Tier 2. They've subscribed for 27 months! わこらだー
[115.700] nim__2323: わこらだ
[115.705] (S)rimirimi1205: いいよ
[115.730] edamaamee10: radaoWakotu
[115.761] (S)tanu_1017: どうぞー
[115.958] wasa_wasabineko: いよ
[115.969] (S)べるな_: いいよん
[116.052] nemuluu: ﾜｺﾗﾀﾞ
[116.197] shokuyokukun: いいよーん
[116.347] あるみ屋: ええで
[116.395] Amatsu_103155: いいよ
[116.566] (S)ra_mon_da_o: radaoWakotu
[116.824] だみを: わこらだです（╹◡╹）
[116.824] (S)ituki_kun: いーよ
[117.045] ジャガイモの皮: いいよぉー
[117.058] (S)duruduru911: いいよ
[117.112] mattya_dau: radaoWakotu
[117.349] yutalu3773: 今日早くない？わこらだ
[117.377] てこくん: いいよ
[117.377] えれ0729: わこらだ
[117.380] やくとみ: はよ
[117.558] ~MISSING_COMMENTER_INFO~: いいよ
[117.570] いちご味のらむね: いいよ
[117.635] (S)15milk_4517: radaoWakotu
[117.642] 白の六号: わこらだ
[117.757] mumadoo: わこらだ
[117.865] yuu_915: いいよ
[118.078] yuna07210: いよ
[118.213] YodoRa: わこらだ…
[118.270] 七瀬優: いいよ
[118.291] atto224: わこらだ
[118.306] (S)わらびモち: まじ無限やん
[118.404] cia7460: 無限だと
[118.463] (S)そらじろろろろろ: 無限に配信するって…こと？
[118.637] ishicoro_coro_coro: わこらだー
[118.780] まよまよ47: mayomayo0407 subscribed at Tier 3. They've subscribed for 19 months, currently on a 19 month streak! わこらだ
[118.845] tubugu: いいよ
[118.851] ちゃーみん: サーバー大丈夫です？
[118.879] (S)kom_koma_: 自由だしー笑
[119.227] むゆの: わこらだ
[119.362] milk_3169: わこらだ
[119.825] mattya_dau: radaoWakotu
[119.898] カナバ: 昨日のうちにやろう
[119.945] ruuno_1105: わこらだー
[120.009] nanamekuji: わこらだ
[120.069] wakaota: いいやた
[120.306] mii41500: わこらだ
[120.362] もんじゃ焼きたべたい: ええよ
[120.526] aruto_1015: いいよ
[120.699] mymake2140: どうぞ〜
[120.754] 葵丸: いいぞ
[120.923] (S)sonosono_sn: いいよ
[120.948] annindouhu0530: わこらだー
[121.269] azuma1220: わこらだ
[121.366] yokotti415: ええで
[121.463] toitoi_526: どぞ
[121.934] momo___ka: いいよー
[122.529] cotoro26: わこら
[122.597] zabuton5mai: わこらだ
[122.602] neru_zingai: いいよ
[122.677] (S)cedar_773: わこらだ
[122.711] ぷあんず: わこらだ
[122.749] 蛍_: わこらだ
[122.957] mope716: azuteto subscribed at Tier 1. They've subscribed for 17 months! わこらだ
[123.140] mikan_san: あれは、有野さんのとこ
[123.434] kanato_ooo: わこらだ
[123.496] (S)minto13579: わこらだ
[123.665] chocopanda1003: わこらだ
[123.848] (S)omoti1208: radaoWakotu
[123.911] orio_1024: 始める前にやっとけよ
[124.084] sishamo95: わこらだ
[124.426] (S)叫び声: radaoWakotu
[124.677] Miriotta: いいよ
[124.885] pasu0517: いいよ
[124.959] 氷__: わこらだ
[124.977] 3点リーダ: わこらだー
[125.122] Sa_mezame: いよ
[125.212] 1995_kim: わこらだ
[125.456] nuta56: わこらだ
[125.480] ahopontan_: わこらだ
[125.534] (S)べるな_: 眠い
[125.738] cloverya: !uptime
[125.956] (S)otux2_0205: わこらだ
[125.993] (M)Nightbot: らっだぁ が配信を始めてから 2 minutes 14 seconds 経過しています。
[126.189] rilio_o: どぞ〜
[126.405] mailu_ma: わこらだ
[126.411] ばんぺいゆ: あの動画好き
[126.595] hiroking23: わこらだ
[126.721] gagome0516: わこらだ
[126.731] (S)sosorara13: わこらだ
[128.399] (S)komasannsann: 有野
[128.432] hinkon1104: わこらだ
[128.433] fumi_8734: わこらだ
[128.562] (S)ゆーやんー: わこらだ
[128.701] (S)sinse0911: わこらだ〜
[128.727] (S)1miri_03: radaoWakotu
[128.958] (S)mohuo_maru: radaoWakotu
[129.091] takepey: わこらだ
[129.103] (S)夏目信乃: radaoWakotu
[129.357] (S)siasandayo: わこらだ
[129.424] dokukinoco: radaoWakotu
[129.532] mk_DeNA: わこらだ
[130.178] hirunnkun: 自由過ぎて草
[130.421] (S)すてぃんぐ: radaoWakotu
[130.496] (S)hanahout: わこらだ
[130.499] (S)のせ太郎: わこらだ 
[130.588] (S)mai161116katatumuri: radaoWakotu
[130.645] rk_salmon: わこらだ
[131.093] risa0224: わこらだ
[131.181] (S)Yukimaru__31: radaoKitya
[131.332] teppei34: わこらだ
[131.762] eiriann__11: わこー
[131.937] kamereon1122: 最近らっでぃのぬいぐるみ作ったよぉぉー！！！
[132.022] メープル羊: 眠そうだね
[132.077] sakurada_04: わこらだ
[132.243] (S)rrr_rion__04: radaoWakotu
[132.404] (S)弥紅: わこらだ
[132.511] 雪華0830: わこらだー 
[132.855] Ral_2525: コンちゃんに告ったとこ
[134.089] (S)kro_cat: 声いつもより3割増しにブサイクやな
[134.324] wakaota: 面白いの期待しとく
[134.816] meimei_15: わこらだ
[134.844] kagura_kiba: わこらだ
[135.384] suke_wai: わこらだ
[135.628] サクヤエスメロ: わこらだ
[135.757] みかにゃん_: わこらだ
[135.776] kuroa1204: わこらだ！
[135.961] alen2466: わこらだ〜
[135.991] (S)siasandayo: radaoWakotu
[136.639] nagisatyann: わこらだぁ！
[136.642] lalam7784: わこらだ〜
[136.753] (S)kosei000: radaoWakotu
[136.770] かえっどぴっど: かえっどぴっど subscribed at Tier 2. They've subscribed for 14 months, currently on a 14 month streak! わこらだ
[136.891] yutalu3773: なんでこんな時間にやった？
[138.012] (S)riria0814: radaoWakotu
[138.262] waroro27: わこらだ
[138.676] jt6jpagdtw: れうさんのお母さんの所
[138.764] akky_0209: わこらだ
[138.786] いのりさん: ぼっちみどりくん
[139.066] しゃけやろうﾊーﾄ: わこらだ
[139.210] mafuyu256: わらこだ
[139.333] (S)natune_0: もうすぐバイトの休憩が終わる時間に始めんな
[139.571] 葵丸: わこらだ
[139.876] tyatya_o: わこらだ
[140.834] かめいいんふ: わこらだ
[140.937] vash_246: 老化
[141.366] amamizu2525: わこらだ
[141.393] aisukurin26: わこらだ
[141.405] (S)alice__uxxu: radaoKitya
[142.093] (S)marinba1221: わこらだ
[142.272] akanetonbo: わこらだ〜
[142.480] (S)family857: 48時間配信きた、、
[142.753] (S)ochachat: ochachat subscribed at Tier 1. They've subscribed for 11 months! わこらだ
[142.790] hana1274: だよね
[143.197] ネコミミカラス: ジャングルクルーズ
[143.327] 海袮: ｗ
[143.451] こびとママ: それな
[144.014] zyooooro: わこらだ
[144.273] (S)narurin0927: 有野のとこやると思った
[144.323] (S)fuu_maru: それな
[144.437] 井戸: 井戸 subscribed at Tier 1. They've subscribed for 26 months, currently on a 26 month streak! 
[144.471] karaage_oc: 老化現象
[145.157] tanuki_pan: radaoOld
[145.161] (S)rigore_napoli: わこらだ
[145.168] (S)impre_yy: わこらだ
[145.300] shilva_0: わこらだ
[145.474] (S)露木ロコ: 露木ロコ subscribed with Prime. They've subscribed for 8 months! わこらだ
[145.527] cloverya: 最近じゃないいつもだ
[146.017] (S)alice246215: わこらだ
[146.190] txkmsd: SeemsGood
[146.543] なななこな: わこらだ
[146.645] (S)けいおそら: わこらだ
[146.772] (S)なつおよ: おじいちゃん…
[146.898] takuma090: PogBones
[147.426] iza__13: わこらだ
[147.492] メープル羊: コンちゃんとの寸劇
[147.829] mizyu26: 珍しい時間だね
[148.046] okottentyauzo: 自由配信無限列車編
[148.556] mk_DeNA: やほ
[148.609] しゃけやろうﾊーﾄ: しゃけやろうﾊーﾄ subscribed at Tier 1. They've subscribed for 17 months, currently on a 1 month streak! わこらだ
[148.742] masao0203: わこらだ
[149.602] atama_no_tansu: atama_no_tansu subscribed at Tier 1. They've subscribed for 23 months! 
[149.695] atuono: radaoOld
[149.952] (S)お手軽炊飯器: wakorada
[150.485] ノラネコ0817: radaoWakotu
[150.723] (S)をぺ: radaoOld
[151.493] karinto1218: こん
[151.585] (S)nanasino0131: わこらだ
[151.676] ツキミコ: わこらだ
[151.692] 葵丸: それな
[151.745] 0秒: 昨日グッズ買ったよ！！！！！！初めてグッズ買った！！！
[152.391] (S)toumyou_2525: ね
[152.423] 鯖の味噌煮焼き: わこらだ
[152.542] a_n_m_s: わこらだ
[152.591] (S)raynidayooo: radaoOld
[152.630] まに太郎: わっこー
[152.728] だおだろ: わこらだ
[153.070] mana_army: わこらだ
[153.330] banapote64: 老化
[153.508] karinto1218: やほ
[153.541] (S)family857: radaoOld
[153.543] シクラ: じっちゃん…
[153.731] tanuki_pan: なんでも忘れるお年頃
[153.957] rutti_san: わこらだ
[154.258] 燐だよ: やっぱおじいちゃん…
[154.444] (S)あるとと: わこらだ
[154.573] yutalu3773: へー
[154.740] ruriyu_7986: radaoWakotu
[155.011] imoyoukanmaru: わこらだ
[155.152] (S)なつおよ: ママー！！！！
[155.353] seeeenatyannnn: わこらだー！
[155.694] (S)レだん: radaoWakotu
[155.707] (S)榊原とーげ: わこらだ
[156.563] (S)のせ太郎: うわ
[156.739] haruki_86_: わこらだ
[157.923] odoriko999: わこらだー
[158.177] (S)tumetai_kokoa: radaoOld
[158.222] ruu_ha: わこらだ
[158.375] ゆんちゃん〇: 筋トレしながら見てるよー
[158.593] (S)toumyou_2525: radaoOld
[158.999] こびとママ: リアタイ逃す
[160.319] inasaku1739: なんででしょ？
[160.420] 贄ﾁｬﾝ: まぁ通知オンにしてるからわかるけどね
[160.565] rararango: 老化現象
[160.904] yooyo1515: そこ大好き
[160.920] (S)otux2_0205: きｍ
[161.109] 海袮: おじいちゃん...
[161.154] Zoomer8842: わこらだ
[161.477] (S)zecky310: radao30
[161.512] (S)ここねり: うわ
[161.603] 燐だよ: おっかぁ
[162.210] tyatya_o: マンマ
[162.327] ガルチェロ: PowerUpL
[163.191] mirumiru_h: 期待してないから大丈夫
[163.198] (S)あるとと: radaoWakotu
[163.255] salad_1004: じじい
[163.372] にぃぃぃ: 大事じゃん
[163.544] vash_246: 写真とってー
[163.952] aomidoro8324: radaoWakotu
[164.376] (S)kuro_0921: radaoOld
[164.477] inakano_tako: わこらだ
[164.996] もんじゃ焼きたべたい: ママー
[165.013] amqoh_: 写真撮ってー！
[165.199] nirakki7577: ママー撮ってー
[165.226] ふゆたそまる: 二重だぁ
[165.226] yuu0811: わこらだ
[165.300] みりんぼしー: わこらだ
[165.765] きょぴ: わこらだ
[165.994] 飴玉初号機: わらこだー
[166.014] 010203arinko: 我々だの腕試し見てたってのによぉー
[166.034] kana5929: わこらだ
[166.220] ukkun__0102: 脱出マップはよ
[166.508] jt6jpagdtw: それかみどりミニィー
[166.719] miaki0127: わこらだ
[166.945] (S)yuna_aaaaaaaaa: きm
[167.550] (S)レだん: ママ〜
[167.784] yasakawa_25: わこらだ
[168.617] mofumofu30: わこらだぁぁぁ！！
[168.632] ruchi_13: radaoWakotu
[168.845] 0秒: コーヒーカップ
[169.516] こころ06: 歳とったね笑笑
[169.601] Diamond_4870: mummy
[169.661] (S)raynidayooo: うっわ
[169.756] (S)Yukimaru__31: radaoOld
[169.771] 夢現: わこらだ
[169.818] あめだま_: わこらだ
[169.868] 0601yuppon: わこらだ
[170.349] 桜咲かそう: ママァ〜
[170.852] ジャガイモの皮: ママ〜
[171.762] chamomile2525: ままー
[171.969] カナバ: 音圧が足りない
[171.999] tantana03: わこらだ
[172.038] mihiro_1903: わこらだ！
[172.078] atuono: クソガキ
[172.593] Zoomer8842: らっだぁグッズ買ったよ
[172.816] kuroa1204: 作業用ＢＧＭとして流しておくよ
[173.511] haku1219: ママー
[173.569] ラムネ味: ママ～
[173.597] (S)kro_cat: 銀座のママー！
[173.625] tubugu: ママ〜
[174.373] いちご味のらむね: ママ〜
[175.497] pasu0517: ママァー
[175.560] いのりさん: マ"マ"ー！写真撮って！！
[175.888] kiiroitori: ママ写真撮って！！！
[176.202] yutalu3773: 肝
[176.220] yukke_26: わらこだ
[176.256] kae_eeee: ママ〜
[176.492] (S)アヴー: ディズニーのNo.2といい感じになるみどりくん
[177.348] banapote64: 写真撮ってぇ
[177.555] (S)toumyou_2525: ママ〜
[177.926] hirunnkun: 写真撮って
[178.112] poni_girazu: ま"ま"ー
[178.442] さおりん_: さおりん_ subscribed with Prime. They've subscribed for 17 months! 
[178.605] 椋榎: プーあ！
[178.667] こころ06: ママぁ
[178.813] sap_o: ままー
[179.101] (S)ちったむ: あ、ヴィレヴァン買ったよー
[179.356] (S)rimirimi1205: ママ〜！
[179.578] rilio_o: ママ〜
[179.930] aisu_0213: ままw
[180.057] (S)hedgehog_826: 水中いるみたいな音するね
[180.771] cheaperes: ママぁ～
[180.806] piisuke0428: わこらだー
[181.429] rincho22: ままー
[181.666] (S)toumyou_2525: クソガキ
[182.070] sap_o: しゃしんとっねぇー
[183.260] Eye_39: ありのー
[183.345] (S)mazirou: わこらだ
[183.371] (S)family857: ママｧ
[184.437] cotoro26: まま〜
[184.456] あるみ屋: クソガキね
[184.930] rararango: 全世界のママが吐いた
[185.753] tyurosudayo: 写真撮ってーにしよ
[186.086] otenba_usagi: otenba_usagi subscribed at Tier 1. They've subscribed for 18 months, currently on a 7 month streak! わこらだー
[187.428] kanikamadesu: わこらだ！
[187.718] しゃけやろうﾊーﾄ: ままぁ~
[187.830] _こっぺぱん: わこらだ
[188.430] (S)yuna_aaaaaaaaa: はい100人減った
[189.103] Eye_39: 有野ゾーンだいすけ
[189.624] kohana0d06: ままー
[190.099] (S)レだん: クソガキwww
[190.359] kchan1225: わこらだ
[192.430] vash_246: スノボいつ行くの？
[193.566] 海袮: ままぁ
[194.112] 咲良ただのおたくちゃん: わこらだ
[194.764] kuroa1204: ママー実写画像出して〜
[194.869] 0秒: 昨日グッズ買ったの！初めてグッズ買った〜！
[195.052] 桜咲かそう: ママァ〜写真撮って写真撮って!!!!
[195.429] (S)あんころころもち: 今北産業
[195.460] (S)ろっぺ: ろっぺ subscribed with Prime. They've subscribed for 3 months! 
[196.078] nao_7073: わこらだ
[196.237] 望月こんぶ: わこらだ
[196.579] Diamond_4870: まま〜
[197.176] yutalu3773: Benは？
[197.411] yukke_26: クソガキやんw
[197.499] kairi_namakemono: わこらだ
[197.671] tonton_0110: わこらだ
[199.103] が_じゅ: わこらだ
[199.915] ふらっぐ: クッション届いたで
[200.016] hotaru3301: わこらだ
[200.291] 010203arinko: 我々だの腕試し見てた
[200.315] (S)ZeNoN_GAHAHA: ままあ
[200.389] ソラ1936: わこ
[200.604] (S)soyokaze1212R: わこらだ
[201.018] たけのこ派: わこらだ
[202.081] (S)あんころころもち: 暇人？
[202.424] (S)おのこ: わこらだ
