[30.205] okaka_iq200: おいす
[3124.296] ewiig_: @bobykins3 i think its the best one :S
[3126.165] 日本語かな: 詐欺はジャスパ取った側が+2ですね
[3136.424] (S)めーーーぷる: こんばんは 
[3147.247] udonsan11: おれは海外勢のリュウに期待している
[3150.618] bobykins3: Hell no bro
[3157.374] guilegairu: 豪鬼メイン確定ですか？
[3166.033] kotyan107: 豪鬼思ったより微妙？
[3176.844] 吉田じんぎ: 本田BGM結構いいなー
[3176.925] 96473785: あんだけ強化されてて、リュウ弱いってあんのかな？
[3177.009] nedjoeh: this guys name is godlike
[3178.651] (S)hikarubundoki: 今日サラダ🥗食べたのかな？
[3192.671] 蝉時雨: リュウはリュウになってるべ流石に
[3197.938] keikohiro: アングリー豪鬼が強すぎるって聞いたな
[3201.725] muck_339: できればリュウを使ってもらいたいけどその判断は豪鬼をしゃぶりつくしてからかしら
[3255.580] kiton_taichi: ダラスにはアングリーも出るし、どんな豪鬼かはそこで分かるでしょ
[3263.144] tabibitox: 凱旋門賞勝ってそうな豪鬼だ
[3273.177] Ganondorf_nulvi: Losing a lot today ?
[3286.085] mitsuji: ウメさんも海外行かれるんですか？
[3288.854] kiton_taichi: ケンで最強だったし、アングリー豪鬼はめっちゃ楽しみ
[3297.129] (S)nyctomek: So far yes
[3321.683] erukima: HeyGuys
[3321.734] Ganondorf_nulvi: That happens sometimes
[3323.194] 日本語かな: アングリー豪鬼に転身したんか…
[3324.170] kiton_taichi: 明日出発らしいです
[3338.482] chicken_dumpling: most likely last day of training before he leaves for dallas
[3339.418] kiton_taichi: アングリー元々豪鬼だったし
[3345.142] (S)ZettonMS: 結局、中Ｋが当たる位置にいないと残空は安定して落とせ無さそう
[3345.368] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[3367.234] 軽く捻るか: っけい！
[3373.247] (S)ZettonMS: わかるｗ
[3375.489] hal0087: 一瞬飛びそうになるのわかるｗ
[3392.218] Seria_24: 相手飛んでくれた事あるわ
[3405.140] (S)MELCK2242: umeCossack
[3410.811] 浅草ガッツマン: ウメハラさん今までアメリカ行った事ありますか？
[3411.487] sasamin_5397: 🌸
[3413.253] (M)gameinntwitch: 髪の毛もりもりやね
[3420.475] えだいこ: えだいこ subscribed at Tier 1. They've subscribed for 15 months! 
[3421.376] イエール: モリモリよね
[3431.112] ミジンコ隊長: umeOreda
[3434.801] イエール: 豪鬼エディションってことね
[3439.208] うすおっと: akimoってスト４のホンダの人？？
[3441.180] ponokakillme: EVOがそもそもアメリカだよ
[3451.362] (S)ZettonMS: 受け身取れない強化ポイントがいきなりきた
[3455.424] Ganondorf_nulvi: Dreamhack is looking hype
[3461.819] 天然ベニテングダケ: こんばんは
[3465.556] イエール: かっこよ
[3476.766] Raynys: when the dreamhack?
[3480.506] 蝉時雨: ウメちゃんが最初にアメリカ行ったのって17歳の頃だっけ？
[3483.432] chicken_dumpling: 31st
[3489.701] gondawaragon: 流石に100回は行ってないのかな
[3489.886] trumyolo: this week?
[3490.938] イエール: maybe on this weekend
[3495.028] Ganondorf_nulvi: Hopefully Daigo gets top 7
[3495.925] Raynys: so 2 days left
[3498.065] bobykins3: Daigo will win it with the Tanaka setup
[3505.045] Ganondorf_nulvi: 31 i think
[3520.893] chicken_dumpling: but I know Daigo always fly earlier than usual. so most likely he leaves tomorrow
[3527.795] イエール: 海外勢にブロンズの田中のセットアップ好評やったの笑うwww
[3535.111] (S)nyctomek: I wonder if this is the same akimo that was a godlike Honda in sf4
[3542.704] (M)gameinntwitch: ヨシヲ邸クランだしそうなんだろね、よくマッチングするわ
[3553.211] Ganondorf_nulvi: Tokido not going?
[3553.686] trumyolo: he need to check the jail there 
[3562.576] 凪水: あきもって本田の人だっけ
[3571.386] muck_339: 相変わらずマリちゃん火力高いや…
[3575.308] toadstyl3: guys I ordered some amphs of the darkweb, I will check all drive rushes now
[3579.716] Raynys: is akuma banned in dreamhack?
[3587.241] イエール: idk but Fuudo is going
[3587.744] (S)nyctomek: No
[3588.155] Ceciltaisa: モダーン
[3601.443] Ganondorf_nulvi: No, latest patch is legal
[3601.771] chicken_dumpling: for some reason Tokido is not on the list posted on reddit
[3602.714] trumyolo: nah, it's not a cpt event too right?
[3606.189] 天然ベニテングダケ: CでもMでも火力が出る、それがマリちゃんの魅力さね
[3613.424] Ganondorf_nulvi: We are going to see some wild stuff
[3625.600] gondawaragon: うお！？ってなって、なんだモダンかってなるのもったいないよな
[3626.365] (S)mobageiskusoge: tokido, bonchan and mago are going to australia for bam
[3637.921] 39デストラーデ: Mマリーザでやるぅ
[3639.633] Ganondorf_nulvi: Not cpt, but a esporta world cup qualifier
[3640.061] (S)mobageiskusoge: fuudo, daigo, kawano, shuto, go1, etc are going to dallas
[3646.841] Bronsart: This Marisa is cheating
[3648.664] trumyolo: warm up before EVO too
[3652.525] イエール: cool
[3653.215] (S)ZettonMS: モダンのマリーザやってみようかな
[3658.805] chicken_dumpling: Dreamhack Dallas is a stacked tourney because it is a qualifier for the Saudi tourney, the new gamers8 $$$$$$$
[3662.355] orenge_yogurt: 別にモダンの良さを出せてるから盛り上がっても良いんじゃない
[3663.266] 96473785: ダラスかあ。日本製頑張ってほしいねえ
[3664.639] akichi018: あきもってスト4で本田の人？ たまたまかな
[3670.755] (S)毒見ユッケ: hey daigo
[3678.264] Bronsart: 50k prize pool for Dallas too
[3681.505] イエール: ぐええ
[3694.901] Ceciltaisa: 豪鬼にモダンマリーザ有効ってなるかもしれんで
[3694.903] (S)nyctomek: 15k to 1st ain't bad
[3695.091] sn0wf0x3: いてー
[3729.612] 39デストラーデ: へっるw
[3740.598] Bronsart: For BAM you just get a free dinner at outback steakhouse for winning
[3744.287] イエール: マジ
[3746.153] 蝉時雨: 今回は斬空多いわね
[3754.604] muck_339: 大胆なSAぶっぱはモダンの特権
[3755.187] イエール: ！！？
[3755.270] (S)ZettonMS: 豪鬼の低体力とマリーザの高火力ならモダンがデメリットにならん可能性もある
[3756.829] (S)毒見ユッケ: hiee
[3758.110] muck_339: おー！
[3760.815] 39デストラーデ: ですよね～
[3761.026] hiro925: マリーザダルいとはいってたな豪鬼使い
[3762.698] 蝉時雨: やーーーーーる
[3763.483] (S)ZettonMS: きましたわあああああああああああ
[3763.581] (S)marvolo6: きちゃー
[3765.319] イエール: かっけえええ
[3766.235] sn0wf0x3: ナイス〜w
[3766.420] (S)9z_Ryu: つよｗ
[3766.708] fbhjkl: PogChamp
[3767.010] (S)メロンパンを極めし者: 天
[3767.964] 3q4ever_: うおおおおおお
[3768.531] lagujim: 天
[3769.776] Ceciltaisa: いったあああ
[3770.592] ｾｲ: 点
[3772.684] tabibitox: 文字演出
[3772.708] イエール: さすウメ
[3772.794] J1DoubleL: PogChamp
[3773.027] yasubewe: ゆえにわたしは！
[3775.370] (S)Koooon__: 確定演出
[3775.495] (S)mobageiskusoge: @Bronsart top 2 also qualifies for the saudi tournament so whatever
[3776.529] esrever42: 確定演出
[3777.197] Ganondorf_nulvi: Maybe they are getting an apparence fee
[3777.738] (S)毒見ユッケ: 勝つとよく喋りやがる
[3778.833] (S)hamachi_x_kanpachi: 瞬獄の起き攻めも強いんだっけか
[3779.350] ryunekosuke: かっけぇぇ
[3781.179] 蝉時雨: ｷｴｴｴｴｴｴｴ
[3782.295] une3333: でもかなりキツそうねマリーザ戦はw
[3783.158] potocki1810: 確定演出ですなぁ
[3785.530] Ceciltaisa: 豪鬼が喋るとリーサル
[3787.646] 凪水: ヲ与える
[3790.799] gondawaragon: 勝ち確で喋りだすのはさすがに小物すぎない？
[3793.581] ka_z_ha: 詠唱
[3794.481] (S)myaaaaaa123: なので私が豪鬼です
[3795.717] deus_ex_machina88: しゃべりーさる
[3799.013] (S)johndoe6523rp: 豪鬼は🤓だったか
[3800.259] nanakusan793: 「ワイが豪鬼やで」
[3805.230] Ganondorf_nulvi: @mobageiskusoge ah, so then is smarter to go there
[3806.396] chicken_dumpling: @mobageiskusoge what? also BAM? maybe BAM is easier then for qualification.
[3810.125] trumyolo: their sponsors will do the job
[3816.108] gachilong: 豪鬼が喋ってたら立ち上がってガッツポーズしていいのか
[3818.125] muck_339: 火力高い相手にはそもそも９０００の体力がどうしても頼りなく見えてしまう
[3820.860] pondenring0930: どーんどーんどーん
[3827.098] (S)ZettonMS: 古の弾を踏ませる技術
[3837.760] Ganondorf_nulvi: Much less competition
[3838.826] 蝉時雨: このゲーム結構気軽に3000とか出るからねぇ
[3844.055] (S)chromavalue: マリーザ戦はよりシビアなゲームになるなぁ
[3846.556] Yasushi_Yoshida: 斬空パリィすると前歩き投げくらうの嫌だわー
[3847.267] Zerp_Derpling: nasty
[3847.494] 軽く捻るか: おお
[3849.380] radioJim: 888
[3850.046] yasubewe: パニカン投げでこっから死ぬんかーいが頻繁にあるｗ
[3850.673] 96473785: あんなのあるんだ
[3855.598] (S)豚ああ: こんちわ
[3858.858] tarukohudaisuko: 大金剛から大百鬼のセットプレイ超強くないですか？やられてどうしたらいいか分かりません
[3858.919] 17_richy_23: DAIGOOOO HUMEEHARAAAA
[3862.489] ぱすカル: あるある
[3866.795] うすおっと: あるお
[3867.240] 蝉時雨: ディマ
[3868.070] (S)毒見ユッケ: 5F対空無敵
[3868.299] ryunekosuke: あるよー
[3873.586] trumyolo: banger fighting season is coming
[3880.666] イエール: 本田曲
[3882.370] (S)chromavalue: お、ベティちゃんだ
[3892.753] 36mgh: ベティちゃん普通にレジェンドなのやべえな
[3893.840] イエール: ベティ子だ
[3895.810] bobykins3: Betty chan!
[3901.710] ionnech: クアドリガとかが無いぐらいだっけか
[3902.522] akichi018: ベティちゃんか。今日もジュリTOP10狙ってるのかな
[3905.266] sn0wf0x3: ベティちゃんだ
[3906.788] (S)ZettonMS: プリキュアみたいな色したジュリ
[3914.026] ヘクタ: ジュリは豪鬼ゲロきつそう
[3914.357] yasubewe: こんな色あったのね
[3916.510] (S)nakao1976: オジハンターだ！
[3919.793] yasubewe: つええ
[3920.519] kotyan107: ウメちゃんよりMR高いのか
[3930.420] イエール: モチベ魔人
[3933.183] 96473785: プロ級よな
[3933.402] une3333: あまりにも減らないし削らないなぁジャスパインパクト
[3937.337] (S)毒見ユッケ: こく助けて
[3942.968] 000105: 実質ハンサム梅原
[3947.812] balthazar000: ハントされたら、おじ認定に、、、
[3948.113] ぱすカル: 弾がバカきつそう
[3950.122] chanmipoin: 投げからラッシュって埋まらないの？
[3950.689] pondenring0930: ウメちゃん今豪鬼だとMRめちゃくちゃ変動してるのもある
[3955.559] イエール: P
[3962.405] rafus1: Rude
[3964.634] radioJim: つよ
[3969.448] prisira: おじリーガー全員狩られてしまうな
[3971.815] イエール: 東大式
[3979.909] 天然ベニテングダケ: 忘れた頃にねじ込んで来る朧も
[3983.061] 蝉時雨: 後ろ投げからはみんな埋まらないんじゃなかったっけ？気のせい？
[3985.240] きゃすさん: さっきも当たってなかったっけ？
[3990.798] akichi018: 立ち弱で止まるのか
[3997.225] イエール: うわーー
[3999.041] tabibitox: ぴゃー
[4000.208] 軽く捻るか: あらー
[4002.061] chocolat1234: あ；；
[4002.560] flytaka: あっ
[4003.653] (S)メロンパンを極めし者: うわーー
[4004.337] イエール: ww
[4004.688] (S)ZettonMS: まじか
[4005.939] fourper212: 恥ずかしい
[4007.885] イエール: へるー
[4012.718] (S)ZettonMS: そういうことかｗ
[4014.664] yasubewe: ひりついてきた
[4014.988] surop666: ケンがまだ残ってますなぁ
[4026.427] prisira: 元カレの残留思念かもしれない
[4027.352] TEIKETTO: あっ、、
[4030.219] akichi018: ゲージが
[4031.505] イエール: マッスルメモリーがケン
[4035.324] flytaka: ｗｗｗ
[4035.554] イエール: wwwwww
[4035.564] CryoSnake: Sick
[4036.044] akichi018: きたー
[4036.206] (S)メロンパンを極めし者: きたああ
[4037.000] yasubewe: おーーーん
[4037.200] surop666: あｗ
[4037.227] ぱすカル: WW
[4037.422] fantome_fg: あいいいい
[4038.102] (S)毒見ユッケ: 好きすぎんご
[4038.213] chocolat1234: おおお😀
[4039.566] sweet_19: momochocoMetsu
[4039.788] tabibitox: 露骨なゲージ貯めｗ
[4039.825] 96473785: 草
[4039.902] muck_339: これはきもちいい
[4041.530] taiga424: でたああああ
[4041.567] 軽く捻るか: ｗｗｗ
[4041.607] ぷーむん: 心の隙間
[4042.992] 蝉時雨: wwww
[4043.013] sn0wf0x3: www
[4043.177] (S)メロンパンを極めし者: しゃべるしゃべる
[4043.198] une3333: なんてことしやがるw
[4045.999] イエール: 我大吾也
[4047.202] 96473785: これは怒ってますよたぶん
[4051.658] one596: ひどいおじさん
[4051.745] (S)まりえき: かいーん
[4052.846] s1mple3639: くだらねｗ
[4053.881] akichi018: ゲージもりもりたまってたからね
[4054.709] pondenring0930: ときんす思い出す
[4055.629] (S)myaaaaaa123: はい、私が豪鬼です
[4056.893] falcanon: 天
[4057.649] (S)ZettonMS: 人類皆平等の瞬獄
[4059.244] アメンタセル: 我、ケンを極めし者
[4061.734] KonoDmaxda: justaAngry
[4062.323] 千葉県おっさん: 激おこプンプン丸くらい怒ってる
[4062.995] ~MISSING_COMMENTER_INFO~: 瞬獄殺どうやって入力してるの？めっちゃ入力早いのかダイゴ
[4063.231] (S)nyctomek: He needs a demon emoji if he stays with gouki
[4064.539] (S)bonjakku: 一時間ずっと見てる人もいるのでしょうか？
[4078.975] Bronsart: Chat gets hella excited when he does a demon
[4083.105] 39デストラーデ: やっぱ25％以上でリーサル必須だな
[4087.177] 蝉時雨: はい、います
[4098.028] MackenGC: 前ステ瞬獄むずくない？
[4111.236] イエール: 足立区民、好物拉麺、一日一噛、御屋形様、我大吾也
[4113.563] てべす1103: パッドで瞬獄殺スーパー難しい
[4115.029] prisira: ジュリ弾やっぱきついよなこれ
[4119.143] 96473785: ウメさんだとハンターからやってるコマンドだからねー
