[13.129] 騙すカス鋼: にょっす
[2195.898] kurokimi1234: 揉んだからもめた
[2196.473] さえぐさたくま: 燃えただけ
[2197.743] バーニングチャーハン: 揉めるというより波及
[2201.459] toshio0224: まあ歌にいが完全に悪いから揉めはしないか
[2207.666] afuring: おっと
[2207.825] ヨコグシ: www
[2209.523] ミジンコ隊長: ｗ
[2211.039] どぬどぬ: もまれたｗｗｗｗ
[2211.689] kaban1192: もみもみ
[2212.937] TUBE_MAN: 危ないｗ
[2213.964] v_harumi_v: アーカイブ消えない程度に
[2215.046] 千葉県おっさん: 燃える！
[2216.427] afuring: 綱を渡るねえ
[2216.748] gularain: 言葉ちゃんとえらんで？だいじょうぶか？ｗ
[2217.725] ミジンコ隊長: もんでもまれて
[2217.816] BigbossJP: 燃広場
[2224.968] lljp: 揉んだら揉まれた
[2227.680] bakedonion: 掘り下げて大丈夫…？
[2228.421] 96san_788: ｗｗｗ
[2234.553] ヒロす: 揉めを学びにできるかどうか、かあ
[2236.695] v_harumi_v: おおおお
[2258.045] Kyuss37: DAIGO A BESTA
[2267.945] ミジンコ隊長: 斧
[2268.222] TUBE_MAN: 人の不幸は蜜の味ってことｎ
[2271.768] サラバア: ガチのやつ
[2275.212] kkshkk: 動物の喧嘩って見ちゃうよね
[2285.504] nihonsyu_: 獣道とかもある意味モメやんか？
[2290.456] lobelia_c: 揉め で止めるの浸透しててわらう
[2291.547] (S)noriyuki3: ほぅ
[2305.392] taroumaruh: 本音か～
[2305.577] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[2311.092] ミジンコ隊長: なるほど！
[2317.013] lobelia_c: 緊張と緩和はある。曝露の快感
[2330.837] erisuk: 自分に出来ないストレス爆発をみてうらやましがってんのかね
[2330.894] taroumaruh: ｗ
[2332.676] kimie_white: 自分の代わりに開放してくれてる
[2333.698] tabibitox: 直近
[2334.914] (S)noriyuki3: 代弁的なところはある
[2338.107] バーニングチャーハン: 人間本来、ネガティブなものを取り入れる性質があるというのが一番納得いった
[2339.516] derwace_lifolve: 他人のを見て欲を満たす的な？
[2342.035] kaban1192: 揉めすぎ
[2342.403] どぬどぬ: 直近のもめｗｗｗｗｗｗｗｗ
[2347.293] ミジンコ隊長: ｗｗｗ
[2347.929] ヨコグシ: www
[2348.655] taroumaruh: ｗｗｗｗｗｗｗ
[2348.738] meshiuma3150: ｗ
[2351.637] mart_00_: wwwwwww
[2351.693] 軽く捻るか: 戦争ｗ
[2351.859] iwaisi: ｗｗｗｗ
[2351.946] yoyo_443: ｗｗｗｗｗｗｗ
[2352.234] こがや: wwww
[2352.346] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[2352.990] ミジンコ隊長: かっこよ
[2356.446] sharks_up: ~戦争が始まる~
[2356.936] lobelia_c: 語り部も居ます
[2359.144] ヨコグシ: wwwwwww
[2359.504] falcanon: ｗｗｗｗｗｗｗｗ
[2359.919] 5don: umeCossack
[2363.189] afuring: 大統領じゃん
[2364.902] どぬどぬ: 好戦的すぎるだろｗｗｗｗ
[2365.102] raurakd: 愉悦の神
[2365.321] sarah_0519: wwwwww
[2366.956] prisira: 獣道もそうだしな
[2368.604] shiro_risu01: ((((；ﾟДﾟ)))))))
[2372.579] シャンウー: それはそう
[2376.846] サラバア: ファイッ！
[2378.674] kasumika124: 愉悦おじさん
[2379.974] nihonsyu_: クラハシオゴウ
[2381.631] taroumaruh: 獣道の主催だしなｗ
[2382.443] njpw2017: 獣道主催してるしな
[2384.858] kaban1192: 獣道である
[2387.060] もきち555: こくとKSKのやつ？
[2390.177] 千葉県おっさん: ゲーセンっ子きたな
[2392.717] ましゅダヨ: そうだねぇ……
[2399.744] シャンウー: だってビーストだもん
[2404.136] derwace_lifolve: たしかに獣道の因縁はそういう感じか
[2412.455] vungo_mr: 冷戦
[2414.771] lobelia_c: 冷戦
[2415.300] njpw2017: これはKSKに聞くのが手っ取り早くね？
[2447.911] sistersguitarreplica: みたいか?
[2455.180] sharks_up: 当事者は嫌
[2464.232] taroumaruh: ドラマとかも群像劇で揉めるのも面白いしな
[2464.725] ましゅダヨ: wwww
[2470.376] levee_breaks: 人がラッシュしてるの見てるのいいもんね
[2475.570] kyabetu_tarou4: 非日常だからかなあ
[2486.820] kasumika124: でた
[2487.794] ましゅダヨ: あ、
[2492.370] hal0087: でたｗ
[2495.890] tabibitox: アール黙れ
[2496.486] kkshkk: あれおもろかったけどな
[2497.550] derwace_lifolve: 好奇心の部類が入ってくるのかなぁ
[2501.175] toshio0224: あの和解配信はよかったね～
[2502.887] taroumaruh: 長い間ね
[2504.192] depu: 自分だったらこうするのになって考えるだけが楽しいか
[2509.443] (S)moppu_gake: そうなんだ
[2509.516] もきち555: ウメちゃん爆笑してたけどｗ
[2510.646] sistersguitarreplica: あれはほんとよかった
[2511.319] ippoppo724: あれは感動だった
[2512.057] のぞみくん: kokuji3Sukkiri
[2518.722] taroumaruh: お互いの誤解だったのも良かったね
[2528.146] ましゅダヨ: カタルシス……
[2532.215] afuring: 変な空気のカタンしてたな
[2540.293] tabibitox: 突然の招集だったな
[2541.863] hairi0610: カタンの画面でね
[2542.488] サラバア: 下手したら一生だったか
[2544.692] kaban1192: 許せるようになった
[2545.344] TUBE_MAN: おこぼれの始まり
[2548.184] ましゅダヨ: 普通はそう思うよね
[2550.812] taroumaruh: 出だしの不安さヤバかったからなアレｗ
[2556.889] madahaya: ミルダムバブル最大の功績
[2560.282] ketsu_debris: あれはおもろかったなぁ
[2560.496] (S)moyoroy: 潤滑油アール
[2560.617] eremin_39: エンタメにしたのはウメさん
[2563.623] kasumika124: 良かった良かった
[2565.541] matsu_zalem: ウメさんのおかげや。
[2568.607] toshio0224: ＫＳＫさんが戻ってきて本当によかったよ
[2578.937] kkshkk: アールが中庸なこと言い始めたのを止めた時がおもろかった
[2583.733] taroumaruh: ガチで歴史的な和解だよ
[2584.265] ヨコグシ: wwwww
[2584.308] mukade3: お前も敵か？とか名言生まれたし、最高に面白かった
[2585.533] ミジンコ隊長: ｗｗｗ
[2586.140] hal0087: wwww
[2586.167] sistersguitarreplica: アールさんもいてよかったなぁ
[2586.291] easel2011: あれも獣道だったな
[2587.705] taroumaruh: ｗｗｗ
[2589.631] tabibitox: たしかにｗ
[2590.278] v_harumi_v: わくわくｗ
[2590.942] kasumika124: 愉悦ッ…
[2591.100] ましゅダヨ: wwwwww
[2592.868] sarah_0519: wwwwwwww
[2594.430] ddb365: ｗｗｗｗ
[2594.607] hairi0610: オゴウクラハシ KSKこくじん
[2594.803] ippoppo724: KSKがキレながら「問題解決したとして仲良くやっていけんの！？」ってのが女々しくて面白かった
[2597.212] taroumaruh: おいｗ
[2597.508] (S)feel2525: ｗｗｗ
[2597.992] lobelia_c: おわっつる
[2598.739] mako_oswald: 野田さんも一瞬ヒートアップしてたの面白かった
[2599.592] matsu_zalem: あれはオモロかった
[2599.996] ましゅダヨ: 貴族の遊びやん
[2601.358] mikaze0001: 「アールお前は黙ってろ」
[2603.266] njpw2017: 実際ヤバイことしたよね
[2609.698] のぞみくん: kokuji3Wakaranai
[2610.268] erisuk: しかも本人になんも話すら通さずに
[2611.147] taroumaruh: 規約違反かなｗ
[2612.243] iwaisi: 終わってるｗ
[2613.623] pakupaku_koz: ウメハラの笑い声漏れてたねあの配信w
[2618.960] lobelia_c: しょっぱすぎて脳天痺れた
[2626.786] yo5hhhh: ガキ大将ウメハラw
[2628.171] 5don: 確認したの知らなかったです
[2630.241] 箸くれ: ｗｗｗｗｗｗ
[2633.854] (S)feel2525: 濃厚な番組
[2634.470] ippoppo724: 逆にカタルシスを出し切れなかったのは獣道のたぬかなVS YUYU
[2634.622] もきち555: やべーやつでてきそうｗ
[2636.550] vungo_mr: クラハシオゴウ
[2637.553] taroumaruh: 朝まで生和解
[2638.265] hairi0610: ガマの油とこくじんやる？
[2638.388] njpw2017: クラハシオゴウに匹敵するよね
[2639.433] kaban1192: 獣道がそれ
[2643.176] keigunnoikkaku: 今揉めてる奴らはいないのか！？
[2644.812] cqc5555: こくにぃとだいこくやってくれ
[2646.404] sistersguitarreplica: まーたこくじん
[2646.539] kkshkk: w
[2646.620] ミジンコ隊長: ｗｗｗｗ
[2647.683] ましゅダヨ: www
[2649.189] 5don: 獣道ゼロ
[2649.759] toripy55: 楽しかったねえ
[2650.461] sn0wf0x3: wwwww
[2651.187] kaban1192: シビれた
[2651.514] toshio0224: クラハシオゴウ最高だったね
[2652.985] taroumaruh: アレは全部良かった
[2653.132] (S)noriyuki3: オゴウクラハシは伝説
[2653.415] 箸くれ: ｗｗｗｗｗ
[2655.897] シャンウー: おもしろいww
[2657.793] ddb365: あれはよかった
[2658.815] goozy009: 実質それが獣道の原点
[2660.871] levee_breaks: クラハシさんの座り方
[2661.524] hal0087: 兵藤会長
[2661.651] ましゅダヨ: サイコパス
[2663.250] pakupaku_koz: 愉悦部
[2672.248] njpw2017: 揉めに揉めて挙げ句の果てには焚き付けたクラハシオゴウ
[2673.055] ましゅダヨ: そうだねw
[2679.013] vungo_mr: こくとだいこくかあ
[2682.119] hal0087: おいおい誰と誰のことだよ
[2683.766] hairi0610: 足なげだしてるクラハシまじ面白かった
[2684.766] だいこん_: 「ゲームする人の顔じゃない！」
[2685.334] gajonaori: まちゃ小川はぐちゃぐちゃなままだぞｗｗｗｗｗ
[2687.034] Dynamite_Gotanda: たぬかなゆうゆうでおなしゃす
[2690.252] TUBE_MAN: ちゃんとストーリーを見せてからじゃないとね
[2691.465] ヨコグシ: www
[2693.114] goozy009: 因縁探しおじさんの血が燃え上がる
[2696.455] のぞみくん: 仲悪い奴いるか～？
[2700.339] もきち555: わくわくしてきたｗ
[2701.199] taroumaruh: ｗ
[2702.065] sistersguitarreplica: たぬかなゆうゆうはエグすぎる
[2705.805] kkshkk: みたいな～
[2714.619] balthazar000: こく、がま
[2718.440] 雑食: 呪物と呪物
[2721.785] kimie_white: 女性同士は見てられない
[2722.804] hal0087: 殴り合いで終わったらそれはそれでおもろい
[2734.586] hairi0610: たぬぅ
[2736.960] サラバア: 両者のバランス
[2738.203] 箸くれ: エンタメになんないｗ
[2739.681] (S)moppu_gake: のーぶるりゅうきち
[2741.784] ましゅダヨ: まじでそれだなあ……
[2743.123] diego_ohunabara: umeYay
[2746.297] pupurasu: D
[2746.619] sistersguitarreplica: 一方が悪者だとおもしろくない
[2747.213] v_harumi_v: 確かにー
[2747.299] njpw2017: たぬかなゆうゆうは獣道の時が一番ましまである
[2747.402] kooooge: たとえば？
[2748.685] 紺青: たぬかなゆうゆうはシャレにならないｗ
[2749.210] (S)Koooon__: みたいなぁ後味悪そうだけど
[2749.784] raurakd: 愛されてる者同士じゃないとね
[2752.931] さえぐさたくま: 梅さんの旧友のカワムラ君とか
[2754.064] kimie_white: 最後さっぱり終わるのが保証されてないとなぁ
[2755.638] hal0087: www
[2756.761] madahaya: たぬゆうは和解できる領域を超えた
[2758.824] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[2761.518] iwaisi: ｗｗｗ
[2762.245] bobonchuaaaa: 投げっぱなしw
[2776.409] もきち555: うめたぬワンチャン？
[2784.328] kimie_white: 獣道番外編
[2786.756] ヒロす: おぼん・こぼんさんが和解したやつ話題になりましたもんねえ
[2794.700] hal0087: リアル獣道
[2798.043] naina717: えいたとカプコン
[2798.080] ましゅダヨ: 普通はね！？w
[2798.137] hairi0610: ささもvsレオくん
[2799.757] taroumaruh: 和解エンターテイメント
[2806.161] njpw2017: ウメたぬは業界の未来がかかってくる
[2809.743] ましゅダヨ: それはそうかも
[2817.559] エムクロ: 獣道に繋がる
[2827.039] low02220: ウメタヌはシノさんNGはいるだろｗ
[2828.950] sussy_int: ２人で協力するゲームやらせたい
[2832.163] ko_008: 格ゲーじゃないけどXQとダステル。和解難しそうだけど見てみたい
[2832.565] goozy009: ささもんは縫いぐるみもらって和解してるんじゃなかった？
[2834.395] kkshkk: 和解しなくてもおもろいけどね
[2839.824] ヒロす: そか、それって結局、獣道なのかww
[2840.028] veronica_ash: じゃあ、ゆうゆうとたぬかな、和解させるしかないじゃない
[2843.635] bobonchuaaaa: それはそれで寂しい
[2848.915] ヨコグシ: www
[2849.317] ましゅダヨ: 揉めなくなってきたはあるよねぇ
[2852.329] hal0087: オンラインはかかわらなければそれでいいしな
[2854.596] s_ShinoD: XQとダステルは見たい
[2859.366] njpw2017: ダステルXQは直近で和解したらしいぞ
[2861.984] サラバア: @ko_008 それつい昨日？和解あったよね
[2863.225] hairi0610: 広がったなあ
[2864.138] v_harumi_v: ｗｗ
[2864.827] tabibitox: 良話題だった
[2865.548] 箸くれ: ｗｗｗｗ
[2865.753] ましゅダヨ: ホッ
[2868.223] w4m1_54: ｗｗｗ
[2869.745] sharks_up: けんきが昨日FPSの歴史的和解させてたよ
[2880.093] ko_008: @njpw2017 え！そうなの！？教えてくれてありがとう調べてみる
[2896.543] 千葉県おっさん: 良い話題だった
[2901.636] bobonchuaaaa: www
[2901.921] hal0087: www
[2905.060] sn0wf0x3: wwww
[2905.276] bobonchuaaaa: 早すぎるw
[2907.072] (S)moppu_gake: 洗濯！？！？
[2908.386] のぞみくん: 揉めか？
[2910.073] lobelia_c: はえーよ！
[2910.327] kooooge: Vtuberとかと絡む人増えたよね
[2910.524] 箸くれ: きなくさセンサーが
[2912.388] keigunnoikkaku: 久しぶりにミルダム聞いたわ
[2912.651] erisuk: 入りからくっせぇな
[2926.075] サラバア: しかも別ジャンルとだよねKSKさん
[2927.956] ましゅダヨ: (ﾎﾞｿｯ)
[2927.967] njpw2017: KSKはミルダム使って女性を侍らせてる
[2930.509] hal0087: 面白くないと思っていた？
[2933.985] w4m1_54: キャバクラ補正
[2952.411] levee_breaks: これはやめておこう
[2954.211] (S)moppu_gake: だ、大丈夫？
[2954.709] kooooge: こわいなｗ
[2956.577] erisuk: 大丈夫かこれ
[2956.644] iwaisi: え？
[2957.538] ヨコグシ: www
[2957.762] (S)feel2525: 臭くなってきた
[2957.934] afuring: KSKってナチュラルですか？
[2959.209] (S)moppu_gake: 止めなくていい？w
[2960.833] Ceciltaisa: お？
[2961.411] サラバア: 折笠さん正解か？ｗ
[2965.391] raurakd: まだ聞ける
[2967.168] shochann: 臭いな
[2970.131] njpw2017: なんでとげのある言い方になってるんや
[2977.123] ippoppo724: このまえおじハントで負けてなかった？
[2986.388] 箸くれ: ざっくり
[2986.489] tabibitox: どうみますか
[2987.288] kaban1192: 変なオチ
[2987.454] kkshkk: 仮定がもうなんか臭いですね
[2990.134] taroumaruh: 投げっぱなしだな最後ｗ
[2990.254] w4m1_54: …ﾌﾟ～ﾝ
[2991.331] (S)feel2525: 放り投げた
[2991.789] hairi0610: 日本語おかしかったぞｗ
[2991.804] afuring: 試してる？
[2991.985] sn0wf0x3: ざっくりww
[2993.150] bobonchuaaaa: 何言ってんの？w
[2995.870] choran_nao: 多分ない
[2996.171] シャンウー: umeCatGlare
[2996.268] levee_breaks: まず女子呼びをやめよう
[2996.936] lobelia_c: さいご相当ワーーーーオ！！！したな
[2997.473] depu: 難しいな
[2998.229] v_harumi_v: 女子ってところが、
[2998.249] 箸くれ: マルナゲドン
[3000.000] erisuk: 可能性なんかいったらあるとしかあいえねぇだろ
[3000.046] hal0087: ザンギ並の投げっぷり
[3001.455] njpw2017: 小娘に負けたやつが言ってるけど負け惜しみか？
[3001.638] エムクロ: 投げっぱなし
[3001.925] derwace_lifolve: 最後場外に投球したぞw
[3002.017] shochann: 何が言いたいんだ、これｗｗ
[3004.429] miyuku2023: 地雷原タップダンス
[3004.551] nsb1016: 何を聞きてえんだｗ
[3006.458] keigunnoikkaku: 一気にブン投げたな
[3014.132] tabibitox: 性差の話をすると面倒やで
[3016.309] (S)moppu_gake: 今日闇話題最終回？
[3018.735] sharks_up: なんか煙くない？
[3019.046] depu: 将棋とかでも「女流」棋士だもんな
[3020.202] のうみそきんにくん: 将棋とかね
[3022.571] terry_man630: 下手したら燃える
[3024.253] (S)Koooon__: サロメ嬢はおもしろかったよ！
