[24.164] トイメン: うぃーす
[779.596] XTVYVTX: これで結婚式挙げるんだ…！
[780.302] (S)井上リ: このTシャツ出してる人間キャラがJPブランカって歪んでない？
[781.446] shinbei25: 投げキャラ禁止シャツちょっと欲しい
[782.027] hakuchi11: 振り切ったねぇ
[782.415] b00wy: いいなぁ
[783.701] lucky_shocker: サムネやんｗ
[783.998] jamxqc: ホラー
[784.611] (S)きそば: こんちゃす なにこれｗ
[785.349] (S)オルコッ党員: 指名手配されとる
[785.846] (S)kame3_shun: にやっとする
[785.990] (S)めしをくえ: なるおもサブスクプレゼントやっちくれ
[798.315] TUBE_MAN: エイプリルフールネタみたいなTシャツじゃんねぇ
[801.726] kirin_channel: なるおさんEVOJPのキャスター欄に名前あったんですけど解説もするんですか？
[802.382] びーさん_: それはいち企業のやつだからグッズ総合とは違うぞ
[806.451] (S)すぐるん: マウスのスクロール音でかくねw
[808.897] (S)マラリンティウス: 結婚式は投げキャラ使い呼ばれず？
[817.234] saibabasan: EVOJのセサミストリートコラボTシャツが発売中止になったの悲しいわ
[819.789] LanfanV5: うーっす
[821.038] 桂歌丸: それなくなったよ
[822.963] びーさん_: それ出ないよ
[823.375] (S)ctama999: なんかのコラボＴシャツ発売中止してなかった？
[824.014] pyokotan_insitao: セサミストリートTシャツ販売できなくなったらしいね
[824.304] (S)マタビー: それなくなったよ
[825.529] ギガゾンビ: セサミパーカーなくなったよ
[825.710] (S)くらげ1030: セサミコラボのやつ販売なくなったの悲しい
[826.501] (S)もじゃ変人: あー
[826.570] (S)見るぞ: naru04Ohayu
[826.755] 桂歌丸: それ発売中止です
[826.861] サラバア: セサミストリートは中止になったよ
[826.974] loot446: あ
[827.028] 谷部: あw
[827.629] (S)雑食: 発売しないって
[827.749] ringfit_norimitsu: セサミストリート販売中止っすｗ
[828.374] toast_xxx: うす。画像ちっさ！
[828.512] カオカザリヒメフクロウ: でないっす
[829.219] Yuuuu1105: 中止…
[829.255] ライム_: それないよ
[829.387] Baalzebub1111: それ出ないってさ
[829.751] (S)めしをくえ: ちっさ
[830.378] (S)斯波: セサミストリートの奴は現地販売中止です
[830.742] nosuke215: 中止っす
[830.991] saibabasan: 発売中止です
[831.680] (S)banzokuu: BibleThump
[831.900] ｾｲ: それ・・・
[833.220] (S)bwjwkkk: なんでやねんｗ
[833.996] hakuchi11: どうして...
[834.146] (S)けめこ___: なくなったよね
[834.198] (S)i2ha_a6: セサミストリート物販しないってよ
[834.331] サラバア: ついさっきの発表
[834.774] (S)みなぷ080821_: そうなんだ
[835.121] (S)もじゃ変人: 中止まじか
[835.351] np2np: セサミストリート買いたかったのに…
[835.370] 鷹爪三角脚: え、そうなのか・・・
[835.389] gumi69: バード？
[835.480] びーさん_: 諸般の事情で出ません
[836.227] (S)マタビー: 諸般の事情で販売中止らしい
[836.339] (S)すぐるん: それ会場では販売ないらしい
[836.872] ギガゾンビ: 諸般の事情により中止らしい
[837.032] hamham9999: 中止っす
[837.809] (S)gotengogogo: それは・・・
[837.845] feel2525: ごめーん
[837.950] (S)井上リ: 販売中止なんだ
[838.205] sndkzfm1: なんで？？
[838.360] (S)henya1210: naru04Sad
[838.451] (S)けろろがめ: 販売中止になったっす
[839.152] nakao86: 中止やで
[839.644] (S)mayuge_dimension: BibleThump
[839.871] (S)日本語かな: ないの
[840.796] (S)kanetsucross: なんでえ？
[841.726] ソフィーノイエンミュラー: タイムリーだなｗ
[841.935] (S)lovepeace369: フぁーw
[842.117] tororogohan3: 草
[843.110] 鷹爪三角脚: なんでぇ？
[846.109] (S)ｸﾙﾐｯｯ: 中止すんの？
[846.594] びーさん_: 権利元ともめたんかなぁ
[846.793] (S)斯波: 諸般の事情
[847.314] (S)dook_dokidoki: 大人の事情です
[849.269] (S)くらげ1030: 諸般の事情
[849.299] np2np: 製造間に合わなかったんじゃない？
[849.417] loot446: 大人の事情
[850.522] (S)雑食: 諸事情って言ってた 明かされてないかも
[850.590] asbr_j: BibleThump
[850.913] pyokotan_insitao: なんかあったんだろうな
[851.365] (S)井上リ: 版権問題か?
[851.478] (S)bwjwkkk: ど真ん中の商品なくなってて草
[852.038] hamham9999: 諸般の事情だけど？
[852.638] ブリリアントよしこ: のっぴきならない事情だろうなあ
[852.736] ギガゾンビ: セサミに許可取ってなかったのかな？
[853.195] feel2525: デリケートな問題か
[853.349] nakao86: りゅうくんごめーん
[854.059] (S)もじゃ変人: ちょっともめたかー
[854.584] hona_gou: 無許可？
[855.485] (S)もふもふ食パン: (;w;)
[856.631] (S)めしをくえ: 許可取り下げか？
[857.742] デス動画勢: 権利関係かなぁ
[857.887] sndkzfm1: 何やねん諸般の事情って
[858.090] (S)けめこ___: なにかあったんだね
[859.444] (S)すぐるん: https://x.com/evojapan_info/status/1782937503713935405?s=46&t=ejb0yTuxRz8BrQRqUX7-cQ 0回戦敗退っす
[861.070] saibabasan: こんな直前で中止は版権関係が多分あやしかったんじゃないかな
[861.261] (S)459dmaito: なんでぇ！？
[863.168] 粉シタン: まじかw
[865.864] 煩悩劣拳: なんなんだマジで...
[866.370] (S)dook_dokidoki: 権利かなんかかな
[866.918] (S)gokan_sanpo: おはゆ
[866.965] (S)くらげ1030: これ目当ての人多かったろうに
[868.619] (S)けろろがめ: 無許可はさすがになくない？w たぶん納期だと思う
[869.916] 趣味垢0817: 大人の事情ってことはR18か？エロイナ
[870.253] gaburen12345: なんでってあー、そういうこと
[870.977] (S)マタビー: まぁ有名IPだから版権でもめたんだろうね
[872.644] (S)そあ1524: 損失すごそう
[873.614] 鷹爪三角脚: セサミストリートファイターがぁ・・・
[875.566] nakao86: 欲しかったのかよ
[875.999] tororogohan3: セサミはストリート暴力だめなの？
[878.414] (S)kame3_shun: しゃーなし
[879.488] saibabasan: 絶対Tシャツ作ってるよね
[879.769] (S)syake__salmon: 余程の事情やろなぁ
[880.483] びーさん_: 通販だけとかないのかなぁ
[882.290] (S)四十八手権左衛門: BibleThump
[883.302] ringfit_norimitsu: 書き方的に通信販売はあるんじゃねえの
[883.389] jennifer2penguin: 通販で売ってくれないか？
[884.760] (S)日本語かな: ワイもや
[885.627] (S)マタビー: それ欲しかったねぇ
[887.741] (S)yukapero_14: 残念だな
[888.850] metrocityclub: "会場での"だから通販はありそうやね
[889.141] cielcloudy248: ビッグバードどうして…
[889.368] サラバア: EVOさんが権利でやらかすとは思えない
[889.903] nosuke215: 残念
[889.954] ギガゾンビ: でも在庫はあるだろうから”裏”からパクれんの？
[891.354] (S)dook_dokidoki: まあ殴り合うゲームだしな
[892.642] (S)がすいんニキ: ササモストリートで我慢しよか
[892.794] (S)MasudaTheMenace: 会場以外で売りそうな書き方じゃない？
[892.830] (S)neconokntm: 会場での、か
[894.436] np2np: マジでカワイイ
[896.298] (S)けめこ___: ネットで受注とかかな？
[897.601] (S)けろろがめ: 会場での販売だから後日通販はありそう！
[897.856] (S)すぐるん: 多分通販はあるんやない？
[898.408] TUBE_MAN: Tシャツとパーカー発注間に合わなかったんかね
[898.580] (S)めしをくえ: かわりに緊急動画Ｔシャツゲットするしかないな
[898.932] ｾｲ: 権利ではないだろ
[901.462] びーさん_: 会場で売らないだから通販はワンチャン
[902.055] sndkzfm1: 会場以外は買えるん？
[903.506] RanNA_888: こういうイベントの物販って惹かれるよね
[904.496] gumi69: ビックバードと写真とろっか
[905.046] hamham9999: おい！チケット代返金しろ！！
[906.760] サラバア: まあ製造とか販売の問題かな
[908.684] (S)kanimiso747: 輸入間に合わなかった感じかな
[908.787] jan384: 中国からの便遅れてるしなあ
[909.108] saibabasan: 「会場での販売を中止いたします」って書いてるから通販あるかも
[911.244] 趣味垢0817: じゃあなんで買えますよーってツイートしたんだろうな
[915.171] 桂歌丸: 多分”会場では”って書いてあるから通販はあると思う。EVOJ会場での混雑を警戒してだと思うよ。
[915.247] saibabasan: https://twitter.com/evojapan_info/status/1782937503713935405
[916.036] (S)マタビー: それもわからない
[916.252] XTVYVTX: 現物間に合わなかったパターンか
[919.634] ponponpawn: 諸般の事情なんでしゃーなし
[920.987] (S)見るぞ: 後から通販かな
[924.541] vungo_mr: スカジャン3万かーちょっと手が出ないな
[925.887] (S)斯波: これ後日通信販売で出してもそんな欲しいか…？現地のテンションだから欲しい気がする
[929.146] 粉シタン: 間に合わない系か
[929.374] びーさん_: あー会場の混雑を懸念してはありそう
[930.129] (S)henya1210: 出荷トラブルかな
[930.225] (S)4tap_py: naru04Ohayu
[930.956] tororogohan3: 転売されそうなアイテムは占いで欲しいわ
[931.958] (S)dook_dokidoki: 通販は中止にならないといいなぁ
[936.668] (S)けろろがめ: マゴさん
[937.528] カットマン: おざます
[941.309] Baalzebub1111: ハイスコアガールの方買うか
[946.973] (S)けめこ___: かわいい
[947.678] (S)けろろがめ: マゴさんに言えばなんとかならない？
[950.748] toast_xxx: 悲しいけどしゃーない理由があるんやろな
[954.011] red_bird_oo: naru04Ohayu
[954.063] saibabasan: 通販で買うのと現地で買うのは全然思い入れが違うからなあ
[959.027] (S)すぐるん: マフラータオル微妙にダサくて好きだわ
[959.784] (S)MOTOR_mural: スカジャンほしいけど高いな
[960.906] ギガゾンビ: これもよくない？ https://x.com/TeamGRAPHT/status/1782991609078202660
[966.155] (S)lovepeace369: マゴさんでも無理かー かーっ！
[966.635] カットマン: なにこれ？どうしたの？
[968.545] (S)pero888888: たけえ
[970.520] (S)東雲めのの_: こんにちは！
[970.682] すれいまん: なるお解説するの？
[971.247] ｾｲ: 現地で買いたいじゃんねえ
[971.519] (S)マタビー: ゲームのロゴがでかでかとあるやつよりそういうやつの方が欲しいよね、わかる
[971.760] (S)井上リ: マゴさんは無許可で生産しそう
[973.017] 東堂タスク: マゴさんはセサミストリートの住人か何か？
[973.890] (S)nattounever: 記念品欲しいよね
[974.401] (S)けろろがめ: マゴさんでも無理かぁ
[978.606] gjmtptjj: ボシュのアクスタ転売されてるって聞いた
[985.119] RanNA_888: 物販大好き人間からするとこっちがメインまである
[986.201] (S)すぐるん: アケコンにステッカーぺたぺたしたくない？
[987.698] ギガゾンビ: 刺繍ステッカーだよ
[988.420] (S)井上リ: コマ投げ失敗したジェイミーのステッカー欲しい
[988.710] サラバア: ジェイミーのアイマスク買ってきて
[989.092] (S)ctama999: デスクマットのジェイミーいいな
[993.131] (S)ｸﾙﾐｯｯ: アイマスクいいじゃん
[993.791] daikokeshi: ネモさんtシャツほしい
[994.646] (S)けめこ___: 刺繍ステッカーかわいいよ
[994.754] sndkzfm1: コラボ系だからどこかのタイミングでトラブルになったんかな
[997.373] gumi69: 裁縫できないとだめかー
[999.740] (S)波動犬: 絶対作ってあったでしょ。廃棄なのかな
[1003.632] rosebank21: アイマスクは企画の時に使えそう
[1005.116] ギガゾンビ: ごちゃごちゃ言うな
[1005.736] metrocityclub: これ買って https://twitter.com/TeamGRAPHT/status/1782682189710467504
[1005.935] red_bird_oo: ｗｗｗｗｗｗ
[1008.583] (S)四十八手権左衛門: クッキーモンスターって棒で８ボタンなんだ
[1008.792] asbr_j: アイマスクなんであるの？
[1009.516] (S)けろろがめ: ステッカーはその後の扱いに困る
[1009.915] (S)MasudaTheMenace: 攻撃ボタンのステッカーはちょっといいじゃん
[1011.018] びーさん_: リュウのアイマスク買おう
[1011.318] (S)ctama999: ｗｗｗｗ
[1011.761] サラバア: アイマスク全キャラぶんあるぜ
[1012.144] (S)くろめ62: それ買おう
[1012.396] (S)gokan_sanpo: 歴史
[1013.362] (S)めしをくえ: ええやんｗ
[1013.408] 鷹爪三角脚: マリちゃんｗ
[1015.186] ｾｲ: ジェイミーの買うか
[1015.619] (S)kame3_shun: まりちゃんいいじゃんねぇ
[1017.648] (S)もぶ氏: めっちゃいいじゃんｗｗｗ
[1019.158] red_bird_oo: あたしも欲しい！！！！
[1019.212] Deaxxaed: wwwwwwww
[1019.349] sndkzfm1: ウケる
[1019.433] (S)井上リ: トラボの奥さんにつけてほしい
[1020.207] クライドフロッグ: w
[1020.452] (S)マタビー: 歴史を感じる
[1021.184] カオカザリヒメフクロウ: 圧がすごい
[1021.243] (S)ｸﾙﾐｯｯ: www
[1022.087] (S)nononono_uhoho: ジェイミーとかあったよ
[1022.955] (S)sgthr7: DJのアイマスクいいぞ
[1023.186] (S)Brokenface_Decoy: たかしほしいなぁ
[1023.250] (S)yukapero_14: wwwwww
[1023.390] nabushigatashi: ゆっちょせんよう
[1023.609] (S)四十八手権左衛門: DJのやつよかったよ
[1023.887] hamham9999: ネタ
[1024.238] (S)雑食: 圧ある
[1024.450] gumi69: 味覚王でつかおう
[1024.851] saibabasan: アイマスク一覧, https://twitter.com/TeamGRAPHT/status/1782682189710467504
[1025.261] tororogohan3: 歴史に見られてる
[1025.438] mishirannuko: 昨日の目隠しは伏線
[1026.578] (S)kanimiso747: まりちゃんは相当おもろい
[1027.597] (S)みなぷ080821_: www
[1027.745] (S)Bron61: 全員分あるぞ
[1027.909] (S)pero888888: 圧ある
[1028.577] metrocityclub: ジェイミーあるよ https://twitter.com/TeamGRAPHT/status/1782682189710467504/photo/1
[1029.451] カットマン: 昨日のしんじのアイマスクがウケたわ
[1030.918] (S)すじゃーた: コマ投げされてるときの距離
[1033.020] (S)カニが好きだと叫びたい: チケット変えなかったけど物販だけ行きたい、、、
[1033.817] (S)れな0301: こんにちは
[1038.349] nakao86: 昨日の目隠し対戦かよ
[1042.175] (S)そあ1524: 呼んだかぁい？ってやってほしい
[1043.063] red_bird_oo: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[1045.572] sndkzfm1: アイマスクは全部ネタ用や！
[1045.580] (S)日本語かな: w
[1045.584] (S)nononono_uhoho: ええやんｗ
[1045.598] hona_gou: ｗｗ
[1046.025] すれいまん: マリちゃんはどこかの企画の時におもむろに取り出すと笑いが取れそう
