[34.119] kobi3070: ｳﾒﾁｬｱﾝ
[2058.754] ~MISSING_COMMENTER_INFO~: PS5の方がパフォーマンス出るとかどんだけしょぼいPCの話だよ
[2060.342] まさく: ps4
[2061.262] ~MISSING_COMMENTER_INFO~: PCのスペック低すぎやろそれｗ
[2068.682] y4ki29: ps4じゃなければ対戦は今のところ支障ないよ
[2070.877] fus1on85: rtzKrey
[2074.109] SirVIP: ジュリの登り中段すげえ
[2077.755] doduece1111: FPSと違って格ゲーは60fpsでいいからcs勢の受け皿になれる気がする遅延はどんなもんか知らんけど
[2077.988] uudege: うまあ
[2079.255] (S)chikumin007: いやPCがパフォーマンス出ないのは最適化の話よ
[2079.896] (S)freyja112: Woah this juri's pretty good
[2080.549] GG_sensay: いやｗ高いPCじゃないとPS5ほどでねぇよｗ
[2081.698] (S)latenight000: ジュリの地上技弱くすると結局風波溜めないと戦えないっていうジェイミーみたいなキャラになる
[2083.307] (S)てんつくてん: おはようございます
[2087.980] shiroyashazd: あよぶです
[2095.821] v_harumi_v: 接続不良なんですかね
[2099.925] FutaAssassin: Is ken weak in sf6?
[2101.112] uudege: PS５いま普通に買えるからそっちでいいよね
[2101.392] NekkyOne: 大荒れしとるで
[2102.585] fus1on85: DAIGO V FCHAMP sosGame
[2105.238] shiroyashazd: GunRun
[2106.862] kaban_tyan: スト6の要求スペックなかなかだよね
[2110.656] phantcas: @WaiYanHlaing very strong
[2110.703] sndkzfm1: PS5独占タイトルでも半年 くらいで PC版が出ると思う
[2116.692] めっとくん: ボタンについてるファストン端子抜き差ししてみたら？
[2117.730] szk_gu: やはりウメケン華がある
[2122.581] NekkyOne: 今年のゲームはPCで最適化できてないゲームがめちゃ多い
[2125.402] curemikan: お
[2132.594] たあぼ0126: なんで中p+2やねん！！
[2136.648] tabibitox: 空対空OD竜巻からリフティングいけるぽい
[2137.620] FChampryan: Hello Daigo! Would you like to play a FT10 on SF6 online? 
[2138.418] woodmud: PS5今は中古市場に出るくらいだからだいぶタマはあるな
[2140.183] wednes12: いまのラッシュ表裏？？
[2140.370] (S)fahmy0825: Nice
[2142.724] デコ_: ウメケンの攻めっけ高いの見てて楽しい
[2146.840] vertoxz: fchamp 
[2147.272] xxzoids: ウメちゃんの白いケンを見るだけで感動がある。
[2147.696] dcdryuya404: 本物きた
[2149.445] dustblowers: まあコスパは間違いなくPS5が圧倒的だよ
[2149.598] (S)ranbin5656: FFはすぐには出さないよ
[2149.871] (S)SUGAKIYA: 家庭用はグラボ上のスペックよりも実測値は出るから単純な数字の比較は難しいぞ
[2154.309] x_RX_x: wow
[2155.429] GG_sensay: @fchamprara good luck man, he barely reads chat
[2159.873] fus1on85: please DAIGO PLAY set VS FCHAMP
[2173.101] uudege: PSだとパッケージ買って飽きたら売れるから貧乏人に優しい
[2179.200] renrentwitchtv: ソフト側で最適化できてるかとかの問題もあるしねえ
[2186.274] poyoyon915: Fチャンプ本人が遊ぼうってコメントしてるw
[2193.515] まさく: 入力遅延はps5より4、特に4proの方が少ないのか、意外！
[2202.666] doduece1111: csって入力遅延気になんないの？
[2204.890] (S)SUGAKIYA: 今のとこウメちゃんガチるのは興味無さそうに見えるが
[2206.294] UZT_QuadDelta: スト6のPingって5よりもよくなってる？
[2207.948] woodmud: PCはいろいろトラブル出るから安定ならPS５でいいんじゃない？
[2221.921] tasukete: フィリピーノチャンプ、今のウメハラになら勝てるという算段か～？
[2227.895] ~MISSING_COMMENTER_INFO~: てかまあスト6ならPS5でも変わらないでしょ
[2228.392] yusatteyonde: ほんとだピーノが対戦しよって言ってる
[2229.183] rommaler1: Daigo-San fchamp wants to play a ft10 do you accept challenge ?
[2231.611] chipstar9: ダルシム？
[2231.870] エメラルドスプラッシュ: コメント欄で会話してるやつ多いな
[2235.535] GG_sensay: ネット対戦普通にアメリカとかできてるよ
[2237.225] phantcas: this is a good Juri, damn
[2238.940] eshikistein: Fチャンプが10先しない？だって
[2240.567] Goodwisp: ダルシムでわからんごろししたいだけだよ
[2244.105] bosh001: he cant read English chat
[2248.586] (S)一1990: ge-muo
[2254.127] Espresso_Now: @fchamprara This would be a treat to see Daigo!
[2255.701] NekkyOne: fchamp さんって人が対戦しようっていってる？
[2259.976] FChampryan: Hello Daigo! Would you like to play a FT10 on SF6 online?
[2260.150] (M)(S)Moobot: ＊HyperX Cloud 最新モデル＊ 6/12 発売予定！
[2262.367] eojnai: yeah, this hyper agreesive juri is kicking his ass
[2266.861] GG_sensay: そうですね
[2267.508] デコ_: 課題山住で楽しそうですね
[2267.802] vespa127g: Most probably no see u in EVO
[2268.761] uudege: だいぶ動くようなってきたな
[2271.970] (S)一1990: ゲーム音小さない？
[2274.749] acerneko3: Fチャンプ？
[2275.200] fus1on85: DAIGO v FCHAMP
[2275.673] 000105: フィリピーノチャンプ？
[2276.757] rommaler1: YES FCHAMP
[2279.144] kobetaf: フィリピーノチャンプです
[2279.215] fus1on85: USA v JAPAN
[2280.918] Yagr6: dhalsim
[2281.312] GG_sensay: そそ
[2283.001] shopynis: ウメさんFチャンプからコメきてる
[2283.268] rommaler1: FCHAMP VS DAIGO
[2284.699] phantcas: @eojnai still lost lol
[2285.200] goldexpepe: FC champ ?
[2286.673] (S)てんつくてん: 格ゲー界隈はコメ同士の会話多い方だよ
[2287.139] (S)vivfiw: さすがにラグそうじゃない？
[2289.966] futoshi77: フィリピーノチャンプってカプコン大会の出禁解除されたんか？
[2290.541] acerneko3: １０先熱い
[2291.391] fus1on85: DAIGO V FCHAMP
[2294.196] FChampryan: Hello Daigo! Would you like to play a FT10 on SF6 online?
[2295.460] GG_sensay: ネット大丈夫だいよ
[2297.206] オワオワタ: 試しにやってみようぜ
[2298.226] ohta_jp: 試してみれば？
[2299.564] (S)マンゴスチン: うおおおおお！
[2300.067] tasukete: 西海岸なら結構いけるらしい
[2300.489] HappyManga: The lag is too bad lol
[2302.461] ~MISSING_COMMENTER_INFO~: どうなんだろうね
[2303.509] fus1on85: CHALLENGE THE MASTER
[2304.679] 1108044k: 出禁のひとでしょ
[2307.896] (S)fahmy0825: Matched with this Manon again
[2310.395] x_RX_x: he knows now
[2313.638] maguru: 一回ためせば
[2315.178] sinomori: 海外勢との対戦には全く興味ないからな、今のスト６なら可能と教えても興味なさそうだもん
[2316.087] rommaler1: YES LETS MAKE IT HAPPEN
[2316.411] (M)(S)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[2318.347] ponyforest: 10先やろうぜって
[2318.653] sndkzfm1: ウメかんはアメリカとのラグに懐疑的
[2321.848] hitorinoyoruu: 実際アメリカとどれぐらい対戦できるもんなんだんだろ
[2323.207] iwaisi: 板Zと普通にやってなかった？
[2325.419] phantcas: the man himself is in chat yooo
[2325.985] yusatteyonde: 聖戦見させてくれ
[2327.777] woodmud: 面倒じゃなきゃやってみてもいいんじゃない？
[2328.002] fus1on85: FT10 DAIGO v FCHAMP PLEASE LET IT HAPPEN
[2331.715] (S)chicken_dumpling: japan chat, can someone tell daigo to adjust game volume up? thanks.
[2332.956] ValcristRoda: Shut up about washed up fchamp that guy is an asshole
[2333.865] rommaler1: He accepts lets gooo
[2336.243] FChampryan: fchamprara is gifting 5 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 5 in the channel! 
[2336.736] fus1on85: FeelsAmazingMan
[2336.847] FChampryan: fchamprara gifted a Tier 1 sub to kusowarota! 
[2336.880] FChampryan: fchamprara gifted a Tier 1 sub to ミル36! 
[2336.897] FChampryan: fchamprara gifted a Tier 1 sub to bigswifty1111! 
[2336.943] FChampryan: fchamprara gifted a Tier 1 sub to pemorning! 
[2336.952] FChampryan: fchamprara gifted a Tier 1 sub to aibot1100! 
[2337.091] shopynis: ダルシムなのかな
[2341.343] fus1on85: LEZ GOOOOOOOOOOOOO
[2342.791] てむかう: お
[2345.097] Yagr6: wonder if it will lag
[2345.206] NekkyOne: 西側とならping130程度だから、プレイするだけなら結構いける
[2345.759] すくいーず: ｗｗ
[2345.866] poyoyon915: 草
[2346.005] asseternum1: Ey yo
[2346.658] rommaler1: FCHAMP THANK YOU LETS GOOO
[2346.896] gorilla_osaka: www
[2348.988] (S)chikumin007: ｗｗｗ
[2350.929] fus1on85: SourPls
[2352.256] GG_sensay: well no one else is complaining
[2352.520] (S)SUGAKIYA: 先行投資
[2353.384] phantcas: @ValcristRoda yo chill bro
[2354.280] おといち: 対戦料
[2354.339] dasaku_yaniki: 懐しのばせにきたぞ
[2354.675] nikukuisugi333: おお
[2356.248] 1108044k: 差別で出禁だからシノさん的にどうだろうね
[2356.468] sawa_sgr: サブスクは草なんだ
[2357.216] derwace_lifolve: 貢物まで
[2358.572] woodmud: ギフトｗ
[2358.842] tough_boy_: 外堀うめていく
[2361.920] いろはもん: クレジット入れてきた
[2362.437] kobetaf: ごり押し前ステｗ
[2364.376] Yuppier: 対戦料金 ww
[2364.672] chipstar9: ケンのシビアなコンボできんのかな
[2364.832] チョコミんト: thank you f
[2364.833] (S)vivfiw: 草
[2365.460] 絵馬にょ: やらしいな
[2366.459] (S)てんつくてん: 逃げられないぞと
[2366.732] yusatteyonde: 対戦料金
[2366.945] derwace_lifolve: 重箱持ってきたぁ
[2367.089] Goodwisp: お布施で笑う
[2367.958] CARNO_JPN: lol
[2367.995] ゆーや: ww
[2369.235] dcdryuya404: 対戦代のギフト
[2369.489] tooyasan1: クレジットは草
[2369.768] fus1on85: rtzL
[2371.111] Grendevi: I wish I could read Japanese 😭
[2375.590] HappyManga: It is Japan servers vs USA server of course it will lag lol
[2375.663] ボディー: ギャラ
[2377.392] ValcristRoda: @phantcas nah he threw slurs at tokido
[2377.809] Grendevi: MyAvatar
[2382.498] (S)yoshiaki1986: 対戦料は斬新
[2382.640] tasukete: ﾁｬﾘﾝﾁｬﾘﾝﾁｬﾘﾝﾁｬﾘﾝ
[2383.512] たあぼ0126: たけー！
[2384.476] conpuka: ゲーセンかな
[2385.112] foo_twitch: 先にクレジット投入して待つ男
[2386.390] fus1on85: rtzDX
[2388.041] maguru: お賽銭対戦料
[2388.712] poyoyon915: クレジット入れてきた
[2388.929] GG_sensay: 金払っても対戦したいんだ
[2391.400] (S)vivfiw: ギャラ発生
[2392.453] iwaisi: ワンコ代
[2394.006] loderunners73: ejinArrive
[2396.366] wednes12: Ume said “Fchamp is in America, right?”
[2397.979] Grendevi: CoolStoryBob
[2399.974] tabibitox: へーる
[2401.490] rommaler1: Its gonna happen , this set will be fkin insane thank you daigo
[2401.787] acerneko3: いくらなのこれ？
[2403.023] niemalsaufgeben: インパクトボタンほしいなw
[2403.209] fus1on85: <3
[2403.409] umesecond: 突発リスクマッチ代きたか
[2404.252] ~MISSING_COMMENTER_INFO~: ウメちゃんコイン投入されたよ
[2405.657] yo5hhhh: アメリカはちょうどゴールデンタイム
[2408.462] rityaopuo: ゲーセンで草
[2413.704] vespa127g: 今興味無さそうなのよ
[2413.915] AnAnonymousGifter: An anonymous user gifted a Tier 1 sub to fchamprara!  
[2413.954] sawa_sgr: ギフトを贈ることで圧かけてくる
[2414.263] crossking004: Fuck Manon
[2420.917] kaban_tyan: じゃあ
[2421.871] エメラルドスプラッシュ: いいねー
[2421.932] nikukuisugi333: うおおお
[2422.663] すくいーず: じゃぁやるかｗ
[2422.930] peperon17: お
[2423.940] hitorinoyoruu: やったぜ
[2423.968] woodmud: 買収成功
[2424.379] (S)SUGAKIYA: やっぱり金なんだよね
[2424.397] doduece1111: いいんだw
[2424.569] futoshi77: やるんかｗ
[2425.475] rt340: w
[2425.607] NekkyOne: お！
[2426.143] nnmdfs: 殴り込み？
[2426.348] 血塗られたトマト: wwww
[2426.369] gorilla_osaka: おお
[2426.502] v_harumi_v: おおー
[2426.743] fpkento: お！
[2426.948] zetton_s: 草
[2427.482] hoehoeR: あったかい世界
[2427.642] sagaramasuku: お
[2427.800] ボディー: じゃあやるかぁw
[2428.162] chipstar9: まじかw
[2429.211] (S)P03Nekk0: LUL
[2430.186] acerneko3: やるか
[2430.575] デコ_: サブスクによえぇｗ
[2430.640] fina_thankyou: じゃあｗ
[2431.795] 泣き虫サクラ: Let's do it then. he says
[2432.028] 血塗られたトマト: letsgooo
[2433.031] donekofg: バトルハブで待ち合わせ用
[2433.269] (S)vivfiw: umeYay
[2433.743] すくいーず: まぁ金なんだよね
[2434.080] (S)choco_mint6: おおー
[2435.317] rommaler1: Thank you so much this set will be indane
[2436.229] NekoPunchKick: クリスTもチャンスあるよ！
[2436.459] ledlight9413: 世の中金
[2437.338] ピザ野郎: 政治
[2437.358] kobetaf: 言い方が悟空だったｗ
[2437.456] shin4567890: クレいれられたらそりゃーね
[2437.582] ~MISSING_COMMENTER_INFO~: 5個もサブスクしたからねｗ
[2437.899] (S)osarusan26: 海外でもかなり快適に対戦できるっぽいし
[2438.050] nanashidur1: 英語コメ過激で笑う
[2438.076] jjjjjjjjjjjjejejejeejjej: 怖いもの見たさでね
[2438.372] SquallAdv: ダイゴさん、チャット読んでくれ
[2439.797] fus1on85: USA v JAPAN 200 PING SHOWDOWN
[2439.836] yusatteyonde: 金払えばウメハラと対戦出来るマ？
[2441.300] yanbowy: まーじか
[2441.499] dsc52: BloodTrail
[2441.917] Grendevi: DansGame
[2443.072] シンノ: LET GOOOOO
[2443.492] vespa127g: ww
[2446.723] umesecond: だと思ったよ
[2449.939] pikaloid23: jast download this to browser to translet japanes chat ***
[2450.536] 絵馬にょ: だから狙われた
[2451.818] chocolat1234: あら；
[2452.852] rommaler1: fchamprara he said inv him
[2453.053] chipstar9: リュウにする？
[2455.584] peperon17: 今やってもね
