[34.083] eren_ackerman: lets gooooooo\
[35.590] kiku1133: ちゃあああああん
[21145.771] azncoffee: that would a third strike level conversion on the parry
[21148.386] azncoffee: was*
[21186.257] yamanashi_sp: パーティいかなアカンねん
[21223.222] azncoffee: iyaaaa
[21276.063] HKsmash: Dude Daigo and his homies are gonna be menaces when this game drops lol
[21288.510] azncoffee: menaces at 2 characters and 2 matchups
[21297.555] cruseaguar2: oshiri suki diego-
[21310.720] (S)chicken_dumpling: those using crack are way ahead of jp players.
[21323.545] suisora_tsukiyomi: Kappa
[21326.093] HKsmash: @chicken_dumpling This is the demo lol
[21331.739] azncoffee: cracked T bout to be a menace
[21339.648] azncoffee: but punk gonna pop the fk off on him
[21354.993] (S)chicken_dumpling: yes jp pros cannot use crack, but those outside japan can secretly train using crack and it shows
[21444.553] massaaan: 武神ポエム！
[21523.036] azncoffee: parrying luke's fireball is a real gangster move
[21603.877] HKsmash: perfect parry fireball into drive rush punish is 200 iq
[21604.039] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[21628.570] azncoffee: didnt even know perfect parry was a thing
[21650.686] azncoffee: o i guess u mean earliest frame parry not a special mechanic
[21679.541] HKsmash: Yea you can parry on F1
[21683.830] azncoffee: mhm mhm
[21685.083] HKsmash: give you advantage
[21698.998] azncoffee: that's indeed a concept only 200 iq players will understand
[21704.496] DlimDhady: @azncoffee it's a special mechanic
[21708.324] azncoffee: well nvm then
[21711.340] DlimDhady: the game slows down and does a zoom in
[21713.481] ShinYakimura: perfect parry is a mechanic
[21723.425] spearish: spearish subscribed with Prime. They've subscribed for 9 months, currently on a 2 month streak! 
[21727.303] ShinYakimura: perfect parry is instant recovery, while regular parry is not
[21727.570] Soulcube1982: but why perfect parry drive rush cancel? why not perfect parry, hard punch and THEN drive rush cancel
[21742.032] ShinYakimura: you get different combos from drive rush
[21745.435] HKsmash: @Soulcube1982 depends on spacing
[21750.968] Ragna_BadGuy: and bar spent
[21753.354] Ser_Ram3n: anyone notice how daigo never uses 5MP.. i guess the range on that button makes it useless
[21762.000] ShinYakimura: drive rush buttons lead to much better combos
[21765.843] Ragna_BadGuy: drive rush off a normal is 3 bars
[21776.755] ShinYakimura: drive rush off of parry is 1 bar
[21777.999] POOPDIET: yeah 2mp is just a better poke/confirm than 5mp
[21778.706] Soulcube1982: yes you can do the drive rush after you hit with a button on close range
[21781.550] Soulcube1982: scaling also better
[21809.203] (S)chicken_dumpling: does anyone know who are invited to redbulll kumite? thats the first tournament after release right?
[21824.652] HKsmash: I would assume the usual suspects
[21904.930] steev_mike: i should play with gloves on
[21909.534] kaomoji3: なんだなんだw
[21956.061] ロンロ: 英語だらけ
[21976.671] pondenring0930: THANKS FOR PLAYING!
[22024.402] Soulcube1982: that stay hk combo only works if you hit the other parts of the combo on a standing opponent or hk whiffs, right?
[22029.268] azncoffee: holy macros
[22032.754] azncoffee: check him controller
[22262.117] dy1ngchant: can you hit confirm into dr or is it impossible?
[22275.512] azncoffee: punk can and noone else can
[22286.475] azncoffee: some things will never change
[22299.861] (S)箸くれ: umeCatGlare
[22308.119] ロミヲ: ささもくん翻訳してくれ
[22313.799] FCBasakoo: está to viciao el Diego
[22334.624] Soulcube1982: i mean depends on the confirm. if you have to buttons linking in each other you have big time to confirm into drc
[22342.070] Soulcube1982: 2 buttons*
[22344.886] azncoffee: he clearly talking about a 1 move confirm
[22350.744] azncoffee: anyone's grandma can confirm off 2 moves
[22376.702] Soulcube1982: yes confirm is confirm doesnt matter if 1 or 2 or 3 buttons
[22376.717] suisora_tsukiyomi: uhm akshully
[22400.467] (S)箸くれ: ﾈｺﾁｬﾝ!?
[22431.234] balthazar000: ファー
[22439.371] ロンロ: んーーーー
[22450.409] 温かいやさむぎ: umeJam
[22484.770] ~MISSING_COMMENTER_INFO~: ｗ
[22504.162] tabibitox: あと2試合
[22516.609] kaigaizei: ゼン対エンはじまる
[22529.218] dy1ngchant: ryusei looks like a kid from this angle 
[22629.820] dy1ngchant: PogChamp
[22629.964] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[22635.354] nidomaguro: 金曜が楽しみすぎる
[22683.603] MTL_Reggie: @dy1ngchant you can hit confirm off a single heavy attack in this game, medium attacks don't have a long enough cancel window to allow you to hit confirm off a single hit
[22685.185] (S)箸くれ: ささも氏の笑顔かわいい
[22688.107] gaga_u4x: 今日は17時まで？？
[22705.424] azncoffee: punk gonna be confirming off a single light
[22742.967] aranami0: ｗ
[22744.623] dy1ngchant: @dy1ngchant ooo which player is doing that? i have to watch it
[22747.398] (S)gazesd: umeGrin
[22764.051] market_fujisaki: 17時半完全退店だって
[22890.541] (S)jigokunonekomatu: nemohand1Sura2
[22897.105] yamanashi_sp: 店長、パーティ行かなアカンねん
[22927.569] pu_neko3: パーティ？
[22929.325] maddy2623: 店長ずっと勝ってる？
[22935.769] kaigaizei: バーディー？
[22957.189] (S)jigokunonekomatu: ずっとクチャクチャしてんな
[23279.398] dy1ngchant: too stronk
[23283.613] しびれ: プレイがキレてる
[23288.718] kiton_taichi: 今のバクステ、やば
[23386.199] (S)jigokunonekomatu: ノーブルくん６は何使うんだろうね？
[23408.519] akiaki0612: 今日店長居座ってる感じですかね？
[23492.395] akiaki0612: 風呂場みたいな声
[23546.089] hato_pizza: いまもずれてるけど、無いとそっちの声聞こえないもんね
[23554.946] esutark: ガチ＝クン
[23562.981] Yostokies: They really local grinding this demo
[23569.802] Yostokies: I love it
[23793.295] たあぼ0126: 今日は若手が多いんかな？
[23982.968] (M)(S)gameinntwitch: トラブル無さそうでしょか
[24024.233] v_harumi_v: メンおじさま、お疲れ様ですー。
[24077.151] v_harumi_v: 音がお風呂っぽくなってるくらいで、トラブルは無さそうだと思います。
[24114.606] pondenring0930: いい湯だな、アハハン
[24125.735] (M)(S)gameinntwitch: 後ろのマイクきります
[24211.591] HirocoT: ありがとうございます
[24279.275] v_harumi_v: 後ろのマイク了解ですー。いつもありがとうございます。
[24525.546] 平本: 左下どなたです？
[24584.348] (M)(S)gameinntwitch: これは本人不在ですか？
[24622.671] au0724: かべくん
[24630.797] 平本: かべくん
[24635.429] (M)(S)gameinntwitch: 後ろの白いマイクのてっぺん触ってミュートしてみてもらえますか
[24636.145] 平本: なるほど🧐
[24650.737] ぢょごぢゃん: コメント見てるかな
[24653.829] 三角_: 店長寝てんのか
[24654.080] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[24681.193] 三角_: りゅうせいがちょくちょくコメ読むけど、どうかな
[24699.821] omoikawa: Cheer100 Cheer100 Cheer100 Cheer100
[24740.129] (M)(S)gameinntwitch: どもども
[24785.448] (M)(S)gameinntwitch: それで大丈夫なはずです
[24791.790] v_harumi_v: お疲れ様でしたー
[24792.602] kiton_taichi: お疲れ様です！
[24836.288] (M)(S)gameinntwitch: プレステの電源切ってもらえるとー
[24846.255] bunbun0880: りゅうせいコメ読みありがとう
[24894.387] (M)(S)gameinntwitch: ありがとうございますー
[24908.720] 三角_: メンおじいつもおつ
[24918.204] tabibitox: 若者よ、アピールしてこ
[24962.592] sengoku_iori: これから、ときど対ふ～ど始まるよぉ～
[24970.272] kaigaizei: 必殺ササモぽんぽん
[24978.042] kiton_taichi: ササモさん、SFLがんばれー！
[24981.829] v_harumi_v: おおー
[25073.177] au0724: りゅうせいのインタビュー動画 面白いよね
[25087.405] mifune1046: ササモ体調大丈夫か！？
[25101.689] DRStitchEmUp: グラインドは止まらない
[25144.737] azuto_k_: ふーときはどっち勝つ予想？
[25154.009] aranami0: なぜずっとよしよしされているのかｗ
[25156.361] ロミヲ: ささもくんなんで撫でてるのｗ
[25166.659] au0724: 大谷はシノビズムの時 他のチームとスパーしまくってたけどね
[25170.338] (S)brutal9998: あれ？店長は？
[25173.057] (S)一1990: なにこの絵面ｗ
[25173.347] mifune1046: ←1/2ササモ   1/2ササモ→
[25178.505] v_harumi_v: 撫でたくなる髪質
[25252.738] (S)kuropyonn: 店長はこれから打ち上げに顔を出すの？
[25258.600] kiton_taichi: 今日はお疲れ様でしたー！
[25260.345] methotrexate_aym: お疲れ様です！
[25262.645] danny_love_danny: おつおつ
[25263.806] (S)brutal9998: あそうか閉店時間か
[25270.446] v_harumi_v: 店長も皆様もお疲れ様でしたー
[25273.734] tabibitox: 明日人狼
[25280.018] azncoffee: that red bill shirt on daigo is drip
[25290.685] kiton_taichi: 5/30はハイパーエックスの企画？
[25293.172] DRStitchEmUp: 彼は首輪をつけていません
[25295.067] v_harumi_v: お洒落なブルTシャツ
[25295.663] ~MISSING_COMMENTER_INFO~: あったかい物食べてくださいね
[25299.284] (S)gazesd: おつかれ～
[25301.437] v_harumi_v: さいならーノシ
[25303.945] (S)gorogorogorn: カモ
[25305.127] (S)マンゴスチン: おつかれ～
[25305.967] tabibitox: おつおつ～
[25306.070] カブトシロ: おつまれさま。
[25307.400] (S)naginagi99: おつかれさま
[25307.914] papipopon: おつ
[25313.706] takastoz: お疲れ様でした
[25320.431] azncoffee: otsukaresamadesu
