[9.323] (S)ふれーく: わこらだ」
[233.621] (S)mikan_san: そりゃぁナニじゃないの？
[234.388] (S)shinichan227: おい
[235.240] (S)tumugi_76: 意外とストーリーいいよね
[235.712] 五色椿: リビング涙目だよ
[236.332] (S)_ぜる: さすがエロ小僧
[237.013] (S)mohanan_139: リビング勢に優しくして
[237.233] (S)minapapi: おいwww
[237.774] (S)ぴす615: おい
[239.225] (S)アララギ: 7000人みてるで、
[239.630] ずきゅきゅんた: まずいって
[239.788] higiomi: リビングに厳しい配信
[240.098] (S)あさんと: イヤホン持ってきて正解だった
[240.170] (S)atuono: radaoKonro
[240.200] ねねねい: へー
[241.512] mope716: へー
[241.608] (S)raynidayooo: リビング注意
[241.761] (S)あさみや301: まだ8時なんだけどww
[242.891] (S)negitorochaaan: 来た瞬間なんて話してるの…
[243.256] (S)ありちっ: wwwwww
[243.465] (S)unavele_nobu: わこらだ
[244.037] (S)rosemary0920: へー
[244.220] chirol__: へー
[244.818] (S)そふぃ3: ストーリーよなぁ！？
[245.029] (S)のこ汰: へー
[245.060] rekuron379: radaoKonro
[245.224] しなやかしょうゆ: まずいまずい
[245.811] (S)はちみつトマト: へー
[246.041] ちよび: radaoKonro
[246.173] 1ce104: わこらだ
[246.387] (S)howlin_0: ※リビング注意
[247.159] (S)lumaguron: radaoWakotu
[247.366] よわはと: ストーリー分かる､､､
[249.231] (S)ゆきとよ: ほう･･･？
[249.243] (S)nin__zin202: この3人を待ってた
[249.502] (S)yoichimu: リビング勢です無事死亡しました
[249.708] (S)空うさぎ: ※イヤホン推奨
[250.044] (S)venibear3466: わこらだ
[250.576] あきぬこ: いい話がどうゆう意味なのか
[250.672] ねここねる: ストーリーおもろいもんな
[250.969] (S)ディンダン: ストーリー濃いのか
[251.984] (S)minapapi: う、うん、、、
[253.977] (S)nashu_noike: リビングニキドンマイ
[254.155] 角角家: まだ深夜じゃないぞ
[254.744] 4toki22: やっぱ我々だの同人誌でエロゲについて語るコーナーを持った男は違うな
[254.883] 梨一: ストーリーがいいって話ね
[254.895] omuraisu0806: わかってしまう
[255.162] (S)限界大学院生チャンネル: たまたまリビングで見たらこれだよ
[255.382] zane417: わこらだ
[255.868] (S)田中弐号機: ニトロプラスとかなぁ
[255.891] (S)himikokichi_06: ばか語るやん
[260.305] つまみな: つまみな subscribed with Prime. They've subscribed for 12 months, currently on a 1 month streak! わこらぁ
[260.718] 梨一: wwww
[260.743] 椋榎: めっちゃわかる
[261.360] 神崎立夏: わこらだわったー
[261.528] ねねねい: www
[261.930] (S)くろとかげ: ニトロプラスはいいぞ
[262.050] (S)アララギ: wwww
[262.290] sunomono8: wwwww
[262.782] (S)ねこすず: 性別女の自分聞いてて複雑
[262.960] (S)nin__zin202: なんの話してんだw
[263.010] (S)そふぃ3: わかる
[263.349] (S)tumugi_76: ほう
[263.636] ayunosioyaki0223: 何真面目に語ってんだ
[264.055] (S)riyuu25: めちゃんこ語るやん
[264.178] こうちゃんん: こうちゃんん subscribed with Prime. They've subscribed for 14 months! 
[264.645] (S)tempest0709: 伝道師2人おるwww
[264.666] left_2_10: 別にエロじゃなくてよくね？
[265.340] (S)yona_0724: www
[266.674] kuuhaku417: wwwwwww
[267.094] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[267.333] (S)そふぃ3: めっちゃわかる！！！！
[267.465] waraashi: めっちゃ暑く語るじゃんｗ
[267.531] shira_to: まだ20時だぞ
[268.610] (S)beef_lemon: これ何聞かされてるの？www
[268.705] ねここねる: ニトロプラスはいいぞ
[269.078] ギンナン: radaoSeven
[269.343] loupe_5385: 配信開始5分後に話すことじゃないwww
[269.492] (S)mikan_san: 良ゲーだと？
[269.881] (S)ioo89: イヤホン用意したわ
[271.318] (S)ta__mei: わからんこともない
[271.331] higiomi: 同じこと言ってる
[272.715] (S)スペルタン: ちなみになに？
[273.818] (S)あらじお: radaoWakotu
[273.873] あきぬこ: ゲーム性
[275.017] (S)howlin_0: マルチ商法みたいな誘い方でワロタ
[276.793] にぃぃぃ: なんの会話ｗ
[278.583] いのりさん: らっでぃガチで引いてるやつやん
[279.074] mase_hs: 配信開いたらエロゲの話親に聞かれて無事に4にました
[279.389] ちよび: エロいる？
[280.296] (S)xhakumaiix: radaoWakotu
[282.354] (S)atuono: wwww
[282.849] riku0572: まだ20時よ？
[283.357] (S)こばやし__: なんで初手エロゲの話してんの？？？？
[283.908] (S)おこめとごはん: 我々だは何を熱弁してらっしゃるのか()
[285.601] (S)minapapi: 熱く語らんでもろて
[286.362] (S)Mac1919: 悪徳商法の誘い方やん
[286.625] (S)そふぃ3: ぽまえついていけてないやんwww
[287.146] (S)ぴす615: まだ8時…
[288.016] shapu_meg: 気になってきた
[291.694] (S)椎名奏雨: ねぇww
[293.552] (S)こぺと: いつも通りだな…
[293.981] (S)tiger_bay: あぺにエロつけてもやらんだろ
[295.163] あきぬこ: へえ
[295.727] suzuya_watanabe: ほう
[295.754] (S)快眠枕: らだお引いてない？
[295.767] (S)田中弐号機: マジ神だぞエロゲは。シリアスがえぐいぞ。
[295.846] (S)woontion0013: @suntaro_erito13
[296.300] mizuno0624: 初手からする話じゃない
[296.442] 神崎立夏: ふーん
[296.968] (S)himikokichi_06: 深い…
[297.182] (S)鬼田: 何を聞かされているんだ
[297.607] ねねねい: へー
[298.633] mope716: へー
[298.662] (S)アララギ: wwwwww
[298.712] (S)椎名奏雨: まだ20時なのよwww
[299.721] (S)yumemiruneco: へー
[299.822] (S)mikan_san: へー
[300.348] loupe_5385: それはそう
[300.698] ayunosioyaki0223: なんつー話これ
[301.101] 梨一: え？w
[301.910] (S)らふれ: ほぉ
[303.115] しなやかしょうゆ: ほー
[303.316] (S)riyuu25: へー
[304.864] (S)ねこすず: へ、へー
[305.261] かしぱん_: わこらだ
[305.602] (S)哀れな人の子: ふ、ふーん…
[306.846] (S)panndaman1: へー
[307.090] (S)mikan_san: それは面白そう
[307.882] kyouka_ky: へー
[308.710] (S)tamakooo__: どういう話だ
[308.931] いのりさん: それエロ要素要る？
[309.170] pu_tyan: へー
[309.179] 梨一: 戦闘？？
[309.269] chirol__: エロゲ何回言うのｗ
[309.848] nonoha_111: わこらだぁぁぁ！
[310.039] (S)のこ汰: へー
[310.250] (S)nuiru0710: わこらだ！
[310.652] 五色椿: なんつー話題だ
[310.882] (S)kijinrin: ふーん
[311.508] 神崎立夏: はぇー
[311.523] suzuya_watanabe: なんでエロゲの話になったの？
[311.573] (S)shinichan227: 興味ないやんw
[311.720] (S)ここねり: へ、へー…
[312.677] (S)kotocha_: へー
[312.701] あきぬこ: wwwwwwwwwwwwwww
[312.796] (S)アララギ: 何を聞かされてるんだ、
[313.203] (S)椎名奏雨: へ、へーーー
[314.401] sunomono8: wwwwwwww
[315.417] (S)ケバブビギナーのえる: わこらだですー！
[315.657] (S)atuono: あぺやろう
[316.132] riku0572: 女性リスナーも見てるんだぞ
[316.342] ニコ丸0429: 熱が凄いんじゃ
[316.381] mjoy0911: マヴラブとかね
[316.853] (S)_ぜる: なに聞かされてんの
[317.267] がっちょ: 超興味なさそうに聞くやん
[317.957] matchamochi117: ちなみに20時ね
[318.171] mamo_tarou: エロくなくてもよくね？
[318.592] 檜山尚人: マヴラヴかな？
[318.976] ayunosioyaki0223: 案件？？
[319.021] (S)ruchi_13: 脳内お花畑
[319.793] (S)nattoniboshi: wwwww
[320.473] safbuker0295: 愛と物語の結晶
[320.561] mizuno0624: 売り手側ｗ
[320.626] 五色椿: www
[320.694] 角角家: ほーん
[320.887] (S)mikan_san: 案件ですか！？
[320.918] (S)tumugi_76: セールスマンｗｗｗ
[321.041] (S)yumemiruneco: いつまで経ってもおとこのこ
[321.389] (S)くろとかげ: ぬきたし
[321.743] すいぺりあ: 何聞かされてんだ
[322.013] shapu_meg: 営業ｗ
[322.491] ねねねい: 販売員さん！？
[322.980] (S)syao7893: ゲーム名聞きてぇ
[323.962] (S)tamakooo__: エロゲの伝道師
[324.173] (S)みそチョコ: 回し者？
[325.051] (S)キリン_: エロゲーに偏見持つなって話やな
[325.220] あきぬこ: ゲーム会社の方！？！！？
[326.644] left_2_10: 熱心すぎて草
[327.351] dairyu1128: 興味ない相槌しとるなw
[327.568] (S)宮瀬: なんの話しをしとるんや……
[327.760] 梨一: wwww
[327.785] (S)shinichan227: ぽまえが全然興味なくて安心したよ
[328.619] (S)aina___10812: 案件ｗｗｗ
[329.309] 神崎立夏: エロゲーの回し者
[329.555] (S)ドレイン: らっでぃ興味無さそうで草
[329.700] ねここねる: 興味もって？
[330.058] aika21: わこらだ
[331.340] (S)atuono: 会社の方！？
[331.379] (S)shige__maru: wwww
[331.406] (S)快眠枕: まだ始まって10分弱なんよwww
[332.210] (S)kurui440: わこらだ
[333.178] (S)ゆきとよ: 回しのもの？？
[334.046] (S)のこ汰: 案件！？
[334.268] (S)そふぃ3: らっだぁはリアルエロにしか興味ないから(((
[334.364] 五色椿: 直送www
[334.389] (S)tiger_bay: うたわれみたいに全年齢版でも出せるってんならエロいらないよね？ってなる
[334.486] (S)うららかこ: らっでぃと我々だの温度差で風邪引きそう
[334.820] 神崎立夏: あー
[336.231] (S)mohanan_139: 我々は何を聞かされてるんだろう…
[336.611] (S)さらんらん: エロゲの回し者だ
[337.097] (S)amasechan_: わこらだ
[337.505] (S)_ぜる: 案件ですか？
[340.461] (S)ルトだよ: エロを求めるのがエロゲーじゃないぞ
[340.740] (S)shilva_0: ほう
[341.503] あきぬこ: 詳しいなあ
[341.987] (S)fusuma_5884: 熱量がすごいww
[343.585] ちよび: エロゲって高いよね
[345.060] (S)himikokichi_06: 厳しい
[347.362] ねねねい: ほお
[347.409] (S)negitorochaaan: いらん知識が増えてく
[348.713] いのりさん: 違うんだ
[348.855] (S)みずいろか: わこらだ
[348.860] 梨一: そうなんだw
[348.967] (S)ももなっとう: エロで戦闘ってなに……？
[349.494] chirol__: それはそう
[352.266] (S)netaiyo: リビングで見るの間違えたな
[352.514] (S)mikan_san: そうか…
[354.428] (S)ディンダン: ふるいw
[355.928] (S)nattoniboshi: PCしょ
[356.397] safbuker0295: 現在D〇Mで500円セール中!!!!!!
[356.497] (S)oldish_widow6: エロゲガチ勢だw
[357.981] (S)321_dices: 草
[358.216] (S)riyuu25: どうでもいい知識が増えていく
[361.329] (S)そふぃ3: それはそう
[365.268] taich35: わこらだ
[365.802] あきぬこ: 草
[366.244] (S)ゆきとよ: ｗｗｗｗｗ
[366.724] (S)快眠枕: エロゲはPCだね
[367.297] ayunosioyaki0223: wwwwww
[367.513] (S)Teren0925: 母親が横にいるんだが
[367.520] sunomono8: wwww
[368.107] (S)himikokichi_06: www
[368.723] 檜山尚人: ソニーそういうの厳しいからなぁ
[368.848] (S)akane2012: 熱く語るね〜
[369.229] (S)琉菜: 見る場所間違えたかもしれん
[369.319] (S)howlin_0: wwwwwwwww
[369.458] (S)そふぃ3: ハードはPCよなぁ
[369.861] chirol__: ｗｗｗｗ
[370.688] 梨一: やばwww
[370.790] 紗弥0926: そこまでwww
[371.525] (S)宮瀬: wwww
[372.840] poteito: 至れり尽くせりじゃーん
[373.659] 神崎立夏: wwwwwwwww
[373.707] 五色椿: ドライバー込みwww
[374.043] (S)tamakooo__: wwwwwwwww
[374.213] (S)ryo_ngz: わこらだ
[374.337] (S)aina___10812: めっちゃやってほしいじゃんｗ
[374.354] waraashi: どうしてもやらせたいのｗｗ
[375.632] (S)tumugi_76: 手厚いｗｗｗ
[376.491] ねここねる: wwwwwwww
[376.712] suzuya_watanabe: やってあげてよ
[376.829] あきぬこ: ガチすぎるっぴ
[376.927] (S)riyuu25: wwww
[377.543] kyouka_ky: wwwwww
[377.567] ayunosioyaki0223: そりゃそうだろw
[377.605] (S)ゆきとよ: 熱量がガチ
[378.440] 神崎立夏: らっだぁやったれよ
[379.807] (S)panndaman1: wwwww
[379.931] ニコ丸0429: 熱量がやばい
[380.199] 4toki22: エロゲはPCだよ
[380.782] ずきゅきゅんた: エロゲを熱弁する実況者グループ我々だ
[381.011] (S)そふぃ3: それも含めてwwwwww
[381.850] mamo_tarou: 最初の話題がエロゲて
[382.395] にぃぃぃ: ガチすぎｗｗｗ
[382.499] 椋榎: ガチやんw
[382.980] suzuya_watanabe: 配信して
[383.062] pu_tyan: wwwwww
[383.226] (S)yumemiruneco: ガチ布教おじさんwww
[384.048] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[384.428] (S)akane2012: そこまでww
[384.641] つなまる: ｗｗｗｗｗｗ
[384.942] (S)_ぜる: 見る配信間違えた？？
[385.567] chirol__: タイトル気になるｗ
[385.812] sunomono8: wwwwwwwww
[386.606] (S)ケバブビギナーのえる: 布教おじさんは草
[388.177] zabuton5mai: わこらだー
[388.232] ねここねる: 手厚いwwww
[388.247] (S)rosemary0920: wwwww
[388.342] (S)あらじお: !uptime
[388.558] (S)yona_0724: www
[388.617] (M)Nightbot: らっだぁ が配信を始めてから 6 minutes 37 seconds 経過しています。
[388.705] (S)hagino_66: hagino_66 subscribed at Tier 1. 
[389.671] (S)kotocha_: 布教おじさんwww
[389.851] しかくのさんかく: ガチガチのガチで草
[390.076] ねねねい: wwwwwww
[393.116] (S)akane2012: もんは可愛いw
[393.433] (S)のこ汰: wwww
[394.307] (S)椎名奏雨: wwwwwwwww
[394.514] (S)howlin_0: 致すな
[395.505] (S)rioniku1515: しっかり布教www
[395.805] (S)tumugi_76: やってもらえてよかったね・・・
[397.298] (S)あきもり: タイトル教えてくれればリスナーはやるよ
[398.902] にぃぃぃ: 悲しいな
[399.054] (S)田中弐号機: ROMとかなっつw
[400.631] (S)はなたに: らっだぁそういう欲無さそう
[402.889] Water_1013: www
[403.900] (S)快眠枕: かなしいwww
[404.950] (S)はるのてゃん: 悲しい
[406.492] yuxuri: yuxuri subscribed with Prime. They've subscribed for 6 months! わこらだ
[406.982] ねここねる: かなしいね
[407.235] (S)そふぃ3: 優しいなぁ
[409.351] Syunnma: 質問です。
[413.528] 神崎立夏: リスナーに布教
[422.163] あきぬこ: お、当てるねえ
[422.819] 神崎立夏: めっちゃ当てるやん
[422.931] 4toki22: うっま
[423.907] (S)tyap_0079: tyap_0079 subscribed with Prime. 
[425.130] ayunosioyaki0223: うま
[426.272] (S)drem_chan: いいねえ
[426.875] (S)watashichan_: うまい
[427.631] sunomono8: うま
[428.011] mizuno0624: 今日いいねぇ
[428.268] (S)のこ汰: うんま
[428.837] (S)riyuu25: うっま
[429.870] ねここねる: うま
[430.070] (S)アララギ: うま
[430.589] ずきゅきゅんた: 最近調子いいね
[431.471] (S)ケバブビギナーのえる: うまー
[431.483] (S)うららかこ: うま
[431.561] ニコ丸0429: エイムいいね
[431.679] (S)きのこの炊き込みご飯: うんま
[433.123] ももかんぬ: 今北わこらだ！
[433.661] (S)椎名奏雨: うっま
[434.069] (S)琉菜: うま
[435.779] miki___24: うま
[436.029] (S)そふぃ3: うんま
[437.949] (S)panndaman1: うま
[438.432] (S)nanamekuji: うま
[438.893] ru_san0720: うま
[438.914] pu_tyan: うま
[439.978] (S)mikan_san: らだお最近被弾少なくなって良いね
[442.731] (S)おこめとごはん: うま
[443.735] (S)tamakooo__: うまい
[445.383] (S)drem_chan: 今日もホンモノ
[447.438] 梨一: ないす
[447.917] (S)yumemiruneco: うま
[449.012] (S)yoichimu: うっま
[449.201] sunomono8: ないす
[449.649] 神崎立夏: いきてー
[452.247] (S)いいろいい: 金次第 subscribed with Prime. They've subscribed for 3 months, currently on a 3 month streak! わこらだ！
[455.500] Syunnma: 質問です。
[455.521] (S)riyuu25: いきてー
[455.700] (S)akane2012: ゾムさんのガチトーン聞けるかなぁ？w
[456.140] 神崎立夏: あ
[457.234] (S)ぴっくる: わこらだ
[457.928] rarara_b: rarara_b subscribed with Prime. 
[460.399] 梨一: 漁夫きてるね
[464.733] いのりさん: 別パ！？
[467.474] (S)kanou002: そういえばゾムさんfateも好きだもんね
[470.500] あきぬこ: がんばえ
[472.947] ayunosioyaki0223: うま
[473.961] mizuno0624: うま
[473.987] (S)yumemiruneco: タイトル言ったら、多分2万人はやると思うw
[474.439] 神崎立夏: ないすー
[474.534] (S)ゆきとよ: お
[475.479] sunomono8: うっま
[477.316] (S)tamakooo__: うまい
[478.673] dokukinoco: わこらだ！
[478.803] poteito: うまくね？
[479.089] 4toki22: 当てるねえ
[479.211] (S)rosemary0920: ぅま
[481.267] (S)rins1d: うま
[482.013] (S)ゆきとよ: うま
[482.204] (S)ssnyzk: うますぎ
[482.205] ayunosioyaki0223: 上手くね？
[482.226] (S)アララギ: うますぎ
[482.391] (S)tamakooo__: うま！！！！
[482.894] mizuno0624: うっま...
[482.959] 神崎立夏: つんよ
[483.506] matchamochi117: うっま
[483.524] あきぬこ: ないすぅ！！！
[483.585] 紗弥0926: うま
[483.725] (S)moka_0322: うま
[483.738] (S)aina___10812: うっま
[483.977] 梨一: うっま
[484.216] yukichi893: あ
[484.244] (S)ほのぼの: うっま
[484.466] (S)ここねり: うま
[485.829] (S)rosemary0920: え、うま
[486.039] ちよび: 偽物？
[486.065] chirol__: ないすぅ
[486.081] いのりさん: うっま
[486.111] 4toki22: これは本物
[487.066] (S)mohanan_139: 上手すぎ
[487.241] (S)rarara_b: うっま
[487.247] (S)tumugi_76: うま
[487.274] (S)yumemiruneco: うっま！！
[487.277] (S)かんくろー: わこらだ
[487.320] (S)tempest0709: うま
[487.485] (S)shilva_0: うま
[487.809] higiomi: 本物さん！？
[487.882] (S)こばやし__: やってる？
[487.984] ニコ丸0429: うっま
[488.096] つなまる: 最強さん！？
